Numero de onda	polietileno.dpt
3528.43223	0.99955
3526.37843	0.99977
3524.32462	0.99961
3522.27082	0.99928
3520.21702	0.99897
3518.16322	0.99864
3516.10942	0.99832
3514.05561	0.99848
3512.00181	0.99878
3509.94801	0.99879
3507.89421	0.99909
3505.8404	0.9996
3503.7866	0.99989
3501.7328	1.00008
3499.679	0.99994
3497.6252	0.99918
3495.57139	0.99852
3493.51759	0.99849
3491.46379	0.99866
3489.40999	0.99887
3487.35618	0.9991
3485.30238	0.99913
3483.24858	0.99904
3481.19478	0.99866
3479.14098	0.99815
3477.08717	0.99823
3475.03337	0.99878
3472.97957	0.99911
3470.92577	0.99885
3468.87196	0.99845
3466.81816	0.99843
3464.76436	0.99825
3462.71056	0.99795
3460.65676	0.99804
3458.60295	0.998
3456.54915	0.99766
3454.49535	0.99747
3452.44155	0.99735
3450.38774	0.99702
3448.33394	0.99679
3446.28014	0.99703
3444.22634	0.99747
3442.17254	0.99737
3440.11873	0.99658
3438.06493	0.99584
3436.01113	0.99555
3433.95733	0.99515
3431.90352	0.99419
3429.84972	0.99302
3427.79592	0.99205
3425.74212	0.99124
3423.68832	0.99018
3421.63451	0.9887
3419.58071	0.98698
3417.52691	0.98499
3415.47311	0.98282
3413.4193	0.98015
3411.3655	0.97618
3409.3117	0.97087
3407.2579	0.96473
3405.2041	0.95792
3403.15029	0.95027
3401.09649	0.94223
3399.04269	0.93523
3396.98889	0.9306
3394.93508	0.92905
3392.88128	0.93085
3390.82748	0.93543
3388.77368	0.94145
3386.71988	0.94793
3384.66607	0.95403
3382.61227	0.95877
3380.55847	0.96253
3378.50467	0.96635
3376.45086	0.9699
3374.39706	0.97264
3372.34326	0.97473
3370.28946	0.97634
3368.23566	0.97786
3366.18185	0.97931
3364.12805	0.98027
3362.07425	0.98095
3360.02045	0.98176
3357.96664	0.98255
3355.91284	0.98332
3353.85904	0.98425
3351.80524	0.98522
3349.75144	0.98616
3347.69763	0.98682
3345.64383	0.98719
3343.59003	0.9876
3341.53623	0.98807
3339.48242	0.98842
3337.42862	0.98856
3335.37482	0.98856
3333.32102	0.98872
3331.26722	0.98925
3329.21341	0.98964
3327.15961	0.98972
3325.10581	0.98985
3323.05201	0.98992
3320.9982	0.98969
3318.9444	0.98947
3316.8906	0.98936
3314.8368	0.98907
3312.783	0.98853
3310.72919	0.98794
3308.67539	0.9878
3306.62159	0.98801
3304.56779	0.98786
3302.51398	0.9874
3300.46018	0.98727
3298.40638	0.98777
3296.35258	0.9887
3294.29878	0.98926
3292.24497	0.98913
3290.19117	0.98931
3288.13737	0.99019
3286.08357	0.99092
3284.02976	0.99121
3281.97596	0.9916
3279.92216	0.99205
3277.86836	0.99214
3275.81456	0.99218
3273.76075	0.99248
3271.70695	0.99271
3269.65315	0.99265
3267.59935	0.99254
3265.54554	0.99221
3263.49174	0.99167
3261.43794	0.99176
3259.38414	0.99217
3257.33034	0.99203
3255.27653	0.99187
3253.22273	0.99179
3251.16893	0.99121
3249.11513	0.99042
3247.06132	0.98979
3245.00752	0.98921
3242.95372	0.98844
3240.89992	0.98763
3238.84611	0.98687
3236.79231	0.98588
3234.73851	0.98487
3232.68471	0.98401
3230.63091	0.98327
3228.5771	0.98269
3226.5233	0.98166
3224.4695	0.98022
3222.4157	0.97912
3220.36189	0.97782
3218.30809	0.97594
3216.25429	0.97402
3214.20049	0.97204
3212.14669	0.97021
3210.09288	0.96893
3208.03908	0.96787
3205.98528	0.96644
3203.93148	0.96436
3201.87767	0.96197
3199.82387	0.9597
3197.77007	0.95774
3195.71627	0.95614
3193.66247	0.95467
3191.60866	0.95344
3189.55486	0.95257
3187.50106	0.95218
3185.44726	0.95255
3183.39345	0.95348
3181.33965	0.95468
3179.28585	0.95618
3177.23205	0.95831
3175.17825	0.96085
3173.12444	0.96325
3171.07064	0.96565
3169.01684	0.96838
3166.96304	0.97108
3164.90923	0.97288
3162.85543	0.97412
3160.80163	0.97564
3158.74783	0.97723
3156.69403	0.97864
3154.64022	0.98001
3152.58642	0.98135
3150.53262	0.98228
3148.47882	0.98271
3146.42501	0.98329
3144.37121	0.98435
3142.31741	0.98547
3140.26361	0.98633
3138.20981	0.98705
3136.156	0.98777
3134.1022	0.98829
3132.0484	0.98847
3129.9946	0.98846
3127.94079	0.98845
3125.88699	0.98855
3123.83319	0.98873
3121.77939	0.98895
3119.72559	0.98937
3117.67178	0.99011
3115.61798	0.99073
3113.56418	0.99066
3111.51038	0.99033
3109.45657	0.99047
3107.40277	0.99099
3105.34897	0.99153
3103.29517	0.99169
3101.24137	0.99129
3099.18756	0.99113
3097.13376	0.99155
3095.07996	0.99149
3093.02616	0.9908
3090.97235	0.99059
3088.91855	0.99099
3086.86475	0.99109
3084.81095	0.99068
3082.75715	0.99008
3080.70334	0.9895
3078.64954	0.98937
3076.59574	0.98993
3074.54194	0.99064
3072.48813	0.99087
3070.43433	0.99061
3068.38053	0.99006
3066.32673	0.98959
3064.27293	0.98973
3062.21912	0.99034
3060.16532	0.99073
3058.11152	0.99048
3056.05772	0.99009
3054.00391	0.98991
3051.95011	0.98972
3049.89631	0.98943
3047.84251	0.98906
3045.78871	0.98891
3043.7349	0.98929
3041.6811	0.98951
3039.6273	0.98885
3037.5735	0.98802
3035.51969	0.98793
3033.46589	0.98806
3031.41209	0.9876
3029.35829	0.98694
3027.30449	0.98645
3025.25068	0.98596
3023.19688	0.98521
3021.14308	0.98438
3019.08928	0.98351
3017.03547	0.98199
3014.98167	0.98013
3012.92787	0.97867
3010.87407	0.97757
3008.82027	0.97702
3006.76646	0.97763
3004.71266	0.97905
3002.65886	0.97995
3000.60506	0.98009
2998.55125	0.98021
2996.49745	0.98022
2994.44365	0.97975
2992.38985	0.97914
2990.33605	0.97874
2988.28224	0.97843
2986.22844	0.97781
2984.17464	0.97626
2982.12084	0.97374
2980.06703	0.97121
2978.01323	0.96874
2975.95943	0.96523
2973.90563	0.9604
2971.85183	0.9545
2969.79802	0.94764
2967.74422	0.94015
2965.69042	0.93215
2963.63662	0.92353
2961.58281	0.91478
2959.52901	0.90689
2957.47521	0.90059
2955.42141	0.89652
2953.36761	0.895
2951.3138	0.89486
2949.26	0.89311
2947.2062	0.88664
2945.1524	0.87449
2943.09859	0.85799
2941.04479	0.83825
2938.99099	0.81521
2936.93719	0.78871
2934.88339	0.75797
2932.82958	0.72202
2930.77578	0.68087
2928.72198	0.63425
2926.66818	0.58036
2924.61437	0.51841
2922.56057	0.45082
2920.50677	0.38267
2918.45297	0.32228
2916.39917	0.2819
2914.34536	0.27369
2912.29156	0.29963
2910.23776	0.3481
2908.18396	0.4034
2906.13015	0.45483
2904.07635	0.49779
2902.02255	0.53199
2899.96875	0.55963
2897.91494	0.58368
2895.86114	0.60648
2893.80734	0.62927
2891.75354	0.65249
2889.69974	0.67613
2887.64593	0.70025
2885.59213	0.72436
2883.53833	0.74711
2881.48453	0.76785
2879.43072	0.78619
2877.37692	0.80082
2875.32312	0.81093
2873.26932	0.81719
2871.21552	0.82088
2869.16171	0.82246
2867.10791	0.82064
2865.05411	0.81264
2863.00031	0.79582
2860.9465	0.76849
2858.8927	0.72877
2856.8389	0.67345
2854.7851	0.59844
2852.7313	0.50388
2850.67749	0.40524
2848.62369	0.33757
2846.56989	0.33406
2844.51609	0.39448
2842.46228	0.48837
2840.40848	0.5846
2838.35468	0.66676
2836.30088	0.73097
2834.24708	0.77955
2832.19327	0.81597
2830.13947	0.84314
2828.08567	0.86355
2826.03187	0.87949
2823.97806	0.89297
2821.92426	0.90486
2819.87046	0.91475
2817.81666	0.92252
2815.76286	0.92883
2813.70905	0.93447
2811.65525	0.9397
2809.60145	0.94413
2807.54765	0.94777
2805.49384	0.95108
2803.44004	0.95401
2801.38624	0.95643
2799.33244	0.9588
2797.27864	0.96129
2795.22483	0.9635
2793.17103	0.96522
2791.11723	0.96664
2789.06343	0.96814
2787.00962	0.96994
2784.95582	0.97184
2782.90202	0.97349
2780.84822	0.97473
2778.79442	0.97564
2776.74061	0.97648
2774.68681	0.97728
2772.63301	0.97799
2770.57921	0.9786
2768.5254	0.97918
2766.4716	0.97962
2764.4178	0.98006
2762.364	0.98061
2760.3102	0.98114
2758.25639	0.98183
2756.20259	0.98261
2754.14879	0.983
2752.09499	0.98313
2750.04118	0.98339
2747.98738	0.98348
2745.93358	0.9832
2743.87978	0.98295
2741.82598	0.98296
2739.77217	0.98322
2737.71837	0.98347
2735.66457	0.98356
2733.61077	0.98345
2731.55696	0.98338
2729.50316	0.98373
2727.44936	0.98435
2725.39556	0.98508
2723.34176	0.98584
2721.28795	0.98639
2719.23415	0.98683
2717.18035	0.9873
2715.12655	0.98754
2713.07274	0.98742
2711.01894	0.98709
2708.96514	0.98698
2706.91134	0.98723
2704.85754	0.98766
2702.80373	0.98817
2700.74993	0.98858
2698.69613	0.98879
2696.64233	0.98883
2694.58852	0.98872
2692.53472	0.98858
2690.48092	0.98847
2688.42712	0.98828
2686.37332	0.98809
2684.31951	0.98794
2682.26571	0.98786
2680.21191	0.98802
2678.15811	0.98822
2676.1043	0.98834
2674.0505	0.98844
2671.9967	0.9884
2669.9429	0.98809
2667.8891	0.98756
2665.83529	0.9869
2663.78149	0.98631
2661.72769	0.9862
2659.67389	0.98656
2657.62008	0.98691
2655.56628	0.98704
2653.51248	0.98715
2651.45868	0.98738
2649.40488	0.98746
2647.35107	0.98729
2645.29727	0.98716
2643.24347	0.98705
2641.18967	0.98688
2639.13586	0.98703
2637.08206	0.98752
2635.02826	0.98765
2632.97446	0.98737
2630.92066	0.98744
2628.86685	0.98806
2626.81305	0.98869
2624.75925	0.98923
2622.70545	0.98981
2620.65164	0.9902
2618.59784	0.99043
2616.54404	0.99073
2614.49024	0.99107
2612.43644	0.99141
2610.38263	0.9919
2608.32883	0.99228
2606.27503	0.99236
2604.22123	0.99268
2602.16742	0.99325
2600.11362	0.99344
2598.05982	0.99336
2596.00602	0.99354
2593.95222	0.99382
2591.89841	0.99404
2589.84461	0.99451
2587.79081	0.99519
2585.73701	0.9956
2583.6832	0.99553
2581.6294	0.99543
2579.5756	0.99556
2577.5218	0.99568
2575.468	0.99554
2573.41419	0.99534
2571.36039	0.99574
2569.30659	0.99645
2567.25279	0.99639
2565.19898	0.9959
2563.14518	0.9961
2561.09138	0.99662
2559.03758	0.9965
2556.98377	0.99628
2554.92997	0.99661
2552.87617	0.99711
2550.82237	0.99742
2548.76857	0.997
2546.71476	0.99615
2544.66096	0.99595
2542.60716	0.99614
2540.55336	0.99631
2538.49955	0.99675
2536.44575	0.99744
2534.39195	0.99776
2532.33815	0.99774
2530.28435	0.99813
2528.23054	0.99827
2526.17674	0.99765
2524.12294	0.99769
2522.06914	0.99822
2520.01533	0.99796
2517.96153	0.99747
2515.90773	0.99734
2513.85393	0.99752
2511.80013	0.9979
2509.74632	0.99875
2507.69252	0.99983
2505.63872	1.00009
2503.58492	0.99972
2501.53111	0.99937
2499.47731	0.99903
2497.42351	0.99893
2495.36971	0.999
2493.31591	0.99902
2491.2621	0.99922
2489.2083	0.99941
2487.1545	0.99955
2485.1007	0.99976
2483.04689	0.99992
2480.99309	1.00002
2478.93929	0.99972
2476.88549	0.99913
2474.83169	0.99908
2472.77788	0.99958
2470.72408	1.00013
2468.67028	1.00061
2466.61648	1.00084
2464.56267	1.00036
2462.50887	0.99928
2460.45507	0.99859
2458.40127	0.99875
2456.34747	0.99925
2454.29366	0.99957
2452.23986	0.99952
2450.18606	0.99919
2448.13226	0.99906
2446.07845	0.99921
2444.02465	0.99918
2441.97085	0.999
2439.91705	0.99923
2437.86325	1.00016
2435.80944	1.00055
2433.75564	0.99988
2431.70184	0.99924
2429.64804	0.99898
2427.59423	0.99915
2425.54043	0.99982
2423.48663	1.00018
2421.43283	0.99985
2419.37903	0.9996
2417.32522	0.99971
2415.27142	0.99984
2413.21762	0.99982
2411.16382	0.99965
2409.11001	0.99963
2407.05621	0.99977
2405.00241	0.99959
2402.94861	0.99923
2400.89481	0.99907
2398.841	0.99907
2396.7872	0.99907
2394.7334	0.9989
2392.6796	0.99885
2390.62579	0.99916
2388.57199	0.9995
2386.51819	0.99982
2384.46439	1.00012
2382.41059	1.00017
2380.35678	0.99992
2378.30298	0.99912
2376.24918	0.99815
2374.19538	0.99786
2372.14157	0.9982
2370.08777	0.9988
2368.03397	0.99886
2365.98017	0.99876
2363.92637	0.99951
2361.87256	1.0002
2359.81876	1.00013
2357.76496	0.99888
2355.71116	0.99653
2353.65735	0.99499
2351.60355	0.99552
2349.54975	0.99686
2347.49595	0.99779
2345.44215	0.99781
2343.38834	0.9969
2341.33454	0.9959
2339.28074	0.99527
2337.22694	0.99518
2335.17313	0.99534
2333.11933	0.99578
2331.06553	0.99624
2329.01173	0.99589
2326.95793	0.99537
2324.90412	0.99568
2322.85032	0.99678
2320.79652	0.99754
2318.74272	0.99747
2316.68891	0.99746
2314.63511	0.99812
2312.58131	0.99888
2310.52751	0.99865
2308.47371	0.99781
2306.4199	0.99748
2304.3661	0.9976
2302.3123	0.99758
2300.2585	0.99734
2298.20469	0.99739
2296.15089	0.99818
2294.09709	0.99891
2292.04329	0.99841
2289.98949	0.9972
2287.93568	0.99639
2285.88188	0.99632
2283.82808	0.99673
2281.77428	0.99737
2279.72047	0.99814
2277.66667	0.99873
2275.61287	0.9993
2273.55907	1.00006
2271.50527	1.00067
2269.45146	1.00122
2267.39766	1.00171
2265.34386	1.001
2263.29006	0.99929
2261.23625	0.99799
2259.18245	0.99789
2257.12865	0.99869
2255.07485	0.99946
2253.02105	0.99991
2250.96724	1.00004
2248.91344	1.00043
2246.85964	1.00078
2244.80584	1.00007
2242.75203	1.00044
2240.69823	1.00308
2238.64443	1.00404
2236.59063	1.00151
2234.53683	0.99888
2232.48302	0.99788
2230.42922	0.9979
2228.37542	0.99892
2226.32162	1.00052
2224.26781	1.00156
2222.21401	1.00225
2220.16021	1.00316
2218.10641	1.00333
2216.0526	1.00295
2213.9988	1.00312
2211.945	1.00304
2209.8912	1.00246
2207.8374	1.00247
2205.78359	1.00285
2203.72979	1.00339
2201.67599	1.00355
2199.62219	1.00273
2197.56838	1.00253
2195.51458	1.00334
2193.46078	1.00409
2191.40698	1.00447
2189.35318	1.00367
2187.29937	1.00205
2185.24557	1.00048
2183.19177	0.99935
2181.13797	1.00013
2179.08416	1.00082
2177.03036	0.99907
2174.97656	0.99939
2172.92276	1.00309
2170.86896	1.00451
2168.81515	1.00159
2166.76135	0.99802
2164.70755	0.99885
2162.65375	1.00256
2160.59994	1.00184
2158.54614	0.99947
2156.49234	1.00119
2154.43854	1.00321
2152.38474	1.00366
2150.33093	1.00243
2148.27713	1.00134
2146.22333	1.00264
2144.16953	1.00323
2142.11572	1.00151
2140.06192	0.99998
2138.00812	1.00016
2135.95432	1.00179
2133.90052	1.00248
2131.84671	1.00188
2129.79291	1.00212
2127.73911	1.00265
2125.68531	1.00214
2123.6315	1.00087
2121.5777	1.0003
2119.5239	1.00114
2117.4701	1.00248
2115.4163	1.00356
2113.36249	1.0036
2111.30869	1.00298
2109.25489	1.00261
2107.20109	1.00264
2105.14728	1.00334
2103.09348	1.00338
2101.03968	1.0017
2098.98588	1.00053
2096.93208	1.00144
2094.87827	1.00265
2092.82447	1.00232
2090.77067	1.00059
2088.71687	0.9992
2086.66306	0.99946
2084.60926	1.00042
2082.55546	1.00089
2080.50166	1.00107
2078.44786	1.00128
2076.39405	1.00091
2074.34025	1.00013
2072.28645	1.00017
2070.23265	1.00087
2068.17884	1.00148
2066.12504	1.00184
2064.07124	1.00135
2062.01744	1.0001
2059.96364	0.99922
2057.90983	0.99903
2055.85603	0.99961
2053.80223	0.9997
2051.74843	0.99787
2049.69462	0.99692
2047.64082	0.99836
2045.58702	0.99928
2043.53322	0.99914
2041.47942	0.99877
2039.42561	0.99842
2037.37181	0.99846
2035.31801	0.99997
2033.26421	1.00247
2031.2104	1.00359
2029.1566	1.0041
2027.1028	1.00384
2025.049	1.00098
2022.9952	0.99749
2020.94139	0.99644
2018.88759	0.99846
2016.83379	1.00173
2014.77999	1.00397
2012.72618	1.00356
2010.67238	1.00114
2008.61858	1.00061
2006.56478	1.00269
2004.51098	1.00401
2002.45717	1.00359
2000.40337	1.00227
1998.34957	1.00138
1996.29577	1.00197
1994.24196	1.00262
1992.18816	1.00246
1990.13436	1.00316
1988.08056	1.00325
1986.02676	1.00137
1983.97295	1.00042
1981.91915	1.00063
1979.86535	1.00017
1977.81155	1.00022
1975.75774	1.00133
1973.70394	1.00261
1971.65014	1.00448
1969.59634	1.00603
1967.54254	1.00611
1965.48873	1.00529
1963.43493	1.00417
1961.38113	1.00273
1959.32733	1.00196
1957.27352	1.00243
1955.21972	1.00196
1953.16592	1.00063
1951.11212	1.00025
1949.05832	0.99978
1947.00451	0.99862
1944.95071	0.99814
1942.89691	0.99838
1940.84311	0.99958
1938.7893	1.00136
1936.7355	1.00143
1934.6817	1.00061
1932.6279	1.0013
1930.5741	1.00296
1928.52029	1.0032
1926.46649	1.00222
1924.41269	1.00194
1922.35889	1.00148
1920.30508	1.0006
1918.25128	1.00114
1916.19748	1.00264
1914.14368	1.00285
1912.08988	1.00139
1910.03607	1.00038
1907.98227	1.00095
1905.92847	1.00136
1903.87467	1.00086
1901.82086	1.00027
1899.76706	0.99952
1897.71326	0.99841
1895.65946	0.99805
1893.60566	0.99901
1891.55185	1.00004
1889.49805	1.00063
1887.44425	1.00107
1885.39045	1.00127
1883.33664	1.00118
1881.28284	1.00096
1879.22904	1.00094
1877.17524	1.00091
1875.12143	1.00046
1873.06763	1.00011
1871.01383	1.00045
1868.96003	1.00124
1866.90623	1.0019
1864.85242	1.00224
1862.79862	1.00229
1860.74482	1.00164
1858.69102	1.00063
1856.63721	1.00042
1854.58341	1.00083
1852.52961	1.00124
1850.47581	1.00152
1848.42201	1.00134
1846.3682	1.00119
1844.3144	1.00169
1842.2606	1.00203
1840.2068	1.00153
1838.15299	1.00048
1836.09919	0.99992
1834.04539	1.00005
1831.99159	0.99999
1829.93779	0.99994
1827.88398	1.00022
1825.83018	1.00052
1823.77638	1.00076
1821.72258	1.00077
1819.66877	1.00046
1817.61497	0.99995
1815.56117	0.99987
1813.50737	1.00046
1811.45357	1.00107
1809.39976	1.001
1807.34596	1.0003
1805.29216	0.99962
1803.23836	0.99943
1801.18455	0.99961
1799.13075	0.99987
1797.07695	1.00009
1795.02315	1.00028
1792.96935	1.0003
1790.91554	1.00002
1788.86174	0.99978
1786.80794	0.99974
1784.75414	0.99985
1782.70033	0.99996
1780.64653	0.99989
1778.59273	0.99998
1776.53893	1.0002
1774.48513	0.9998
1772.43132	0.99905
1770.37752	0.99882
1768.32372	0.9987
1766.26992	0.99837
1764.21611	0.99822
1762.16231	0.99811
1760.10851	0.99799
1758.05471	0.99814
1756.00091	0.99828
1753.9471	0.99806
1751.8933	0.99746
1749.8395	0.99684
1747.7857	0.99678
1745.73189	0.99697
1743.67809	0.9971
1741.62429	0.99721
1739.57049	0.99722
1737.51669	0.99713
1735.46288	0.99719
1733.40908	0.99748
1731.35528	0.99757
1729.30148	0.99752
1727.24767	0.99751
1725.19387	0.99724
1723.14007	0.99662
1721.08627	0.99655
1719.03247	0.99752
1716.97866	0.99834
1714.92486	0.99794
1712.87106	0.9972
1710.81726	0.99675
1708.76345	0.99677
1706.70965	0.99712
1704.65585	0.99735
1702.60205	0.99731
1700.54825	0.99772
1698.49444	0.99827
1696.44064	0.99775
1694.38684	0.99676
1692.33304	0.99631
1690.27923	0.99613
1688.22543	0.99587
1686.17163	0.99566
1684.11783	0.99535
1682.06403	0.9948
1680.01022	0.99412
1677.95642	0.99326
1675.90262	0.99233
1673.84882	0.99137
1671.79501	0.99032
1669.74121	0.98875
1667.68741	0.98646
1665.63361	0.98414
1663.57981	0.98119
1661.526	0.97689
1659.4722	0.97167
1657.4184	0.96564
1655.3646	0.95722
1653.31079	0.93478
1651.25699	0.90032
1649.20319	0.87043
1647.14939	0.83739
1645.09559	0.82229
1643.04178	0.83972
1640.98798	0.87101
1638.93418	0.89971
1636.88038	0.9196
1634.82657	0.92996
1632.77277	0.9311
1630.71897	0.92948
1628.66517	0.93006
1626.61137	0.9358
1624.55756	0.9468
1622.50376	0.96041
1620.44996	0.97055
1618.39616	0.97697
1616.34235	0.98222
1614.28855	0.98544
1612.23475	0.98716
1610.18095	0.98857
1608.12715	0.98979
1606.07334	0.99062
1604.01954	0.99118
1601.96574	0.99175
1599.91194	0.99235
1597.85813	0.9926
1595.80433	0.99237
1593.75053	0.99213
1591.69673	0.9922
1589.64293	0.9924
1587.58912	0.99267
1585.53532	0.99288
1583.48152	0.99316
1581.42772	0.99357
1579.37391	0.99376
1577.32011	0.99356
1575.26631	0.99343
1573.21251	0.99383
1571.15871	0.99417
1569.1049	0.99415
1567.0511	0.99409
1564.9973	0.99419
1562.9435	0.99433
1560.88969	0.99446
1558.83589	0.99438
1556.78209	0.99404
1554.72829	0.99383
1552.67449	0.99384
1550.62068	0.99403
1548.56688	0.99424
1546.51308	0.99472
1544.45928	0.99532
1542.40547	0.99543
1540.35167	0.99482
1538.29787	0.99393
1536.24407	0.9936
1534.19026	0.99369
1532.13646	0.99349
1530.08266	0.99298
1528.02886	0.99279
1525.97506	0.99297
1523.92125	0.99298
1521.86745	0.99255
1519.81365	0.99238
1517.75985	0.99255
1515.70604	0.99248
1513.65224	0.99196
1511.59844	0.99138
1509.54464	0.99113
1507.49084	0.99108
1505.43703	0.99052
1503.38323	0.98974
1501.32943	0.9892
1499.27563	0.98878
1497.22182	0.98814
1495.16802	0.98688
1493.11422	0.98552
1491.06042	0.98413
1489.00662	0.98235
1486.95281	0.98029
1484.89901	0.97786
1482.84521	0.97393
1480.79141	0.96661
1478.7376	0.95139
1476.6838	0.91456
1474.63	0.84425
1472.5762	0.7659
1470.5224	0.72973
1468.46859	0.72593
1466.41479	0.72464
1464.36099	0.71961
1462.30719	0.73201
1460.25338	0.77024
1458.19958	0.81918
1456.14578	0.85941
1454.09198	0.88266
1452.03818	0.89938
1449.98437	0.91314
1447.93057	0.92287
1445.87677	0.9285
1443.82297	0.93166
1441.76916	0.93473
1439.71536	0.93815
1437.66156	0.94154
1435.60776	0.94438
1433.55396	0.94595
1431.50015	0.94611
1429.44635	0.94415
1427.39255	0.94007
1425.33875	0.93475
1423.28494	0.92909
1421.23114	0.92479
1419.17734	0.92467
1417.12354	0.93191
1415.06974	0.94323
1413.01593	0.95405
1410.96213	0.96239
1408.90833	0.96833
1406.85453	0.9728
1404.80072	0.97597
1402.74692	0.97758
1400.69312	0.97863
1398.63932	0.98024
1396.58552	0.98211
1394.53171	0.98338
1392.47791	0.9838
1390.42411	0.98379
