Numero de onda	Policaprolactona2.dpt
1390.42411	0.91222
1388.37031	0.92052
1386.3165	0.92825
1384.2627	0.93082
1382.2089	0.92761
1380.1551	0.92021
1378.1013	0.91123
1376.04749	0.90326
1373.99369	0.89601
1371.93989	0.88696
1369.88609	0.87438
1367.83228	0.85868
1365.77848	0.84328
1363.72468	0.83067
1361.67088	0.82398
1359.61708	0.82692
1357.56327	0.83789
1355.50947	0.853
1353.45567	0.86908
1351.40187	0.8846
1349.34806	0.89909
1347.29426	0.91198
1345.24046	0.9227
1343.18666	0.93091
1341.13286	0.93679
1339.07905	0.94083
1337.02525	0.94331
1334.97145	0.94469
1332.91765	0.94512
1330.86384	0.94436
1328.81004	0.94252
1326.75624	0.94023
1324.70244	0.93808
1322.64864	0.93636
1320.59483	0.93502
1318.54103	0.93345
1316.48723	0.93105
1314.43343	0.92776
1312.37962	0.9235
1310.32582	0.91798
1308.27202	0.91071
1306.21822	0.90144
1304.16442	0.88997
1302.11061	0.87608
1300.05681	0.85997
1298.00301	0.84223
1295.94921	0.82508
1293.8954	0.81477
1291.8416	0.81796
1289.7878	0.83337
1287.734	0.85249
1285.6802	0.86815
1283.62639	0.87828
1281.57259	0.88405
1279.51879	0.88725
1277.46499	0.88933
1275.41118	0.89087
1273.35738	0.89091
1271.30358	0.88804
1269.24978	0.88179
1267.19598	0.87343
1265.14217	0.86647
1263.08837	0.86306
1261.03457	0.8609
1258.98077	0.85736
1256.92696	0.85179
1254.87316	0.84402
1252.81936	0.83294
1250.76556	0.81593
1248.71176	0.79039
1246.65795	0.75642
1244.60415	0.71768
1242.55035	0.6806
1240.49655	0.65329
1238.44274	0.64292
1236.38894	0.65291
1234.33514	0.68128
1232.28134	0.71932
1230.22754	0.75609
1228.17373	0.7853
1226.11993	0.8064
1224.06613	0.82105
1222.01233	0.83069
1219.95852	0.83658
1217.90472	0.84015
1215.85092	0.84227
1213.79712	0.84357
1211.74332	0.84429
1209.68951	0.84382
1207.63571	0.84145
1205.58191	0.8369
1203.52811	0.83005
1201.4743	0.82056
1199.4205	0.80735
1197.3667	0.78903
1195.3129	0.76535
1193.25909	0.73825
1191.20529	0.71022
1189.15149	0.68199
1187.09769	0.65385
1185.04389	0.62733
1182.99008	0.60339
1180.93628	0.58174
1178.88248	0.56255
1176.82868	0.54555
1174.77487	0.53029
1172.72107	0.51806
1170.66727	0.50999
1168.61347	0.50483
1166.55967	0.49984
1164.50586	0.4938
1162.45206	0.48809
1160.39826	0.48576
1158.34446	0.49038
1156.29065	0.50442
1154.23685	0.52822
1152.18305	0.56003
1150.12925	0.5973
1148.07545	0.63734
1146.02164	0.67768
1143.96784	0.71658
1141.91404	0.7525
1139.86024	0.78414
1137.80643	0.8112
1135.75263	0.83412
1133.69883	0.85341
1131.64503	0.86949
1129.59123	0.88262
1127.53742	0.89296
1125.48362	0.90047
1123.42982	0.90473
1121.37602	0.90491
1119.32221	0.89983
1117.26841	0.88784
1115.21461	0.86757
1113.16081	0.83954
1111.10701	0.80805
1109.0532	0.78199
1106.9994	0.77047
1104.9456	0.77473
1102.8918	0.78745
1100.83799	0.80037
1098.78419	0.80929
1096.73039	0.81434
1094.67659	0.81817
1092.62279	0.82298
1090.56898	0.82927
1088.51518	0.83704
1086.46138	0.84637
1084.40758	0.85706
1082.35377	0.86822
1080.29997	0.8783
1078.24617	0.88568
1076.19237	0.88916
1074.13857	0.88807
1072.08476	0.88203
1070.03096	0.87048
1067.97716	0.85594
1065.92336	0.84567
1063.86955	0.84445
1061.81575	0.84978
1059.76195	0.85565
1057.70815	0.85568
1055.65435	0.84539
1053.60054	0.82432
1051.54674	0.79467
1049.49294	0.76087
1047.43914	0.73218
1045.38533	0.71888
1043.33153	0.72221
1041.27773	0.73705
1039.22393	0.75928
1037.17013	0.78497
1035.11632	0.80992
1033.06252	0.83102
1031.00872	0.84753
1028.95492	0.86115
1026.90111	0.87308
1024.84731	0.88315
1022.79351	0.89121
1020.73971	0.89758
1018.68591	0.90285
1016.6321	0.90793
1014.5783	0.91308
1012.5245	0.91725
1010.4707	0.92034
1008.41689	0.92316
1006.36309	0.92555
1004.30929	0.92746
1002.25549	0.92881
1000.20169	0.92914
998.14788	0.92886
996.09408	0.92845
994.04028	0.92795
991.98648	0.92757
989.93267	0.92713
987.87887	0.92638
985.82507	0.92487
983.77127	0.92176
981.71747	0.91666
979.66366	0.9099
977.60986	0.90241
975.55606	0.89536
973.50226	0.88852
971.44845	0.88048
969.39465	0.86983
967.34085	0.85391
965.28705	0.83066
963.23325	0.80505
961.17944	0.78969
959.12564	0.79278
957.07184	0.81003
955.01804	0.83224
952.96423	0.85357
950.91043	0.8722
948.85663	0.88748
946.80283	0.89923
944.74903	0.90742
942.69522	0.91061
940.64142	0.90688
938.58762	0.89623
936.53382	0.88207
934.48001	0.87082
932.42621	0.86877
930.37241	0.87731
928.31861	0.89212
926.26481	0.90791
924.211	0.92113
922.1572	0.93021
920.1034	0.93516
918.0496	0.93643
915.99579	0.93524
913.94199	0.93381
911.88819	0.9343
909.83439	0.9379
907.78059	0.94363
905.72678	0.94919
903.67298	0.9534
901.61918	0.95662
899.56538	0.95942
897.51157	0.96194
895.45777	0.96441
893.40397	0.96639
891.35017	0.96731
889.29637	0.96766
887.24256	0.96777
885.18876	0.96768
883.13496	0.96761
881.08116	0.9676
879.02735	0.96786
876.97355	0.96875
874.91975	0.97003
872.86595	0.97097
870.81215	0.97093
868.75834	0.97045
866.70454	0.97087
864.65074	0.97242
862.59694	0.97362
860.54313	0.9734
858.48933	0.97225
856.43553	0.97109
854.38173	0.96974
852.32792	0.96783
850.27412	0.96603
848.22032	0.96373
846.16652	0.95787
844.11272	0.94561
842.05891	0.93028
840.00511	0.92266
837.95131	0.92915
835.89751	0.94446
833.8437	0.95953
831.7899	0.96987
829.7361	0.97581
827.6823	0.97933
825.6285	0.98114
823.57469	0.98096
821.52089	0.97954
819.46709	0.97795
817.41329	0.97673
815.35948	0.97557
813.30568	0.97418
811.25188	0.97371
809.19808	0.97493
807.14428	0.97692
805.09047	0.9784
803.03667	0.9789
800.98287	0.9789
798.92907	0.97904
796.87526	0.97937
794.82146	0.97969
792.76766	0.97996
790.71386	0.97971
788.66006	0.97848
786.60625	0.97686
784.55245	0.97577
782.49865	0.97441
780.44485	0.97123
778.39104	0.96591
776.33724	0.95972
774.28344	0.95602
772.22964	0.9572
770.17584	0.96167
768.12203	0.96632
766.06823	0.96992
764.01443	0.9723
761.96063	0.97334
759.90682	0.97311
757.85302	0.97122
755.79922	0.96806
753.74542	0.96471
751.69162	0.96073
749.63781	0.95457
747.58401	0.94551
745.53021	0.93356
743.47641	0.91762
741.4226	0.89449
739.3688	0.86274
737.315	0.8282
735.2612	0.79867
733.2074	0.77515
731.15359	0.75876
729.09979	0.76129
727.04599	0.7923
724.99219	0.84074
722.93838	0.88387
720.88458	0.90904
718.83078	0.91836
716.77698	0.91817
714.72318	0.91268
712.66937	0.90516
710.61557	0.90014
708.56177	0.90141
706.50797	0.90935
704.45416	0.92078
702.40036	0.93189
700.34656	0.94155
698.29276	0.94968
696.23896	0.95629
694.18515	0.96203
692.13135	0.96662
690.07755	0.97013
688.02375	0.97348
685.96994	0.97661
683.91614	0.97911
681.86234	0.98092
679.80854	0.98183
677.75474	0.98199
675.70093	0.98212
673.64713	0.98219
671.59333	0.98164
669.53953	0.98196
667.48572	0.98489
665.43192	0.98622
663.37812	0.98512
661.32432	0.98401
659.27052	0.98352
657.21671	0.98289
655.16291	0.98227
653.10911	0.9819
651.05531	0.98171
649.0015	0.98197
646.9477	0.98259
644.8939	0.98253
642.8401	0.9814
640.7863	0.98046
638.73249	0.98055
636.67869	0.98053
634.62489	0.97925
632.57109	0.97837
630.51728	0.97938
628.46348	0.98089
626.40968	0.98104
624.35588	0.97956
622.30208	0.97681
620.24827	0.97322
618.19447	0.97029
616.14067	0.9699
614.08687	0.97156
612.03306	0.97232
609.97926	0.97071
607.92546	0.96795
605.87166	0.96598
603.81786	0.96612
601.76405	0.96649
599.71025	0.96351
597.65645	0.9582
595.60265	0.95313
593.54884	0.94825
591.49504	0.9433
589.44124	0.93737
587.38744	0.9313
585.33364	0.92809
583.27983	0.92755
581.22603	0.92744
579.17223	0.92891
577.11843	0.93442
575.06462	0.94267
573.01082	0.95066
570.95702	0.95789
568.90322	0.96431
566.84942	0.96922
564.79561	0.97317
562.74181	0.97579
560.68801	0.97613
558.63421	0.97669
556.5804	0.97932
554.5266	0.98074
552.4728	0.97981
550.419	0.9796
548.3652	0.98092
546.31139	0.98194
544.25759	0.98119
542.20379	0.97924
540.14999	0.97698
538.09618	0.97506
536.04238	0.97493
533.98858	0.97549
531.93478	0.97421
529.88098	0.97111
527.82717	0.96652
525.77337	0.96045
523.71957	0.95505
521.66577	0.95333
519.61196	0.95637
517.55816	0.96182
515.50436	0.96615
513.45056	0.96775
511.39675	0.96792
509.34295	0.96906
507.28915	0.96984
505.23535	0.96861
503.18155	0.96811
501.12774	0.96952
499.07394	0.96953
497.02014	0.96731
494.96634	0.96632
492.91253	0.96907
490.85873	0.97288
488.80493	0.9736
486.75113	0.97238
484.69733	0.9715
482.64352	0.96986
480.58972	0.96673
478.53592	0.96217
476.48212	0.95893
474.42831	0.96099
472.37451	0.96527
470.32071	0.96578
468.26691	0.96545
466.21311	0.96796
464.1593	0.9699
462.1055	0.9676
460.0517	0.96102
457.9979	0.94852
455.94409	0.92686
453.89029	0.9041
451.83649	0.89489
449.78269	0.90507
447.72889	0.9249
445.67508	0.94138
443.62128	0.9505
441.56748	0.95278
439.51368	0.95104
437.45987	0.95078
435.40607	0.95125
433.35227	0.95172
431.29847	0.95357
429.24467	0.95476
427.19086	0.95404
425.13706	0.95263
423.08326	0.9512
421.02946	0.95132
418.97565	0.95994
416.92185	0.97176
414.86805	0.97267
412.81425	0.96695
410.76045	0.96055
408.70664	0.9536
406.65284	0.94838
404.59904	0.9502
402.54524	0.9541
400.49143	0.95363
398.43763	0.95516
KMeans Clustering	1.0
Spectral Clustering	6.0
Agglomerative Clustering	4.0
