Numero de onda	Policaprolactona2.dpt
3528.43223	1.00681
3526.37843	1.00649
3524.32462	1.00656
3522.27082	1.00694
3520.21702	1.00699
3518.16322	1.00669
3516.10942	1.00653
3514.05561	1.00669
3512.00181	1.00678
3509.94801	1.00644
3507.89421	1.00579
3505.8404	1.00552
3503.7866	1.00603
3501.7328	1.00654
3499.679	1.00634
3497.6252	1.00596
3495.57139	1.00607
3493.51759	1.0067
3491.46379	1.00698
3489.40999	1.00664
3487.35618	1.00639
3485.30238	1.00662
3483.24858	1.00674
3481.19478	1.00617
3479.14098	1.00546
3477.08717	1.00512
3475.03337	1.00495
3472.97957	1.00494
3470.92577	1.00522
3468.87196	1.00553
3466.81816	1.00543
3464.76436	1.00497
3462.71056	1.00463
3460.65676	1.00453
3458.60295	1.00439
3456.54915	1.00419
3454.49535	1.00413
3452.44155	1.00408
3450.38774	1.004
3448.33394	1.00387
3446.28014	1.00335
3444.22634	1.00288
3442.17254	1.00292
3440.11873	1.00304
3438.06493	1.00314
3436.01113	1.00354
3433.95733	1.00424
3431.90352	1.00507
3429.84972	1.00547
3427.79592	1.00552
3425.74212	1.00588
3423.68832	1.0063
3421.63451	1.00613
3419.58071	1.00581
3417.52691	1.00596
3415.47311	1.00617
3413.4193	1.00619
3411.3655	1.00622
3409.3117	1.00641
3407.2579	1.00697
3405.2041	1.00731
3403.15029	1.00706
3401.09649	1.00682
3399.04269	1.00675
3396.98889	1.00679
3394.93508	1.00686
3392.88128	1.0065
3390.82748	1.00604
3388.77368	1.0061
3386.71988	1.0064
3384.66607	1.00662
3382.61227	1.00664
3380.55847	1.00659
3378.50467	1.00693
3376.45086	1.00711
3374.39706	1.00669
3372.34326	1.00638
3370.28946	1.0063
3368.23566	1.00617
3366.18185	1.00637
3364.12805	1.00692
3362.07425	1.00699
3360.02045	1.00674
3357.96664	1.00704
3355.91284	1.00745
3353.85904	1.00713
3351.80524	1.00646
3349.75144	1.0061
3347.69763	1.00609
3345.64383	1.00642
3343.59003	1.00706
3341.53623	1.00728
3339.48242	1.00661
3337.42862	1.00597
3335.37482	1.00586
3333.32102	1.00613
3331.26722	1.00677
3329.21341	1.0074
3327.15961	1.00785
3325.10581	1.00829
3323.05201	1.00856
3320.9982	1.00827
3318.9444	1.0078
3316.8906	1.00759
3314.8368	1.00724
3312.783	1.00668
3310.72919	1.00621
3308.67539	1.00599
3306.62159	1.00577
3304.56779	1.00562
3302.51398	1.00599
3300.46018	1.00656
3298.40638	1.00664
3296.35258	1.00597
3294.29878	1.00533
3292.24497	1.0058
3290.19117	1.00671
3288.13737	1.00669
3286.08357	1.00608
3284.02976	1.00611
3281.97596	1.0065
3279.92216	1.00663
3277.86836	1.00681
3275.81456	1.00703
3273.76075	1.00695
3271.70695	1.00684
3269.65315	1.00704
3267.59935	1.00698
3265.54554	1.00636
3263.49174	1.00599
3261.43794	1.00639
3259.38414	1.0066
3257.33034	1.00627
3255.27653	1.00654
3253.22273	1.00731
3251.16893	1.00751
3249.11513	1.00725
3247.06132	1.00718
3245.00752	1.00712
3242.95372	1.00685
3240.89992	1.0067
3238.84611	1.00676
3236.79231	1.00695
3234.73851	1.00727
3232.68471	1.00767
3230.63091	1.00786
3228.5771	1.00755
3226.5233	1.00707
3224.4695	1.00689
3222.4157	1.007
3220.36189	1.00717
3218.30809	1.00719
3216.25429	1.00699
3214.20049	1.00685
3212.14669	1.00711
3210.09288	1.00769
3208.03908	1.00791
3205.98528	1.00744
3203.93148	1.00678
3201.87767	1.00651
3199.82387	1.00696
3197.77007	1.00755
3195.71627	1.00765
3193.66247	1.00765
3191.60866	1.00763
3189.55486	1.00723
3187.50106	1.00682
3185.44726	1.00682
3183.39345	1.00699
3181.33965	1.00696
3179.28585	1.00694
3177.23205	1.007
3175.17825	1.00687
3173.12444	1.00669
3171.07064	1.00664
3169.01684	1.00688
3166.96304	1.00726
3164.90923	1.00711
3162.85543	1.00655
3160.80163	1.00636
3158.74783	1.00667
3156.69403	1.00689
3154.64022	1.00698
3152.58642	1.00723
3150.53262	1.00716
3148.47882	1.00647
3146.42501	1.00591
3144.37121	1.00604
3142.31741	1.00636
3140.26361	1.00646
3138.20981	1.00648
3136.156	1.00609
3134.1022	1.00574
3132.0484	1.00606
3129.9946	1.00642
3127.94079	1.00674
3125.88699	1.0073
3123.83319	1.00763
3121.77939	1.00739
3119.72559	1.00661
3117.67178	1.00575
3115.61798	1.00553
3113.56418	1.00603
3111.51038	1.00648
3109.45657	1.0063
3107.40277	1.00575
3105.34897	1.00562
3103.29517	1.00612
3101.24137	1.00641
3099.18756	1.00609
3097.13376	1.00544
3095.07996	1.00503
3093.02616	1.00534
3090.97235	1.00598
3088.91855	1.00628
3086.86475	1.0061
3084.81095	1.00577
3082.75715	1.0057
3080.70334	1.00589
3078.64954	1.00605
3076.59574	1.00593
3074.54194	1.00553
3072.48813	1.00523
3070.43433	1.00505
3068.38053	1.00494
3066.32673	1.0051
3064.27293	1.00514
3062.21912	1.00496
3060.16532	1.00503
3058.11152	1.00522
3056.05772	1.00535
3054.00391	1.00546
3051.95011	1.0052
3049.89631	1.00458
3047.84251	1.00427
3045.78871	1.00446
3043.7349	1.00443
3041.6811	1.004
3039.6273	1.00388
3037.5735	1.00404
3035.51969	1.00418
3033.46589	1.00432
3031.41209	1.00416
3029.35829	1.00395
3027.30449	1.00405
3025.25068	1.00409
3023.19688	1.00394
3021.14308	1.00376
3019.08928	1.00338
3017.03547	1.00275
3014.98167	1.00205
3012.92787	1.00134
3010.87407	1.00089
3008.82027	1.00087
3006.76646	1.00095
3004.71266	1.00066
3002.65886	0.99987
3000.60506	0.999
2998.55125	0.99823
2996.49745	0.9971
2994.44365	0.99554
2992.38985	0.99376
2990.33605	0.99178
2988.28224	0.98991
2986.22844	0.98818
2984.17464	0.98579
2982.12084	0.9826
2980.06703	0.97919
2978.01323	0.97555
2975.95943	0.97145
2973.90563	0.96658
2971.85183	0.96083
2969.79802	0.95465
2967.74422	0.9477
2965.69042	0.93939
2963.63662	0.93023
2961.58281	0.92052
2959.52901	0.91035
2957.47521	0.90017
2955.42141	0.89049
2953.36761	0.8817
2951.3138	0.87417
2949.26	0.86775
2947.2062	0.86195
2945.1524	0.85745
2943.09859	0.85562
2941.04479	0.85607
2938.99099	0.85766
2936.93719	0.86073
2934.88339	0.86567
2932.82958	0.87183
2930.77578	0.87819
2928.72198	0.88412
2926.66818	0.88982
2924.61437	0.89553
2922.56057	0.901
2920.50677	0.9057
2918.45297	0.90964
2916.39917	0.91326
2914.34536	0.91723
2912.29156	0.92159
2910.23776	0.92572
2908.18396	0.92981
2906.13015	0.93385
2904.07635	0.93731
2902.02255	0.94009
2899.96875	0.94169
2897.91494	0.94185
2895.86114	0.94166
2893.80734	0.94229
2891.75354	0.94454
2889.69974	0.94868
2887.64593	0.95346
2885.59213	0.95742
2883.53833	0.95938
2881.48453	0.95844
2879.43072	0.95461
2877.37692	0.94824
2875.32312	0.94007
2873.26932	0.93123
2871.21552	0.9231
2869.16171	0.91729
2867.10791	0.91489
2865.05411	0.91627
2863.00031	0.9207
2860.9465	0.92649
2858.8927	0.93293
2856.8389	0.94065
2854.7851	0.94965
2852.7313	0.95864
2850.67749	0.96636
2848.62369	0.97281
2846.56989	0.97827
2844.51609	0.98288
2842.46228	0.98688
2840.40848	0.99003
2838.35468	0.99224
2836.30088	0.99377
2834.24708	0.9947
2832.19327	0.99531
2830.13947	0.99602
2828.08567	0.99685
2826.03187	0.99755
2823.97806	0.99795
2821.92426	0.99807
2819.87046	0.9983
2817.81666	0.99904
2815.76286	1.00012
2813.70905	1.0011
2811.65525	1.00168
2809.60145	1.00192
2807.54765	1.00206
2805.49384	1.00227
2803.44004	1.00268
2801.38624	1.00308
2799.33244	1.00342
2797.27864	1.00364
2795.22483	1.00353
2793.17103	1.00343
2791.11723	1.00372
2789.06343	1.00422
2787.00962	1.0047
2784.95582	1.00497
2782.90202	1.00481
2780.84822	1.00445
2778.79442	1.00437
2776.74061	1.00454
2774.68681	1.00469
2772.63301	1.00475
2770.57921	1.00471
2768.5254	1.00458
2766.4716	1.00433
2764.4178	1.00411
2762.364	1.0043
2760.3102	1.00469
2758.25639	1.00499
2756.20259	1.00498
2754.14879	1.00482
2752.09499	1.00502
2750.04118	1.00536
2747.98738	1.00552
2745.93358	1.00573
2743.87978	1.006
2741.82598	1.00589
2739.77217	1.00556
2737.71837	1.0056
2735.66457	1.00582
2733.61077	1.00594
2731.55696	1.00619
2729.50316	1.0065
2727.44936	1.00644
2725.39556	1.00591
2723.34176	1.00536
2721.28795	1.00511
2719.23415	1.00511
2717.18035	1.00526
2715.12655	1.00561
2713.07274	1.0061
2711.01894	1.00646
2708.96514	1.00642
2706.91134	1.00612
2704.85754	1.00601
2702.80373	1.00612
2700.74993	1.00598
2698.69613	1.00554
2696.64233	1.00536
2694.58852	1.00567
2692.53472	1.00605
2690.48092	1.00607
2688.42712	1.00588
2686.37332	1.00583
2684.31951	1.00587
2682.26571	1.00573
2680.21191	1.00556
2678.15811	1.00555
2676.1043	1.00568
2674.0505	1.00577
2671.9967	1.00591
2669.9429	1.00619
2667.8891	1.00616
2665.83529	1.00581
2663.78149	1.00574
2661.72769	1.00595
2659.67389	1.0061
2657.62008	1.00607
2655.56628	1.00578
2653.51248	1.0057
2651.45868	1.00602
2649.40488	1.00604
2647.35107	1.00553
2645.29727	1.00516
2643.24347	1.00535
2641.18967	1.00605
2639.13586	1.0067
2637.08206	1.00681
2635.02826	1.00678
2632.97446	1.00688
2630.92066	1.00697
2628.86685	1.00737
2626.81305	1.00803
2624.75925	1.00794
2622.70545	1.00731
2620.65164	1.0072
2618.59784	1.00723
2616.54404	1.00689
2614.49024	1.0066
2612.43644	1.00676
2610.38263	1.00708
2608.32883	1.00699
2606.27503	1.00679
2604.22123	1.00706
2602.16742	1.00736
2600.11362	1.00732
2598.05982	1.00745
2596.00602	1.0078
2593.95222	1.00795
2591.89841	1.00777
2589.84461	1.00756
2587.79081	1.00778
2585.73701	1.0082
2583.6832	1.00805
2581.6294	1.00761
2579.5756	1.00782
2577.5218	1.00828
2575.468	1.00801
2573.41419	1.00769
2571.36039	1.00791
2569.30659	1.00779
2567.25279	1.00717
2565.19898	1.0068
2563.14518	1.00684
2561.09138	1.00681
2559.03758	1.00668
2556.98377	1.00683
2554.92997	1.00726
2552.87617	1.0077
2550.82237	1.00812
2548.76857	1.00861
2546.71476	1.00854
2544.66096	1.00804
2542.60716	1.00813
2540.55336	1.00861
2538.49955	1.00853
2536.44575	1.00783
2534.39195	1.00726
2532.33815	1.00741
2530.28435	1.00777
2528.23054	1.00749
2526.17674	1.00694
2524.12294	1.00687
2522.06914	1.00729
2520.01533	1.00783
2517.96153	1.00842
2515.90773	1.00865
2513.85393	1.00787
2511.80013	1.00716
2509.74632	1.0073
2507.69252	1.00744
2505.63872	1.00764
2503.58492	1.00809
2501.53111	1.00839
2499.47731	1.00872
2497.42351	1.00897
2495.36971	1.00871
2493.31591	1.00826
2491.2621	1.00818
2489.2083	1.00842
2487.1545	1.00875
2485.1007	1.0092
2483.04689	1.00956
2480.99309	1.00935
2478.93929	1.00853
2476.88549	1.00742
2474.83169	1.00667
2472.77788	1.00684
2470.72408	1.00727
2468.67028	1.00753
2466.61648	1.00796
2464.56267	1.00836
2462.50887	1.00837
2460.45507	1.00823
2458.40127	1.00863
2456.34747	1.0092
2454.29366	1.00907
2452.23986	1.00866
2450.18606	1.0086
2448.13226	1.00858
2446.07845	1.00844
2444.02465	1.00823
2441.97085	1.00819
2439.91705	1.00859
2437.86325	1.00916
2435.80944	1.00954
2433.75564	1.00958
2431.70184	1.00926
2429.64804	1.0086
2427.59423	1.00795
2425.54043	1.00791
2423.48663	1.0083
2421.43283	1.00831
2419.37903	1.00775
2417.32522	1.00745
2415.27142	1.00766
2413.21762	1.0081
2411.16382	1.0085
2409.11001	1.00831
2407.05621	1.0077
2405.00241	1.00742
2402.94861	1.00746
2400.89481	1.00759
2398.841	1.00799
2396.7872	1.00843
2394.7334	1.00844
2392.6796	1.00824
2390.62579	1.00807
2388.57199	1.00808
2386.51819	1.00851
2384.46439	1.009
2382.41059	1.00914
2380.35678	1.00885
2378.30298	1.00852
2376.24918	1.0088
2374.19538	1.00897
2372.14157	1.00856
2370.08777	1.0083
2368.03397	1.00789
2365.98017	1.00718
2363.92637	1.00655
2361.87256	1.00625
2359.81876	1.00685
2357.76496	1.00729
2355.71116	1.0068
2353.65735	1.0067
2351.60355	1.00727
2349.54975	1.00757
2347.49595	1.00723
2345.44215	1.007
2343.38834	1.00773
2341.33454	1.00852
2339.28074	1.00862
2337.22694	1.00833
2335.17313	1.00749
2333.11933	1.00654
2331.06553	1.00627
2329.01173	1.00644
2326.95793	1.00628
2324.90412	1.0056
2322.85032	1.0052
2320.79652	1.00575
2318.74272	1.00635
2316.68891	1.00636
2314.63511	1.00662
2312.58131	1.0068
2310.52751	1.0066
2308.47371	1.00692
2306.4199	1.00754
2304.3661	1.0078
2302.3123	1.00751
2300.2585	1.00698
2298.20469	1.00687
2296.15089	1.00713
2294.09709	1.00735
2292.04329	1.00737
2289.98949	1.00696
2287.93568	1.00625
2285.88188	1.00596
2283.82808	1.00654
2281.77428	1.00743
2279.72047	1.00722
2277.66667	1.00596
2275.61287	1.00576
2273.55907	1.00717
2271.50527	1.00878
2269.45146	1.00945
2267.39766	1.009
2265.34386	1.00813
2263.29006	1.00711
2261.23625	1.00626
2259.18245	1.00647
2257.12865	1.00721
2255.07485	1.00769
2253.02105	1.00807
2250.96724	1.00795
2248.91344	1.00763
2246.85964	1.00846
2244.80584	1.00954
2242.75203	1.00929
2240.69823	1.00853
2238.64443	1.00801
2236.59063	1.00755
2234.53683	1.0066
2232.48302	1.00611
2230.42922	1.00759
2228.37542	1.00951
2226.32162	1.01031
2224.26781	1.00991
2222.21401	1.00847
2220.16021	1.00724
2218.10641	1.00682
2216.0526	1.00707
2213.9988	1.00835
2211.945	1.00971
2209.8912	1.00992
2207.8374	1.00974
2205.78359	1.00981
2203.72979	1.00928
2201.67599	1.00884
2199.62219	1.00993
2197.56838	1.01075
2195.51458	1.00981
2193.46078	1.00872
2191.40698	1.00729
2189.35318	1.00505
2187.29937	1.00502
2185.24557	1.00713
2183.19177	1.00805
2181.13797	1.00833
2179.08416	1.00745
2177.03036	1.0042
2174.97656	1.00261
2172.92276	1.00462
2170.86896	1.0071
2168.81515	1.0081
2166.76135	1.00814
2164.70755	1.00784
2162.65375	1.00635
2160.59994	1.00461
2158.54614	1.00579
2156.49234	1.0081
2154.43854	1.00893
2152.38474	1.00977
2150.33093	1.01029
2148.27713	1.0089
2146.22333	1.0063
2144.16953	1.00499
2142.11572	1.00497
2140.06192	1.00483
2138.00812	1.00564
2135.95432	1.00746
2133.90052	1.00838
2131.84671	1.00823
2129.79291	1.00823
2127.73911	1.00848
2125.68531	1.00818
2123.6315	1.00707
2121.5777	1.00644
2119.5239	1.00763
2117.4701	1.00867
2115.4163	1.00787
2113.36249	1.00688
2111.30869	1.0067
2109.25489	1.00658
2107.20109	1.00668
2105.14728	1.00703
2103.09348	1.00725
2101.03968	1.00742
2098.98588	1.00727
2096.93208	1.00751
2094.87827	1.00833
2092.82447	1.00889
2090.77067	1.00919
2088.71687	1.00851
2086.66306	1.00667
2084.60926	1.00554
2082.55546	1.00601
2080.50166	1.00702
2078.44786	1.00721
2076.39405	1.00677
2074.34025	1.00659
2072.28645	1.0065
2070.23265	1.00659
2068.17884	1.00762
2066.12504	1.00869
2064.07124	1.00888
2062.01744	1.00881
2059.96364	1.00809
2057.90983	1.00664
2055.85603	1.00592
2053.80223	1.00647
2051.74843	1.00746
2049.69462	1.00771
2047.64082	1.00665
2045.58702	1.00444
2043.53322	1.00273
2041.47942	1.00325
2039.42561	1.00476
2037.37181	1.00556
2035.31801	1.006
2033.26421	1.0076
2031.2104	1.00981
2029.1566	1.00979
2027.1028	1.00825
2025.049	1.00808
2022.9952	1.00825
2020.94139	1.00724
2018.88759	1.0068
2016.83379	1.00699
2014.77999	1.00606
2012.72618	1.00374
2010.67238	1.00254
2008.61858	1.00466
2006.56478	1.00783
2004.51098	1.00944
2002.45717	1.00988
2000.40337	1.01042
1998.34957	1.01028
1996.29577	1.00939
1994.24196	1.00805
1992.18816	1.00609
1990.13436	1.00554
1988.08056	1.0058
1986.02676	1.00606
1983.97295	1.0069
1981.91915	1.00685
1979.86535	1.00692
1977.81155	1.00801
1975.75774	1.00799
1973.70394	1.00786
1971.65014	1.0091
1969.59634	1.01029
1967.54254	1.00976
1965.48873	1.0077
1963.43493	1.00649
1961.38113	1.00673
1959.32733	1.00724
1957.27352	1.00785
1955.21972	1.00862
1953.16592	1.00944
1951.11212	1.00935
1949.05832	1.00732
1947.00451	1.00494
1944.95071	1.00511
1942.89691	1.00759
1940.84311	1.00889
1938.7893	1.00781
1936.7355	1.007
1934.6817	1.00793
1932.6279	1.00866
1930.5741	1.00799
1928.52029	1.00644
1926.46649	1.00517
1924.41269	1.00554
1922.35889	1.00677
1920.30508	1.00729
1918.25128	1.00726
1916.19748	1.00721
1914.14368	1.00703
1912.08988	1.00705
1910.03607	1.00726
1907.98227	1.00733
1905.92847	1.00732
1903.87467	1.00732
1901.82086	1.00777
1899.76706	1.00839
1897.71326	1.008
1895.65946	1.0074
1893.60566	1.00777
1891.55185	1.00778
1889.49805	1.00708
1887.44425	1.00666
1885.39045	1.00613
1883.33664	1.00586
1881.28284	1.00711
1879.22904	1.00837
1877.17524	1.00785
1875.12143	1.00659
1873.06763	1.00593
1871.01383	1.00623
1868.96003	1.0068
1866.90623	1.00672
1864.85242	1.00635
1862.79862	1.00633
1860.74482	1.00653
1858.69102	1.00676
1856.63721	1.00685
1854.58341	1.00667
1852.52961	1.0062
1850.47581	1.0053
1848.42201	1.00433
1846.3682	1.00372
1844.3144	1.00308
1842.2606	1.00259
1840.2068	1.00293
1838.15299	1.00357
1836.09919	1.0038
1834.04539	1.00354
1831.99159	1.00322
1829.93779	1.00322
1827.88398	1.0031
1825.83018	1.00254
1823.77638	1.00227
1821.72258	1.00248
1819.66877	1.00252
1817.61497	1.00205
1815.56117	1.00133
1813.50737	1.00088
1811.45357	1.00065
1809.39976	1.00006
1807.34596	0.99923
1805.29216	0.99868
1803.23836	0.99839
1801.18455	0.99801
1799.13075	0.99729
1797.07695	0.99636
1795.02315	0.99537
1792.96935	0.99426
1790.91554	0.9932
1788.86174	0.99234
1786.80794	0.9916
1784.75414	0.99057
1782.70033	0.98911
1780.64653	0.98753
1778.59273	0.98642
1776.53893	0.98592
1774.48513	0.98542
1772.43132	0.98441
1770.37752	0.98272
1768.32372	0.98092
1766.26992	0.97937
1764.21611	0.97803
1762.16231	0.97639
1760.10851	0.97422
1758.05471	0.97129
1756.00091	0.96705
1753.9471	0.96153
1751.8933	0.95381
1749.8395	0.94176
1747.7857	0.92453
1745.73189	0.90202
1743.67809	0.87332
1741.62429	0.83888
1739.57049	0.79857
1737.51669	0.75889
1735.46288	0.71763
1733.40908	0.65977
1731.35528	0.60044
1729.30148	0.53947
1727.24767	0.46043
1725.19387	0.37402
1723.14007	0.3101
1721.08627	0.29077
1719.03247	0.31451
1716.97866	0.37865
1714.92486	0.45789
1712.87106	0.53074
1710.81726	0.59667
1708.76345	0.65561
1706.70965	0.70803
1704.65585	0.75123
1702.60205	0.78111
1700.54825	0.80824
1698.49444	0.83188
1696.44064	0.84674
1694.38684	0.85909
1692.33304	0.86852
1690.27923	0.87761
1688.22543	0.88771
1686.17163	0.89835
1684.11783	0.91305
1682.06403	0.92751
1680.01022	0.93761
1677.95642	0.94618
1675.90262	0.95433
1673.84882	0.96193
1671.79501	0.96769
1669.74121	0.9725
1667.68741	0.97646
1665.63361	0.97901
1663.57981	0.98139
1661.526	0.98381
1659.4722	0.98566
1657.4184	0.98692
1655.3646	0.98797
1653.31079	0.98952
1651.25699	0.99094
1649.20319	0.99138
1647.14939	0.99167
1645.09559	0.99221
1643.04178	0.99275
1640.98798	0.99321
1638.93418	0.99351
1636.88038	0.99373
1634.82657	0.99377
1632.77277	0.99394
1630.71897	0.99459
1628.66517	0.9956
1626.61137	0.99657
1624.55756	0.99742
1622.50376	0.99798
1620.44996	0.99778
1618.39616	0.99736
1616.34235	0.9976
1614.28855	0.99841
1612.23475	0.99903
1610.18095	0.99955
1608.12715	1.00002
1606.07334	1.00037
1604.01954	1.0009
1601.96574	1.00147
1599.91194	1.00162
1597.85813	1.00153
1595.80433	1.00169
1593.75053	1.00214
1591.69673	1.00251
1589.64293	1.0024
1587.58912	1.00218
1585.53532	1.00211
1583.48152	1.00198
1581.42772	1.00188
1579.37391	1.00188
1577.32011	1.0021
1575.26631	1.00248
1573.21251	1.00253
1571.15871	1.00244
1569.1049	1.00248
1567.0511	1.00259
1564.9973	1.00275
1562.9435	1.00286
1560.88969	1.00276
1558.83589	1.00264
1556.78209	1.00277
1554.72829	1.00274
1552.67449	1.00234
1550.62068	1.00193
1548.56688	1.00192
1546.51308	1.00202
1544.45928	1.00172
1542.40547	1.00106
1540.35167	1.00071
1538.29787	1.00084
1536.24407	1.00084
1534.19026	1.0009
1532.13646	1.00102
1530.08266	1.001
1528.02886	1.00123
1525.97506	1.00156
1523.92125	1.00144
1521.86745	1.00076
1519.81365	0.99994
1517.75985	0.99945
1515.70604	0.99929
1513.65224	0.99918
1511.59844	0.99892
1509.54464	0.99852
1507.49084	0.99782
1505.43703	0.9971
1503.38323	0.99658
1501.32943	0.99615
1499.27563	0.99571
1497.22182	0.99493
1495.16802	0.9935
1493.11422	0.99171
1491.06042	0.98911
1489.00662	0.98426
1486.95281	0.97658
1484.89901	0.96635
1482.84521	0.95275
1480.79141	0.93553
1478.7376	0.91948
1476.6838	0.90828
1474.63	0.89872
1472.5762	0.88816
1470.5224	0.88539
1468.46859	0.89174
1466.41479	0.89847
1464.36099	0.9014
1462.30719	0.90297
1460.25338	0.90625
1458.19958	0.91405
1456.14578	0.92613
1454.09198	0.93419
1452.03818	0.93884
1449.98437	0.94285
1447.93057	0.94647
1445.87677	0.94864
1443.82297	0.94862
1441.76916	0.9472
1439.71536	0.94553
1437.66156	0.94448
1435.60776	0.94533
1433.55396	0.94724
1431.50015	0.94774
1429.44635	0.94457
1427.39255	0.93632
1425.33875	0.92193
1423.28494	0.90219
1421.23114	0.88339
1419.17734	0.87063
1417.12354	0.86886
1415.06974	0.87758
1413.01593	0.89326
1410.96213	0.91235
1408.90833	0.92847
1406.85453	0.93731
1404.80072	0.9384
1402.74692	0.93328
1400.69312	0.92462
1398.63932	0.91468
1396.58552	0.90705
1394.53171	0.90422
1392.47791	0.9064
