Numero de onda	Acido Tereftalico.0.dpt
1860.74482	0.94166
1858.69102	0.94146
1856.63721	0.94153
1854.58341	0.94192
1852.52961	0.94231
1850.47581	0.94223
1848.42201	0.94217
1846.3682	0.94264
1844.3144	0.9423
1842.2606	0.94046
1840.2068	0.93894
1838.15299	0.93841
1836.09919	0.93825
1834.04539	0.93812
1831.99159	0.93844
1829.93779	0.93926
1827.88398	0.93998
1825.83018	0.94013
1823.77638	0.93945
1821.72258	0.93892
1819.66877	0.93947
1817.61497	0.94027
1815.56117	0.94054
1813.50737	0.94072
1811.45357	0.94103
1809.39976	0.94103
1807.34596	0.94099
1805.29216	0.94143
1803.23836	0.94234
1801.18455	0.94299
1799.13075	0.94311
1797.07695	0.94389
1795.02315	0.9455
1792.96935	0.947
1790.91554	0.94707
1788.86174	0.94679
1786.80794	0.94775
1784.75414	0.94962
1782.70033	0.95164
1780.64653	0.95342
1778.59273	0.95493
1776.53893	0.95687
1774.48513	0.95958
1772.43132	0.96205
1770.37752	0.96329
1768.32372	0.96445
1766.26992	0.96655
1764.21611	0.96968
1762.16231	0.97354
1760.10851	0.97664
1758.05471	0.97932
1756.00091	0.9823
1753.9471	0.98534
1751.8933	0.98903
1749.8395	0.99228
1747.7857	0.99343
1745.73189	0.99383
1743.67809	0.99489
1741.62429	0.99603
1739.57049	0.99666
1737.51669	0.99736
1735.46288	0.99904
1733.40908	1.0
1731.35528	0.99852
1729.30148	0.99587
1727.24767	0.99267
1725.19387	0.98878
1723.14007	0.98255
1721.08627	0.97429
1719.03247	0.96245
1716.97866	0.94138
1714.92486	0.91603
1712.87106	0.89429
1710.81726	0.87471
1708.76345	0.85623
1706.70965	0.83633
1704.65585	0.81534
1702.60205	0.79826
1700.54825	0.77768
1698.49444	0.75395
1696.44064	0.73341
1694.38684	0.71157
1692.33304	0.69583
1690.27923	0.68278
1688.22543	0.67084
1686.17163	0.66227
1684.11783	0.64884
1682.06403	0.63355
1680.01022	0.62441
1677.95642	0.61766
1675.90262	0.61152
1673.84882	0.6076
1671.79501	0.60835
1669.74121	0.61126
1667.68741	0.61483
1665.63361	0.62048
1663.57981	0.62739
1661.526	0.63446
1659.4722	0.6416
1657.4184	0.64963
1655.3646	0.65826
1653.31079	0.66534
1651.25699	0.66981
1649.20319	0.67535
1647.14939	0.68079
1645.09559	0.68404
1643.04178	0.68809
1640.98798	0.69377
1638.93418	0.7004
1636.88038	0.70718
1634.82657	0.71235
1632.77277	0.71652
1630.71897	0.7216
1628.66517	0.72727
1626.61137	0.73276
1624.55756	0.73803
1622.50376	0.74285
1620.44996	0.74756
1618.39616	0.75245
1616.34235	0.7557
1614.28855	0.75643
1612.23475	0.75729
1610.18095	0.75919
1608.12715	0.76236
1606.07334	0.76674
1604.01954	0.77226
1601.96574	0.77874
1599.91194	0.78565
1597.85813	0.793
1595.80433	0.80046
1593.75053	0.80741
1591.69673	0.81389
1589.64293	0.82067
1587.58912	0.82819
1585.53532	0.83591
1583.48152	0.84163
1581.42772	0.84162
1579.37391	0.83369
1577.32011	0.81478
1575.26631	0.78915
1573.21251	0.77877
1571.15871	0.78263
1569.1049	0.79225
1567.0511	0.80181
1564.9973	0.80993
1562.9435	0.81764
1560.88969	0.82602
1558.83589	0.83558
1556.78209	0.84096
1554.72829	0.84481
1552.67449	0.84944
1550.62068	0.85415
1548.56688	0.85859
1546.51308	0.86329
1544.45928	0.86871
1542.40547	0.8735
1540.35167	0.87579
1538.29787	0.87604
1536.24407	0.87833
1534.19026	0.88296
1532.13646	0.88807
1530.08266	0.89299
1528.02886	0.89903
1525.97506	0.90573
1523.92125	0.91205
1521.86745	0.91854
1519.81365	0.92336
1517.75985	0.92279
1515.70604	0.90857
1513.65224	0.87535
1511.59844	0.83237
1509.54464	0.80091
1507.49084	0.80247
1505.43703	0.82998
1503.38323	0.84882
1501.32943	0.86349
1499.27563	0.87898
1497.22182	0.89346
1495.16802	0.90446
1493.11422	0.91296
1491.06042	0.92208
1489.00662	0.93084
1486.95281	0.936
1484.89901	0.93945
1482.84521	0.94327
1480.79141	0.94762
1478.7376	0.95247
1476.6838	0.9582
1474.63	0.96458
1472.5762	0.96987
1470.5224	0.97253
1468.46859	0.97507
1466.41479	0.97932
1464.36099	0.98412
1462.30719	0.98801
1460.25338	0.99238
1458.19958	0.99774
1456.14578	1.0
1454.09198	0.99852
1452.03818	0.99722
1449.98437	0.99599
1447.93057	0.9929
1445.87677	0.98645
1443.82297	0.9772
1441.76916	0.96515
1439.71536	0.95095
1437.66156	0.93016
1435.60776	0.89813
1433.55396	0.86796
1431.50015	0.84075
1429.44635	0.81178
1427.39255	0.78759
1425.33875	0.77089
1423.28494	0.7603
1421.23114	0.75786
1419.17734	0.7636
1417.12354	0.77292
1415.06974	0.78066
1413.01593	0.78548
1410.96213	0.78524
