Numero de onda	polivil_alcohol.dpt
2694.58852	0.93758
2692.53472	0.93768
2690.48092	0.938
2688.42712	0.93824
2686.37332	0.93818
2684.31951	0.93802
2682.26571	0.93816
2680.21191	0.93837
2678.15811	0.93832
2676.1043	0.93842
2674.0505	0.93866
2671.9967	0.93872
2669.9429	0.93889
2667.8891	0.93926
2665.83529	0.93942
2663.78149	0.93931
2661.72769	0.93921
2659.67389	0.93921
2657.62008	0.93925
2655.56628	0.93943
2653.51248	0.93969
2651.45868	0.93996
2649.40488	0.94034
2647.35107	0.9406
2645.29727	0.94065
2643.24347	0.94097
2641.18967	0.94141
2639.13586	0.94152
2637.08206	0.94163
2635.02826	0.94158
2632.97446	0.94141
2630.92066	0.94188
2628.86685	0.9427
2626.81305	0.94316
2624.75925	0.94338
2622.70545	0.94373
2620.65164	0.94415
2618.59784	0.94443
2616.54404	0.94459
2614.49024	0.94453
2612.43644	0.94419
2610.38263	0.9442
2608.32883	0.94485
2606.27503	0.94558
2604.22123	0.94595
2602.16742	0.94601
2600.11362	0.9463
2598.05982	0.94681
2596.00602	0.94689
2593.95222	0.94656
2591.89841	0.94656
2589.84461	0.94723
2587.79081	0.94786
2585.73701	0.94813
2583.6832	0.94853
2581.6294	0.94875
2579.5756	0.94826
2577.5218	0.94788
2575.468	0.9484
2573.41419	0.94873
2571.36039	0.94808
2569.30659	0.9476
2567.25279	0.94782
2565.19898	0.94815
2563.14518	0.9488
2561.09138	0.94992
2559.03758	0.95079
2556.98377	0.95097
2554.92997	0.95058
2552.87617	0.9498
2550.82237	0.94924
2548.76857	0.94959
2546.71476	0.95035
2544.66096	0.95052
2542.60716	0.95019
2540.55336	0.95024
2538.49955	0.95065
2536.44575	0.95072
2534.39195	0.95052
2532.33815	0.95041
2530.28435	0.95064
2528.23054	0.95099
2526.17674	0.95102
2524.12294	0.95082
2522.06914	0.95065
2520.01533	0.95063
2517.96153	0.95064
2515.90773	0.95074
2513.85393	0.95136
2511.80013	0.95213
2509.74632	0.95239
2507.69252	0.95227
2505.63872	0.95233
2503.58492	0.95291
2501.53111	0.95326
2499.47731	0.95288
2497.42351	0.9526
2495.36971	0.95305
2493.31591	0.95403
2491.2621	0.95468
2489.2083	0.95447
2487.1545	0.95386
2485.1007	0.95341
2483.04689	0.95324
2480.99309	0.95315
2478.93929	0.95318
2476.88549	0.95356
2474.83169	0.95409
2472.77788	0.95435
2470.72408	0.95463
2468.67028	0.95512
2466.61648	0.95536
2464.56267	0.95534
2462.50887	0.95504
2460.45507	0.95434
2458.40127	0.95394
2456.34747	0.95421
2454.29366	0.95471
2452.23986	0.95512
2450.18606	0.95539
2448.13226	0.95541
2446.07845	0.95558
2444.02465	0.95577
2441.97085	0.95547
2439.91705	0.95517
2437.86325	0.95509
2435.80944	0.95525
2433.75564	0.95559
2431.70184	0.9559
2429.64804	0.95637
2427.59423	0.95702
2425.54043	0.9574
2423.48663	0.95699
2421.43283	0.95631
2419.37903	0.95625
2417.32522	0.95635
2415.27142	0.95614
2413.21762	0.95616
2411.16382	0.95669
2409.11001	0.95697
2407.05621	0.95682
2405.00241	0.95675
2402.94861	0.95686
2400.89481	0.95686
2398.841	0.95647
2396.7872	0.95606
2394.7334	0.95615
2392.6796	0.95654
2390.62579	0.95701
2388.57199	0.95776
2386.51819	0.95831
2384.46439	0.9581
2382.41059	0.95762
2380.35678	0.95774
2378.30298	0.95822
2376.24918	0.95788
2374.19538	0.95689
2372.14157	0.95606
2370.08777	0.95576
2368.03397	0.95593
2365.98017	0.95596
2363.92637	0.95636
2361.87256	0.95751
2359.81876	0.95883
2357.76496	0.95904
2355.71116	0.95772
2353.65735	0.95652
2351.60355	0.95623
2349.54975	0.9565
2347.49595	0.95683
2345.44215	0.95697
2343.38834	0.9571
2341.33454	0.95711
2339.28074	0.95694
2337.22694	0.95727
2335.17313	0.95816
2333.11933	0.95876
2331.06553	0.95859
2329.01173	0.95804
2326.95793	0.9576
2324.90412	0.95711
2322.85032	0.95669
2320.79652	0.95709
2318.74272	0.95797
2316.68891	0.95845
2314.63511	0.95843
2312.58131	0.95828
2310.52751	0.95802
2308.47371	0.95791
2306.4199	0.95851
2304.3661	0.95933
2302.3123	0.95949
2300.2585	0.95913
2298.20469	0.95867
2296.15089	0.95828
2294.09709	0.9583
2292.04329	0.95862
2289.98949	0.95867
2287.93568	0.95876
2285.88188	0.95924
2283.82808	0.95946
2281.77428	0.95952
2279.72047	0.96014
2277.66667	0.96063
2275.61287	0.9604
2273.55907	0.96005
2271.50527	0.95995
2269.45146	0.96018
2267.39766	0.96051
2265.34386	0.96048
2263.29006	0.96011
2261.23625	0.96025
2259.18245	0.96102
2257.12865	0.96086
2255.07485	0.96017
2253.02105	0.96098
2250.96724	0.96276
2248.91344	0.96378
2246.85964	0.96352
2244.80584	0.96264
2242.75203	0.96251
2240.69823	0.96327
2238.64443	0.9637
2236.59063	0.96286
2234.53683	0.96136
2232.48302	0.96093
2230.42922	0.96152
2228.37542	0.96164
2226.32162	0.96164
2224.26781	0.96173
2222.21401	0.96124
2220.16021	0.96196
2218.10641	0.96408
2216.0526	0.96394
2213.9988	0.9623
2211.945	0.96239
2209.8912	0.96249
2207.8374	0.96117
2205.78359	0.96113
2203.72979	0.96343
2201.67599	0.96482
2199.62219	0.9641
2197.56838	0.96297
2195.51458	0.96202
2193.46078	0.96174
2191.40698	0.96268
2189.35318	0.96429
2187.29937	0.96427
2185.24557	0.96282
2183.19177	0.9631
2181.13797	0.9643
2179.08416	0.96473
2177.03036	0.9656
2174.97656	0.9661
2172.92276	0.96505
2170.86896	0.96422
2168.81515	0.96498
2166.76135	0.96684
2164.70755	0.96756
2162.65375	0.96486
2160.59994	0.96081
2158.54614	0.96092
2156.49234	0.96405
2154.43854	0.96586
2152.38474	0.96623
2150.33093	0.96487
2148.27713	0.96378
2146.22333	0.96534
2144.16953	0.96853
2142.11572	0.97071
2140.06192	0.96977
2138.00812	0.96768
2135.95432	0.96784
2133.90052	0.96882
2131.84671	0.96792
2129.79291	0.96577
2127.73911	0.96415
2125.68531	0.96411
2123.6315	0.96486
2121.5777	0.96566
2119.5239	0.96659
2117.4701	0.96682
2115.4163	0.96588
2113.36249	0.96509
2111.30869	0.96487
2109.25489	0.96406
2107.20109	0.96292
2105.14728	0.96231
2103.09348	0.96292
2101.03968	0.96455
2098.98588	0.96639
2096.93208	0.96764
2094.87827	0.96688
2092.82447	0.96514
2090.77067	0.96452
2088.71687	0.96498
2086.66306	0.96581
2084.60926	0.96607
2082.55546	0.96562
2080.50166	0.96538
2078.44786	0.96503
2076.39405	0.96449
2074.34025	0.96429
2072.28645	0.96374
2070.23265	0.96264
2068.17884	0.96246
2066.12504	0.96399
2064.07124	0.96559
2062.01744	0.9668
2059.96364	0.96803
2057.90983	0.9682
2055.85603	0.9667
2053.80223	0.96392
2051.74843	0.96187
2049.69462	0.96147
2047.64082	0.96135
2045.58702	0.9609
2043.53322	0.96067
2041.47942	0.96187
2039.42561	0.9645
2037.37181	0.96588
2035.31801	0.9658
2033.26421	0.96726
2031.2104	0.96994
2029.1566	0.97006
2027.1028	0.96728
2025.049	0.96565
2022.9952	0.96634
2020.94139	0.96636
2018.88759	0.96538
2016.83379	0.96583
2014.77999	0.96725
2012.72618	0.96826
2010.67238	0.96872
2008.61858	0.9685
2006.56478	0.96902
2004.51098	0.97051
2002.45717	0.97029
2000.40337	0.9675
1998.34957	0.96404
1996.29577	0.9625
1994.24196	0.96408
1992.18816	0.96683
1990.13436	0.96769
1988.08056	0.9671
1986.02676	0.96756
1983.97295	0.96813
1981.91915	0.96695
1979.86535	0.9653
1977.81155	0.96505
1975.75774	0.96586
1973.70394	0.96571
1971.65014	0.96535
1969.59634	0.96579
1967.54254	0.96606
1965.48873	0.96687
1963.43493	0.96835
1961.38113	0.96956
1959.32733	0.96957
1957.27352	0.96711
1955.21972	0.96485
1953.16592	0.96555
1951.11212	0.96669
1949.05832	0.9668
1947.00451	0.96725
1944.95071	0.96811
1942.89691	0.96838
1940.84311	0.96761
1938.7893	0.96591
1936.7355	0.96419
1934.6817	0.96409
1932.6279	0.96564
1930.5741	0.96682
1928.52029	0.96634
1926.46649	0.96556
1924.41269	0.96638
1922.35889	0.96792
1920.30508	0.968
1918.25128	0.96693
1916.19748	0.96602
1914.14368	0.96502
1912.08988	0.96409
1910.03607	0.9644
1907.98227	0.9655
1905.92847	0.96627
1903.87467	0.96696
1901.82086	0.96744
1899.76706	0.96713
1897.71326	0.96698
1895.65946	0.96713
1893.60566	0.9664
1891.55185	0.96584
1889.49805	0.96663
1887.44425	0.9671
1885.39045	0.96608
1883.33664	0.96493
1881.28284	0.96499
1879.22904	0.96581
1877.17524	0.96651
1875.12143	0.96677
1873.06763	0.9664
1871.01383	0.96549
1868.96003	0.96476
1866.90623	0.96481
1864.85242	0.96541
1862.79862	0.96592
1860.74482	0.96584
1858.69102	0.96581
1856.63721	0.96647
1854.58341	0.96776
1852.52961	0.96894
1850.47581	0.96875
1848.42201	0.96774
1846.3682	0.96704
1844.3144	0.96679
1842.2606	0.96691
1840.2068	0.96689
1838.15299	0.96674
1836.09919	0.96694
1834.04539	0.96742
1831.99159	0.9677
1829.93779	0.96768
1827.88398	0.9677
1825.83018	0.96756
1823.77638	0.96693
1821.72258	0.96637
1819.66877	0.96628
1817.61497	0.96672
1815.56117	0.96756
1813.50737	0.96801
1811.45357	0.96774
1809.39976	0.96707
1807.34596	0.96648
1805.29216	0.96623
1803.23836	0.96633
1801.18455	0.96653
1799.13075	0.96647
1797.07695	0.96638
1795.02315	0.96682
1792.96935	0.96754
1790.91554	0.96777
1788.86174	0.96768
1786.80794	0.96761
1784.75414	0.96756
1782.70033	0.96757
1780.64653	0.96741
1778.59273	0.96693
1776.53893	0.96636
1774.48513	0.96603
1772.43132	0.96617
1770.37752	0.96635
1768.32372	0.96615
1766.26992	0.96585
1764.21611	0.9657
1762.16231	0.9655
1760.10851	0.96517
1758.05471	0.96495
1756.00091	0.9644
1753.9471	0.96354
1751.8933	0.96278
1749.8395	0.9613
1747.7857	0.9591
1745.73189	0.95759
1743.67809	0.95684
1741.62429	0.95621
1739.57049	0.95521
1737.51669	0.95381
1735.46288	0.95247
1733.40908	0.95173
1731.35528	0.95223
1729.30148	0.95383
1727.24767	0.95568
1725.19387	0.95724
1723.14007	0.95827
1721.08627	0.95863
1719.03247	0.95864
1716.97866	0.95827
1714.92486	0.9575
1712.87106	0.95686
1710.81726	0.957
1708.76345	0.95771
1706.70965	0.95816
1704.65585	0.95833
1702.60205	0.95893
1700.54825	0.96016
1698.49444	0.96094
1696.44064	0.96055
1694.38684	0.95997
1692.33304	0.95991
1690.27923	0.96025
1688.22543	0.96062
1686.17163	0.96087
1684.11783	0.96105
1682.06403	0.96062
1680.01022	0.96001
1677.95642	0.95973
1675.90262	0.95937
1673.84882	0.95864
1671.79501	0.95801
1669.74121	0.95748
1667.68741	0.9573
1665.63361	0.95764
1663.57981	0.95789
1661.526	0.95781
1659.4722	0.95771
1657.4184	0.95778
1655.3646	0.95814
1653.31079	0.9585
1651.25699	0.95795
1649.20319	0.95717
1647.14939	0.95705
1645.09559	0.95793
1643.04178	0.95876
1640.98798	0.9589
1638.93418	0.95875
1636.88038	0.95914
1634.82657	0.9601
1632.77277	0.96077
1630.71897	0.96119
1628.66517	0.96124
1626.61137	0.96082
1624.55756	0.96074
1622.50376	0.96132
1620.44996	0.9618
1618.39616	0.96205
1616.34235	0.96231
1614.28855	0.96253
1612.23475	0.96261
1610.18095	0.96259
1608.12715	0.96253
1606.07334	0.96232
1604.01954	0.96205
1601.96574	0.96173
1599.91194	0.96129
1597.85813	0.9609
1595.80433	0.96069
1593.75053	0.96059
1591.69673	0.9603
1589.64293	0.95961
1587.58912	0.95872
1585.53532	0.95793
1583.48152	0.9573
1581.42772	0.95658
1579.37391	0.95554
1577.32011	0.9545
1575.26631	0.95411
1573.21251	0.95406
1571.15871	0.95368
1569.1049	0.95306
1567.0511	0.95282
1564.9973	0.95309
1562.9435	0.9536
1560.88969	0.95433
1558.83589	0.95511
1556.78209	0.95515
1554.72829	0.95531
1552.67449	0.95616
1550.62068	0.95728
1548.56688	0.95801
1546.51308	0.95831
1544.45928	0.95852
1542.40547	0.95881
1540.35167	0.9592
1538.29787	0.95951
1536.24407	0.95967
1534.19026	0.95962
1532.13646	0.95951
1530.08266	0.95969
1528.02886	0.96004
1525.97506	0.96018
1523.92125	0.96014
1521.86745	0.96024
1519.81365	0.96038
1517.75985	0.96011
1515.70604	0.95949
1513.65224	0.95887
1511.59844	0.9584
1509.54464	0.95803
1507.49084	0.95732
1505.43703	0.95582
1503.38323	0.95447
1501.32943	0.95329
1499.27563	0.95192
1497.22182	0.95003
1495.16802	0.94765
1493.11422	0.94536
1491.06042	0.94271
1489.00662	0.93935
1486.95281	0.93588
1484.89901	0.93274
1482.84521	0.92978
1480.79141	0.92627
1478.7376	0.92193
1476.6838	0.91682
1474.63	0.91124
1472.5762	0.90563
1470.5224	0.90077
1468.46859	0.89674
1466.41479	0.89242
1464.36099	0.88736
1462.30719	0.88279
1460.25338	0.87955
1458.19958	0.87638
1456.14578	0.87173
1454.09198	0.86761
1452.03818	0.86455
1449.98437	0.86192
1447.93057	0.85997
1445.87677	0.85845
1443.82297	0.85698
1441.76916	0.85569
1439.71536	0.85482
1437.66156	0.85409
1435.60776	0.85313
1433.55396	0.85237
1431.50015	0.85176
1429.44635	0.85096
1427.39255	0.85008
1425.33875	0.84929
1423.28494	0.84866
1421.23114	0.84832
1419.17734	0.84798
1417.12354	0.84769
1415.06974	0.84825
1413.01593	0.84961
1410.96213	0.85123
1408.90833	0.85305
1406.85453	0.85558
1404.80072	0.85901
1402.74692	0.86302
1400.69312	0.86774
1398.63932	0.87329
1396.58552	0.87862
