Numero de onda	polivil_alcohol.dpt
1394.53171	0.88304
1392.47791	0.88619
1390.42411	0.88799
1388.37031	0.88881
1386.3165	0.88878
1384.2627	0.88796
1382.2089	0.88668
1380.1551	0.88543
1378.1013	0.88457
1376.04749	0.88416
1373.99369	0.88399
1371.93989	0.88414
1369.88609	0.8848
1367.83228	0.88556
1365.77848	0.88598
1363.72468	0.88601
1361.67088	0.88553
1359.61708	0.88445
1357.56327	0.88299
1355.50947	0.88114
1353.45567	0.87885
1351.40187	0.87603
1349.34806	0.87259
1347.29426	0.86934
1345.24046	0.86715
1343.18666	0.86537
1341.13286	0.86316
1339.07905	0.86044
1337.02525	0.85777
1334.97145	0.85577
1332.91765	0.85422
1330.86384	0.85268
1328.81004	0.85128
1326.75624	0.8503
1324.70244	0.84977
1322.64864	0.84972
1320.59483	0.85045
1318.54103	0.85179
1316.48723	0.85322
1314.43343	0.85469
1312.37962	0.85645
1310.32582	0.85842
1308.27202	0.86025
1306.21822	0.8618
1304.16442	0.8633
1302.11061	0.86506
1300.05681	0.86695
1298.00301	0.86866
1295.94921	0.87043
1293.8954	0.87252
1291.8416	0.87446
1289.7878	0.876
1287.734	0.87756
1285.6802	0.87939
1283.62639	0.88114
1281.57259	0.8825
1279.51879	0.88362
1277.46499	0.88493
1275.41118	0.88644
1273.35738	0.88792
1271.30358	0.88957
1269.24978	0.89125
1267.19598	0.89265
1265.14217	0.89385
1263.08837	0.89481
1261.03457	0.89555
1258.98077	0.89619
1256.92696	0.89642
1254.87316	0.8961
1252.81936	0.89566
1250.76556	0.89533
1248.71176	0.89474
1246.65795	0.89362
1244.60415	0.89223
1242.55035	0.89074
1240.49655	0.88926
1238.44274	0.88806
1236.38894	0.88728
1234.33514	0.88731
1232.28134	0.88836
1230.22754	0.89019
1228.17373	0.89249
1226.11993	0.89456
1224.06613	0.8958
1222.01233	0.89687
1219.95852	0.89816
1217.90472	0.89939
1215.85092	0.90062
1213.79712	0.90189
1211.74332	0.90314
1209.68951	0.90453
1207.63571	0.90613
1205.58191	0.90778
1203.52811	0.90934
1201.4743	0.91075
1199.4205	0.91188
1197.3667	0.91288
1195.3129	0.91378
1193.25909	0.91447
1191.20529	0.91514
1189.15149	0.91536
1187.09769	0.91465
1185.04389	0.91381
1182.99008	0.91388
1180.93628	0.9146
1178.88248	0.91521
1176.82868	0.91577
1174.77487	0.91652
1172.72107	0.91742
1170.66727	0.91802
1168.61347	0.91807
1166.55967	0.91795
1164.50586	0.9178
1162.45206	0.91751
1160.39826	0.91667
1158.34446	0.91433
1156.29065	0.9093
1154.23685	0.90016
1152.18305	0.88558
1150.12925	0.86561
1148.07545	0.84236
1146.02164	0.8199
1143.96784	0.80383
1141.91404	0.79828
1139.86024	0.80214
1137.80643	0.81021
1135.75263	0.81819
1133.69883	0.82431
1131.64503	0.82781
1129.59123	0.82879
1127.53742	0.82829
1125.48362	0.82722
1123.42982	0.82589
1121.37602	0.82442
1119.32221	0.82276
1117.26841	0.82054
1115.21461	0.81741
1113.16081	0.81271
1111.10701	0.80562
1109.0532	0.79626
1106.9994	0.78471
1104.9456	0.77097
1102.8918	0.75668
1100.83799	0.74389
1098.78419	0.73357
1096.73039	0.72586
1094.67659	0.72036
1092.62279	0.71671
1090.56898	0.7149
1088.51518	0.71483
1086.46138	0.71614
1084.40758	0.71819
1082.35377	0.72063
1080.29997	0.72376
1078.24617	0.72748
1076.19237	0.73134
1074.13857	0.73526
1072.08476	0.73914
1070.03096	0.74273
1067.97716	0.74609
1065.92336	0.74943
1063.86955	0.75286
1061.81575	0.75634
1059.76195	0.75981
1057.70815	0.76357
1055.65435	0.76746
1053.60054	0.77091
1051.54674	0.77403
1049.49294	0.7771
1047.43914	0.78002
1045.38533	0.78279
1043.33153	0.78547
1041.27773	0.78809
1039.22393	0.79107
1037.17013	0.79423
1035.11632	0.79693
1033.06252	0.79951
1031.00872	0.80236
1028.95492	0.80528
1026.90111	0.80814
1024.84731	0.81107
1022.79351	0.8142
1020.73971	0.81744
1018.68591	0.82084
1016.6321	0.82451
1014.5783	0.82846
1012.5245	0.83279
1010.4707	0.8374
1008.41689	0.84205
1006.36309	0.84648
1004.30929	0.85029
1002.25549	0.85363
1000.20169	0.85681
998.14788	0.85982
996.09408	0.8626
994.04028	0.86481
991.98648	0.86679
989.93267	0.86917
987.87887	0.87143
985.82507	0.87324
983.77127	0.87515
981.71747	0.87714
979.66366	0.87895
977.60986	0.88047
975.55606	0.88163
973.50226	0.88269
971.44845	0.88404
969.39465	0.88511
967.34085	0.88558
965.28705	0.88639
963.23325	0.88761
961.17944	0.88845
959.12564	0.88871
957.07184	0.88877
955.01804	0.88879
952.96423	0.88836
950.91043	0.88741
948.85663	0.88663
946.80283	0.88618
944.74903	0.88561
942.69522	0.88498
940.64142	0.88462
938.58762	0.88428
936.53382	0.88354
934.48001	0.88249
932.42621	0.88156
930.37241	0.88042
928.31861	0.87876
926.26481	0.87696
924.211	0.87555
922.1572	0.87473
920.1034	0.87414
918.0496	0.87321
915.99579	0.87247
913.94199	0.87304
911.88819	0.87481
909.83439	0.87703
907.78059	0.87929
905.72678	0.88115
903.67298	0.88247
901.61918	0.88363
899.56538	0.88482
897.51157	0.8857
895.45777	0.88627
893.40397	0.88702
891.35017	0.88797
889.29637	0.8889
887.24256	0.88994
885.18876	0.89116
883.13496	0.89251
881.08116	0.8941
879.02735	0.89588
876.97355	0.89704
874.91975	0.89727
872.86595	0.89657
870.81215	0.89351
868.75834	0.88696
866.70454	0.87752
864.65074	0.86591
862.59694	0.85304
860.54313	0.84021
858.48933	0.82865
856.43553	0.81909
854.38173	0.81155
852.32792	0.80585
850.27412	0.80139
848.22032	0.7978
846.16652	0.79584
844.11272	0.7956
842.05891	0.79617
840.00511	0.79664
837.95131	0.79657
835.89751	0.79666
833.8437	0.79782
831.7899	0.79998
829.7361	0.8021
827.6823	0.80336
825.6285	0.80475
823.57469	0.80769
821.52089	0.812
819.46709	0.81617
817.41329	0.81967
815.35948	0.82371
813.30568	0.82935
811.25188	0.83693
809.19808	0.84507
807.14428	0.85172
805.09047	0.85661
803.03667	0.86024
800.98287	0.86319
798.92907	0.86551
796.87526	0.86681
794.82146	0.86723
792.76766	0.86702
790.71386	0.86617
788.66006	0.86571
786.60625	0.8663
784.55245	0.86702
782.49865	0.86726
780.44485	0.86743
778.39104	0.86717
776.33724	0.86593
774.28344	0.86465
772.22964	0.86342
770.17584	0.86186
768.12203	0.86056
766.06823	0.85991
764.01443	0.85987
761.96063	0.85979
759.90682	0.85909
757.85302	0.85777
755.79922	0.85609
753.74542	0.85448
751.69162	0.8535
749.63781	0.853
747.58401	0.85225
745.53021	0.8509
743.47641	0.84912
741.4226	0.84771
739.3688	0.8469
737.315	0.84626
735.2612	0.84537
733.2074	0.84393
731.15359	0.84251
729.09979	0.84174
727.04599	0.84116
724.99219	0.84018
722.93838	0.83886
720.88458	0.83747
718.83078	0.83612
716.77698	0.83512
714.72318	0.83441
712.66937	0.83341
710.61557	0.83229
708.56177	0.8312
706.50797	0.82949
704.45416	0.8275
702.40036	0.82653
700.34656	0.82633
698.29276	0.82532
696.23896	0.82387
694.18515	0.82296
692.13135	0.82221
690.07755	0.82178
688.02375	0.82144
685.96994	0.81957
683.91614	0.81631
681.86234	0.81377
679.80854	0.8125
677.75474	0.81147
675.70093	0.81088
673.64713	0.81108
671.59333	0.81136
669.53953	0.81185
667.48572	0.81146
665.43192	0.8088
663.37812	0.80602
661.32432	0.80413
659.27052	0.80335
657.21671	0.80294
655.16291	0.80184
653.10911	0.80031
651.05531	0.79938
649.0015	0.79879
646.9477	0.7979
644.8939	0.79687
642.8401	0.79606
640.7863	0.79491
638.73249	0.79296
636.67869	0.79173
634.62489	0.79219
632.57109	0.79266
630.51728	0.7917
628.46348	0.7902
626.40968	0.78926
624.35588	0.7884
622.30208	0.78718
620.24827	0.7857
618.19447	0.78395
616.14067	0.78219
614.08687	0.78081
612.03306	0.78002
609.97926	0.77941
607.92546	0.77877
605.87166	0.77842
603.81786	0.77822
601.76405	0.77743
599.71025	0.77541
597.65645	0.77268
595.60265	0.77018
593.54884	0.76779
591.49504	0.76602
589.44124	0.76648
587.38744	0.76785
585.33364	0.76778
583.27983	0.76647
581.22603	0.76515
579.17223	0.76496
577.11843	0.76567
575.06462	0.76575
573.01082	0.76425
570.95702	0.7623
568.90322	0.76132
566.84942	0.76169
564.79561	0.76365
562.74181	0.76597
560.68801	0.76673
558.63421	0.76494
556.5804	0.7621
554.5266	0.76018
552.4728	0.75812
550.419	0.75659
548.3652	0.75789
546.31139	0.76002
544.25759	0.76065
542.20379	0.76138
540.14999	0.76311
538.09618	0.76471
536.04238	0.76479
533.98858	0.76243
531.93478	0.75974
529.88098	0.75892
527.82717	0.75828
525.77337	0.75638
523.71957	0.75538
521.66577	0.75744
519.61196	0.76103
517.55816	0.76218
515.50436	0.75955
513.45056	0.75656
511.39675	0.75553
509.34295	0.75528
507.28915	0.75479
505.23535	0.75493
503.18155	0.756
501.12774	0.75608
499.07394	0.75468
497.02014	0.75366
494.96634	0.75356
492.91253	0.75318
490.85873	0.75039
488.80493	0.74599
486.75113	0.74277
484.69733	0.73989
482.64352	0.73496
480.58972	0.72958
478.53592	0.72733
476.48212	0.72782
474.42831	0.72755
472.37451	0.72715
470.32071	0.73041
468.26691	0.73628
466.21311	0.74098
464.1593	0.74454
462.1055	0.74907
460.0517	0.75307
457.9979	0.75523
455.94409	0.75767
453.89029	0.76067
451.83649	0.76227
449.78269	0.76267
447.72889	0.76249
445.67508	0.76064
443.62128	0.75751
441.56748	0.75665
439.51368	0.75904
437.45987	0.76011
435.40607	0.75836
433.35227	0.75623
431.29847	0.75516
429.24467	0.75718
427.19086	0.76157
425.13706	0.7599
423.08326	0.74988
421.02946	0.74182
418.97565	0.7404
416.92185	0.74195
414.86805	0.74227
412.81425	0.74342
410.76045	0.74646
408.70664	0.74734
406.65284	0.74606
404.59904	0.74607
402.54524	0.74727
400.49143	0.74554
398.43763	0.73937
KMeans Clustering	5.0
Spectral Clustering	7.0
Agglomerative Clustering	6.0
