Numero de onda	hidroxietil_teraftalato.dpt
1402.74692	0.68618
1400.69312	0.74188
1398.63932	0.77672
1396.58552	0.79116
1394.53171	0.78911
1392.47791	0.7823
1390.42411	0.78059
1388.37031	0.78647
1386.3165	0.79586
1384.2627	0.80046
1382.2089	0.79753
1380.1551	0.78813
1378.1013	0.77292
1376.04749	0.75441
1373.99369	0.7402
1371.93989	0.73725
1369.88609	0.73973
1367.83228	0.73741
1365.77848	0.73019
1363.72468	0.73224
1361.67088	0.75653
1359.61708	0.79129
1357.56327	0.82079
1355.50947	0.84404
1353.45567	0.86184
1351.40187	0.87286
1349.34806	0.87685
1347.29426	0.87509
1345.24046	0.87138
1343.18666	0.87087
1341.13286	0.87522
1339.07905	0.88162
1337.02525	0.8864
1334.97145	0.88791
1332.91765	0.88493
1330.86384	0.8755
1328.81004	0.85927
1326.75624	0.8396
1324.70244	0.82348
1322.64864	0.81768
1320.59483	0.82236
1318.54103	0.83175
1316.48723	0.83986
1314.43343	0.84382
1312.37962	0.84313
1310.32582	0.83747
1308.27202	0.8255
1306.21822	0.8068
1304.16442	0.78529
1302.11061	0.76613
1300.05681	0.75018
1298.00301	0.73411
1295.94921	0.71585
1293.8954	0.69682
1291.8416	0.67773
1289.7878	0.65577
1287.734	0.62746
1285.6802	0.59247
1283.62639	0.5523
1281.57259	0.50775
1279.51879	0.46104
1277.46499	0.41572
1275.41118	0.37205
1273.35738	0.3286
1271.30358	0.28648
1269.24978	0.24847
1267.19598	0.21733
1265.14217	0.19436
1263.08837	0.17949
1261.03457	0.17333
1258.98077	0.17777
1256.92696	0.19323
1254.87316	0.21587
1252.81936	0.23741
1250.76556	0.24889
1248.71176	0.24651
1246.65795	0.23252
1244.60415	0.21402
1242.55035	0.20305
1240.49655	0.20897
1238.44274	0.22999
1236.38894	0.25789
1234.33514	0.28661
1232.28134	0.31508
1230.22754	0.34419
1228.17373	0.37306
1226.11993	0.39971
1224.06613	0.42283
1222.01233	0.44216
1219.95852	0.46008
1217.90472	0.48185
1215.85092	0.51087
1213.79712	0.54471
1211.74332	0.5775
1209.68951	0.60472
1207.63571	0.62569
1205.58191	0.64335
1203.52811	0.66189
1201.4743	0.6827
1199.4205	0.70395
1197.3667	0.72499
1195.3129	0.74675
1193.25909	0.7685
1191.20529	0.78854
1189.15149	0.80616
1187.09769	0.8214
1185.04389	0.83456
1182.99008	0.84606
1180.93628	0.85595
1178.88248	0.86413
1176.82868	0.87063
1174.77487	0.87587
1172.72107	0.87994
1170.66727	0.88226
1168.61347	0.88234
1166.55967	0.88015
1164.50586	0.87628
1162.45206	0.87111
1160.39826	0.86458
1158.34446	0.85716
1156.29065	0.84937
1154.23685	0.84178
1152.18305	0.8356
1150.12925	0.83096
1148.07545	0.82553
1146.02164	0.81574
1143.96784	0.79737
1141.91404	0.76503
1139.86024	0.71424
1137.80643	0.64381
1135.75263	0.55504
1133.69883	0.45609
1131.64503	0.36519
1129.59123	0.29856
1127.53742	0.2592
1125.48362	0.24342
1123.42982	0.25038
1121.37602	0.27973
1119.32221	0.32696
1117.26841	0.38296
1115.21461	0.43397
1113.16081	0.46561
1111.10701	0.46511
1109.0532	0.4328
1106.9994	0.40484
1104.9456	0.41402
1102.8918	0.43431
1100.83799	0.42837
1098.78419	0.40532
1096.73039	0.39394
1094.67659	0.40466
1092.62279	0.42931
1090.56898	0.45507
1088.51518	0.47282
1086.46138	0.47664
1084.40758	0.46142
1082.35377	0.42688
1080.29997	0.38078
1078.24617	0.33259
1076.19237	0.28832
1074.13857	0.25401
1072.08476	0.23109
1070.03096	0.21074
1067.97716	0.18923
1065.92336	0.17959
1063.86955	0.19562
1061.81575	0.23522
1059.76195	0.28555
1057.70815	0.33601
1055.65435	0.38214
1053.60054	0.42379
1051.54674	0.46271
1049.49294	0.4993
1047.43914	0.53317
1045.38533	0.56467
1043.33153	0.5942
1041.27773	0.62085
1039.22393	0.64238
1037.17013	0.65311
1035.11632	0.63872
1033.06252	0.58366
1031.00872	0.49884
1028.95492	0.4196
1026.90111	0.36348
1024.84731	0.32788
1022.79351	0.31493
1020.73971	0.31802
1018.68591	0.30591
1016.6321	0.27521
1014.5783	0.27723
1012.5245	0.32883
1010.4707	0.39093
1008.41689	0.44268
1006.36309	0.48765
1004.30929	0.52646
1002.25549	0.55851
1000.20169	0.58546
998.14788	0.60867
996.09408	0.62871
994.04028	0.64589
991.98648	0.66064
989.93267	0.67333
987.87887	0.68271
985.82507	0.68472
983.77127	0.67252
981.71747	0.6523
979.66366	0.65023
977.60986	0.67408
975.55606	0.70103
973.50226	0.71738
971.44845	0.72829
969.39465	0.73865
967.34085	0.74854
965.28705	0.75751
963.23325	0.76535
961.17944	0.77208
959.12564	0.77823
957.07184	0.78419
955.01804	0.79007
952.96423	0.79534
950.91043	0.79981
948.85663	0.80413
946.80283	0.80869
944.74903	0.8131
942.69522	0.81721
940.64142	0.8213
938.58762	0.82532
936.53382	0.82919
934.48001	0.83252
932.42621	0.83498
930.37241	0.837
928.31861	0.83908
926.26481	0.84147
924.211	0.84434
922.1572	0.84686
920.1034	0.84801
918.0496	0.84617
915.99579	0.83698
913.94199	0.81359
911.88819	0.77538
909.83439	0.73909
907.78059	0.71938
905.72678	0.7009
903.67298	0.65687
901.61918	0.58044
899.56538	0.48971
897.51157	0.4242
895.45777	0.41387
893.40397	0.44643
891.35017	0.49719
889.29637	0.55913
887.24256	0.62388
885.18876	0.67671
883.13496	0.70986
881.08116	0.71676
879.02735	0.67744
876.97355	0.58729
874.91975	0.50607
872.86595	0.49031
870.81215	0.51142
868.75834	0.53151
866.70454	0.56232
864.65074	0.60419
862.59694	0.63309
860.54313	0.65067
858.48933	0.67589
856.43553	0.70955
854.38173	0.74093
852.32792	0.76434
850.27412	0.78056
848.22032	0.79276
846.16652	0.80223
844.11272	0.80764
842.05891	0.80272
840.00511	0.77173
837.95131	0.71016
835.89751	0.65346
833.8437	0.62769
831.7899	0.61699
829.7361	0.62961
827.6823	0.67977
825.6285	0.73478
823.57469	0.76569
821.52089	0.77342
819.46709	0.76517
817.41329	0.75612
815.35948	0.76335
813.30568	0.78273
811.25188	0.79938
809.19808	0.80987
807.14428	0.81744
805.09047	0.8228
803.03667	0.82583
800.98287	0.82807
798.92907	0.83016
796.87526	0.83165
794.82146	0.83283
792.76766	0.83427
790.71386	0.8361
788.66006	0.83801
786.60625	0.83952
784.55245	0.84074
782.49865	0.84222
780.44485	0.8437
778.39104	0.84486
776.33724	0.8456
774.28344	0.84621
772.22964	0.84666
770.17584	0.84634
768.12203	0.84605
766.06823	0.84648
764.01443	0.84666
761.96063	0.84608
759.90682	0.84498
757.85302	0.84337
755.79922	0.8416
753.74542	0.83968
751.69162	0.83687
749.63781	0.83277
747.58401	0.82795
745.53021	0.82273
743.47641	0.81538
741.4226	0.8024
739.3688	0.7793
737.315	0.73623
735.2612	0.66558
733.2074	0.58295
731.15359	0.4975
729.09979	0.38496
727.04599	0.25248
724.99219	0.16339
722.93838	0.15512
720.88458	0.20715
718.83078	0.28356
716.77698	0.35721
714.72318	0.41563
712.66937	0.45839
710.61557	0.48929
708.56177	0.5112
706.50797	0.52608
704.45416	0.53596
702.40036	0.54158
700.34656	0.54334
698.29276	0.5429
696.23896	0.54141
694.18515	0.5386
692.13135	0.53408
690.07755	0.52804
688.02375	0.52136
685.96994	0.51419
683.91614	0.50641
681.86234	0.49891
679.80854	0.49201
677.75474	0.48563
675.70093	0.48045
673.64713	0.47646
671.59333	0.47343
669.53953	0.47105
667.48572	0.46978
665.43192	0.47107
663.37812	0.47302
661.32432	0.4746
659.27052	0.47659
657.21671	0.47903
655.16291	0.48143
653.10911	0.48373
651.05531	0.48579
649.0015	0.48825
646.9477	0.49107
644.8939	0.49315
642.8401	0.49448
640.7863	0.49548
638.73249	0.49589
636.67869	0.49565
634.62489	0.49465
632.57109	0.49308
630.51728	0.49115
628.46348	0.48848
626.40968	0.48591
624.35588	0.4845
622.30208	0.48411
620.24827	0.48427
618.19447	0.48426
616.14067	0.48398
614.08687	0.48485
612.03306	0.4863
609.97926	0.48722
607.92546	0.48891
605.87166	0.49166
603.81786	0.49477
601.76405	0.49881
599.71025	0.50328
597.65645	0.50673
595.60265	0.50905
593.54884	0.51094
591.49504	0.51427
589.44124	0.51866
587.38744	0.52135
585.33364	0.52248
583.27983	0.52379
581.22603	0.52506
579.17223	0.52581
577.11843	0.52652
575.06462	0.52574
573.01082	0.52319
570.95702	0.52051
568.90322	0.51819
566.84942	0.51624
564.79561	0.51335
562.74181	0.51061
560.68801	0.51202
558.63421	0.5174
556.5804	0.52419
554.5266	0.53207
552.4728	0.54096
550.419	0.55087
548.3652	0.56284
546.31139	0.57641
544.25759	0.58824
542.20379	0.59801
540.14999	0.60721
538.09618	0.61155
536.04238	0.60322
533.98858	0.57667
531.93478	0.53662
529.88098	0.49836
527.82717	0.4728
525.77337	0.46212
523.71957	0.46623
521.66577	0.47822
519.61196	0.48676
517.55816	0.48913
515.50436	0.49391
513.45056	0.50622
511.39675	0.52351
509.34295	0.54193
507.28915	0.55766
505.23535	0.56504
503.18155	0.55317
501.12774	0.51481
499.07394	0.46052
497.02014	0.40162
494.96634	0.34755
492.91253	0.31811
490.85873	0.32377
488.80493	0.35181
486.75113	0.38638
484.69733	0.41908
482.64352	0.44495
480.58972	0.46537
478.53592	0.48316
476.48212	0.49792
474.42831	0.51021
472.37451	0.52151
470.32071	0.53035
468.26691	0.53551
466.21311	0.53734
464.1593	0.53822
462.1055	0.54284
460.0517	0.55293
457.9979	0.56565
455.94409	0.57757
453.89029	0.58787
451.83649	0.59815
449.78269	0.60807
447.72889	0.61626
445.67508	0.62342
443.62128	0.6291
441.56748	0.63339
439.51368	0.63818
437.45987	0.64394
435.40607	0.64977
433.35227	0.65183
431.29847	0.64896
429.24467	0.64288
427.19086	0.63016
425.13706	0.60174
423.08326	0.5597
421.02946	0.52616
418.97565	0.52036
416.92185	0.54191
414.86805	0.57029
412.81425	0.59625
410.76045	0.61766
408.70664	0.63293
406.65284	0.64209
404.59904	0.64727
402.54524	0.65049
400.49143	0.65742
398.43763	0.67129
KMeans Clustering	5.0
Spectral Clustering	5.0
Agglomerative Clustering	5.0
