Numero de onda	PCL.0.dpt
1390.42411	0.96253
1388.37031	0.96548
1386.3165	0.96814
1384.2627	0.96881
1382.2089	0.96704
1380.1551	0.96304
1378.1013	0.95742
1376.04749	0.95173
1373.99369	0.94711
1371.93989	0.943
1369.88609	0.93829
1367.83228	0.93354
1365.77848	0.93069
1363.72468	0.93094
1361.67088	0.93431
1359.61708	0.93905
1357.56327	0.94356
1355.50947	0.94747
1353.45567	0.95104
1351.40187	0.9547
1349.34806	0.95857
1347.29426	0.96233
1345.24046	0.96573
1343.18666	0.96854
1341.13286	0.97068
1339.07905	0.97226
1337.02525	0.97305
1334.97145	0.973
1332.91765	0.97242
1330.86384	0.97136
1328.81004	0.97002
1326.75624	0.96881
1324.70244	0.96801
1322.64864	0.96759
1320.59483	0.96717
1318.54103	0.96677
1316.48723	0.96651
1314.43343	0.96585
1312.37962	0.96444
1310.32582	0.96246
1308.27202	0.96014
1306.21822	0.95739
1304.16442	0.95399
1302.11061	0.94959
1300.05681	0.94362
1298.00301	0.93616
1295.94921	0.92884
1293.8954	0.92493
1291.8416	0.92697
1289.7878	0.93367
1287.734	0.94101
1285.6802	0.94627
1283.62639	0.94939
1281.57259	0.95117
1279.51879	0.95226
1277.46499	0.95312
1275.41118	0.95385
1273.35738	0.95446
1271.30358	0.95504
1269.24978	0.95543
1267.19598	0.95533
1265.14217	0.95456
1263.08837	0.95328
1261.03457	0.95184
1258.98077	0.95036
1256.92696	0.94859
1254.87316	0.94614
1252.81936	0.94232
1250.76556	0.93595
1248.71176	0.92614
1246.65795	0.91379
1244.60415	0.90169
1242.55035	0.89249
1240.49655	0.88709
1238.44274	0.88564
1236.38894	0.88865
1234.33514	0.8959
1232.28134	0.90558
1230.22754	0.9152
1228.17373	0.92303
1226.11993	0.92876
1224.06613	0.9329
1222.01233	0.9358
1219.95852	0.93769
1217.90472	0.9387
1215.85092	0.93905
1213.79712	0.93909
1211.74332	0.9389
1209.68951	0.93825
1207.63571	0.93699
1205.58191	0.93494
1203.52811	0.93194
1201.4743	0.92766
1199.4205	0.9213
1197.3667	0.91255
1195.3129	0.90234
1193.25909	0.89196
1191.20529	0.88245
1189.15149	0.8747
1187.09769	0.86923
1185.04389	0.8659
1182.99008	0.86395
1180.93628	0.8624
1178.88248	0.86037
1176.82868	0.85792
1174.77487	0.85575
1172.72107	0.85387
1170.66727	0.85197
1168.61347	0.85035
1166.55967	0.84903
1164.50586	0.84783
1162.45206	0.84735
1160.39826	0.84808
1158.34446	0.8499
1156.29065	0.85302
1154.23685	0.85776
1152.18305	0.86398
1150.12925	0.87134
1148.07545	0.87958
1146.02164	0.88849
1143.96784	0.8979
1141.91404	0.90738
1139.86024	0.91626
1137.80643	0.92408
1135.75263	0.93095
1133.69883	0.93695
1131.64503	0.94203
1129.59123	0.94642
1127.53742	0.95023
1125.48362	0.95315
1123.42982	0.95498
1121.37602	0.95543
1119.32221	0.95389
1117.26841	0.9499
1115.21461	0.9436
1113.16081	0.9357
1111.10701	0.92739
1109.0532	0.92072
1106.9994	0.9177
1104.9456	0.91817
1102.8918	0.92034
1100.83799	0.92278
1098.78419	0.92469
1096.73039	0.92579
1094.67659	0.92655
1092.62279	0.92782
1090.56898	0.92999
1088.51518	0.93306
1086.46138	0.93685
1084.40758	0.94095
1082.35377	0.94487
1080.29997	0.94812
1078.24617	0.95042
1076.19237	0.95172
1074.13857	0.95166
1072.08476	0.94974
1070.03096	0.94614
1067.97716	0.94203
1065.92336	0.93929
1063.86955	0.93934
1061.81575	0.94168
1059.76195	0.94391
1057.70815	0.94375
1055.65435	0.94052
1053.60054	0.93467
1051.54674	0.92688
1049.49294	0.9184
1047.43914	0.91188
1045.38533	0.90953
1043.33153	0.91125
1041.27773	0.91568
1039.22393	0.9214
1037.17013	0.92733
1035.11632	0.93297
1033.06252	0.93814
1031.00872	0.94277
1028.95492	0.94655
1026.90111	0.94947
1024.84731	0.95189
1022.79351	0.95395
1020.73971	0.95564
1018.68591	0.9569
1016.6321	0.95787
1014.5783	0.95899
1012.5245	0.96028
1010.4707	0.96135
1008.41689	0.96212
1006.36309	0.96278
1004.30929	0.96342
1002.25549	0.96391
1000.20169	0.96412
998.14788	0.96419
996.09408	0.96411
994.04028	0.96386
991.98648	0.96352
989.93267	0.9632
987.87887	0.96317
985.82507	0.96347
983.77127	0.9636
981.71747	0.96312
979.66366	0.96188
977.60986	0.95995
975.55606	0.95757
973.50226	0.95488
971.44845	0.95192
969.39465	0.94825
967.34085	0.94307
965.28705	0.93635
963.23325	0.92973
961.17944	0.92621
959.12564	0.92722
957.07184	0.93152
955.01804	0.93745
952.96423	0.94359
950.91043	0.94895
948.85663	0.95352
946.80283	0.95735
944.74903	0.96
942.69522	0.9612
940.64142	0.96066
938.58762	0.95798
936.53382	0.95411
934.48001	0.95138
932.42621	0.9515
930.37241	0.95438
928.31861	0.95884
926.26481	0.96334
924.211	0.96681
922.1572	0.96927
920.1034	0.97122
918.0496	0.97289
915.99579	0.97416
913.94199	0.9751
911.88819	0.97584
909.83439	0.97652
907.78059	0.97748
905.72678	0.9785
903.67298	0.97896
901.61918	0.97892
899.56538	0.97887
897.51157	0.97903
895.45777	0.97923
893.40397	0.97942
891.35017	0.97954
889.29637	0.97944
887.24256	0.97913
885.18876	0.9789
883.13496	0.97904
881.08116	0.97937
879.02735	0.97932
876.97355	0.97917
874.91975	0.97933
872.86595	0.97954
870.81215	0.97967
868.75834	0.97967
866.70454	0.97947
864.65074	0.97919
862.59694	0.97931
860.54313	0.97972
858.48933	0.97965
856.43553	0.9794
854.38173	0.97926
852.32792	0.97857
850.27412	0.97756
848.22032	0.97689
846.16652	0.97593
844.11272	0.97325
842.05891	0.96937
840.00511	0.96757
837.95131	0.96955
835.89751	0.9735
833.8437	0.97697
831.7899	0.9789
829.7361	0.98019
827.6823	0.98155
825.6285	0.98222
823.57469	0.98203
821.52089	0.982
819.46709	0.9824
817.41329	0.98247
815.35948	0.98231
813.30568	0.98251
811.25188	0.98256
809.19808	0.98198
807.14428	0.98139
805.09047	0.98148
803.03667	0.98226
800.98287	0.98289
798.92907	0.98263
796.87526	0.98198
794.82146	0.98194
792.76766	0.98226
790.71386	0.98221
788.66006	0.98198
786.60625	0.98155
784.55245	0.98099
782.49865	0.98068
780.44485	0.9802
778.39104	0.97876
776.33724	0.9766
774.28344	0.97522
772.22964	0.97519
770.17584	0.97595
768.12203	0.97743
766.06823	0.97925
764.01443	0.98068
761.96063	0.98156
759.90682	0.98148
757.85302	0.98044
755.79922	0.97922
753.74542	0.97787
751.69162	0.97579
749.63781	0.97296
747.58401	0.97045
745.53021	0.96829
743.47641	0.96455
741.4226	0.95808
739.3688	0.94962
737.315	0.94013
735.2612	0.93022
733.2074	0.92222
731.15359	0.91958
729.09979	0.92304
727.04599	0.93127
724.99219	0.94235
722.93838	0.95277
720.88458	0.96004
718.83078	0.96365
716.77698	0.96424
714.72318	0.96293
712.66937	0.96068
710.61557	0.95872
708.56177	0.95857
706.50797	0.96098
704.45416	0.96474
702.40036	0.96825
700.34656	0.97068
698.29276	0.9722
696.23896	0.97387
694.18515	0.97579
692.13135	0.97789
690.07755	0.97992
688.02375	0.98088
685.96994	0.98125
683.91614	0.98223
681.86234	0.98323
679.80854	0.98326
677.75474	0.98266
675.70093	0.98239
673.64713	0.98302
671.59333	0.98387
669.53953	0.98429
667.48572	0.98432
665.43192	0.98436
663.37812	0.9841
661.32432	0.98346
659.27052	0.98354
657.21671	0.98423
655.16291	0.98433
653.10911	0.98418
651.05531	0.98414
649.0015	0.98415
646.9477	0.98449
644.8939	0.98456
642.8401	0.98402
640.7863	0.98381
638.73249	0.98373
636.67869	0.98308
634.62489	0.98263
632.57109	0.9828
630.51728	0.98293
628.46348	0.98302
626.40968	0.98305
624.35588	0.98274
622.30208	0.98244
620.24827	0.98262
618.19447	0.98314
616.14067	0.9831
614.08687	0.98241
612.03306	0.98166
609.97926	0.98099
607.92546	0.98069
605.87166	0.98081
603.81786	0.9805
601.76405	0.97957
599.71025	0.97883
597.65645	0.97795
595.60265	0.97625
593.54884	0.97411
591.49504	0.97185
589.44124	0.96992
587.38744	0.96913
585.33364	0.96876
583.27983	0.96797
581.22603	0.96791
579.17223	0.96882
577.11843	0.97006
575.06462	0.97239
573.01082	0.97514
570.95702	0.97706
568.90322	0.97819
566.84942	0.97899
564.79561	0.98048
562.74181	0.982
560.68801	0.98187
558.63421	0.98035
556.5804	0.97927
554.5266	0.98002
552.4728	0.98264
550.419	0.98502
548.3652	0.98508
546.31139	0.9838
544.25759	0.98286
542.20379	0.98242
540.14999	0.98232
538.09618	0.9818
536.04238	0.98008
533.98858	0.97872
531.93478	0.97925
529.88098	0.98047
527.82717	0.98023
525.77337	0.97862
523.71957	0.97765
521.66577	0.97664
519.61196	0.97459
517.55816	0.97434
515.50436	0.97791
513.45056	0.98117
511.39675	0.98076
509.34295	0.97918
507.28915	0.97867
505.23535	0.97854
503.18155	0.97835
501.12774	0.97907
499.07394	0.98054
497.02014	0.98114
494.96634	0.97996
492.91253	0.97789
490.85873	0.97733
488.80493	0.97826
486.75113	0.97854
484.69733	0.97856
482.64352	0.97951
480.58972	0.98077
478.53592	0.98127
476.48212	0.98096
474.42831	0.98034
472.37451	0.97952
470.32071	0.97851
468.26691	0.97779
466.21311	0.97826
464.1593	0.97924
462.1055	0.97843
460.0517	0.97485
457.9979	0.96822
455.94409	0.95901
453.89029	0.95192
451.83649	0.95213
449.78269	0.95802
447.72889	0.9645
445.67508	0.97094
443.62128	0.97673
441.56748	0.97896
439.51368	0.97592
437.45987	0.97167
435.40607	0.97205
433.35227	0.97533
431.29847	0.97749
429.24467	0.97849
427.19086	0.97925
425.13706	0.98112
423.08326	0.98154
421.02946	0.97577
418.97565	0.96913
416.92185	0.97288
414.86805	0.97836
412.81425	0.97668
410.76045	0.9731
408.70664	0.97357
406.65284	0.97598
404.59904	0.97692
402.54524	0.97428
400.49143	0.96815
398.43763	0.96303
KMeans Clustering	8.0
Spectral Clustering	11.0
Agglomerative Clustering	10.0
