Numero de onda	PCL.0.dpt
2817.81666	0.99313
2815.76286	0.99356
2813.70905	0.99379
2811.65525	0.99382
2809.60145	0.99394
2807.54765	0.99426
2805.49384	0.9945
2803.44004	0.9944
2801.38624	0.99433
2799.33244	0.99457
2797.27864	0.99478
2795.22483	0.99478
2793.17103	0.99473
2791.11723	0.99467
2789.06343	0.99469
2787.00962	0.99485
2784.95582	0.99506
2782.90202	0.99529
2780.84822	0.99538
2778.79442	0.99524
2776.74061	0.99503
2774.68681	0.99498
2772.63301	0.99508
2770.57921	0.995
2768.5254	0.99483
2766.4716	0.99488
2764.4178	0.99511
2762.364	0.99518
2760.3102	0.9952
2758.25639	0.99551
2756.20259	0.99582
2754.14879	0.9957
2752.09499	0.99539
2750.04118	0.99515
2747.98738	0.99497
2745.93358	0.99513
2743.87978	0.99568
2741.82598	0.99608
2739.77217	0.99594
2737.71837	0.9956
2735.66457	0.99551
2733.61077	0.99568
2731.55696	0.99577
2729.50316	0.99578
2727.44936	0.99591
2725.39556	0.99604
2723.34176	0.99593
2721.28795	0.99568
2719.23415	0.9956
2717.18035	0.99572
2715.12655	0.99578
2713.07274	0.99575
2711.01894	0.99574
2708.96514	0.99566
2706.91134	0.99555
2704.85754	0.99565
2702.80373	0.99578
2700.74993	0.99583
2698.69613	0.99578
2696.64233	0.99563
2694.58852	0.99552
2692.53472	0.99549
2690.48092	0.99546
2688.42712	0.99545
2686.37332	0.99549
2684.31951	0.99554
2682.26571	0.99568
2680.21191	0.99583
2678.15811	0.99583
2676.1043	0.99577
2674.0505	0.99575
2671.9967	0.99582
2669.9429	0.99592
2667.8891	0.99587
2665.83529	0.99569
2663.78149	0.99541
2661.72769	0.99516
2659.67389	0.99511
2657.62008	0.99523
2655.56628	0.99528
2653.51248	0.99514
2651.45868	0.99512
2649.40488	0.9953
2647.35107	0.99542
2645.29727	0.99537
2643.24347	0.99523
2641.18967	0.99517
2639.13586	0.99516
2637.08206	0.99513
2635.02826	0.99514
2632.97446	0.99523
2630.92066	0.99541
2628.86685	0.99549
2626.81305	0.99535
2624.75925	0.9952
2622.70545	0.99525
2620.65164	0.99547
2618.59784	0.99578
2616.54404	0.99597
2614.49024	0.99594
2612.43644	0.996
2610.38263	0.99602
2608.32883	0.9957
2606.27503	0.99543
2604.22123	0.99563
2602.16742	0.99611
2600.11362	0.99654
2598.05982	0.99688
2596.00602	0.9971
2593.95222	0.99706
2591.89841	0.99678
2589.84461	0.99638
2587.79081	0.99618
2585.73701	0.99625
2583.6832	0.99635
2581.6294	0.99639
2579.5756	0.99643
2577.5218	0.99649
2575.468	0.99652
2573.41419	0.99637
2571.36039	0.9961
2569.30659	0.99608
2567.25279	0.99629
2565.19898	0.99653
2563.14518	0.99678
2561.09138	0.9968
2559.03758	0.99667
2556.98377	0.99667
2554.92997	0.99673
2552.87617	0.99653
2550.82237	0.99622
2548.76857	0.99625
2546.71476	0.99641
2544.66096	0.99612
2542.60716	0.99568
2540.55336	0.99589
2538.49955	0.99634
2536.44575	0.99625
2534.39195	0.99597
2532.33815	0.99605
2530.28435	0.9964
2528.23054	0.99653
2526.17674	0.99637
2524.12294	0.99639
2522.06914	0.99658
2520.01533	0.99659
2517.96153	0.99643
2515.90773	0.99629
2513.85393	0.99643
2511.80013	0.99681
2509.74632	0.99695
2507.69252	0.99694
2505.63872	0.99703
2503.58492	0.99691
2501.53111	0.99653
2499.47731	0.99621
2497.42351	0.99618
2495.36971	0.99637
2493.31591	0.99669
2491.2621	0.99703
2489.2083	0.99704
2487.1545	0.99694
2485.1007	0.9971
2483.04689	0.99746
2480.99309	0.99773
2478.93929	0.99778
2476.88549	0.99777
2474.83169	0.99771
2472.77788	0.99761
2470.72408	0.99756
2468.67028	0.99748
2466.61648	0.99733
2464.56267	0.99727
2462.50887	0.99712
2460.45507	0.9967
2458.40127	0.99654
2456.34747	0.99685
2454.29366	0.99697
2452.23986	0.99678
2450.18606	0.99671
2448.13226	0.9967
2446.07845	0.99671
2444.02465	0.99684
2441.97085	0.99693
2439.91705	0.99686
2437.86325	0.99669
2435.80944	0.99657
2433.75564	0.99663
2431.70184	0.99676
2429.64804	0.99674
2427.59423	0.9965
2425.54043	0.99622
2423.48663	0.99619
2421.43283	0.99625
2419.37903	0.99611
2417.32522	0.99604
2415.27142	0.99623
2413.21762	0.99659
2411.16382	0.99696
2409.11001	0.99694
2407.05621	0.99664
2405.00241	0.99663
2402.94861	0.99684
2400.89481	0.99681
2398.841	0.99669
2396.7872	0.99678
2394.7334	0.99671
2392.6796	0.99649
2390.62579	0.99668
2388.57199	0.9973
2386.51819	0.99766
2384.46439	0.99747
2382.41059	0.99703
2380.35678	0.99664
2378.30298	0.99689
2376.24918	0.99836
2374.19538	1.00032
2372.14157	1.00083
2370.08777	0.99956
2368.03397	0.99864
2365.98017	0.9981
2363.92637	0.99653
2361.87256	0.99594
2359.81876	0.99851
2357.76496	1.00127
2355.71116	1.00191
2353.65735	1.00091
2351.60355	0.99877
2349.54975	0.99718
2347.49595	0.99678
2345.44215	0.9971
2343.38834	0.99746
2341.33454	0.99714
2339.28074	0.99622
2337.22694	0.99608
2335.17313	0.9976
2333.11933	0.99892
2331.06553	0.99876
2329.01173	0.99865
2326.95793	0.99833
2324.90412	0.99729
2322.85032	0.99657
2320.79652	0.99609
2318.74272	0.99553
2316.68891	0.99499
2314.63511	0.99491
2312.58131	0.99574
2310.52751	0.9966
2308.47371	0.9967
2306.4199	0.99638
2304.3661	0.9962
2302.3123	0.99635
2300.2585	0.99635
2298.20469	0.99588
2296.15089	0.99563
2294.09709	0.99607
2292.04329	0.99642
2289.98949	0.99609
2287.93568	0.99573
2285.88188	0.99553
2283.82808	0.99507
2281.77428	0.99466
2279.72047	0.99485
2277.66667	0.99508
2275.61287	0.99485
2273.55907	0.99502
2271.50527	0.99577
2269.45146	0.99629
2267.39766	0.9964
2265.34386	0.99616
2263.29006	0.99584
2261.23625	0.99597
2259.18245	0.99622
2257.12865	0.9958
2255.07485	0.99485
2253.02105	0.99436
2250.96724	0.99474
2248.91344	0.99564
2246.85964	0.99643
2244.80584	0.99669
2242.75203	0.99642
2240.69823	0.99593
2238.64443	0.99586
2236.59063	0.99611
2234.53683	0.99609
2232.48302	0.99623
2230.42922	0.99652
2228.37542	0.99625
2226.32162	0.99599
2224.26781	0.99661
2222.21401	0.99751
2220.16021	0.99796
2218.10641	0.99837
2216.0526	0.99841
2213.9988	0.9976
2211.945	0.99712
2209.8912	0.99722
2207.8374	0.9967
2205.78359	0.99616
2203.72979	0.99668
2201.67599	0.99726
2199.62219	0.99629
2197.56838	0.99437
2195.51458	0.99409
2193.46078	0.99572
2191.40698	0.99634
2189.35318	0.99557
2187.29937	0.99554
2185.24557	0.9959
2183.19177	0.99515
2181.13797	0.99473
2179.08416	0.99607
2177.03036	0.99736
2174.97656	0.99783
2172.92276	0.99761
2170.86896	0.99652
2168.81515	0.99571
2166.76135	0.99571
2164.70755	0.99507
2162.65375	0.99304
2160.59994	0.99249
2158.54614	0.99584
2156.49234	0.99974
2154.43854	1.00115
2152.38474	1.0007
2150.33093	0.99888
2148.27713	0.99721
2146.22333	0.99696
2144.16953	0.99704
2142.11572	0.99746
2140.06192	0.99814
2138.00812	0.99789
2135.95432	0.99701
2133.90052	0.99665
2131.84671	0.99729
2129.79291	0.99785
2127.73911	0.99719
2125.68531	0.99668
2123.6315	0.99723
2121.5777	0.99752
2119.5239	0.99701
2117.4701	0.99633
2115.4163	0.99594
2113.36249	0.99616
2111.30869	0.99639
2109.25489	0.99573
2107.20109	0.99518
2105.14728	0.99555
2103.09348	0.9958
2101.03968	0.99543
2098.98588	0.99517
2096.93208	0.99526
2094.87827	0.99566
2092.82447	0.99611
2090.77067	0.99602
2088.71687	0.99543
2086.66306	0.99511
2084.60926	0.99534
2082.55546	0.99569
2080.50166	0.99619
2078.44786	0.99656
2076.39405	0.99656
2074.34025	0.9965
2072.28645	0.99601
2070.23265	0.99551
2068.17884	0.99601
2066.12504	0.9969
2064.07124	0.99731
2062.01744	0.99704
2059.96364	0.9968
2057.90983	0.99713
2055.85603	0.99738
2053.80223	0.99726
2051.74843	0.99713
2049.69462	0.99725
2047.64082	0.99794
2045.58702	0.99866
2043.53322	0.99839
2041.47942	0.99722
2039.42561	0.99603
2037.37181	0.99632
2035.31801	0.99799
2033.26421	0.99832
2031.2104	0.99734
2029.1566	0.99734
2027.1028	0.99777
2025.049	0.99743
2022.9952	0.997
2020.94139	0.9972
2018.88759	0.99778
2016.83379	0.99788
2014.77999	0.997
2012.72618	0.9961
2010.67238	0.99621
2008.61858	0.99706
2006.56478	0.99752
2004.51098	0.99699
2002.45717	0.9964
2000.40337	0.9963
1998.34957	0.99616
1996.29577	0.99624
1994.24196	0.99596
1992.18816	0.99541
1990.13436	0.99622
1988.08056	0.9973
1986.02676	0.99718
1983.97295	0.99681
1981.91915	0.99683
1979.86535	0.99677
1977.81155	0.99698
1975.75774	0.9975
1973.70394	0.9976
1971.65014	0.99742
1969.59634	0.99752
1967.54254	0.99791
1965.48873	0.99779
1963.43493	0.99669
1961.38113	0.99578
1959.32733	0.99646
1957.27352	0.99774
1955.21972	0.99808
1953.16592	0.99761
1951.11212	0.9968
1949.05832	0.99629
1947.00451	0.99688
1944.95071	0.99783
1942.89691	0.99758
1940.84311	0.99658
1938.7893	0.99643
1936.7355	0.99684
1934.6817	0.99701
1932.6279	0.99698
1930.5741	0.99692
1928.52029	0.99712
1926.46649	0.9977
1924.41269	0.99838
1922.35889	0.99861
1920.30508	0.99835
1918.25128	0.99812
1916.19748	0.99776
1914.14368	0.99709
1912.08988	0.99674
1910.03607	0.99693
1907.98227	0.99725
1905.92847	0.99754
1903.87467	0.99764
1901.82086	0.99742
1899.76706	0.99715
1897.71326	0.99685
1895.65946	0.99633
1893.60566	0.99609
1891.55185	0.99651
1889.49805	0.99688
1887.44425	0.99674
1885.39045	0.99647
1883.33664	0.99635
1881.28284	0.99632
1879.22904	0.99619
1877.17524	0.99633
1875.12143	0.99672
1873.06763	0.99644
1871.01383	0.99541
1868.96003	0.99473
1866.90623	0.9953
1864.85242	0.99601
1862.79862	0.9958
1860.74482	0.99534
1858.69102	0.99543
1856.63721	0.99588
1854.58341	0.9963
1852.52961	0.9964
1850.47581	0.99591
1848.42201	0.99539
1846.3682	0.99533
1844.3144	0.99524
1842.2606	0.9951
1840.2068	0.99529
1838.15299	0.99576
1836.09919	0.99613
1834.04539	0.9959
1831.99159	0.99542
1829.93779	0.99529
1827.88398	0.9956
1825.83018	0.99598
1823.77638	0.99593
1821.72258	0.9953
1819.66877	0.99464
1817.61497	0.99463
1815.56117	0.99491
1813.50737	0.99477
1811.45357	0.99431
1809.39976	0.99397
1807.34596	0.99394
1805.29216	0.99396
1803.23836	0.99387
1801.18455	0.99364
1799.13075	0.99336
1797.07695	0.9933
1795.02315	0.99325
1792.96935	0.99277
1790.91554	0.99211
1788.86174	0.99165
1786.80794	0.99134
1784.75414	0.99111
1782.70033	0.99068
1780.64653	0.99017
1778.59273	0.98982
1776.53893	0.98937
1774.48513	0.98874
1772.43132	0.98826
1770.37752	0.98783
1768.32372	0.98728
1766.26992	0.98673
1764.21611	0.98616
1762.16231	0.98539
1760.10851	0.98448
1758.05471	0.98336
1756.00091	0.98165
1753.9471	0.9794
1751.8933	0.97599
1749.8395	0.97042
1747.7857	0.96279
1745.73189	0.95336
1743.67809	0.94211
1741.62429	0.92983
1739.57049	0.91686
1737.51669	0.9048
1735.46288	0.89396
1733.40908	0.88284
1731.35528	0.87319
1729.30148	0.86387
1727.24767	0.85345
1725.19387	0.84312
1723.14007	0.83488
1721.08627	0.83078
1719.03247	0.83377
1716.97866	0.84722
1714.92486	0.86513
1712.87106	0.88085
1710.81726	0.89463
1708.76345	0.90665
1706.70965	0.91744
1704.65585	0.92667
1702.60205	0.93289
1700.54825	0.93881
1698.49444	0.94469
1696.44064	0.94866
1694.38684	0.95227
1692.33304	0.95492
1690.27923	0.95722
1688.22543	0.95969
1686.17163	0.96237
1684.11783	0.96677
1682.06403	0.971
1680.01022	0.97342
1677.95642	0.97545
1675.90262	0.9777
1673.84882	0.98004
1671.79501	0.98184
1669.74121	0.98328
1667.68741	0.98453
1665.63361	0.98533
1663.57981	0.986
1661.526	0.98669
1659.4722	0.98715
1657.4184	0.9872
1655.3646	0.98708
1653.31079	0.9876
1651.25699	0.98853
1649.20319	0.98866
1647.14939	0.98875
1645.09559	0.98922
1643.04178	0.98937
1640.98798	0.98915
1638.93418	0.98885
1636.88038	0.98881
1634.82657	0.98925
1632.77277	0.9897
1630.71897	0.98997
1628.66517	0.99022
1626.61137	0.9903
1624.55756	0.99027
1622.50376	0.99052
1620.44996	0.99083
1618.39616	0.99093
1616.34235	0.99104
1614.28855	0.9914
1612.23475	0.99173
1610.18095	0.99193
1608.12715	0.99216
1606.07334	0.99237
1604.01954	0.99241
1601.96574	0.99251
1599.91194	0.99275
1597.85813	0.99282
1595.80433	0.99273
1593.75053	0.99275
1591.69673	0.99288
1589.64293	0.99312
1587.58912	0.99333
1585.53532	0.9932
1583.48152	0.99282
1581.42772	0.99254
1579.37391	0.9925
1577.32011	0.99245
1575.26631	0.9922
1573.21251	0.99208
1571.15871	0.99221
1569.1049	0.99256
1567.0511	0.99285
1564.9973	0.99295
1562.9435	0.99293
1560.88969	0.99288
1558.83589	0.99289
1556.78209	0.99274
1554.72829	0.99259
1552.67449	0.99266
1550.62068	0.99278
1548.56688	0.99282
1546.51308	0.99276
1544.45928	0.9926
1542.40547	0.9924
1540.35167	0.9921
1538.29787	0.99192
1536.24407	0.992
1534.19026	0.99228
1532.13646	0.99259
1530.08266	0.99256
1528.02886	0.99239
1525.97506	0.99233
1523.92125	0.99225
1521.86745	0.99221
1519.81365	0.99245
1517.75985	0.99269
1515.70604	0.99265
1513.65224	0.99225
1511.59844	0.99168
1509.54464	0.99137
1507.49084	0.99143
1505.43703	0.99167
1503.38323	0.99173
1501.32943	0.99167
1499.27563	0.99156
1497.22182	0.99145
1495.16802	0.99125
1493.11422	0.99076
1491.06042	0.98997
1489.00662	0.98884
1486.95281	0.98714
1484.89901	0.98466
1482.84521	0.98087
1480.79141	0.97536
1478.7376	0.96974
1476.6838	0.96569
1474.63	0.9621
1472.5762	0.95747
1470.5224	0.95502
1468.46859	0.95608
1466.41479	0.95804
1464.36099	0.95944
1462.30719	0.9603
1460.25338	0.96111
1458.19958	0.96308
1456.14578	0.967
1454.09198	0.97003
1452.03818	0.97167
1449.98437	0.97295
1447.93057	0.97426
1445.87677	0.97528
1443.82297	0.97555
1441.76916	0.97514
1439.71536	0.97426
1437.66156	0.97352
1435.60776	0.97365
1433.55396	0.97432
1431.50015	0.97483
1429.44635	0.97437
1427.39255	0.97206
1425.33875	0.96764
1423.28494	0.96129
1421.23114	0.95496
1419.17734	0.95126
1417.12354	0.95136
1415.06974	0.95384
1413.01593	0.95823
1410.96213	0.9639
1408.90833	0.96857
1406.85453	0.9706
1404.80072	0.9697
1402.74692	0.96654
1400.69312	0.96232
1398.63932	0.95831
1396.58552	0.95646
1394.53171	0.95744
1392.47791	0.9599
