Numero de onda	poliestireno.dpt
3581.83109	0.99979
3579.77728	0.99913
3577.72348	0.99885
3575.66968	0.99882
3573.61588	0.99902
3571.56208	0.99941
3569.50827	0.99957
3567.45447	0.99987
3565.40067	1.00037
3563.34687	1.00025
3561.29306	0.99983
3559.23926	0.99944
3557.18546	0.99885
3555.13166	0.99809
3553.07786	0.99782
3551.02405	0.99843
3548.97025	0.99927
3546.91645	0.99999
3544.86265	1.00061
3542.80884	1.00064
3540.75504	1.00007
3538.70124	0.99935
3536.64744	0.9991
3534.59364	0.99952
3532.53983	0.99989
3530.48603	0.9999
3528.43223	1.00006
3526.37843	1.00022
3524.32462	1.00006
3522.27082	0.99978
3520.21702	0.99942
3518.16322	0.99908
3516.10942	0.99867
3514.05561	0.99862
3512.00181	0.99922
3509.94801	0.99957
3507.89421	0.99937
3505.8404	0.99915
3503.7866	0.99914
3501.7328	0.99936
3499.679	0.99936
3497.6252	0.99908
3495.57139	0.99937
3493.51759	0.99994
3491.46379	0.99984
3489.40999	0.99915
3487.35618	0.99853
3485.30238	0.99872
3483.24858	0.99963
3481.19478	1.00038
3479.14098	1.00023
3477.08717	0.99926
3475.03337	0.99855
3472.97957	0.99879
3470.92577	0.99913
3468.87196	0.99893
3466.81816	0.99882
3464.76436	0.99893
3462.71056	0.99868
3460.65676	0.99863
3458.60295	0.99911
3456.54915	0.99921
3454.49535	0.99895
3452.44155	0.9991
3450.38774	0.99959
3448.33394	0.99966
3446.28014	0.99908
3444.22634	0.99868
3442.17254	0.99895
3440.11873	0.99929
3438.06493	0.99933
3436.01113	0.99931
3433.95733	0.99909
3431.90352	0.99878
3429.84972	0.99898
3427.79592	0.99949
3425.74212	0.99975
3423.68832	0.99981
3421.63451	1.00004
3419.58071	1.00022
3417.52691	0.99977
3415.47311	0.9992
3413.4193	0.99941
3411.3655	0.99999
3409.3117	1.00014
3407.2579	0.9998
3405.2041	0.99923
3403.15029	0.99912
3401.09649	0.99985
3399.04269	1.00035
3396.98889	1.00019
3394.93508	1.0
3392.88128	0.99968
3390.82748	0.99936
3388.77368	0.99936
3386.71988	0.99949
3384.66607	0.99974
3382.61227	0.99989
3380.55847	0.99955
3378.50467	0.99914
3376.45086	0.99919
3374.39706	0.9994
3372.34326	0.99958
3370.28946	0.99965
3368.23566	0.99957
3366.18185	0.99985
3364.12805	1.00049
3362.07425	1.00072
3360.02045	1.00034
3357.96664	0.99993
3355.91284	0.99969
3353.85904	0.99945
3351.80524	0.99954
3349.75144	0.99994
3347.69763	1.00012
3345.64383	0.99988
3343.59003	0.99927
3341.53623	0.99884
3339.48242	0.99917
3337.42862	0.99976
3335.37482	0.9997
3333.32102	0.99932
3331.26722	0.9994
3329.21341	0.99977
3327.15961	0.99966
3325.10581	0.99951
3323.05201	0.99998
3320.9982	1.00022
3318.9444	0.99983
3316.8906	0.99917
3314.8368	0.99872
3312.783	0.99882
3310.72919	0.99901
3308.67539	0.99904
3306.62159	0.99921
3304.56779	0.99949
3302.51398	0.99942
3300.46018	0.99912
3298.40638	0.99915
3296.35258	0.99943
3294.29878	0.99944
3292.24497	0.99919
3290.19117	0.99918
3288.13737	0.99935
3286.08357	0.99956
3284.02976	0.99991
3281.97596	1.00001
3279.92216	0.99952
3277.86836	0.99904
3275.81456	0.99901
3273.76075	0.99924
3271.70695	0.99955
3269.65315	0.99977
3267.59935	0.99962
3265.54554	0.99923
3263.49174	0.99923
3261.43794	0.99966
3259.38414	0.99984
3257.33034	0.99947
3255.27653	0.99884
3253.22273	0.99871
3251.16893	0.99931
3249.11513	0.99973
3247.06132	0.99963
3245.00752	0.9995
3242.95372	0.99936
3240.89992	0.99907
3238.84611	0.99893
3236.79231	0.99918
3234.73851	0.99939
3232.68471	0.99918
3230.63091	0.99906
3228.5771	0.99934
3226.5233	0.99975
3224.4695	1.00012
3222.4157	1.00033
3220.36189	1.00047
3218.30809	1.00066
3216.25429	1.00071
3214.20049	1.0003
3212.14669	0.99946
3210.09288	0.99907
3208.03908	0.99949
3205.98528	0.99978
3203.93148	0.99957
3201.87767	0.9995
3199.82387	0.99976
3197.77007	1.00004
3195.71627	1.00007
3193.66247	0.99972
3191.60866	0.99938
3189.55486	0.99966
3187.50106	1.00038
3185.44726	1.00073
3183.39345	1.0006
3181.33965	1.00004
3179.28585	0.99928
3177.23205	0.999
3175.17825	0.99913
3173.12444	0.99924
3171.07064	0.99919
3169.01684	0.99925
3166.96304	0.99934
3164.90923	0.9993
3162.85543	0.99951
3160.80163	0.99978
3158.74783	0.99958
3156.69403	0.99924
3154.64022	0.99951
3152.58642	1.00005
3150.53262	1.00012
3148.47882	1.00017
3146.42501	1.00055
3144.37121	1.00084
3142.31741	1.00061
3140.26361	1.00013
3138.20981	0.99995
3136.156	0.99999
3134.1022	0.99992
3132.0484	1.0
3129.9946	1.00053
3127.94079	1.00106
3125.88699	1.00114
3123.83319	1.00094
3121.77939	1.00094
3119.72559	1.00103
3117.67178	1.00059
3115.61798	0.99969
3113.56418	0.99892
3111.51038	0.99842
3109.45657	0.99815
3107.40277	0.99798
3105.34897	0.99771
3103.29517	0.9974
3101.24137	0.99697
3099.18756	0.99668
3097.13376	0.99694
3095.07996	0.9969
3093.02616	0.99586
3090.97235	0.99495
3088.91855	0.99431
3086.86475	0.99284
3084.81095	0.99127
3082.75715	0.99086
3080.70334	0.99164
3078.64954	0.99287
3076.59574	0.99359
3074.54194	0.99336
3072.48813	0.99265
3070.43433	0.99213
3068.38053	0.99189
3066.32673	0.99111
3064.27293	0.98946
3062.21912	0.98784
3060.16532	0.98717
3058.11152	0.98772
3056.05772	0.98894
3054.00391	0.9902
3051.95011	0.99159
3049.89631	0.993
3047.84251	0.99395
3045.78871	0.99419
3043.7349	0.99374
3041.6811	0.99294
3039.6273	0.9922
3037.5735	0.99097
3035.51969	0.98838
3033.46589	0.985
3031.41209	0.98171
3029.35829	0.9785
3027.30449	0.97586
3025.25068	0.97487
3023.19688	0.9762
3021.14308	0.9797
3019.08928	0.98409
3017.03547	0.98798
3014.98167	0.99079
3012.92787	0.9923
3010.87407	0.99266
3008.82027	0.99248
3006.76646	0.99232
3004.71266	0.99242
3002.65886	0.99271
3000.60506	0.99306
2998.55125	0.99361
2996.49745	0.99456
2994.44365	0.99567
2992.38985	0.99648
2990.33605	0.99713
2988.28224	0.9977
2986.22844	0.9979
2984.17464	0.9978
2982.12084	0.99772
2980.06703	0.99769
2978.01323	0.99764
2975.95943	0.99778
2973.90563	0.99784
2971.85183	0.99754
2969.79802	0.99713
2967.74422	0.9966
2965.69042	0.99604
2963.63662	0.99571
2961.58281	0.9953
2959.52901	0.99442
2957.47521	0.99358
2955.42141	0.99303
2953.36761	0.99239
2951.3138	0.99167
2949.26	0.99088
2947.2062	0.98957
2945.1524	0.98794
2943.09859	0.98642
2941.04479	0.98467
2938.99099	0.98269
2936.93719	0.98084
2934.88339	0.979
2932.82958	0.97707
2930.77578	0.97508
2928.72198	0.97307
2926.66818	0.97144
2924.61437	0.97047
2922.56057	0.97023
2920.50677	0.97041
2918.45297	0.97062
2916.39917	0.97119
2914.34536	0.97204
2912.29156	0.97279
2910.23776	0.97373
2908.18396	0.97505
2906.13015	0.97673
2904.07635	0.97863
2902.02255	0.98034
2899.96875	0.98177
2897.91494	0.98301
2895.86114	0.98405
2893.80734	0.98506
2891.75354	0.98618
2889.69974	0.98737
2887.64593	0.98828
2885.59213	0.98862
2883.53833	0.9888
2881.48453	0.98927
2879.43072	0.98992
2877.37692	0.9907
2875.32312	0.99141
2873.26932	0.99189
2871.21552	0.99217
2869.16171	0.99215
2867.10791	0.99188
2865.05411	0.99142
2863.00031	0.99082
2860.9465	0.99024
2858.8927	0.9895
2856.8389	0.98834
2854.7851	0.98726
2852.7313	0.98671
2850.67749	0.98644
2848.62369	0.9863
2846.56989	0.98661
2844.51609	0.98766
2842.46228	0.98913
2840.40848	0.99059
2838.35468	0.99181
2836.30088	0.99288
2834.24708	0.99389
2832.19327	0.99475
2830.13947	0.99546
2828.08567	0.99601
2826.03187	0.99639
2823.97806	0.9966
2821.92426	0.99681
2819.87046	0.99718
2817.81666	0.99753
2815.76286	0.99778
2813.70905	0.9979
2811.65525	0.99775
2809.60145	0.99757
2807.54765	0.99761
2805.49384	0.99763
2803.44004	0.99751
2801.38624	0.99757
2799.33244	0.99795
2797.27864	0.99813
2795.22483	0.99781
2793.17103	0.99757
2791.11723	0.99777
2789.06343	0.99786
2787.00962	0.99777
2784.95582	0.99802
2782.90202	0.99835
2780.84822	0.99838
2778.79442	0.99832
2776.74061	0.9984
2774.68681	0.99858
2772.63301	0.99864
2770.57921	0.99854
2768.5254	0.99846
2766.4716	0.99852
2764.4178	0.99868
2762.364	0.99889
2760.3102	0.99901
2758.25639	0.99898
2756.20259	0.99901
2754.14879	0.99913
2752.09499	0.99907
2750.04118	0.99871
2747.98738	0.99833
2745.93358	0.99838
2743.87978	0.99867
2741.82598	0.9987
2739.77217	0.99864
2737.71837	0.99882
2735.66457	0.99887
2733.61077	0.99862
2731.55696	0.99838
2729.50316	0.99835
2727.44936	0.99861
2725.39556	0.99873
2723.34176	0.99851
2721.28795	0.99849
2719.23415	0.99865
2717.18035	0.99872
2715.12655	0.99888
2713.07274	0.99915
2711.01894	0.99933
2708.96514	0.99921
2706.91134	0.99889
2704.85754	0.9987
2702.80373	0.99864
2700.74993	0.99872
2698.69613	0.99906
2696.64233	0.99912
2694.58852	0.99863
2692.53472	0.99828
2690.48092	0.99848
2688.42712	0.99892
2686.37332	0.99907
2684.31951	0.99883
2682.26571	0.99863
2680.21191	0.99862
2678.15811	0.99854
2676.1043	0.99841
2674.0505	0.99835
2671.9967	0.99839
2669.9429	0.99857
2667.8891	0.99876
2665.83529	0.99875
2663.78149	0.99871
2661.72769	0.99864
2659.67389	0.99837
2657.62008	0.99825
2655.56628	0.99838
2653.51248	0.99839
2651.45868	0.99826
2649.40488	0.99829
2647.35107	0.99848
2645.29727	0.99864
2643.24347	0.99858
2641.18967	0.99845
2639.13586	0.99836
2637.08206	0.99831
2635.02826	0.99834
2632.97446	0.99849
2630.92066	0.99869
2628.86685	0.99883
2626.81305	0.99889
2624.75925	0.99899
2622.70545	0.99895
2620.65164	0.99878
2618.59784	0.99876
2616.54404	0.99893
2614.49024	0.99918
2612.43644	0.99932
2610.38263	0.99914
2608.32883	0.99858
2606.27503	0.99803
2604.22123	0.99805
2602.16742	0.99874
2600.11362	0.99919
2598.05982	0.99892
2596.00602	0.99891
2593.95222	0.99926
2591.89841	0.9993
2589.84461	0.99911
2587.79081	0.99889
2585.73701	0.99884
2583.6832	0.99885
2581.6294	0.99858
2579.5756	0.99851
2577.5218	0.99892
2575.468	0.99919
2573.41419	0.99916
2571.36039	0.99915
2569.30659	0.99905
2567.25279	0.99889
2565.19898	0.99907
2563.14518	0.99922
2561.09138	0.99905
2559.03758	0.99922
2556.98377	0.99952
2554.92997	0.99933
2552.87617	0.99929
2550.82237	0.99965
2548.76857	0.99964
2546.71476	0.99933
2544.66096	0.99925
2542.60716	0.99956
2540.55336	1.00008
2538.49955	1.00045
2536.44575	1.00044
2534.39195	0.99993
2532.33815	0.99941
2530.28435	0.99922
2528.23054	0.99914
2526.17674	0.99928
2524.12294	0.9998
2522.06914	1.00011
2520.01533	0.9999
2517.96153	0.99984
2515.90773	0.99978
2513.85393	0.99908
2511.80013	0.99848
2509.74632	0.99896
2507.69252	0.99977
2505.63872	0.99991
2503.58492	0.99972
2501.53111	0.99974
2499.47731	0.99992
2497.42351	0.9997
2495.36971	0.99945
2493.31591	0.99991
2491.2621	1.00079
2489.2083	1.00111
2487.1545	1.00047
2485.1007	0.99982
2483.04689	0.99982
2480.99309	1.00016
2478.93929	1.00068
2476.88549	1.00098
2474.83169	1.00058
2472.77788	1.00013
2470.72408	1.0003
2468.67028	1.00048
2466.61648	1.00016
2464.56267	0.99939
2462.50887	0.99871
2460.45507	0.9988
2458.40127	0.9993
2456.34747	0.9996
2454.29366	0.99963
2452.23986	0.99962
2450.18606	0.99987
2448.13226	1.00011
2446.07845	0.99988
2444.02465	0.99948
2441.97085	0.99963
2439.91705	1.00011
2437.86325	1.00022
2435.80944	0.99988
2433.75564	0.99972
2431.70184	0.99998
2429.64804	0.99996
2427.59423	0.99947
2425.54043	0.99908
2423.48663	0.99921
2421.43283	1.00001
2419.37903	1.00087
2417.32522	1.00098
2415.27142	1.00052
2413.21762	0.99997
2411.16382	0.99965
2409.11001	0.99988
2407.05621	1.00052
2405.00241	1.00089
2402.94861	1.00064
2400.89481	1.00029
2398.841	1.00037
2396.7872	1.00054
2394.7334	1.00039
2392.6796	1.00037
2390.62579	1.00076
2388.57199	1.00104
2386.51819	1.00087
2384.46439	1.0006
2382.41059	1.00044
2380.35678	1.00029
2378.30298	1.00019
2376.24918	1.00034
2374.19538	1.00043
2372.14157	1.00016
2370.08777	0.99977
2368.03397	0.99906
2365.98017	0.99841
2363.92637	0.99917
2361.87256	1.00006
2359.81876	0.99903
2357.76496	0.99732
2355.71116	0.99681
2353.65735	0.9976
2351.60355	0.99872
2349.54975	0.9994
2347.49595	0.99946
2345.44215	0.999
2343.38834	0.99867
2341.33454	0.99883
2339.28074	0.99923
2337.22694	0.99967
2335.17313	0.99981
2333.11933	0.9998
2331.06553	0.99966
2329.01173	0.99935
2326.95793	0.99896
2324.90412	0.99844
2322.85032	0.99797
2320.79652	0.99766
2318.74272	0.99759
2316.68891	0.998
2314.63511	0.9988
2312.58131	0.99942
2310.52751	0.99937
2308.47371	0.99888
2306.4199	0.99867
2304.3661	0.99902
2302.3123	0.99951
2300.2585	0.99963
2298.20469	0.9996
2296.15089	0.99982
2294.09709	0.99995
2292.04329	0.99985
2289.98949	0.99961
2287.93568	0.99902
2285.88188	0.99851
2283.82808	0.99873
2281.77428	0.99889
2279.72047	0.99843
2277.66667	0.99812
2275.61287	0.9986
2273.55907	0.99971
2271.50527	1.00034
2269.45146	1.00012
2267.39766	0.99982
2265.34386	0.99975
2263.29006	0.99961
2261.23625	0.9991
2259.18245	0.99854
2257.12865	0.99886
2255.07485	0.99931
2253.02105	0.99903
2250.96724	0.99919
2248.91344	0.99928
2246.85964	0.99823
2244.80584	0.9979
2242.75203	0.99904
2240.69823	0.99956
2238.64443	0.99942
2236.59063	0.99992
2234.53683	1.0002
2232.48302	0.99978
2230.42922	0.99995
2228.37542	1.00042
2226.32162	1.00026
2224.26781	1.00049
2222.21401	1.00122
2220.16021	1.00185
2218.10641	1.00167
2216.0526	1.0001
2213.9988	0.99829
2211.945	0.99795
2209.8912	0.99901
2207.8374	0.99991
2205.78359	1.0003
2203.72979	1.00084
2201.67599	1.00142
2199.62219	1.00153
2197.56838	1.00095
2195.51458	1.00038
2193.46078	1.0013
2191.40698	1.00286
2189.35318	1.00302
2187.29937	1.00302
2185.24557	1.0031
2183.19177	1.00083
2181.13797	0.99822
2179.08416	0.99802
2177.03036	0.99909
2174.97656	1.00081
2172.92276	1.00188
2170.86896	1.00164
2168.81515	1.00082
2166.76135	0.99807
2164.70755	0.9941
2162.65375	0.99199
2160.59994	0.99227
2158.54614	0.99453
2156.49234	0.99802
2154.43854	1.00053
2152.38474	1.00149
2150.33093	1.00165
2148.27713	1.00229
2146.22333	1.00386
2144.16953	1.00525
2142.11572	1.00522
2140.06192	1.0038
2138.00812	1.00201
2135.95432	1.00143
2133.90052	1.00287
2131.84671	1.0044
2129.79291	1.0041
2127.73911	1.00268
2125.68531	1.00107
2123.6315	0.99974
2121.5777	0.99947
2119.5239	0.9995
2117.4701	0.99925
2115.4163	0.99971
2113.36249	1.0006
2111.30869	1.0008
2109.25489	1.00015
2107.20109	0.99921
2105.14728	0.99899
2103.09348	0.99963
2101.03968	1.00002
2098.98588	0.99981
2096.93208	1.00018
2094.87827	1.00146
2092.82447	1.00247
2090.77067	1.00244
2088.71687	1.0018
2086.66306	1.00093
2084.60926	0.99964
2082.55546	0.9988
2080.50166	0.99945
2078.44786	1.00071
2076.39405	1.00153
2074.34025	1.0011
2072.28645	0.99965
2070.23265	0.99912
2068.17884	0.99931
2066.12504	0.99913
2064.07124	0.99951
2062.01744	1.00068
2059.96364	1.00157
2057.90983	1.00154
2055.85603	1.00087
2053.80223	1.00001
2051.74843	0.99891
2049.69462	0.99785
2047.64082	0.9979
2045.58702	0.99893
2043.53322	0.99902
2041.47942	0.9987
2039.42561	0.99931
2037.37181	1.00047
2035.31801	1.00222
2033.26421	1.00269
2031.2104	1.0007
2029.1566	0.9994
2027.1028	0.99968
2025.049	1.00019
2022.9952	1.0005
2020.94139	0.99983
2018.88759	0.99969
2016.83379	1.00132
2014.77999	1.00136
2012.72618	0.99836
2010.67238	0.99599
2008.61858	0.99722
2006.56478	1.00101
2004.51098	1.00345
2002.45717	1.0019
2000.40337	0.99913
1998.34957	0.99967
1996.29577	1.00301
1994.24196	1.00494
1992.18816	1.00394
1990.13436	1.0026
1988.08056	1.00167
1986.02676	1.00082
1983.97295	1.00095
1981.91915	1.0002
1979.86535	0.99822
1977.81155	0.999
1975.75774	1.00334
1973.70394	1.00628
1971.65014	1.00532
1969.59634	1.00358
1967.54254	1.00258
1965.48873	1.0017
1963.43493	1.00069
1961.38113	0.9996
1959.32733	0.99885
1957.27352	0.99773
1955.21972	0.99592
1953.16592	0.99435
1951.11212	0.99409
1949.05832	0.99492
1947.00451	0.9956
1944.95071	0.99639
1942.89691	0.99755
1940.84311	0.99782
1938.7893	0.99797
1936.7355	0.99922
1934.6817	0.99979
1932.6279	0.99894
1930.5741	0.99837
1928.52029	0.9987
1926.46649	0.99962
1924.41269	1.00114
1922.35889	1.00253
1920.30508	1.00262
1918.25128	1.00169
1916.19748	1.00107
1914.14368	1.00112
1912.08988	1.00097
1910.03607	1.00058
1907.98227	1.00041
1905.92847	1.00052
1903.87467	1.00065
1901.82086	1.00047
1899.76706	1.00037
1897.71326	1.00039
1895.65946	1.00002
1893.60566	0.99968
1891.55185	0.99986
1889.49805	1.00045
1887.44425	1.00073
1885.39045	1.00042
1883.33664	1.00022
1881.28284	0.99992
1879.22904	0.99919
1877.17524	0.99844
1875.12143	0.99798
1873.06763	0.99813
1871.01383	0.99883
1868.96003	0.99921
1866.90623	0.99898
1864.85242	0.99926
1862.79862	0.99975
1860.74482	0.99946
1858.69102	0.99883
1856.63721	0.99874
1854.58341	0.99929
1852.52961	0.99985
1850.47581	1.00007
1848.42201	1.00029
1846.3682	1.00033
1844.3144	1.00019
1842.2606	1.00044
1840.2068	1.00083
1838.15299	1.00102
1836.09919	1.00082
1834.04539	1.00041
1831.99159	1.00025
1829.93779	1.0003
1827.88398	1.0004
1825.83018	1.00008
1823.77638	0.99941
1821.72258	0.99916
1819.66877	0.99924
1817.61497	0.99936
1815.56117	0.99921
1813.50737	0.99864
1811.45357	0.99836
1809.39976	0.99838
1807.34596	0.998
1805.29216	0.9977
1803.23836	0.99801
1801.18455	0.99824
1799.13075	0.998
1797.07695	0.99799
1795.02315	0.99842
1792.96935	0.99866
1790.91554	0.99861
1788.86174	0.99914
1786.80794	1.00013
1784.75414	1.00073
1782.70033	1.00081
1780.64653	1.00076
1778.59273	1.00055
1776.53893	1.00027
1774.48513	1.00009
1772.43132	0.9998
1770.37752	0.99947
1768.32372	0.99975
1766.26992	1.00035
1764.21611	1.00017
1762.16231	0.99948
1760.10851	0.99944
1758.05471	0.99962
1756.00091	0.99928
1753.9471	0.99861
1751.8933	0.99791
1749.8395	0.99782
1747.7857	0.99852
1745.73189	0.99932
1743.67809	0.99965
1741.62429	0.99924
1739.57049	0.99876
1737.51669	0.99897
1735.46288	0.99934
1733.40908	0.9994
1731.35528	0.99948
1729.30148	0.99959
1727.24767	0.99946
1725.19387	0.99931
1723.14007	0.99955
1721.08627	0.99996
1719.03247	1.00029
1716.97866	1.00062
1714.92486	1.00073
1712.87106	1.00055
1710.81726	1.0003
1708.76345	1.00024
1706.70965	1.00041
1704.65585	1.00057
1702.60205	1.00065
1700.54825	1.00063
1698.49444	1.00031
1696.44064	0.99987
1694.38684	0.99968
1692.33304	0.99984
1690.27923	1.00009
1688.22543	1.00014
1686.17163	1.00012
1684.11783	1.00015
1682.06403	1.00006
1680.01022	1.00005
1677.95642	1.0001
1675.90262	1.00014
1673.84882	1.00003
1671.79501	0.99971
1669.74121	0.99933
1667.68741	0.99913
1665.63361	0.99916
1663.57981	0.99923
1661.526	0.99948
1659.4722	0.99986
1657.4184	1.00014
1655.3646	1.00043
1653.31079	1.00057
1651.25699	1.00014
1649.20319	0.99995
1647.14939	1.0003
1645.09559	1.00054
1643.04178	1.0004
1640.98798	1.00038
1638.93418	1.00054
1636.88038	1.00089
1634.82657	1.00087
1632.77277	1.00039
1630.71897	1.00015
1628.66517	1.00007
1626.61137	1.00014
1624.55756	1.00035
1622.50376	1.00017
1620.44996	0.99971
1618.39616	0.9994
1616.34235	0.99891
1614.28855	0.99812
1612.23475	0.99715
1610.18095	0.9954
1608.12715	0.99198
1606.07334	0.98685
1604.01954	0.98166
1601.96574	0.97896
1599.91194	0.9801
1597.85813	0.98383
1595.80433	0.98778
1593.75053	0.99053
1591.69673	0.99236
1589.64293	0.9935
1587.58912	0.99339
1585.53532	0.99224
1583.48152	0.9916
1581.42772	0.99259
1579.37391	0.99465
1577.32011	0.99662
1575.26631	0.99767
1573.21251	0.99804
1571.15871	0.99842
1569.1049	0.99897
1567.0511	0.99958
1564.9973	0.99984
1562.9435	0.99962
1560.88969	0.99931
1558.83589	0.99924
1556.78209	0.99946
1554.72829	0.99975
1552.67449	0.99973
1550.62068	0.9994
1548.56688	0.99906
1546.51308	0.99901
1544.45928	0.99929
1542.40547	0.99954
1540.35167	0.9994
1538.29787	0.99916
1536.24407	0.99918
1534.19026	0.99931
1532.13646	0.99943
1530.08266	0.9997
1528.02886	1.00005
1525.97506	1.0001
1523.92125	1.00002
1521.86745	1.00017
1519.81365	1.00051
1517.75985	1.00065
1515.70604	1.00039
1513.65224	1.00018
1511.59844	1.00025
1509.54464	1.0005
1507.49084	1.00025
1505.43703	0.99876
1503.38323	0.99709
1501.32943	0.99436
1499.27563	0.98808
1497.22182	0.97541
1495.16802	0.95986
1493.11422	0.95149
1491.06042	0.95433
1489.00662	0.96633
1486.95281	0.97788
1484.89901	0.98484
1482.84521	0.98925
1480.79141	0.99232
1478.7376	0.99435
1476.6838	0.99575
1474.63	0.99667
1472.5762	0.99709
1470.5224	0.99698
1468.46859	0.99672
1466.41479	0.99642
1464.36099	0.9954
1462.30719	0.99364
1460.25338	0.9913
1458.19958	0.98461
1456.14578	0.96932
1454.09198	0.95603
1452.03818	0.95056
1449.98437	0.95214
1447.93057	0.95823
1445.87677	0.96438
1443.82297	0.96901
1441.76916	0.97308
1439.71536	0.97689
1437.66156	0.98086
1435.60776	0.985
1433.55396	0.98796
1431.50015	0.99019
1429.44635	0.99229
1427.39255	0.99378
1425.33875	0.99459
1423.28494	0.99513
1421.23114	0.9956
1419.17734	0.99613
1417.12354	0.99654
1415.06974	0.99661
1413.01593	0.99659
1410.96213	0.99676
1408.90833	0.99702
1406.85453	0.99707
1404.80072	0.99704
1402.74692	0.99718
1400.69312	0.99741
1398.63932	0.99748
1396.58552	0.99721
1394.53171	0.99656
1392.47791	0.99578
1390.42411	0.99539
