Numero de onda	polvinilpirrolidona.dpt
1390.42411	0.8671
1388.37031	0.86636
1386.3165	0.86496
1384.2627	0.8629
1382.2089	0.86008
1380.1551	0.85683
1378.1013	0.85362
1376.04749	0.85077
1373.99369	0.84874
1371.93989	0.84795
1369.88609	0.84863
1367.83228	0.85072
1365.77848	0.85415
1363.72468	0.85915
1361.67088	0.86495
1359.61708	0.86998
1357.56327	0.87437
1355.50947	0.87833
1353.45567	0.88137
1351.40187	0.8834
1349.34806	0.88481
1347.29426	0.88635
1345.24046	0.88842
1343.18666	0.89076
1341.13286	0.89295
1339.07905	0.89468
1337.02525	0.8957
1334.97145	0.89565
1332.91765	0.89474
1330.86384	0.89331
1328.81004	0.89087
1326.75624	0.88687
1324.70244	0.88159
1322.64864	0.87585
1320.59483	0.87025
1318.54103	0.86529
1316.48723	0.86212
1314.43343	0.8615
1312.37962	0.86309
1310.32582	0.86611
1308.27202	0.86953
1306.21822	0.87221
1304.16442	0.87289
1302.11061	0.87035
1300.05681	0.86306
1298.00301	0.84968
1295.94921	0.83009
1293.8954	0.80561
1291.8416	0.7789
1289.7878	0.75344
1287.734	0.73235
1285.6802	0.71832
1283.62639	0.71267
1281.57259	0.71352
1279.51879	0.71686
1277.46499	0.71897
1275.41118	0.71773
1273.35738	0.71342
1271.30358	0.70846
1269.24978	0.70595
1267.19598	0.70761
1265.14217	0.71313
1263.08837	0.72155
1261.03457	0.73174
1258.98077	0.7428
1256.92696	0.75409
1254.87316	0.76486
1252.81936	0.77458
1250.76556	0.78325
1248.71176	0.79063
1246.65795	0.79632
1244.60415	0.80041
1242.55035	0.8032
1240.49655	0.80491
1238.44274	0.80536
1236.38894	0.80436
1234.33514	0.80231
1232.28134	0.79978
1230.22754	0.79731
1228.17373	0.79519
1226.11993	0.79357
1224.06613	0.79289
1222.01233	0.7932
1219.95852	0.79415
1217.90472	0.7957
1215.85092	0.79797
1213.79712	0.80108
1211.74332	0.80476
1209.68951	0.80849
1207.63571	0.81217
1205.58191	0.81588
1203.52811	0.81955
1201.4743	0.82298
1199.4205	0.826
1197.3667	0.82889
1195.3129	0.83176
1193.25909	0.83414
1191.20529	0.83556
1189.15149	0.83605
1187.09769	0.83598
1185.04389	0.8357
1182.99008	0.83532
1180.93628	0.8346
1178.88248	0.83338
1176.82868	0.83186
1174.77487	0.82988
1172.72107	0.82711
1170.66727	0.82403
1168.61347	0.82158
1166.55967	0.82066
1164.50586	0.82159
1162.45206	0.82357
1160.39826	0.82603
1158.34446	0.82914
1156.29065	0.83256
1154.23685	0.83589
1152.18305	0.83911
1150.12925	0.84253
1148.07545	0.8462
1146.02164	0.84977
1143.96784	0.85316
1141.91404	0.8567
1139.86024	0.86036
1137.80643	0.86352
1135.75263	0.86567
1133.69883	0.86693
1131.64503	0.86798
1129.59123	0.86916
1127.53742	0.87021
1125.48362	0.8708
1123.42982	0.87077
1121.37602	0.87035
1119.32221	0.86986
1117.26841	0.86972
1115.21461	0.8698
1113.16081	0.86975
1111.10701	0.86986
1109.0532	0.87012
1106.9994	0.87003
1104.9456	0.86956
1102.8918	0.86905
1100.83799	0.86878
1098.78419	0.86876
1096.73039	0.86874
1094.67659	0.86865
1092.62279	0.86841
1090.56898	0.86777
1088.51518	0.86691
1086.46138	0.86611
1084.40758	0.8648
1082.35377	0.86276
1080.29997	0.86055
1078.24617	0.85814
1076.19237	0.85573
1074.13857	0.85392
1072.08476	0.85274
1070.03096	0.85218
1067.97716	0.85208
1065.92336	0.85216
1063.86955	0.85249
1061.81575	0.85315
1059.76195	0.85411
1057.70815	0.85527
1055.65435	0.85662
1053.60054	0.85798
1051.54674	0.85888
1049.49294	0.85957
1047.43914	0.86042
1045.38533	0.86133
1043.33153	0.86241
1041.27773	0.86403
1039.22393	0.86587
1037.17013	0.86734
1035.11632	0.8681
1033.06252	0.86808
1031.00872	0.86783
1028.95492	0.8677
1026.90111	0.86701
1024.84731	0.86554
1022.79351	0.86385
1020.73971	0.86222
1018.68591	0.86056
1016.6321	0.85923
1014.5783	0.85922
1012.5245	0.86096
1010.4707	0.8637
1008.41689	0.86635
1006.36309	0.86783
1004.30929	0.86723
1002.25549	0.86522
1000.20169	0.8635
998.14788	0.86272
996.09408	0.86254
994.04028	0.86306
991.98648	0.86455
989.93267	0.86655
987.87887	0.86861
985.82507	0.87059
983.77127	0.87257
981.71747	0.87454
979.66366	0.87605
977.60986	0.87711
975.55606	0.87816
973.50226	0.8794
971.44845	0.88083
969.39465	0.88228
967.34085	0.88367
965.28705	0.88512
963.23325	0.8865
961.17944	0.88752
959.12564	0.88827
957.07184	0.88898
955.01804	0.88964
952.96423	0.89036
950.91043	0.89103
948.85663	0.89167
946.80283	0.8925
944.74903	0.89299
942.69522	0.89261
940.64142	0.89125
938.58762	0.88909
936.53382	0.88666
934.48001	0.88416
932.42621	0.88225
930.37241	0.88183
928.31861	0.88231
926.26481	0.88253
924.211	0.88269
922.1572	0.88356
920.1034	0.88511
918.0496	0.88703
915.99579	0.88883
913.94199	0.89003
911.88819	0.89079
909.83439	0.89118
907.78059	0.89105
905.72678	0.8903
903.67298	0.88913
901.61918	0.88773
899.56538	0.88635
897.51157	0.8856
895.45777	0.8852
893.40397	0.8848
891.35017	0.88456
889.29637	0.88461
887.24256	0.88547
885.18876	0.88712
883.13496	0.88843
881.08116	0.88908
879.02735	0.88971
876.97355	0.89026
874.91975	0.89082
872.86595	0.8911
870.81215	0.89045
868.75834	0.88993
866.70454	0.89015
864.65074	0.89009
862.59694	0.88925
860.54313	0.88775
858.48933	0.88508
856.43553	0.88164
854.38173	0.87815
852.32792	0.87419
850.27412	0.87016
848.22032	0.86682
846.16652	0.86409
844.11272	0.86231
842.05891	0.86224
840.00511	0.86318
837.95131	0.86402
835.89751	0.86535
833.8437	0.8678
831.7899	0.87049
829.7361	0.87273
827.6823	0.87533
825.6285	0.87822
823.57469	0.88001
821.52089	0.88065
819.46709	0.88165
817.41329	0.88365
815.35948	0.88508
813.30568	0.88526
811.25188	0.88594
809.19808	0.88762
807.14428	0.88861
805.09047	0.88834
803.03667	0.88794
800.98287	0.88785
798.92907	0.88839
796.87526	0.88957
794.82146	0.89044
792.76766	0.89037
790.71386	0.88945
788.66006	0.88849
786.60625	0.88823
784.55245	0.88815
782.49865	0.88762
780.44485	0.88694
778.39104	0.88677
776.33724	0.8874
774.28344	0.88809
772.22964	0.88767
770.17584	0.88638
768.12203	0.88523
766.06823	0.88406
764.01443	0.8821
761.96063	0.88026
759.90682	0.87928
757.85302	0.87775
755.79922	0.87518
753.74542	0.87263
751.69162	0.87062
749.63781	0.86853
747.58401	0.86605
745.53021	0.86317
743.47641	0.85988
741.4226	0.85729
739.3688	0.85576
737.315	0.85405
735.2612	0.85185
733.2074	0.85066
731.15359	0.85091
729.09979	0.85153
727.04599	0.8531
724.99219	0.85649
722.93838	0.86036
720.88458	0.8633
718.83078	0.86542
716.77698	0.86681
714.72318	0.86747
712.66937	0.86802
710.61557	0.86888
708.56177	0.86995
706.50797	0.87091
704.45416	0.8713
702.40036	0.87049
700.34656	0.8691
698.29276	0.8684
696.23896	0.8675
694.18515	0.86567
692.13135	0.86429
690.07755	0.86338
688.02375	0.86152
685.96994	0.85874
683.91614	0.85621
681.86234	0.85439
679.80854	0.85286
677.75474	0.8507
675.70093	0.84845
673.64713	0.84746
671.59333	0.84675
669.53953	0.8443
667.48572	0.83904
665.43192	0.83439
663.37812	0.83035
661.32432	0.82538
659.27052	0.82061
657.21671	0.81569
655.16291	0.80974
653.10911	0.80477
651.05531	0.80192
649.0015	0.80028
646.9477	0.79933
644.8939	0.79862
642.8401	0.79893
640.7863	0.80088
638.73249	0.80349
636.67869	0.80645
634.62489	0.80977
632.57109	0.81265
630.51728	0.8138
628.46348	0.81393
626.40968	0.81537
624.35588	0.81821
622.30208	0.82089
620.24827	0.82319
618.19447	0.82565
616.14067	0.82696
614.08687	0.82684
612.03306	0.82685
609.97926	0.82629
607.92546	0.82525
605.87166	0.82527
603.81786	0.82622
601.76405	0.82802
599.71025	0.83004
597.65645	0.83022
595.60265	0.82853
593.54884	0.82621
591.49504	0.82322
589.44124	0.82005
587.38744	0.81724
585.33364	0.81374
583.27983	0.80937
581.22603	0.80583
579.17223	0.80289
577.11843	0.79833
575.06462	0.79199
573.01082	0.78623
570.95702	0.78356
568.90322	0.78486
566.84942	0.78837
564.79561	0.79128
562.74181	0.79288
560.68801	0.79497
558.63421	0.79838
556.5804	0.80094
554.5266	0.80205
552.4728	0.80426
550.419	0.80813
548.3652	0.81255
546.31139	0.81594
544.25759	0.81714
542.20379	0.81701
540.14999	0.81648
538.09618	0.81646
536.04238	0.81664
533.98858	0.81577
531.93478	0.81542
529.88098	0.81772
527.82717	0.82091
525.77337	0.8215
523.71957	0.81961
521.66577	0.81716
519.61196	0.81551
517.55816	0.81569
515.50436	0.81686
513.45056	0.81886
511.39675	0.82084
509.34295	0.82142
507.28915	0.82036
505.23535	0.81794
503.18155	0.8154
501.12774	0.81424
499.07394	0.81533
497.02014	0.81663
494.96634	0.81752
492.91253	0.81849
490.85873	0.81773
488.80493	0.81612
486.75113	0.81507
484.69733	0.81423
482.64352	0.81293
480.58972	0.81
478.53592	0.80621
476.48212	0.80314
474.42831	0.79956
472.37451	0.79396
470.32071	0.79014
468.26691	0.79235
466.21311	0.79824
464.1593	0.80388
462.1055	0.81005
460.0517	0.81605
457.9979	0.81778
455.94409	0.81657
453.89029	0.81648
451.83649	0.81576
449.78269	0.81324
447.72889	0.81403
445.67508	0.82081
443.62128	0.82684
441.56748	0.82656
439.51368	0.82334
437.45987	0.82017
435.40607	0.81746
433.35227	0.81747
431.29847	0.82048
429.24467	0.82345
427.19086	0.82566
425.13706	0.82998
423.08326	0.83644
421.02946	0.84249
418.97565	0.84235
416.92185	0.83228
414.86805	0.82598
412.81425	0.82764
410.76045	0.83085
408.70664	0.83268
406.65284	0.83489
404.59904	0.83637
402.54524	0.83324
400.49143	0.8277
398.43763	0.82278
KMeans Clustering	4.0
Spectral Clustering	8.0
Agglomerative Clustering	2.0
