Numero de onda	PET_BONAFO.0.dpt
3101.24137	0.97164
3099.18756	0.97184
3097.13376	0.97197
3095.07996	0.97182
3093.02616	0.97169
3090.97235	0.9717
3088.91855	0.97181
3086.86475	0.97181
3084.81095	0.97154
3082.75715	0.9712
3080.70334	0.97106
3078.64954	0.97111
3076.59574	0.9712
3074.54194	0.97126
3072.48813	0.97129
3070.43433	0.9712
3068.38053	0.97103
3066.32673	0.97095
3064.27293	0.97102
3062.21912	0.97121
3060.16532	0.97123
3058.11152	0.97083
3056.05772	0.97034
3054.00391	0.97027
3051.95011	0.97051
3049.89631	0.97084
3047.84251	0.97143
3045.78871	0.97209
3043.7349	0.97242
3041.6811	0.97255
3039.6273	0.97264
3037.5735	0.97267
3035.51969	0.97265
3033.46589	0.97263
3031.41209	0.97266
3029.35829	0.9726
3027.30449	0.97232
3025.25068	0.97196
3023.19688	0.97173
3021.14308	0.97149
3019.08928	0.97114
3017.03547	0.97077
3014.98167	0.97045
3012.92787	0.97034
3010.87407	0.97026
3008.82027	0.96978
3006.76646	0.96912
3004.71266	0.96872
3002.65886	0.96848
3000.60506	0.96816
2998.55125	0.96787
2996.49745	0.96756
2994.44365	0.96709
2992.38985	0.9666
2990.33605	0.96612
2988.28224	0.96543
2986.22844	0.96466
2984.17464	0.96398
2982.12084	0.96325
2980.06703	0.96235
2978.01323	0.96128
2975.95943	0.9601
2973.90563	0.95899
2971.85183	0.95826
2969.79802	0.95788
2967.74422	0.95761
2965.69042	0.95726
2963.63662	0.95694
2961.58281	0.95681
2959.52901	0.95679
2957.47521	0.9572
2955.42141	0.95815
2953.36761	0.95918
2951.3138	0.96015
2949.26	0.96118
2947.2062	0.96223
2945.1524	0.96338
2943.09859	0.96455
2941.04479	0.96562
2938.99099	0.96665
2936.93719	0.96752
2934.88339	0.96796
2932.82958	0.96805
2930.77578	0.96817
2928.72198	0.96851
2926.66818	0.96877
2924.61437	0.96871
2922.56057	0.96857
2920.50677	0.96856
2918.45297	0.96856
2916.39917	0.96844
2914.34536	0.96804
2912.29156	0.96723
2910.23776	0.96634
2908.18396	0.96596
2906.13015	0.96619
2904.07635	0.96647
2902.02255	0.96674
2899.96875	0.96724
2897.91494	0.96761
2895.86114	0.96771
2893.80734	0.96776
2891.75354	0.96786
2889.69974	0.96801
2887.64593	0.96805
2885.59213	0.96784
2883.53833	0.96764
2881.48453	0.96779
2879.43072	0.96816
2877.37692	0.96851
2875.32312	0.96869
2873.26932	0.96872
2871.21552	0.96883
2869.16171	0.96916
2867.10791	0.96943
2865.05411	0.96956
2863.00031	0.96963
2860.9465	0.96964
2858.8927	0.96974
2856.8389	0.96995
2854.7851	0.9701
2852.7313	0.97021
2850.67749	0.97049
2848.62369	0.97089
2846.56989	0.97124
2844.51609	0.97163
2842.46228	0.97184
2840.40848	0.97179
2838.35468	0.9718
2836.30088	0.97192
2834.24708	0.97205
2832.19327	0.97213
2830.13947	0.97214
2828.08567	0.97212
2826.03187	0.97225
2823.97806	0.97257
2821.92426	0.97284
2819.87046	0.97282
2817.81666	0.9727
2815.76286	0.97265
2813.70905	0.97262
2811.65525	0.97253
2809.60145	0.97252
2807.54765	0.97261
2805.49384	0.97261
2803.44004	0.97253
2801.38624	0.97252
2799.33244	0.97252
2797.27864	0.97241
2795.22483	0.97222
2793.17103	0.97225
2791.11723	0.97264
2789.06343	0.97307
2787.00962	0.97332
2784.95582	0.97338
2782.90202	0.97322
2780.84822	0.97299
2778.79442	0.97288
2776.74061	0.97278
2774.68681	0.9727
2772.63301	0.97278
2770.57921	0.97293
2768.5254	0.97296
2766.4716	0.97292
2764.4178	0.97301
2762.364	0.97322
2760.3102	0.9734
2758.25639	0.97341
2756.20259	0.97339
2754.14879	0.97337
2752.09499	0.97317
2750.04118	0.97297
2747.98738	0.973
2745.93358	0.97301
2743.87978	0.9729
2741.82598	0.97285
2739.77217	0.97288
2737.71837	0.97301
2735.66457	0.97329
2733.61077	0.97373
2731.55696	0.97402
2729.50316	0.97391
2727.44936	0.97352
2725.39556	0.97333
2723.34176	0.97346
2721.28795	0.97357
2719.23415	0.97348
2717.18035	0.97349
2715.12655	0.97372
2713.07274	0.97384
2711.01894	0.97376
2708.96514	0.97379
2706.91134	0.97393
2704.85754	0.97399
2702.80373	0.9739
2700.74993	0.97373
2698.69613	0.97364
2696.64233	0.97359
2694.58852	0.97349
2692.53472	0.97344
2690.48092	0.97343
2688.42712	0.97348
2686.37332	0.97364
2684.31951	0.97391
2682.26571	0.97414
2680.21191	0.97424
2678.15811	0.97427
2676.1043	0.9742
2674.0505	0.97409
2671.9967	0.97397
2669.9429	0.97395
2667.8891	0.97411
2665.83529	0.97419
2663.78149	0.97403
2661.72769	0.97377
2659.67389	0.97367
2657.62008	0.97377
2655.56628	0.97379
2653.51248	0.97346
2651.45868	0.97314
2649.40488	0.97323
2647.35107	0.97357
2645.29727	0.97371
2643.24347	0.97359
2641.18967	0.97343
2639.13586	0.97322
2637.08206	0.97296
2635.02826	0.97289
2632.97446	0.97296
2630.92066	0.97288
2628.86685	0.97276
2626.81305	0.97293
2624.75925	0.97333
2622.70545	0.97367
2620.65164	0.97378
2618.59784	0.97372
2616.54404	0.97367
2614.49024	0.97356
2612.43644	0.97336
2610.38263	0.9734
2608.32883	0.97385
2606.27503	0.97438
2604.22123	0.97443
2602.16742	0.97414
2600.11362	0.97408
2598.05982	0.97412
2596.00602	0.97419
2593.95222	0.97437
2591.89841	0.97446
2589.84461	0.97437
2587.79081	0.9742
2585.73701	0.97409
2583.6832	0.97413
2581.6294	0.97436
2579.5756	0.9744
2577.5218	0.97404
2575.468	0.97379
2573.41419	0.9737
2571.36039	0.97379
2569.30659	0.97415
2567.25279	0.9744
2565.19898	0.97431
2563.14518	0.97427
2561.09138	0.97442
2559.03758	0.97451
2556.98377	0.97457
2554.92997	0.97476
2552.87617	0.97488
2550.82237	0.97495
2548.76857	0.97519
2546.71476	0.97522
2544.66096	0.97504
2542.60716	0.97515
2540.55336	0.97547
2538.49955	0.97552
2536.44575	0.97522
2534.39195	0.97511
2532.33815	0.9752
2530.28435	0.97501
2528.23054	0.97474
2526.17674	0.97469
2524.12294	0.97492
2522.06914	0.97547
2520.01533	0.97576
2517.96153	0.97524
2515.90773	0.97483
2513.85393	0.97507
2511.80013	0.97522
2509.74632	0.97517
2507.69252	0.97504
2505.63872	0.97489
2503.58492	0.97506
2501.53111	0.97545
2499.47731	0.97574
2497.42351	0.97588
2495.36971	0.97588
2493.31591	0.97603
2491.2621	0.97653
2489.2083	0.97692
2487.1545	0.977
2485.1007	0.97695
2483.04689	0.9768
2480.99309	0.97672
2478.93929	0.97673
2476.88549	0.97681
2474.83169	0.9769
2472.77788	0.97684
2470.72408	0.97656
2468.67028	0.97615
2466.61648	0.97621
2464.56267	0.97655
2462.50887	0.97649
2460.45507	0.97629
2458.40127	0.97639
2456.34747	0.97654
2454.29366	0.97645
2452.23986	0.9762
2450.18606	0.97605
2448.13226	0.97621
2446.07845	0.97656
2444.02465	0.97682
2441.97085	0.97666
2439.91705	0.97629
2437.86325	0.97612
2435.80944	0.97614
2433.75564	0.97621
2431.70184	0.97606
2429.64804	0.9758
2427.59423	0.97584
2425.54043	0.97607
2423.48663	0.97603
2421.43283	0.97567
2419.37903	0.97536
2417.32522	0.97513
2415.27142	0.97503
2413.21762	0.97528
2411.16382	0.97549
2409.11001	0.9755
2407.05621	0.97551
2405.00241	0.97551
2402.94861	0.97552
2400.89481	0.9754
2398.841	0.97512
2396.7872	0.97486
2394.7334	0.97463
2392.6796	0.97436
2390.62579	0.97438
2388.57199	0.97462
2386.51819	0.97465
2384.46439	0.97439
2382.41059	0.97417
2380.35678	0.9742
2378.30298	0.97441
2376.24918	0.97473
2374.19538	0.97486
2372.14157	0.97439
2370.08777	0.97416
2368.03397	0.97579
2365.98017	0.9778
2363.92637	0.97821
2361.87256	0.97853
2359.81876	0.97745
2357.76496	0.97457
2355.71116	0.97372
2353.65735	0.97502
2351.60355	0.97611
2349.54975	0.97596
2347.49595	0.97489
2345.44215	0.9739
2343.38834	0.97426
2341.33454	0.97515
2339.28074	0.97569
2337.22694	0.97619
2335.17313	0.97633
2333.11933	0.97653
2331.06553	0.97635
2329.01173	0.97466
2326.95793	0.97316
2324.90412	0.97333
2322.85032	0.97389
2320.79652	0.97393
2318.74272	0.97411
2316.68891	0.97415
2314.63511	0.97355
2312.58131	0.97322
2310.52751	0.97365
2308.47371	0.97408
2306.4199	0.97435
2304.3661	0.97463
2302.3123	0.97439
2300.2585	0.97364
2298.20469	0.97332
2296.15089	0.97363
2294.09709	0.97387
2292.04329	0.97376
2289.98949	0.97355
2287.93568	0.9735
2285.88188	0.97358
2283.82808	0.97352
2281.77428	0.9737
2279.72047	0.97413
2277.66667	0.97418
2275.61287	0.9742
2273.55907	0.97478
2271.50527	0.97565
2269.45146	0.97639
2267.39766	0.97659
2265.34386	0.97647
2263.29006	0.97696
2261.23625	0.97775
2259.18245	0.97778
2257.12865	0.97732
2255.07485	0.9769
2253.02105	0.97629
2250.96724	0.97573
2248.91344	0.97612
2246.85964	0.97672
2244.80584	0.9766
2242.75203	0.97698
2240.69823	0.97804
2238.64443	0.97814
2236.59063	0.97698
2234.53683	0.97588
2232.48302	0.97624
2230.42922	0.97746
2228.37542	0.97749
2226.32162	0.9763
2224.26781	0.97605
2222.21401	0.97746
2220.16021	0.97875
2218.10641	0.97917
2216.0526	0.97912
2213.9988	0.97873
2211.945	0.97877
2209.8912	0.97922
2207.8374	0.9791
2205.78359	0.97873
2203.72979	0.9785
2201.67599	0.97831
2199.62219	0.9783
2197.56838	0.9781
2195.51458	0.97803
2193.46078	0.97851
2191.40698	0.97872
2189.35318	0.97843
2187.29937	0.97836
2185.24557	0.97923
2183.19177	0.98075
2181.13797	0.98157
2179.08416	0.98149
2177.03036	0.98125
2174.97656	0.98132
2172.92276	0.98163
2170.86896	0.98136
2168.81515	0.97995
2166.76135	0.97849
2164.70755	0.97744
2162.65375	0.97677
2160.59994	0.97915
2158.54614	0.98359
2156.49234	0.98459
2154.43854	0.98342
2152.38474	0.98357
2150.33093	0.98421
2148.27713	0.98374
2146.22333	0.98263
2144.16953	0.98199
2142.11572	0.98161
2140.06192	0.98074
2138.00812	0.98003
2135.95432	0.98046
2133.90052	0.98069
2131.84671	0.97946
2129.79291	0.97812
2127.73911	0.97752
2125.68531	0.97753
2123.6315	0.9778
2121.5777	0.97762
2119.5239	0.97693
2117.4701	0.97606
2115.4163	0.97529
2113.36249	0.97507
2111.30869	0.97549
2109.25489	0.97612
2107.20109	0.97634
2105.14728	0.97584
2103.09348	0.97477
2101.03968	0.97404
2098.98588	0.97446
2096.93208	0.97588
2094.87827	0.97723
2092.82447	0.97723
2090.77067	0.97623
2088.71687	0.97553
2086.66306	0.97539
2084.60926	0.97564
2082.55546	0.97588
2080.50166	0.97537
2078.44786	0.97463
2076.39405	0.97491
2074.34025	0.9756
2072.28645	0.97571
2070.23265	0.97548
2068.17884	0.97563
2066.12504	0.97666
2064.07124	0.97759
2062.01744	0.97778
2059.96364	0.97812
2057.90983	0.97818
2055.85603	0.97742
2053.80223	0.97702
2051.74843	0.97749
2049.69462	0.97847
2047.64082	0.97915
2045.58702	0.97905
2043.53322	0.97941
2041.47942	0.98033
2039.42561	0.98028
2037.37181	0.97915
2035.31801	0.97886
2033.26421	0.97968
2031.2104	0.97993
2029.1566	0.98019
2027.1028	0.98124
2025.049	0.98183
2022.9952	0.98122
2020.94139	0.98046
2018.88759	0.98055
2016.83379	0.9804
2014.77999	0.97913
2012.72618	0.9781
2010.67238	0.97876
2008.61858	0.98016
2006.56478	0.98084
2004.51098	0.98114
2002.45717	0.9813
2000.40337	0.98118
1998.34957	0.98029
1996.29577	0.97838
1994.24196	0.97679
1992.18816	0.97605
1990.13436	0.97624
1988.08056	0.97737
1986.02676	0.97787
1983.97295	0.97739
1981.91915	0.97721
1979.86535	0.97807
1977.81155	0.97927
1975.75774	0.97974
1973.70394	0.97954
1971.65014	0.97836
1969.59634	0.97681
1967.54254	0.97648
1965.48873	0.97665
1963.43493	0.97632
1961.38113	0.97675
1959.32733	0.97777
1957.27352	0.978
1955.21972	0.97758
1953.16592	0.97698
1951.11212	0.97669
1949.05832	0.97644
1947.00451	0.97576
1944.95071	0.97516
1942.89691	0.97486
1940.84311	0.97481
1938.7893	0.975
1936.7355	0.97557
1934.6817	0.97671
1932.6279	0.97769
1930.5741	0.97792
1928.52029	0.97768
1926.46649	0.97744
1924.41269	0.97752
1922.35889	0.97725
1920.30508	0.97685
1918.25128	0.97767
1916.19748	0.97869
1914.14368	0.97875
1912.08988	0.97837
1910.03607	0.97779
1907.98227	0.97757
1905.92847	0.97797
1903.87467	0.97824
1901.82086	0.97811
1899.76706	0.97825
1897.71326	0.97871
1895.65946	0.9792
1893.60566	0.97973
1891.55185	0.97981
1889.49805	0.9793
1887.44425	0.97907
1885.39045	0.97945
1883.33664	0.97982
1881.28284	0.97994
1879.22904	0.98001
1877.17524	0.98024
1875.12143	0.98029
1873.06763	0.97984
1871.01383	0.9793
1868.96003	0.97935
1866.90623	0.97981
1864.85242	0.97999
1862.79862	0.98006
1860.74482	0.98027
1858.69102	0.98044
1856.63721	0.98014
1854.58341	0.97947
1852.52961	0.97892
1850.47581	0.97898
1848.42201	0.9792
1846.3682	0.97898
1844.3144	0.97873
1842.2606	0.97869
1840.2068	0.97855
1838.15299	0.97822
1836.09919	0.97795
1834.04539	0.9778
1831.99159	0.97767
1829.93779	0.97748
1827.88398	0.97734
1825.83018	0.9773
1823.77638	0.97733
1821.72258	0.97738
1819.66877	0.97762
1817.61497	0.97804
1815.56117	0.9782
1813.50737	0.97807
1811.45357	0.97795
1809.39976	0.9779
1807.34596	0.97794
1805.29216	0.9781
1803.23836	0.97814
1801.18455	0.97807
1799.13075	0.97812
1797.07695	0.97818
1795.02315	0.97816
1792.96935	0.97806
1790.91554	0.97792
1788.86174	0.97787
1786.80794	0.97805
1784.75414	0.9783
1782.70033	0.97844
1780.64653	0.9785
1778.59273	0.97859
1776.53893	0.97861
1774.48513	0.97849
1772.43132	0.97822
1770.37752	0.97792
1768.32372	0.97762
1766.26992	0.97735
1764.21611	0.97705
1762.16231	0.97639
1760.10851	0.97569
1758.05471	0.97481
1756.00091	0.97309
1753.9471	0.97058
1751.8933	0.96696
1749.8395	0.96079
1747.7857	0.95192
1745.73189	0.94085
1743.67809	0.92698
1741.62429	0.9102
1739.57049	0.89052
1737.51669	0.8722
1735.46288	0.85411
1733.40908	0.83033
1731.35528	0.809
1729.30148	0.79154
1727.24767	0.77406
1725.19387	0.75699
1723.14007	0.74024
1721.08627	0.72552
1719.03247	0.71105
1716.97866	0.69438
1714.92486	0.68298
1712.87106	0.67985
1710.81726	0.68275
1708.76345	0.6909
1706.70965	0.70472
1704.65585	0.723
1702.60205	0.74122
1700.54825	0.76281
1698.49444	0.78546
1696.44064	0.80375
1694.38684	0.82029
1692.33304	0.83283
1690.27923	0.84314
1688.22543	0.85197
1686.17163	0.85904
1684.11783	0.86619
1682.06403	0.87296
1680.01022	0.8789
1677.95642	0.88482
1675.90262	0.89089
1673.84882	0.89684
1671.79501	0.90182
1669.74121	0.90671
1667.68741	0.91156
1665.63361	0.91567
1663.57981	0.91988
1661.526	0.92405
1659.4722	0.92731
1657.4184	0.92979
1655.3646	0.93206
1653.31079	0.93459
1651.25699	0.93675
1649.20319	0.93818
1647.14939	0.93982
1645.09559	0.94144
1643.04178	0.94254
1640.98798	0.94355
1638.93418	0.94438
1636.88038	0.94503
1634.82657	0.94581
1632.77277	0.9468
1630.71897	0.94776
1628.66517	0.94862
1626.61137	0.94912
1624.55756	0.94935
1622.50376	0.94961
1620.44996	0.94965
1618.39616	0.94897
1616.34235	0.94742
1614.28855	0.94645
1612.23475	0.9467
1610.18095	0.94779
1608.12715	0.94937
1606.07334	0.95122
1604.01954	0.95329
1601.96574	0.95525
1599.91194	0.95665
1597.85813	0.95752
1595.80433	0.95813
1593.75053	0.95857
1591.69673	0.95872
1589.64293	0.95843
1587.58912	0.95755
1585.53532	0.9555
1583.48152	0.95178
1581.42772	0.94717
1579.37391	0.94369
1577.32011	0.94303
1575.26631	0.94584
1573.21251	0.94948
1571.15871	0.95262
1569.1049	0.95565
1567.0511	0.95779
1564.9973	0.95914
1562.9435	0.96014
1560.88969	0.9609
1558.83589	0.96177
1556.78209	0.96246
1554.72829	0.96278
1552.67449	0.96314
1550.62068	0.96351
1548.56688	0.96381
1546.51308	0.96413
1544.45928	0.96454
1542.40547	0.96493
1540.35167	0.9651
1538.29787	0.96509
1536.24407	0.965
1534.19026	0.96481
1532.13646	0.96456
1530.08266	0.9642
1528.02886	0.96371
1525.97506	0.96346
1523.92125	0.96358
1521.86745	0.96392
1519.81365	0.96426
1517.75985	0.96431
1515.70604	0.96402
1513.65224	0.96303
1511.59844	0.96048
1509.54464	0.95539
1507.49084	0.9454
1505.43703	0.93611
1503.38323	0.938
1501.32943	0.94593
1499.27563	0.95465
1497.22182	0.96093
1495.16802	0.96419
1493.11422	0.96554
1491.06042	0.96578
1489.00662	0.96513
1486.95281	0.96401
1484.89901	0.96267
1482.84521	0.96105
1480.79141	0.95909
1478.7376	0.95696
1476.6838	0.95477
1474.63	0.95277
1472.5762	0.95134
1470.5224	0.95077
1468.46859	0.95069
1466.41479	0.9501
1464.36099	0.94808
1462.30719	0.9452
1460.25338	0.94241
1458.19958	0.93942
1456.14578	0.93627
1454.09198	0.93459
1452.03818	0.93432
1449.98437	0.93488
1447.93057	0.93577
1445.87677	0.93656
1443.82297	0.93712
1441.76916	0.93772
1439.71536	0.93886
1437.66156	0.94119
1435.60776	0.94501
1433.55396	0.94909
1431.50015	0.95302
1429.44635	0.95694
1427.39255	0.95988
1425.33875	0.96124
1423.28494	0.96094
1421.23114	0.95877
1419.17734	0.95272
1417.12354	0.94089
1415.06974	0.924
1413.01593	0.90197
1410.96213	0.87952
1408.90833	0.86652
1406.85453	0.86809
1404.80072	0.88096
1402.74692	0.89655
1400.69312	0.90933
1398.63932	0.91934
1396.58552	0.92654
1394.53171	0.93186
