Numero de onda	PET_BONAFO.0.dpt
1392.47791	0.93594
1390.42411	0.93866
1388.37031	0.94046
1386.3165	0.94143
1384.2627	0.94154
1382.2089	0.941
1380.1551	0.93976
1378.1013	0.93774
1376.04749	0.935
1373.99369	0.93192
1371.93989	0.92979
1369.88609	0.92966
1367.83228	0.93215
1365.77848	0.93705
1363.72468	0.94322
1361.67088	0.94894
1359.61708	0.95263
1357.56327	0.95437
1355.50947	0.95464
1353.45567	0.95347
1351.40187	0.95051
1349.34806	0.94502
1347.29426	0.93618
1345.24046	0.92362
1343.18666	0.9089
1341.13286	0.89594
1339.07905	0.89025
1337.02525	0.89549
1334.97145	0.90893
1332.91765	0.9246
1330.86384	0.93749
1328.81004	0.94543
1326.75624	0.94891
1324.70244	0.94923
1322.64864	0.94748
1320.59483	0.94463
1318.54103	0.9413
1316.48723	0.93769
1314.43343	0.93376
1312.37962	0.92926
1310.32582	0.92408
1308.27202	0.91864
1306.21822	0.91318
1304.16442	0.90733
1302.11061	0.90044
1300.05681	0.89172
1298.00301	0.88096
1295.94921	0.86909
1293.8954	0.85725
1291.8416	0.846
1289.7878	0.83565
1287.734	0.82631
1285.6802	0.81811
1283.62639	0.81115
1281.57259	0.80527
1279.51879	0.79989
1277.46499	0.79439
1275.41118	0.78813
1273.35738	0.78016
1271.30358	0.77
1269.24978	0.7582
1267.19598	0.7457
1265.14217	0.73348
1263.08837	0.7225
1261.03457	0.71359
1258.98077	0.70714
1256.92696	0.70242
1254.87316	0.69796
1252.81936	0.69251
1250.76556	0.68557
1248.71176	0.67763
1246.65795	0.66955
1244.60415	0.6621
1242.55035	0.6561
1240.49655	0.65229
1238.44274	0.65127
1236.38894	0.65341
1234.33514	0.65858
1232.28134	0.66643
1230.22754	0.6764
1228.17373	0.68757
1226.11993	0.6992
1224.06613	0.71131
1222.01233	0.72411
1219.95852	0.73734
1217.90472	0.75088
1215.85092	0.76449
1213.79712	0.77766
1211.74332	0.79012
1209.68951	0.80165
1207.63571	0.81221
1205.58191	0.82222
1203.52811	0.83203
1201.4743	0.8415
1199.4205	0.85056
1197.3667	0.85933
1195.3129	0.8676
1193.25909	0.87509
1191.20529	0.88187
1189.15149	0.88785
1187.09769	0.89256
1185.04389	0.89549
1182.99008	0.89633
1180.93628	0.89523
1178.88248	0.8931
1176.82868	0.89128
1174.77487	0.89099
1172.72107	0.89319
1170.66727	0.8981
1168.61347	0.90466
1166.55967	0.91102
1164.50586	0.91583
1162.45206	0.91875
1160.39826	0.92006
1158.34446	0.92003
1156.29065	0.91861
1154.23685	0.91569
1152.18305	0.91129
1150.12925	0.90549
1148.07545	0.89849
1146.02164	0.89038
1143.96784	0.88125
1141.91404	0.87139
1139.86024	0.86114
1137.80643	0.85089
1135.75263	0.84057
1133.69883	0.82932
1131.64503	0.81656
1129.59123	0.80253
1127.53742	0.78767
1125.48362	0.77259
1123.42982	0.75871
1121.37602	0.74739
1119.32221	0.73945
1117.26841	0.73555
1115.21461	0.73555
1113.16081	0.73738
1111.10701	0.73755
1109.0532	0.73333
1106.9994	0.7245
1104.9456	0.71277
1102.8918	0.70033
1100.83799	0.6887
1098.78419	0.67857
1096.73039	0.67053
1094.67659	0.66511
1092.62279	0.66223
1090.56898	0.66126
1088.51518	0.66182
1086.46138	0.66419
1084.40758	0.6683
1082.35377	0.67394
1080.29997	0.68169
1078.24617	0.69196
1076.19237	0.70438
1074.13857	0.7182
1072.08476	0.73236
1070.03096	0.74576
1067.97716	0.75799
1065.92336	0.76926
1063.86955	0.77972
1061.81575	0.78905
1059.76195	0.79687
1057.70815	0.80296
1055.65435	0.80705
1053.60054	0.809
1051.54674	0.80907
1049.49294	0.80769
1047.43914	0.8054
1045.38533	0.80315
1043.33153	0.8019
1041.27773	0.80222
1039.22393	0.8043
1037.17013	0.80778
1035.11632	0.81206
1033.06252	0.81696
1031.00872	0.82203
1028.95492	0.82537
1026.90111	0.82319
1024.84731	0.81187
1022.79351	0.79141
1020.73971	0.76509
1018.68591	0.73907
1016.6321	0.72323
1014.5783	0.72565
1012.5245	0.74366
1010.4707	0.76624
1008.41689	0.78553
1006.36309	0.80039
1004.30929	0.81163
1002.25549	0.82019
1000.20169	0.82717
998.14788	0.83305
996.09408	0.83789
994.04028	0.8419
991.98648	0.8451
989.93267	0.84748
987.87887	0.84938
985.82507	0.85086
983.77127	0.85156
981.71747	0.85119
979.66366	0.84979
977.60986	0.84771
975.55606	0.84513
973.50226	0.84243
971.44845	0.84064
969.39465	0.84064
967.34085	0.84269
965.28705	0.84632
963.23325	0.85062
961.17944	0.85505
959.12564	0.85934
957.07184	0.86325
955.01804	0.86679
952.96423	0.86991
950.91043	0.87243
948.85663	0.87454
946.80283	0.87657
944.74903	0.8787
942.69522	0.88061
940.64142	0.88207
938.58762	0.88333
936.53382	0.88462
934.48001	0.88596
932.42621	0.88733
930.37241	0.88875
928.31861	0.89006
926.26481	0.89118
924.211	0.89248
922.1572	0.89414
920.1034	0.8957
918.0496	0.89666
915.99579	0.897
913.94199	0.89679
911.88819	0.89577
909.83439	0.89366
907.78059	0.89056
905.72678	0.88694
903.67298	0.88312
901.61918	0.87941
899.56538	0.87634
897.51157	0.87454
895.45777	0.87411
893.40397	0.87431
891.35017	0.8743
889.29637	0.87351
887.24256	0.8713
885.18876	0.86729
883.13496	0.86132
881.08116	0.85289
879.02735	0.84127
876.97355	0.82627
874.91975	0.80934
872.86595	0.79619
870.81215	0.79467
868.75834	0.80511
866.70454	0.8201
864.65074	0.83341
862.59694	0.84296
860.54313	0.84923
858.48933	0.85284
856.43553	0.85399
854.38173	0.85309
852.32792	0.85089
850.27412	0.84859
848.22032	0.8472
846.16652	0.84705
844.11272	0.84815
842.05891	0.85028
840.00511	0.85324
837.95131	0.85669
835.89751	0.85992
833.8437	0.86291
831.7899	0.86617
829.7361	0.86968
827.6823	0.87259
825.6285	0.8746
823.57469	0.87627
821.52089	0.87788
819.46709	0.87943
817.41329	0.88068
815.35948	0.88128
813.30568	0.88167
811.25188	0.88278
809.19808	0.8841
807.14428	0.88501
805.09047	0.88639
803.03667	0.88834
800.98287	0.88943
798.92907	0.88834
796.87526	0.88333
794.82146	0.8752
792.76766	0.86994
790.71386	0.87146
788.66006	0.87728
786.60625	0.88401
784.55245	0.89054
782.49865	0.89641
780.44485	0.90121
778.39104	0.90467
776.33724	0.90709
774.28344	0.90962
772.22964	0.91267
770.17584	0.91586
768.12203	0.91922
766.06823	0.92269
764.01443	0.92573
761.96063	0.92848
759.90682	0.93152
757.85302	0.93437
755.79922	0.93675
753.74542	0.93918
751.69162	0.94163
749.63781	0.94348
747.58401	0.94399
745.53021	0.94205
743.47641	0.93529
741.4226	0.92055
739.3688	0.89559
737.315	0.86174
735.2612	0.82301
733.2074	0.78311
731.15359	0.74349
729.09979	0.70361
727.04599	0.66513
724.99219	0.63486
722.93838	0.62136
720.88458	0.62693
718.83078	0.64493
716.77698	0.66612
714.72318	0.6864
712.66937	0.70432
710.61557	0.71887
708.56177	0.73062
706.50797	0.74116
704.45416	0.75131
702.40036	0.76107
700.34656	0.77156
698.29276	0.78349
696.23896	0.795
694.18515	0.80456
692.13135	0.81305
690.07755	0.82087
688.02375	0.82674
685.96994	0.83025
683.91614	0.83209
681.86234	0.8328
679.80854	0.83387
677.75474	0.83778
675.70093	0.84372
673.64713	0.8482
671.59333	0.85087
669.53953	0.85331
667.48572	0.85662
665.43192	0.85963
663.37812	0.86182
661.32432	0.86336
659.27052	0.86428
657.21671	0.86514
655.16291	0.86653
653.10911	0.8686
651.05531	0.87087
649.0015	0.8733
646.9477	0.87595
644.8939	0.87775
642.8401	0.87856
640.7863	0.87944
638.73249	0.88023
636.67869	0.87985
634.62489	0.87695
632.57109	0.87284
630.51728	0.87248
628.46348	0.87679
626.40968	0.88126
624.35588	0.88322
622.30208	0.88385
620.24827	0.88511
618.19447	0.88698
616.14067	0.88803
614.08687	0.88891
612.03306	0.88999
609.97926	0.89027
607.92546	0.89059
605.87166	0.89116
603.81786	0.89133
601.76405	0.89179
599.71025	0.89207
597.65645	0.89208
595.60265	0.8933
593.54884	0.89463
591.49504	0.89446
589.44124	0.89387
587.38744	0.89371
585.33364	0.89411
583.27983	0.89456
581.22603	0.89443
579.17223	0.89476
577.11843	0.89613
575.06462	0.89747
573.01082	0.89739
570.95702	0.8966
568.90322	0.89718
566.84942	0.89873
564.79561	0.89993
562.74181	0.90018
560.68801	0.89898
558.63421	0.89694
556.5804	0.89521
554.5266	0.89454
552.4728	0.89469
550.419	0.89477
548.3652	0.8943
546.31139	0.89388
544.25759	0.89352
542.20379	0.89248
540.14999	0.89046
538.09618	0.88764
536.04238	0.88566
533.98858	0.88438
531.93478	0.88206
529.88098	0.87954
527.82717	0.8779
525.77337	0.8769
523.71957	0.87643
521.66577	0.87629
519.61196	0.87618
517.55816	0.87516
515.50436	0.87294
513.45056	0.87061
511.39675	0.86709
509.34295	0.86076
507.28915	0.85341
505.23535	0.84733
503.18155	0.84276
501.12774	0.84004
499.07394	0.84027
497.02014	0.8427
494.96634	0.8458
492.91253	0.85026
490.85873	0.85504
488.80493	0.85773
486.75113	0.85957
484.69733	0.86035
482.64352	0.85963
480.58972	0.86073
478.53592	0.86323
476.48212	0.86471
474.42831	0.86544
472.37451	0.86568
470.32071	0.86614
468.26691	0.86802
466.21311	0.87107
464.1593	0.87294
462.1055	0.87283
460.0517	0.87343
457.9979	0.87456
455.94409	0.87368
453.89029	0.873
451.83649	0.8738
449.78269	0.87405
447.72889	0.87339
445.67508	0.87217
443.62128	0.86934
441.56748	0.86375
439.51368	0.85643
437.45987	0.84892
435.40607	0.84322
433.35227	0.84106
431.29847	0.84144
429.24467	0.84358
427.19086	0.84668
425.13706	0.84921
423.08326	0.84956
421.02946	0.84756
418.97565	0.8461
416.92185	0.84789
414.86805	0.85205
412.81425	0.85653
410.76045	0.85832
408.70664	0.85868
406.65284	0.8601
404.59904	0.8593
402.54524	0.85659
400.49143	0.86002
398.43763	0.8679
KMeans Clustering	5.0
Spectral Clustering	11.0
Agglomerative Clustering	1.0
