Numero de onda	Muestra 715
3996.69914	0.95399
3994.64534	0.95401
3992.59153	0.95395
3990.53773	0.95417
3988.48393	0.95453
3986.43013	0.95458
3984.37632	0.9545
3982.32252	0.95447
3980.26872	0.95434
3978.21492	0.95409
3976.16112	0.95383
3974.10731	0.95376
3972.05351	0.9537
3969.99971	0.9537
3967.94591	0.95419
3965.8921	0.95467
3963.8383	0.95443
3961.7845	0.95406
3959.7307	0.95429
3957.6769	0.95454
3955.62309	0.95437
3953.56929	0.95428
3951.51549	0.95413
3949.46169	0.95359
3947.40788	0.95358
3945.35408	0.9544
3943.30028	0.95498
3941.24648	0.955
3939.19268	0.95503
3937.13887	0.95516
3935.08507	0.95503
3933.03127	0.95477
3930.97747	0.95518
3928.92366	0.95581
3926.86986	0.95578
3924.81606	0.95527
3922.76226	0.95455
3920.70845	0.95387
3918.65465	0.95359
3916.60085	0.95404
3914.54705	0.9549
3912.49325	0.95518
3910.43944	0.95498
3908.38564	0.95484
3906.33184	0.95468
3904.27804	0.95443
3902.22423	0.95455
3900.17043	0.95508
3898.11663	0.95507
3896.06283	0.95474
3894.00903	0.95477
3891.95522	0.95468
3889.90142	0.95432
3887.84762	0.95428
3885.79382	0.95449
3883.74001	0.95482
3881.68621	0.9552
3879.63241	0.95542
3877.57861	0.95558
3875.52481	0.95579
3873.471	0.95549
3871.4172	0.95503
3869.3634	0.95491
3867.3096	0.95478
3865.25579	0.95476
3863.20199	0.95483
3861.14819	0.95481
3859.09439	0.95473
3857.04059	0.95489
3854.98678	0.95531
3852.93298	0.95527
3850.87918	0.95539
3848.82538	0.95587
3846.77157	0.95593
3844.71777	0.9555
3842.66397	0.95479
3840.61017	0.95427
3838.55637	0.95465
3836.50256	0.95549
3834.44876	0.95579
3832.39496	0.95534
3830.34116	0.95474
3828.28735	0.95507
3826.23355	0.95566
3824.17975	0.95577
3822.12595	0.95602
3820.07215	0.95621
3818.01834	0.95635
3815.96454	0.95664
3813.91074	0.95646
3811.85694	0.95629
3809.80313	0.95648
3807.74933	0.95639
3805.69553	0.95589
3803.64173	0.95594
3801.58793	0.95644
3799.53412	0.95651
3797.48032	0.95612
3795.42652	0.95579
3793.37272	0.95596
3791.31891	0.95619
3789.26511	0.95638
3787.21131	0.95683
3785.15751	0.95721
3783.10371	0.95716
3781.0499	0.95704
3778.9961	0.95696
3776.9423	0.95667
3774.8885	0.95635
3772.83469	0.95609
3770.78089	0.95597
3768.72709	0.95606
3766.67329	0.95618
3764.61949	0.95638
3762.56568	0.95664
3760.51188	0.95648
3758.45808	0.95603
3756.40428	0.95606
3754.35047	0.9564
3752.29667	0.95684
3750.24287	0.9569
3748.18907	0.95649
3746.13527	0.95612
3744.08146	0.95589
3742.02766	0.95656
3739.97386	0.95742
3737.92006	0.95761
3735.86625	0.95749
3733.81245	0.95755
3731.75865	0.95731
3729.70485	0.95707
3727.65105	0.957
3725.59724	0.95729
3723.54344	0.9577
3721.48964	0.95748
3719.43584	0.95662
3717.38203	0.95533
3715.32823	0.95397
3713.27443	0.95314
3711.22063	0.95287
3709.16683	0.95173
3707.11302	0.94935
3705.05922	0.94719
3703.00542	0.9454
3700.95162	0.94283
3698.89781	0.94055
3696.84401	0.93975
3694.79021	0.93964
3692.73641	0.93961
3690.68261	0.9398
3688.6288	0.94082
3686.575	0.94194
3684.5212	0.94259
3682.4674	0.94324
3680.41359	0.94375
3678.35979	0.94368
3676.30599	0.94248
3674.25219	0.94088
3672.19839	0.94045
3670.14458	0.94025
3668.09078	0.93962
3666.03698	0.9388
3663.98318	0.93774
3661.92937	0.93675
3659.87557	0.936
3657.82177	0.93523
3655.76797	0.93385
3653.71417	0.93236
3651.66036	0.93155
3649.60656	0.93135
3647.55276	0.93147
3645.49896	0.93094
3643.44515	0.93013
3641.39135	0.92959
3639.33755	0.92899
3637.28375	0.92816
3635.22995	0.92711
3633.17614	0.92582
3631.12234	0.92477
3629.06854	0.92396
3627.01474	0.92302
3624.96093	0.92196
3622.90713	0.92068
3620.85333	0.91991
3618.79953	0.92051
3616.74573	0.92136
3614.69192	0.92129
3612.63812	0.92138
3610.58432	0.92256
3608.53052	0.92376
3606.47671	0.92419
3604.42291	0.92391
3602.36911	0.92335
3600.31531	0.92331
3598.26151	0.92356
3596.2077	0.9233
3594.1539	0.92342
3592.1001	0.92437
3590.0463	0.92504
3587.99249	0.92475
3585.93869	0.92378
3583.88489	0.92343
3581.83109	0.92366
