Numero de onda	PLA.1.dpt
1388.37031	0.93449
1386.3165	0.9246
1384.2627	0.91772
1382.2089	0.91477
1380.1551	0.91587
1378.1013	0.92041
1376.04749	0.92573
1373.99369	0.92853
1371.93989	0.92724
1369.88609	0.92363
1367.83228	0.92012
1365.77848	0.91775
1363.72468	0.91608
1361.67088	0.91484
1359.61708	0.91433
1357.56327	0.91476
1355.50947	0.9163
1353.45567	0.91911
1351.40187	0.92297
1349.34806	0.92735
1347.29426	0.93171
1345.24046	0.93563
1343.18666	0.93904
1341.13286	0.94209
1339.07905	0.94484
1337.02525	0.94712
1334.97145	0.94898
1332.91765	0.95058
1330.86384	0.95192
1328.81004	0.9529
1326.75624	0.95361
1324.70244	0.95409
1322.64864	0.95432
1320.59483	0.95444
1318.54103	0.95453
1316.48723	0.95453
1314.43343	0.95446
1312.37962	0.95435
1310.32582	0.95418
1308.27202	0.95404
1306.21822	0.95398
1304.16442	0.95413
1302.11061	0.95465
1300.05681	0.95541
1298.00301	0.95638
1295.94921	0.95779
1293.8954	0.95946
1291.8416	0.96071
1289.7878	0.96085
1287.734	0.95934
1285.6802	0.95608
1283.62639	0.95144
1281.57259	0.94579
1279.51879	0.9395
1277.46499	0.93338
1275.41118	0.92818
1273.35738	0.92411
1271.30358	0.92119
1269.24978	0.91932
1267.19598	0.9184
1265.14217	0.91831
1263.08837	0.91901
1261.03457	0.92054
1258.98077	0.9226
1256.92696	0.92462
1254.87316	0.92634
1252.81936	0.92764
1250.76556	0.92844
1248.71176	0.92874
1246.65795	0.92868
1244.60415	0.92823
1242.55035	0.9273
1240.49655	0.92585
1238.44274	0.92385
1236.38894	0.92132
1234.33514	0.91836
1232.28134	0.91487
1230.22754	0.91052
1228.17373	0.90523
1226.11993	0.89909
1224.06613	0.89208
1222.01233	0.8845
1219.95852	0.87672
1217.90472	0.86906
1215.85092	0.86199
1213.79712	0.85587
1211.74332	0.85076
1209.68951	0.84679
1207.63571	0.844
1205.58191	0.84203
1203.52811	0.84022
1201.4743	0.83796
1199.4205	0.83469
1197.3667	0.83004
1195.3129	0.82378
1193.25909	0.8158
1191.20529	0.80619
1189.15149	0.79524
1187.09769	0.78348
1185.04389	0.77198
1182.99008	0.76264
1180.93628	0.75811
1178.88248	0.7612
1176.82868	0.77365
1174.77487	0.79494
1172.72107	0.82201
1170.66727	0.85027
1168.61347	0.87571
1166.55967	0.89621
1164.50586	0.91149
1162.45206	0.9223
1160.39826	0.92967
1158.34446	0.93448
1156.29065	0.93722
1154.23685	0.93798
1152.18305	0.9366
1150.12925	0.93289
1148.07545	0.92629
1146.02164	0.91616
1143.96784	0.90263
1141.91404	0.88674
1139.86024	0.86986
1137.80643	0.85369
1135.75263	0.83981
1133.69883	0.82884
1131.64503	0.82089
1129.59123	0.81613
1127.53742	0.81484
1125.48362	0.81687
1123.42982	0.82112
1121.37602	0.82601
1119.32221	0.83015
1117.26841	0.83279
1115.21461	0.83379
1113.16081	0.83299
1111.10701	0.82979
1109.0532	0.82405
1106.9994	0.81622
1104.9456	0.80695
1102.8918	0.79724
1100.83799	0.78777
1098.78419	0.77843
1096.73039	0.76921
1094.67659	0.76049
1092.62279	0.75214
1090.56898	0.74386
1088.51518	0.73618
1086.46138	0.72975
1084.40758	0.72477
1082.35377	0.72188
1080.29997	0.72134
1078.24617	0.72266
1076.19237	0.72574
1074.13857	0.73109
1072.08476	0.739
1070.03096	0.74944
1067.97716	0.76181
1065.92336	0.77477
1063.86955	0.78676
1061.81575	0.79611
1059.76195	0.80154
1057.70815	0.80284
1055.65435	0.80136
1053.60054	0.79864
1051.54674	0.79507
1049.49294	0.79074
1047.43914	0.78634
1045.38533	0.7826
1043.33153	0.78021
1041.27773	0.77999
1039.22393	0.78239
1037.17013	0.78748
1035.11632	0.79494
1033.06252	0.80359
1031.00872	0.81194
1028.95492	0.81941
1026.90111	0.82625
1024.84731	0.83301
1022.79351	0.84053
1020.73971	0.84943
1018.68591	0.8594
1016.6321	0.8698
1014.5783	0.88025
1012.5245	0.89042
1010.4707	0.89978
1008.41689	0.90759
1006.36309	0.91402
1004.30929	0.91988
1002.25549	0.92519
1000.20169	0.92958
998.14788	0.93316
996.09408	0.93634
994.04028	0.93941
991.98648	0.94223
989.93267	0.94467
987.87887	0.94695
985.82507	0.949
983.77127	0.95064
981.71747	0.95231
979.66366	0.9541
977.60986	0.9555
975.55606	0.95674
973.50226	0.95815
971.44845	0.95943
969.39465	0.96027
967.34085	0.96033
965.28705	0.95925
963.23325	0.95673
961.17944	0.95305
959.12564	0.94934
957.07184	0.94689
955.01804	0.94651
952.96423	0.94793
950.91043	0.95001
948.85663	0.95194
946.80283	0.95375
944.74903	0.95539
942.69522	0.95655
940.64142	0.9573
938.58762	0.95777
936.53382	0.9582
934.48001	0.95888
932.42621	0.95944
930.37241	0.95941
928.31861	0.95898
926.26481	0.95862
924.211	0.95831
922.1572	0.95785
920.1034	0.95751
918.0496	0.9575
915.99579	0.95771
913.94199	0.95805
911.88819	0.95837
909.83439	0.95861
907.78059	0.9587
905.72678	0.95842
903.67298	0.95793
901.61918	0.95746
899.56538	0.95689
897.51157	0.95655
895.45777	0.95695
893.40397	0.9576
891.35017	0.95799
889.29637	0.95858
887.24256	0.95908
885.18876	0.95825
883.13496	0.95563
881.08116	0.9512
879.02735	0.94484
876.97355	0.93721
874.91975	0.92965
872.86595	0.92314
870.81215	0.91825
868.75834	0.91547
866.70454	0.91492
864.65074	0.91612
862.59694	0.91906
860.54313	0.92421
858.48933	0.93119
856.43553	0.93931
854.38173	0.94689
852.32792	0.95169
850.27412	0.9542
848.22032	0.95611
846.16652	0.95772
844.11272	0.95991
842.05891	0.96336
840.00511	0.96669
837.95131	0.96879
835.89751	0.97006
833.8437	0.97117
831.7899	0.97241
829.7361	0.97336
827.6823	0.97364
825.6285	0.97384
823.57469	0.97411
821.52089	0.97413
819.46709	0.97414
817.41329	0.97425
815.35948	0.9746
813.30568	0.97486
811.25188	0.97431
809.19808	0.97373
807.14428	0.97393
805.09047	0.97439
803.03667	0.97498
800.98287	0.97554
798.92907	0.97516
796.87526	0.97397
794.82146	0.97288
792.76766	0.97215
790.71386	0.97156
788.66006	0.97035
786.60625	0.96806
784.55245	0.96532
782.49865	0.96288
780.44485	0.96094
778.39104	0.95889
776.33724	0.95623
774.28344	0.95351
772.22964	0.95076
770.17584	0.94727
768.12203	0.94318
766.06823	0.93862
764.01443	0.93314
761.96063	0.92715
759.90682	0.92188
757.85302	0.91806
755.79922	0.91592
753.74542	0.9155
751.69162	0.91666
749.63781	0.91892
747.58401	0.92142
745.53021	0.92372
743.47641	0.92631
741.4226	0.93001
739.3688	0.93462
737.315	0.93947
735.2612	0.94499
733.2074	0.95094
731.15359	0.95557
729.09979	0.95788
727.04599	0.95841
724.99219	0.95731
722.93838	0.95467
720.88458	0.95148
718.83078	0.94841
716.77698	0.94568
714.72318	0.94345
712.66937	0.94122
710.61557	0.93907
708.56177	0.9381
706.50797	0.93811
704.45416	0.93795
702.40036	0.9376
700.34656	0.93713
698.29276	0.93655
696.23896	0.93658
694.18515	0.93734
692.13135	0.93816
690.07755	0.93844
688.02375	0.93844
685.96994	0.93868
683.91614	0.93905
681.86234	0.94005
679.80854	0.94121
677.75474	0.9415
675.70093	0.94164
673.64713	0.94207
671.59333	0.94249
669.53953	0.9428
667.48572	0.94302
665.43192	0.94321
663.37812	0.94353
661.32432	0.94386
659.27052	0.9443
657.21671	0.94502
655.16291	0.94581
653.10911	0.94702
651.05531	0.948
649.0015	0.94782
646.9477	0.94753
644.8939	0.94804
642.8401	0.949
640.7863	0.95025
638.73249	0.9516
636.67869	0.95224
634.62489	0.95231
632.57109	0.95248
630.51728	0.95289
628.46348	0.95411
626.40968	0.95548
624.35588	0.95617
622.30208	0.95672
620.24827	0.95723
618.19447	0.95816
616.14067	0.95972
614.08687	0.96102
612.03306	0.96247
609.97926	0.96388
607.92546	0.96393
605.87166	0.96353
603.81786	0.96378
601.76405	0.96404
599.71025	0.96411
597.65645	0.96436
595.60265	0.96537
593.54884	0.96646
591.49504	0.96581
589.44124	0.96439
587.38744	0.96473
585.33364	0.96591
583.27983	0.96591
581.22603	0.96566
579.17223	0.96596
577.11843	0.96584
575.06462	0.96543
573.01082	0.96576
570.95702	0.96696
568.90322	0.96788
566.84942	0.96807
564.79561	0.96861
562.74181	0.96967
560.68801	0.96983
558.63421	0.96846
556.5804	0.96751
554.5266	0.9679
552.4728	0.96802
550.419	0.96817
548.3652	0.96918
546.31139	0.96996
544.25759	0.97047
542.20379	0.97106
540.14999	0.97044
538.09618	0.96829
536.04238	0.96679
533.98858	0.96769
531.93478	0.96954
529.88098	0.96999
527.82717	0.96884
525.77337	0.96717
523.71957	0.96568
521.66577	0.96457
519.61196	0.96411
517.55816	0.96413
515.50436	0.9637
513.45056	0.96354
511.39675	0.96433
509.34295	0.96489
507.28915	0.96506
505.23535	0.96462
503.18155	0.96305
501.12774	0.96164
499.07394	0.96148
497.02014	0.96244
494.96634	0.96306
492.91253	0.96171
490.85873	0.95949
488.80493	0.95759
486.75113	0.95571
484.69733	0.95567
482.64352	0.95791
480.58972	0.95921
478.53592	0.95865
476.48212	0.95777
474.42831	0.95774
472.37451	0.95783
470.32071	0.95588
468.26691	0.95273
466.21311	0.95133
464.1593	0.95167
462.1055	0.95183
460.0517	0.95144
457.9979	0.95062
455.94409	0.94956
453.89029	0.9485
451.83649	0.94776
449.78269	0.948
447.72889	0.94818
445.67508	0.94779
443.62128	0.94731
441.56748	0.94554
439.51368	0.94358
437.45987	0.94255
435.40607	0.94159
433.35227	0.9422
431.29847	0.9445
429.24467	0.94665
427.19086	0.94672
425.13706	0.94265
423.08326	0.93668
421.02946	0.93289
418.97565	0.93121
416.92185	0.92864
414.86805	0.92429
412.81425	0.91897
410.76045	0.9144
408.70664	0.91183
406.65284	0.90722
404.59904	0.89933
402.54524	0.89366
400.49143	0.89026
398.43763	0.8855
KMeans Clustering	6.0
Spectral Clustering	4.0
Agglomerative Clustering	4.0
