Numero de onda	PLA.1.dpt
3234.73851	0.99371
3232.68471	0.99355
3230.63091	0.9934
3228.5771	0.99327
3226.5233	0.99334
3224.4695	0.9936
3222.4157	0.99357
3220.36189	0.99324
3218.30809	0.9931
3216.25429	0.99319
3214.20049	0.99344
3212.14669	0.99374
3210.09288	0.99365
3208.03908	0.99322
3205.98528	0.99292
3203.93148	0.99293
3201.87767	0.99323
3199.82387	0.99337
3197.77007	0.99318
3195.71627	0.99316
3193.66247	0.99329
3191.60866	0.99325
3189.55486	0.99316
3187.50106	0.99312
3185.44726	0.99312
3183.39345	0.99308
3181.33965	0.99309
3179.28585	0.9934
3177.23205	0.99362
3175.17825	0.99336
3173.12444	0.99307
3171.07064	0.99313
3169.01684	0.9933
3166.96304	0.99348
3164.90923	0.99367
3162.85543	0.99376
3160.80163	0.99374
3158.74783	0.99362
3156.69403	0.99339
3154.64022	0.99331
3152.58642	0.9934
3150.53262	0.99337
3148.47882	0.99327
3146.42501	0.99327
3144.37121	0.99333
3142.31741	0.99348
3140.26361	0.99377
3138.20981	0.99401
3136.156	0.99399
3134.1022	0.99391
3132.0484	0.99396
3129.9946	0.99389
3127.94079	0.9935
3125.88699	0.99334
3123.83319	0.9936
3121.77939	0.99362
3119.72559	0.99334
3117.67178	0.99324
3115.61798	0.99336
3113.56418	0.99365
3111.51038	0.99387
3109.45657	0.99357
3107.40277	0.9931
3105.34897	0.99305
3103.29517	0.99319
3101.24137	0.99327
3099.18756	0.99352
3097.13376	0.99378
3095.07996	0.99359
3093.02616	0.99315
3090.97235	0.99287
3088.91855	0.99273
3086.86475	0.99283
3084.81095	0.99309
3082.75715	0.99309
3080.70334	0.99293
3078.64954	0.99297
3076.59574	0.9931
3074.54194	0.99313
3072.48813	0.99313
3070.43433	0.99308
3068.38053	0.99295
3066.32673	0.99278
3064.27293	0.99263
3062.21912	0.99257
3060.16532	0.99262
3058.11152	0.99286
3056.05772	0.99311
3054.00391	0.99315
3051.95011	0.99303
3049.89631	0.99291
3047.84251	0.99282
3045.78871	0.99266
3043.7349	0.99248
3041.6811	0.99252
3039.6273	0.9926
3037.5735	0.9924
3035.51969	0.99204
3033.46589	0.99176
3031.41209	0.99152
3029.35829	0.99118
3027.30449	0.99079
3025.25068	0.99056
3023.19688	0.99033
3021.14308	0.98966
3019.08928	0.9885
3017.03547	0.98725
3014.98167	0.9861
3012.92787	0.98489
3010.87407	0.98353
3008.82027	0.98188
3006.76646	0.97983
3004.71266	0.97774
3002.65886	0.97596
3000.60506	0.97432
2998.55125	0.97284
2996.49745	0.972
2994.44365	0.9721
2992.38985	0.973
2990.33605	0.97459
2988.28224	0.97686
2986.22844	0.97937
2984.17464	0.98142
2982.12084	0.98295
2980.06703	0.98403
2978.01323	0.98457
2975.95943	0.98492
2973.90563	0.98533
2971.85183	0.98539
2969.79802	0.98511
2967.74422	0.98493
2965.69042	0.98474
2963.63662	0.98438
2961.58281	0.98401
2959.52901	0.98337
2957.47521	0.98227
2955.42141	0.98104
2953.36761	0.97985
2951.3138	0.97859
2949.26	0.97722
2947.2062	0.97611
2945.1524	0.97589
2943.09859	0.9766
2941.04479	0.97811
2938.99099	0.98023
2936.93719	0.98233
2934.88339	0.98401
2932.82958	0.98526
2930.77578	0.98622
2928.72198	0.987
2926.66818	0.98767
2924.61437	0.98832
2922.56057	0.9888
2920.50677	0.98893
2918.45297	0.98898
2916.39917	0.98907
2914.34536	0.98918
2912.29156	0.98943
2910.23776	0.98966
2908.18396	0.98967
2906.13015	0.98962
2904.07635	0.98974
2902.02255	0.98999
2899.96875	0.99012
2897.91494	0.99004
2895.86114	0.98998
2893.80734	0.99006
2891.75354	0.99007
2889.69974	0.98994
2887.64593	0.98964
2885.59213	0.9891
2883.53833	0.98853
2881.48453	0.98818
2879.43072	0.98826
2877.37692	0.9889
2875.32312	0.98964
2873.26932	0.9901
2871.21552	0.99054
2869.16171	0.99104
2867.10791	0.99125
2865.05411	0.99132
2863.00031	0.99164
2860.9465	0.99203
2858.8927	0.99227
2856.8389	0.99243
2854.7851	0.9925
2852.7313	0.99244
2850.67749	0.99228
2848.62369	0.99222
2846.56989	0.99226
2844.51609	0.99221
2842.46228	0.99208
2840.40848	0.99198
2838.35468	0.99204
2836.30088	0.99229
2834.24708	0.99246
2832.19327	0.99241
2830.13947	0.99237
2828.08567	0.99235
2826.03187	0.9922
2823.97806	0.99215
2821.92426	0.99242
2819.87046	0.99262
2817.81666	0.99256
2815.76286	0.99255
2813.70905	0.99271
2811.65525	0.99287
2809.60145	0.99283
2807.54765	0.99274
2805.49384	0.99291
2803.44004	0.99312
2801.38624	0.99319
2799.33244	0.99331
2797.27864	0.99352
2795.22483	0.99368
2793.17103	0.9935
2791.11723	0.99311
2789.06343	0.99302
2787.00962	0.99324
2784.95582	0.99342
2782.90202	0.99337
2780.84822	0.99324
2778.79442	0.9934
2776.74061	0.99383
2774.68681	0.99404
2772.63301	0.99378
2770.57921	0.99354
2768.5254	0.99367
2766.4716	0.99376
2764.4178	0.99355
2762.364	0.9933
2760.3102	0.9932
2758.25639	0.99321
2756.20259	0.99324
2754.14879	0.99325
2752.09499	0.99338
2750.04118	0.99358
2747.98738	0.99358
2745.93358	0.99338
2743.87978	0.9932
2741.82598	0.99316
2739.77217	0.99315
2737.71837	0.99328
2735.66457	0.99349
2733.61077	0.99342
2731.55696	0.99329
2729.50316	0.99332
2727.44936	0.99329
2725.39556	0.9931
2723.34176	0.99305
2721.28795	0.99324
2719.23415	0.99344
2717.18035	0.99347
2715.12655	0.99341
2713.07274	0.9934
2711.01894	0.99345
2708.96514	0.99365
2706.91134	0.99376
2704.85754	0.9935
2702.80373	0.99314
2700.74993	0.99301
2698.69613	0.99303
2696.64233	0.99307
2694.58852	0.99306
2692.53472	0.99301
2690.48092	0.99297
2688.42712	0.99298
2686.37332	0.99311
2684.31951	0.99328
2682.26571	0.99322
2680.21191	0.99313
2678.15811	0.9932
2676.1043	0.9933
2674.0505	0.99314
2671.9967	0.9928
2669.9429	0.99267
2667.8891	0.99279
2665.83529	0.99282
2663.78149	0.9926
2661.72769	0.99236
2659.67389	0.99226
2657.62008	0.9923
2655.56628	0.99243
2653.51248	0.9924
2651.45868	0.99219
2649.40488	0.99218
2647.35107	0.99235
2645.29727	0.99238
2643.24347	0.99222
2641.18967	0.99209
2639.13586	0.99205
2637.08206	0.99203
2635.02826	0.99206
2632.97446	0.99211
2630.92066	0.99221
2628.86685	0.99236
2626.81305	0.99231
2624.75925	0.9922
2622.70545	0.99225
2620.65164	0.99216
2618.59784	0.99191
2616.54404	0.99184
2614.49024	0.99224
2612.43644	0.99274
2610.38263	0.99277
2608.32883	0.99268
2606.27503	0.99283
2604.22123	0.99286
2602.16742	0.99272
2600.11362	0.99281
2598.05982	0.99307
2596.00602	0.99313
2593.95222	0.99295
2591.89841	0.99286
2589.84461	0.99285
2587.79081	0.99268
2585.73701	0.99252
2583.6832	0.99246
2581.6294	0.99224
2579.5756	0.99213
2577.5218	0.99251
2575.468	0.99284
2573.41419	0.9928
2571.36039	0.99283
2569.30659	0.99294
2567.25279	0.99288
2565.19898	0.99297
2563.14518	0.99312
2561.09138	0.99294
2559.03758	0.9929
2556.98377	0.99313
2554.92997	0.99308
2552.87617	0.99287
2550.82237	0.99274
2548.76857	0.99265
2546.71476	0.9928
2544.66096	0.99328
2542.60716	0.99361
2540.55336	0.99361
2538.49955	0.99359
2536.44575	0.9937
2534.39195	0.99395
2532.33815	0.99404
2530.28435	0.99388
2528.23054	0.99369
2526.17674	0.99348
2524.12294	0.99307
2522.06914	0.993
2520.01533	0.99353
2517.96153	0.99367
2515.90773	0.9934
2513.85393	0.99353
2511.80013	0.994
2509.74632	0.9942
2507.69252	0.99391
2505.63872	0.99348
2503.58492	0.99338
2501.53111	0.9935
2499.47731	0.99353
2497.42351	0.99351
2495.36971	0.99342
2493.31591	0.99333
2491.2621	0.99355
2489.2083	0.99399
2487.1545	0.99412
2485.1007	0.99382
2483.04689	0.99348
2480.99309	0.99353
2478.93929	0.99392
2476.88549	0.9941
2474.83169	0.99382
2472.77788	0.99349
2470.72408	0.99343
2468.67028	0.99359
2466.61648	0.99373
2464.56267	0.99382
2462.50887	0.99397
2460.45507	0.99389
2458.40127	0.99364
2456.34747	0.99365
2454.29366	0.9938
2452.23986	0.99397
2450.18606	0.99413
2448.13226	0.99424
2446.07845	0.9943
2444.02465	0.99423
2441.97085	0.99407
2439.91705	0.99387
2437.86325	0.99363
2435.80944	0.99335
2433.75564	0.99327
2431.70184	0.99363
2429.64804	0.99405
2427.59423	0.994
2425.54043	0.99354
2423.48663	0.99324
2421.43283	0.99341
2419.37903	0.99367
2417.32522	0.99373
2415.27142	0.9937
2413.21762	0.99376
2411.16382	0.99402
2409.11001	0.99422
2407.05621	0.99395
2405.00241	0.99354
2402.94861	0.99358
2400.89481	0.99395
2398.841	0.9941
2396.7872	0.99387
2394.7334	0.99367
2392.6796	0.99365
2390.62579	0.99379
2388.57199	0.99401
2386.51819	0.99409
2384.46439	0.99412
2382.41059	0.99419
2380.35678	0.99457
2378.30298	0.99551
2376.24918	0.99642
2374.19538	0.99736
2372.14157	0.99863
2370.08777	0.99928
2368.03397	1.00029
2365.98017	1.00321
2363.92637	1.00515
2361.87256	1.00375
2359.81876	1.00134
2357.76496	0.99988
2355.71116	0.99882
2353.65735	0.99702
2351.60355	0.99536
2349.54975	0.99461
2347.49595	0.99442
2345.44215	0.99479
2343.38834	0.99581
2341.33454	0.99721
2339.28074	0.9985
2337.22694	0.99782
2335.17313	0.99568
2333.11933	0.99489
2331.06553	0.99504
2329.01173	0.99438
2326.95793	0.99292
2324.90412	0.99194
2322.85032	0.99206
2320.79652	0.9923
2318.74272	0.99225
2316.68891	0.99222
2314.63511	0.99269
2312.58131	0.9936
2310.52751	0.99358
2308.47371	0.99257
2306.4199	0.99173
2304.3661	0.9915
2302.3123	0.99209
2300.2585	0.99289
2298.20469	0.9928
2296.15089	0.99204
2294.09709	0.99151
2292.04329	0.99165
2289.98949	0.99217
2287.93568	0.99243
2285.88188	0.99256
2283.82808	0.99298
2281.77428	0.99317
2279.72047	0.9928
2277.66667	0.99262
2275.61287	0.99279
2273.55907	0.99292
2271.50527	0.99321
2269.45146	0.99357
2267.39766	0.99371
2265.34386	0.99381
2263.29006	0.9944
2261.23625	0.99526
2259.18245	0.99526
2257.12865	0.99477
2255.07485	0.99497
2253.02105	0.9954
2250.96724	0.9956
2248.91344	0.99594
2246.85964	0.99621
2244.80584	0.99649
2242.75203	0.99668
2240.69823	0.99581
2238.64443	0.99479
2236.59063	0.99471
2234.53683	0.99476
2232.48302	0.99465
2230.42922	0.99479
2228.37542	0.99551
2226.32162	0.99643
2224.26781	0.9962
2222.21401	0.99495
2220.16021	0.99434
2218.10641	0.99514
2216.0526	0.99654
2213.9988	0.99705
2211.945	0.9962
2209.8912	0.99493
2207.8374	0.99406
2205.78359	0.99373
2203.72979	0.99448
2201.67599	0.99624
2199.62219	0.99742
2197.56838	0.9974
2195.51458	0.99768
2193.46078	0.99831
2191.40698	0.99817
2189.35318	0.99753
2187.29937	0.99682
2185.24557	0.997
2183.19177	0.99889
2181.13797	1.00003
2179.08416	0.99888
2177.03036	0.99807
2174.97656	0.99796
2172.92276	0.997
2170.86896	0.99659
2168.81515	0.99721
2166.76135	0.99732
2164.70755	0.99631
2162.65375	0.99557
2160.59994	0.99716
2158.54614	1.00014
2156.49234	1.00183
2154.43854	1.00211
2152.38474	1.00157
2150.33093	1.00059
2148.27713	1.00017
2146.22333	1.00027
2144.16953	0.99964
2142.11572	0.99873
2140.06192	0.99855
2138.00812	0.99827
2135.95432	0.99783
2133.90052	0.99819
2131.84671	0.99831
2129.79291	0.99765
2127.73911	0.99709
2125.68531	0.99649
2123.6315	0.99576
2121.5777	0.9953
2119.5239	0.99494
2117.4701	0.9945
2115.4163	0.99427
2113.36249	0.99421
2111.30869	0.99375
2109.25489	0.99334
2107.20109	0.9937
2105.14728	0.99427
2103.09348	0.99427
2101.03968	0.99401
2098.98588	0.99374
2096.93208	0.99365
2094.87827	0.99468
2092.82447	0.99612
2090.77067	0.99596
2088.71687	0.99466
2086.66306	0.99381
2084.60926	0.99344
2082.55546	0.99333
2080.50166	0.99365
2078.44786	0.99404
2076.39405	0.99414
2074.34025	0.99435
2072.28645	0.99473
2070.23265	0.99472
2068.17884	0.99445
2066.12504	0.99403
2064.07124	0.99337
2062.01744	0.99315
2059.96364	0.99368
2057.90983	0.99446
2055.85603	0.99524
2053.80223	0.99539
2051.74843	0.99463
2049.69462	0.99452
2047.64082	0.99502
2045.58702	0.99438
2043.53322	0.99368
2041.47942	0.99414
2039.42561	0.99465
2037.37181	0.99551
2035.31801	0.99745
2033.26421	0.99889
2031.2104	0.99872
2029.1566	0.99724
2027.1028	0.99619
2025.049	0.99733
2022.9952	0.99889
2020.94139	0.99897
2018.88759	0.99826
2016.83379	0.99673
2014.77999	0.99536
2012.72618	0.99563
2010.67238	0.99567
2008.61858	0.99484
2006.56478	0.99494
2004.51098	0.99541
2002.45717	0.99518
2000.40337	0.99463
1998.34957	0.99457
1996.29577	0.99517
1994.24196	0.99535
1992.18816	0.99449
1990.13436	0.99325
1988.08056	0.9929
1986.02676	0.99339
1983.97295	0.9931
1981.91915	0.99149
1979.86535	0.99094
1977.81155	0.9932
1975.75774	0.99558
1973.70394	0.99619
1971.65014	0.99617
1969.59634	0.99574
1967.54254	0.9952
1965.48873	0.99494
1963.43493	0.99464
1961.38113	0.99503
1959.32733	0.99579
1957.27352	0.99527
1955.21972	0.9937
1953.16592	0.99311
1951.11212	0.99441
1949.05832	0.99603
1947.00451	0.99682
1944.95071	0.99694
1942.89691	0.99655
1940.84311	0.99585
1938.7893	0.99543
1936.7355	0.99512
1934.6817	0.99458
1932.6279	0.99437
1930.5741	0.99473
1928.52029	0.99505
1926.46649	0.99524
1924.41269	0.99556
1922.35889	0.99546
1920.30508	0.99517
1918.25128	0.99536
1916.19748	0.99561
1914.14368	0.99559
1912.08988	0.99583
1910.03607	0.99576
1907.98227	0.99438
1905.92847	0.99325
1903.87467	0.99365
1901.82086	0.9945
1899.76706	0.99494
1897.71326	0.99511
1895.65946	0.99505
1893.60566	0.99497
1891.55185	0.99485
1889.49805	0.99459
1887.44425	0.9945
1885.39045	0.9948
1883.33664	0.99526
1881.28284	0.99545
1879.22904	0.99503
1877.17524	0.99429
1875.12143	0.99399
1873.06763	0.99407
1871.01383	0.99437
1868.96003	0.99463
1866.90623	0.99445
1864.85242	0.99409
1862.79862	0.99409
1860.74482	0.99442
1858.69102	0.99435
1856.63721	0.99376
1854.58341	0.99325
1852.52961	0.9931
1850.47581	0.993
1848.42201	0.99292
1846.3682	0.99279
1844.3144	0.99256
1842.2606	0.99245
1840.2068	0.9924
1838.15299	0.99224
1836.09919	0.99195
1834.04539	0.9915
1831.99159	0.99103
1829.93779	0.99082
1827.88398	0.99058
1825.83018	0.99017
1823.77638	0.98976
1821.72258	0.98957
1819.66877	0.9892
1817.61497	0.98855
1815.56117	0.98802
1813.50737	0.98762
1811.45357	0.98717
1809.39976	0.98672
1807.34596	0.9863
1805.29216	0.98569
1803.23836	0.98482
1801.18455	0.98362
1799.13075	0.98211
1797.07695	0.98014
1795.02315	0.97759
1792.96935	0.97437
1790.91554	0.97044
1788.86174	0.96574
1786.80794	0.95954
1784.75414	0.95145
1782.70033	0.94203
1780.64653	0.93161
1778.59273	0.92091
1776.53893	0.91139
1774.48513	0.90222
1772.43132	0.89164
1770.37752	0.88051
1768.32372	0.86907
1766.26992	0.85619
1764.21611	0.84261
1762.16231	0.82655
1760.10851	0.80936
1758.05471	0.7943
1756.00091	0.78084
1753.9471	0.77056
1751.8933	0.76258
1749.8395	0.75572
1747.7857	0.75186
1745.73189	0.75164
1743.67809	0.75482
1741.62429	0.76214
1739.57049	0.77511
1737.51669	0.79143
1735.46288	0.811
1733.40908	0.8374
1731.35528	0.86063
1729.30148	0.87828
1727.24767	0.89336
1725.19387	0.90515
1723.14007	0.91429
1721.08627	0.92117
1719.03247	0.92738
1716.97866	0.93458
1714.92486	0.9415
1712.87106	0.94702
1710.81726	0.95174
1708.76345	0.95572
1706.70965	0.95939
1704.65585	0.96293
1702.60205	0.9659
1700.54825	0.96862
1698.49444	0.97093
1696.44064	0.97275
1694.38684	0.97458
1692.33304	0.97576
1690.27923	0.97653
1688.22543	0.97732
1686.17163	0.97806
1684.11783	0.97891
1682.06403	0.97956
1680.01022	0.97991
1677.95642	0.98022
1675.90262	0.98071
1673.84882	0.98129
1671.79501	0.98182
1669.74121	0.98231
1667.68741	0.9827
1665.63361	0.98309
1663.57981	0.98352
1661.526	0.984
1659.4722	0.98435
1657.4184	0.98457
1655.3646	0.98469
1653.31079	0.98474
1651.25699	0.98473
1649.20319	0.98484
1647.14939	0.98499
1645.09559	0.98513
1643.04178	0.98521
1640.98798	0.98528
1638.93418	0.98548
1636.88038	0.9856
1634.82657	0.98549
1632.77277	0.9855
1630.71897	0.98559
1628.66517	0.98555
1626.61137	0.98547
1624.55756	0.98549
1622.50376	0.98558
1620.44996	0.98576
1618.39616	0.98603
1616.34235	0.98627
1614.28855	0.9863
1612.23475	0.98633
1610.18095	0.98656
1608.12715	0.98689
1606.07334	0.98705
1604.01954	0.98722
1601.96574	0.98744
1599.91194	0.98757
1597.85813	0.9879
1595.80433	0.98834
1593.75053	0.98842
1591.69673	0.98827
1589.64293	0.9882
1587.58912	0.98829
1585.53532	0.98851
1583.48152	0.98866
1581.42772	0.98857
1579.37391	0.98845
1577.32011	0.98857
1575.26631	0.98893
1573.21251	0.98918
1571.15871	0.98916
1569.1049	0.98905
1567.0511	0.98905
1564.9973	0.98905
1562.9435	0.98912
1560.88969	0.98935
1558.83589	0.98945
1556.78209	0.9893
1554.72829	0.98935
1552.67449	0.98938
1550.62068	0.98921
1548.56688	0.98904
1546.51308	0.98898
1544.45928	0.98912
1542.40547	0.9894
1540.35167	0.98927
1538.29787	0.9888
1536.24407	0.98868
1534.19026	0.98877
1532.13646	0.98887
1530.08266	0.98887
1528.02886	0.98866
1525.97506	0.98844
1523.92125	0.98848
1521.86745	0.98862
1519.81365	0.98863
1517.75985	0.98866
1515.70604	0.98854
1513.65224	0.98829
1511.59844	0.98826
1509.54464	0.98831
1507.49084	0.98802
1505.43703	0.98759
1503.38323	0.98764
1501.32943	0.98789
1499.27563	0.98803
1497.22182	0.98794
1495.16802	0.98784
1493.11422	0.98784
1491.06042	0.98776
1489.00662	0.98754
1486.95281	0.98719
1484.89901	0.98684
1482.84521	0.98654
1480.79141	0.98604
1478.7376	0.98512
1476.6838	0.98383
1474.63	0.9819
1472.5762	0.97855
1470.5224	0.97402
1468.46859	0.96876
1466.41479	0.96111
1464.36099	0.95014
1462.30719	0.93919
1460.25338	0.92998
1458.19958	0.92006
1456.14578	0.90989
1454.09198	0.90479
1452.03818	0.90357
1449.98437	0.9047
1447.93057	0.90889
1445.87677	0.91667
1443.82297	0.92726
1441.76916	0.93932
1439.71536	0.95054
1437.66156	0.96037
1435.60776	0.96853
1433.55396	0.9734
1431.50015	0.97623
1429.44635	0.97824
1427.39255	0.97966
1425.33875	0.98068
1423.28494	0.98139
1421.23114	0.98191
1419.17734	0.98247
1417.12354	0.98293
1415.06974	0.98318
1413.01593	0.98323
1410.96213	0.98301
1408.90833	0.98267
1406.85453	0.98223
1404.80072	0.98137
1402.74692	0.9801
1400.69312	0.97835
1398.63932	0.97549
1396.58552	0.97074
1394.53171	0.96317
1392.47791	0.95382
1390.42411	0.94446
