Numero de onda	Acido_polilactico2.dpt
1394.53171	0.9697
1392.47791	0.96328
1390.42411	0.95549
1388.37031	0.94682
1386.3165	0.94036
1384.2627	0.93795
1382.2089	0.93849
1380.1551	0.94271
1378.1013	0.94932
1376.04749	0.95343
1373.99369	0.95198
1371.93989	0.94701
1369.88609	0.94247
1367.83228	0.93927
1365.77848	0.93616
1363.72468	0.93166
1361.67088	0.92607
1359.61708	0.92235
1357.56327	0.9227
1355.50947	0.9272
1353.45567	0.93438
1351.40187	0.94227
1349.34806	0.94962
1347.29426	0.95584
1345.24046	0.96113
1343.18666	0.96568
1341.13286	0.96928
1339.07905	0.97214
1337.02525	0.97437
1334.97145	0.97607
1332.91765	0.97758
1330.86384	0.97877
1328.81004	0.97949
1326.75624	0.97986
1324.70244	0.97997
1322.64864	0.98011
1320.59483	0.98011
1318.54103	0.97966
1316.48723	0.97898
1314.43343	0.97795
1312.37962	0.97659
1310.32582	0.97508
1308.27202	0.97318
1306.21822	0.97143
1304.16442	0.97102
1302.11061	0.97193
1300.05681	0.97323
1298.00301	0.97419
1295.94921	0.97441
1293.8954	0.97412
1291.8416	0.97461
1289.7878	0.97655
1287.734	0.9786
1285.6802	0.97926
1283.62639	0.97856
1281.57259	0.97729
1279.51879	0.97592
1277.46499	0.97457
1275.41118	0.97325
1273.35738	0.97204
1271.30358	0.97126
1269.24978	0.97089
1267.19598	0.97078
1265.14217	0.97102
1263.08837	0.97163
1261.03457	0.97212
1258.98077	0.97226
1256.92696	0.97242
1254.87316	0.97259
1252.81936	0.97251
1250.76556	0.97235
1248.71176	0.97209
1246.65795	0.97132
1244.60415	0.97012
1242.55035	0.96875
1240.49655	0.96727
1238.44274	0.9656
1236.38894	0.9636
1234.33514	0.96124
1232.28134	0.95811
1230.22754	0.95358
1228.17373	0.94745
1226.11993	0.93985
1224.06613	0.93123
1222.01233	0.92218
1219.95852	0.91314
1217.90472	0.90382
1215.85092	0.89385
1213.79712	0.8841
1211.74332	0.87646
1209.68951	0.87185
1207.63571	0.87003
1205.58191	0.87025
1203.52811	0.87088
1201.4743	0.87087
1199.4205	0.87055
1197.3667	0.8698
1195.3129	0.8679
1193.25909	0.86477
1191.20529	0.86018
1189.15149	0.8535
1187.09769	0.84534
1185.04389	0.83731
1182.99008	0.83073
1180.93628	0.82687
1178.88248	0.82817
1176.82868	0.83657
1174.77487	0.85096
1172.72107	0.8683
1170.66727	0.88639
1168.61347	0.90389
1166.55967	0.91912
1164.50586	0.93087
1162.45206	0.93937
1160.39826	0.94536
1158.34446	0.94929
1156.29065	0.95154
1154.23685	0.95199
1152.18305	0.95014
1150.12925	0.94555
1148.07545	0.93808
1146.02164	0.92798
1143.96784	0.91604
1141.91404	0.90374
1139.86024	0.8916
1137.80643	0.87906
1135.75263	0.86648
1133.69883	0.85567
1131.64503	0.84805
1129.59123	0.84425
1127.53742	0.84521
1125.48362	0.85082
1123.42982	0.85908
1121.37602	0.86766
1119.32221	0.87518
1117.26841	0.88034
1115.21461	0.88191
1113.16081	0.88032
1111.10701	0.87661
1109.0532	0.8712
1106.9994	0.86478
1104.9456	0.8583
1102.8918	0.85214
1100.83799	0.84595
1098.78419	0.83953
1096.73039	0.8331
1094.67659	0.82673
1092.62279	0.82085
1090.56898	0.81569
1088.51518	0.81098
1086.46138	0.80724
1084.40758	0.8055
1082.35377	0.80624
1080.29997	0.80917
1078.24617	0.81423
1076.19237	0.82124
1074.13857	0.82924
1072.08476	0.83712
1070.03096	0.8447
1067.97716	0.85224
1065.92336	0.859
1063.86955	0.86432
1061.81575	0.86807
1059.76195	0.86923
1057.70815	0.86695
1055.65435	0.86254
1053.60054	0.85779
1051.54674	0.85284
1049.49294	0.84702
1047.43914	0.84013
1045.38533	0.83345
1043.33153	0.82934
1041.27773	0.8296
1039.22393	0.83432
1037.17013	0.84226
1035.11632	0.85183
1033.06252	0.86184
1031.00872	0.87145
1028.95492	0.87996
1026.90111	0.8874
1024.84731	0.89441
1022.79351	0.90117
1020.73971	0.90765
1018.68591	0.91386
1016.6321	0.91939
1014.5783	0.9243
1012.5245	0.92933
1010.4707	0.93465
1008.41689	0.9394
1006.36309	0.943
1004.30929	0.94601
1002.25549	0.94865
1000.20169	0.95077
998.14788	0.95294
996.09408	0.95534
994.04028	0.95728
991.98648	0.95858
989.93267	0.95971
987.87887	0.96095
985.82507	0.96219
983.77127	0.96342
981.71747	0.96495
979.66366	0.96641
977.60986	0.96759
975.55606	0.96881
973.50226	0.9697
971.44845	0.96986
969.39465	0.96987
967.34085	0.97022
965.28705	0.97032
963.23325	0.96927
961.17944	0.96741
959.12564	0.96601
957.07184	0.96549
955.01804	0.96575
952.96423	0.96686
950.91043	0.96821
948.85663	0.96911
946.80283	0.96971
944.74903	0.97037
942.69522	0.97081
940.64142	0.97106
938.58762	0.97187
936.53382	0.97273
934.48001	0.97238
932.42621	0.97123
930.37241	0.96987
928.31861	0.96787
926.26481	0.96552
924.211	0.96394
922.1572	0.96352
920.1034	0.96436
918.0496	0.96663
915.99579	0.96961
913.94199	0.97199
911.88819	0.97369
909.83439	0.97518
907.78059	0.976
905.72678	0.97628
903.67298	0.97701
901.61918	0.97837
899.56538	0.97947
897.51157	0.97936
895.45777	0.97876
893.40397	0.97905
891.35017	0.9796
889.29637	0.97913
887.24256	0.97798
885.18876	0.97623
883.13496	0.97315
881.08116	0.96836
879.02735	0.96116
876.97355	0.95116
874.91975	0.94017
872.86595	0.93257
870.81215	0.93169
868.75834	0.93654
866.70454	0.94369
864.65074	0.95037
862.59694	0.95607
860.54313	0.96136
858.48933	0.96593
856.43553	0.9694
854.38173	0.97247
852.32792	0.97538
850.27412	0.97739
848.22032	0.97826
846.16652	0.97855
844.11272	0.97948
842.05891	0.98164
840.00511	0.9838
837.95131	0.98537
835.89751	0.98688
833.8437	0.98762
831.7899	0.9873
829.7361	0.98702
827.6823	0.98739
825.6285	0.98782
823.57469	0.98827
821.52089	0.98899
819.46709	0.98926
817.41329	0.98975
815.35948	0.99108
813.30568	0.99207
811.25188	0.99213
809.19808	0.99195
807.14428	0.99206
805.09047	0.99129
803.03667	0.98965
800.98287	0.98893
798.92907	0.98901
796.87526	0.98913
794.82146	0.98919
792.76766	0.98834
790.71386	0.98634
788.66006	0.98424
786.60625	0.9826
784.55245	0.98108
782.49865	0.97936
780.44485	0.97772
778.39104	0.9765
776.33724	0.9752
774.28344	0.97297
772.22964	0.9705
770.17584	0.96839
768.12203	0.9659
766.06823	0.96287
764.01443	0.95879
761.96063	0.95156
759.90682	0.94097
757.85302	0.93087
755.79922	0.92565
753.74542	0.92745
751.69162	0.9353
749.63781	0.94529
747.58401	0.95351
745.53021	0.95876
743.47641	0.96151
741.4226	0.96174
739.3688	0.96
737.315	0.95863
735.2612	0.96007
733.2074	0.96491
731.15359	0.97164
729.09979	0.97727
727.04599	0.97953
724.99219	0.97862
722.93838	0.9758
720.88458	0.97169
718.83078	0.96635
716.77698	0.9607
714.72318	0.95668
712.66937	0.95458
710.61557	0.95332
708.56177	0.9529
706.50797	0.95267
704.45416	0.95095
702.40036	0.9472
700.34656	0.94195
698.29276	0.93713
696.23896	0.93425
694.18515	0.93282
692.13135	0.9324
690.07755	0.93303
688.02375	0.93341
685.96994	0.93309
683.91614	0.93423
681.86234	0.93802
679.80854	0.94275
677.75474	0.94725
675.70093	0.95146
673.64713	0.95407
671.59333	0.95448
669.53953	0.95442
667.48572	0.95744
665.43192	0.96214
663.37812	0.9653
661.32432	0.96682
659.27052	0.96742
657.21671	0.9688
655.16291	0.97095
653.10911	0.9733
651.05531	0.97567
649.0015	0.97834
646.9477	0.9812
644.8939	0.9823
642.8401	0.98226
640.7863	0.98344
638.73249	0.98479
636.67869	0.98501
634.62489	0.98539
632.57109	0.98597
630.51728	0.98583
628.46348	0.98624
626.40968	0.98744
624.35588	0.98793
622.30208	0.98787
620.24827	0.98844
618.19447	0.98925
616.14067	0.98873
614.08687	0.98776
612.03306	0.98797
609.97926	0.98843
607.92546	0.98806
605.87166	0.98705
603.81786	0.98551
601.76405	0.98321
599.71025	0.9811
597.65645	0.98092
595.60265	0.98101
593.54884	0.97975
591.49504	0.97917
589.44124	0.97927
587.38744	0.97903
585.33364	0.97983
583.27983	0.98216
581.22603	0.98314
579.17223	0.98128
577.11843	0.97897
575.06462	0.97768
573.01082	0.97804
570.95702	0.98013
568.90322	0.98201
566.84942	0.98246
564.79561	0.98348
562.74181	0.98622
560.68801	0.98797
558.63421	0.98855
556.5804	0.99055
554.5266	0.99291
552.4728	0.99366
550.419	0.99374
548.3652	0.995
546.31139	0.99694
544.25759	0.99717
542.20379	0.99668
540.14999	0.99753
538.09618	0.99706
536.04238	0.9939
533.98858	0.9919
531.93478	0.99223
529.88098	0.99319
527.82717	0.99393
525.77337	0.99389
523.71957	0.99288
521.66577	0.99059
519.61196	0.98799
517.55816	0.98537
515.50436	0.98159
513.45056	0.9782
511.39675	0.97697
509.34295	0.97715
507.28915	0.97711
505.23535	0.97733
503.18155	0.97868
501.12774	0.9782
499.07394	0.97556
497.02014	0.97564
494.96634	0.97792
492.91253	0.97888
490.85873	0.97964
488.80493	0.97989
486.75113	0.97844
484.69733	0.9787
482.64352	0.9822
480.58972	0.98491
478.53592	0.98436
476.48212	0.98338
474.42831	0.98472
472.37451	0.98648
470.32071	0.98717
468.26691	0.98788
466.21311	0.9894
464.1593	0.99224
462.1055	0.99462
460.0517	0.996
457.9979	0.99816
455.94409	1.0001
453.89029	1.00298
451.83649	1.00559
449.78269	1.00397
447.72889	1.00112
445.67508	0.99924
443.62128	0.99697
441.56748	0.99527
439.51368	0.99511
437.45987	0.99412
435.40607	0.9888
433.35227	0.9798
431.29847	0.97022
429.24467	0.96256
427.19086	0.96013
425.13706	0.96196
423.08326	0.96074
421.02946	0.95091
418.97565	0.93607
416.92185	0.92877
414.86805	0.92421
412.81425	0.91251
410.76045	0.89876
408.70664	0.88929
406.65284	0.88134
404.59904	0.87494
402.54524	0.8707
400.49143	0.86377
398.43763	0.85691
KMeans Clustering	6.0
Spectral Clustering	5.0
Agglomerative Clustering	7.0
