Numero de onda	Acido_polilactico2.dpt
2780.84822	0.99922
2778.79442	0.99896
2776.74061	0.99878
2774.68681	0.99865
2772.63301	0.99828
2770.57921	0.99822
2768.5254	0.99853
2766.4716	0.99847
2764.4178	0.99782
2762.364	0.99718
2760.3102	0.99723
2758.25639	0.99775
2756.20259	0.99816
2754.14879	0.9984
2752.09499	0.99855
2750.04118	0.99863
2747.98738	0.99873
2745.93358	0.99901
2743.87978	0.99916
2741.82598	0.99901
2739.77217	0.99907
2737.71837	0.99943
2735.66457	0.99961
2733.61077	0.9996
2731.55696	0.99973
2729.50316	0.99996
2727.44936	1.00007
2725.39556	1.00007
2723.34176	1.00031
2721.28795	1.00068
2719.23415	1.00075
2717.18035	1.00078
2715.12655	1.00089
2713.07274	1.00087
2711.01894	1.00079
2708.96514	1.00067
2706.91134	1.00038
2704.85754	1.0001
2702.80373	1.00006
2700.74993	0.99974
2698.69613	0.99907
2696.64233	0.99881
2694.58852	0.99908
2692.53472	0.99918
2690.48092	0.9988
2688.42712	0.99847
2686.37332	0.99843
2684.31951	0.99845
2682.26571	0.99846
2680.21191	0.99843
2678.15811	0.99831
2676.1043	0.99821
2674.0505	0.9981
2671.9967	0.99798
2669.9429	0.99798
2667.8891	0.99799
2665.83529	0.9977
2663.78149	0.99726
2661.72769	0.99706
2659.67389	0.99717
2657.62008	0.99722
2655.56628	0.99707
2653.51248	0.99715
2651.45868	0.99734
2649.40488	0.99729
2647.35107	0.99741
2645.29727	0.99788
2643.24347	0.99827
2641.18967	0.99831
2639.13586	0.99794
2637.08206	0.99766
2635.02826	0.99793
2632.97446	0.9983
2630.92066	0.99837
2628.86685	0.99832
2626.81305	0.99863
2624.75925	0.99908
2622.70545	0.99927
2620.65164	0.9994
2618.59784	0.99928
2616.54404	0.99903
2614.49024	0.99902
2612.43644	0.99905
2610.38263	0.99902
2608.32883	0.99893
2606.27503	0.99886
2604.22123	0.99896
2602.16742	0.99894
2600.11362	0.99869
2598.05982	0.99832
2596.00602	0.99775
2593.95222	0.99766
2591.89841	0.99763
2589.84461	0.99698
2587.79081	0.99664
2585.73701	0.99665
2583.6832	0.99628
2581.6294	0.99613
2579.5756	0.99691
2577.5218	0.99763
2575.468	0.99741
2573.41419	0.99725
2571.36039	0.99771
2569.30659	0.99789
2567.25279	0.99784
2565.19898	0.99823
2563.14518	0.99866
2561.09138	0.99859
2559.03758	0.99852
2556.98377	0.99904
2554.92997	0.99964
2552.87617	0.99985
2550.82237	1.00012
2548.76857	1.00051
2546.71476	1.00049
2544.66096	1.00009
2542.60716	0.9999
2540.55336	1.00009
2538.49955	1.00013
2536.44575	1.0
2534.39195	1.00008
2532.33815	1.00039
2530.28435	1.0005
2528.23054	1.00008
2526.17674	0.99983
2524.12294	1.00006
2522.06914	1.00017
2520.01533	0.99975
2517.96153	0.9993
2515.90773	0.99954
2513.85393	0.99986
2511.80013	0.99979
2509.74632	0.99922
2507.69252	0.9984
2505.63872	0.99821
2503.58492	0.99816
2501.53111	0.99774
2499.47731	0.99758
2497.42351	0.99767
2495.36971	0.99738
2493.31591	0.99663
2491.2621	0.99616
2489.2083	0.99617
2487.1545	0.99627
2485.1007	0.99659
2483.04689	0.99682
2480.99309	0.99684
2478.93929	0.99723
2476.88549	0.99785
2474.83169	0.99835
2472.77788	0.99847
2470.72408	0.99809
2468.67028	0.99811
2466.61648	0.99875
2464.56267	0.99915
2462.50887	0.99955
2460.45507	1.0003
2458.40127	1.00074
2456.34747	1.00091
2454.29366	1.00091
2452.23986	1.00083
2450.18606	1.00101
2448.13226	1.001
2446.07845	1.00078
2444.02465	1.0009
2441.97085	1.00146
2439.91705	1.00221
2437.86325	1.00245
2435.80944	1.00227
2433.75564	1.0018
2431.70184	1.00057
2429.64804	0.99927
2427.59423	0.99897
2425.54043	0.99948
2423.48663	1.00001
2421.43283	1.00006
2419.37903	0.99973
2417.32522	0.99921
2415.27142	0.99858
2413.21762	0.9979
2411.16382	0.99732
2409.11001	0.99687
2407.05621	0.99664
2405.00241	0.99675
2402.94861	0.99673
2400.89481	0.99657
2398.841	0.99691
2396.7872	0.99746
2394.7334	0.99752
2392.6796	0.99743
2390.62579	0.99767
2388.57199	0.998
2386.51819	0.99814
2384.46439	0.99814
2382.41059	0.99826
2380.35678	0.99878
2378.30298	0.99944
2376.24918	0.99976
2374.19538	0.99994
2372.14157	1.00013
2370.08777	1.00024
2368.03397	1.00093
2365.98017	1.00215
2363.92637	1.00361
2361.87256	1.00535
2359.81876	1.00611
2357.76496	1.00547
2355.71116	1.00476
2353.65735	1.00451
2351.60355	1.00401
2349.54975	1.00309
2347.49595	1.00206
2345.44215	1.00053
2343.38834	0.9992
2341.33454	0.99952
2339.28074	1.00024
2337.22694	1.00037
2335.17313	0.99999
2333.11933	0.9991
2331.06553	0.99844
2329.01173	0.99808
2326.95793	0.99706
2324.90412	0.99575
2322.85032	0.99519
2320.79652	0.9957
2318.74272	0.99677
2316.68891	0.99703
2314.63511	0.99624
2312.58131	0.99576
2310.52751	0.99619
2308.47371	0.99658
2306.4199	0.99624
2304.3661	0.99603
2302.3123	0.99638
2300.2585	0.99663
2298.20469	0.99658
2296.15089	0.99641
2294.09709	0.99634
2292.04329	0.99689
2289.98949	0.9976
2287.93568	0.99761
2285.88188	0.99746
2283.82808	0.99749
2281.77428	0.99759
2279.72047	0.99821
2277.66667	0.99938
2275.61287	1.00007
2273.55907	0.9997
2271.50527	0.99961
2269.45146	1.00058
2267.39766	1.00154
2265.34386	1.00194
2263.29006	1.00203
2261.23625	1.00189
2259.18245	1.00216
2257.12865	1.00233
2255.07485	1.00155
2253.02105	1.00164
2250.96724	1.00341
2248.91344	1.00419
2246.85964	1.00243
2244.80584	0.99974
2242.75203	0.99805
2240.69823	0.99798
2238.64443	0.99786
2236.59063	0.99652
2234.53683	0.9958
2232.48302	0.99607
2230.42922	0.99605
2228.37542	0.99597
2226.32162	0.99661
2224.26781	0.99686
2222.21401	0.9948
2220.16021	0.99216
2218.10641	0.99235
2216.0526	0.9947
2213.9988	0.99638
2211.945	0.99682
2209.8912	0.99766
2207.8374	0.99964
2205.78359	1.00133
2203.72979	1.00227
2201.67599	1.00263
2199.62219	1.00125
2197.56838	0.99875
2195.51458	0.99735
2193.46078	0.99747
2191.40698	0.99957
2189.35318	1.00314
2187.29937	1.00391
2185.24557	1.00097
2183.19177	0.99979
2181.13797	1.00269
2179.08416	1.00592
2177.03036	1.00727
2174.97656	1.00772
2172.92276	1.00762
2170.86896	1.00634
2168.81515	1.00534
2166.76135	1.00581
2164.70755	1.00557
2162.65375	1.00347
2160.59994	1.00189
2158.54614	1.00416
2156.49234	1.00734
2154.43854	1.00671
2152.38474	1.0038
2150.33093	1.00128
2148.27713	1.00012
2146.22333	0.99982
2144.16953	0.99947
2142.11572	0.9991
2140.06192	0.99941
2138.00812	0.99976
2135.95432	0.99901
2133.90052	0.99713
2131.84671	0.99495
2129.79291	0.9944
2127.73911	0.99562
2125.68531	0.99639
2123.6315	0.99614
2121.5777	0.99599
2119.5239	0.99584
2117.4701	0.99567
2115.4163	0.99606
2113.36249	0.99604
2111.30869	0.996
2109.25489	0.99776
2107.20109	0.9997
2105.14728	0.99985
2103.09348	0.99908
2101.03968	0.99857
2098.98588	0.99937
2096.93208	1.00164
2094.87827	1.00369
2092.82447	1.004
2090.77067	1.00291
2088.71687	1.00189
2086.66306	1.00183
2084.60926	1.00255
2082.55546	1.00337
2080.50166	1.00382
2078.44786	1.00359
2076.39405	1.00248
2074.34025	1.00151
2072.28645	1.00137
2070.23265	1.00113
2068.17884	1.00108
2066.12504	1.00172
2064.07124	1.00171
2062.01744	1.00093
2059.96364	1.0005
2057.90983	0.99991
2055.85603	0.99808
2053.80223	0.99547
2051.74843	0.99393
2049.69462	0.99466
2047.64082	0.99702
2045.58702	0.9984
2043.53322	0.99749
2041.47942	0.99539
2039.42561	0.99293
2037.37181	0.99131
2035.31801	0.99118
2033.26421	0.99076
2031.2104	0.98952
2029.1566	0.98939
2027.1028	0.99003
2025.049	0.99063
2022.9952	0.99213
2020.94139	0.99352
2018.88759	0.99305
2016.83379	0.99324
2014.77999	0.99744
2012.72618	1.00198
2010.67238	1.00372
2008.61858	1.00534
2006.56478	1.00678
2004.51098	1.00528
2002.45717	1.00269
2000.40337	1.00285
1998.34957	1.00509
1996.29577	1.00763
1994.24196	1.00976
1992.18816	1.00991
1990.13436	1.00808
1988.08056	1.0066
1986.02676	1.00748
1983.97295	1.00939
1981.91915	1.00869
1979.86535	1.00613
1977.81155	1.00585
1975.75774	1.00651
1973.70394	1.00645
1971.65014	1.00755
1969.59634	1.00863
1967.54254	1.00763
1965.48873	1.00484
1963.43493	1.00159
1961.38113	0.99861
1959.32733	0.9978
1957.27352	0.99887
1955.21972	0.99777
1953.16592	0.99548
1951.11212	0.99533
1949.05832	0.99599
1947.00451	0.99559
1944.95071	0.99522
1942.89691	0.99627
1940.84311	0.99768
1938.7893	0.99809
1936.7355	0.99818
1934.6817	0.99904
1932.6279	0.99927
1930.5741	0.99784
1928.52029	0.99692
1926.46649	0.99739
1924.41269	0.99863
1922.35889	0.99978
1920.30508	0.99977
1918.25128	0.99925
1916.19748	0.99988
1914.14368	1.00132
1912.08988	1.00191
1910.03607	1.00151
1907.98227	1.00116
1905.92847	1.00081
1903.87467	1.0001
1901.82086	1.00005
1899.76706	1.00104
1897.71326	1.00196
1895.65946	1.00188
1893.60566	1.00117
1891.55185	1.00101
1889.49805	1.00094
1887.44425	1.00038
1885.39045	1.00063
1883.33664	1.00129
1881.28284	1.00106
1879.22904	1.00032
1877.17524	0.99949
1875.12143	0.99886
1873.06763	0.99846
1871.01383	0.99836
1868.96003	0.99813
1866.90623	0.99688
1864.85242	0.99597
1862.79862	0.99606
1860.74482	0.99597
1858.69102	0.99603
1856.63721	0.99659
1854.58341	0.99668
1852.52961	0.99644
1850.47581	0.99656
1848.42201	0.99685
1846.3682	0.9969
1844.3144	0.99638
1842.2606	0.99563
1840.2068	0.99543
1838.15299	0.99568
1836.09919	0.99606
1834.04539	0.99604
1831.99159	0.9957
1829.93779	0.99628
1827.88398	0.9972
1825.83018	0.99679
1823.77638	0.99574
1821.72258	0.99548
1819.66877	0.99586
1817.61497	0.99616
1815.56117	0.99597
1813.50737	0.9957
1811.45357	0.99524
1809.39976	0.99447
1807.34596	0.99392
1805.29216	0.99334
1803.23836	0.99248
1801.18455	0.99141
1799.13075	0.99004
1797.07695	0.98838
1795.02315	0.98693
1792.96935	0.98553
1790.91554	0.98298
1788.86174	0.97892
1786.80794	0.97396
1784.75414	0.96833
1782.70033	0.96184
1780.64653	0.95405
1778.59273	0.94578
1776.53893	0.93872
1774.48513	0.93234
1772.43132	0.92482
1770.37752	0.91627
1768.32372	0.90698
1766.26992	0.89674
1764.21611	0.88608
1762.16231	0.87225
1760.10851	0.85583
1758.05471	0.84065
1756.00091	0.8284
1753.9471	0.82237
1751.8933	0.82087
1749.8395	0.8201
1747.7857	0.81971
1745.73189	0.82178
1743.67809	0.82776
1741.62429	0.838
1739.57049	0.85182
1737.51669	0.86624
1735.46288	0.88131
1733.40908	0.89888
1731.35528	0.91278
1729.30148	0.92283
1727.24767	0.93099
1725.19387	0.93716
1723.14007	0.94232
1721.08627	0.94735
1719.03247	0.95318
1716.97866	0.95879
1714.92486	0.96222
1712.87106	0.96558
1710.81726	0.97007
1708.76345	0.97456
1706.70965	0.97817
1704.65585	0.98059
1702.60205	0.98238
1700.54825	0.9842
1698.49444	0.98576
1696.44064	0.98677
1694.38684	0.98728
1692.33304	0.98747
1690.27923	0.98785
1688.22543	0.9886
1686.17163	0.98928
1684.11783	0.98955
1682.06403	0.98969
1680.01022	0.98993
1677.95642	0.98992
1675.90262	0.98991
1673.84882	0.99025
1671.79501	0.9907
1669.74121	0.99105
1667.68741	0.99128
1665.63361	0.99143
1663.57981	0.99146
1661.526	0.99153
1659.4722	0.99179
1657.4184	0.99192
1655.3646	0.99182
1653.31079	0.99242
1651.25699	0.99384
1649.20319	0.9945
1647.14939	0.99453
1645.09559	0.99441
1643.04178	0.99441
1640.98798	0.99461
1638.93418	0.99515
1636.88038	0.9956
1634.82657	0.99555
1632.77277	0.99565
1630.71897	0.99597
1628.66517	0.99609
1626.61137	0.99613
1624.55756	0.99669
1622.50376	0.99723
1620.44996	0.99716
1618.39616	0.99708
1616.34235	0.997
1614.28855	0.99646
1612.23475	0.99598
1610.18095	0.99603
1608.12715	0.99609
1606.07334	0.99567
1604.01954	0.99541
1601.96574	0.99544
1599.91194	0.9953
1597.85813	0.99505
1595.80433	0.99502
1593.75053	0.99542
1591.69673	0.99564
1589.64293	0.99535
1587.58912	0.99512
1585.53532	0.99502
1583.48152	0.99507
1581.42772	0.99533
1579.37391	0.99535
1577.32011	0.99501
1575.26631	0.99463
1573.21251	0.99463
1571.15871	0.99504
1569.1049	0.99547
1567.0511	0.99557
1564.9973	0.99573
1562.9435	0.99613
1560.88969	0.99646
1558.83589	0.99658
1556.78209	0.99662
1554.72829	0.99671
1552.67449	0.99698
1550.62068	0.99731
1548.56688	0.99733
1546.51308	0.99726
1544.45928	0.99772
1542.40547	0.99864
1540.35167	0.99884
1538.29787	0.99786
1536.24407	0.99709
1534.19026	0.99676
1532.13646	0.99665
1530.08266	0.99663
1528.02886	0.99652
1525.97506	0.99632
1523.92125	0.99624
1521.86745	0.99607
1519.81365	0.99565
1517.75985	0.99546
1515.70604	0.99574
1513.65224	0.99591
1511.59844	0.99562
1509.54464	0.99529
1507.49084	0.99519
1505.43703	0.9948
1503.38323	0.99442
1501.32943	0.99426
1499.27563	0.99404
1497.22182	0.99371
1495.16802	0.99353
1493.11422	0.99357
1491.06042	0.99354
1489.00662	0.99336
1486.95281	0.99327
1484.89901	0.99304
1482.84521	0.99257
1480.79141	0.99199
1478.7376	0.99114
1476.6838	0.98979
1474.63	0.98794
1472.5762	0.98468
1470.5224	0.97968
1468.46859	0.9746
1466.41479	0.96878
1464.36099	0.96054
1462.30719	0.95139
1460.25338	0.94339
1458.19958	0.93561
1456.14578	0.92846
1454.09198	0.92586
1452.03818	0.92707
1449.98437	0.93028
1447.93057	0.93423
1445.87677	0.93857
1443.82297	0.94427
1441.76916	0.95222
1439.71536	0.96128
1437.66156	0.97053
1435.60776	0.97833
1433.55396	0.98253
1431.50015	0.98509
1429.44635	0.98717
1427.39255	0.98818
1425.33875	0.98839
1423.28494	0.98875
1421.23114	0.98969
1419.17734	0.99046
1417.12354	0.99033
1415.06974	0.98999
1413.01593	0.98969
1410.96213	0.98921
1408.90833	0.98862
1406.85453	0.98791
1404.80072	0.98682
1402.74692	0.98515
1400.69312	0.98265
1398.63932	0.97911
1396.58552	0.97486
