Numero de onda	PET.1.dpt
3029.35829	1.00055
3027.30449	1.00043
3025.25068	1.00025
3023.19688	1.00007
3021.14308	0.9999
3019.08928	0.99972
3017.03547	0.99953
3014.98167	0.99952
3012.92787	0.99965
3010.87407	0.99951
3008.82027	0.9991
3006.76646	0.99853
3004.71266	0.99775
3002.65886	0.99718
3000.60506	0.99696
2998.55125	0.99676
2996.49745	0.99651
2994.44365	0.99619
2992.38985	0.99561
2990.33605	0.99478
2988.28224	0.99399
2986.22844	0.99334
2984.17464	0.99268
2982.12084	0.99183
2980.06703	0.99075
2978.01323	0.98966
2975.95943	0.98851
2973.90563	0.98701
2971.85183	0.98537
2969.79802	0.98384
2967.74422	0.98251
2965.69042	0.98156
2963.63662	0.98082
2961.58281	0.98019
2959.52901	0.97994
2957.47521	0.98018
2955.42141	0.98065
2953.36761	0.98113
2951.3138	0.98171
2949.26	0.98244
2947.2062	0.98309
2945.1524	0.98342
2943.09859	0.98351
2941.04479	0.98346
2938.99099	0.98297
2936.93719	0.98204
2934.88339	0.98076
2932.82958	0.97936
2930.77578	0.97804
2928.72198	0.97642
2926.66818	0.97456
2924.61437	0.97291
2922.56057	0.97157
2920.50677	0.9709
2918.45297	0.97149
2916.39917	0.97335
2914.34536	0.97597
2912.29156	0.97879
2910.23776	0.9813
2908.18396	0.98313
2906.13015	0.98425
2904.07635	0.98485
2902.02255	0.98513
2899.96875	0.98542
2897.91494	0.98582
2895.86114	0.98624
2893.80734	0.98693
2891.75354	0.98809
2889.69974	0.98932
2887.64593	0.99014
2885.59213	0.99053
2883.53833	0.99083
2881.48453	0.99121
2879.43072	0.99149
2877.37692	0.99151
2875.32312	0.99152
2873.26932	0.99181
2871.21552	0.99222
2869.16171	0.99248
2867.10791	0.9925
2865.05411	0.99229
2863.00031	0.99171
2860.9465	0.99057
2858.8927	0.98898
2856.8389	0.98712
2854.7851	0.98501
2852.7313	0.98308
2850.67749	0.98239
2848.62369	0.98395
2846.56989	0.9872
2844.51609	0.99054
2842.46228	0.99312
2840.40848	0.995
2838.35468	0.99639
2836.30088	0.99732
2834.24708	0.99782
2832.19327	0.99806
2830.13947	0.99829
2828.08567	0.99868
2826.03187	0.99917
2823.97806	0.99939
2821.92426	0.99931
2819.87046	0.99949
2817.81666	0.99993
2815.76286	1.00012
2813.70905	0.99989
2811.65525	0.99962
2809.60145	0.99977
2807.54765	1.00013
2805.49384	1.0003
2803.44004	1.00028
2801.38624	1.00032
2799.33244	1.00045
2797.27864	1.00039
2795.22483	1.00027
2793.17103	1.00031
2791.11723	1.00041
2789.06343	1.00045
2787.00962	1.00046
2784.95582	1.00039
2782.90202	1.00032
2780.84822	1.00036
2778.79442	1.00041
2776.74061	1.00046
2774.68681	1.00058
2772.63301	1.00077
2770.57921	1.00095
2768.5254	1.00102
2766.4716	1.00092
2764.4178	1.00066
2762.364	1.0005
2760.3102	1.00066
2758.25639	1.00074
2756.20259	1.00054
2754.14879	1.00049
2752.09499	1.00069
2750.04118	1.00079
2747.98738	1.00074
2745.93358	1.00079
2743.87978	1.00091
2741.82598	1.00093
2739.77217	1.00083
2737.71837	1.00081
2735.66457	1.00093
2733.61077	1.00103
2731.55696	1.00098
2729.50316	1.00096
2727.44936	1.00117
2725.39556	1.00146
2723.34176	1.00151
2721.28795	1.00137
2719.23415	1.00134
2717.18035	1.00144
2715.12655	1.00152
2713.07274	1.00155
2711.01894	1.00149
2708.96514	1.00137
2706.91134	1.00126
2704.85754	1.00115
2702.80373	1.00105
2700.74993	1.001
2698.69613	1.00099
2696.64233	1.00103
2694.58852	1.00109
2692.53472	1.00105
2690.48092	1.001
2688.42712	1.00108
2686.37332	1.00124
2684.31951	1.00135
2682.26571	1.0014
2680.21191	1.00137
2678.15811	1.00133
2676.1043	1.00118
2674.0505	1.00092
2671.9967	1.00078
2669.9429	1.00084
2667.8891	1.00101
2665.83529	1.00109
2663.78149	1.00086
2661.72769	1.0004
2659.67389	1.00007
2657.62008	1.0001
2655.56628	1.00041
2653.51248	1.00068
2651.45868	1.00062
2649.40488	1.00031
2647.35107	1.00018
2645.29727	1.00039
2643.24347	1.00071
2641.18967	1.00075
2639.13586	1.00048
2637.08206	1.00014
2635.02826	0.99999
2632.97446	1.00008
2630.92066	1.00029
2628.86685	1.00046
2626.81305	1.00042
2624.75925	1.00036
2622.70545	1.00041
2620.65164	1.00039
2618.59784	1.00029
2616.54404	1.0002
2614.49024	1.00028
2612.43644	1.00053
2610.38263	1.00075
2608.32883	1.00091
2606.27503	1.00105
2604.22123	1.00109
2602.16742	1.00099
2600.11362	1.00095
2598.05982	1.00118
2596.00602	1.00144
2593.95222	1.00134
2591.89841	1.00099
2589.84461	1.00084
2587.79081	1.00114
2585.73701	1.00162
2583.6832	1.00184
2581.6294	1.00148
2579.5756	1.00121
2577.5218	1.00136
2575.468	1.00134
2573.41419	1.00128
2571.36039	1.00137
2569.30659	1.00153
2567.25279	1.00181
2565.19898	1.00212
2563.14518	1.0021
2561.09138	1.00164
2559.03758	1.00129
2556.98377	1.00143
2554.92997	1.00161
2552.87617	1.00176
2550.82237	1.00211
2548.76857	1.00226
2546.71476	1.0021
2544.66096	1.002
2542.60716	1.00196
2540.55336	1.00153
2538.49955	1.00112
2536.44575	1.00157
2534.39195	1.0022
2532.33815	1.00211
2530.28435	1.00164
2528.23054	1.00131
2526.17674	1.00121
2524.12294	1.00113
2522.06914	1.00128
2520.01533	1.00184
2517.96153	1.002
2515.90773	1.00159
2513.85393	1.00157
2511.80013	1.00196
2509.74632	1.00217
2507.69252	1.00232
2505.63872	1.00266
2503.58492	1.00292
2501.53111	1.00261
2499.47731	1.00178
2497.42351	1.00126
2495.36971	1.00155
2493.31591	1.00216
2491.2621	1.00253
2489.2083	1.00245
2487.1545	1.00236
2485.1007	1.0024
2483.04689	1.00234
2480.99309	1.0024
2478.93929	1.00253
2476.88549	1.00236
2474.83169	1.00227
2472.77788	1.00249
2470.72408	1.0026
2468.67028	1.00241
2466.61648	1.00224
2464.56267	1.00256
2462.50887	1.00292
2460.45507	1.00275
2458.40127	1.00235
2456.34747	1.00216
2454.29366	1.00215
2452.23986	1.00214
2450.18606	1.00204
2448.13226	1.00202
2446.07845	1.00229
2444.02465	1.00263
2441.97085	1.00269
2439.91705	1.00239
2437.86325	1.00194
2435.80944	1.00169
2433.75564	1.00189
2431.70184	1.00219
2429.64804	1.00227
2427.59423	1.00233
2425.54043	1.00229
2423.48663	1.00224
2421.43283	1.00215
2419.37903	1.00168
2417.32522	1.00118
2415.27142	1.00118
2413.21762	1.00159
2411.16382	1.00173
2409.11001	1.0015
2407.05621	1.00163
2405.00241	1.00219
2402.94861	1.00236
2400.89481	1.00198
2398.841	1.00151
2396.7872	1.00124
2394.7334	1.0012
2392.6796	1.00114
2390.62579	1.00122
2388.57199	1.00159
2386.51819	1.00188
2384.46439	1.00193
2382.41059	1.0016
2380.35678	1.0009
2378.30298	1.00033
2376.24918	0.99994
2374.19538	0.99933
2372.14157	0.99845
2370.08777	0.99746
2368.03397	0.99607
2365.98017	0.99433
2363.92637	0.99303
2361.87256	0.9925
2359.81876	0.99272
2357.76496	0.99325
2355.71116	0.99372
2353.65735	0.9949
2351.60355	0.99663
2349.54975	0.99779
2347.49595	0.99793
2345.44215	0.99707
2343.38834	0.99593
2341.33454	0.99547
2339.28074	0.99552
2337.22694	0.99587
2335.17313	0.99648
2333.11933	0.99676
2331.06553	0.99677
2329.01173	0.99691
2326.95793	0.99658
2324.90412	0.99602
2322.85032	0.99625
2320.79652	0.99717
2318.74272	0.99805
2316.68891	0.9984
2314.63511	0.9984
2312.58131	0.99855
2310.52751	0.99874
2308.47371	0.99875
2306.4199	0.99903
2304.3661	0.99964
2302.3123	0.99999
2300.2585	0.99996
2298.20469	0.9999
2296.15089	0.99993
2294.09709	1.00002
2292.04329	1.00017
2289.98949	1.00012
2287.93568	0.99989
2285.88188	0.99983
2283.82808	1.00009
2281.77428	1.00068
2279.72047	1.00114
2277.66667	1.00109
2275.61287	1.00099
2273.55907	1.00139
2271.50527	1.00168
2269.45146	1.00145
2267.39766	1.00141
2265.34386	1.00149
2263.29006	1.00125
2261.23625	1.00094
2259.18245	1.0004
2257.12865	0.9999
2255.07485	1.00046
2253.02105	1.00136
2250.96724	1.00137
2248.91344	1.00104
2246.85964	1.0008
2244.80584	1.0009
2242.75203	1.00204
2240.69823	1.00323
2238.64443	1.00294
2236.59063	1.00185
2234.53683	1.00094
2232.48302	1.0002
2230.42922	0.99963
2228.37542	0.99966
2226.32162	1.0004
2224.26781	1.00087
2222.21401	1.00099
2220.16021	1.00136
2218.10641	1.00155
2216.0526	1.00181
2213.9988	1.00253
2211.945	1.00271
2209.8912	1.00208
2207.8374	1.00169
2205.78359	1.00144
2203.72979	1.00073
2201.67599	1.00034
2199.62219	1.00095
2197.56838	1.00179
2195.51458	1.00172
2193.46078	1.00033
2191.40698	0.99905
2189.35318	1.00038
2187.29937	1.00316
2185.24557	1.00496
2183.19177	1.00626
2181.13797	1.00638
2179.08416	1.00457
2177.03036	1.00329
2174.97656	1.00321
2172.92276	1.00284
2170.86896	1.00237
2168.81515	1.00213
2166.76135	1.00254
2164.70755	1.00349
2162.65375	1.00409
2160.59994	1.00589
2158.54614	1.00839
2156.49234	1.00763
2154.43854	1.00498
2152.38474	1.00374
2150.33093	1.00349
2148.27713	1.0036
2146.22333	1.00435
2144.16953	1.00483
2142.11572	1.00469
2140.06192	1.00494
2138.00812	1.00539
2135.95432	1.00509
2133.90052	1.00494
2131.84671	1.00523
2129.79291	1.00435
2127.73911	1.00263
2125.68531	1.00223
2123.6315	1.00328
2121.5777	1.00399
2119.5239	1.004
2117.4701	1.00368
2115.4163	1.00271
2113.36249	1.00176
2111.30869	1.00159
2109.25489	1.00155
2107.20109	1.00138
2105.14728	1.00146
2103.09348	1.00151
2101.03968	1.00113
2098.98588	1.00102
2096.93208	1.0019
2094.87827	1.0029
2092.82447	1.00287
2090.77067	1.00248
2088.71687	1.0024
2086.66306	1.00239
2084.60926	1.00227
2082.55546	1.00208
2080.50166	1.00199
2078.44786	1.00177
2076.39405	1.00133
2074.34025	1.00128
2072.28645	1.0017
2070.23265	1.00239
2068.17884	1.00329
2066.12504	1.00357
2064.07124	1.00298
2062.01744	1.0024
2059.96364	1.00251
2057.90983	1.00321
2055.85603	1.00341
2053.80223	1.00253
2051.74843	1.00146
2049.69462	1.00155
2047.64082	1.00223
2045.58702	1.0023
2043.53322	1.00231
2041.47942	1.00229
2039.42561	1.00205
2037.37181	1.00239
2035.31801	1.00356
2033.26421	1.00494
2031.2104	1.00557
2029.1566	1.00494
2027.1028	1.00423
2025.049	1.00455
2022.9952	1.0051
2020.94139	1.00498
2018.88759	1.0041
2016.83379	1.00306
2014.77999	1.00236
2012.72618	1.00208
2010.67238	1.00273
2008.61858	1.00393
2006.56478	1.00501
2004.51098	1.00525
2002.45717	1.00375
2000.40337	1.0022
1998.34957	1.00235
1996.29577	1.00288
1994.24196	1.00329
1992.18816	1.004
1990.13436	1.00364
1988.08056	1.00238
1986.02676	1.00166
1983.97295	1.0009
1981.91915	0.99965
1979.86535	0.99938
1977.81155	1.00068
1975.75774	1.00238
1973.70394	1.00388
1971.65014	1.00484
1969.59634	1.00525
1967.54254	1.00537
1965.48873	1.00443
1963.43493	1.00288
1961.38113	1.00285
1959.32733	1.00384
1957.27352	1.00344
1955.21972	1.00179
1953.16592	1.0007
1951.11212	1.00025
1949.05832	0.99984
1947.00451	0.99963
1944.95071	0.99997
1942.89691	1.00108
1940.84311	1.0021
1938.7893	1.00234
1936.7355	1.00231
1934.6817	1.00247
1932.6279	1.00276
1930.5741	1.00309
1928.52029	1.00356
1926.46649	1.00385
1924.41269	1.00332
1922.35889	1.00238
1920.30508	1.00212
1918.25128	1.00244
1916.19748	1.00238
1914.14368	1.00211
1912.08988	1.0025
1910.03607	1.00292
1907.98227	1.00231
1905.92847	1.00149
1903.87467	1.00156
1901.82086	1.00203
1899.76706	1.00233
1897.71326	1.00272
1895.65946	1.00327
1893.60566	1.00327
1891.55185	1.00254
1889.49805	1.00228
1887.44425	1.00287
1885.39045	1.00321
1883.33664	1.00303
1881.28284	1.00269
1879.22904	1.00241
1877.17524	1.00251
1875.12143	1.0029
1873.06763	1.00311
1871.01383	1.00318
1868.96003	1.00349
1866.90623	1.00382
1864.85242	1.00366
1862.79862	1.00319
1860.74482	1.00278
1858.69102	1.0025
1856.63721	1.0022
1854.58341	1.00211
1852.52961	1.00221
1850.47581	1.00226
1848.42201	1.00231
1846.3682	1.00247
1844.3144	1.00254
1842.2606	1.00193
1840.2068	1.00092
1838.15299	1.00043
1836.09919	1.0007
1834.04539	1.00084
1831.99159	1.00058
1829.93779	1.00052
1827.88398	1.00076
1825.83018	1.00058
1823.77638	0.99996
1821.72258	0.99961
1819.66877	0.9998
1817.61497	1.00016
1815.56117	1.00009
1813.50737	0.99979
1811.45357	0.99973
1809.39976	0.99977
1807.34596	0.99971
1805.29216	0.99975
1803.23836	0.9998
1801.18455	0.99971
1799.13075	0.99975
1797.07695	0.99993
1795.02315	1.00004
1792.96935	0.99997
1790.91554	0.99954
1788.86174	0.99908
1786.80794	0.99906
1784.75414	0.99919
1782.70033	0.99922
1780.64653	0.99902
1778.59273	0.99865
1776.53893	0.99852
1774.48513	0.99894
1772.43132	0.99927
1770.37752	0.99863
1768.32372	0.99781
1766.26992	0.99726
1764.21611	0.99698
1762.16231	0.9967
1760.10851	0.99594
1758.05471	0.995
1756.00091	0.99416
1753.9471	0.9933
1751.8933	0.99227
1749.8395	0.9901
1747.7857	0.9866
1745.73189	0.98254
1743.67809	0.97767
1741.62429	0.97133
1739.57049	0.96264
1737.51669	0.95382
1735.46288	0.94524
1733.40908	0.93347
1731.35528	0.92207
1729.30148	0.91243
1727.24767	0.9031
1725.19387	0.89433
1723.14007	0.88559
1721.08627	0.87783
1719.03247	0.8708
1716.97866	0.86272
1714.92486	0.8557
1712.87106	0.85123
1710.81726	0.84897
1708.76345	0.84932
1706.70965	0.85359
1704.65585	0.8619
1702.60205	0.87124
1700.54825	0.88465
1698.49444	0.90068
1696.44064	0.91366
1694.38684	0.92491
1692.33304	0.93262
1690.27923	0.9391
1688.22543	0.94502
1686.17163	0.94987
1684.11783	0.95536
1682.06403	0.95948
1680.01022	0.96114
1677.95642	0.96235
1675.90262	0.96408
1673.84882	0.96648
1671.79501	0.96921
1669.74121	0.97265
1667.68741	0.97603
1665.63361	0.97838
1663.57981	0.98068
1661.526	0.98304
1659.4722	0.98486
1657.4184	0.98628
1655.3646	0.98772
1653.31079	0.9893
1651.25699	0.98994
1649.20319	0.9903
1647.14939	0.99111
1645.09559	0.99158
1643.04178	0.99158
1640.98798	0.99168
1638.93418	0.99194
1636.88038	0.9926
1634.82657	0.99334
1632.77277	0.99342
1630.71897	0.99349
1628.66517	0.99385
1626.61137	0.99413
1624.55756	0.99439
1622.50376	0.99451
1620.44996	0.9942
1618.39616	0.99366
1616.34235	0.99284
1614.28855	0.99215
1612.23475	0.9921
1610.18095	0.9926
1608.12715	0.99331
1606.07334	0.99402
1604.01954	0.99471
1601.96574	0.99533
1599.91194	0.9958
1597.85813	0.99626
1595.80433	0.99665
1593.75053	0.99659
1591.69673	0.99616
1589.64293	0.99584
1587.58912	0.99547
1585.53532	0.99435
1583.48152	0.99226
1581.42772	0.98973
1579.37391	0.98782
1577.32011	0.98756
1575.26631	0.98922
1573.21251	0.99117
1571.15871	0.99289
1569.1049	0.99449
1567.0511	0.99549
1564.9973	0.99617
1562.9435	0.99688
1560.88969	0.99785
1558.83589	0.99863
1556.78209	0.99809
1554.72829	0.99769
1552.67449	0.99765
1550.62068	0.99775
1548.56688	0.99785
1546.51308	0.99809
1544.45928	0.99863
1542.40547	0.99904
1540.35167	0.99884
1538.29787	0.99793
1536.24407	0.99727
1534.19026	0.99696
1532.13646	0.99635
1530.08266	0.99578
1528.02886	0.99589
1525.97506	0.99642
1523.92125	0.99698
1521.86745	0.99747
1519.81365	0.99737
1517.75985	0.99697
1515.70604	0.99632
1513.65224	0.99531
1511.59844	0.99421
1509.54464	0.9925
1507.49084	0.98752
1505.43703	0.98094
1503.38323	0.98064
1501.32943	0.9843
1499.27563	0.98914
1497.22182	0.99303
1495.16802	0.99496
1493.11422	0.99576
1491.06042	0.99636
1489.00662	0.9964
1486.95281	0.99513
1484.89901	0.99329
1482.84521	0.99138
1480.79141	0.98919
1478.7376	0.98688
1476.6838	0.98466
1474.63	0.98252
1472.5762	0.98047
1470.5224	0.9787
1468.46859	0.97767
1466.41479	0.97707
1464.36099	0.97607
1462.30719	0.97444
1460.25338	0.97295
1458.19958	0.97192
1456.14578	0.97102
1454.09198	0.97044
1452.03818	0.97081
1449.98437	0.97234
1447.93057	0.97473
1445.87677	0.97703
1443.82297	0.97888
1441.76916	0.98058
1439.71536	0.98211
1437.66156	0.98376
1435.60776	0.98565
1433.55396	0.98712
1431.50015	0.98848
1429.44635	0.99012
1427.39255	0.99159
1425.33875	0.99239
1423.28494	0.99212
1421.23114	0.9907
1419.17734	0.98715
1417.12354	0.97998
1415.06974	0.97021
1413.01593	0.95819
1410.96213	0.94623
1408.90833	0.93997
1406.85453	0.9426
1404.80072	0.95179
1402.74692	0.96096
1400.69312	0.96688
1398.63932	0.97051
1396.58552	0.97192
1394.53171	0.97163
1392.47791	0.97087
1390.42411	0.97034
