Numero de onda	Polyvinyl chloride.dpt
3006.76646	0.99366
3004.71266	0.99351
3002.65886	0.99328
3000.60506	0.99296
2998.55125	0.99262
2996.49745	0.99244
2994.44365	0.99243
2992.38985	0.99219
2990.33605	0.99145
2988.28224	0.99045
2986.22844	0.98957
2984.17464	0.98862
2982.12084	0.98717
2980.06703	0.98532
2978.01323	0.98359
2975.95943	0.98234
2973.90563	0.98146
2971.85183	0.98069
2969.79802	0.97999
2967.74422	0.97961
2965.69042	0.97975
2963.63662	0.98024
2961.58281	0.98083
2959.52901	0.98145
2957.47521	0.982
2955.42141	0.98229
2953.36761	0.98234
2951.3138	0.98233
2949.26	0.98225
2947.2062	0.98208
2945.1524	0.98174
2943.09859	0.98117
2941.04479	0.98047
2938.99099	0.97971
2936.93719	0.97898
2934.88339	0.97829
2932.82958	0.97767
2930.77578	0.97703
2928.72198	0.97618
2926.66818	0.9753
2924.61437	0.97452
2922.56057	0.97354
2920.50677	0.9722
2918.45297	0.97061
2916.39917	0.9689
2914.34536	0.9673
2912.29156	0.96613
2910.23776	0.96567
2908.18396	0.96603
2906.13015	0.9673
2904.07635	0.9692
2902.02255	0.97136
2899.96875	0.97391
2897.91494	0.97687
2895.86114	0.97965
2893.80734	0.98182
2891.75354	0.98362
2889.69974	0.98519
2887.64593	0.98633
2885.59213	0.98704
2883.53833	0.98747
2881.48453	0.9878
2879.43072	0.98811
2877.37692	0.98837
2875.32312	0.98864
2873.26932	0.98889
2871.21552	0.98908
2869.16171	0.98915
2867.10791	0.98899
2865.05411	0.98882
2863.00031	0.98871
2860.9465	0.98853
2858.8927	0.98844
2856.8389	0.9883
2854.7851	0.98796
2852.7313	0.9876
2850.67749	0.98726
2848.62369	0.98697
2846.56989	0.98701
2844.51609	0.98728
2842.46228	0.98755
2840.40848	0.98794
2838.35468	0.98845
2836.30088	0.98882
2834.24708	0.98901
2832.19327	0.98908
2830.13947	0.98916
2828.08567	0.98951
2826.03187	0.98983
2823.97806	0.98949
2821.92426	0.98882
2819.87046	0.98852
2817.81666	0.98852
2815.76286	0.98851
2813.70905	0.98851
2811.65525	0.98866
2809.60145	0.98902
2807.54765	0.98951
2805.49384	0.98994
2803.44004	0.99021
2801.38624	0.99036
2799.33244	0.99048
2797.27864	0.99063
2795.22483	0.99077
2793.17103	0.99096
2791.11723	0.99115
2789.06343	0.99128
2787.00962	0.99135
2784.95582	0.99132
2782.90202	0.99118
2780.84822	0.99099
2778.79442	0.99085
2776.74061	0.99087
2774.68681	0.99099
2772.63301	0.99109
2770.57921	0.99121
2768.5254	0.9913
2766.4716	0.99131
2764.4178	0.99113
2762.364	0.99093
2760.3102	0.9911
2758.25639	0.99137
2756.20259	0.99132
2754.14879	0.99112
2752.09499	0.99098
2750.04118	0.99084
2747.98738	0.9907
2745.93358	0.99074
2743.87978	0.991
2741.82598	0.99126
2739.77217	0.9912
2737.71837	0.99104
2735.66457	0.99116
2733.61077	0.99124
2731.55696	0.99095
2729.50316	0.9907
2727.44936	0.99089
2725.39556	0.99122
2723.34176	0.9914
2721.28795	0.99151
2719.23415	0.99161
2717.18035	0.99169
2715.12655	0.99167
2713.07274	0.99158
2711.01894	0.99144
2708.96514	0.99117
2706.91134	0.99092
2704.85754	0.9908
2702.80373	0.99069
2700.74993	0.99066
2698.69613	0.99088
2696.64233	0.99114
2694.58852	0.99125
2692.53472	0.99136
2690.48092	0.99141
2688.42712	0.99135
2686.37332	0.9913
2684.31951	0.99134
2682.26571	0.99139
2680.21191	0.99139
2678.15811	0.99142
2676.1043	0.9913
2674.0505	0.9911
2671.9967	0.9911
2669.9429	0.99116
2667.8891	0.9911
2665.83529	0.9911
2663.78149	0.99089
2661.72769	0.9904
2659.67389	0.99014
2657.62008	0.99033
2655.56628	0.99074
2653.51248	0.99114
2651.45868	0.99101
2649.40488	0.99042
2647.35107	0.99009
2645.29727	0.99022
2643.24347	0.99041
2641.18967	0.99041
2639.13586	0.99043
2637.08206	0.99071
2635.02826	0.99094
2632.97446	0.9909
2630.92066	0.99086
2628.86685	0.99091
2626.81305	0.99095
2624.75925	0.99097
2622.70545	0.99081
2620.65164	0.99063
2618.59784	0.99062
2616.54404	0.99079
2614.49024	0.99116
2612.43644	0.99156
2610.38263	0.99163
2608.32883	0.99148
2606.27503	0.99141
2604.22123	0.99133
2602.16742	0.99135
2600.11362	0.9918
2598.05982	0.99235
2596.00602	0.99235
2593.95222	0.99181
2591.89841	0.9912
2589.84461	0.99104
2587.79081	0.99135
2585.73701	0.99169
2583.6832	0.99185
2581.6294	0.99182
2579.5756	0.99181
2577.5218	0.99168
2575.468	0.99142
2573.41419	0.9916
2571.36039	0.99198
2569.30659	0.99218
2567.25279	0.99224
2565.19898	0.99215
2563.14518	0.9919
2561.09138	0.99152
2559.03758	0.99152
2556.98377	0.99197
2554.92997	0.9922
2552.87617	0.99226
2550.82237	0.99243
2548.76857	0.99235
2546.71476	0.99211
2544.66096	0.99201
2542.60716	0.9918
2540.55336	0.99141
2538.49955	0.99126
2536.44575	0.99154
2534.39195	0.99197
2532.33815	0.99213
2530.28435	0.9921
2528.23054	0.99212
2526.17674	0.99202
2524.12294	0.99181
2522.06914	0.992
2520.01533	0.99244
2517.96153	0.99252
2515.90773	0.99226
2513.85393	0.9921
2511.80013	0.99226
2509.74632	0.99241
2507.69252	0.99241
2505.63872	0.9924
2503.58492	0.99233
2501.53111	0.99218
2499.47731	0.99197
2497.42351	0.99186
2495.36971	0.992
2493.31591	0.99211
2491.2621	0.99211
2489.2083	0.99229
2487.1545	0.99264
2485.1007	0.99266
2483.04689	0.99239
2480.99309	0.99254
2478.93929	0.99281
2476.88549	0.99255
2474.83169	0.99232
2472.77788	0.99243
2470.72408	0.99223
2468.67028	0.99183
2466.61648	0.99212
2464.56267	0.99293
2462.50887	0.99318
2460.45507	0.99264
2458.40127	0.99201
2456.34747	0.9918
2454.29366	0.99168
2452.23986	0.9914
2450.18606	0.99143
2448.13226	0.99167
2446.07845	0.99175
2444.02465	0.99181
2441.97085	0.99197
2439.91705	0.99205
2437.86325	0.99189
2435.80944	0.99165
2433.75564	0.99146
2431.70184	0.99136
2429.64804	0.99156
2427.59423	0.99207
2425.54043	0.99239
2423.48663	0.99239
2421.43283	0.99235
2419.37903	0.99227
2417.32522	0.99206
2415.27142	0.99195
2413.21762	0.99224
2411.16382	0.99259
2409.11001	0.99258
2407.05621	0.99247
2405.00241	0.99258
2402.94861	0.99277
2400.89481	0.99286
2398.841	0.99275
2396.7872	0.99253
2394.7334	0.99235
2392.6796	0.99224
2390.62579	0.99248
2388.57199	0.993
2386.51819	0.9932
2384.46439	0.99295
2382.41059	0.9923
2380.35678	0.99109
2378.30298	0.98963
2376.24918	0.98831
2374.19538	0.98691
2372.14157	0.98504
2370.08777	0.98277
2368.03397	0.98062
2365.98017	0.9788
2363.92637	0.9773
2361.87256	0.97622
2359.81876	0.97575
2357.76496	0.97628
2355.71116	0.97798
2353.65735	0.98018
2351.60355	0.98227
2349.54975	0.9836
2347.49595	0.98335
2345.44215	0.98159
2343.38834	0.9798
2341.33454	0.97903
2339.28074	0.97905
2337.22694	0.97996
2335.17313	0.98132
2333.11933	0.98203
2331.06553	0.98226
2329.01173	0.98237
2326.95793	0.98178
2324.90412	0.98105
2322.85032	0.98158
2320.79652	0.9833
2318.74272	0.98497
2316.68891	0.98588
2314.63511	0.9861
2312.58131	0.98603
2310.52751	0.98619
2308.47371	0.98694
2306.4199	0.98791
2304.3661	0.98847
2302.3123	0.98862
2300.2585	0.9889
2298.20469	0.98954
2296.15089	0.99006
2294.09709	0.99017
2292.04329	0.99031
2289.98949	0.99047
2287.93568	0.99014
2285.88188	0.98977
2283.82808	0.99039
2281.77428	0.99185
2279.72047	0.99266
2277.66667	0.99194
2275.61287	0.99091
2273.55907	0.99078
2271.50527	0.99107
2269.45146	0.99123
2267.39766	0.99152
2265.34386	0.99186
2263.29006	0.99191
2261.23625	0.99169
2259.18245	0.99138
2257.12865	0.99133
2255.07485	0.99169
2253.02105	0.99174
2250.96724	0.99137
2248.91344	0.9912
2246.85964	0.99105
2244.80584	0.99101
2242.75203	0.9917
2240.69823	0.99268
2238.64443	0.99307
2236.59063	0.99269
2234.53683	0.99208
2232.48302	0.99181
2230.42922	0.99169
2228.37542	0.99198
2226.32162	0.99263
2224.26781	0.99241
2222.21401	0.99163
2220.16021	0.99119
2218.10641	0.99098
2216.0526	0.99113
2213.9988	0.99181
2211.945	0.9923
2209.8912	0.99229
2207.8374	0.99239
2205.78359	0.9924
2203.72979	0.99208
2201.67599	0.99202
2199.62219	0.99255
2197.56838	0.99311
2195.51458	0.99277
2193.46078	0.99133
2191.40698	0.98958
2189.35318	0.98958
2187.29937	0.99185
2185.24557	0.99368
2183.19177	0.99407
2181.13797	0.99394
2179.08416	0.99347
2177.03036	0.99349
2174.97656	0.99408
2172.92276	0.99424
2170.86896	0.9937
2168.81515	0.99263
2166.76135	0.99184
2164.70755	0.99107
2162.65375	0.98988
2160.59994	0.99152
2158.54614	0.99646
2156.49234	0.99915
2154.43854	0.99861
2152.38474	0.99754
2150.33093	0.99686
2148.27713	0.99676
2146.22333	0.99703
2144.16953	0.9969
2142.11572	0.99644
2140.06192	0.99651
2138.00812	0.99745
2135.95432	0.99793
2133.90052	0.99742
2131.84671	0.99683
2129.79291	0.99614
2127.73911	0.9954
2125.68531	0.99525
2123.6315	0.99542
2121.5777	0.99519
2119.5239	0.99491
2117.4701	0.99453
2115.4163	0.99369
2113.36249	0.99298
2111.30869	0.99283
2109.25489	0.99272
2107.20109	0.99225
2105.14728	0.99191
2103.09348	0.9921
2101.03968	0.99266
2098.98588	0.99305
2096.93208	0.99341
2094.87827	0.99419
2092.82447	0.99448
2090.77067	0.99382
2088.71687	0.99315
2086.66306	0.99311
2084.60926	0.99334
2082.55546	0.99377
2080.50166	0.99431
2078.44786	0.9942
2076.39405	0.9937
2074.34025	0.99365
2072.28645	0.99349
2070.23265	0.99304
2068.17884	0.99337
2066.12504	0.9941
2064.07124	0.99391
2062.01744	0.99306
2059.96364	0.9931
2057.90983	0.99413
2055.85603	0.9949
2053.80223	0.99449
2051.74843	0.99295
2049.69462	0.99167
2047.64082	0.99122
2045.58702	0.99066
2043.53322	0.99018
2041.47942	0.99018
2039.42561	0.99077
2037.37181	0.99218
2035.31801	0.99339
2033.26421	0.99372
2031.2104	0.99342
2029.1566	0.99296
2027.1028	0.99383
2025.049	0.99594
2022.9952	0.99689
2020.94139	0.99642
2018.88759	0.9955
2016.83379	0.99474
2014.77999	0.99412
2012.72618	0.99352
2010.67238	0.99392
2008.61858	0.99477
2006.56478	0.99563
2004.51098	0.99658
2002.45717	0.99642
2000.40337	0.99553
1998.34957	0.99471
1996.29577	0.99383
1994.24196	0.99389
1992.18816	0.99499
1990.13436	0.99518
1988.08056	0.99446
1986.02676	0.99393
1983.97295	0.9931
1981.91915	0.99154
1979.86535	0.99123
1977.81155	0.99379
1975.75774	0.99677
1973.70394	0.99741
1971.65014	0.99648
1969.59634	0.99638
1967.54254	0.99708
1965.48873	0.99677
1963.43493	0.99568
1961.38113	0.99514
1959.32733	0.99597
1957.27352	0.99727
1955.21972	0.99665
1953.16592	0.99472
1951.11212	0.99381
1949.05832	0.99385
1947.00451	0.99417
1944.95071	0.99491
1942.89691	0.99585
1940.84311	0.99575
1938.7893	0.99452
1936.7355	0.99377
1934.6817	0.99408
1932.6279	0.99402
1930.5741	0.99344
1928.52029	0.9937
1926.46649	0.99449
1924.41269	0.99474
1922.35889	0.99428
1920.30508	0.99418
1918.25128	0.99502
1916.19748	0.99514
1914.14368	0.99423
1912.08988	0.99421
1910.03607	0.99467
1907.98227	0.99409
1905.92847	0.99351
1903.87467	0.99374
1901.82086	0.99403
1899.76706	0.99408
1897.71326	0.99445
1895.65946	0.99517
1893.60566	0.99517
1891.55185	0.9944
1889.49805	0.99382
1887.44425	0.99379
1885.39045	0.99384
1883.33664	0.99353
1881.28284	0.99318
1879.22904	0.99325
1877.17524	0.99374
1875.12143	0.99402
1873.06763	0.99404
1871.01383	0.99474
1868.96003	0.99574
1866.90623	0.9955
1864.85242	0.99453
1862.79862	0.99399
1860.74482	0.99373
1858.69102	0.9933
1856.63721	0.99302
1854.58341	0.99337
1852.52961	0.99393
1850.47581	0.99421
1848.42201	0.99473
1846.3682	0.99568
1844.3144	0.99589
1842.2606	0.99461
1840.2068	0.99353
1838.15299	0.99343
1836.09919	0.99359
1834.04539	0.99353
1831.99159	0.99376
1829.93779	0.9944
1827.88398	0.99459
1825.83018	0.994
1823.77638	0.99287
1821.72258	0.99203
1819.66877	0.99216
1817.61497	0.99267
1815.56117	0.99287
1813.50737	0.993
1811.45357	0.99313
1809.39976	0.99295
1807.34596	0.99278
1805.29216	0.99306
1803.23836	0.99373
1801.18455	0.99418
1799.13075	0.99418
1797.07695	0.99426
1795.02315	0.99467
1792.96935	0.99512
1790.91554	0.99451
1788.86174	0.99319
1786.80794	0.99267
1784.75414	0.99306
1782.70033	0.99356
1780.64653	0.99367
1778.59273	0.99338
1776.53893	0.99345
1774.48513	0.99447
1772.43132	0.9956
1770.37752	0.99529
1768.32372	0.99423
1766.26992	0.99335
1764.21611	0.99315
1762.16231	0.99351
1760.10851	0.99339
1758.05471	0.99308
1756.00091	0.99299
1753.9471	0.99337
1751.8933	0.99448
1749.8395	0.99492
1747.7857	0.99379
1745.73189	0.9927
1743.67809	0.99227
1741.62429	0.99194
1739.57049	0.99124
1737.51669	0.99069
1735.46288	0.99142
1733.40908	0.99253
1731.35528	0.99201
1729.30148	0.99086
1727.24767	0.99001
1725.19387	0.98995
1723.14007	0.99036
1721.08627	0.99104
1719.03247	0.99271
1716.97866	0.9944
1714.92486	0.99356
1712.87106	0.99205
1710.81726	0.99153
1708.76345	0.99202
1706.70965	0.99313
1704.65585	0.99388
1702.60205	0.99425
1700.54825	0.9954
1698.49444	0.99658
1696.44064	0.99618
1694.38684	0.99446
1692.33304	0.99345
1690.27923	0.99377
1688.22543	0.99446
1686.17163	0.99566
1684.11783	0.99715
1682.06403	0.99636
1680.01022	0.99469
1677.95642	0.99385
1675.90262	0.99414
1673.84882	0.99484
1671.79501	0.99538
1669.74121	0.99545
1667.68741	0.99431
1665.63361	0.99335
1663.57981	0.99333
1661.526	0.99319
1659.4722	0.99286
1657.4184	0.99344
1655.3646	0.99514
1653.31079	0.99648
1651.25699	0.99539
1649.20319	0.99538
1647.14939	0.99629
1645.09559	0.99522
1643.04178	0.99357
1640.98798	0.99309
1638.93418	0.99383
1636.88038	0.99544
1634.82657	0.99548
1632.77277	0.99359
1630.71897	0.99265
1628.66517	0.99289
1626.61137	0.99322
1624.55756	0.99347
1622.50376	0.99366
1620.44996	0.99361
1618.39616	0.99392
1616.34235	0.99394
1614.28855	0.99292
1612.23475	0.99219
1610.18095	0.99215
1608.12715	0.9922
1606.07334	0.992
1604.01954	0.99199
1601.96574	0.99225
1599.91194	0.99239
1597.85813	0.99248
1595.80433	0.99261
1593.75053	0.9925
1591.69673	0.99225
1589.64293	0.99219
1587.58912	0.99219
1585.53532	0.99207
1583.48152	0.99209
1581.42772	0.99234
1579.37391	0.99285
1577.32011	0.99365
1575.26631	0.99357
1573.21251	0.99307
1571.15871	0.99359
1569.1049	0.99409
1567.0511	0.99373
1564.9973	0.99354
1562.9435	0.99408
1560.88969	0.99612
1558.83589	0.99863
1556.78209	0.99718
1554.72829	0.99542
1552.67449	0.99476
1550.62068	0.99464
1548.56688	0.99442
1546.51308	0.99479
1544.45928	0.99653
1542.40547	0.99845
1540.35167	0.99881
1538.29787	0.99673
1536.24407	0.99533
1534.19026	0.9953
1532.13646	0.9949
1530.08266	0.99438
1528.02886	0.99508
1525.97506	0.99616
1523.92125	0.99697
1521.86745	0.99778
1519.81365	0.9975
1517.75985	0.99673
1515.70604	0.99588
1513.65224	0.99527
1511.59844	0.99616
1509.54464	0.99857
1507.49084	1.0
1505.43703	0.99664
1503.38323	0.9938
1501.32943	0.99351
1499.27563	0.99436
1497.22182	0.99479
1495.16802	0.99396
1493.11422	0.99374
1491.06042	0.99517
1489.00662	0.99613
1486.95281	0.99471
1484.89901	0.99329
1482.84521	0.99306
1480.79141	0.99326
1478.7376	0.99354
1476.6838	0.9945
1474.63	0.99614
1472.5762	0.99658
1470.5224	0.99469
1468.46859	0.99327
1466.41479	0.9934
1464.36099	0.99364
1462.30719	0.99343
1460.25338	0.99439
1458.19958	0.99644
1456.14578	0.99577
1454.09198	0.99264
1452.03818	0.99039
1449.98437	0.98892
1447.93057	0.98704
1445.87677	0.98351
1443.82297	0.97825
1441.76916	0.97106
1439.71536	0.96258
1437.66156	0.95246
1435.60776	0.94144
1433.55396	0.93565
1431.50015	0.93349
1429.44635	0.92891
1427.39255	0.92201
1425.33875	0.92008
1423.28494	0.92633
1421.23114	0.93638
1419.17734	0.94718
1417.12354	0.9556
1415.06974	0.9607
1413.01593	0.96593
1410.96213	0.9717
1408.90833	0.97701
1406.85453	0.98174
1404.80072	0.9854
1402.74692	0.98713
1400.69312	0.98834
1398.63932	0.98973
1396.58552	0.99034
1394.53171	0.98953
1392.47791	0.98771
