Numero de onda	Policaprolactona.1.dpt
3553.07786	0.99303
3551.02405	0.99327
3548.97025	0.99341
3546.91645	0.9938
3544.86265	0.99378
3542.80884	0.99308
3540.75504	0.99253
3538.70124	0.99241
3536.64744	0.99229
3534.59364	0.99221
3532.53983	0.99254
3530.48603	0.99293
3528.43223	0.99318
3526.37843	0.99346
3524.32462	0.99351
3522.27082	0.99306
3520.21702	0.99255
3518.16322	0.99225
3516.10942	0.99192
3514.05561	0.99163
3512.00181	0.99174
3509.94801	0.99221
3507.89421	0.99248
3505.8404	0.99249
3503.7866	0.99276
3501.7328	0.99299
3499.679	0.99264
3497.6252	0.99219
3495.57139	0.99213
3493.51759	0.99223
3491.46379	0.99234
3489.40999	0.99249
3487.35618	0.99248
3485.30238	0.99247
3483.24858	0.99256
3481.19478	0.99249
3479.14098	0.99224
3477.08717	0.99229
3475.03337	0.99255
3472.97957	0.99238
3470.92577	0.99176
3468.87196	0.99135
3466.81816	0.99157
3464.76436	0.99198
3462.71056	0.99192
3460.65676	0.99147
3458.60295	0.99103
3456.54915	0.99062
3454.49535	0.99021
3452.44155	0.98984
3450.38774	0.98955
3448.33394	0.9892
3446.28014	0.98855
3444.22634	0.98791
3442.17254	0.98742
3440.11873	0.98669
3438.06493	0.98589
3436.01113	0.98564
3433.95733	0.98612
3431.90352	0.98686
3429.84972	0.98738
3427.79592	0.98767
3425.74212	0.98797
3423.68832	0.98865
3421.63451	0.98952
3419.58071	0.9901
3417.52691	0.99043
3415.47311	0.9906
3413.4193	0.99065
3411.3655	0.9906
3409.3117	0.99061
3407.2579	0.99082
3405.2041	0.99099
3403.15029	0.991
3401.09649	0.9912
3399.04269	0.99169
3396.98889	0.99206
3394.93508	0.99225
3392.88128	0.99226
3390.82748	0.99218
3388.77368	0.99237
3386.71988	0.99262
3384.66607	0.9926
3382.61227	0.99246
3380.55847	0.99229
3378.50467	0.99221
3376.45086	0.99226
3374.39706	0.99234
3372.34326	0.99242
3370.28946	0.99241
3368.23566	0.99238
3366.18185	0.99235
3364.12805	0.99224
3362.07425	0.99209
3360.02045	0.99208
3357.96664	0.99211
3355.91284	0.99195
3353.85904	0.99177
3351.80524	0.99174
3349.75144	0.9918
3347.69763	0.99192
3345.64383	0.99199
3343.59003	0.99202
3341.53623	0.99206
3339.48242	0.99199
3337.42862	0.99207
3335.37482	0.99228
3333.32102	0.99214
3331.26722	0.99187
3329.21341	0.99193
3327.15961	0.99197
3325.10581	0.99169
3323.05201	0.99145
3320.9982	0.99142
3318.9444	0.99159
3316.8906	0.99192
3314.8368	0.99225
3312.783	0.9923
3310.72919	0.99198
3308.67539	0.9916
3306.62159	0.9916
3304.56779	0.99186
3302.51398	0.99197
3300.46018	0.99177
3298.40638	0.9914
3296.35258	0.99122
3294.29878	0.99153
3292.24497	0.99193
3290.19117	0.99194
3288.13737	0.9919
3286.08357	0.99202
3284.02976	0.99199
3281.97596	0.99183
3279.92216	0.99182
3277.86836	0.9919
3275.81456	0.99193
3273.76075	0.992
3271.70695	0.99217
3269.65315	0.99219
3267.59935	0.99203
3265.54554	0.99203
3263.49174	0.99209
3261.43794	0.99189
3259.38414	0.9917
3257.33034	0.99192
3255.27653	0.99235
3253.22273	0.99258
3251.16893	0.99262
3249.11513	0.99257
3247.06132	0.99245
3245.00752	0.9924
3242.95372	0.99251
3240.89992	0.99261
3238.84611	0.99271
3236.79231	0.99289
3234.73851	0.99306
3232.68471	0.99302
3230.63091	0.99257
3228.5771	0.99198
3226.5233	0.99184
3224.4695	0.99231
3222.4157	0.99284
3220.36189	0.99317
3218.30809	0.99347
3216.25429	0.99365
3214.20049	0.99357
3212.14669	0.99349
3210.09288	0.99352
3208.03908	0.99337
3205.98528	0.99307
3203.93148	0.99302
3201.87767	0.99338
3199.82387	0.99366
3197.77007	0.99336
3195.71627	0.99301
3193.66247	0.99324
3191.60866	0.99376
3189.55486	0.99412
3187.50106	0.99415
3185.44726	0.99392
3183.39345	0.99372
3181.33965	0.9936
3179.28585	0.99349
3177.23205	0.99343
3175.17825	0.9936
3173.12444	0.99386
3171.07064	0.99375
3169.01684	0.99357
3166.96304	0.99391
3164.90923	0.99431
3162.85543	0.99421
3160.80163	0.99384
3158.74783	0.99366
3156.69403	0.99358
3154.64022	0.99335
3152.58642	0.99332
3150.53262	0.99363
3148.47882	0.99392
3146.42501	0.99387
3144.37121	0.99353
3142.31741	0.99318
3140.26361	0.99306
3138.20981	0.99316
3136.156	0.99321
3134.1022	0.99318
3132.0484	0.99332
3129.9946	0.99351
3127.94079	0.99341
3125.88699	0.99333
3123.83319	0.99352
3121.77939	0.99355
3119.72559	0.99341
3117.67178	0.99344
3115.61798	0.99344
3113.56418	0.99312
3111.51038	0.99278
3109.45657	0.99275
3107.40277	0.99294
3105.34897	0.99302
3103.29517	0.99304
3101.24137	0.99308
3099.18756	0.99304
3097.13376	0.99279
3095.07996	0.99257
3093.02616	0.99255
3090.97235	0.99258
3088.91855	0.99262
3086.86475	0.99261
3084.81095	0.99241
3082.75715	0.99207
3080.70334	0.99174
3078.64954	0.99137
3076.59574	0.99118
3074.54194	0.99141
3072.48813	0.99181
3070.43433	0.99207
3068.38053	0.99206
3066.32673	0.99188
3064.27293	0.99178
3062.21912	0.99191
3060.16532	0.99196
3058.11152	0.99164
3056.05772	0.9913
3054.00391	0.99132
3051.95011	0.99136
3049.89631	0.9912
3047.84251	0.9912
3045.78871	0.99129
3043.7349	0.99102
3041.6811	0.99054
3039.6273	0.99025
3037.5735	0.99019
3035.51969	0.99008
3033.46589	0.98994
3031.41209	0.98998
3029.35829	0.9899
3027.30449	0.98941
3025.25068	0.98885
3023.19688	0.98849
3021.14308	0.98827
3019.08928	0.98794
3017.03547	0.98746
3014.98167	0.9872
3012.92787	0.98708
3010.87407	0.98664
3008.82027	0.9858
3006.76646	0.98462
3004.71266	0.9832
3002.65886	0.98184
3000.60506	0.98053
2998.55125	0.97885
2996.49745	0.97668
2994.44365	0.97419
2992.38985	0.97126
2990.33605	0.96763
2988.28224	0.96334
2986.22844	0.95862
2984.17464	0.95371
2982.12084	0.94846
2980.06703	0.94267
2978.01323	0.93655
2975.95943	0.93
2973.90563	0.92235
2971.85183	0.91321
2969.79802	0.90231
2967.74422	0.88941
2965.69042	0.87478
2963.63662	0.85935
2961.58281	0.84443
2959.52901	0.83054
2957.47521	0.81737
2955.42141	0.80456
2953.36761	0.79173
2951.3138	0.77861
2949.26	0.76547
2947.2062	0.75331
2945.1524	0.74371
2943.09859	0.73825
2941.04479	0.73761
2938.99099	0.7414
2936.93719	0.74878
2934.88339	0.75888
2932.82958	0.77057
2930.77578	0.78218
2928.72198	0.7922
2926.66818	0.80055
2924.61437	0.80794
2922.56057	0.81465
2920.50677	0.82041
2918.45297	0.82504
2916.39917	0.82911
2914.34536	0.83361
2912.29156	0.83928
2910.23776	0.84613
2908.18396	0.85395
2906.13015	0.86207
2904.07635	0.86928
2902.02255	0.87471
2899.96875	0.87852
2897.91494	0.88177
2895.86114	0.88546
2893.80734	0.89025
2891.75354	0.89663
2889.69974	0.90405
2887.64593	0.91057
2885.59213	0.91443
2883.53833	0.91464
2881.48453	0.91073
2879.43072	0.90242
2877.37692	0.89007
2875.32312	0.87521
2873.26932	0.8604
2871.21552	0.84876
2869.16171	0.84249
2867.10791	0.84169
2865.05411	0.8453
2863.00031	0.85224
2860.9465	0.86175
2858.8927	0.87368
2856.8389	0.8876
2854.7851	0.90219
2852.7313	0.91572
2850.67749	0.92687
2848.62369	0.93543
2846.56989	0.94237
2844.51609	0.94864
2842.46228	0.95441
2840.40848	0.95958
2838.35468	0.96395
2836.30088	0.96727
2834.24708	0.96955
2832.19327	0.97107
2830.13947	0.9722
2828.08567	0.97334
2826.03187	0.97465
2823.97806	0.97588
2821.92426	0.97684
2819.87046	0.97791
2817.81666	0.9792
2815.76286	0.98033
2813.70905	0.98125
2811.65525	0.98221
2809.60145	0.98322
2807.54765	0.98415
2805.49384	0.98489
2803.44004	0.98541
2801.38624	0.98577
2799.33244	0.98608
2797.27864	0.98639
2795.22483	0.98675
2793.17103	0.98696
2791.11723	0.98701
2789.06343	0.98714
2787.00962	0.9874
2784.95582	0.98767
2782.90202	0.98791
2780.84822	0.98811
2778.79442	0.98825
2776.74061	0.98836
2774.68681	0.98852
2772.63301	0.98871
2770.57921	0.9888
2768.5254	0.98887
2766.4716	0.98906
2764.4178	0.98913
2762.364	0.98901
2760.3102	0.9891
2758.25639	0.98939
2756.20259	0.98953
2754.14879	0.98965
2752.09499	0.98987
2750.04118	0.98998
2747.98738	0.98993
2745.93358	0.98996
2743.87978	0.99022
2741.82598	0.99048
2739.77217	0.99055
2737.71837	0.99071
2735.66457	0.99109
2733.61077	0.99132
2731.55696	0.99131
2729.50316	0.99125
2727.44936	0.9913
2725.39556	0.9914
2723.34176	0.99137
2721.28795	0.99137
2719.23415	0.99154
2717.18035	0.99163
2715.12655	0.99178
2713.07274	0.99205
2711.01894	0.99209
2708.96514	0.99181
2706.91134	0.99149
2704.85754	0.99128
2702.80373	0.9911
2700.74993	0.99103
2698.69613	0.99114
2696.64233	0.99116
2694.58852	0.99102
2692.53472	0.991
2690.48092	0.9911
2688.42712	0.99114
2686.37332	0.99115
2684.31951	0.99113
2682.26571	0.991
2680.21191	0.99096
2678.15811	0.99115
2676.1043	0.99124
2674.0505	0.9912
2671.9967	0.99134
2669.9429	0.99161
2667.8891	0.99175
2665.83529	0.99174
2663.78149	0.99165
2661.72769	0.99158
2659.67389	0.99157
2657.62008	0.99161
2655.56628	0.99168
2653.51248	0.99168
2651.45868	0.99148
2649.40488	0.99122
2647.35107	0.99124
2645.29727	0.99158
2643.24347	0.99202
2641.18967	0.99243
2639.13586	0.99268
2637.08206	0.99266
2635.02826	0.99252
2632.97446	0.99254
2630.92066	0.99276
2628.86685	0.99303
2626.81305	0.99316
2624.75925	0.99319
2622.70545	0.9932
2620.65164	0.99335
2618.59784	0.99372
2616.54404	0.99399
2614.49024	0.99399
2612.43644	0.99398
2610.38263	0.99418
2608.32883	0.99447
2606.27503	0.99486
2604.22123	0.99513
2602.16742	0.99494
2600.11362	0.99473
2598.05982	0.99492
2596.00602	0.99525
2593.95222	0.99534
2591.89841	0.99525
2589.84461	0.99539
2587.79081	0.99575
2585.73701	0.99586
2583.6832	0.99563
2581.6294	0.99529
2579.5756	0.99539
2577.5218	0.99565
2575.468	0.99546
2573.41419	0.99531
2571.36039	0.99544
2569.30659	0.99566
2567.25279	0.99582
2565.19898	0.99578
2563.14518	0.99562
2561.09138	0.99542
2559.03758	0.99544
2556.98377	0.99581
2554.92997	0.99603
2552.87617	0.99593
2550.82237	0.99583
2548.76857	0.9958
2546.71476	0.99573
2544.66096	0.99572
2542.60716	0.9956
2540.55336	0.99521
2538.49955	0.99504
2536.44575	0.99547
2534.39195	0.996
2532.33815	0.99603
2530.28435	0.99566
2528.23054	0.99554
2526.17674	0.9957
2524.12294	0.99573
2522.06914	0.99601
2520.01533	0.99649
2517.96153	0.99656
2515.90773	0.99634
2513.85393	0.99643
2511.80013	0.9969
2509.74632	0.99729
2507.69252	0.99747
2505.63872	0.99764
2503.58492	0.99755
2501.53111	0.99705
2499.47731	0.9967
2497.42351	0.99689
2495.36971	0.99715
2493.31591	0.9973
2491.2621	0.99752
2489.2083	0.99765
2487.1545	0.99762
2485.1007	0.99764
2483.04689	0.99781
2480.99309	0.99798
2478.93929	0.99785
2476.88549	0.9976
2474.83169	0.99758
2472.77788	0.99755
2470.72408	0.99723
2468.67028	0.99679
2466.61648	0.99682
2464.56267	0.99733
2462.50887	0.99744
2460.45507	0.99709
2458.40127	0.99709
2456.34747	0.99724
2454.29366	0.99683
2452.23986	0.99646
2450.18606	0.99657
2448.13226	0.99655
2446.07845	0.99653
2444.02465	0.9967
2441.97085	0.99694
2439.91705	0.99724
2437.86325	0.99729
2435.80944	0.99693
2433.75564	0.99648
2431.70184	0.99631
2429.64804	0.99644
2427.59423	0.99653
2425.54043	0.99632
2423.48663	0.99613
2421.43283	0.99621
2419.37903	0.99601
2417.32522	0.9955
2415.27142	0.99531
2413.21762	0.99562
2411.16382	0.99607
2409.11001	0.99629
2407.05621	0.99626
2405.00241	0.99629
2402.94861	0.99642
2400.89481	0.99666
2398.841	0.99687
2396.7872	0.99687
2394.7334	0.99679
2392.6796	0.99674
2390.62579	0.99688
2388.57199	0.9973
2386.51819	0.99762
2384.46439	0.99764
2382.41059	0.99728
2380.35678	0.99643
2378.30298	0.99545
2376.24918	0.99482
2374.19538	0.99439
2372.14157	0.99373
2370.08777	0.99279
2368.03397	0.99164
2365.98017	0.99031
2363.92637	0.98899
2361.87256	0.988
2359.81876	0.98763
2357.76496	0.98762
2355.71116	0.98746
2353.65735	0.98763
2351.60355	0.98845
2349.54975	0.989
2347.49595	0.98861
2345.44215	0.98759
2343.38834	0.98703
2341.33454	0.98714
2339.28074	0.98744
2337.22694	0.98831
2335.17313	0.98939
2333.11933	0.98961
2331.06553	0.98917
2329.01173	0.98893
2326.95793	0.98885
2324.90412	0.98877
2322.85032	0.98911
2320.79652	0.98999
2318.74272	0.99109
2316.68891	0.99196
2314.63511	0.99238
2312.58131	0.99254
2310.52751	0.99282
2308.47371	0.99341
2306.4199	0.9942
2304.3661	0.99485
2302.3123	0.99496
2300.2585	0.99495
2298.20469	0.99543
2296.15089	0.99577
2294.09709	0.99557
2292.04329	0.9953
2289.98949	0.99514
2287.93568	0.99506
2285.88188	0.99527
2283.82808	0.99583
2281.77428	0.99647
2279.72047	0.99695
2277.66667	0.9968
2275.61287	0.99627
2273.55907	0.99612
2271.50527	0.99615
2269.45146	0.99618
2267.39766	0.99637
2265.34386	0.99637
2263.29006	0.99614
2261.23625	0.99625
2259.18245	0.99663
2257.12865	0.99687
2255.07485	0.99703
2253.02105	0.99682
2250.96724	0.9961
2248.91344	0.99564
2246.85964	0.99608
2244.80584	0.99715
2242.75203	0.99826
2240.69823	0.99893
2238.64443	0.99882
2236.59063	0.99789
2234.53683	0.99713
2232.48302	0.99711
2230.42922	0.99677
2228.37542	0.99639
2226.32162	0.99671
2224.26781	0.99683
2222.21401	0.99658
2220.16021	0.99666
2218.10641	0.99702
2216.0526	0.99749
2213.9988	0.99816
2211.945	0.99869
2209.8912	0.99874
2207.8374	0.99824
2205.78359	0.99687
2203.72979	0.99581
2201.67599	0.99671
2199.62219	0.99807
2197.56838	0.99842
2195.51458	0.99865
2193.46078	0.99866
2191.40698	0.99806
2189.35318	0.99823
2187.29937	0.9995
2185.24557	1.00052
2183.19177	1.00093
2181.13797	1.00056
2179.08416	0.99961
2177.03036	0.9993
2174.97656	0.99918
2172.92276	0.99821
2170.86896	0.99684
2168.81515	0.99577
2166.76135	0.99532
2164.70755	0.99519
2162.65375	0.99578
2160.59994	0.99868
2158.54614	1.00257
2156.49234	1.00406
2154.43854	1.00309
2152.38474	1.00178
2150.33093	1.00085
2148.27713	1.00011
2146.22333	0.99978
2144.16953	0.99981
2142.11572	1.00057
2140.06192	1.00155
2138.00812	1.00144
2135.95432	1.00083
2133.90052	1.00087
2131.84671	1.00086
2129.79291	0.99957
2127.73911	0.99752
2125.68531	0.99659
2123.6315	0.99734
2121.5777	0.99838
2119.5239	0.99867
2117.4701	0.99783
2115.4163	0.99662
2113.36249	0.99647
2111.30869	0.99673
2109.25489	0.99607
2107.20109	0.9951
2105.14728	0.99503
2103.09348	0.99592
2101.03968	0.99677
2098.98588	0.99719
2096.93208	0.99766
2094.87827	0.99786
2092.82447	0.99741
2090.77067	0.99715
2088.71687	0.99732
2086.66306	0.99709
2084.60926	0.99682
2082.55546	0.9972
2080.50166	0.99742
2078.44786	0.99696
2076.39405	0.99668
2074.34025	0.99687
2072.28645	0.99659
2070.23265	0.99623
2068.17884	0.9969
2066.12504	0.99764
2064.07124	0.99741
2062.01744	0.99697
2059.96364	0.99691
2057.90983	0.99723
2055.85603	0.99827
2053.80223	0.99904
2051.74843	0.99854
2049.69462	0.99809
2047.64082	0.99769
2045.58702	0.99686
2043.53322	0.99692
2041.47942	0.99759
2039.42561	0.99787
2037.37181	0.99789
2035.31801	0.99825
2033.26421	0.99869
2031.2104	0.99885
2029.1566	0.99938
2027.1028	1.00022
2025.049	1.00084
2022.9952	1.00039
2020.94139	0.99894
2018.88759	0.99822
2016.83379	0.99872
2014.77999	0.99921
2012.72618	0.99906
2010.67238	0.99931
2008.61858	1.0003
2006.56478	1.00163
2004.51098	1.00228
2002.45717	1.00118
2000.40337	0.99982
1998.34957	0.99988
1996.29577	1.00035
1994.24196	1.00001
1992.18816	0.99937
1990.13436	0.99881
1988.08056	0.99842
1986.02676	0.99776
1983.97295	0.99654
1981.91915	0.99586
1979.86535	0.9968
1977.81155	0.99907
1975.75774	1.00086
1973.70394	1.00143
1971.65014	1.00187
1969.59634	1.00292
1967.54254	1.00333
1965.48873	1.00236
1963.43493	1.00092
1961.38113	1.00008
1959.32733	1.00056
1957.27352	1.00112
1955.21972	1.0005
1953.16592	0.99988
1951.11212	0.99945
1949.05832	0.99823
1947.00451	0.99748
1944.95071	0.99817
1942.89691	0.99921
1940.84311	0.99946
1938.7893	0.99907
1936.7355	0.99879
1934.6817	0.99912
1932.6279	0.99939
1930.5741	0.99908
1928.52029	0.99866
1926.46649	0.99847
1924.41269	0.99864
1922.35889	0.99871
1920.30508	0.99876
1918.25128	0.99909
1916.19748	0.9988
1914.14368	0.9981
1912.08988	0.99824
1910.03607	0.99851
1907.98227	0.99786
1905.92847	0.99735
1903.87467	0.99746
1901.82086	0.9977
1899.76706	0.99811
1897.71326	0.99882
1895.65946	0.99915
1893.60566	0.99865
1891.55185	0.99789
1889.49805	0.99772
1887.44425	0.99809
1885.39045	0.99808
1883.33664	0.99766
1881.28284	0.99732
1879.22904	0.997
1877.17524	0.99705
1875.12143	0.99762
1873.06763	0.9981
1871.01383	0.9987
1868.96003	0.99945
1866.90623	0.99946
1864.85242	0.99874
1862.79862	0.9981
1860.74482	0.99773
1858.69102	0.99727
1856.63721	0.9967
1854.58341	0.99666
1852.52961	0.99693
1850.47581	0.99658
1848.42201	0.99611
1846.3682	0.99633
1844.3144	0.99677
1842.2606	0.99622
1840.2068	0.9951
1838.15299	0.99441
1836.09919	0.99424
1834.04539	0.99411
1831.99159	0.99415
1829.93779	0.9947
1827.88398	0.99481
1825.83018	0.99401
1823.77638	0.99287
1821.72258	0.9922
1819.66877	0.99212
1817.61497	0.99218
1815.56117	0.99193
1813.50737	0.99137
1811.45357	0.9906
1809.39976	0.98963
1807.34596	0.98873
1805.29216	0.98804
1803.23836	0.98738
1801.18455	0.98633
1799.13075	0.98505
1797.07695	0.98391
1795.02315	0.983
1792.96935	0.98189
1790.91554	0.97981
1788.86174	0.97742
1786.80794	0.97571
1784.75414	0.97421
1782.70033	0.97251
1780.64653	0.97068
1778.59273	0.96857
1776.53893	0.96669
1774.48513	0.96514
1772.43132	0.96334
1770.37752	0.96085
1768.32372	0.95816
1766.26992	0.95538
1764.21611	0.95297
1762.16231	0.95022
1760.10851	0.94635
1758.05471	0.94175
1756.00091	0.93584
1753.9471	0.92877
1751.8933	0.91859
1749.8395	0.90067
1747.7857	0.8749
1745.73189	0.8432
1743.67809	0.80252
1741.62429	0.74998
1739.57049	0.68218
1737.51669	0.61502
1735.46288	0.5504
1733.40908	0.46807
1731.35528	0.39407
1729.30148	0.32932
1727.24767	0.26695
1725.19387	0.22053
1723.14007	0.1988
1721.08627	0.20399
1719.03247	0.23848
1716.97866	0.31307
1714.92486	0.4011
1712.87106	0.47521
1710.81726	0.54121
1708.76345	0.6023
1706.70965	0.65952
1704.65585	0.7082
1702.60205	0.7402
1700.54825	0.76752
1698.49444	0.79262
1696.44064	0.80893
1694.38684	0.82137
1692.33304	0.8298
1690.27923	0.83824
1688.22543	0.84837
1686.17163	0.85962
1684.11783	0.87617
1682.06403	0.89179
1680.01022	0.90188
1677.95642	0.91123
1675.90262	0.9215
1673.84882	0.9316
1671.79501	0.93914
1669.74121	0.94574
1667.68741	0.95084
1665.63361	0.95384
1663.57981	0.95695
1661.526	0.96015
1659.4722	0.96273
1657.4184	0.96512
1655.3646	0.96776
1653.31079	0.97055
1651.25699	0.97165
1649.20319	0.97243
1647.14939	0.97387
1645.09559	0.97432
1643.04178	0.97399
1640.98798	0.97413
1638.93418	0.97477
1636.88038	0.97599
1634.82657	0.97712
1632.77277	0.97726
1630.71897	0.97754
1628.66517	0.97857
1626.61137	0.97978
1624.55756	0.98085
1622.50376	0.98189
1620.44996	0.9826
1618.39616	0.98347
1616.34235	0.98454
1614.28855	0.98493
1612.23475	0.98513
1610.18095	0.98566
1608.12715	0.9862
1606.07334	0.98658
1604.01954	0.98703
1601.96574	0.9876
1599.91194	0.98815
1597.85813	0.98871
1595.80433	0.98928
1593.75053	0.9896
1591.69673	0.98961
1589.64293	0.98958
1587.58912	0.9896
1585.53532	0.98961
1583.48152	0.98964
1581.42772	0.98986
1579.37391	0.99039
1577.32011	0.99114
1575.26631	0.99129
1573.21251	0.99104
1571.15871	0.99133
1569.1049	0.99177
1567.0511	0.99181
1564.9973	0.99191
1562.9435	0.9923
1560.88969	0.99336
1558.83589	0.99461
1556.78209	0.99342
1554.72829	0.99214
1552.67449	0.99172
1550.62068	0.99149
1548.56688	0.9911
1546.51308	0.99132
1544.45928	0.99228
1542.40547	0.99304
1540.35167	0.99313
1538.29787	0.99193
1536.24407	0.9909
1534.19026	0.99063
1532.13646	0.99021
1530.08266	0.98958
1528.02886	0.98975
1525.97506	0.99039
1523.92125	0.99077
1521.86745	0.99087
1519.81365	0.99053
1517.75985	0.98995
1515.70604	0.98905
1513.65224	0.98822
1511.59844	0.98818
1509.54464	0.9888
1507.49084	0.98824
1505.43703	0.98471
1503.38323	0.98211
1501.32943	0.98106
1499.27563	0.98016
1497.22182	0.97817
1495.16802	0.97481
1493.11422	0.97128
1491.06042	0.96556
1489.00662	0.9513
1486.95281	0.92732
1484.89901	0.90116
1482.84521	0.87708
1480.79141	0.8555
1478.7376	0.84045
1476.6838	0.83553
1474.63	0.83638
1472.5762	0.83445
1470.5224	0.83198
1468.46859	0.83416
1466.41479	0.83969
1464.36099	0.84755
1462.30719	0.8551
1460.25338	0.86235
1458.19958	0.87438
1456.14578	0.89028
1454.09198	0.89873
1452.03818	0.9036
1449.98437	0.90836
1447.93057	0.91218
1445.87677	0.914
1443.82297	0.91394
1441.76916	0.91273
1439.71536	0.91151
1437.66156	0.91139
1435.60776	0.91242
1433.55396	0.91289
1431.50015	0.91052
1429.44635	0.9017
1427.39255	0.88462
1425.33875	0.85802
1423.28494	0.82462
1421.23114	0.79924
1419.17734	0.79239
1417.12354	0.80539
1415.06974	0.82737
1413.01593	0.85209
1410.96213	0.87596
1408.90833	0.89304
1406.85453	0.9007
1404.80072	0.89889
1402.74692	0.88941
1400.69312	0.87618
1398.63932	0.86056
1396.58552	0.84606
1394.53171	0.83742
1392.47791	0.83836
