Numero de onda	Policaprolactona.1.dpt
1390.42411	0.84818
1388.37031	0.86361
1386.3165	0.87777
1384.2627	0.88224
1382.2089	0.87735
1380.1551	0.86681
1378.1013	0.85504
1376.04749	0.84486
1373.99369	0.83388
1371.93989	0.81778
1369.88609	0.79367
1367.83228	0.76114
1365.77848	0.72669
1363.72468	0.69548
1361.67088	0.67656
1359.61708	0.68125
1357.56327	0.70492
1355.50947	0.73828
1353.45567	0.77348
1351.40187	0.80464
1349.34806	0.8298
1347.29426	0.84959
1345.24046	0.86535
1343.18666	0.87737
1341.13286	0.8856
1339.07905	0.891
1337.02525	0.89609
1334.97145	0.90256
1332.91765	0.90877
1330.86384	0.91226
1328.81004	0.91258
1326.75624	0.91111
1324.70244	0.90917
1322.64864	0.90717
1320.59483	0.90479
1318.54103	0.90146
1316.48723	0.89707
1314.43343	0.89154
1312.37962	0.88393
1310.32582	0.87319
1308.27202	0.85842
1306.21822	0.83902
1304.16442	0.81508
1302.11061	0.7869
1300.05681	0.7554
1298.00301	0.72216
1295.94921	0.69119
1293.8954	0.67229
1291.8416	0.67517
1289.7878	0.69879
1287.734	0.73169
1285.6802	0.76242
1283.62639	0.78585
1281.57259	0.80131
1279.51879	0.80992
1277.46499	0.81372
1275.41118	0.81374
1273.35738	0.80865
1271.30358	0.79553
1269.24978	0.77325
1267.19598	0.74775
1265.14217	0.72987
1263.08837	0.72313
1261.03457	0.71996
1258.98077	0.71314
1256.92696	0.70173
1254.87316	0.68626
1252.81936	0.66569
1250.76556	0.63812
1248.71176	0.60207
1246.65795	0.5582
1244.60415	0.51113
1242.55035	0.47124
1240.49655	0.44978
1238.44274	0.45105
1236.38894	0.47471
1234.33514	0.51854
1232.28134	0.57434
1230.22754	0.62935
1228.17373	0.67467
1226.11993	0.70838
1224.06613	0.73215
1222.01233	0.74844
1219.95852	0.75943
1217.90472	0.76686
1215.85092	0.77261
1213.79712	0.77795
1211.74332	0.78235
1209.68951	0.78435
1207.63571	0.78287
1205.58191	0.7777
1203.52811	0.76909
1201.4743	0.75646
1199.4205	0.73778
1197.3667	0.71099
1195.3129	0.67538
1193.25909	0.63131
1191.20529	0.58
1189.15149	0.52474
1187.09769	0.47192
1185.04389	0.42844
1182.99008	0.39697
1180.93628	0.37527
1178.88248	0.35968
1176.82868	0.34776
1174.77487	0.33871
1172.72107	0.33306
1170.66727	0.33063
1168.61347	0.3289
1166.55967	0.32505
1164.50586	0.31932
1162.45206	0.31513
1160.39826	0.31639
1158.34446	0.32624
1156.29065	0.34644
1154.23685	0.37647
1152.18305	0.41396
1150.12925	0.4561
1148.07545	0.50067
1146.02164	0.5458
1143.96784	0.58972
1141.91404	0.63108
1139.86024	0.66862
1137.80643	0.70162
1135.75263	0.73016
1133.69883	0.75448
1131.64503	0.77499
1129.59123	0.79232
1127.53742	0.80688
1125.48362	0.81877
1123.42982	0.82752
1121.37602	0.83175
1119.32221	0.82955
1117.26841	0.81851
1115.21461	0.79538
1113.16081	0.75819
1111.10701	0.71209
1109.0532	0.6726
1106.9994	0.65673
1104.9456	0.66706
1102.8918	0.69051
1100.83799	0.71327
1098.78419	0.72945
1096.73039	0.73923
1094.67659	0.74585
1092.62279	0.75287
1090.56898	0.7616
1088.51518	0.77143
1086.46138	0.78206
1084.40758	0.79414
1082.35377	0.80725
1080.29997	0.81922
1078.24617	0.82824
1076.19237	0.8332
1074.13857	0.83239
1072.08476	0.82388
1070.03096	0.80634
1067.97716	0.78278
1065.92336	0.76417
1063.86955	0.76085
1061.81575	0.77067
1059.76195	0.78173
1057.70815	0.78201
1055.65435	0.76328
1053.60054	0.72203
1051.54674	0.66096
1049.49294	0.59329
1047.43914	0.54178
1045.38533	0.52268
1043.33153	0.53385
1041.27773	0.56452
1039.22393	0.6064
1037.17013	0.65226
1035.11632	0.69425
1033.06252	0.72754
1031.00872	0.75251
1028.95492	0.77307
1026.90111	0.79218
1024.84731	0.80925
1022.79351	0.82343
1020.73971	0.8355
1018.68591	0.84568
1016.6321	0.85452
1014.5783	0.86358
1012.5245	0.87235
1010.4707	0.87908
1008.41689	0.88385
1006.36309	0.88755
1004.30929	0.88977
1002.25549	0.88972
1000.20169	0.8888
998.14788	0.88938
996.09408	0.89154
994.04028	0.8939
991.98648	0.89564
989.93267	0.89639
987.87887	0.89602
985.82507	0.89421
983.77127	0.8901
981.71747	0.8834
979.66366	0.8754
977.60986	0.86783
975.55606	0.86144
973.50226	0.85518
971.44845	0.84623
969.39465	0.83056
967.34085	0.80404
965.28705	0.76595
963.23325	0.72542
961.17944	0.69959
959.12564	0.6976
957.07184	0.71334
955.01804	0.73761
952.96423	0.76624
950.91043	0.7962
948.85663	0.82363
946.80283	0.84588
944.74903	0.86179
942.69522	0.87071
940.64142	0.87164
938.58762	0.86336
936.53382	0.84781
934.48001	0.83267
932.42621	0.82661
930.37241	0.83252
928.31861	0.84684
926.26481	0.86384
924.211	0.87921
922.1572	0.8908
920.1034	0.8976
918.0496	0.89944
915.99579	0.89745
913.94199	0.89411
911.88819	0.89296
909.83439	0.89651
907.78059	0.90374
905.72678	0.91129
903.67298	0.91748
901.61918	0.92281
899.56538	0.92735
897.51157	0.93086
895.45777	0.93376
893.40397	0.93626
891.35017	0.93833
889.29637	0.9401
887.24256	0.94132
885.18876	0.94188
883.13496	0.94205
881.08116	0.94225
879.02735	0.94324
876.97355	0.94496
874.91975	0.94696
872.86595	0.94906
870.81215	0.95077
868.75834	0.95212
866.70454	0.95376
864.65074	0.95546
862.59694	0.95621
860.54313	0.95608
858.48933	0.95565
856.43553	0.95461
854.38173	0.95269
852.32792	0.9499
850.27412	0.9465
848.22032	0.94197
846.16652	0.93376
844.11272	0.9193
842.05891	0.90126
840.00511	0.89076
837.95131	0.89737
835.89751	0.91603
833.8437	0.9341
831.7899	0.94592
829.7361	0.95338
827.6823	0.95831
825.6285	0.96089
823.57469	0.96145
821.52089	0.95995
819.46709	0.95692
817.41329	0.95384
815.35948	0.95165
813.30568	0.9506
811.25188	0.95085
809.19808	0.95256
807.14428	0.95547
805.09047	0.95889
803.03667	0.96165
800.98287	0.96315
798.92907	0.96414
796.87526	0.96529
794.82146	0.96642
792.76766	0.96727
790.71386	0.96743
788.66006	0.96665
786.60625	0.96544
784.55245	0.96406
782.49865	0.96167
780.44485	0.958
778.39104	0.95327
776.33724	0.94726
774.28344	0.94206
772.22964	0.94201
770.17584	0.94715
768.12203	0.95289
766.06823	0.95681
764.01443	0.9596
761.96063	0.96142
759.90682	0.96121
757.85302	0.95863
755.79922	0.95474
753.74542	0.95032
751.69162	0.94516
749.63781	0.93892
747.58401	0.93112
745.53021	0.92
743.47641	0.90335
741.4226	0.87925
739.3688	0.84699
737.315	0.80998
735.2612	0.77318
733.2074	0.73809
731.15359	0.71152
729.09979	0.71231
727.04599	0.74914
724.99219	0.8039
722.93838	0.85128
720.88458	0.88054
718.83078	0.89328
716.77698	0.89443
714.72318	0.88889
712.66937	0.88185
710.61557	0.87819
708.56177	0.88048
706.50797	0.88862
704.45416	0.90043
702.40036	0.91262
700.34656	0.92314
698.29276	0.93206
696.23896	0.93975
694.18515	0.94635
692.13135	0.95182
690.07755	0.95572
688.02375	0.95849
685.96994	0.96088
683.91614	0.96281
681.86234	0.96466
679.80854	0.96654
677.75474	0.96772
675.70093	0.96804
673.64713	0.9685
671.59333	0.96915
669.53953	0.96912
667.48572	0.9697
665.43192	0.97137
663.37812	0.97229
661.32432	0.9722
659.27052	0.97151
657.21671	0.97107
655.16291	0.9709
653.10911	0.97022
651.05531	0.96964
649.0015	0.96988
646.9477	0.97011
644.8939	0.97004
642.8401	0.97004
640.7863	0.97012
638.73249	0.97022
636.67869	0.97035
634.62489	0.97045
632.57109	0.97032
630.51728	0.96982
628.46348	0.96914
626.40968	0.96823
624.35588	0.96618
622.30208	0.96274
620.24827	0.95935
618.19447	0.95776
616.14067	0.9587
614.08687	0.96111
612.03306	0.96295
609.97926	0.96322
607.92546	0.96176
605.87166	0.95932
603.81786	0.95683
601.76405	0.9541
599.71025	0.95089
597.65645	0.94639
595.60265	0.94028
593.54884	0.93374
591.49504	0.92707
589.44124	0.92043
587.38744	0.91523
585.33364	0.91204
583.27983	0.91141
581.22603	0.91429
579.17223	0.91981
577.11843	0.92666
575.06462	0.93412
573.01082	0.94119
570.95702	0.94723
568.90322	0.9528
566.84942	0.95869
564.79561	0.9629
562.74181	0.96423
560.68801	0.96522
558.63421	0.96804
556.5804	0.97137
554.5266	0.97255
552.4728	0.97164
550.419	0.97094
548.3652	0.97166
546.31139	0.97258
544.25759	0.97265
542.20379	0.9725
540.14999	0.97251
538.09618	0.97226
536.04238	0.97198
533.98858	0.97181
531.93478	0.97034
529.88098	0.96676
527.82717	0.96179
525.77337	0.95688
523.71957	0.9542
521.66577	0.95454
519.61196	0.9568
517.55816	0.95923
515.50436	0.96054
513.45056	0.96119
511.39675	0.96336
509.34295	0.96723
507.28915	0.97005
505.23535	0.97052
503.18155	0.96947
501.12774	0.96722
499.07394	0.96522
497.02014	0.96455
494.96634	0.96436
492.91253	0.96442
490.85873	0.96506
488.80493	0.96625
486.75113	0.96702
484.69733	0.96613
482.64352	0.96364
480.58972	0.9602
478.53592	0.95636
476.48212	0.95307
474.42831	0.9515
472.37451	0.95331
470.32071	0.95781
468.26691	0.96099
466.21311	0.96269
464.1593	0.96399
462.1055	0.96361
460.0517	0.95997
457.9979	0.94558
455.94409	0.91459
453.89029	0.88331
451.83649	0.87135
449.78269	0.88204
447.72889	0.90252
445.67508	0.92051
443.62128	0.93251
441.56748	0.94251
439.51368	0.94883
437.45987	0.95078
435.40607	0.95244
433.35227	0.95315
431.29847	0.9512
429.24467	0.95051
427.19086	0.95414
425.13706	0.9602
423.08326	0.96397
421.02946	0.96325
418.97565	0.96123
416.92185	0.95979
414.86805	0.96005
412.81425	0.96283
410.76045	0.96333
408.70664	0.95907
406.65284	0.95587
404.59904	0.95593
402.54524	0.95605
400.49143	0.95641
398.43763	0.9566
KMeans Clustering	1.0
Spectral Clustering	5.0
Agglomerative Clustering	4.0
