Numero de onda	Policaprolactona1.dpt
3715.32823	0.98593
3713.27443	0.98624
3711.22063	0.98648
3709.16683	0.98636
3707.11302	0.98614
3705.05922	0.98595
3703.00542	0.98575
3700.95162	0.98539
3698.89781	0.98521
3696.84401	0.98553
3694.79021	0.9858
3692.73641	0.98585
3690.68261	0.98629
3688.6288	0.98694
3686.575	0.98706
3684.5212	0.98691
3682.4674	0.98676
3680.41359	0.98662
3678.35979	0.98678
3676.30599	0.98766
3674.25219	0.98861
3672.19839	0.98804
3670.14458	0.98697
3668.09078	0.98699
3666.03698	0.98707
3663.98318	0.9867
3661.92937	0.98634
3659.87557	0.98578
3657.82177	0.98533
3655.76797	0.98523
3653.71417	0.98505
3651.66036	0.9851
3649.60656	0.9858
3647.55276	0.98631
3645.49896	0.98577
3643.44515	0.98523
3641.39135	0.98567
3639.33755	0.98638
3637.28375	0.98674
3635.22995	0.987
3633.17614	0.98681
3631.12234	0.9861
3629.06854	0.98579
3627.01474	0.98635
3624.96093	0.98688
3622.90713	0.98707
3620.85333	0.98748
3618.79953	0.98832
3616.74573	0.98816
3614.69192	0.98718
3612.63812	0.98669
3610.58432	0.98618
3608.53052	0.98546
3606.47671	0.98527
3604.42291	0.98526
3602.36911	0.98547
3600.31531	0.98622
3598.26151	0.98693
3596.2077	0.98709
3594.1539	0.98678
3592.1001	0.98675
3590.0463	0.98696
3587.99249	0.98674
3585.93869	0.98653
3583.88489	0.98687
3581.83109	0.98749
3579.77728	0.98778
3577.72348	0.98771
3575.66968	0.98773
3573.61588	0.98759
3571.56208	0.98726
3569.50827	0.98703
3567.45447	0.98706
3565.40067	0.98723
3563.34687	0.98707
3561.29306	0.98659
3559.23926	0.98632
3557.18546	0.98646
3555.13166	0.98642
3553.07786	0.98587
3551.02405	0.98528
3548.97025	0.98518
3546.91645	0.98572
3544.86265	0.98631
3542.80884	0.98617
3540.75504	0.98566
3538.70124	0.98543
3536.64744	0.98561
3534.59364	0.98626
3532.53983	0.98686
3530.48603	0.98672
3528.43223	0.98614
3526.37843	0.98595
3524.32462	0.98647
3522.27082	0.98754
3520.21702	0.98817
3518.16322	0.98787
3516.10942	0.98749
3514.05561	0.98742
3512.00181	0.98724
3509.94801	0.98701
3507.89421	0.98693
3505.8404	0.98676
3503.7866	0.98657
3501.7328	0.98645
3499.679	0.98655
3497.6252	0.98693
3495.57139	0.98694
3493.51759	0.98667
3491.46379	0.98676
3489.40999	0.98658
3487.35618	0.98561
3485.30238	0.9848
3483.24858	0.98487
3481.19478	0.98549
3479.14098	0.98587
3477.08717	0.98599
3475.03337	0.98608
3472.97957	0.98591
3470.92577	0.98576
3468.87196	0.98568
3466.81816	0.98538
3464.76436	0.98503
3462.71056	0.98471
3460.65676	0.98466
3458.60295	0.98494
3456.54915	0.98462
3454.49535	0.98388
3452.44155	0.98386
3450.38774	0.98367
3448.33394	0.98275
3446.28014	0.98191
3444.22634	0.98105
3442.17254	0.98033
3440.11873	0.98034
3438.06493	0.98052
3436.01113	0.98047
3433.95733	0.98064
3431.90352	0.98121
3429.84972	0.98188
3427.79592	0.9824
3425.74212	0.98263
3423.68832	0.98271
3421.63451	0.98329
3419.58071	0.98436
3417.52691	0.98506
3415.47311	0.98517
3413.4193	0.98515
3411.3655	0.98534
3409.3117	0.98564
3407.2579	0.98593
3405.2041	0.9862
3403.15029	0.98608
3401.09649	0.98585
3399.04269	0.98604
3396.98889	0.98651
3394.93508	0.98694
3392.88128	0.98704
3390.82748	0.98693
3388.77368	0.98699
3386.71988	0.98717
3384.66607	0.98694
3382.61227	0.9863
3380.55847	0.98613
3378.50467	0.9866
3376.45086	0.98696
3374.39706	0.98705
3372.34326	0.98699
3370.28946	0.98706
3368.23566	0.98734
3366.18185	0.98733
3364.12805	0.98721
3362.07425	0.98745
3360.02045	0.98763
3357.96664	0.98751
3355.91284	0.98732
3353.85904	0.9868
3351.80524	0.98619
3349.75144	0.98622
3347.69763	0.98632
3345.64383	0.98616
3343.59003	0.98649
3341.53623	0.987
3339.48242	0.98708
3337.42862	0.98724
3335.37482	0.98742
3333.32102	0.98708
3331.26722	0.9868
3329.21341	0.987
3327.15961	0.98713
3325.10581	0.98707
3323.05201	0.98698
3320.9982	0.9868
3318.9444	0.98681
3316.8906	0.98712
3314.8368	0.98738
3312.783	0.98746
3310.72919	0.98752
3308.67539	0.98726
3306.62159	0.98673
3304.56779	0.98652
3302.51398	0.98649
3300.46018	0.98641
3298.40638	0.98634
3296.35258	0.98631
3294.29878	0.98654
3292.24497	0.98691
3290.19117	0.9871
3288.13737	0.9871
3286.08357	0.98684
3284.02976	0.98641
3281.97596	0.98642
3279.92216	0.98695
3277.86836	0.98731
3275.81456	0.98752
3273.76075	0.98778
3271.70695	0.98773
3269.65315	0.98767
3267.59935	0.98778
3265.54554	0.98772
3263.49174	0.98745
3261.43794	0.98718
3259.38414	0.98694
3257.33034	0.98678
3255.27653	0.98702
3253.22273	0.98757
3251.16893	0.98802
3249.11513	0.98814
3247.06132	0.98811
3245.00752	0.98799
3242.95372	0.98767
3240.89992	0.98748
3238.84611	0.98771
3236.79231	0.98775
3234.73851	0.98731
3232.68471	0.98707
3230.63091	0.98724
3228.5771	0.98749
3226.5233	0.98777
3224.4695	0.98771
3222.4157	0.98709
3220.36189	0.9867
3218.30809	0.98694
3216.25429	0.98697
3214.20049	0.98686
3212.14669	0.9874
3210.09288	0.98805
3208.03908	0.98792
3205.98528	0.98723
3203.93148	0.98697
3201.87767	0.98765
3199.82387	0.9883
3197.77007	0.98809
3195.71627	0.9877
3193.66247	0.98778
3191.60866	0.98783
3189.55486	0.98771
3187.50106	0.98802
3185.44726	0.98832
3183.39345	0.98791
3181.33965	0.98764
3179.28585	0.98803
3177.23205	0.98814
3175.17825	0.98775
3173.12444	0.98751
3171.07064	0.98778
3169.01684	0.98813
3166.96304	0.9878
3164.90923	0.98706
3162.85543	0.98688
3160.80163	0.98739
3158.74783	0.9878
3156.69403	0.98776
3154.64022	0.9877
3152.58642	0.98781
3150.53262	0.98792
3148.47882	0.98784
3146.42501	0.98756
3144.37121	0.9872
3142.31741	0.98682
3140.26361	0.98643
3138.20981	0.9863
3136.156	0.98667
3134.1022	0.98728
3132.0484	0.98759
3129.9946	0.98761
3127.94079	0.98746
3125.88699	0.98717
3123.83319	0.987
3121.77939	0.98707
3119.72559	0.98717
3117.67178	0.98709
3115.61798	0.98684
3113.56418	0.98642
3111.51038	0.986
3109.45657	0.98603
3107.40277	0.9865
3105.34897	0.98706
3103.29517	0.98712
3101.24137	0.98687
3099.18756	0.9868
3097.13376	0.98655
3095.07996	0.98605
3093.02616	0.98569
3090.97235	0.98552
3088.91855	0.98561
3086.86475	0.98595
3084.81095	0.98605
3082.75715	0.9859
3080.70334	0.98585
3078.64954	0.98561
3076.59574	0.98496
3074.54194	0.98443
3072.48813	0.98442
3070.43433	0.98479
3068.38053	0.98535
3066.32673	0.98584
3064.27293	0.98595
3062.21912	0.98571
3060.16532	0.98554
3058.11152	0.9855
3056.05772	0.98517
3054.00391	0.98469
3051.95011	0.98467
3049.89631	0.98503
3047.84251	0.98508
3045.78871	0.98477
3043.7349	0.9845
3041.6811	0.98422
3039.6273	0.98393
3037.5735	0.98399
3035.51969	0.98441
3033.46589	0.98456
3031.41209	0.98404
3029.35829	0.98328
3027.30449	0.98254
3025.25068	0.98194
3023.19688	0.98171
3021.14308	0.98145
3019.08928	0.98096
3017.03547	0.98035
3014.98167	0.97975
3012.92787	0.97946
3010.87407	0.9794
3008.82027	0.97911
3006.76646	0.9783
3004.71266	0.97703
3002.65886	0.97558
3000.60506	0.9741
2998.55125	0.97254
2996.49745	0.97081
2994.44365	0.96836
2992.38985	0.96503
2990.33605	0.96139
2988.28224	0.95754
2986.22844	0.95302
2984.17464	0.94771
2982.12084	0.94202
2980.06703	0.93614
2978.01323	0.9299
2975.95943	0.92317
2973.90563	0.91572
2971.85183	0.90702
2969.79802	0.89615
2967.74422	0.88305
2965.69042	0.8686
2963.63662	0.8533
2961.58281	0.83768
2959.52901	0.82257
2957.47521	0.80837
2955.42141	0.79522
2953.36761	0.78311
2951.3138	0.77136
2949.26	0.75955
2947.2062	0.74886
2945.1524	0.74122
2943.09859	0.73748
2941.04479	0.73742
2938.99099	0.74071
2936.93719	0.74691
2934.88339	0.75549
2932.82958	0.76577
2930.77578	0.77652
2928.72198	0.78641
2926.66818	0.79503
2924.61437	0.80253
2922.56057	0.80885
2920.50677	0.81408
2918.45297	0.81877
2916.39917	0.82346
2914.34536	0.82839
2912.29156	0.834
2910.23776	0.84074
2908.18396	0.84829
2906.13015	0.85592
2904.07635	0.8628
2902.02255	0.86798
2899.96875	0.87133
2897.91494	0.87367
2895.86114	0.87608
2893.80734	0.87988
2891.75354	0.88596
2889.69974	0.89376
2887.64593	0.90126
2885.59213	0.90621
2883.53833	0.9076
2881.48453	0.90519
2879.43072	0.89851
2877.37692	0.88754
2875.32312	0.8736
2873.26932	0.85939
2871.21552	0.84798
2869.16171	0.84126
2867.10791	0.83958
2865.05411	0.84224
2863.00031	0.84819
2860.9465	0.85689
2858.8927	0.86804
2856.8389	0.88089
2854.7851	0.89472
2852.7313	0.9082
2850.67749	0.91954
2848.62369	0.92824
2846.56989	0.93552
2844.51609	0.94231
2842.46228	0.94818
2840.40848	0.95287
2838.35468	0.95679
2836.30088	0.96009
2834.24708	0.96249
2832.19327	0.96418
2830.13947	0.96553
2828.08567	0.96633
2826.03187	0.96703
2823.97806	0.96832
2821.92426	0.96981
2819.87046	0.97108
2817.81666	0.97231
2815.76286	0.97354
2813.70905	0.97454
2811.65525	0.97533
2809.60145	0.97612
2807.54765	0.9767
2805.49384	0.97722
2803.44004	0.97805
2801.38624	0.97868
2799.33244	0.9789
2797.27864	0.9791
2795.22483	0.9794
2793.17103	0.97971
2791.11723	0.97983
2789.06343	0.97984
2787.00962	0.98018
2784.95582	0.98087
2782.90202	0.98141
2780.84822	0.98143
2778.79442	0.98138
2776.74061	0.98168
2774.68681	0.98208
2772.63301	0.98203
2770.57921	0.98166
2768.5254	0.9816
2766.4716	0.98188
2764.4178	0.98222
2762.364	0.98238
2760.3102	0.98213
2758.25639	0.98163
2756.20259	0.98157
2754.14879	0.9821
2752.09499	0.98257
2750.04118	0.98273
2747.98738	0.9827
2745.93358	0.98274
2743.87978	0.98297
2741.82598	0.98319
2739.77217	0.98341
2737.71837	0.98376
2735.66457	0.98393
2733.61077	0.9836
2731.55696	0.9833
2729.50316	0.98348
2727.44936	0.98402
2725.39556	0.98458
2723.34176	0.98482
2721.28795	0.98486
2719.23415	0.98497
2717.18035	0.985
2715.12655	0.98481
2713.07274	0.98459
2711.01894	0.98462
2708.96514	0.98486
2706.91134	0.98485
2704.85754	0.98445
2702.80373	0.98413
2700.74993	0.98428
2698.69613	0.98456
2696.64233	0.98451
2694.58852	0.98423
2692.53472	0.98396
2690.48092	0.98388
2688.42712	0.98412
2686.37332	0.98445
2684.31951	0.98452
2682.26571	0.98435
2680.21191	0.98413
2678.15811	0.98416
2676.1043	0.98446
2674.0505	0.98473
2671.9967	0.9848
2669.9429	0.98481
2667.8891	0.98484
2665.83529	0.98496
2663.78149	0.98522
2661.72769	0.98547
2659.67389	0.98557
2657.62008	0.9855
2655.56628	0.98539
2653.51248	0.98517
2651.45868	0.98487
2649.40488	0.98498
2647.35107	0.98551
2645.29727	0.98596
2643.24347	0.98608
2641.18967	0.98608
2639.13586	0.98632
2637.08206	0.98658
2635.02826	0.98649
2632.97446	0.98644
2630.92066	0.98668
2628.86685	0.98691
2626.81305	0.98703
2624.75925	0.98716
2622.70545	0.98755
2620.65164	0.98792
2618.59784	0.988
2616.54404	0.98812
2614.49024	0.98827
2612.43644	0.98826
2610.38263	0.98805
2608.32883	0.98798
2606.27503	0.98822
2604.22123	0.98836
2602.16742	0.98836
2600.11362	0.98848
2598.05982	0.98862
2596.00602	0.98899
2593.95222	0.98966
2591.89841	0.98985
2589.84461	0.98914
2587.79081	0.98809
2585.73701	0.98783
2583.6832	0.98857
2581.6294	0.98919
2579.5756	0.9893
2577.5218	0.98921
2575.468	0.98884
2573.41419	0.98861
2571.36039	0.98888
2569.30659	0.98924
2567.25279	0.98922
2565.19898	0.98877
2563.14518	0.98858
2561.09138	0.98912
2559.03758	0.98981
2556.98377	0.98995
2554.92997	0.98956
2552.87617	0.98929
2550.82237	0.98925
2548.76857	0.98888
2546.71476	0.98822
2544.66096	0.98809
2542.60716	0.98869
2540.55336	0.98919
2538.49955	0.98919
2536.44575	0.98918
2534.39195	0.98922
2532.33815	0.98904
2530.28435	0.9889
2528.23054	0.98915
2526.17674	0.98965
2524.12294	0.98999
2522.06914	0.99004
2520.01533	0.99046
2517.96153	0.99136
2515.90773	0.99162
2513.85393	0.99098
2511.80013	0.9905
2509.74632	0.99076
2507.69252	0.99153
2505.63872	0.99211
2503.58492	0.99206
2501.53111	0.99165
2499.47731	0.99114
2497.42351	0.99035
2495.36971	0.98969
2493.31591	0.99
2491.2621	0.99072
2489.2083	0.9912
2487.1545	0.99154
2485.1007	0.99118
2483.04689	0.99049
2480.99309	0.9902
2478.93929	0.98999
2476.88549	0.99
2474.83169	0.99056
2472.77788	0.99102
2470.72408	0.99082
2468.67028	0.99051
2466.61648	0.9906
2464.56267	0.99097
2462.50887	0.99119
2460.45507	0.99102
2458.40127	0.99056
2456.34747	0.99042
2454.29366	0.99091
2452.23986	0.99126
2450.18606	0.99152
2448.13226	0.99175
2446.07845	0.99096
2444.02465	0.9898
2441.97085	0.98957
2439.91705	0.99
2437.86325	0.99043
2435.80944	0.99103
2433.75564	0.99175
2431.70184	0.99148
2429.64804	0.98997
2427.59423	0.9888
2425.54043	0.98903
2423.48663	0.98996
2421.43283	0.99046
2419.37903	0.99029
2417.32522	0.98994
2415.27142	0.98958
2413.21762	0.98941
2411.16382	0.98964
2409.11001	0.98984
2407.05621	0.99001
2405.00241	0.9902
2402.94861	0.98995
2400.89481	0.98933
2398.841	0.98919
2396.7872	0.98974
2394.7334	0.99025
2392.6796	0.99022
2390.62579	0.98995
2388.57199	0.9899
2386.51819	0.99019
2384.46439	0.99073
2382.41059	0.99103
2380.35678	0.99082
2378.30298	0.9908
2376.24918	0.99118
2374.19538	0.99135
2372.14157	0.99139
2370.08777	0.99173
2368.03397	0.99286
2365.98017	0.99487
2363.92637	0.9962
2361.87256	0.99584
2359.81876	0.99478
2357.76496	0.99381
2355.71116	0.99298
2353.65735	0.99147
2351.60355	0.98937
2349.54975	0.98793
2347.49595	0.98754
2345.44215	0.98815
2343.38834	0.98933
2341.33454	0.98991
2339.28074	0.98907
2337.22694	0.98792
2335.17313	0.98841
2333.11933	0.99045
2331.06553	0.99192
2329.01173	0.99167
2326.95793	0.99097
2324.90412	0.99087
2322.85032	0.99067
2320.79652	0.99004
2318.74272	0.99027
2316.68891	0.9916
2314.63511	0.99247
2312.58131	0.99204
2310.52751	0.99107
2308.47371	0.9903
2306.4199	0.99006
2304.3661	0.99053
2302.3123	0.99095
2300.2585	0.99039
2298.20469	0.98969
2296.15089	0.98989
2294.09709	0.9904
2292.04329	0.99063
2289.98949	0.99084
2287.93568	0.99125
2285.88188	0.99169
2283.82808	0.99203
2281.77428	0.99231
2279.72047	0.99211
2277.66667	0.99118
2275.61287	0.99041
2273.55907	0.99042
2271.50527	0.99073
2269.45146	0.99058
2267.39766	0.9903
2265.34386	0.99046
2263.29006	0.99092
2261.23625	0.99118
2259.18245	0.99081
2257.12865	0.99079
2255.07485	0.99153
2253.02105	0.99198
2250.96724	0.99121
2248.91344	0.9894
2246.85964	0.98854
2244.80584	0.98958
2242.75203	0.99158
2240.69823	0.99379
2238.64443	0.99499
2236.59063	0.99422
2234.53683	0.99239
2232.48302	0.99094
2230.42922	0.99067
2228.37542	0.99222
2226.32162	0.99441
2224.26781	0.99476
2222.21401	0.99285
2220.16021	0.99078
2218.10641	0.9906
2216.0526	0.99325
2213.9988	0.99715
2211.945	0.999
2209.8912	0.99829
2207.8374	0.99587
2205.78359	0.99267
2203.72979	0.99113
2201.67599	0.99152
2199.62219	0.99279
2197.56838	0.99363
2195.51458	0.99246
2193.46078	0.99178
2191.40698	0.99281
2189.35318	0.99274
2187.29937	0.99191
2185.24557	0.99187
2183.19177	0.99322
2181.13797	0.99547
2179.08416	0.99625
2177.03036	0.99519
2174.97656	0.99334
2172.92276	0.99111
2170.86896	0.98919
2168.81515	0.98861
2166.76135	0.99031
2164.70755	0.9939
2162.65375	0.99646
2160.59994	0.99684
2158.54614	0.99738
2156.49234	0.9983
2154.43854	0.99808
2152.38474	0.99669
2150.33093	0.99557
2148.27713	0.99535
2146.22333	0.99504
2144.16953	0.99438
2142.11572	0.9927
2140.06192	0.99064
2138.00812	0.99085
2135.95432	0.99274
2133.90052	0.99331
2131.84671	0.99213
2129.79291	0.99137
2127.73911	0.99192
2125.68531	0.99242
2123.6315	0.99225
2121.5777	0.99191
2119.5239	0.99169
2117.4701	0.99172
2115.4163	0.99193
2113.36249	0.99134
2111.30869	0.98964
2109.25489	0.98852
2107.20109	0.98867
2105.14728	0.98883
2103.09348	0.98856
2101.03968	0.98868
2098.98588	0.98955
2096.93208	0.99051
2094.87827	0.99063
2092.82447	0.99033
2090.77067	0.99034
2088.71687	0.98999
2086.66306	0.98982
2084.60926	0.99102
2082.55546	0.99233
2080.50166	0.99262
2078.44786	0.99173
2076.39405	0.99001
2074.34025	0.98997
2072.28645	0.992
2070.23265	0.99283
2068.17884	0.99145
2066.12504	0.98999
2064.07124	0.98929
2062.01744	0.98926
2059.96364	0.99124
2057.90983	0.9942
2055.85603	0.99471
2053.80223	0.99249
2051.74843	0.99002
2049.69462	0.98881
2047.64082	0.98963
2045.58702	0.9934
2043.53322	0.99824
2041.47942	0.99878
2039.42561	0.99485
2037.37181	0.99246
2035.31801	0.99329
2033.26421	0.99476
2031.2104	0.99544
2029.1566	0.99658
2027.1028	0.99809
2025.049	0.99742
2022.9952	0.99446
2020.94139	0.99221
2018.88759	0.99471
2016.83379	0.99989
2014.77999	1.00062
2012.72618	0.99749
2010.67238	0.99642
2008.61858	0.99603
2006.56478	0.9936
2004.51098	0.99358
2002.45717	0.99523
2000.40337	0.99434
1998.34957	0.99384
1996.29577	0.99464
1994.24196	0.99422
1992.18816	0.99401
1990.13436	0.99499
1988.08056	0.9966
1986.02676	0.99799
1983.97295	0.99782
1981.91915	0.99688
1979.86535	0.9959
1977.81155	0.99429
1975.75774	0.99263
1973.70394	0.99228
1971.65014	0.99124
1969.59634	0.98981
1967.54254	0.9911
1965.48873	0.99312
1963.43493	0.99466
1961.38113	0.99711
1959.32733	0.99845
1957.27352	0.99748
1955.21972	0.99487
1953.16592	0.99202
1951.11212	0.99147
1949.05832	0.99243
1947.00451	0.99274
1944.95071	0.99266
1942.89691	0.99245
1940.84311	0.99269
1938.7893	0.99383
1936.7355	0.99458
1934.6817	0.99411
1932.6279	0.99349
1930.5741	0.99364
1928.52029	0.99393
1926.46649	0.99391
1924.41269	0.99365
1922.35889	0.99295
1920.30508	0.99234
1918.25128	0.99187
1916.19748	0.99117
1914.14368	0.99087
1912.08988	0.99124
1910.03607	0.99178
1907.98227	0.99229
1905.92847	0.99253
1903.87467	0.99236
1901.82086	0.99226
1899.76706	0.99212
1897.71326	0.99189
1895.65946	0.99162
1893.60566	0.99116
1891.55185	0.99072
1889.49805	0.99025
1887.44425	0.98999
1885.39045	0.99058
1883.33664	0.99156
1881.28284	0.99182
1879.22904	0.99129
1877.17524	0.99111
1875.12143	0.99162
1873.06763	0.99173
1871.01383	0.99143
1868.96003	0.991
1866.90623	0.99077
1864.85242	0.99091
1862.79862	0.99065
1860.74482	0.99032
1858.69102	0.99092
1856.63721	0.99187
1854.58341	0.992
1852.52961	0.99132
1850.47581	0.99057
1848.42201	0.99017
1846.3682	0.99026
1844.3144	0.99067
1842.2606	0.98988
1840.2068	0.98829
1838.15299	0.98765
1836.09919	0.98802
1834.04539	0.98878
1831.99159	0.98976
1829.93779	0.99029
1827.88398	0.98955
1825.83018	0.98839
1823.77638	0.9875
1821.72258	0.98709
1819.66877	0.98713
1817.61497	0.98714
1815.56117	0.98666
1813.50737	0.98564
1811.45357	0.9845
1809.39976	0.98386
1807.34596	0.98326
1805.29216	0.98234
1803.23836	0.98158
1801.18455	0.98075
1799.13075	0.97934
1797.07695	0.97753
1795.02315	0.97615
1792.96935	0.97511
1790.91554	0.97362
1788.86174	0.97164
1786.80794	0.96973
1784.75414	0.96799
1782.70033	0.96602
1780.64653	0.9638
1778.59273	0.96195
1776.53893	0.96082
1774.48513	0.95938
1772.43132	0.95693
1770.37752	0.95422
1768.32372	0.95178
1766.26992	0.94922
1764.21611	0.94666
1762.16231	0.9435
1760.10851	0.93923
1758.05471	0.93403
1756.00091	0.92727
1753.9471	0.91889
1751.8933	0.90634
1749.8395	0.88526
1747.7857	0.85524
1745.73189	0.8169
1743.67809	0.76835
1741.62429	0.70905
1739.57049	0.63802
1737.51669	0.5696
1735.46288	0.50471
1733.40908	0.42705
1731.35528	0.3584
1729.30148	0.29861
1727.24767	0.24326
1725.19387	0.20926
1723.14007	0.20934
1721.08627	0.24064
1719.03247	0.29958
1716.97866	0.38873
1714.92486	0.47633
1712.87106	0.54477
1710.81726	0.60309
1708.76345	0.65422
1706.70965	0.69934
1704.65585	0.73639
1702.60205	0.76156
1700.54825	0.78319
1698.49444	0.8022
1696.44064	0.81504
1694.38684	0.82587
1692.33304	0.83372
1690.27923	0.84152
1688.22543	0.85114
1686.17163	0.86152
1684.11783	0.87554
1682.06403	0.88966
1680.01022	0.89999
1677.95642	0.90932
1675.90262	0.91938
1673.84882	0.92921
1671.79501	0.93604
1669.74121	0.94123
1667.68741	0.94532
1665.63361	0.94815
1663.57981	0.9512
1661.526	0.95435
1659.4722	0.95661
1657.4184	0.95825
1655.3646	0.95988
1653.31079	0.96198
1651.25699	0.96335
1649.20319	0.96393
1647.14939	0.96488
1645.09559	0.96573
1643.04178	0.96602
1640.98798	0.96611
1638.93418	0.96634
1636.88038	0.96684
1634.82657	0.9675
1632.77277	0.96848
1630.71897	0.96955
1628.66517	0.9705
1626.61137	0.97131
1624.55756	0.97208
1622.50376	0.97312
1620.44996	0.97422
1618.39616	0.97533
1616.34235	0.97648
1614.28855	0.97712
1612.23475	0.97759
1610.18095	0.97824
1608.12715	0.97898
1606.07334	0.97974
1604.01954	0.9804
1601.96574	0.98075
1599.91194	0.98088
1597.85813	0.98121
1595.80433	0.98184
1593.75053	0.98238
1591.69673	0.98257
1589.64293	0.98256
1587.58912	0.98275
1585.53532	0.98311
1583.48152	0.9832
1581.42772	0.98309
1579.37391	0.98306
1577.32011	0.98327
1575.26631	0.98365
1573.21251	0.9839
1571.15871	0.98416
1569.1049	0.98454
1567.0511	0.98488
1564.9973	0.98503
1562.9435	0.98484
1560.88969	0.98487
1558.83589	0.98531
1556.78209	0.98477
1554.72829	0.98408
1552.67449	0.98394
1550.62068	0.9839
1548.56688	0.98362
1546.51308	0.98346
1544.45928	0.98376
1542.40547	0.98437
1540.35167	0.98462
1538.29787	0.98386
1536.24407	0.983
1534.19026	0.98257
1532.13646	0.98262
1530.08266	0.98269
1528.02886	0.98264
1525.97506	0.98271
1523.92125	0.98245
1521.86745	0.98141
1519.81365	0.98093
1517.75985	0.98136
1515.70604	0.98135
1513.65224	0.98093
1511.59844	0.98065
1509.54464	0.98031
1507.49084	0.97954
1505.43703	0.97859
1503.38323	0.97771
1501.32943	0.97672
1499.27563	0.97537
1497.22182	0.97343
1495.16802	0.97087
1493.11422	0.96791
1491.06042	0.96319
1489.00662	0.95315
1486.95281	0.93607
1484.89901	0.91495
1482.84521	0.8918
1480.79141	0.86764
1478.7376	0.84895
1476.6838	0.84035
1474.63	0.83682
1472.5762	0.83132
1470.5224	0.82927
1468.46859	0.83379
1466.41479	0.83961
1464.36099	0.84501
1462.30719	0.85061
1460.25338	0.8568
1458.19958	0.86686
1456.14578	0.88123
1454.09198	0.89081
1452.03818	0.89683
1449.98437	0.90195
1447.93057	0.90569
1445.87677	0.90759
1443.82297	0.90738
1441.76916	0.9055
1439.71536	0.90357
1437.66156	0.90292
1435.60776	0.90367
1433.55396	0.90443
1431.50015	0.90299
1429.44635	0.89618
1427.39255	0.88183
1425.33875	0.8584
1423.28494	0.82868
1421.23114	0.80495
1419.17734	0.79609
1417.12354	0.80403
1415.06974	0.82154
1413.01593	0.84379
1410.96213	0.86709
1408.90833	0.88466
1406.85453	0.89213
1404.80072	0.88875
1402.74692	0.87675
1400.69312	0.85961
1398.63932	0.83942
1396.58552	0.82282
1394.53171	0.81652
1392.47791	0.8222
1390.42411	0.8356
1388.37031	0.85247
