Numero de onda	Bis2 hidroxiet tereftalato.1.dpt
1930.5741	0.9976
1928.52029	0.99814
1926.46649	0.99872
1924.41269	0.99859
1922.35889	0.99821
1920.30508	0.99826
1918.25128	0.99857
1916.19748	0.99857
1914.14368	0.99819
1912.08988	0.99823
1910.03607	0.99852
1907.98227	0.99807
1905.92847	0.99705
1903.87467	0.99675
1901.82086	0.9967
1899.76706	0.99627
1897.71326	0.99608
1895.65946	0.99612
1893.60566	0.99563
1891.55185	0.99477
1889.49805	0.99462
1887.44425	0.9957
1885.39045	0.99724
1883.33664	0.99824
1881.28284	0.99864
1879.22904	0.99866
1877.17524	0.99879
1875.12143	0.99868
1873.06763	0.99835
1871.01383	0.99873
1868.96003	0.99964
1866.90623	1.0
1864.85242	0.99994
1862.79862	0.99982
1860.74482	0.99966
1858.69102	0.99959
1856.63721	0.99954
1854.58341	0.9998
1852.52961	0.99985
1850.47581	0.99925
1848.42201	0.99845
1846.3682	0.99805
1844.3144	0.99831
1842.2606	0.99868
1840.2068	0.99849
1838.15299	0.99779
1836.09919	0.99738
1834.04539	0.99699
1831.99159	0.99637
1829.93779	0.99524
1827.88398	0.99369
1825.83018	0.99185
1823.77638	0.99008
1821.72258	0.98938
1819.66877	0.99032
1817.61497	0.99226
1815.56117	0.99379
1813.50737	0.99447
1811.45357	0.99445
1809.39976	0.99436
1807.34596	0.99429
1805.29216	0.99445
1803.23836	0.9947
1801.18455	0.99494
1799.13075	0.99513
1797.07695	0.99545
1795.02315	0.99584
1792.96935	0.99622
1790.91554	0.99648
1788.86174	0.99634
1786.80794	0.99637
1784.75414	0.99649
1782.70033	0.9965
1780.64653	0.99589
1778.59273	0.99514
1776.53893	0.99484
1774.48513	0.99506
1772.43132	0.99497
1770.37752	0.99412
1768.32372	0.9934
1766.26992	0.99285
1764.21611	0.99259
1762.16231	0.99195
1760.10851	0.99082
1758.05471	0.98929
1756.00091	0.98798
1753.9471	0.98655
1751.8933	0.98435
1749.8395	0.98031
1747.7857	0.97507
1745.73189	0.96944
1743.67809	0.96314
1741.62429	0.95655
1739.57049	0.94904
1737.51669	0.94156
1735.46288	0.92896
1733.40908	0.89885
1731.35528	0.85177
1729.30148	0.78801
1727.24767	0.70777
1725.19387	0.61705
1723.14007	0.51272
1721.08627	0.41367
1719.03247	0.33838
1716.97866	0.29233
1714.92486	0.26667
1712.87106	0.24162
1710.81726	0.2243
1708.76345	0.2282
1706.70965	0.25884
1704.65585	0.30781
1702.60205	0.35544
1700.54825	0.4149
1698.49444	0.48248
1696.44064	0.5385
1694.38684	0.58604
1692.33304	0.61209
1690.27923	0.62722
1688.22543	0.64368
1686.17163	0.66866
1684.11783	0.71551
1682.06403	0.76021
1680.01022	0.77889
1677.95642	0.78379
1675.90262	0.77987
1673.84882	0.77492
1671.79501	0.77943
1669.74121	0.8022
1667.68741	0.83619
1665.63361	0.86093
1663.57981	0.88
1661.526	0.89703
1659.4722	0.90916
1657.4184	0.91677
1655.3646	0.92241
1653.31079	0.93076
1651.25699	0.93967
1649.20319	0.94425
1647.14939	0.94954
1645.09559	0.95516
1643.04178	0.95861
1640.98798	0.96147
1638.93418	0.9641
1636.88038	0.96695
1634.82657	0.96978
1632.77277	0.97135
1630.71897	0.97215
1628.66517	0.97294
1626.61137	0.97338
1624.55756	0.97347
1622.50376	0.97338
1620.44996	0.97312
1618.39616	0.97299
1616.34235	0.97321
1614.28855	0.97387
1612.23475	0.97497
1610.18095	0.97687
1608.12715	0.9793
1606.07334	0.98184
1604.01954	0.98429
1601.96574	0.98659
1599.91194	0.9886
1597.85813	0.99031
1595.80433	0.99165
1593.75053	0.99258
1591.69673	0.99326
1589.64293	0.99387
1587.58912	0.99461
1585.53532	0.99497
1583.48152	0.99467
1581.42772	0.99416
1579.37391	0.9939
1577.32011	0.9939
1575.26631	0.99443
1573.21251	0.99535
1571.15871	0.99633
1569.1049	0.99731
1567.0511	0.9982
1564.9973	0.99902
1562.9435	0.99961
1560.88969	1.0
1558.83589	0.99984
1556.78209	0.99897
1554.72829	0.99864
1552.67449	0.99876
1550.62068	0.99891
1548.56688	0.99892
1546.51308	0.99906
1544.45928	0.99938
1542.40547	0.99924
1540.35167	0.99811
1538.29787	0.99673
1536.24407	0.99544
1534.19026	0.99254
1532.13646	0.98693
1530.08266	0.9814
1528.02886	0.97717
1525.97506	0.97432
1523.92125	0.97289
1521.86745	0.97113
1519.81365	0.96795
1517.75985	0.96391
1515.70604	0.95889
1513.65224	0.95361
1511.59844	0.9472
1509.54464	0.93657
1507.49084	0.90652
1505.43703	0.85886
1503.38323	0.84225
1501.32943	0.85254
1499.27563	0.87788
1497.22182	0.90233
1495.16802	0.91364
1493.11422	0.91634
1491.06042	0.91608
1489.00662	0.91481
1486.95281	0.91531
1484.89901	0.91833
1482.84521	0.92336
1480.79141	0.92992
1478.7376	0.93679
1476.6838	0.94343
1474.63	0.94953
1472.5762	0.95467
1470.5224	0.95801
1468.46859	0.9585
1466.41479	0.95275
1464.36099	0.93341
1462.30719	0.90633
1460.25338	0.88586
1458.19958	0.87628
1456.14578	0.87589
1454.09198	0.8782
1452.03818	0.88231
1449.98437	0.88581
1447.93057	0.88534
1445.87677	0.88644
1443.82297	0.89512
1441.76916	0.90795
1439.71536	0.91915
1437.66156	0.9277
1435.60776	0.93409
1433.55396	0.93794
1431.50015	0.94087
1429.44635	0.94345
1427.39255	0.94503
1425.33875	0.94528
1423.28494	0.94331
1421.23114	0.93767
1419.17734	0.92287
1417.12354	0.89392
1415.06974	0.85351
1413.01593	0.79923
1410.96213	0.73438
1408.90833	0.67583
