Numero de onda	Policloruro_de_vinilo.dpt
2823.97806	0.96687
2821.92426	0.96667
2819.87046	0.96619
2817.81666	0.96567
2815.76286	0.96541
2813.70905	0.96546
2811.65525	0.96582
2809.60145	0.96659
2807.54765	0.96726
2805.49384	0.96735
2803.44004	0.96719
2801.38624	0.96723
2799.33244	0.96734
2797.27864	0.96745
2795.22483	0.96776
2793.17103	0.96812
2791.11723	0.96828
2789.06343	0.96826
2787.00962	0.96827
2784.95582	0.96834
2782.90202	0.96834
2780.84822	0.96828
2778.79442	0.96826
2776.74061	0.9684
2774.68681	0.96865
2772.63301	0.96879
2770.57921	0.96879
2768.5254	0.96867
2766.4716	0.96862
2764.4178	0.96868
2762.364	0.96847
2760.3102	0.96815
2758.25639	0.9682
2756.20259	0.96848
2754.14879	0.96864
2752.09499	0.96856
2750.04118	0.96853
2747.98738	0.9687
2745.93358	0.96889
2743.87978	0.96901
2741.82598	0.96896
2739.77217	0.96869
2737.71837	0.96831
2735.66457	0.96811
2733.61077	0.96819
2731.55696	0.96838
2729.50316	0.96847
2727.44936	0.96839
2725.39556	0.96827
2723.34176	0.96815
2721.28795	0.96816
2719.23415	0.96858
2717.18035	0.96906
2715.12655	0.96908
2713.07274	0.96903
2711.01894	0.96906
2708.96514	0.96884
2706.91134	0.96864
2704.85754	0.96864
2702.80373	0.96848
2700.74993	0.96826
2698.69613	0.96841
2696.64233	0.96857
2694.58852	0.96851
2692.53472	0.96872
2690.48092	0.96911
2688.42712	0.9691
2686.37332	0.96883
2684.31951	0.96889
2682.26571	0.96902
2680.21191	0.96908
2678.15811	0.96928
2676.1043	0.96908
2674.0505	0.96833
2671.9967	0.96786
2669.9429	0.96799
2667.8891	0.96832
2665.83529	0.96867
2663.78149	0.9689
2661.72769	0.9689
2659.67389	0.96881
2657.62008	0.96868
2655.56628	0.96846
2653.51248	0.96828
2651.45868	0.9681
2649.40488	0.96801
2647.35107	0.96818
2645.29727	0.9685
2643.24347	0.96868
2641.18967	0.96848
2639.13586	0.96814
2637.08206	0.968
2635.02826	0.96805
2632.97446	0.96831
2630.92066	0.96843
2628.86685	0.96829
2626.81305	0.96835
2624.75925	0.96855
2622.70545	0.96866
2620.65164	0.96873
2618.59784	0.96879
2616.54404	0.96885
2614.49024	0.96898
2612.43644	0.96911
2610.38263	0.96889
2608.32883	0.96842
2606.27503	0.96823
2604.22123	0.96804
2602.16742	0.96762
2600.11362	0.9678
2598.05982	0.96868
2596.00602	0.96933
2593.95222	0.96935
2591.89841	0.96916
2589.84461	0.96902
2587.79081	0.96897
2585.73701	0.96916
2583.6832	0.96927
2581.6294	0.96896
2579.5756	0.96867
2577.5218	0.9684
2575.468	0.96793
2573.41419	0.96784
2571.36039	0.96826
2569.30659	0.96882
2567.25279	0.96928
2565.19898	0.96939
2563.14518	0.96917
2561.09138	0.9689
2559.03758	0.96877
2556.98377	0.96874
2554.92997	0.96877
2552.87617	0.9691
2550.82237	0.96966
2548.76857	0.96967
2546.71476	0.96937
2544.66096	0.96955
2542.60716	0.97002
2540.55336	0.97019
2538.49955	0.97
2536.44575	0.96993
2534.39195	0.96988
2532.33815	0.96942
2530.28435	0.96904
2528.23054	0.96903
2526.17674	0.96928
2524.12294	0.9696
2522.06914	0.96938
2520.01533	0.96871
2517.96153	0.96832
2515.90773	0.96869
2513.85393	0.96964
2511.80013	0.97014
2509.74632	0.96996
2507.69252	0.96998
2505.63872	0.97017
2503.58492	0.97006
2501.53111	0.96988
2499.47731	0.96986
2497.42351	0.96988
2495.36971	0.96977
2493.31591	0.96961
2491.2621	0.96957
2489.2083	0.96949
2487.1545	0.96929
2485.1007	0.9693
2483.04689	0.96943
2480.99309	0.96969
2478.93929	0.97008
2476.88549	0.97008
2474.83169	0.96978
2472.77788	0.96956
2470.72408	0.96944
2468.67028	0.96945
2466.61648	0.96944
2464.56267	0.96916
2462.50887	0.96895
2460.45507	0.96916
2458.40127	0.96929
2456.34747	0.96917
2454.29366	0.9689
2452.23986	0.96867
2450.18606	0.96875
2448.13226	0.96859
2446.07845	0.96807
2444.02465	0.96794
2441.97085	0.96846
2439.91705	0.96915
2437.86325	0.96927
2435.80944	0.96895
2433.75564	0.96911
2431.70184	0.96996
2429.64804	0.97071
2427.59423	0.9708
2425.54043	0.97036
2423.48663	0.96981
2421.43283	0.96936
2419.37903	0.96918
2417.32522	0.96928
2415.27142	0.96904
2413.21762	0.96879
2411.16382	0.96896
2409.11001	0.96898
2407.05621	0.96915
2405.00241	0.96983
2402.94861	0.97002
2400.89481	0.96968
2398.841	0.96976
2396.7872	0.97027
2394.7334	0.97058
2392.6796	0.97046
2390.62579	0.96989
2388.57199	0.96936
2386.51819	0.96949
2384.46439	0.96977
2382.41059	0.96965
2380.35678	0.96941
2378.30298	0.96904
2376.24918	0.96881
2374.19538	0.9692
2372.14157	0.96928
2370.08777	0.96828
2368.03397	0.96703
2365.98017	0.96651
2363.92637	0.9671
2361.87256	0.96771
2359.81876	0.96748
2357.76496	0.96748
2355.71116	0.96807
2353.65735	0.96864
2351.60355	0.96858
2349.54975	0.96804
2347.49595	0.96753
2345.44215	0.96724
2343.38834	0.9672
2341.33454	0.9675
2339.28074	0.96836
2337.22694	0.96915
2335.17313	0.96927
2333.11933	0.96933
2331.06553	0.96921
2329.01173	0.96853
2326.95793	0.96779
2324.90412	0.96723
2322.85032	0.96701
2320.79652	0.96706
2318.74272	0.9674
2316.68891	0.96818
2314.63511	0.96866
2312.58131	0.96821
2310.52751	0.96782
2308.47371	0.96814
2306.4199	0.96863
2304.3661	0.96898
2302.3123	0.96882
2300.2585	0.9686
2298.20469	0.96887
2296.15089	0.96894
2294.09709	0.96873
2292.04329	0.96894
2289.98949	0.96915
2287.93568	0.9687
2285.88188	0.96796
2283.82808	0.96777
2281.77428	0.96877
2279.72047	0.9701
2277.66667	0.97017
2275.61287	0.96905
2273.55907	0.96779
2271.50527	0.96755
2269.45146	0.96839
2267.39766	0.96887
2265.34386	0.96869
2263.29006	0.96871
2261.23625	0.96899
2259.18245	0.96875
2257.12865	0.96804
2255.07485	0.96853
2253.02105	0.97001
2250.96724	0.9703
2248.91344	0.96945
2246.85964	0.96852
2244.80584	0.96803
2242.75203	0.96857
2240.69823	0.96906
2238.64443	0.96868
2236.59063	0.9685
2234.53683	0.9679
2232.48302	0.96635
2230.42922	0.96551
2228.37542	0.96689
2226.32162	0.96959
2224.26781	0.97072
2222.21401	0.96978
2220.16021	0.96839
2218.10641	0.9679
2216.0526	0.96851
2213.9988	0.96968
2211.945	0.97075
2209.8912	0.97048
2207.8374	0.96919
2205.78359	0.96824
2203.72979	0.96784
2201.67599	0.96767
2199.62219	0.96769
2197.56838	0.96806
2195.51458	0.9686
2193.46078	0.96847
2191.40698	0.96766
2189.35318	0.9672
2187.29937	0.96755
2185.24557	0.96944
2183.19177	0.97271
2181.13797	0.97425
2179.08416	0.97244
2177.03036	0.96994
2174.97656	0.9691
2172.92276	0.96948
2170.86896	0.96982
2168.81515	0.96991
2166.76135	0.96935
2164.70755	0.96863
2162.65375	0.9693
2160.59994	0.96979
2158.54614	0.96897
2156.49234	0.96967
2154.43854	0.97062
2152.38474	0.96918
2150.33093	0.96835
2148.27713	0.96919
2146.22333	0.96944
2144.16953	0.96946
2142.11572	0.97016
2140.06192	0.97055
2138.00812	0.97066
2135.95432	0.97253
2133.90052	0.97482
2131.84671	0.97422
2129.79291	0.97237
2127.73911	0.97184
2125.68531	0.97166
2123.6315	0.97112
2121.5777	0.97025
2119.5239	0.96862
2117.4701	0.9677
2115.4163	0.96864
2113.36249	0.96977
2111.30869	0.96972
2109.25489	0.96937
2107.20109	0.96933
2105.14728	0.96898
2103.09348	0.96866
2101.03968	0.96947
2098.98588	0.97028
2096.93208	0.96977
2094.87827	0.96962
2092.82447	0.97049
2090.77067	0.97087
2088.71687	0.97058
2086.66306	0.9708
2084.60926	0.97146
2082.55546	0.97147
2080.50166	0.97042
2078.44786	0.9687
2076.39405	0.9679
2074.34025	0.96831
2072.28645	0.96825
2070.23265	0.96833
2068.17884	0.96981
2066.12504	0.97085
2064.07124	0.96972
2062.01744	0.96798
2059.96364	0.96773
2057.90983	0.968
2055.85603	0.96748
2053.80223	0.96656
2051.74843	0.96571
2049.69462	0.96594
2047.64082	0.9678
2045.58702	0.96994
2043.53322	0.9707
2041.47942	0.9702
2039.42561	0.96954
2037.37181	0.96868
2035.31801	0.96722
2033.26421	0.96591
2031.2104	0.9665
2029.1566	0.96905
2027.1028	0.97095
2025.049	0.97147
2022.9952	0.97169
2020.94139	0.97167
2018.88759	0.97212
2016.83379	0.97227
2014.77999	0.97115
2012.72618	0.96983
2010.67238	0.96858
2008.61858	0.96831
2006.56478	0.96954
2004.51098	0.97076
2002.45717	0.97084
2000.40337	0.97028
1998.34957	0.97008
1996.29577	0.96941
1994.24196	0.96748
1992.18816	0.96635
1990.13436	0.96707
1988.08056	0.96764
1986.02676	0.96791
1983.97295	0.96875
1981.91915	0.96894
1979.86535	0.9685
1977.81155	0.96968
1975.75774	0.9717
1973.70394	0.97229
1971.65014	0.97198
1969.59634	0.97051
1967.54254	0.9688
1965.48873	0.96904
1963.43493	0.96982
1961.38113	0.97033
1959.32733	0.97157
1957.27352	0.97237
1955.21972	0.97195
1953.16592	0.97073
1951.11212	0.96936
1949.05832	0.96918
1947.00451	0.97001
1944.95071	0.97092
1942.89691	0.97098
1940.84311	0.96931
1938.7893	0.96833
1936.7355	0.96927
1934.6817	0.96953
1932.6279	0.96928
1930.5741	0.97018
1928.52029	0.97091
1926.46649	0.97109
1924.41269	0.97102
1922.35889	0.97028
1920.30508	0.96968
1918.25128	0.97006
1916.19748	0.97091
1914.14368	0.971
1912.08988	0.97078
1910.03607	0.97087
1907.98227	0.97033
1905.92847	0.96963
1903.87467	0.96977
1901.82086	0.96973
1899.76706	0.9696
1897.71326	0.97012
1895.65946	0.97056
1893.60566	0.97078
1891.55185	0.97102
1889.49805	0.97089
1887.44425	0.97058
1885.39045	0.97106
1883.33664	0.97153
1881.28284	0.97045
1879.22904	0.96888
1877.17524	0.96828
1875.12143	0.96827
1873.06763	0.96846
1871.01383	0.9693
1868.96003	0.97036
1866.90623	0.97044
1864.85242	0.96939
1862.79862	0.96812
1860.74482	0.96809
1858.69102	0.96942
1856.63721	0.97058
1854.58341	0.97066
1852.52961	0.96997
1850.47581	0.96946
1848.42201	0.96948
1846.3682	0.96959
1844.3144	0.96964
1842.2606	0.96964
1840.2068	0.96965
1838.15299	0.96962
1836.09919	0.96922
1834.04539	0.96881
1831.99159	0.96876
1829.93779	0.96883
1827.88398	0.96919
1825.83018	0.96965
1823.77638	0.96958
1821.72258	0.96937
1819.66877	0.96939
1817.61497	0.96917
1815.56117	0.96867
1813.50737	0.96852
1811.45357	0.96894
1809.39976	0.96941
1807.34596	0.96944
1805.29216	0.96916
1803.23836	0.96881
1801.18455	0.96849
1799.13075	0.96844
1797.07695	0.96864
1795.02315	0.96882
1792.96935	0.96878
1790.91554	0.96864
1788.86174	0.96849
1786.80794	0.96837
1784.75414	0.96847
1782.70033	0.96851
1780.64653	0.96833
1778.59273	0.9685
1776.53893	0.96901
1774.48513	0.96937
1772.43132	0.9694
1770.37752	0.96917
1768.32372	0.96902
1766.26992	0.96877
1764.21611	0.96846
1762.16231	0.96835
1760.10851	0.96835
1758.05471	0.96826
1756.00091	0.96791
1753.9471	0.96761
1751.8933	0.96766
1749.8395	0.96765
1747.7857	0.9672
1745.73189	0.96642
1743.67809	0.96551
1741.62429	0.96482
1739.57049	0.96475
1737.51669	0.96516
1735.46288	0.96578
1733.40908	0.96616
1731.35528	0.96614
1729.30148	0.96619
1727.24767	0.96624
1725.19387	0.96634
1723.14007	0.96669
1721.08627	0.96711
1719.03247	0.96761
1716.97866	0.96796
1714.92486	0.96754
1712.87106	0.9672
1710.81726	0.96716
1708.76345	0.96693
1706.70965	0.96679
1704.65585	0.96709
1702.60205	0.96765
1700.54825	0.96823
1698.49444	0.96843
1696.44064	0.96802
1694.38684	0.96747
1692.33304	0.96736
1690.27923	0.9677
1688.22543	0.96815
1686.17163	0.96843
1684.11783	0.96861
1682.06403	0.96835
1680.01022	0.96783
1677.95642	0.9676
1675.90262	0.96752
1673.84882	0.96729
1671.79501	0.96738
1669.74121	0.96787
1667.68741	0.96808
1665.63361	0.96787
1663.57981	0.96763
1661.526	0.96753
1659.4722	0.96748
1657.4184	0.96741
1655.3646	0.96737
1653.31079	0.96769
1651.25699	0.96803
1649.20319	0.96807
1647.14939	0.96825
1645.09559	0.96826
1643.04178	0.96791
1640.98798	0.96779
1638.93418	0.96797
1636.88038	0.96806
1634.82657	0.96777
1632.77277	0.96747
1630.71897	0.96741
1628.66517	0.96745
1626.61137	0.96761
1624.55756	0.96792
1622.50376	0.96802
1620.44996	0.96775
1618.39616	0.96744
1616.34235	0.96702
1614.28855	0.96688
1612.23475	0.96724
1610.18095	0.9677
1608.12715	0.96802
1606.07334	0.96793
1604.01954	0.96752
1601.96574	0.96724
1599.91194	0.96735
1597.85813	0.96771
1595.80433	0.96783
1593.75053	0.96782
1591.69673	0.96791
1589.64293	0.96793
1587.58912	0.968
1585.53532	0.96818
1583.48152	0.96831
1581.42772	0.96834
1579.37391	0.96835
1577.32011	0.96836
1575.26631	0.96805
1573.21251	0.96765
1571.15871	0.9675
1569.1049	0.96751
1567.0511	0.96759
1564.9973	0.96764
1562.9435	0.96775
1560.88969	0.96833
1558.83589	0.96891
1556.78209	0.96836
1554.72829	0.96788
1552.67449	0.96785
1550.62068	0.96817
1548.56688	0.96843
1546.51308	0.96843
1544.45928	0.96833
1542.40547	0.96821
1540.35167	0.96843
1538.29787	0.96861
1536.24407	0.96845
1534.19026	0.96846
1532.13646	0.96856
1530.08266	0.96847
1528.02886	0.9684
1525.97506	0.96843
1523.92125	0.96861
1521.86745	0.9689
1519.81365	0.96906
1517.75985	0.96894
1515.70604	0.96847
1513.65224	0.96807
1511.59844	0.96816
1509.54464	0.96844
1507.49084	0.96845
1505.43703	0.96845
1503.38323	0.96861
1501.32943	0.96867
1499.27563	0.96865
1497.22182	0.96869
1495.16802	0.96849
1493.11422	0.96814
1491.06042	0.96795
1489.00662	0.96786
1486.95281	0.96775
1484.89901	0.96762
1482.84521	0.9676
1480.79141	0.96777
1478.7376	0.96818
1476.6838	0.96863
1474.63	0.96869
1472.5762	0.96814
1470.5224	0.96753
1468.46859	0.96726
1466.41479	0.96723
1464.36099	0.9672
1462.30719	0.96708
1460.25338	0.96713
1458.19958	0.9673
1456.14578	0.96683
1454.09198	0.96577
1452.03818	0.96456
1449.98437	0.96314
1447.93057	0.96145
1445.87677	0.95875
1443.82297	0.95426
1441.76916	0.9475
1439.71536	0.93916
1437.66156	0.92936
1435.60776	0.91978
1433.55396	0.91516
1431.50015	0.91358
1429.44635	0.90984
1427.39255	0.90331
1425.33875	0.90048
1423.28494	0.90525
1421.23114	0.91365
1419.17734	0.92226
1417.12354	0.92946
1415.06974	0.9347
1413.01593	0.93975
1410.96213	0.94492
1408.90833	0.94967
1406.85453	0.95371
1404.80072	0.95672
1402.74692	0.95839
1400.69312	0.95936
1398.63932	0.96019
1396.58552	0.96081
1394.53171	0.96034
