Numero de onda	polipropileno.dpt
3181.33965	0.99647
3179.28585	0.99631
3177.23205	0.9958
3175.17825	0.99537
3173.12444	0.9954
3171.07064	0.99582
3169.01684	0.99609
3166.96304	0.99602
3164.90923	0.99606
3162.85543	0.9961
3160.80163	0.99602
3158.74783	0.99615
3156.69403	0.99646
3154.64022	0.99681
3152.58642	0.99679
3150.53262	0.99644
3148.47882	0.99643
3146.42501	0.99651
3144.37121	0.99632
3142.31741	0.99601
3140.26361	0.99557
3138.20981	0.99542
3136.156	0.99578
3134.1022	0.9962
3132.0484	0.99653
3129.9946	0.99675
3127.94079	0.99642
3125.88699	0.9958
3123.83319	0.99585
3121.77939	0.99636
3119.72559	0.99624
3117.67178	0.99572
3115.61798	0.99579
3113.56418	0.99637
3111.51038	0.99666
3109.45657	0.99646
3107.40277	0.99639
3105.34897	0.99691
3103.29517	0.99731
3101.24137	0.99732
3099.18756	0.99734
3097.13376	0.99723
3095.07996	0.99701
3093.02616	0.99688
3090.97235	0.99656
3088.91855	0.99593
3086.86475	0.99552
3084.81095	0.99562
3082.75715	0.9957
3080.70334	0.99563
3078.64954	0.99591
3076.59574	0.9965
3074.54194	0.99694
3072.48813	0.99714
3070.43433	0.99703
3068.38053	0.99677
3066.32673	0.99657
3064.27293	0.99631
3062.21912	0.99632
3060.16532	0.99684
3058.11152	0.99733
3056.05772	0.99728
3054.00391	0.99682
3051.95011	0.9964
3049.89631	0.99634
3047.84251	0.99649
3045.78871	0.9966
3043.7349	0.99657
3041.6811	0.99628
3039.6273	0.99584
3037.5735	0.99573
3035.51969	0.99616
3033.46589	0.99667
3031.41209	0.99675
3029.35829	0.99639
3027.30449	0.99587
3025.25068	0.99541
3023.19688	0.9951
3021.14308	0.99493
3019.08928	0.99474
3017.03547	0.99446
3014.98167	0.99424
3012.92787	0.99394
3010.87407	0.99362
3008.82027	0.9937
3006.76646	0.99364
3004.71266	0.99298
3002.65886	0.99215
3000.60506	0.99139
2998.55125	0.99054
2996.49745	0.98965
2994.44365	0.98879
2992.38985	0.98763
2990.33605	0.98616
2988.28224	0.98441
2986.22844	0.98207
2984.17464	0.97905
2982.12084	0.97555
2980.06703	0.97162
2978.01323	0.96662
2975.95943	0.9595
2973.90563	0.94986
2971.85183	0.93781
2969.79802	0.92284
2967.74422	0.90416
2965.69042	0.8827
2963.63662	0.86112
2961.58281	0.84224
2959.52901	0.82786
2957.47521	0.81754
2955.42141	0.80858
2953.36761	0.79893
2951.3138	0.79016
2949.26	0.78686
2947.2062	0.79404
2945.1524	0.8126
2943.09859	0.83634
2941.04479	0.8565
2938.99099	0.86774
2936.93719	0.86946
2934.88339	0.86381
2932.82958	0.85227
2930.77578	0.83584
2928.72198	0.81729
2926.66818	0.8
2924.61437	0.78515
2922.56057	0.77169
2920.50677	0.75903
2918.45297	0.74933
2916.39917	0.74637
2914.34536	0.75172
2912.29156	0.76293
2910.23776	0.77601
2908.18396	0.78845
2906.13015	0.80024
2904.07635	0.8125
2902.02255	0.82562
2899.96875	0.83929
2897.91494	0.85277
2895.86114	0.86453
2893.80734	0.87343
2891.75354	0.87972
2889.69974	0.88372
2887.64593	0.8851
2885.59213	0.88379
2883.53833	0.8803
2881.48453	0.87477
2879.43072	0.86776
2877.37692	0.86174
2875.32312	0.85911
2873.26932	0.85878
2871.21552	0.85765
2869.16171	0.85513
2867.10791	0.85477
2865.05411	0.86187
2863.00031	0.87811
2860.9465	0.89869
2858.8927	0.91709
2856.8389	0.92993
2854.7851	0.93693
2852.7313	0.93898
2850.67749	0.93715
2848.62369	0.93168
2846.56989	0.92218
2844.51609	0.90902
2842.46228	0.89326
2840.40848	0.87712
2838.35468	0.86535
2836.30088	0.8642
2834.24708	0.87696
2832.19327	0.8991
2830.13947	0.9215
2828.08567	0.9387
2826.03187	0.95043
2823.97806	0.9581
2821.92426	0.96321
2819.87046	0.96707
2817.81666	0.97028
2815.76286	0.97283
2813.70905	0.97472
2811.65525	0.97618
2809.60145	0.97722
2807.54765	0.97815
2805.49384	0.97945
2803.44004	0.98082
2801.38624	0.98213
2799.33244	0.98331
2797.27864	0.98398
2795.22483	0.98454
2793.17103	0.98526
2791.11723	0.98594
2789.06343	0.98686
2787.00962	0.98777
2784.95582	0.98831
2782.90202	0.98891
2780.84822	0.98986
2778.79442	0.99066
2776.74061	0.99081
2774.68681	0.99065
2772.63301	0.99074
2770.57921	0.99096
2768.5254	0.99114
2766.4716	0.99137
2764.4178	0.99147
2762.364	0.99157
2760.3102	0.99198
2758.25639	0.99236
2756.20259	0.99252
2754.14879	0.99267
2752.09499	0.9927
2750.04118	0.99254
2747.98738	0.99243
2745.93358	0.99242
2743.87978	0.99242
2741.82598	0.99228
2739.77217	0.99184
2737.71837	0.99122
2735.66457	0.9907
2733.61077	0.99042
2731.55696	0.99027
2729.50316	0.98983
2727.44936	0.98903
2725.39556	0.98818
2723.34176	0.98771
2721.28795	0.98796
2719.23415	0.98859
2717.18035	0.98929
2715.12655	0.99019
2713.07274	0.99123
2711.01894	0.99198
2708.96514	0.99229
2706.91134	0.99245
2704.85754	0.99278
2702.80373	0.99329
2700.74993	0.99364
2698.69613	0.9936
2696.64233	0.99332
2694.58852	0.99295
2692.53472	0.9926
2690.48092	0.99259
2688.42712	0.99274
2686.37332	0.99266
2684.31951	0.99267
2682.26571	0.99282
2680.21191	0.99298
2678.15811	0.99331
2676.1043	0.99351
2674.0505	0.99341
2671.9967	0.99335
2669.9429	0.99336
2667.8891	0.99334
2665.83529	0.99338
2663.78149	0.99342
2661.72769	0.9934
2659.67389	0.99334
2657.62008	0.99321
2655.56628	0.99325
2653.51248	0.99347
2651.45868	0.99359
2649.40488	0.99376
2647.35107	0.99415
2645.29727	0.99444
2643.24347	0.99436
2641.18967	0.99398
2639.13586	0.99373
2637.08206	0.99418
2635.02826	0.99466
2632.97446	0.99449
2630.92066	0.99436
2628.86685	0.99438
2626.81305	0.99413
2624.75925	0.99396
2622.70545	0.994
2620.65164	0.99414
2618.59784	0.9943
2616.54404	0.99443
2614.49024	0.99449
2612.43644	0.99447
2610.38263	0.99468
2608.32883	0.99506
2606.27503	0.99505
2604.22123	0.99474
2602.16742	0.99479
2600.11362	0.99525
2598.05982	0.9956
2596.00602	0.99569
2593.95222	0.99557
2591.89841	0.99538
2589.84461	0.99509
2587.79081	0.99472
2585.73701	0.99461
2583.6832	0.99469
2581.6294	0.99466
2579.5756	0.99484
2577.5218	0.99531
2575.468	0.99574
2573.41419	0.99589
2571.36039	0.99561
2569.30659	0.99509
2567.25279	0.99502
2565.19898	0.99565
2563.14518	0.99621
2561.09138	0.99603
2559.03758	0.9952
2556.98377	0.99487
2554.92997	0.99554
2552.87617	0.99616
2550.82237	0.99649
2548.76857	0.99706
2546.71476	0.99768
2544.66096	0.99762
2542.60716	0.9972
2540.55336	0.99713
2538.49955	0.99722
2536.44575	0.99694
2534.39195	0.99672
2532.33815	0.99741
2530.28435	0.99794
2528.23054	0.99751
2526.17674	0.99703
2524.12294	0.99713
2522.06914	0.99751
2520.01533	0.99748
2517.96153	0.99752
2515.90773	0.99819
2513.85393	0.99848
2511.80013	0.99806
2509.74632	0.99778
2507.69252	0.99804
2505.63872	0.99833
2503.58492	0.99805
2501.53111	0.99753
2499.47731	0.99729
2497.42351	0.99768
2495.36971	0.99829
2493.31591	0.99796
2491.2621	0.99749
2489.2083	0.99811
2487.1545	0.99855
2485.1007	0.99807
2483.04689	0.99778
2480.99309	0.99789
2478.93929	0.99759
2476.88549	0.99727
2474.83169	0.99756
2472.77788	0.99791
2470.72408	0.99811
2468.67028	0.99808
2466.61648	0.99772
2464.56267	0.99766
2462.50887	0.99806
2460.45507	0.99801
2458.40127	0.99716
2456.34747	0.99653
2454.29366	0.99692
2452.23986	0.9976
2450.18606	0.99764
2448.13226	0.99751
2446.07845	0.9976
2444.02465	0.99797
2441.97085	0.99849
2439.91705	0.99858
2437.86325	0.99839
2435.80944	0.99809
2433.75564	0.99754
2431.70184	0.99732
2429.64804	0.99753
2427.59423	0.99728
2425.54043	0.99667
2423.48663	0.99652
2421.43283	0.99677
2419.37903	0.99684
2417.32522	0.99651
2415.27142	0.9961
2413.21762	0.99578
2411.16382	0.99611
2409.11001	0.99733
2407.05621	0.99823
2405.00241	0.99808
2402.94861	0.99757
2400.89481	0.99739
2398.841	0.99775
2396.7872	0.99832
2394.7334	0.99847
2392.6796	0.99852
2390.62579	0.99875
2388.57199	0.9985
2386.51819	0.99823
2384.46439	0.99864
2382.41059	0.99883
2380.35678	0.99845
2378.30298	0.9982
2376.24918	0.99848
2374.19538	0.99922
2372.14157	0.99991
2370.08777	1.00037
2368.03397	1.00009
2365.98017	0.99919
2363.92637	0.99907
2361.87256	0.9994
2359.81876	0.99869
2357.76496	0.99703
2355.71116	0.99658
2353.65735	0.99751
2351.60355	0.99795
2349.54975	0.99779
2347.49595	0.99785
2345.44215	0.99856
2343.38834	0.99928
2341.33454	0.99901
2339.28074	0.99805
2337.22694	0.99747
2335.17313	0.99739
2333.11933	0.99723
2331.06553	0.99754
2329.01173	0.9989
2326.95793	0.99942
2324.90412	0.99808
2322.85032	0.99679
2320.79652	0.99675
2318.74272	0.99737
2316.68891	0.99802
2314.63511	0.99801
2312.58131	0.99728
2310.52751	0.99716
2308.47371	0.99803
2306.4199	0.99836
2304.3661	0.99761
2302.3123	0.99713
2300.2585	0.99756
2298.20469	0.99792
2296.15089	0.99763
2294.09709	0.99707
2292.04329	0.99674
2289.98949	0.99695
2287.93568	0.99743
2285.88188	0.99748
2283.82808	0.99703
2281.77428	0.99719
2279.72047	0.99864
2277.66667	0.99962
2275.61287	0.99881
2273.55907	0.99767
2271.50527	0.99734
2269.45146	0.99732
2267.39766	0.99701
2265.34386	0.99685
2263.29006	0.99779
2261.23625	0.99979
2259.18245	1.00106
2257.12865	1.00007
2255.07485	0.99825
2253.02105	0.99838
2250.96724	1.00011
2248.91344	1.00085
2246.85964	1.00037
2244.80584	0.99964
2242.75203	0.99927
2240.69823	0.99944
2238.64443	0.99942
2236.59063	0.99924
2234.53683	0.99929
2232.48302	0.99914
2230.42922	0.99861
2228.37542	0.99821
2226.32162	0.99879
2224.26781	1.00004
2222.21401	1.00024
2220.16021	0.99966
2218.10641	0.99961
2216.0526	0.99926
2213.9988	0.99763
2211.945	0.99698
2209.8912	0.99915
2207.8374	1.00152
2205.78359	1.0016
2203.72979	0.9995
2201.67599	0.9977
2199.62219	0.9985
2197.56838	0.99973
2195.51458	0.99897
2193.46078	0.99804
2191.40698	0.99903
2189.35318	1.00126
2187.29937	1.00163
2185.24557	0.99924
2183.19177	0.99812
2181.13797	0.99898
2179.08416	0.99896
2177.03036	0.9987
2174.97656	0.99859
2172.92276	0.99867
2170.86896	1.00019
2168.81515	1.00129
2166.76135	1.00033
2164.70755	0.99885
2162.65375	0.99851
2160.59994	0.99976
2158.54614	1.00215
2156.49234	1.00297
2154.43854	1.00011
2152.38474	0.99838
2150.33093	1.00014
2148.27713	1.00173
2146.22333	1.00221
2144.16953	1.00192
2142.11572	1.00106
2140.06192	1.00081
2138.00812	1.00086
2135.95432	1.00155
2133.90052	1.00284
2131.84671	1.00269
2129.79291	1.00184
2127.73911	1.00149
2125.68531	1.00174
2123.6315	1.00226
2121.5777	1.00196
2119.5239	1.0012
2117.4701	1.00076
2115.4163	1.00085
2113.36249	1.00065
2111.30869	0.9996
2109.25489	0.99889
2107.20109	0.99862
2105.14728	0.99876
2103.09348	0.9997
2101.03968	1.00033
2098.98588	0.99981
2096.93208	0.99924
2094.87827	0.99911
2092.82447	0.99834
2090.77067	0.99779
2088.71687	0.99822
2086.66306	0.99818
2084.60926	0.99772
2082.55546	0.99744
2080.50166	0.99725
2078.44786	0.99736
2076.39405	0.99802
2074.34025	0.99932
2072.28645	1.00036
2070.23265	1.00085
2068.17884	1.00158
2066.12504	1.00204
2064.07124	1.00143
2062.01744	1.00019
2059.96364	0.99925
2057.90983	0.99883
2055.85603	0.99911
2053.80223	1.0
2051.74843	1.00017
2049.69462	0.99925
2047.64082	0.99824
2045.58702	0.99871
2043.53322	1.00082
2041.47942	1.00222
2039.42561	1.00198
2037.37181	1.00157
2035.31801	1.00166
2033.26421	1.00133
2031.2104	1.00125
2029.1566	1.00241
2027.1028	1.00275
2025.049	1.00185
2022.9952	1.00112
2020.94139	1.00076
2018.88759	1.00043
2016.83379	0.99902
2014.77999	0.99791
2012.72618	0.99848
2010.67238	0.9993
2008.61858	0.99996
2006.56478	1.00041
2004.51098	0.99982
2002.45717	0.99778
2000.40337	0.99685
1998.34957	0.99957
1996.29577	1.00288
1994.24196	1.00224
1992.18816	0.9999
1990.13436	0.99978
1988.08056	1.0003
1986.02676	1.00116
1983.97295	1.00338
1981.91915	1.00504
1979.86535	1.00416
1977.81155	1.00178
1975.75774	1.00076
1973.70394	1.00122
1971.65014	1.00108
1969.59634	0.99984
1967.54254	0.99944
1965.48873	1.00015
1963.43493	1.00127
1961.38113	1.00275
1959.32733	1.00336
1957.27352	1.00232
1955.21972	1.00155
1953.16592	1.00287
1951.11212	1.00424
1949.05832	1.00353
1947.00451	1.00235
1944.95071	1.00226
1942.89691	1.0019
1940.84311	1.001
1938.7893	1.00085
1936.7355	1.00069
1934.6817	1.00025
1932.6279	1.00035
1930.5741	1.0009
1928.52029	1.00123
1926.46649	1.0008
1924.41269	1.00043
1922.35889	1.00063
1920.30508	1.00082
1918.25128	1.00134
1916.19748	1.00213
1914.14368	1.00247
1912.08988	1.002
1910.03607	1.00084
1907.98227	1.0002
1905.92847	1.00027
1903.87467	1.00026
1901.82086	1.00009
1899.76706	0.99978
1897.71326	0.99971
1895.65946	1.00003
1893.60566	1.00037
1891.55185	1.00052
1889.49805	1.00008
1887.44425	0.99927
1885.39045	0.99912
1883.33664	0.99912
1881.28284	0.99857
1879.22904	0.99854
1877.17524	0.99904
1875.12143	0.99901
1873.06763	0.99896
1871.01383	0.99946
1868.96003	0.99972
1866.90623	0.99928
1864.85242	0.99909
1862.79862	0.99908
1860.74482	0.99883
1858.69102	0.99919
1856.63721	0.99972
1854.58341	0.99961
1852.52961	0.9997
1850.47581	0.9997
1848.42201	0.99887
1846.3682	0.99823
1844.3144	0.99875
1842.2606	0.99974
1840.2068	1.00015
1838.15299	0.99978
1836.09919	0.9993
1834.04539	0.99927
1831.99159	0.99915
1829.93779	0.99893
1827.88398	0.99917
1825.83018	0.99931
1823.77638	0.99895
1821.72258	0.99903
1819.66877	0.99963
1817.61497	0.99983
1815.56117	0.99948
1813.50737	0.999
1811.45357	0.99868
1809.39976	0.99867
1807.34596	0.99883
1805.29216	0.9988
1803.23836	0.99854
1801.18455	0.99812
1799.13075	0.99757
1797.07695	0.99736
1795.02315	0.99766
1792.96935	0.99787
1790.91554	0.99755
1788.86174	0.99703
1786.80794	0.9965
1784.75414	0.99599
1782.70033	0.99563
1780.64653	0.99538
1778.59273	0.99524
1776.53893	0.99516
1774.48513	0.99519
1772.43132	0.99536
1770.37752	0.99511
1768.32372	0.99442
1766.26992	0.99375
1764.21611	0.99338
1762.16231	0.99309
1760.10851	0.99258
1758.05471	0.99211
1756.00091	0.99134
1753.9471	0.99015
1751.8933	0.9886
1749.8395	0.9865
1747.7857	0.98407
1745.73189	0.98072
1743.67809	0.9755
1741.62429	0.96852
1739.57049	0.95981
1737.51669	0.95117
1735.46288	0.94319
1733.40908	0.93498
1731.35528	0.93119
1729.30148	0.93179
1727.24767	0.9337
1725.19387	0.93658
1723.14007	0.94154
1721.08627	0.94801
1719.03247	0.9564
1716.97866	0.96633
1714.92486	0.97253
1712.87106	0.97486
1710.81726	0.97697
1708.76345	0.98005
1706.70965	0.98335
1704.65585	0.9859
1702.60205	0.98762
1700.54825	0.98905
1698.49444	0.98991
1696.44064	0.99053
1694.38684	0.99101
1692.33304	0.99106
1690.27923	0.99137
1688.22543	0.99213
1686.17163	0.99301
1684.11783	0.99364
1682.06403	0.99334
1680.01022	0.99303
1677.95642	0.99315
1675.90262	0.99359
1673.84882	0.99432
1671.79501	0.99488
1669.74121	0.99522
1667.68741	0.9954
1665.63361	0.99552
1663.57981	0.99585
1661.526	0.99611
1659.4722	0.99593
1657.4184	0.99574
1655.3646	0.99588
1653.31079	0.99588
1651.25699	0.99518
1649.20319	0.9949
1647.14939	0.99504
1645.09559	0.99493
1643.04178	0.99467
1640.98798	0.99458
1638.93418	0.99467
1636.88038	0.99498
1634.82657	0.99554
1632.77277	0.99586
1630.71897	0.99592
1628.66517	0.99593
1626.61137	0.99598
1624.55756	0.99614
1622.50376	0.99641
1620.44996	0.99654
1618.39616	0.99654
1616.34235	0.99652
1614.28855	0.99648
1612.23475	0.99638
1610.18095	0.99628
1608.12715	0.99644
1606.07334	0.99668
1604.01954	0.99689
1601.96574	0.99715
1599.91194	0.99728
1597.85813	0.99725
1595.80433	0.99718
1593.75053	0.99708
1591.69673	0.99695
1589.64293	0.99675
1587.58912	0.99663
1585.53532	0.99687
1583.48152	0.9973
1581.42772	0.9975
1579.37391	0.99763
1577.32011	0.99794
1575.26631	0.99812
1573.21251	0.99809
1571.15871	0.99809
1569.1049	0.99761
1567.0511	0.99708
1564.9973	0.9973
1562.9435	0.99763
1560.88969	0.99755
1558.83589	0.99725
1556.78209	0.99724
1554.72829	0.99717
1552.67449	0.99681
1550.62068	0.99665
1548.56688	0.99699
1546.51308	0.99744
1544.45928	0.9978
1542.40547	0.99768
1540.35167	0.99692
1538.29787	0.99677
1536.24407	0.99707
1534.19026	0.99718
1532.13646	0.99705
1530.08266	0.99689
1528.02886	0.9969
1525.97506	0.99682
1523.92125	0.99669
1521.86745	0.99682
1519.81365	0.99672
1517.75985	0.99624
1515.70604	0.99589
1513.65224	0.99566
1511.59844	0.99523
1509.54464	0.99462
1507.49084	0.994
1505.43703	0.99363
1503.38323	0.99344
1501.32943	0.99314
1499.27563	0.99278
1497.22182	0.99228
1495.16802	0.99128
1493.11422	0.98995
1491.06042	0.98843
1489.00662	0.98657
1486.95281	0.98409
1484.89901	0.98091
1482.84521	0.9774
1480.79141	0.97407
1478.7376	0.97067
1476.6838	0.96615
1474.63	0.95916
1472.5762	0.94678
1470.5224	0.92969
1468.46859	0.91171
1466.41479	0.89096
1464.36099	0.8681
1462.30719	0.85157
1460.25338	0.84284
1458.19958	0.8379
1456.14578	0.83561
1454.09198	0.8365
1452.03818	0.84113
1449.98437	0.85187
1447.93057	0.87085
1445.87677	0.8933
1443.82297	0.91157
1441.76916	0.92392
1439.71536	0.93047
1437.66156	0.93359
1435.60776	0.93828
1433.55396	0.94699
1431.50015	0.95719
1429.44635	0.96536
1427.39255	0.96909
1425.33875	0.96983
1423.28494	0.96954
1421.23114	0.96968
1419.17734	0.97167
1417.12354	0.97507
1415.06974	0.97779
1413.01593	0.97933
1410.96213	0.9798
1408.90833	0.9796
1406.85453	0.97917
1404.80072	0.97837
1402.74692	0.97707
1400.69312	0.97537
1398.63932	0.97297
1396.58552	0.96955
1394.53171	0.96575
1392.47791	0.96318
1390.42411	0.96193
