Numero de onda	Poliestireno.1.dpt
1893.60566	1.01011
1891.55185	1.0093
1889.49805	1.00905
1887.44425	1.00941
1885.39045	1.00957
1883.33664	1.00933
1881.28284	1.0091
1879.22904	1.00911
1877.17524	1.00931
1875.12143	1.00934
1873.06763	1.00908
1871.01383	1.00936
1868.96003	1.01017
1866.90623	1.01037
1864.85242	1.00997
1862.79862	1.00956
1860.74482	1.00912
1858.69102	1.0087
1856.63721	1.00859
1854.58341	1.009
1852.52961	1.00947
1850.47581	1.00956
1848.42201	1.0099
1846.3682	1.01095
1844.3144	1.01176
1842.2606	1.01111
1840.2068	1.00993
1838.15299	1.00946
1836.09919	1.00948
1834.04539	1.0094
1831.99159	1.00977
1829.93779	1.01073
1827.88398	1.01117
1825.83018	1.0107
1823.77638	1.00968
1821.72258	1.00893
1819.66877	1.0089
1817.61497	1.00905
1815.56117	1.00885
1813.50737	1.00868
1811.45357	1.00865
1809.39976	1.00852
1807.34596	1.00848
1805.29216	1.0086
1803.23836	1.00901
1801.18455	1.00948
1799.13075	1.00966
1797.07695	1.0098
1795.02315	1.01018
1792.96935	1.01068
1790.91554	1.01045
1788.86174	1.00962
1786.80794	1.00935
1784.75414	1.00973
1782.70033	1.01015
1780.64653	1.01029
1778.59273	1.01036
1776.53893	1.01087
1774.48513	1.01178
1772.43132	1.01224
1770.37752	1.01165
1768.32372	1.01094
1766.26992	1.01044
1764.21611	1.01034
1762.16231	1.0106
1760.10851	1.01027
1758.05471	1.00978
1756.00091	1.00949
1753.9471	1.00956
1751.8933	1.01065
1749.8395	1.01164
1747.7857	1.01103
1745.73189	1.01034
1743.67809	1.01043
1741.62429	1.01054
1739.57049	1.01012
1737.51669	1.00977
1735.46288	1.01055
1733.40908	1.01178
1731.35528	1.01133
1729.30148	1.00999
1727.24767	1.00889
1725.19387	1.00869
1723.14007	1.00909
1721.08627	1.00967
1719.03247	1.0112
1716.97866	1.01305
1714.92486	1.01247
1712.87106	1.01104
1710.81726	1.01039
1708.76345	1.01044
1706.70965	1.01112
1704.65585	1.01176
1702.60205	1.012
1700.54825	1.0127
1698.49444	1.01346
1696.44064	1.01316
1694.38684	1.01175
1692.33304	1.01082
1690.27923	1.01119
1688.22543	1.01196
1686.17163	1.01298
1684.11783	1.0142
1682.06403	1.01358
1680.01022	1.01213
1677.95642	1.01115
1675.90262	1.01107
1673.84882	1.01158
1671.79501	1.01215
1669.74121	1.01229
1667.68741	1.01116
1665.63361	1.01023
1663.57981	1.0103
1661.526	1.01023
1659.4722	1.00978
1657.4184	1.01007
1655.3646	1.01166
1653.31079	1.01357
1651.25699	1.01294
1649.20319	1.01265
1647.14939	1.01329
1645.09559	1.01239
1643.04178	1.01099
1640.98798	1.01058
1638.93418	1.01104
1636.88038	1.0122
1634.82657	1.01226
1632.77277	1.01071
1630.71897	1.0099
1628.66517	1.01012
1626.61137	1.01051
1624.55756	1.01079
1622.50376	1.01078
1620.44996	1.01048
1618.39616	1.01072
1616.34235	1.01085
1614.28855	1.00982
1612.23475	1.00889
1610.18095	1.00829
1608.12715	1.00702
1606.07334	1.0049
1604.01954	1.00301
1601.96574	1.00208
1599.91194	1.00221
1597.85813	1.00336
1595.80433	1.00499
1593.75053	1.00617
1591.69673	1.00668
1589.64293	1.0069
1587.58912	1.00693
1585.53532	1.00663
1583.48152	1.00636
1581.42772	1.00685
1579.37391	1.0082
1577.32011	1.0098
1575.26631	1.01033
1573.21251	1.01006
1571.15871	1.01039
1569.1049	1.01085
1567.0511	1.01085
1564.9973	1.01085
1562.9435	1.01124
1560.88969	1.01292
1558.83589	1.01505
1556.78209	1.0137
1554.72829	1.01216
1552.67449	1.01159
1550.62068	1.01138
1548.56688	1.01121
1546.51308	1.01181
1544.45928	1.01356
1542.40547	1.01527
1540.35167	1.0154
1538.29787	1.01311
1536.24407	1.01154
1534.19026	1.01151
1532.13646	1.0114
1530.08266	1.011
1528.02886	1.0115
1525.97506	1.01258
1523.92125	1.01361
1521.86745	1.01451
1519.81365	1.01436
1517.75985	1.01376
1515.70604	1.01297
1513.65224	1.01238
1511.59844	1.01303
1509.54464	1.01487
1507.49084	1.01604
1505.43703	1.01285
1503.38323	1.00953
1501.32943	1.00805
1499.27563	1.00681
1497.22182	1.0032
1495.16802	0.99696
1493.11422	0.99325
1491.06042	0.99484
1489.00662	0.99991
1486.95281	1.00309
1484.89901	1.00425
1482.84521	1.00529
1480.79141	1.00631
1478.7376	1.00719
1476.6838	1.00853
1474.63	1.01028
1472.5762	1.01093
1470.5224	1.00935
1468.46859	1.00789
1466.41479	1.00776
1464.36099	1.00778
1462.30719	1.00731
1460.25338	1.00751
1458.19958	1.0073
1456.14578	1.00203
1454.09198	0.99538
1452.03818	0.99213
1449.98437	0.9923
1447.93057	0.9945
1445.87677	0.99643
1443.82297	0.99782
1441.76916	0.99934
1439.71536	1.00114
1437.66156	1.00356
1435.60776	1.00568
1433.55396	1.00632
1431.50015	1.00673
1429.44635	1.00731
1427.39255	1.00786
1425.33875	1.0087
1423.28494	1.0094
1421.23114	1.00981
1419.17734	1.01059
1417.12354	1.01067
1415.06974	1.00985
1413.01593	1.00942
1410.96213	1.00934
1408.90833	1.00929
1406.85453	1.00974
1404.80072	1.01032
1402.74692	1.01021
1400.69312	1.01039
1398.63932	1.01111
1396.58552	1.01138
1394.53171	1.01084
1392.47791	1.00976
