Numero de onda	Teraftalato de polietileno.dpt
2515.90773	0.99657
2513.85393	0.99663
2511.80013	0.99616
2509.74632	0.99526
2507.69252	0.99465
2505.63872	0.99509
2503.58492	0.99609
2501.53111	0.99648
2499.47731	0.99608
2497.42351	0.99585
2495.36971	0.996
2493.31591	0.99592
2491.2621	0.99596
2489.2083	0.9964
2487.1545	0.99644
2485.1007	0.99566
2483.04689	0.9949
2480.99309	0.99518
2478.93929	0.99613
2476.88549	0.99678
2474.83169	0.99683
2472.77788	0.99674
2470.72408	0.99706
2468.67028	0.99739
2466.61648	0.99715
2464.56267	0.99662
2462.50887	0.99619
2460.45507	0.99595
2458.40127	0.99606
2456.34747	0.99616
2454.29366	0.99619
2452.23986	0.99654
2450.18606	0.99648
2448.13226	0.99596
2446.07845	0.99559
2444.02465	0.99531
2441.97085	0.99553
2439.91705	0.99595
2437.86325	0.99577
2435.80944	0.99552
2433.75564	0.99565
2431.70184	0.99561
2429.64804	0.9955
2427.59423	0.99577
2425.54043	0.99575
2423.48663	0.99526
2421.43283	0.99504
2419.37903	0.99501
2417.32522	0.99487
2415.27142	0.99462
2413.21762	0.99447
2411.16382	0.99489
2409.11001	0.99564
2407.05621	0.99584
2405.00241	0.99558
2402.94861	0.99522
2400.89481	0.99472
2398.841	0.99442
2396.7872	0.99438
2394.7334	0.99443
2392.6796	0.99459
2390.62579	0.99471
2388.57199	0.99482
2386.51819	0.99513
2384.46439	0.99528
2382.41059	0.99492
2380.35678	0.99458
2378.30298	0.9948
2376.24918	0.99533
2374.19538	0.9957
2372.14157	0.99584
2370.08777	0.99614
2368.03397	0.99659
2365.98017	0.9962
2363.92637	0.99517
2361.87256	0.99517
2359.81876	0.99621
2357.76496	0.99631
2355.71116	0.99542
2353.65735	0.99481
2351.60355	0.99465
2349.54975	0.99506
2347.49595	0.99565
2345.44215	0.99593
2343.38834	0.9959
2341.33454	0.99561
2339.28074	0.99569
2337.22694	0.99612
2335.17313	0.99588
2333.11933	0.99564
2331.06553	0.99631
2329.01173	0.99631
2326.95793	0.99487
2324.90412	0.99354
2322.85032	0.99318
2320.79652	0.9935
2318.74272	0.99423
2316.68891	0.99503
2314.63511	0.99554
2312.58131	0.99549
2310.52751	0.99491
2308.47371	0.99453
2306.4199	0.99477
2304.3661	0.99518
2302.3123	0.99521
2300.2585	0.99513
2298.20469	0.9952
2296.15089	0.99513
2294.09709	0.99464
2292.04329	0.99369
2289.98949	0.99289
2287.93568	0.99268
2285.88188	0.99333
2283.82808	0.99446
2281.77428	0.99458
2279.72047	0.99367
2277.66667	0.99309
2275.61287	0.99317
2273.55907	0.99355
2271.50527	0.99375
2269.45146	0.99391
2267.39766	0.99505
2265.34386	0.99683
2263.29006	0.99741
2261.23625	0.99631
2259.18245	0.99554
2257.12865	0.99619
2255.07485	0.99648
2253.02105	0.99604
2250.96724	0.99635
2248.91344	0.99604
2246.85964	0.9943
2244.80584	0.99358
2242.75203	0.9948
2240.69823	0.99627
2238.64443	0.99685
2236.59063	0.99686
2234.53683	0.99657
2232.48302	0.99589
2230.42922	0.99526
2228.37542	0.99497
2226.32162	0.99507
2224.26781	0.99569
2222.21401	0.99576
2220.16021	0.99479
2218.10641	0.99433
2216.0526	0.99505
2213.9988	0.99584
2211.945	0.99554
2209.8912	0.99473
2207.8374	0.99561
2205.78359	0.99839
2203.72979	0.99976
2201.67599	0.99829
2199.62219	0.99626
2197.56838	0.99545
2195.51458	0.99499
2193.46078	0.99428
2191.40698	0.99505
2189.35318	0.99797
2187.29937	1.00057
2185.24557	1.00004
2183.19177	0.9984
2181.13797	0.99867
2179.08416	0.99882
2177.03036	0.99754
2174.97656	0.99658
2172.92276	0.99674
2170.86896	0.99787
2168.81515	0.99837
2166.76135	0.99745
2164.70755	0.99692
2162.65375	0.99724
2160.59994	0.9982
2158.54614	1.00065
2156.49234	1.00318
2154.43854	1.00394
2152.38474	1.00357
2150.33093	1.0027
2148.27713	1.00203
2146.22333	1.00139
2144.16953	1.00075
2142.11572	1.00116
2140.06192	1.00181
2138.00812	1.00181
2135.95432	1.0013
2133.90052	1.00039
2131.84671	0.99942
2129.79291	0.99817
2127.73911	0.99723
2125.68531	0.99701
2123.6315	0.99661
2121.5777	0.99647
2119.5239	0.9966
2117.4701	0.99595
2115.4163	0.99537
2113.36249	0.99551
2111.30869	0.9953
2109.25489	0.99459
2107.20109	0.99445
2105.14728	0.99444
2103.09348	0.99415
2101.03968	0.99399
2098.98588	0.99394
2096.93208	0.99521
2094.87827	0.99749
2092.82447	0.99833
2090.77067	0.99747
2088.71687	0.99617
2086.66306	0.99568
2084.60926	0.9955
2082.55546	0.99448
2080.50166	0.99388
2078.44786	0.99417
2076.39405	0.99429
2074.34025	0.99407
2072.28645	0.99399
2070.23265	0.99411
2068.17884	0.9944
2066.12504	0.99524
2064.07124	0.99608
2062.01744	0.99598
2059.96364	0.99553
2057.90983	0.99497
2055.85603	0.99413
2053.80223	0.99391
2051.74843	0.99367
2049.69462	0.99326
2047.64082	0.99449
2045.58702	0.99606
2043.53322	0.99566
2041.47942	0.99409
2039.42561	0.99273
2037.37181	0.99306
2035.31801	0.99568
2033.26421	0.99817
2031.2104	0.99976
2029.1566	1.00082
2027.1028	1.00174
2025.049	1.00252
2022.9952	0.99977
2020.94139	0.99533
2018.88759	0.99503
2016.83379	0.99856
2014.77999	1.00225
2012.72618	1.00277
2010.67238	0.99994
2008.61858	0.99788
2006.56478	0.99853
2004.51098	1.00005
2002.45717	0.99986
2000.40337	0.99671
1998.34957	0.99415
1996.29577	0.99521
1994.24196	0.99688
1992.18816	0.99641
1990.13436	0.99438
1988.08056	0.99221
1986.02676	0.99098
1983.97295	0.9915
1981.91915	0.99353
1979.86535	0.99559
1977.81155	0.99739
1975.75774	0.99903
1973.70394	0.99952
1971.65014	0.99896
1969.59634	0.99687
1967.54254	0.99387
1965.48873	0.99284
1963.43493	0.9922
1961.38113	0.9908
1959.32733	0.99221
1957.27352	0.99455
1955.21972	0.99464
1953.16592	0.99428
1951.11212	0.99413
1949.05832	0.99348
1947.00451	0.99258
1944.95071	0.99247
1942.89691	0.99358
1940.84311	0.9948
1938.7893	0.99528
1936.7355	0.99497
1934.6817	0.99441
1932.6279	0.99463
1930.5741	0.9957
1928.52029	0.99644
1926.46649	0.99642
1924.41269	0.99664
1922.35889	0.99693
1920.30508	0.99628
1918.25128	0.99637
1916.19748	0.99767
1914.14368	0.99737
1912.08988	0.99584
1910.03607	0.99502
1907.98227	0.9948
1905.92847	0.99511
1903.87467	0.99599
1901.82086	0.99657
1899.76706	0.99653
1897.71326	0.99638
1895.65946	0.99657
1893.60566	0.99666
1891.55185	0.99643
1889.49805	0.99641
1887.44425	0.99634
1885.39045	0.99631
1883.33664	0.99683
1881.28284	0.99751
1879.22904	0.99749
1877.17524	0.99713
1875.12143	0.99728
1873.06763	0.99767
1871.01383	0.99759
1868.96003	0.99686
1866.90623	0.99611
1864.85242	0.99567
1862.79862	0.99555
1860.74482	0.99607
1858.69102	0.99686
1856.63721	0.99699
1854.58341	0.99659
1852.52961	0.99643
1850.47581	0.99655
1848.42201	0.99647
1846.3682	0.99599
1844.3144	0.9954
1842.2606	0.99513
1840.2068	0.99515
1838.15299	0.99495
1836.09919	0.99433
1834.04539	0.9938
1831.99159	0.99375
1829.93779	0.99395
1827.88398	0.9938
1825.83018	0.9932
1823.77638	0.99262
1821.72258	0.99254
1819.66877	0.99267
1817.61497	0.99263
1815.56117	0.99268
1813.50737	0.99288
1811.45357	0.99279
1809.39976	0.99265
1807.34596	0.99271
1805.29216	0.99256
1803.23836	0.99226
1801.18455	0.99224
1799.13075	0.99222
1797.07695	0.99182
1795.02315	0.99138
1792.96935	0.99133
1790.91554	0.99152
1788.86174	0.99156
1786.80794	0.99154
1784.75414	0.9913
1782.70033	0.99107
1780.64653	0.99108
1778.59273	0.99096
1776.53893	0.99058
1774.48513	0.99052
1772.43132	0.99067
1770.37752	0.99031
1768.32372	0.98965
1766.26992	0.98895
1764.21611	0.98812
1762.16231	0.98713
1760.10851	0.98638
1758.05471	0.98564
1756.00091	0.98444
1753.9471	0.98263
1751.8933	0.97984
1749.8395	0.97574
1747.7857	0.97059
1745.73189	0.96405
1743.67809	0.95559
1741.62429	0.94475
1739.57049	0.93106
1737.51669	0.91776
1735.46288	0.90364
1733.40908	0.88311
1731.35528	0.86374
1729.30148	0.84803
1727.24767	0.83282
1725.19387	0.81826
1723.14007	0.80397
1721.08627	0.79157
1719.03247	0.77912
1716.97866	0.76299
1714.92486	0.7493
1712.87106	0.74137
1710.81726	0.73723
1708.76345	0.73677
1706.70965	0.74186
1704.65585	0.75384
1702.60205	0.76969
1700.54825	0.79137
1698.49444	0.81523
1696.44064	0.83581
1694.38684	0.8551
1692.33304	0.86934
1690.27923	0.88094
1688.22543	0.8911
1686.17163	0.89914
1684.11783	0.90627
1682.06403	0.91166
1680.01022	0.91567
1677.95642	0.91934
1675.90262	0.92309
1673.84882	0.92729
1671.79501	0.93173
1669.74121	0.93724
1667.68741	0.94315
1665.63361	0.94791
1663.57981	0.95236
1661.526	0.95629
1659.4722	0.95912
1657.4184	0.96143
1655.3646	0.96374
1653.31079	0.96645
1651.25699	0.9685
1649.20319	0.96949
1647.14939	0.97065
1645.09559	0.97182
1643.04178	0.97245
1640.98798	0.97285
1638.93418	0.97323
1636.88038	0.97387
1634.82657	0.97465
1632.77277	0.97528
1630.71897	0.97602
1628.66517	0.97682
1626.61137	0.97737
1624.55756	0.97787
1622.50376	0.9781
1620.44996	0.97778
1618.39616	0.97701
1616.34235	0.9756
1614.28855	0.97464
1612.23475	0.97509
1610.18095	0.97648
1608.12715	0.97784
1606.07334	0.97892
1604.01954	0.98002
1601.96574	0.98112
1599.91194	0.98192
1597.85813	0.98249
1595.80433	0.98293
1593.75053	0.983
1591.69673	0.98262
1589.64293	0.98193
1587.58912	0.98083
1585.53532	0.97875
1583.48152	0.97503
1581.42772	0.9704
1579.37391	0.9673
1577.32011	0.96739
1575.26631	0.97035
1573.21251	0.97363
1571.15871	0.97665
1569.1049	0.97951
1567.0511	0.98091
1564.9973	0.98139
1562.9435	0.98209
1560.88969	0.98317
1558.83589	0.98405
1556.78209	0.98394
1554.72829	0.98395
1552.67449	0.9842
1550.62068	0.98441
1548.56688	0.98458
1546.51308	0.98476
1544.45928	0.98521
1542.40547	0.98606
1540.35167	0.9864
1538.29787	0.9852
1536.24407	0.98439
1534.19026	0.98444
1532.13646	0.98414
1530.08266	0.98353
1528.02886	0.98321
1525.97506	0.98304
1523.92125	0.98317
1521.86745	0.98383
1519.81365	0.98416
1517.75985	0.98363
1515.70604	0.98256
1513.65224	0.98097
1511.59844	0.9784
1509.54464	0.97415
1507.49084	0.96533
1505.43703	0.95571
1503.38323	0.95654
1501.32943	0.96365
1499.27563	0.97184
1497.22182	0.97806
1495.16802	0.98154
1493.11422	0.98306
1491.06042	0.98351
1489.00662	0.9826
1486.95281	0.98062
1484.89901	0.97827
1482.84521	0.97532
1480.79141	0.97177
1478.7376	0.96814
1476.6838	0.96453
1474.63	0.96077
1472.5762	0.95696
1470.5224	0.95455
1468.46859	0.95407
1466.41479	0.95407
1464.36099	0.95262
1462.30719	0.94941
1460.25338	0.94622
1458.19958	0.94398
1456.14578	0.94275
1454.09198	0.94231
1452.03818	0.94293
1449.98437	0.94517
1447.93057	0.94892
1445.87677	0.95278
1443.82297	0.95597
1441.76916	0.95884
1439.71536	0.96128
1437.66156	0.96385
1435.60776	0.96689
1433.55396	0.96933
1431.50015	0.97136
1429.44635	0.97347
1427.39255	0.97525
1425.33875	0.97597
1423.28494	0.97511
1421.23114	0.97245
1419.17734	0.96619
1417.12354	0.95401
1415.06974	0.93723
1413.01593	0.91708
1410.96213	0.89804
1408.90833	0.88854
