Numero de onda	pet_siama.dpt
2877.37692	0.89975
2875.32312	0.89986
2873.26932	0.90017
2871.21552	0.90056
2869.16171	0.90084
2867.10791	0.90103
2865.05411	0.90121
2863.00031	0.90123
2860.9465	0.90088
2858.8927	0.90029
2856.8389	0.89961
2854.7851	0.89871
2852.7313	0.89762
2850.67749	0.89691
2848.62369	0.89735
2846.56989	0.89893
2844.51609	0.90084
2842.46228	0.9024
2840.40848	0.90352
2838.35468	0.90428
2836.30088	0.90475
2834.24708	0.90514
2832.19327	0.90571
2830.13947	0.90637
2828.08567	0.90678
2826.03187	0.90693
2823.97806	0.90709
2821.92426	0.90718
2819.87046	0.90721
2817.81666	0.90744
2815.76286	0.90776
2813.70905	0.9078
2811.65525	0.90765
2809.60145	0.90762
2807.54765	0.90774
2805.49384	0.90785
2803.44004	0.90792
2801.38624	0.90797
2799.33244	0.90807
2797.27864	0.90831
2795.22483	0.90852
2793.17103	0.9086
2791.11723	0.90867
2789.06343	0.90864
2787.00962	0.90851
2784.95582	0.90848
2782.90202	0.90848
2780.84822	0.9084
2778.79442	0.90844
2776.74061	0.90865
2774.68681	0.90869
2772.63301	0.90858
2770.57921	0.9086
2768.5254	0.9087
2766.4716	0.90871
2764.4178	0.90867
2762.364	0.90875
2760.3102	0.90899
2758.25639	0.90918
2756.20259	0.90924
2754.14879	0.90927
2752.09499	0.90925
2750.04118	0.90916
2747.98738	0.90911
2745.93358	0.90916
2743.87978	0.90931
2741.82598	0.90947
2739.77217	0.90944
2737.71837	0.90928
2735.66457	0.90932
2733.61077	0.90955
2731.55696	0.90966
2729.50316	0.90945
2727.44936	0.90921
2725.39556	0.9093
2723.34176	0.90956
2721.28795	0.90954
2719.23415	0.90926
2717.18035	0.9091
2715.12655	0.90912
2713.07274	0.90921
2711.01894	0.90947
2708.96514	0.90974
2706.91134	0.90966
2704.85754	0.90941
2702.80373	0.90933
2700.74993	0.9094
2698.69613	0.90944
2696.64233	0.90946
2694.58852	0.90959
2692.53472	0.90967
2690.48092	0.90967
2688.42712	0.90974
2686.37332	0.90986
2684.31951	0.90976
2682.26571	0.90939
2680.21191	0.90918
2678.15811	0.90938
2676.1043	0.90972
2674.0505	0.90987
2671.9967	0.90987
2669.9429	0.90987
2667.8891	0.90976
2665.83529	0.90947
2663.78149	0.90935
2661.72769	0.90944
2659.67389	0.90951
2657.62008	0.90946
2655.56628	0.90927
2653.51248	0.90908
2651.45868	0.90916
2649.40488	0.90938
2647.35107	0.90949
2645.29727	0.90946
2643.24347	0.90955
2641.18967	0.90994
2639.13586	0.91028
2637.08206	0.91021
2635.02826	0.91001
2632.97446	0.91
2630.92066	0.9101
2628.86685	0.91014
2626.81305	0.91021
2624.75925	0.91045
2622.70545	0.91071
2620.65164	0.91073
2618.59784	0.91061
2616.54404	0.91051
2614.49024	0.91052
2612.43644	0.91067
2610.38263	0.91093
2608.32883	0.91122
2606.27503	0.9115
2604.22123	0.91144
2602.16742	0.91094
2600.11362	0.91076
2598.05982	0.91127
2596.00602	0.91176
2593.95222	0.9116
2591.89841	0.91122
2589.84461	0.91112
2587.79081	0.91112
2585.73701	0.91124
2583.6832	0.91158
2581.6294	0.91189
2579.5756	0.91188
2577.5218	0.91177
2575.468	0.9119
2573.41419	0.9122
2571.36039	0.91238
2569.30659	0.91232
2567.25279	0.91218
2565.19898	0.91228
2563.14518	0.91258
2561.09138	0.91269
2559.03758	0.91262
2556.98377	0.91253
2554.92997	0.91237
2552.87617	0.91236
2550.82237	0.91272
2548.76857	0.91308
2546.71476	0.91292
2544.66096	0.91227
2542.60716	0.91184
2540.55336	0.91192
2538.49955	0.91221
2536.44575	0.91239
2534.39195	0.91234
2532.33815	0.91219
2530.28435	0.91221
2528.23054	0.91267
2526.17674	0.91309
2524.12294	0.91307
2522.06914	0.91295
2520.01533	0.91289
2517.96153	0.9129
2515.90773	0.91314
2513.85393	0.9134
2511.80013	0.91352
2509.74632	0.91358
2507.69252	0.91357
2505.63872	0.91338
2503.58492	0.91312
2501.53111	0.913
2499.47731	0.9131
2497.42351	0.91318
2495.36971	0.91327
2493.31591	0.91367
2491.2621	0.91386
2489.2083	0.91361
2487.1545	0.91361
2485.1007	0.91391
2483.04689	0.91397
2480.99309	0.91353
2478.93929	0.91317
2476.88549	0.91348
2474.83169	0.91388
2472.77788	0.91393
2470.72408	0.91378
2468.67028	0.91349
2466.61648	0.9132
2464.56267	0.91298
2462.50887	0.91299
2460.45507	0.91336
2458.40127	0.91376
2456.34747	0.91377
2454.29366	0.91353
2452.23986	0.91334
2450.18606	0.91333
2448.13226	0.91336
2446.07845	0.91331
2444.02465	0.91328
2441.97085	0.91332
2439.91705	0.91333
2437.86325	0.91313
2435.80944	0.9128
2433.75564	0.91272
2431.70184	0.91305
2429.64804	0.91344
2427.59423	0.91359
2425.54043	0.91342
2423.48663	0.91302
2421.43283	0.91251
2419.37903	0.91203
2417.32522	0.91179
2415.27142	0.91179
2413.21762	0.9118
2411.16382	0.91167
2409.11001	0.91163
2407.05621	0.91185
2405.00241	0.91213
2402.94861	0.91229
2400.89481	0.91227
2398.841	0.91221
2396.7872	0.91219
2394.7334	0.91225
2392.6796	0.91222
2390.62579	0.91207
2388.57199	0.91222
2386.51819	0.91249
2384.46439	0.91243
2382.41059	0.91232
2380.35678	0.91277
2378.30298	0.91355
2376.24918	0.91378
2374.19538	0.91354
2372.14157	0.91383
2370.08777	0.91397
2368.03397	0.91246
2365.98017	0.90974
2363.92637	0.90734
2361.87256	0.90736
2359.81876	0.90897
2357.76496	0.91104
2355.71116	0.91335
2353.65735	0.91305
2351.60355	0.91155
2349.54975	0.91189
2347.49595	0.91373
2345.44215	0.91548
2343.38834	0.91532
2341.33454	0.91398
2339.28074	0.91299
2337.22694	0.91259
2335.17313	0.91331
2333.11933	0.91384
2331.06553	0.91266
2329.01173	0.91125
2326.95793	0.91076
2324.90412	0.91089
2322.85032	0.91124
2320.79652	0.91106
2318.74272	0.91079
2316.68891	0.91084
2314.63511	0.91074
2312.58131	0.91062
2310.52751	0.91066
2308.47371	0.91087
2306.4199	0.91163
2304.3661	0.91241
2302.3123	0.91237
2300.2585	0.91206
2298.20469	0.91204
2296.15089	0.91184
2294.09709	0.91147
2292.04329	0.9114
2289.98949	0.91163
2287.93568	0.91174
2285.88188	0.91161
2283.82808	0.91146
2281.77428	0.91148
2279.72047	0.91178
2277.66667	0.91223
2275.61287	0.91287
2273.55907	0.91347
2271.50527	0.91354
2269.45146	0.91359
2267.39766	0.91417
2265.34386	0.91471
2263.29006	0.91492
2261.23625	0.91505
2259.18245	0.91535
2257.12865	0.91579
2255.07485	0.91599
2253.02105	0.91595
2250.96724	0.91569
2248.91344	0.91501
2246.85964	0.91457
2244.80584	0.91489
2242.75203	0.91505
2240.69823	0.91487
2238.64443	0.91525
2236.59063	0.91571
2234.53683	0.91561
2232.48302	0.91578
2230.42922	0.91639
2228.37542	0.91679
2226.32162	0.91663
2224.26781	0.91649
2222.21401	0.91706
2220.16021	0.91766
2218.10641	0.91771
2216.0526	0.91735
2213.9988	0.91707
2211.945	0.91683
2209.8912	0.91627
2207.8374	0.91598
2205.78359	0.91629
2203.72979	0.9173
2201.67599	0.91837
2199.62219	0.9186
2197.56838	0.9182
2195.51458	0.91825
2193.46078	0.91915
2191.40698	0.91942
2189.35318	0.91922
2187.29937	0.9193
2185.24557	0.91915
2183.19177	0.9192
2181.13797	0.91938
2179.08416	0.91962
2177.03036	0.92065
2174.97656	0.92219
2172.92276	0.92278
2170.86896	0.92145
2168.81515	0.9195
2166.76135	0.92001
2164.70755	0.92295
2162.65375	0.92486
2160.59994	0.92557
2158.54614	0.9262
2156.49234	0.92551
2154.43854	0.92445
2152.38474	0.92383
2150.33093	0.92268
2148.27713	0.92154
2146.22333	0.92089
2144.16953	0.92019
2142.11572	0.91952
2140.06192	0.91933
2138.00812	0.91965
2135.95432	0.92008
2133.90052	0.91964
2131.84671	0.9182
2129.79291	0.91689
2127.73911	0.91626
2125.68531	0.91656
2123.6315	0.91708
2121.5777	0.91662
2119.5239	0.91605
2117.4701	0.91608
2115.4163	0.91592
2113.36249	0.91539
2111.30869	0.91509
2109.25489	0.91515
2107.20109	0.91534
2105.14728	0.91588
2103.09348	0.91658
2101.03968	0.91667
2098.98588	0.91626
2096.93208	0.91617
2094.87827	0.91636
2092.82447	0.91626
2090.77067	0.91581
2088.71687	0.91511
2086.66306	0.91472
2084.60926	0.91468
2082.55546	0.91471
2080.50166	0.91543
2078.44786	0.91634
2076.39405	0.9163
2074.34025	0.91565
2072.28645	0.91548
2070.23265	0.91615
2068.17884	0.91702
2066.12504	0.91736
2064.07124	0.91734
2062.01744	0.91726
2059.96364	0.91695
2057.90983	0.91711
2055.85603	0.91807
2053.80223	0.91821
2051.74843	0.91743
2049.69462	0.91749
2047.64082	0.91826
2045.58702	0.91851
2043.53322	0.91824
2041.47942	0.91812
2039.42561	0.91937
2037.37181	0.92174
2035.31801	0.92216
2033.26421	0.92048
2031.2104	0.92093
2029.1566	0.92385
2027.1028	0.92599
2025.049	0.92632
2022.9952	0.92584
2020.94139	0.9254
2018.88759	0.92521
2016.83379	0.92465
2014.77999	0.92331
2012.72618	0.92231
2010.67238	0.92202
2008.61858	0.92156
2006.56478	0.92119
2004.51098	0.92126
2002.45717	0.92081
2000.40337	0.91997
1998.34957	0.91943
1996.29577	0.91938
1994.24196	0.92043
1992.18816	0.92108
1990.13436	0.91986
1988.08056	0.91882
1986.02676	0.91885
1983.97295	0.91826
1981.91915	0.91743
1979.86535	0.91892
1977.81155	0.92183
1975.75774	0.92312
1973.70394	0.92292
1971.65014	0.923
1969.59634	0.92295
1967.54254	0.92157
1965.48873	0.91965
1963.43493	0.91873
1961.38113	0.91941
1959.32733	0.92046
1957.27352	0.92027
1955.21972	0.91942
1953.16592	0.9193
1951.11212	0.92
1949.05832	0.92068
1947.00451	0.92058
1944.95071	0.9197
1942.89691	0.91862
1940.84311	0.91845
1938.7893	0.91937
1936.7355	0.92006
1934.6817	0.9204
1932.6279	0.92063
1930.5741	0.92048
1928.52029	0.92013
1926.46649	0.92016
1924.41269	0.92076
1922.35889	0.9212
1920.30508	0.92101
1918.25128	0.92047
1916.19748	0.9202
1914.14368	0.92048
1912.08988	0.92102
1910.03607	0.92145
1907.98227	0.92151
1905.92847	0.92131
1903.87467	0.92123
1901.82086	0.9209
1899.76706	0.92048
1897.71326	0.92077
1895.65946	0.92147
1893.60566	0.92173
1891.55185	0.92162
1889.49805	0.92141
1887.44425	0.92126
1885.39045	0.92166
1883.33664	0.92246
1881.28284	0.9229
1879.22904	0.92302
1877.17524	0.92316
1875.12143	0.92321
1873.06763	0.92329
1871.01383	0.92332
1868.96003	0.92305
1866.90623	0.92264
1864.85242	0.92263
1862.79862	0.92299
1860.74482	0.92311
1858.69102	0.92304
1856.63721	0.92315
1854.58341	0.92353
1852.52961	0.9237
1850.47581	0.92362
1848.42201	0.92374
1846.3682	0.92387
1844.3144	0.92361
1842.2606	0.92332
1840.2068	0.92333
1838.15299	0.92325
1836.09919	0.92301
1834.04539	0.92302
1831.99159	0.92324
1829.93779	0.92288
1827.88398	0.9222
1825.83018	0.92207
1823.77638	0.92233
1821.72258	0.92265
1819.66877	0.92313
1817.61497	0.92369
1815.56117	0.92405
1813.50737	0.92427
1811.45357	0.92435
1809.39976	0.92427
1807.34596	0.92423
1805.29216	0.92443
1803.23836	0.92462
1801.18455	0.92465
1799.13075	0.92464
1797.07695	0.92484
1795.02315	0.92526
1792.96935	0.92563
1790.91554	0.92585
1788.86174	0.92603
1786.80794	0.92629
1784.75414	0.92665
1782.70033	0.92725
1780.64653	0.92781
1778.59273	0.92806
1776.53893	0.92838
1774.48513	0.92907
1772.43132	0.92946
1770.37752	0.92916
1768.32372	0.92886
1766.26992	0.92908
1764.21611	0.92985
1762.16231	0.93049
1760.10851	0.93081
1758.05471	0.931
1756.00091	0.93105
1753.9471	0.93072
1751.8933	0.92961
1749.8395	0.927
1747.7857	0.92307
1745.73189	0.91775
1743.67809	0.91037
1741.62429	0.90011
1739.57049	0.8858
1737.51669	0.87097
1735.46288	0.85465
1733.40908	0.8307
1731.35528	0.80748
1729.30148	0.78718
1727.24767	0.76616
1725.19387	0.7452
1723.14007	0.72425
1721.08627	0.70555
1719.03247	0.68666
1716.97866	0.66342
1714.92486	0.64459
1712.87106	0.63466
1710.81726	0.63126
1708.76345	0.63442
1706.70965	0.64579
1704.65585	0.66484
1702.60205	0.686
1700.54825	0.71131
1698.49444	0.73654
1696.44064	0.75616
1694.38684	0.77388
1692.33304	0.78732
1690.27923	0.79829
1688.22543	0.80768
1686.17163	0.81491
1684.11783	0.82107
1682.06403	0.82611
1680.01022	0.83004
1677.95642	0.83364
1675.90262	0.83713
1673.84882	0.84062
1671.79501	0.84412
1669.74121	0.84823
1667.68741	0.8527
1665.63361	0.85667
1663.57981	0.8604
1661.526	0.86389
1659.4722	0.867
1657.4184	0.86968
1655.3646	0.87202
1653.31079	0.87373
1651.25699	0.87512
1649.20319	0.87687
1647.14939	0.87844
1645.09559	0.87957
1643.04178	0.88071
1640.98798	0.88186
1638.93418	0.88289
1636.88038	0.88367
1634.82657	0.88415
1632.77277	0.88504
1630.71897	0.88616
1628.66517	0.88712
1626.61137	0.88805
1624.55756	0.88896
1622.50376	0.8894
1620.44996	0.88961
1618.39616	0.88975
1616.34235	0.88917
1614.28855	0.88872
1612.23475	0.88918
1610.18095	0.89004
1608.12715	0.89116
1606.07334	0.89256
1604.01954	0.89376
1601.96574	0.89466
1599.91194	0.89558
1597.85813	0.89664
1595.80433	0.89755
1593.75053	0.89813
1591.69673	0.8985
1589.64293	0.89879
1587.58912	0.89886
1585.53532	0.89816
1583.48152	0.89623
1581.42772	0.8934
1579.37391	0.891
1577.32011	0.8899
1575.26631	0.89065
1573.21251	0.89298
1571.15871	0.89556
1569.1049	0.8976
1567.0511	0.89893
1564.9973	0.89997
1562.9435	0.90102
1560.88969	0.90194
1558.83589	0.90192
1556.78209	0.90162
1554.72829	0.90213
1552.67449	0.90286
1550.62068	0.90356
1548.56688	0.90444
1546.51308	0.90535
1544.45928	0.90591
1542.40547	0.90618
1540.35167	0.9061
1538.29787	0.90603
1536.24407	0.90636
1534.19026	0.9063
1532.13646	0.90573
1530.08266	0.90561
1528.02886	0.90591
1525.97506	0.90621
1523.92125	0.90663
1521.86745	0.90719
1519.81365	0.9076
1517.75985	0.90784
1515.70604	0.90798
1513.65224	0.90776
1511.59844	0.90665
1509.54464	0.90382
1507.49084	0.89583
1505.43703	0.88538
1503.38323	0.88445
1501.32943	0.89017
1499.27563	0.89746
1497.22182	0.903
1495.16802	0.90617
1493.11422	0.90799
1491.06042	0.9087
1489.00662	0.908
1486.95281	0.90663
1484.89901	0.9053
1482.84521	0.90358
1480.79141	0.90099
1478.7376	0.89794
1476.6838	0.89477
1474.63	0.89149
1472.5762	0.88833
1470.5224	0.88662
1468.46859	0.88674
1466.41479	0.88713
1464.36099	0.88647
1462.30719	0.88487
1460.25338	0.88306
1458.19958	0.88084
1456.14578	0.87848
1454.09198	0.87746
1452.03818	0.8777
1449.98437	0.87909
1447.93057	0.88152
1445.87677	0.88442
1443.82297	0.88705
1441.76916	0.88927
1439.71536	0.89149
1437.66156	0.89388
1435.60776	0.896
1433.55396	0.89806
1431.50015	0.90061
1429.44635	0.90344
1427.39255	0.90589
1425.33875	0.9075
1423.28494	0.90811
1421.23114	0.90745
1419.17734	0.90403
1417.12354	0.89592
1415.06974	0.88274
1413.01593	0.86372
1410.96213	0.84243
1408.90833	0.82838
1406.85453	0.8281
1404.80072	0.83941
1402.74692	0.85331
1400.69312	0.86344
1398.63932	0.86959
1396.58552	0.87242
1394.53171	0.87305
1392.47791	0.87323
1390.42411	0.87386
