Numero de onda	POLIETILENO.3.dpt
2111.30869	0.99331
2109.25489	0.99378
2107.20109	0.99394
2105.14728	0.99409
2103.09348	0.99391
2101.03968	0.99324
2098.98588	0.99305
2096.93208	0.99352
2094.87827	0.99353
2092.82447	0.99307
2090.77067	0.99286
2088.71687	0.99295
2086.66306	0.99299
2084.60926	0.99282
2082.55546	0.99274
2080.50166	0.9925
2078.44786	0.99214
2076.39405	0.99239
2074.34025	0.9931
2072.28645	0.99353
2070.23265	0.99314
2068.17884	0.99224
2066.12504	0.99173
2064.07124	0.99185
2062.01744	0.9923
2059.96364	0.99274
2057.90983	0.99291
2055.85603	0.99221
2053.80223	0.99089
2051.74843	0.99028
2049.69462	0.99063
2047.64082	0.99179
2045.58702	0.99359
2043.53322	0.99403
2041.47942	0.99231
2039.42561	0.99123
2037.37181	0.99155
2035.31801	0.99144
2033.26421	0.99077
2031.2104	0.99086
2029.1566	0.99231
2027.1028	0.99298
2025.049	0.99218
2022.9952	0.99218
2020.94139	0.99304
2018.88759	0.99424
2016.83379	0.99561
2014.77999	0.99517
2012.72618	0.99334
2010.67238	0.9925
2008.61858	0.99267
2006.56478	0.99304
2004.51098	0.99287
2002.45717	0.99262
2000.40337	0.99368
1998.34957	0.99512
1996.29577	0.99548
1994.24196	0.99548
1992.18816	0.99578
1990.13436	0.99549
1988.08056	0.99434
1986.02676	0.9932
1983.97295	0.99232
1981.91915	0.99181
1979.86535	0.99278
1977.81155	0.99484
1975.75774	0.99553
1973.70394	0.99424
1971.65014	0.99261
1969.59634	0.99257
1967.54254	0.99396
1965.48873	0.99441
1963.43493	0.99362
1961.38113	0.99371
1959.32733	0.99489
1957.27352	0.995
1955.21972	0.99385
1953.16592	0.99343
1951.11212	0.99385
1949.05832	0.99429
1947.00451	0.9946
1944.95071	0.99463
1942.89691	0.99459
1940.84311	0.99426
1938.7893	0.99363
1936.7355	0.99312
1934.6817	0.99277
1932.6279	0.99291
1930.5741	0.99346
1928.52029	0.9939
1926.46649	0.99413
1924.41269	0.99427
1922.35889	0.99404
1920.30508	0.99299
1918.25128	0.99212
1916.19748	0.99227
1914.14368	0.99246
1912.08988	0.99251
1910.03607	0.99271
1907.98227	0.9927
1905.92847	0.99274
1903.87467	0.993
1901.82086	0.99309
1899.76706	0.993
1897.71326	0.99286
1895.65946	0.99269
1893.60566	0.99257
1891.55185	0.99243
1889.49805	0.9927
1887.44425	0.99351
1885.39045	0.99403
1883.33664	0.99389
1881.28284	0.99345
1879.22904	0.99302
1877.17524	0.99298
1875.12143	0.99346
1873.06763	0.99411
1871.01383	0.99454
1868.96003	0.99453
1866.90623	0.99434
1864.85242	0.99425
1862.79862	0.99425
1860.74482	0.99425
1858.69102	0.9941
1856.63721	0.9938
1854.58341	0.99364
1852.52961	0.9937
1850.47581	0.99381
1848.42201	0.99384
1846.3682	0.99342
1844.3144	0.99263
1842.2606	0.99244
1840.2068	0.9929
1838.15299	0.99322
1836.09919	0.99319
1834.04539	0.99325
1831.99159	0.9935
1829.93779	0.99339
1827.88398	0.99298
1825.83018	0.9927
1823.77638	0.99242
1821.72258	0.99233
1819.66877	0.99279
1817.61497	0.99345
1815.56117	0.99359
1813.50737	0.99331
1811.45357	0.99321
1809.39976	0.99329
1807.34596	0.9931
1805.29216	0.99286
1803.23836	0.99295
1801.18455	0.99299
1799.13075	0.99258
1797.07695	0.99218
1795.02315	0.99217
1792.96935	0.99252
1790.91554	0.99284
1788.86174	0.99271
1786.80794	0.99244
1784.75414	0.99242
1782.70033	0.99256
1780.64653	0.99251
1778.59273	0.99226
1776.53893	0.99207
1774.48513	0.99207
1772.43132	0.99228
1770.37752	0.99249
1768.32372	0.99234
1766.26992	0.99182
1764.21611	0.99143
1762.16231	0.99156
1760.10851	0.99178
1758.05471	0.99145
1756.00091	0.99089
1753.9471	0.9905
1751.8933	0.99028
1749.8395	0.99019
1747.7857	0.99023
1745.73189	0.99027
1743.67809	0.99033
1741.62429	0.99037
1739.57049	0.99016
1737.51669	0.9899
1735.46288	0.9899
1733.40908	0.98999
1731.35528	0.98976
1729.30148	0.98935
1727.24767	0.989
1725.19387	0.98868
1723.14007	0.98821
1721.08627	0.98775
1719.03247	0.98763
1716.97866	0.98814
1714.92486	0.98899
1712.87106	0.98947
1710.81726	0.98948
1708.76345	0.98938
1706.70965	0.98969
1704.65585	0.99025
1702.60205	0.99048
1700.54825	0.99041
1698.49444	0.99009
1696.44064	0.98986
1694.38684	0.9898
1692.33304	0.98968
1690.27923	0.98955
1688.22543	0.98937
1686.17163	0.98931
1684.11783	0.98973
1682.06403	0.98994
1680.01022	0.98952
1677.95642	0.98899
1675.90262	0.98854
1673.84882	0.98816
1671.79501	0.98803
1669.74121	0.98832
1667.68741	0.98865
1665.63361	0.98867
1663.57981	0.98846
1661.526	0.98803
1659.4722	0.98772
1657.4184	0.98768
1655.3646	0.98775
1653.31079	0.98779
1651.25699	0.98764
1649.20319	0.9874
1647.14939	0.98724
1645.09559	0.98724
1643.04178	0.98722
1640.98798	0.98711
1638.93418	0.98698
1636.88038	0.98695
1634.82657	0.98706
1632.77277	0.98705
1630.71897	0.98701
1628.66517	0.98705
1626.61137	0.98716
1624.55756	0.98723
1622.50376	0.98719
1620.44996	0.98715
1618.39616	0.98726
1616.34235	0.98747
1614.28855	0.98749
1612.23475	0.9873
1610.18095	0.98721
1608.12715	0.98737
1606.07334	0.98758
1604.01954	0.98762
1601.96574	0.98744
1599.91194	0.98713
1597.85813	0.98685
1595.80433	0.98676
1593.75053	0.98679
1591.69673	0.98688
1589.64293	0.98697
1587.58912	0.98705
1585.53532	0.98725
1583.48152	0.98749
1581.42772	0.98756
1579.37391	0.98748
1577.32011	0.9874
1575.26631	0.98744
1573.21251	0.98748
1571.15871	0.98739
1569.1049	0.98739
1567.0511	0.98753
1564.9973	0.98759
1562.9435	0.98743
1560.88969	0.98716
1558.83589	0.98706
1556.78209	0.98719
1554.72829	0.98731
1552.67449	0.98742
1550.62068	0.98745
1548.56688	0.9873
1546.51308	0.98704
1544.45928	0.98664
1542.40547	0.98622
1540.35167	0.98627
1538.29787	0.98666
1536.24407	0.98676
1534.19026	0.98691
1532.13646	0.98713
1530.08266	0.98701
1528.02886	0.98679
1525.97506	0.98675
1523.92125	0.98704
1521.86745	0.98717
1519.81365	0.98653
1517.75985	0.98578
1515.70604	0.98562
1513.65224	0.98586
1511.59844	0.98612
1509.54464	0.98617
1507.49084	0.986
1505.43703	0.98527
1503.38323	0.98427
1501.32943	0.98345
1499.27563	0.98289
1497.22182	0.98248
1495.16802	0.98158
1493.11422	0.9805
1491.06042	0.97945
1489.00662	0.97794
1486.95281	0.97582
1484.89901	0.97346
1482.84521	0.96987
1480.79141	0.96307
1478.7376	0.94859
1476.6838	0.91177
1474.63	0.84299
1472.5762	0.78318
1470.5224	0.77695
1468.46859	0.78243
1466.41479	0.76648
1464.36099	0.73025
1462.30719	0.71805
1460.25338	0.75069
1458.19958	0.80838
1456.14578	0.85801
1454.09198	0.88199
1452.03818	0.8981
1449.98437	0.91159
1447.93057	0.92143
1445.87677	0.92784
1443.82297	0.93197
1441.76916	0.93563
1439.71536	0.93946
1437.66156	0.94408
1435.60776	0.94963
1433.55396	0.95459
1431.50015	0.95966
1429.44635	0.96532
1427.39255	0.96999
1425.33875	0.9732
1423.28494	0.97569
1421.23114	0.97756
1419.17734	0.97907
1417.12354	0.98005
1415.06974	0.9805
1413.01593	0.98087
1410.96213	0.98132
1408.90833	0.9816
1406.85453	0.98176
1404.80072	0.9821
1402.74692	0.98245
1400.69312	0.98262
