Numero de onda	POLIETILENO.3.dpt
1398.63932	0.98264
1396.58552	0.98251
1394.53171	0.98215
1392.47791	0.98167
1390.42411	0.98124
1388.37031	0.98061
1386.3165	0.97907
1384.2627	0.97615
1382.2089	0.97143
1380.1551	0.96535
1378.1013	0.96079
1376.04749	0.9601
1373.99369	0.9619
1371.93989	0.96269
1369.88609	0.96215
1367.83228	0.96194
1365.77848	0.96262
1363.72468	0.96397
1361.67088	0.96603
1359.61708	0.96797
1357.56327	0.96901
1355.50947	0.96929
1353.45567	0.96932
1351.40187	0.96968
1349.34806	0.97065
1347.29426	0.97202
1345.24046	0.9733
1343.18666	0.97439
1341.13286	0.97552
1339.07905	0.97688
1337.02525	0.97821
1334.97145	0.97933
1332.91765	0.98019
1330.86384	0.98072
1328.81004	0.9809
1326.75624	0.98078
1324.70244	0.98047
1322.64864	0.98004
1320.59483	0.97936
1318.54103	0.97853
1316.48723	0.97779
1314.43343	0.977
1312.37962	0.97613
1310.32582	0.97541
1308.27202	0.97498
1306.21822	0.97484
1304.16442	0.97481
1302.11061	0.97476
1300.05681	0.97481
1298.00301	0.97514
1295.94921	0.97561
1293.8954	0.97625
1291.8416	0.97706
1289.7878	0.97785
1287.734	0.97852
1285.6802	0.97899
1283.62639	0.97926
1281.57259	0.97947
1279.51879	0.97967
1277.46499	0.97976
1275.41118	0.97968
1273.35738	0.97952
1271.30358	0.97954
1269.24978	0.97966
1267.19598	0.97955
1265.14217	0.97939
1263.08837	0.97945
1261.03457	0.97976
1258.98077	0.98028
1256.92696	0.98077
1254.87316	0.98109
1252.81936	0.98126
1250.76556	0.98136
1248.71176	0.98152
1246.65795	0.98179
1244.60415	0.98198
1242.55035	0.98197
1240.49655	0.98203
1238.44274	0.98235
1236.38894	0.9828
1234.33514	0.98315
1232.28134	0.98333
1230.22754	0.98344
1228.17373	0.98353
1226.11993	0.98348
1224.06613	0.98335
1222.01233	0.98341
1219.95852	0.98358
1217.90472	0.98362
1215.85092	0.98359
1213.79712	0.98369
1211.74332	0.98387
1209.68951	0.98392
1207.63571	0.98381
1205.58191	0.98378
1203.52811	0.98393
1201.4743	0.98415
1199.4205	0.98426
1197.3667	0.98418
1195.3129	0.98413
1193.25909	0.98419
1191.20529	0.9843
1189.15149	0.98444
1187.09769	0.9844
1185.04389	0.98425
1182.99008	0.98424
1180.93628	0.98407
1178.88248	0.98364
1176.82868	0.98339
1174.77487	0.98352
1172.72107	0.98376
1170.66727	0.98377
1168.61347	0.98359
1166.55967	0.98352
1164.50586	0.98355
1162.45206	0.98355
1160.39826	0.98357
1158.34446	0.98353
1156.29065	0.98339
1154.23685	0.98322
1152.18305	0.98312
1150.12925	0.98319
1148.07545	0.98334
1146.02164	0.9834
1143.96784	0.98323
1141.91404	0.98299
1139.86024	0.98298
1137.80643	0.98312
1135.75263	0.98314
1133.69883	0.98306
1131.64503	0.98292
1129.59123	0.98275
1127.53742	0.98254
1125.48362	0.98238
1123.42982	0.98244
1121.37602	0.98256
1119.32221	0.9824
1117.26841	0.98216
1115.21461	0.98228
1113.16081	0.98251
1111.10701	0.98232
1109.0532	0.98182
1106.9994	0.98131
1104.9456	0.98105
1102.8918	0.98112
1100.83799	0.98114
1098.78419	0.98097
1096.73039	0.98083
1094.67659	0.98051
1092.62279	0.97981
1090.56898	0.97933
1088.51518	0.97906
1086.46138	0.97866
1084.40758	0.97865
1082.35377	0.97891
1080.29997	0.97887
1078.24617	0.97877
1076.19237	0.97885
1074.13857	0.97893
1072.08476	0.9791
1070.03096	0.97929
1067.97716	0.97931
1065.92336	0.97946
1063.86955	0.97981
1061.81575	0.98014
1059.76195	0.98032
1057.70815	0.98022
1055.65435	0.9801
1053.60054	0.98013
1051.54674	0.98005
1049.49294	0.98012
1047.43914	0.9805
1045.38533	0.98088
1043.33153	0.98111
1041.27773	0.98123
1039.22393	0.98131
1037.17013	0.98139
1035.11632	0.98144
1033.06252	0.98155
1031.00872	0.98175
1028.95492	0.9818
1026.90111	0.98168
1024.84731	0.98165
1022.79351	0.98183
1020.73971	0.98196
1018.68591	0.98212
1016.6321	0.98244
1014.5783	0.98245
1012.5245	0.98229
1010.4707	0.98239
1008.41689	0.98266
1006.36309	0.98296
1004.30929	0.9831
1002.25549	0.98314
1000.20169	0.98337
998.14788	0.9838
996.09408	0.98409
994.04028	0.98403
991.98648	0.98385
989.93267	0.98392
987.87887	0.98412
985.82507	0.98435
983.77127	0.98469
981.71747	0.98503
979.66366	0.9852
977.60986	0.98518
975.55606	0.9851
973.50226	0.98501
971.44845	0.98493
969.39465	0.98487
967.34085	0.98488
965.28705	0.98503
963.23325	0.98527
961.17944	0.98555
959.12564	0.98572
957.07184	0.98561
955.01804	0.98564
952.96423	0.98605
950.91043	0.9864
948.85663	0.98637
946.80283	0.98628
944.74903	0.98651
942.69522	0.98691
940.64142	0.98713
938.58762	0.9871
936.53382	0.98686
934.48001	0.98672
932.42621	0.98679
930.37241	0.98674
928.31861	0.98642
926.26481	0.98605
924.211	0.98591
922.1572	0.98604
920.1034	0.98613
918.0496	0.98606
915.99579	0.98594
913.94199	0.98564
911.88819	0.98504
909.83439	0.98437
907.78059	0.98412
905.72678	0.98449
903.67298	0.98497
901.61918	0.9851
899.56538	0.98497
897.51157	0.98487
895.45777	0.9849
893.40397	0.98481
891.35017	0.98428
889.29637	0.98381
887.24256	0.98394
885.18876	0.98434
883.13496	0.98473
881.08116	0.98533
879.02735	0.98597
876.97355	0.98607
874.91975	0.98597
872.86595	0.98643
870.81215	0.98709
868.75834	0.9872
866.70454	0.98702
864.65074	0.98697
862.59694	0.98685
860.54313	0.98692
858.48933	0.98721
856.43553	0.98739
854.38173	0.98743
852.32792	0.98747
850.27412	0.98779
848.22032	0.98818
846.16652	0.98799
844.11272	0.98722
842.05891	0.98658
840.00511	0.98639
837.95131	0.98655
835.89751	0.98681
833.8437	0.98674
831.7899	0.98646
829.7361	0.98656
827.6823	0.9867
825.6285	0.98643
823.57469	0.98609
821.52089	0.98613
819.46709	0.98658
817.41329	0.98696
815.35948	0.98692
813.30568	0.98644
811.25188	0.98554
809.19808	0.98458
807.14428	0.98415
805.09047	0.9843
803.03667	0.9848
800.98287	0.98509
798.92907	0.98489
796.87526	0.98449
794.82146	0.98395
792.76766	0.98349
790.71386	0.98339
788.66006	0.98317
786.60625	0.98272
784.55245	0.98246
782.49865	0.98223
780.44485	0.98192
778.39104	0.9816
776.33724	0.98114
774.28344	0.98051
772.22964	0.97994
770.17584	0.97992
768.12203	0.98026
766.06823	0.98023
764.01443	0.97973
761.96063	0.97913
759.90682	0.97871
757.85302	0.97853
755.79922	0.97791
753.74542	0.9766
751.69162	0.97558
749.63781	0.97489
747.58401	0.97346
745.53021	0.97109
743.47641	0.96831
741.4226	0.96503
739.3688	0.9602
737.315	0.95059
735.2612	0.92696
733.2074	0.87623
731.15359	0.81522
729.09979	0.7939
727.04599	0.81538
724.99219	0.82735
722.93838	0.79546
720.88458	0.73307
718.83078	0.70597
716.77698	0.75509
714.72318	0.83343
712.66937	0.8902
710.61557	0.92195
708.56177	0.94042
706.50797	0.95243
704.45416	0.96073
702.40036	0.96682
700.34656	0.97139
698.29276	0.97466
696.23896	0.97734
694.18515	0.97957
692.13135	0.98094
690.07755	0.98187
688.02375	0.98273
685.96994	0.98324
683.91614	0.98339
681.86234	0.98347
679.80854	0.98377
677.75474	0.98416
675.70093	0.98451
673.64713	0.98508
671.59333	0.98605
669.53953	0.98706
667.48572	0.9874
665.43192	0.98716
663.37812	0.98695
661.32432	0.98693
659.27052	0.9872
657.21671	0.98717
655.16291	0.98715
653.10911	0.98825
651.05531	0.98961
649.0015	0.99001
646.9477	0.98984
644.8939	0.98957
642.8401	0.98938
640.7863	0.98962
638.73249	0.99004
636.67869	0.98986
634.62489	0.98911
632.57109	0.98839
630.51728	0.98799
628.46348	0.98795
626.40968	0.98827
624.35588	0.98882
622.30208	0.98912
620.24827	0.98937
618.19447	0.9899
616.14067	0.98967
614.08687	0.98879
612.03306	0.98851
609.97926	0.98879
607.92546	0.9888
605.87166	0.98825
603.81786	0.98782
601.76405	0.9879
599.71025	0.98829
597.65645	0.98897
595.60265	0.98909
593.54884	0.98869
591.49504	0.98939
589.44124	0.99052
587.38744	0.99055
585.33364	0.99005
583.27983	0.98951
581.22603	0.98884
579.17223	0.98777
577.11843	0.98665
575.06462	0.9868
573.01082	0.98802
570.95702	0.98834
568.90322	0.9869
566.84942	0.98507
564.79561	0.98422
562.74181	0.98424
560.68801	0.985
558.63421	0.98618
556.5804	0.9872
554.5266	0.98798
552.4728	0.98826
550.419	0.9878
548.3652	0.98703
546.31139	0.98714
544.25759	0.9879
542.20379	0.98759
540.14999	0.98652
538.09618	0.98578
536.04238	0.98526
533.98858	0.98484
531.93478	0.98526
529.88098	0.98607
527.82717	0.98613
525.77337	0.98648
523.71957	0.98736
521.66577	0.98753
519.61196	0.98724
517.55816	0.98687
515.50436	0.98668
513.45056	0.98652
511.39675	0.98587
509.34295	0.98583
507.28915	0.98728
505.23535	0.98907
503.18155	0.99002
501.12774	0.99011
499.07394	0.98973
497.02014	0.98871
494.96634	0.98703
492.91253	0.98557
490.85873	0.98604
488.80493	0.9882
486.75113	0.98941
484.69733	0.98965
482.64352	0.99007
480.58972	0.98924
478.53592	0.98709
476.48212	0.98584
474.42831	0.98619
472.37451	0.98708
470.32071	0.98768
468.26691	0.98777
466.21311	0.98785
464.1593	0.9875
462.1055	0.98606
460.0517	0.98563
457.9979	0.98701
455.94409	0.98818
453.89029	0.9882
451.83649	0.9874
449.78269	0.98643
447.72889	0.98502
445.67508	0.98413
443.62128	0.98506
441.56748	0.98655
439.51368	0.98696
437.45987	0.98628
435.40607	0.98521
433.35227	0.9852
431.29847	0.98772
429.24467	0.99116
427.19086	0.99264
425.13706	0.99071
423.08326	0.98761
421.02946	0.98865
418.97565	0.99359
416.92185	0.99489
414.86805	0.9917
412.81425	0.98666
410.76045	0.98328
408.70664	0.98463
406.65284	0.98778
404.59904	0.9908
402.54524	0.99159
400.49143	0.98681
398.43763	0.98099
KMeans Clustering	1.0
Spectral Clustering	9.0
Agglomerative Clustering	4.0
