Numero de onda	poliettilrn_succinato.dpt
1394.53171	0.71904
1392.47791	0.67816
1390.42411	0.63722
1388.37031	0.59566
1386.3165	0.5565
1384.2627	0.53094
1382.2089	0.52122
1380.1551	0.52617
1378.1013	0.54515
1376.04749	0.57624
1373.99369	0.6172
1371.93989	0.65968
1369.88609	0.69712
1367.83228	0.72922
1365.77848	0.75377
1363.72468	0.77337
1361.67088	0.79184
1359.61708	0.80572
1357.56327	0.81172
1355.50947	0.80859
1353.45567	0.79136
1351.40187	0.75234
1349.34806	0.69477
1347.29426	0.64517
1345.24046	0.63066
1343.18666	0.65248
1341.13286	0.69905
1339.07905	0.75621
1337.02525	0.80291
1334.97145	0.83124
1332.91765	0.84719
1330.86384	0.85546
1328.81004	0.85828
1326.75624	0.85687
1324.70244	0.85268
1322.64864	0.84763
1320.59483	0.8431
1318.54103	0.83995
1316.48723	0.83912
1314.43343	0.84109
1312.37962	0.84552
1310.32582	0.85165
1308.27202	0.85852
1306.21822	0.86465
1304.16442	0.86853
1302.11061	0.86982
1300.05681	0.86878
1298.00301	0.86579
1295.94921	0.86174
1293.8954	0.8571
1291.8416	0.85132
1289.7878	0.8439
1287.734	0.8348
1285.6802	0.82424
1283.62639	0.81269
1281.57259	0.80007
1279.51879	0.78658
1277.46499	0.77382
1275.41118	0.76446
1273.35738	0.75987
1271.30358	0.75808
1269.24978	0.75535
1267.19598	0.74825
1265.14217	0.73273
1263.08837	0.70599
1261.03457	0.67493
1258.98077	0.65721
1256.92696	0.66288
1254.87316	0.68251
1252.81936	0.70127
1250.76556	0.71318
1248.71176	0.71964
1246.65795	0.72306
1244.60415	0.72448
1242.55035	0.72358
1240.49655	0.71883
1238.44274	0.70835
1236.38894	0.69086
1234.33514	0.66632
1232.28134	0.63753
1230.22754	0.60925
1228.17373	0.58395
1226.11993	0.56088
1224.06613	0.53883
1222.01233	0.51757
1219.95852	0.49702
1217.90472	0.47634
1215.85092	0.45519
1213.79712	0.43518
1211.74332	0.41974
1209.68951	0.41305
1207.63571	0.41837
1205.58191	0.43631
1203.52811	0.46411
1201.4743	0.49727
1199.4205	0.53172
1197.3667	0.56399
1195.3129	0.59099
1193.25909	0.61001
1191.20529	0.6175
1189.15149	0.60895
1187.09769	0.58391
1185.04389	0.54973
1182.99008	0.516
1180.93628	0.48741
1178.88248	0.46402
1176.82868	0.4448
1174.77487	0.42878
1172.72107	0.41499
1170.66727	0.40247
1168.61347	0.38969
1166.55967	0.37486
1164.50586	0.35744
1162.45206	0.33883
1160.39826	0.32111
1158.34446	0.30558
1156.29065	0.29229
1154.23685	0.28048
1152.18305	0.27001
1150.12925	0.26162
1148.07545	0.2562
1146.02164	0.25486
1143.96784	0.25868
1141.91404	0.26813
1139.86024	0.28276
1137.80643	0.30109
1135.75263	0.3214
1133.69883	0.3427
1131.64503	0.36435
1129.59123	0.38585
1127.53742	0.40706
1125.48362	0.42764
1123.42982	0.44698
1121.37602	0.4652
1119.32221	0.48441
1117.26841	0.50714
1115.21461	0.53321
1113.16081	0.56012
1111.10701	0.58551
1109.0532	0.60853
1106.9994	0.6293
1104.9456	0.64805
1102.8918	0.66482
1100.83799	0.67914
1098.78419	0.69028
1096.73039	0.69795
1094.67659	0.70244
1092.62279	0.70421
1090.56898	0.70311
1088.51518	0.69781
1086.46138	0.68577
1084.40758	0.66489
1082.35377	0.63779
1080.29997	0.61453
1078.24617	0.60522
1076.19237	0.60996
1074.13857	0.62196
1072.08476	0.63539
1070.03096	0.64708
1067.97716	0.6568
1065.92336	0.66548
1063.86955	0.67227
1061.81575	0.67533
1059.76195	0.67331
1057.70815	0.66538
1055.65435	0.6525
1053.60054	0.63637
1051.54674	0.61517
1049.49294	0.58575
1047.43914	0.55334
1045.38533	0.53215
1043.33153	0.53057
1041.27773	0.54286
1039.22393	0.55784
1037.17013	0.56734
1035.11632	0.56841
1033.06252	0.5666
1031.00872	0.57262
1028.95492	0.5907
1026.90111	0.61535
1024.84731	0.64008
1022.79351	0.66224
1020.73971	0.68181
1018.68591	0.6999
1016.6321	0.71698
1014.5783	0.73296
1012.5245	0.74783
1010.4707	0.76098
1008.41689	0.77168
1006.36309	0.77902
1004.30929	0.78165
1002.25549	0.77782
1000.20169	0.765
998.14788	0.74204
996.09408	0.71367
994.04028	0.69227
991.98648	0.68802
989.93267	0.69754
987.87887	0.71073
985.82507	0.72228
983.77127	0.72932
981.71747	0.72298
979.66366	0.68908
977.60986	0.62823
975.55606	0.57333
973.50226	0.55857
971.44845	0.57882
969.39465	0.6075
967.34085	0.6315
965.28705	0.65345
963.23325	0.67792
961.17944	0.70382
959.12564	0.7274
957.07184	0.7471
955.01804	0.76344
952.96423	0.77728
950.91043	0.78918
948.85663	0.79951
946.80283	0.80849
944.74903	0.81669
942.69522	0.82446
940.64142	0.83108
938.58762	0.83524
936.53382	0.83587
934.48001	0.83081
932.42621	0.81467
930.37241	0.77989
928.31861	0.72693
926.26481	0.66966
924.211	0.62421
922.1572	0.60673
920.1034	0.62603
918.0496	0.66688
915.99579	0.70641
913.94199	0.73584
911.88819	0.75579
909.83439	0.76966
907.78059	0.78187
905.72678	0.79436
903.67298	0.80561
901.61918	0.81407
899.56538	0.81987
897.51157	0.82368
895.45777	0.82542
893.40397	0.82409
891.35017	0.81913
889.29637	0.81018
887.24256	0.79361
885.18876	0.76436
883.13496	0.72558
881.08116	0.69206
879.02735	0.67437
876.97355	0.6654
874.91975	0.65403
872.86595	0.64017
870.81215	0.63098
868.75834	0.63231
866.70454	0.64516
864.65074	0.66572
862.59694	0.68714
860.54313	0.70417
858.48933	0.71681
856.43553	0.72838
854.38173	0.74113
852.32792	0.75338
850.27412	0.75939
848.22032	0.75444
846.16652	0.73854
844.11272	0.71484
842.05891	0.6925
840.00511	0.68557
837.95131	0.69917
835.89751	0.72457
833.8437	0.75046
831.7899	0.77179
829.7361	0.78872
827.6823	0.80223
825.6285	0.81234
823.57469	0.81988
821.52089	0.82678
819.46709	0.83392
817.41329	0.84113
815.35948	0.8479
813.30568	0.85313
811.25188	0.85633
809.19808	0.85758
807.14428	0.85652
805.09047	0.85479
803.03667	0.85532
800.98287	0.85893
798.92907	0.86509
796.87526	0.87215
794.82146	0.87854
792.76766	0.88482
790.71386	0.89181
788.66006	0.89914
786.60625	0.90564
784.55245	0.90961
782.49865	0.91079
780.44485	0.91146
778.39104	0.91312
776.33724	0.91559
774.28344	0.91844
772.22964	0.92063
770.17584	0.92139
768.12203	0.92131
766.06823	0.92136
764.01443	0.92244
761.96063	0.92496
759.90682	0.92746
757.85302	0.92816
755.79922	0.92695
753.74542	0.92529
751.69162	0.92557
749.63781	0.92795
747.58401	0.93021
745.53021	0.9308
743.47641	0.92947
741.4226	0.92733
739.3688	0.92642
737.315	0.92756
735.2612	0.92969
733.2074	0.93108
731.15359	0.93033
729.09979	0.92836
727.04599	0.92744
724.99219	0.928
722.93838	0.92936
720.88458	0.93056
718.83078	0.9301
716.77698	0.92827
714.72318	0.92704
712.66937	0.92677
710.61557	0.92658
708.56177	0.92611
706.50797	0.92427
704.45416	0.91973
702.40036	0.91403
700.34656	0.90933
698.29276	0.90624
696.23896	0.90567
694.18515	0.90692
692.13135	0.90791
690.07755	0.90903
688.02375	0.91108
685.96994	0.91273
683.91614	0.91256
681.86234	0.91056
679.80854	0.90805
677.75474	0.90616
675.70093	0.9052
673.64713	0.90571
671.59333	0.90732
669.53953	0.90905
667.48572	0.90937
665.43192	0.90819
663.37812	0.90758
661.32432	0.90741
659.27052	0.90706
657.21671	0.90653
655.16291	0.90609
653.10911	0.90636
651.05531	0.90675
649.0015	0.90586
646.9477	0.90339
644.8939	0.90114
642.8401	0.90103
640.7863	0.90228
638.73249	0.90412
636.67869	0.90675
634.62489	0.90894
632.57109	0.90986
630.51728	0.91005
628.46348	0.90954
626.40968	0.90885
624.35588	0.90916
622.30208	0.90999
620.24827	0.90934
618.19447	0.90678
616.14067	0.9049
614.08687	0.90528
612.03306	0.906
609.97926	0.90576
607.92546	0.90464
605.87166	0.90178
603.81786	0.8978
601.76405	0.89482
599.71025	0.89369
597.65645	0.89395
595.60265	0.89267
593.54884	0.88627
591.49504	0.87656
589.44124	0.86974
587.38744	0.86704
585.33364	0.8647
583.27983	0.86012
581.22603	0.85123
579.17223	0.83725
577.11843	0.82139
575.06462	0.80744
573.01082	0.79693
570.95702	0.78828
568.90322	0.77846
566.84942	0.76694
564.79561	0.75729
562.74181	0.75301
560.68801	0.75264
558.63421	0.75236
556.5804	0.75074
554.5266	0.75166
552.4728	0.75963
550.419	0.77288
548.3652	0.78933
546.31139	0.80793
544.25759	0.82326
542.20379	0.83144
540.14999	0.83274
538.09618	0.82903
536.04238	0.82539
533.98858	0.82395
531.93478	0.82069
529.88098	0.8127
527.82717	0.80088
525.77337	0.78796
523.71957	0.77863
521.66577	0.77612
519.61196	0.7804
517.55816	0.78925
515.50436	0.79648
513.45056	0.79826
511.39675	0.79895
509.34295	0.80443
507.28915	0.81567
505.23535	0.82667
503.18155	0.82933
501.12774	0.8239
499.07394	0.81947
497.02014	0.82025
494.96634	0.8223
492.91253	0.82146
490.85873	0.81742
488.80493	0.81086
486.75113	0.80011
484.69733	0.78035
482.64352	0.74956
480.58972	0.71105
478.53592	0.66864
476.48212	0.63237
474.42831	0.61785
472.37451	0.63476
470.32071	0.67356
468.26691	0.71308
466.21311	0.74496
464.1593	0.77116
462.1055	0.79487
460.0517	0.81279
457.9979	0.82144
455.94409	0.82594
453.89029	0.83221
451.83649	0.84054
449.78269	0.84797
447.72889	0.8504
445.67508	0.85043
443.62128	0.85292
441.56748	0.8549
439.51368	0.85646
437.45987	0.86197
435.40607	0.86911
433.35227	0.87429
431.29847	0.87502
429.24467	0.86765
427.19086	0.8568
425.13706	0.85247
423.08326	0.85798
421.02946	0.86519
418.97565	0.86621
416.92185	0.86218
414.86805	0.85354
412.81425	0.84104
410.76045	0.83617
408.70664	0.84615
406.65284	0.85693
404.59904	0.85245
402.54524	0.83607
400.49143	0.81954
398.43763	0.81463
KMeans Clustering	10.0
Spectral Clustering	3.0
Agglomerative Clustering	1.0
