Numero de onda	Muestra 707
3996.69914	0.97966
3994.64534	0.9792
3992.59153	0.97911
3990.53773	0.97926
3988.48393	0.97961
3986.43013	0.98
3984.37632	0.98032
3982.32252	0.98051
3980.26872	0.98027
3978.21492	0.97988
3976.16112	0.97994
3974.10731	0.98022
3972.05351	0.98045
3969.99971	0.98074
3967.94591	0.98082
3965.8921	0.98051
3963.8383	0.98022
3961.7845	0.98004
3959.7307	0.97977
3957.6769	0.97959
3955.62309	0.97975
3953.56929	0.98016
3951.51549	0.98057
3949.46169	0.98056
3947.40788	0.98004
3945.35408	0.97951
3943.30028	0.97939
3941.24648	0.97939
3939.19268	0.97944
3937.13887	0.97985
3935.08507	0.98024
3933.03127	0.9804
3930.97747	0.98055
3928.92366	0.98089
3926.86986	0.98124
3924.81606	0.98139
3922.76226	0.98155
3920.70845	0.9818
3918.65465	0.98191
3916.60085	0.9818
3914.54705	0.98128
3912.49325	0.98063
3910.43944	0.98023
3908.38564	0.97982
3906.33184	0.97952
3904.27804	0.97979
3902.22423	0.98033
3900.17043	0.98049
3898.11663	0.9805
3896.06283	0.98086
3894.00903	0.98107
3891.95522	0.98076
3889.90142	0.98054
3887.84762	0.98065
3885.79382	0.98053
3883.74001	0.98025
3881.68621	0.98033
3879.63241	0.98055
3877.57861	0.98064
3875.52481	0.9809
3873.471	0.9813
3871.4172	0.98119
3869.3634	0.98075
3867.3096	0.98078
3865.25579	0.98102
3863.20199	0.9814
3861.14819	0.98186
3859.09439	0.9817
3857.04059	0.98103
3854.98678	0.98041
3852.93298	0.97996
3850.87918	0.97955
3848.82538	0.97944
3846.77157	0.97949
3844.71777	0.97949
3842.66397	0.97985
3840.61017	0.98053
3838.55637	0.98112
3836.50256	0.98165
3834.44876	0.98198
3832.39496	0.98173
3830.34116	0.98085
3828.28735	0.98041
3826.23355	0.98086
3824.17975	0.98126
3822.12595	0.981
3820.07215	0.9808
3818.01834	0.98108
3815.96454	0.98155
3813.91074	0.98215
3811.85694	0.98225
3809.80313	0.98143
3807.74933	0.98021
3805.69553	0.97957
3803.64173	0.97969
3801.58793	0.98044
3799.53412	0.98138
3797.48032	0.98126
3795.42652	0.98049
3793.37272	0.98033
3791.31891	0.98044
3789.26511	0.98055
3787.21131	0.9813
3785.15751	0.9819
3783.10371	0.98146
3781.0499	0.98125
3778.9961	0.98182
3776.9423	0.98178
3774.8885	0.98082
3772.83469	0.98025
3770.78089	0.98098
3768.72709	0.98161
3766.67329	0.9809
3764.61949	0.98011
3762.56568	0.9802
3760.51188	0.98093
3758.45808	0.98169
3756.40428	0.98174
3754.35047	0.98131
3752.29667	0.9811
3750.24287	0.98103
3748.18907	0.98118
3746.13527	0.98181
3744.08146	0.98243
3742.02766	0.98247
3739.97386	0.98234
3737.92006	0.98256
3735.86625	0.98305
3733.81245	0.98248
3731.75865	0.98117
3729.70485	0.98083
3727.65105	0.98092
3725.59724	0.98065
3723.54344	0.98072
3721.48964	0.98093
3719.43584	0.98027
3717.38203	0.97925
3715.32823	0.97839
3713.27443	0.97755
3711.22063	0.97643
3709.16683	0.9749
3707.11302	0.97347
3705.05922	0.97236
3703.00542	0.97134
3700.95162	0.96988
3698.89781	0.96838
3696.84401	0.96767
3694.79021	0.96783
3692.73641	0.96845
3690.68261	0.96923
3688.6288	0.97011
3686.575	0.97073
3684.5212	0.97101
3682.4674	0.97102
3680.41359	0.97102
3678.35979	0.97122
3676.30599	0.97089
3674.25219	0.96959
3672.19839	0.96837
3670.14458	0.96742
3668.09078	0.96706
3666.03698	0.96706
3663.98318	0.96667
3661.92937	0.96583
3659.87557	0.96531
3657.82177	0.96525
3655.76797	0.96441
3653.71417	0.96341
3651.66036	0.96345
3649.60656	0.96355
3647.55276	0.96252
3645.49896	0.9612
3643.44515	0.96017
3641.39135	0.95964
3639.33755	0.95943
3637.28375	0.9592
3635.22995	0.959
3633.17614	0.95853
3631.12234	0.95771
3629.06854	0.95597
3627.01474	0.95425
3624.96093	0.95411
3622.90713	0.95457
3620.85333	0.95494
3618.79953	0.95482
3616.74573	0.95473
3614.69192	0.95525
3612.63812	0.95614
3610.58432	0.95709
3608.53052	0.95761
3606.47671	0.95745
3604.42291	0.95749
3602.36911	0.9578
3600.31531	0.95712
3598.26151	0.95577
3596.2077	0.9557
3594.1539	0.95651
3592.1001	0.95621
3590.0463	0.95489
3587.99249	0.95379
3585.93869	0.95404
3583.88489	0.95497
3581.83109	0.95502
3579.77728	0.95424
3577.72348	0.95395
3575.66968	0.95445
3573.61588	0.9548
3571.56208	0.95465
3569.50827	0.95431
3567.45447	0.95381
3565.40067	0.95345
3563.34687	0.95353
3561.29306	0.95379
3559.23926	0.9536
3557.18546	0.95274
3555.13166	0.95208
3553.07786	0.95181
3551.02405	0.9517
3548.97025	0.95175
3546.91645	0.95154
3544.86265	0.95163
3542.80884	0.95207
3540.75504	0.95182
3538.70124	0.9511
3536.64744	0.95089
3534.59364	0.9513
3532.53983	0.95157
3530.48603	0.95139
3528.43223	0.95139
3526.37843	0.95163
3524.32462	0.95142
3522.27082	0.95129
