Numero de onda	poliestireno.dpt
3029.36985	0.9785
3027.31604	0.97586
3025.26223	0.97487
3023.20842	0.9762
3021.15461	0.9797
3019.1008	0.98409
3017.04699	0.98798
3014.99318	0.99079
3012.93937	0.9923
3010.88556	0.99266
3008.83175	0.99248
3006.77794	0.99232
3004.72413	0.99242
3002.67032	0.99271
3000.61651	0.99306
2998.5627	0.99361
2996.50889	0.99456
2994.45508	0.99567
2992.40127	0.99648
2990.34746	0.99713
2988.29365	0.9977
2986.23984	0.9979
2984.18603	0.9978
2982.13222	0.99772
2980.07841	0.99769
2978.0246	0.99764
2975.97079	0.99778
2973.91698	0.99784
2971.86317	0.99754
2969.80936	0.99713
2967.75555	0.9966
2965.70174	0.99604
2963.64793	0.99571
2961.59412	0.9953
2959.54031	0.99442
2957.4865	0.99358
2955.43269	0.99303
2953.37888	0.99239
2951.32507	0.99167
2949.27126	0.99088
2947.21745	0.98957
2945.16364	0.98794
2943.10983	0.98642
2941.05602	0.98467
2939.00221	0.98269
2936.9484	0.98084
2934.89459	0.979
2932.84078	0.97707
2930.78697	0.97508
2928.73316	0.97307
2926.67935	0.97144
2924.62554	0.97047
2922.57173	0.97023
2920.51792	0.97041
2918.46411	0.97062
2916.4103	0.97119
2914.35649	0.97204
2912.30268	0.97279
2910.24887	0.97373
2908.19506	0.97505
2906.14125	0.97673
2904.08744	0.97863
2902.03363	0.98034
2899.97982	0.98177
2897.92601	0.98301
2895.8722	0.98405
2893.81839	0.98506
2891.76458	0.98618
2889.71077	0.98737
2887.65696	0.98828
2885.60315	0.98862
2883.54934	0.9888
2881.49553	0.98927
2879.44172	0.98992
2877.38791	0.9907
2875.3341	0.99141
2873.28029	0.99189
2871.22648	0.99217
2869.17267	0.99215
2867.11886	0.99188
2865.06505	0.99142
2863.01124	0.99082
2860.95743	0.99024
2858.90362	0.9895
2856.84981	0.98834
2854.796	0.98726
2852.74219	0.98671
2850.68838	0.98644
2848.63457	0.9863
2846.58076	0.98661
2844.52695	0.98766
2842.47314	0.98913
2840.41933	0.99059
2838.36552	0.99181
2836.31171	0.99288
2834.2579	0.99389
2832.20409	0.99475
2830.15028	0.99546
2828.09647	0.99601
2826.04266	0.99639
2823.98885	0.9966
2821.93504	0.99681
2819.88123	0.99718
2817.82742	0.99753
2815.77361	0.99778
2813.7198	0.9979
2811.66599	0.99775
2809.61218	0.99757
2807.55837	0.99761
2805.50456	0.99763
2803.45075	0.99751
2801.39693	0.99757
2799.34312	0.99795
2797.28931	0.99813
2795.2355	0.99781
2793.18169	0.99757
2791.12788	0.99777
2789.07407	0.99786
2787.02026	0.99777
2784.96645	0.99802
2782.91264	0.99835
2780.85883	0.99838
2778.80502	0.99832
2776.75121	0.9984
2774.6974	0.99858
2772.64359	0.99864
2770.58978	0.99854
2768.53597	0.99846
2766.48216	0.99852
2764.42835	0.99868
2762.37454	0.99889
2760.32073	0.99901
2758.26692	0.99898
2756.21311	0.99901
2754.1593	0.99913
2752.10549	0.99907
2750.05168	0.99871
2747.99787	0.99833
2745.94406	0.99838
2743.89025	0.99867
2741.83644	0.9987
2739.78263	0.99864
2737.72882	0.99882
2735.67501	0.99887
2733.6212	0.99862
2731.56739	0.99838
2729.51358	0.99835
2727.45977	0.99861
2725.40596	0.99873
2723.35215	0.99851
2721.29834	0.99849
2719.24453	0.99865
2717.19072	0.99872
2715.13691	0.99888
2713.0831	0.99915
2711.02929	0.99933
2708.97548	0.99921
2706.92167	0.99889
2704.86786	0.9987
2702.81405	0.99864
2700.76024	0.99872
2698.70643	0.99906
2696.65262	0.99912
2694.59881	0.99863
2692.545	0.99828
2690.49119	0.99848
2688.43738	0.99892
2686.38357	0.99907
2684.32976	0.99883
2682.27595	0.99863
2680.22214	0.99862
2678.16833	0.99854
2676.11452	0.99841
2674.06071	0.99835
2672.0069	0.99839
2669.95309	0.99857
2667.89928	0.99876
2665.84547	0.99875
2663.79166	0.99871
2661.73785	0.99864
2659.68404	0.99837
2657.63023	0.99825
2655.57642	0.99838
2653.52261	0.99839
2651.4688	0.99826
2649.41499	0.99829
2647.36118	0.99848
2645.30737	0.99864
2643.25356	0.99858
2641.19975	0.99845
2639.14594	0.99836
2637.09213	0.99831
2635.03832	0.99834
2632.98451	0.99849
2630.9307	0.99869
2628.87689	0.99883
2626.82308	0.99889
2624.76927	0.99899
2622.71546	0.99895
2620.66165	0.99878
2618.60784	0.99876
2616.55403	0.99893
2614.50022	0.99918
2612.44641	0.99932
2610.3926	0.99914
2608.33879	0.99858
2606.28498	0.99803
2604.23117	0.99805
2602.17736	0.99874
2600.12355	0.99919
2598.06974	0.99892
2596.01593	0.99891
2593.96212	0.99926
2591.90831	0.9993
2589.8545	0.99911
2587.80069	0.99889
2585.74688	0.99884
2583.69307	0.99885
2581.63926	0.99858
2579.58545	0.99851
2577.53164	0.99892
2575.47783	0.99919
2573.42402	0.99916
2571.37021	0.99915
2569.3164	0.99905
2567.26259	0.99889
2565.20878	0.99907
2563.15497	0.99922
2561.10116	0.99905
2559.04735	0.99922
2556.99354	0.99952
2554.93973	0.99933
2552.88592	0.99929
2550.83211	0.99965
2548.7783	0.99964
2546.72449	0.99933
2544.67068	0.99925
2542.61687	0.99956
2540.56306	1.00008
2538.50925	1.00045
2536.45544	1.00044
2534.40163	0.99993
2532.34782	0.99941
2530.29401	0.99922
2528.2402	0.99914
2526.18639	0.99928
2524.13258	0.9998
2522.07877	1.00011
2520.02496	0.9999
2517.97115	0.99984
2515.91734	0.99978
2513.86353	0.99908
2511.80972	0.99848
2509.75591	0.99896
2507.7021	0.99977
2505.64828	0.99991
2503.59447	0.99972
2501.54066	0.99974
2499.48685	0.99992
2497.43304	0.9997
2495.37923	0.99945
2493.32542	0.99991
2491.27161	1.00079
2489.2178	1.00111
2487.16399	1.00047
2485.11018	0.99982
2483.05637	0.99982
2481.00256	1.00016
2478.94875	1.00068
2476.89494	1.00098
2474.84113	1.00058
2472.78732	1.00013
2470.73351	1.0003
2468.6797	1.00048
2466.62589	1.00016
2464.57208	0.99939
2462.51827	0.99871
2460.46446	0.9988
2458.41065	0.9993
2456.35684	0.9996
2454.30303	0.99963
2452.24922	0.99962
2450.19541	0.99987
2448.1416	1.00011
2446.08779	0.99988
2444.03398	0.99948
2441.98017	0.99963
2439.92636	1.00011
2437.87255	1.00022
2435.81874	0.99988
2433.76493	0.99972
2431.71112	0.99998
2429.65731	0.99996
2427.6035	0.99947
2425.54969	0.99908
2423.49588	0.99921
2421.44207	1.00001
2419.38826	1.00087
2417.33445	1.00098
2415.28064	1.00052
2413.22683	0.99997
2411.17302	0.99965
2409.11921	0.99988
2407.0654	1.00052
2405.01159	1.00089
2402.95778	1.00064
2400.90397	1.00029
2398.85016	1.00037
2396.79635	1.00054
2394.74254	1.00039
2392.68873	1.00037
2390.63492	1.00076
2388.58111	1.00104
2386.5273	1.00087
2384.47349	1.0006
2382.41968	1.00044
2380.36587	1.00029
2378.31206	1.00019
2376.25825	1.00034
2374.20444	1.00043
2372.15063	1.00016
2370.09682	0.99977
2368.04301	0.99906
2365.9892	0.99841
2363.93539	0.99917
2361.88158	1.00006
2359.82777	0.99903
2357.77396	0.99732
2355.72015	0.99681
2353.66634	0.9976
2351.61253	0.99872
2349.55872	0.9994
2347.50491	0.99946
2345.4511	0.999
2343.39729	0.99867
2341.34348	0.99883
2339.28967	0.99923
2337.23586	0.99967
2335.18205	0.99981
2333.12824	0.9998
2331.07443	0.99966
2329.02062	0.99935
2326.96681	0.99896
2324.913	0.99844
2322.85919	0.99797
2320.80538	0.99766
2318.75157	0.99759
2316.69776	0.998
2314.64395	0.9988
2312.59014	0.99942
2310.53633	0.99937
2308.48252	0.99888
2306.42871	0.99867
2304.3749	0.99902
2302.32109	0.99951
2300.26728	0.99963
2298.21347	0.9996
2296.15966	0.99982
2294.10585	0.99995
2292.05204	0.99985
2289.99823	0.99961
2287.94442	0.99902
2285.89061	0.99851
2283.8368	0.99873
2281.78299	0.99889
2279.72918	0.99843
2277.67537	0.99812
2275.62156	0.9986
2273.56775	0.99971
2271.51394	1.00034
2269.46013	1.00012
2267.40632	0.99982
2265.35251	0.99975
2263.2987	0.99961
2261.24489	0.9991
2259.19108	0.99854
2257.13727	0.99886
2255.08346	0.99931
2253.02965	0.99903
2250.97584	0.99919
2248.92203	0.99928
2246.86822	0.99823
2244.81441	0.9979
2242.7606	0.99904
2240.70679	0.99956
2238.65298	0.99942
2236.59917	0.99992
2234.54536	1.0002
2232.49155	0.99978
2230.43774	0.99995
2228.38393	1.00042
2226.33012	1.00026
2224.27631	1.00049
2222.2225	1.00122
2220.16869	1.00185
2218.11488	1.00167
2216.06107	1.0001
2214.00726	0.99829
2211.95344	0.99795
2209.89963	0.99901
2207.84582	0.99991
2205.79201	1.0003
2203.7382	1.00084
2201.68439	1.00142
2199.63058	1.00153
2197.57677	1.00095
2195.52296	1.00038
2193.46915	1.0013
2191.41534	1.00286
2189.36153	1.00302
2187.30772	1.00302
2185.25391	1.0031
2183.2001	1.00083
2181.14629	0.99822
2179.09248	0.99802
2177.03867	0.99909
2174.98486	1.00081
2172.93105	1.00188
2170.87724	1.00164
2168.82343	1.00082
2166.76962	0.99807
2164.71581	0.9941
2162.662	0.99199
2160.60819	0.99227
2158.55438	0.99453
2156.50057	0.99802
2154.44676	1.00053
2152.39295	1.00149
2150.33914	1.00165
2148.28533	1.00229
2146.23152	1.00386
2144.17771	1.00525
2142.1239	1.00522
2140.07009	1.0038
2138.01628	1.00201
2135.96247	1.00143
2133.90866	1.00287
2131.85485	1.0044
2129.80104	1.0041
2127.74723	1.00268
2125.69342	1.00107
2123.63961	0.99974
2121.5858	0.99947
2119.53199	0.9995
2117.47818	0.99925
2115.42437	0.99971
2113.37056	1.0006
2111.31675	1.0008
2109.26294	1.00015
2107.20913	0.99921
2105.15532	0.99899
2103.10151	0.99963
2101.0477	1.00002
2098.99389	0.99981
2096.94008	1.00018
2094.88627	1.00146
2092.83246	1.00247
2090.77865	1.00244
2088.72484	1.0018
2086.67103	1.00093
2084.61722	0.99964
2082.56341	0.9988
2080.5096	0.99945
2078.45579	1.00071
2076.40198	1.00153
2074.34817	1.0011
2072.29436	0.99965
2070.24055	0.99912
2068.18674	0.99931
2066.13293	0.99913
2064.07912	0.99951
2062.02531	1.00068
2059.9715	1.00157
2057.91769	1.00154
2055.86388	1.00087
2053.81007	1.00001
2051.75626	0.99891
2049.70245	0.99785
2047.64864	0.9979
2045.59483	0.99893
2043.54102	0.99902
2041.48721	0.9987
2039.4334	0.99931
2037.37959	1.00047
2035.32578	1.00222
2033.27197	1.00269
2031.21816	1.0007
2029.16435	0.9994
2027.11054	0.99968
2025.05673	1.00019
2023.00292	1.0005
2020.94911	0.99983
2018.8953	0.99969
2016.84149	1.00132
2014.78768	1.00136
2012.73387	0.99836
2010.68006	0.99599
2008.62625	0.99722
2006.57244	1.00101
2004.51863	1.00345
2002.46482	1.0019
2000.41101	0.99913
1998.3572	0.99967
1996.30339	1.00301
1994.24958	1.00494
1992.19577	1.00394
1990.14196	1.0026
1988.08815	1.00167
1986.03434	1.00082
1983.98053	1.00095
1981.92672	1.0002
1979.87291	0.99822
1977.8191	0.999
1975.76529	1.00334
1973.71148	1.00628
1971.65767	1.00532
1969.60386	1.00358
1967.55005	1.00258
1965.49624	1.0017
1963.44243	1.00069
1961.38862	0.9996
1959.33481	0.99885
1957.281	0.99773
1955.22719	0.99592
1953.17338	0.99435
1951.11957	0.99409
1949.06576	0.99492
1947.01195	0.9956
1944.95814	0.99639
1942.90433	0.99755
1940.85052	0.99782
1938.79671	0.99797
1936.7429	0.99922
1934.68909	0.99979
1932.63528	0.99894
1930.58147	0.99837
1928.52766	0.9987
1926.47385	0.99962
1924.42004	1.00114
1922.36623	1.00253
1920.31242	1.00262
1918.25861	1.00169
1916.20479	1.00107
1914.15098	1.00112
1912.09717	1.00097
1910.04336	1.00058
1907.98955	1.00041
1905.93574	1.00052
1903.88193	1.00065
1901.82812	1.00047
1899.77431	1.00037
1897.7205	1.00039
1895.66669	1.00002
1893.61288	0.99968
1891.55907	0.99986
1889.50526	1.00045
1887.45145	1.00073
1885.39764	1.00042
1883.34383	1.00022
1881.29002	0.99992
1879.23621	0.99919
1877.1824	0.99844
1875.12859	0.99798
1873.07478	0.99813
1871.02097	0.99883
1868.96716	0.99921
1866.91335	0.99898
1864.85954	0.99926
1862.80573	0.99975
1860.75192	0.99946
1858.69811	0.99883
1856.6443	0.99874
1854.59049	0.99929
1852.53668	0.99985
1850.48287	1.00007
1848.42906	1.00029
1846.37525	1.00033
1844.32144	1.00019
1842.26763	1.00044
1840.21382	1.00083
1838.16001	1.00102
1836.1062	1.00082
1834.05239	1.00041
1831.99858	1.00025
1829.94477	1.0003
1827.89096	1.0004
1825.83715	1.00008
1823.78334	0.99941
1821.72953	0.99916
1819.67572	0.99924
1817.62191	0.99936
1815.5681	0.99921
1813.51429	0.99864
1811.46048	0.99836
1809.40667	0.99838
1807.35286	0.998
1805.29905	0.9977
1803.24524	0.99801
1801.19143	0.99824
1799.13762	0.998
1797.08381	0.99799
1795.03	0.99842
1792.97619	0.99866
1790.92238	0.99861
1788.86857	0.99914
1786.81476	1.00013
1784.76095	1.00073
1782.70714	1.00081
1780.65333	1.00076
1778.59952	1.00055
1776.54571	1.00027
1774.4919	1.00009
1772.43809	0.9998
1770.38428	0.99947
1768.33047	0.99975
1766.27666	1.00035
1764.22285	1.00017
1762.16904	0.99948
1760.11523	0.99944
1758.06142	0.99962
1756.00761	0.99928
1753.9538	0.99861
1751.89999	0.99791
1749.84618	0.99782
1747.79237	0.99852
1745.73856	0.99932
1743.68475	0.99965
1741.63094	0.99924
1739.57713	0.99876
1737.52332	0.99897
1735.46951	0.99934
1733.4157	0.9994
1731.36189	0.99948
1729.30808	0.99959
1727.25427	0.99946
1725.20046	0.99931
1723.14665	0.99955
1721.09284	0.99996
1719.03903	1.00029
1716.98522	1.00062
1714.93141	1.00073
1712.8776	1.00055
1710.82379	1.0003
1708.76998	1.00024
1706.71617	1.00041
1704.66236	1.00057
1702.60855	1.00065
1700.55474	1.00063
1698.50093	1.00031
1696.44712	0.99987
1694.39331	0.99968
1692.3395	0.99984
1690.28569	1.00009
1688.23188	1.00014
1686.17807	1.00012
1684.12426	1.00015
1682.07045	1.00006
1680.01664	1.00005
1677.96283	1.0001
1675.90902	1.00014
1673.85521	1.00003
1671.8014	0.99971
1669.74759	0.99933
1667.69378	0.99913
1665.63997	0.99916
1663.58616	0.99923
1661.53235	0.99948
1659.47854	0.99986
1657.42473	1.00014
1655.37092	1.00043
1653.31711	1.00057
1651.2633	1.00014
1649.20949	0.99995
1647.15568	1.0003
1645.10187	1.00054
1643.04806	1.0004
1640.99425	1.00038
1638.94044	1.00054
1636.88663	1.00089
1634.83282	1.00087
1632.77901	1.00039
1630.7252	1.00015
1628.67139	1.00007
1626.61758	1.00014
1624.56377	1.00035
1622.50996	1.00017
1620.45614	0.99971
1618.40233	0.9994
1616.34852	0.99891
1614.29471	0.99812
1612.2409	0.99715
1610.18709	0.9954
1608.13328	0.99198
1606.07947	0.98685
1604.02566	0.98166
1601.97185	0.97896
1599.91804	0.9801
1597.86423	0.98383
1595.81042	0.98778
1593.75661	0.99053
1591.7028	0.99236
1589.64899	0.9935
1587.59518	0.99339
1585.54137	0.99224
1583.48756	0.9916
1581.43375	0.99259
1579.37994	0.99465
1577.32613	0.99662
1575.27232	0.99767
1573.21851	0.99804
1571.1647	0.99842
1569.11089	0.99897
1567.05708	0.99958
1565.00327	0.99984
1562.94946	0.99962
1560.89565	0.99931
1558.84184	0.99924
1556.78803	0.99946
1554.73422	0.99975
1552.68041	0.99973
1550.6266	0.9994
1548.57279	0.99906
1546.51898	0.99901
1544.46517	0.99929
1542.41136	0.99954
1540.35755	0.9994
1538.30374	0.99916
1536.24993	0.99918
1534.19612	0.99931
1532.14231	0.99943
1530.0885	0.9997
1528.03469	1.00005
1525.98088	1.0001
1523.92707	1.00002
1521.87326	1.00017
1519.81945	1.00051
1517.76564	1.00065
1515.71183	1.00039
1513.65802	1.00018
1511.60421	1.00025
1509.5504	1.0005
1507.49659	1.00025
1505.44278	0.99876
1503.38897	0.99709
1501.33516	0.99436
1499.28135	0.98808
1497.22754	0.97541
1495.17373	0.95986
1493.11992	0.95149
1491.06611	0.95433
1489.0123	0.96633
1486.95849	0.97788
1484.90468	0.98484
1482.85087	0.98925
1480.79706	0.99232
1478.74325	0.99435
1476.68944	0.99575
1474.63563	0.99667
1472.58182	0.99709
1470.52801	0.99698
1468.4742	0.99672
1466.42039	0.99642
1464.36658	0.9954
1462.31277	0.99364
1460.25896	0.9913
1458.20515	0.98461
1456.15134	0.96932
1454.09753	0.95603
1452.04372	0.95056
1449.98991	0.95214
1447.9361	0.95823
1445.88229	0.96438
1443.82848	0.96901
1441.77467	0.97308
1439.72086	0.97689
1437.66705	0.98086
1435.61324	0.985
1433.55943	0.98796
1431.50562	0.99019
1429.45181	0.99229
1427.398	0.99378
1425.34419	0.99459
1423.29038	0.99513
1421.23657	0.9956
1419.18276	0.99613
1417.12895	0.99654
1415.07514	0.99661
1413.02133	0.99659
1410.96752	0.99676
1408.91371	0.99702
1406.8599	0.99707
1404.80609	0.99704
1402.75228	0.99718
1400.69847	0.99741
1398.64466	0.99748
1396.59085	0.99721
1394.53704	0.99656
1392.48323	0.99578
1390.42942	0.99539
