Numero de onda	policaprolactona.dpt
3401.10948	0.98585
3399.05567	0.98604
3397.00186	0.98651
3394.94805	0.98694
3392.89424	0.98704
3390.84042	0.98693
3388.78661	0.98699
3386.7328	0.98717
3384.67899	0.98694
3382.62518	0.9863
3380.57137	0.98613
3378.51756	0.9866
3376.46375	0.98696
3374.40994	0.98705
3372.35613	0.98699
3370.30232	0.98706
3368.24851	0.98734
3366.1947	0.98733
3364.14089	0.98721
3362.08708	0.98745
3360.03327	0.98763
3357.97946	0.98751
3355.92565	0.98732
3353.87184	0.9868
3351.81803	0.98619
3349.76422	0.98622
3347.71041	0.98632
3345.6566	0.98616
3343.60279	0.98649
3341.54898	0.987
3339.49517	0.98708
3337.44136	0.98724
3335.38755	0.98742
3333.33374	0.98708
3331.27993	0.9868
3329.22612	0.987
3327.17231	0.98713
3325.1185	0.98707
3323.06469	0.98698
3321.01088	0.9868
3318.95707	0.98681
3316.90326	0.98712
3314.84945	0.98738
3312.79564	0.98746
3310.74183	0.98752
3308.68802	0.98726
3306.63421	0.98673
3304.5804	0.98652
3302.52659	0.98649
3300.47278	0.98641
3298.41897	0.98634
3296.36516	0.98631
3294.31135	0.98654
3292.25754	0.98691
3290.20373	0.9871
3288.14992	0.9871
3286.09611	0.98684
3284.0423	0.98641
3281.98849	0.98642
3279.93468	0.98695
3277.88087	0.98731
3275.82706	0.98752
3273.77325	0.98778
3271.71944	0.98773
3269.66563	0.98767
3267.61182	0.98778
3265.55801	0.98772
3263.5042	0.98745
3261.45039	0.98718
3259.39658	0.98694
3257.34277	0.98678
3255.28896	0.98702
3253.23515	0.98757
3251.18134	0.98802
3249.12753	0.98814
3247.07372	0.98811
3245.01991	0.98799
3242.9661	0.98767
3240.91229	0.98748
3238.85848	0.98771
3236.80467	0.98775
3234.75086	0.98731
3232.69705	0.98707
3230.64324	0.98724
3228.58943	0.98749
3226.53562	0.98777
3224.48181	0.98771
3222.428	0.98709
3220.37419	0.9867
3218.32038	0.98694
3216.26657	0.98697
3214.21276	0.98686
3212.15895	0.9874
3210.10514	0.98805
3208.05133	0.98792
3205.99752	0.98723
3203.94371	0.98697
3201.8899	0.98765
3199.83609	0.9883
3197.78228	0.98809
3195.72847	0.9877
3193.67466	0.98778
3191.62085	0.98783
3189.56704	0.98771
3187.51323	0.98802
3185.45942	0.98832
3183.40561	0.98791
3181.3518	0.98764
3179.29799	0.98803
3177.24418	0.98814
3175.19037	0.98775
3173.13656	0.98751
3171.08275	0.98778
3169.02894	0.98813
3166.97513	0.9878
3164.92132	0.98706
3162.86751	0.98688
3160.8137	0.98739
3158.75989	0.9878
3156.70608	0.98776
3154.65227	0.9877
3152.59846	0.98781
3150.54465	0.98792
3148.49084	0.98784
3146.43703	0.98756
3144.38322	0.9872
3142.32941	0.98682
3140.2756	0.98643
3138.22179	0.9863
3136.16798	0.98667
3134.11417	0.98728
3132.06036	0.98759
3130.00655	0.98761
3127.95274	0.98746
3125.89893	0.98717
3123.84512	0.987
3121.79131	0.98707
3119.7375	0.98717
3117.68369	0.98709
3115.62988	0.98684
3113.57607	0.98642
3111.52226	0.986
3109.46845	0.98603
3107.41464	0.9865
3105.36083	0.98706
3103.30702	0.98712
3101.25321	0.98687
3099.1994	0.9868
3097.14559	0.98655
3095.09177	0.98605
3093.03796	0.98569
3090.98415	0.98552
3088.93034	0.98561
3086.87653	0.98595
3084.82272	0.98605
3082.76891	0.9859
3080.7151	0.98585
3078.66129	0.98561
3076.60748	0.98496
3074.55367	0.98443
3072.49986	0.98442
3070.44605	0.98479
3068.39224	0.98535
3066.33843	0.98584
3064.28462	0.98595
3062.23081	0.98571
3060.177	0.98554
3058.12319	0.9855
3056.06938	0.98517
3054.01557	0.98469
3051.96176	0.98467
3049.90795	0.98503
3047.85414	0.98508
3045.80033	0.98477
3043.74652	0.9845
3041.69271	0.98422
3039.6389	0.98393
3037.58509	0.98399
3035.53128	0.98441
3033.47747	0.98456
3031.42366	0.98404
3029.36985	0.98328
3027.31604	0.98254
3025.26223	0.98194
3023.20842	0.98171
3021.15461	0.98145
3019.1008	0.98096
3017.04699	0.98035
3014.99318	0.97975
3012.93937	0.97946
3010.88556	0.9794
3008.83175	0.97911
3006.77794	0.9783
3004.72413	0.97703
3002.67032	0.97558
3000.61651	0.9741
2998.5627	0.97254
2996.50889	0.97081
2994.45508	0.96836
2992.40127	0.96503
2990.34746	0.96139
2988.29365	0.95754
2986.23984	0.95302
2984.18603	0.94771
2982.13222	0.94202
2980.07841	0.93614
2978.0246	0.9299
2975.97079	0.92317
2973.91698	0.91572
2971.86317	0.90702
2969.80936	0.89615
2967.75555	0.88305
2965.70174	0.8686
2963.64793	0.8533
2961.59412	0.83768
2959.54031	0.82257
2957.4865	0.80837
2955.43269	0.79522
2953.37888	0.78311
2951.32507	0.77136
2949.27126	0.75955
2947.21745	0.74886
2945.16364	0.74122
2943.10983	0.73748
2941.05602	0.73742
2939.00221	0.74071
2936.9484	0.74691
2934.89459	0.75549
2932.84078	0.76577
2930.78697	0.77652
2928.73316	0.78641
2926.67935	0.79503
2924.62554	0.80253
2922.57173	0.80885
2920.51792	0.81408
2918.46411	0.81877
2916.4103	0.82346
2914.35649	0.82839
2912.30268	0.834
2910.24887	0.84074
2908.19506	0.84829
2906.14125	0.85592
2904.08744	0.8628
2902.03363	0.86798
2899.97982	0.87133
2897.92601	0.87367
2895.8722	0.87608
2893.81839	0.87988
2891.76458	0.88596
2889.71077	0.89376
2887.65696	0.90126
2885.60315	0.90621
2883.54934	0.9076
2881.49553	0.90519
2879.44172	0.89851
2877.38791	0.88754
2875.3341	0.8736
2873.28029	0.85939
2871.22648	0.84798
2869.17267	0.84126
2867.11886	0.83958
2865.06505	0.84224
2863.01124	0.84819
2860.95743	0.85689
2858.90362	0.86804
2856.84981	0.88089
2854.796	0.89472
2852.74219	0.9082
2850.68838	0.91954
2848.63457	0.92824
2846.58076	0.93552
2844.52695	0.94231
2842.47314	0.94818
2840.41933	0.95287
2838.36552	0.95679
2836.31171	0.96009
2834.2579	0.96249
2832.20409	0.96418
2830.15028	0.96553
2828.09647	0.96633
2826.04266	0.96703
2823.98885	0.96832
2821.93504	0.96981
2819.88123	0.97108
2817.82742	0.97231
2815.77361	0.97354
2813.7198	0.97454
2811.66599	0.97533
2809.61218	0.97612
2807.55837	0.9767
2805.50456	0.97722
2803.45075	0.97805
2801.39693	0.97868
2799.34312	0.9789
2797.28931	0.9791
2795.2355	0.9794
2793.18169	0.97971
2791.12788	0.97983
2789.07407	0.97984
2787.02026	0.98018
2784.96645	0.98087
2782.91264	0.98141
2780.85883	0.98143
2778.80502	0.98138
2776.75121	0.98168
2774.6974	0.98208
2772.64359	0.98203
2770.58978	0.98166
2768.53597	0.9816
2766.48216	0.98188
2764.42835	0.98222
2762.37454	0.98238
2760.32073	0.98213
2758.26692	0.98163
2756.21311	0.98157
2754.1593	0.9821
2752.10549	0.98257
2750.05168	0.98273
2747.99787	0.9827
2745.94406	0.98274
2743.89025	0.98297
2741.83644	0.98319
2739.78263	0.98341
2737.72882	0.98376
2735.67501	0.98393
2733.6212	0.9836
2731.56739	0.9833
2729.51358	0.98348
2727.45977	0.98402
2725.40596	0.98458
2723.35215	0.98482
2721.29834	0.98486
2719.24453	0.98497
2717.19072	0.985
2715.13691	0.98481
2713.0831	0.98459
2711.02929	0.98462
2708.97548	0.98486
2706.92167	0.98485
2704.86786	0.98445
2702.81405	0.98413
2700.76024	0.98428
2698.70643	0.98456
2696.65262	0.98451
2694.59881	0.98423
2692.545	0.98396
2690.49119	0.98388
2688.43738	0.98412
2686.38357	0.98445
2684.32976	0.98452
2682.27595	0.98435
2680.22214	0.98413
2678.16833	0.98416
2676.11452	0.98446
2674.06071	0.98473
2672.0069	0.9848
2669.95309	0.98481
2667.89928	0.98484
2665.84547	0.98496
2663.79166	0.98522
2661.73785	0.98547
2659.68404	0.98557
2657.63023	0.9855
2655.57642	0.98539
2653.52261	0.98517
2651.4688	0.98487
2649.41499	0.98498
2647.36118	0.98551
2645.30737	0.98596
2643.25356	0.98608
2641.19975	0.98608
2639.14594	0.98632
2637.09213	0.98658
2635.03832	0.98649
2632.98451	0.98644
2630.9307	0.98668
2628.87689	0.98691
2626.82308	0.98703
2624.76927	0.98716
2622.71546	0.98755
2620.66165	0.98792
2618.60784	0.988
2616.55403	0.98812
2614.50022	0.98827
2612.44641	0.98826
2610.3926	0.98805
2608.33879	0.98798
2606.28498	0.98822
2604.23117	0.98836
2602.17736	0.98836
2600.12355	0.98848
2598.06974	0.98862
2596.01593	0.98899
2593.96212	0.98966
2591.90831	0.98985
2589.8545	0.98914
2587.80069	0.98809
2585.74688	0.98783
2583.69307	0.98857
2581.63926	0.98919
2579.58545	0.9893
2577.53164	0.98921
2575.47783	0.98884
2573.42402	0.98861
2571.37021	0.98888
2569.3164	0.98924
2567.26259	0.98922
2565.20878	0.98877
2563.15497	0.98858
2561.10116	0.98912
2559.04735	0.98981
2556.99354	0.98995
2554.93973	0.98956
2552.88592	0.98929
2550.83211	0.98925
2548.7783	0.98888
2546.72449	0.98822
2544.67068	0.98809
2542.61687	0.98869
2540.56306	0.98919
2538.50925	0.98919
2536.45544	0.98918
2534.40163	0.98922
2532.34782	0.98904
2530.29401	0.9889
2528.2402	0.98915
2526.18639	0.98965
2524.13258	0.98999
2522.07877	0.99004
2520.02496	0.99046
2517.97115	0.99136
2515.91734	0.99162
2513.86353	0.99098
2511.80972	0.9905
2509.75591	0.99076
2507.7021	0.99153
2505.64828	0.99211
2503.59447	0.99206
2501.54066	0.99165
2499.48685	0.99114
2497.43304	0.99035
2495.37923	0.98969
2493.32542	0.99
2491.27161	0.99072
2489.2178	0.9912
2487.16399	0.99154
2485.11018	0.99118
2483.05637	0.99049
2481.00256	0.9902
2478.94875	0.98999
2476.89494	0.99
2474.84113	0.99056
2472.78732	0.99102
2470.73351	0.99082
2468.6797	0.99051
2466.62589	0.9906
2464.57208	0.99097
2462.51827	0.99119
2460.46446	0.99102
2458.41065	0.99056
2456.35684	0.99042
2454.30303	0.99091
2452.24922	0.99126
2450.19541	0.99152
2448.1416	0.99175
2446.08779	0.99096
2444.03398	0.9898
2441.98017	0.98957
2439.92636	0.99
2437.87255	0.99043
2435.81874	0.99103
2433.76493	0.99175
2431.71112	0.99148
2429.65731	0.98997
2427.6035	0.9888
2425.54969	0.98903
2423.49588	0.98996
2421.44207	0.99046
2419.38826	0.99029
2417.33445	0.98994
2415.28064	0.98958
2413.22683	0.98941
2411.17302	0.98964
2409.11921	0.98984
2407.0654	0.99001
2405.01159	0.9902
2402.95778	0.98995
2400.90397	0.98933
2398.85016	0.98919
2396.79635	0.98974
2394.74254	0.99025
2392.68873	0.99022
2390.63492	0.98995
2388.58111	0.9899
2386.5273	0.99019
2384.47349	0.99073
2382.41968	0.99103
2380.36587	0.99082
2378.31206	0.9908
2376.25825	0.99118
2374.20444	0.99135
2372.15063	0.99139
2370.09682	0.99173
2368.04301	0.99286
2365.9892	0.99487
2363.93539	0.9962
2361.88158	0.99584
2359.82777	0.99478
2357.77396	0.99381
2355.72015	0.99298
2353.66634	0.99147
2351.61253	0.98937
2349.55872	0.98793
2347.50491	0.98754
2345.4511	0.98815
2343.39729	0.98933
2341.34348	0.98991
2339.28967	0.98907
2337.23586	0.98792
2335.18205	0.98841
2333.12824	0.99045
2331.07443	0.99192
2329.02062	0.99167
2326.96681	0.99097
2324.913	0.99087
2322.85919	0.99067
2320.80538	0.99004
2318.75157	0.99027
2316.69776	0.9916
2314.64395	0.99247
2312.59014	0.99204
2310.53633	0.99107
2308.48252	0.9903
2306.42871	0.99006
2304.3749	0.99053
2302.32109	0.99095
2300.26728	0.99039
2298.21347	0.98969
2296.15966	0.98989
2294.10585	0.9904
2292.05204	0.99063
2289.99823	0.99084
2287.94442	0.99125
2285.89061	0.99169
2283.8368	0.99203
2281.78299	0.99231
2279.72918	0.99211
2277.67537	0.99118
2275.62156	0.99041
2273.56775	0.99042
2271.51394	0.99073
2269.46013	0.99058
2267.40632	0.9903
2265.35251	0.99046
2263.2987	0.99092
2261.24489	0.99118
2259.19108	0.99081
2257.13727	0.99079
2255.08346	0.99153
2253.02965	0.99198
2250.97584	0.99121
2248.92203	0.9894
2246.86822	0.98854
2244.81441	0.98958
2242.7606	0.99158
2240.70679	0.99379
2238.65298	0.99499
2236.59917	0.99422
2234.54536	0.99239
2232.49155	0.99094
2230.43774	0.99067
2228.38393	0.99222
2226.33012	0.99441
2224.27631	0.99476
2222.2225	0.99285
2220.16869	0.99078
2218.11488	0.9906
2216.06107	0.99325
2214.00726	0.99715
2211.95344	0.999
2209.89963	0.99829
2207.84582	0.99587
2205.79201	0.99267
2203.7382	0.99113
2201.68439	0.99152
2199.63058	0.99279
2197.57677	0.99363
2195.52296	0.99246
2193.46915	0.99178
2191.41534	0.99281
2189.36153	0.99274
2187.30772	0.99191
2185.25391	0.99187
2183.2001	0.99322
2181.14629	0.99547
2179.09248	0.99625
2177.03867	0.99519
2174.98486	0.99334
2172.93105	0.99111
2170.87724	0.98919
2168.82343	0.98861
2166.76962	0.99031
2164.71581	0.9939
2162.662	0.99646
2160.60819	0.99684
2158.55438	0.99738
2156.50057	0.9983
2154.44676	0.99808
2152.39295	0.99669
2150.33914	0.99557
2148.28533	0.99535
2146.23152	0.99504
2144.17771	0.99438
2142.1239	0.9927
2140.07009	0.99064
2138.01628	0.99085
2135.96247	0.99274
2133.90866	0.99331
2131.85485	0.99213
2129.80104	0.99137
2127.74723	0.99192
2125.69342	0.99242
2123.63961	0.99225
2121.5858	0.99191
2119.53199	0.99169
2117.47818	0.99172
2115.42437	0.99193
2113.37056	0.99134
2111.31675	0.98964
2109.26294	0.98852
2107.20913	0.98867
2105.15532	0.98883
2103.10151	0.98856
2101.0477	0.98868
2098.99389	0.98955
2096.94008	0.99051
2094.88627	0.99063
2092.83246	0.99033
2090.77865	0.99034
2088.72484	0.98999
2086.67103	0.98982
2084.61722	0.99102
2082.56341	0.99233
2080.5096	0.99262
2078.45579	0.99173
2076.40198	0.99001
2074.34817	0.98997
2072.29436	0.992
2070.24055	0.99283
2068.18674	0.99145
2066.13293	0.98999
2064.07912	0.98929
2062.02531	0.98926
2059.9715	0.99124
2057.91769	0.9942
2055.86388	0.99471
2053.81007	0.99249
2051.75626	0.99002
2049.70245	0.98881
2047.64864	0.98963
2045.59483	0.9934
2043.54102	0.99824
2041.48721	0.99878
2039.4334	0.99485
2037.37959	0.99246
2035.32578	0.99329
2033.27197	0.99476
2031.21816	0.99544
2029.16435	0.99658
2027.11054	0.99809
2025.05673	0.99742
2023.00292	0.99446
2020.94911	0.99221
2018.8953	0.99471
2016.84149	0.99989
2014.78768	1.00062
2012.73387	0.99749
2010.68006	0.99642
2008.62625	0.99603
2006.57244	0.9936
2004.51863	0.99358
2002.46482	0.99523
2000.41101	0.99434
1998.3572	0.99384
1996.30339	0.99464
1994.24958	0.99422
1992.19577	0.99401
1990.14196	0.99499
1988.08815	0.9966
1986.03434	0.99799
1983.98053	0.99782
1981.92672	0.99688
1979.87291	0.9959
1977.8191	0.99429
1975.76529	0.99263
1973.71148	0.99228
1971.65767	0.99124
1969.60386	0.98981
1967.55005	0.9911
1965.49624	0.99312
1963.44243	0.99466
1961.38862	0.99711
1959.33481	0.99845
1957.281	0.99748
1955.22719	0.99487
1953.17338	0.99202
1951.11957	0.99147
1949.06576	0.99243
1947.01195	0.99274
1944.95814	0.99266
1942.90433	0.99245
1940.85052	0.99269
1938.79671	0.99383
1936.7429	0.99458
1934.68909	0.99411
1932.63528	0.99349
1930.58147	0.99364
1928.52766	0.99393
1926.47385	0.99391
1924.42004	0.99365
1922.36623	0.99295
1920.31242	0.99234
1918.25861	0.99187
1916.20479	0.99117
1914.15098	0.99087
1912.09717	0.99124
1910.04336	0.99178
1907.98955	0.99229
1905.93574	0.99253
1903.88193	0.99236
1901.82812	0.99226
1899.77431	0.99212
1897.7205	0.99189
1895.66669	0.99162
1893.61288	0.99116
1891.55907	0.99072
1889.50526	0.99025
1887.45145	0.98999
1885.39764	0.99058
1883.34383	0.99156
1881.29002	0.99182
1879.23621	0.99129
1877.1824	0.99111
1875.12859	0.99162
1873.07478	0.99173
1871.02097	0.99143
1868.96716	0.991
1866.91335	0.99077
1864.85954	0.99091
1862.80573	0.99065
1860.75192	0.99032
1858.69811	0.99092
1856.6443	0.99187
1854.59049	0.992
1852.53668	0.99132
1850.48287	0.99057
1848.42906	0.99017
1846.37525	0.99026
1844.32144	0.99067
1842.26763	0.98988
1840.21382	0.98829
1838.16001	0.98765
1836.1062	0.98802
1834.05239	0.98878
1831.99858	0.98976
1829.94477	0.99029
1827.89096	0.98955
1825.83715	0.98839
1823.78334	0.9875
1821.72953	0.98709
1819.67572	0.98713
1817.62191	0.98714
1815.5681	0.98666
1813.51429	0.98564
1811.46048	0.9845
1809.40667	0.98386
1807.35286	0.98326
1805.29905	0.98234
1803.24524	0.98158
1801.19143	0.98075
1799.13762	0.97934
1797.08381	0.97753
1795.03	0.97615
1792.97619	0.97511
1790.92238	0.97362
1788.86857	0.97164
1786.81476	0.96973
1784.76095	0.96799
1782.70714	0.96602
1780.65333	0.9638
1778.59952	0.96195
1776.54571	0.96082
1774.4919	0.95938
1772.43809	0.95693
1770.38428	0.95422
1768.33047	0.95178
1766.27666	0.94922
1764.22285	0.94666
1762.16904	0.9435
1760.11523	0.93923
1758.06142	0.93403
1756.00761	0.92727
1753.9538	0.91889
1751.89999	0.90634
1749.84618	0.88526
1747.79237	0.85524
1745.73856	0.8169
1743.68475	0.76835
1741.63094	0.70905
1739.57713	0.63802
1737.52332	0.5696
1735.46951	0.50471
1733.4157	0.42705
1731.36189	0.3584
1729.30808	0.29861
1727.25427	0.24326
1725.20046	0.20926
1723.14665	0.20934
1721.09284	0.24064
1719.03903	0.29958
1716.98522	0.38873
1714.93141	0.47633
1712.8776	0.54477
1710.82379	0.60309
1708.76998	0.65422
1706.71617	0.69934
1704.66236	0.73639
1702.60855	0.76156
1700.55474	0.78319
1698.50093	0.8022
1696.44712	0.81504
1694.39331	0.82587
1692.3395	0.83372
1690.28569	0.84152
1688.23188	0.85114
1686.17807	0.86152
1684.12426	0.87554
1682.07045	0.88966
1680.01664	0.89999
1677.96283	0.90932
1675.90902	0.91938
1673.85521	0.92921
1671.8014	0.93604
1669.74759	0.94123
1667.69378	0.94532
1665.63997	0.94815
1663.58616	0.9512
1661.53235	0.95435
1659.47854	0.95661
1657.42473	0.95825
1655.37092	0.95988
1653.31711	0.96198
1651.2633	0.96335
1649.20949	0.96393
1647.15568	0.96488
1645.10187	0.96573
1643.04806	0.96602
1640.99425	0.96611
1638.94044	0.96634
1636.88663	0.96684
1634.83282	0.9675
1632.77901	0.96848
1630.7252	0.96955
1628.67139	0.9705
1626.61758	0.97131
1624.56377	0.97208
1622.50996	0.97312
1620.45614	0.97422
1618.40233	0.97533
1616.34852	0.97648
1614.29471	0.97712
1612.2409	0.97759
1610.18709	0.97824
1608.13328	0.97898
1606.07947	0.97974
1604.02566	0.9804
1601.97185	0.98075
1599.91804	0.98088
1597.86423	0.98121
1595.81042	0.98184
1593.75661	0.98238
1591.7028	0.98257
1589.64899	0.98256
1587.59518	0.98275
1585.54137	0.98311
1583.48756	0.9832
1581.43375	0.98309
1579.37994	0.98306
1577.32613	0.98327
1575.27232	0.98365
1573.21851	0.9839
1571.1647	0.98416
1569.11089	0.98454
1567.05708	0.98488
1565.00327	0.98503
1562.94946	0.98484
1560.89565	0.98487
1558.84184	0.98531
1556.78803	0.98477
1554.73422	0.98408
1552.68041	0.98394
1550.6266	0.9839
1548.57279	0.98362
1546.51898	0.98346
1544.46517	0.98376
1542.41136	0.98437
1540.35755	0.98462
1538.30374	0.98386
1536.24993	0.983
1534.19612	0.98257
1532.14231	0.98262
1530.0885	0.98269
1528.03469	0.98264
1525.98088	0.98271
1523.92707	0.98245
1521.87326	0.98141
1519.81945	0.98093
1517.76564	0.98136
1515.71183	0.98135
1513.65802	0.98093
1511.60421	0.98065
1509.5504	0.98031
1507.49659	0.97954
1505.44278	0.97859
1503.38897	0.97771
1501.33516	0.97672
1499.28135	0.97537
1497.22754	0.97343
1495.17373	0.97087
1493.11992	0.96791
1491.06611	0.96319
1489.0123	0.95315
1486.95849	0.93607
1484.90468	0.91495
1482.85087	0.8918
1480.79706	0.86764
1478.74325	0.84895
1476.68944	0.84035
1474.63563	0.83682
1472.58182	0.83132
1470.52801	0.82927
1468.4742	0.83379
1466.42039	0.83961
1464.36658	0.84501
1462.31277	0.85061
1460.25896	0.8568
1458.20515	0.86686
1456.15134	0.88123
1454.09753	0.89081
1452.04372	0.89683
1449.98991	0.90195
1447.9361	0.90569
1445.88229	0.90759
1443.82848	0.90738
1441.77467	0.9055
1439.72086	0.90357
1437.66705	0.90292
1435.61324	0.90367
1433.55943	0.90443
1431.50562	0.90299
1429.45181	0.89618
1427.398	0.88183
1425.34419	0.8584
1423.29038	0.82868
1421.23657	0.80495
1419.18276	0.79609
1417.12895	0.80403
1415.07514	0.82154
1413.02133	0.84379
1410.96752	0.86709
1408.91371	0.88466
1406.8599	0.89213
1404.80609	0.88875
1402.75228	0.87675
1400.69847	0.85961
1398.64466	0.83942
1396.59085	0.82282
1394.53704	0.81652
1392.48323	0.8222
1390.42942	0.8356
