Numero de onda	policaprolactona.dpt
1388.37561	0.85247
1386.3218	0.86716
1384.26799	0.87225
1382.21418	0.86681
1380.16037	0.85386
1378.10656	0.83818
1376.05275	0.82388
1373.99894	0.8106
1371.94513	0.79433
1369.89132	0.76934
1367.83751	0.7325
1365.7837	0.68993
1363.72989	0.6506
1361.67608	0.62903
1359.62227	0.63772
1357.56846	0.66872
1355.51465	0.7086
1353.46084	0.74792
1351.40703	0.78206
1349.35322	0.81031
1347.29941	0.83315
1345.2456	0.85151
1343.19179	0.86569
1341.13798	0.87539
1339.08417	0.88134
1337.03036	0.88617
1334.97655	0.89166
1332.92274	0.8964
1330.86893	0.89841
1328.81512	0.89745
1326.7613	0.89502
1324.70749	0.89267
1322.65368	0.89085
1320.59987	0.88906
1318.54606	0.88645
1316.49225	0.88238
1314.43844	0.87658
1312.38463	0.86877
1310.33082	0.85837
1308.27701	0.84444
1306.2232	0.82618
1304.16939	0.80338
1302.11558	0.77612
1300.06177	0.74509
1298.00796	0.7111
1295.95415	0.67641
1293.90034	0.64907
1291.84653	0.64107
1289.79272	0.6586
1287.73891	0.69424
1285.6851	0.73206
1283.63129	0.76133
1281.57748	0.78085
1279.52367	0.7934
1277.46986	0.80146
1275.41605	0.80552
1273.36224	0.80432
1271.30843	0.79561
1269.25462	0.7787
1267.20081	0.75875
1265.147	0.74484
1263.09319	0.73999
1261.03938	0.73806
1258.98557	0.73263
1256.93176	0.72241
1254.87795	0.7081
1252.82414	0.68905
1250.77033	0.6637
1248.71652	0.63018
1246.66271	0.58736
1244.6089	0.53829
1242.55509	0.49181
1240.50128	0.45682
1238.44747	0.43596
1236.39366	0.43244
1234.33985	0.45465
1232.28604	0.50389
1230.23223	0.56677
1228.17842	0.62614
1226.12461	0.67288
1224.0708	0.70598
1222.01699	0.72833
1219.96318	0.74329
1217.90937	0.7531
1215.85556	0.75996
1213.80175	0.76562
1211.74794	0.77012
1209.69413	0.77257
1207.64032	0.77203
1205.58651	0.76821
1203.5327	0.76107
1201.47889	0.75005
1199.42508	0.73404
1197.37127	0.71144
1195.31746	0.68081
1193.26365	0.64116
1191.20984	0.59236
1189.15603	0.53705
1187.10222	0.48138
1185.04841	0.43295
1182.9946	0.39616
1180.94079	0.36992
1178.88698	0.3502
1176.83317	0.33311
1174.77936	0.3166
1172.72555	0.30099
1170.67174	0.28646
1168.61793	0.2713
1166.56412	0.25471
1164.51031	0.23924
1162.4565	0.22807
1160.40269	0.22281
1158.34888	0.22522
1156.29507	0.23682
1154.24126	0.25676
1152.18745	0.28304
1150.13364	0.31432
1148.07983	0.34947
1146.02602	0.38696
1143.97221	0.42537
1141.9184	0.46431
1139.86459	0.50361
1137.81078	0.54234
1135.75697	0.5793
1133.70316	0.61359
1131.64935	0.6451
1129.59554	0.67394
1127.54173	0.69954
1125.48792	0.72123
1123.43411	0.73872
1121.3803	0.75047
1119.32649	0.75294
1117.27268	0.74261
1115.21887	0.71688
1113.16506	0.67588
1111.11125	0.62666
1109.05744	0.585
1107.00363	0.56722
1104.94982	0.57601
1102.89601	0.59899
1100.8422	0.62237
1098.78839	0.64029
1096.73458	0.65282
1094.68077	0.66212
1092.62696	0.67094
1090.57315	0.68158
1088.51934	0.69492
1086.46553	0.71072
1084.41172	0.72881
1082.35791	0.74831
1080.3041	0.76652
1078.25029	0.78046
1076.19648	0.78845
1074.14267	0.78925
1072.08886	0.7807
1070.03505	0.76127
1067.98124	0.73452
1065.92743	0.71232
1063.87362	0.70676
1061.81981	0.71694
1059.766	0.72926
1057.71219	0.72879
1055.65838	0.70673
1053.60457	0.6607
1051.55076	0.59386
1049.49695	0.51966
1047.44314	0.46184
1045.38933	0.43659
1043.33552	0.44122
1041.28171	0.46654
1039.2279	0.50598
1037.17409	0.55163
1035.12028	0.59508
1033.06647	0.63196
1031.01265	0.6621
1028.95884	0.68766
1026.90503	0.71085
1024.85122	0.73212
1022.79741	0.75081
1020.7436	0.76663
1018.68979	0.78015
1016.63598	0.79232
1014.58217	0.80349
1012.52836	0.81289
1010.47455	0.82048
1008.42074	0.82702
1006.36693	0.83242
1004.31312	0.83611
1002.25931	0.83845
1000.2055	0.84025
998.15169	0.84193
996.09788	0.84365
994.04407	0.84537
991.99026	0.8469
989.93645	0.84808
987.88264	0.84899
985.82883	0.84969
983.77502	0.84904
981.72121	0.84532
979.6674	0.8387
977.61359	0.83107
975.55978	0.82333
973.50597	0.81395
971.45216	0.80063
969.39835	0.78096
967.34454	0.75034
965.29073	0.70614
963.23692	0.65726
961.18311	0.6226
959.1293	0.614
957.07549	0.62754
955.02168	0.65358
952.96787	0.68557
950.91406	0.72002
948.86025	0.75373
946.80644	0.78294
944.75263	0.80483
942.69882	0.81838
940.64501	0.82272
938.5912	0.81774
936.53739	0.80713
934.48358	0.79797
932.42977	0.79722
930.37596	0.80711
928.32215	0.82396
926.26834	0.84225
924.21453	0.85845
922.16072	0.87115
920.10691	0.87954
918.0531	0.88334
915.99929	0.8838
913.94548	0.88326
911.89167	0.8846
909.83786	0.88969
907.78405	0.89719
905.73024	0.90411
903.67643	0.90931
901.62262	0.91369
899.56881	0.91786
897.515	0.92139
895.46119	0.92378
893.40738	0.92498
891.35357	0.92557
889.29976	0.92604
887.24595	0.92658
885.19214	0.9274
883.13833	0.92844
881.08452	0.92963
879.03071	0.93073
876.9769	0.93154
874.92309	0.9327
872.86928	0.93435
870.81547	0.93584
868.76166	0.93683
866.70785	0.93746
864.65404	0.93838
862.60023	0.93977
860.54642	0.94072
858.49261	0.94047
856.4388	0.93938
854.38499	0.9379
852.33118	0.93548
850.27737	0.93184
848.22356	0.92688
846.16975	0.91931
844.11594	0.907
842.06213	0.8914
840.00832	0.88236
837.95451	0.88871
835.9007	0.90568
833.84689	0.92279
831.79308	0.93549
829.73927	0.94392
827.68546	0.94869
825.63165	0.95016
823.57784	0.94978
821.52403	0.94889
819.47022	0.94749
817.41641	0.94548
815.3626	0.94366
813.30879	0.94282
811.25498	0.94281
809.20117	0.94397
807.14736	0.94703
805.09355	0.95043
803.03974	0.95178
800.98593	0.95203
798.93212	0.95291
796.87831	0.95418
794.8245	0.95518
792.77069	0.95528
790.71688	0.95463
788.66307	0.95387
786.60926	0.95262
784.55545	0.95015
782.50164	0.94687
780.44783	0.94318
778.39402	0.93827
776.34021	0.93194
774.2864	0.92708
772.23259	0.92727
770.17878	0.93184
768.12497	0.93749
766.07116	0.94273
764.01735	0.94735
761.96354	0.95001
759.90973	0.94952
757.85592	0.94671
755.80211	0.94321
753.7483	0.93898
751.69449	0.93291
749.64068	0.92499
747.58687	0.91527
745.53306	0.90209
743.47925	0.88319
741.42544	0.85697
739.37163	0.82376
737.31781	0.78849
735.264	0.75766
733.21019	0.73351
731.15638	0.72001
729.10257	0.72813
727.04876	0.76327
724.99495	0.81295
722.94114	0.85531
720.88733	0.87908
718.83352	0.88698
716.77971	0.8858
714.7259	0.88105
712.67209	0.87645
710.61828	0.87444
708.56447	0.87661
706.51066	0.88333
704.45685	0.89397
702.40304	0.90609
700.34923	0.91677
698.29542	0.92563
696.24161	0.93346
694.1878	0.93996
692.13399	0.94464
690.08018	0.94825
688.02637	0.95194
685.97256	0.95571
683.91875	0.95895
681.86494	0.96092
679.81113	0.9616
677.75732	0.96249
675.70351	0.96387
673.6497	0.96529
671.59589	0.9669
669.54208	0.96819
667.48827	0.96882
665.43446	0.96868
663.38065	0.96777
661.32684	0.96667
659.27303	0.96624
657.21922	0.96579
655.16541	0.96411
653.1116	0.96233
651.05779	0.96201
649.00398	0.96281
646.95017	0.96356
644.89636	0.96339
642.84255	0.96251
640.78874	0.9617
638.73493	0.96123
636.68112	0.96141
634.62731	0.96208
632.5735	0.96264
630.51969	0.96338
628.46588	0.96384
626.41207	0.96308
624.35826	0.96119
622.30445	0.95861
620.25064	0.95609
618.19683	0.95444
616.14302	0.95391
614.08921	0.95393
612.0354	0.95367
609.98159	0.95346
607.92778	0.95344
605.87397	0.95122
603.82016	0.94697
601.76635	0.94435
599.71254	0.94263
597.65873	0.93967
595.60492	0.93601
593.55111	0.9311
591.4973	0.92409
589.44349	0.91575
587.38968	0.90778
585.33587	0.90316
583.28206	0.90313
581.22825	0.90655
579.17444	0.91256
577.12063	0.91918
575.06682	0.92426
573.01301	0.92945
570.9592	0.93687
568.90539	0.94388
566.85158	0.94835
564.79777	0.9516
562.74396	0.95443
560.69015	0.95697
558.63634	0.95923
556.58253	0.96049
554.52872	0.9624
552.47491	0.96562
550.4211	0.96599
548.36729	0.96423
546.31348	0.96366
544.25967	0.96309
542.20586	0.962
540.15205	0.96143
538.09824	0.96077
536.04443	0.95871
533.99062	0.95644
531.93681	0.95426
529.883	0.95218
527.82919	0.9509
525.77538	0.94845
523.72157	0.94524
521.66776	0.9438
519.61395	0.94448
517.56014	0.94679
515.50633	0.94988
513.45252	0.95373
511.39871	0.95606
509.3449	0.95494
507.29109	0.95411
505.23728	0.95489
503.18347	0.95563
501.12966	0.95809
499.07585	0.96219
497.02204	0.9621
494.96823	0.95685
492.91442	0.95458
490.86061	0.95766
488.8068	0.95948
486.75299	0.95721
484.69918	0.95379
482.64537	0.95097
480.59156	0.9496
478.53775	0.95092
476.48394	0.95195
474.43013	0.95096
472.37632	0.95112
470.32251	0.95224
468.2687	0.95139
466.21489	0.94951
464.16108	0.9512
462.10727	0.95603
460.05346	0.9542
457.99965	0.92949
455.94584	0.87412
453.89203	0.81716
451.83822	0.79959
449.78441	0.83022
447.7306	0.87459
445.67679	0.90315
443.62298	0.91509
441.56916	0.92006
439.51535	0.92277
437.46154	0.92643
435.40773	0.93273
433.35392	0.93669
431.30011	0.93506
429.2463	0.93265
427.19249	0.93403
425.13868	0.94204
423.08487	0.95414
421.03106	0.96253
418.97725	0.95965
416.92344	0.94876
414.86963	0.94372
412.81582	0.94604
410.76201	0.95074
408.7082	0.95
406.65439	0.943
404.60058	0.93655
402.54677	0.93421
400.49296	0.93402
398.43915	0.93485
KMeans Clustering	7.0
Spectral Clustering	9.0
Agglomerative Clustering	6.0
