Numero de onda	Muestra 745
3996.7144	0.97102
3994.66059	0.97084
3992.60678	0.9705
3990.55297	0.97028
3988.49916	0.97086
3986.44535	0.97177
3984.39154	0.97232
3982.33773	0.97239
3980.28391	0.97162
3978.2301	0.97052
3976.17629	0.97047
3974.12248	0.97137
3972.06867	0.97223
3970.01486	0.97243
3967.96105	0.97212
3965.90724	0.97213
3963.85343	0.97229
3961.79962	0.9719
3959.74581	0.97135
3957.692	0.97129
3955.63819	0.97145
3953.58438	0.97151
3951.53057	0.97158
3949.47676	0.97164
3947.42295	0.97189
3945.36914	0.972
3943.31533	0.97158
3941.26152	0.97147
3939.20771	0.97166
3937.1539	0.9716
3935.10009	0.9717
3933.04628	0.97207
3930.99247	0.97204
3928.93866	0.97152
3926.88485	0.97132
3924.83104	0.97181
3922.77723	0.97236
3920.72342	0.97236
3918.66961	0.97218
3916.6158	0.97196
3914.56199	0.9714
3912.50818	0.97108
3910.45437	0.97131
3908.40056	0.97177
3906.34675	0.97205
3904.29294	0.97169
3902.23913	0.97158
3900.18532	0.97199
3898.13151	0.97162
3896.0777	0.97116
3894.02389	0.97136
3891.97008	0.97164
3889.91627	0.97179
3887.86246	0.97204
3885.80865	0.9722
3883.75484	0.97197
3881.70103	0.97156
3879.64722	0.97168
3877.59341	0.9718
3875.5396	0.97122
3873.48579	0.9709
3871.43198	0.97126
3869.37817	0.9716
3867.32436	0.97175
3865.27055	0.97198
3863.21674	0.9724
3861.16293	0.97248
3859.10912	0.97236
3857.05531	0.97233
3855.0015	0.97223
3852.94769	0.97245
3850.89388	0.97264
3848.84007	0.97236
3846.78626	0.97211
3844.73245	0.97191
3842.67864	0.97159
3840.62483	0.9716
3838.57102	0.97189
3836.51721	0.97153
3834.4634	0.97091
3832.40959	0.97067
3830.35578	0.97099
3828.30197	0.97159
3826.24816	0.97219
3824.19435	0.97269
3822.14054	0.97266
3820.08673	0.97276
3818.03292	0.97391
3815.97911	0.97426
3813.9253	0.97275
3811.87149	0.97185
3809.81768	0.97224
3807.76387	0.97232
3805.71006	0.97151
3803.65625	0.97124
3801.60244	0.97184
3799.54863	0.97222
3797.49482	0.97254
3795.44101	0.97308
3793.3872	0.9728
3791.33339	0.97216
3789.27958	0.97209
3787.22577	0.97225
3785.17196	0.9723
3783.11815	0.97224
3781.06434	0.97212
3779.01053	0.97246
3776.95672	0.97335
3774.90291	0.97343
3772.8491	0.97241
3770.79529	0.97154
3768.74148	0.97158
3766.68767	0.97209
3764.63386	0.97259
3762.58005	0.97277
3760.52624	0.97255
3758.47243	0.97208
3756.41862	0.97192
3754.36481	0.9719
3752.311	0.9711
3750.25719	0.9705
3748.20338	0.97158
3746.14957	0.97266
3744.09576	0.97287
3742.04195	0.97279
3739.98814	0.97227
3737.93433	0.97108
3735.88052	0.97032
3733.82671	0.97082
3731.7729	0.97158
3729.71909	0.97224
3727.66528	0.97259
3725.61147	0.9724
3723.55766	0.97238
3721.50385	0.9727
3719.45004	0.97264
3717.39623	0.97244
3715.34242	0.97245
3713.28861	0.97246
3711.2348	0.97215
3709.18099	0.97163
3707.12718	0.97151
3705.07337	0.97175
3703.01956	0.97198
3700.96575	0.97216
3698.91194	0.97202
3696.85813	0.97196
3694.80432	0.9725
3692.75051	0.9728
3690.6967	0.97238
3688.64289	0.97204
3686.58907	0.97219
3684.53526	0.97251
3682.48145	0.97294
3680.42764	0.97318
3678.37383	0.97327
3676.32002	0.97375
3674.26621	0.97384
3672.2124	0.97289
3670.15859	0.97187
3668.10478	0.97175
3666.05097	0.97228
3663.99716	0.97285
3661.94335	0.97291
3659.88954	0.97239
3657.83573	0.97167
3655.78192	0.97083
3653.72811	0.97046
3651.6743	0.97037
3649.62049	0.97007
3647.56668	0.97053
3645.51287	0.97164
3643.45906	0.97227
3641.40525	0.97223
3639.35144	0.97211
3637.29763	0.97219
3635.24382	0.972
3633.19001	0.97145
3631.1362	0.97107
3629.08239	0.97123
3627.02858	0.97114
3624.97477	0.97076
3622.92096	0.97058
3620.86715	0.97014
3618.81334	0.96957
3616.75953	0.96982
3614.70572	0.97065
3612.65191	0.97107
3610.5981	0.97054
3608.54429	0.96995
3606.49048	0.97022
3604.43667	0.97082
3602.38286	0.97099
3600.32905	0.97068
3598.27524	0.97045
3596.22143	0.97015
3594.16762	0.96963
3592.11381	0.96965
3590.06	0.96991
3588.00619	0.96935
3585.95238	0.9683
3583.89857	0.96799
3581.84476	0.96821
3579.79095	0.96815
3577.73714	0.9675
3575.68333	0.96692
3573.62952	0.96684
3571.57571	0.96722
3569.5219	0.9677
3567.46809	0.96679
3565.41428	0.96518
3563.36047	0.96489
3561.30666	0.96506
3559.25285	0.96505
3557.19904	0.96495
3555.14523	0.96479
3553.09142	0.9647
3551.03761	0.96476
3548.9838	0.96466
3546.92999	0.96419
3544.87618	0.96362
3542.82237	0.96346
3540.76856	0.96379
3538.71475	0.96398
3536.66094	0.96375
3534.60713	0.96361
3532.55332	0.96367
3530.49951	0.96368
3528.4457	0.96364
3526.39189	0.96329
3524.33808	0.96229
3522.28427	0.96166
3520.23046	0.96209
