Numero de onda	polietileno.dpt
2324.913	0.99568
2322.85919	0.99678
2320.80538	0.99754
2318.75157	0.99747
2316.69776	0.99746
2314.64395	0.99812
2312.59014	0.99888
2310.53633	0.99865
2308.48252	0.99781
2306.42871	0.99748
2304.3749	0.9976
2302.32109	0.99758
2300.26728	0.99734
2298.21347	0.99739
2296.15966	0.99818
2294.10585	0.99891
2292.05204	0.99841
2289.99823	0.9972
2287.94442	0.99639
2285.89061	0.99632
2283.8368	0.99673
2281.78299	0.99737
2279.72918	0.99814
2277.67537	0.99873
2275.62156	0.9993
2273.56775	1.00006
2271.51394	1.00067
2269.46013	1.00122
2267.40632	1.00171
2265.35251	1.001
2263.2987	0.99929
2261.24489	0.99799
2259.19108	0.99789
2257.13727	0.99869
2255.08346	0.99946
2253.02965	0.99991
2250.97584	1.00004
2248.92203	1.00043
2246.86822	1.00078
2244.81441	1.00007
2242.7606	1.00044
2240.70679	1.00308
2238.65298	1.00404
2236.59917	1.00151
2234.54536	0.99888
2232.49155	0.99788
2230.43774	0.9979
2228.38393	0.99892
2226.33012	1.00052
2224.27631	1.00156
2222.2225	1.00225
2220.16869	1.00316
2218.11488	1.00333
2216.06107	1.00295
2214.00726	1.00312
2211.95344	1.00304
2209.89963	1.00246
2207.84582	1.00247
2205.79201	1.00285
2203.7382	1.00339
2201.68439	1.00355
2199.63058	1.00273
2197.57677	1.00253
2195.52296	1.00334
2193.46915	1.00409
2191.41534	1.00447
2189.36153	1.00367
2187.30772	1.00205
2185.25391	1.00048
2183.2001	0.99935
2181.14629	1.00013
2179.09248	1.00082
2177.03867	0.99907
2174.98486	0.99939
2172.93105	1.00309
2170.87724	1.00451
2168.82343	1.00159
2166.76962	0.99802
2164.71581	0.99885
2162.662	1.00256
2160.60819	1.00184
2158.55438	0.99947
2156.50057	1.00119
2154.44676	1.00321
2152.39295	1.00366
2150.33914	1.00243
2148.28533	1.00134
2146.23152	1.00264
2144.17771	1.00323
2142.1239	1.00151
2140.07009	0.99998
2138.01628	1.00016
2135.96247	1.00179
2133.90866	1.00248
2131.85485	1.00188
2129.80104	1.00212
2127.74723	1.00265
2125.69342	1.00214
2123.63961	1.00087
2121.5858	1.0003
2119.53199	1.00114
2117.47818	1.00248
2115.42437	1.00356
2113.37056	1.0036
2111.31675	1.00298
2109.26294	1.00261
2107.20913	1.00264
2105.15532	1.00334
2103.10151	1.00338
2101.0477	1.0017
2098.99389	1.00053
2096.94008	1.00144
2094.88627	1.00265
2092.83246	1.00232
2090.77865	1.00059
2088.72484	0.9992
2086.67103	0.99946
2084.61722	1.00042
2082.56341	1.00089
2080.5096	1.00107
2078.45579	1.00128
2076.40198	1.00091
2074.34817	1.00013
2072.29436	1.00017
2070.24055	1.00087
2068.18674	1.00148
2066.13293	1.00184
2064.07912	1.00135
2062.02531	1.0001
2059.9715	0.99922
2057.91769	0.99903
2055.86388	0.99961
2053.81007	0.9997
2051.75626	0.99787
2049.70245	0.99692
2047.64864	0.99836
2045.59483	0.99928
2043.54102	0.99914
2041.48721	0.99877
2039.4334	0.99842
2037.37959	0.99846
2035.32578	0.99997
2033.27197	1.00247
2031.21816	1.00359
2029.16435	1.0041
2027.11054	1.00384
2025.05673	1.00098
2023.00292	0.99749
2020.94911	0.99644
2018.8953	0.99846
2016.84149	1.00173
2014.78768	1.00397
2012.73387	1.00356
2010.68006	1.00114
2008.62625	1.00061
2006.57244	1.00269
2004.51863	1.00401
2002.46482	1.00359
2000.41101	1.00227
1998.3572	1.00138
1996.30339	1.00197
1994.24958	1.00262
1992.19577	1.00246
1990.14196	1.00316
1988.08815	1.00325
1986.03434	1.00137
1983.98053	1.00042
1981.92672	1.00063
1979.87291	1.00017
1977.8191	1.00022
1975.76529	1.00133
1973.71148	1.00261
1971.65767	1.00448
1969.60386	1.00603
1967.55005	1.00611
1965.49624	1.00529
1963.44243	1.00417
1961.38862	1.00273
1959.33481	1.00196
1957.281	1.00243
1955.22719	1.00196
1953.17338	1.00063
1951.11957	1.00025
1949.06576	0.99978
1947.01195	0.99862
1944.95814	0.99814
1942.90433	0.99838
1940.85052	0.99958
1938.79671	1.00136
1936.7429	1.00143
1934.68909	1.00061
1932.63528	1.0013
1930.58147	1.00296
1928.52766	1.0032
1926.47385	1.00222
1924.42004	1.00194
1922.36623	1.00148
1920.31242	1.0006
1918.25861	1.00114
1916.20479	1.00264
1914.15098	1.00285
1912.09717	1.00139
1910.04336	1.00038
1907.98955	1.00095
1905.93574	1.00136
1903.88193	1.00086
1901.82812	1.00027
1899.77431	0.99952
1897.7205	0.99841
1895.66669	0.99805
1893.61288	0.99901
1891.55907	1.00004
1889.50526	1.00063
1887.45145	1.00107
1885.39764	1.00127
1883.34383	1.00118
1881.29002	1.00096
1879.23621	1.00094
1877.1824	1.00091
1875.12859	1.00046
1873.07478	1.00011
1871.02097	1.00045
1868.96716	1.00124
1866.91335	1.0019
1864.85954	1.00224
1862.80573	1.00229
1860.75192	1.00164
1858.69811	1.00063
1856.6443	1.00042
1854.59049	1.00083
1852.53668	1.00124
1850.48287	1.00152
1848.42906	1.00134
1846.37525	1.00119
1844.32144	1.00169
1842.26763	1.00203
1840.21382	1.00153
1838.16001	1.00048
1836.1062	0.99992
1834.05239	1.00005
1831.99858	0.99999
1829.94477	0.99994
1827.89096	1.00022
1825.83715	1.00052
1823.78334	1.00076
1821.72953	1.00077
1819.67572	1.00046
1817.62191	0.99995
1815.5681	0.99987
1813.51429	1.00046
1811.46048	1.00107
1809.40667	1.001
1807.35286	1.0003
1805.29905	0.99962
1803.24524	0.99943
1801.19143	0.99961
1799.13762	0.99987
1797.08381	1.00009
1795.03	1.00028
1792.97619	1.0003
1790.92238	1.00002
1788.86857	0.99978
1786.81476	0.99974
1784.76095	0.99985
1782.70714	0.99996
1780.65333	0.99989
1778.59952	0.99998
1776.54571	1.0002
1774.4919	0.9998
1772.43809	0.99905
1770.38428	0.99882
1768.33047	0.9987
1766.27666	0.99837
1764.22285	0.99822
1762.16904	0.99811
1760.11523	0.99799
1758.06142	0.99814
1756.00761	0.99828
1753.9538	0.99806
1751.89999	0.99746
1749.84618	0.99684
1747.79237	0.99678
1745.73856	0.99697
1743.68475	0.9971
1741.63094	0.99721
1739.57713	0.99722
1737.52332	0.99713
1735.46951	0.99719
1733.4157	0.99748
1731.36189	0.99757
1729.30808	0.99752
1727.25427	0.99751
1725.20046	0.99724
1723.14665	0.99662
1721.09284	0.99655
1719.03903	0.99752
1716.98522	0.99834
1714.93141	0.99794
1712.8776	0.9972
1710.82379	0.99675
1708.76998	0.99677
1706.71617	0.99712
1704.66236	0.99735
1702.60855	0.99731
1700.55474	0.99772
1698.50093	0.99827
1696.44712	0.99775
1694.39331	0.99676
1692.3395	0.99631
1690.28569	0.99613
1688.23188	0.99587
1686.17807	0.99566
1684.12426	0.99535
1682.07045	0.9948
1680.01664	0.99412
1677.96283	0.99326
1675.90902	0.99233
1673.85521	0.99137
1671.8014	0.99032
1669.74759	0.98875
1667.69378	0.98646
1665.63997	0.98414
1663.58616	0.98119
1661.53235	0.97689
1659.47854	0.97167
1657.42473	0.96564
1655.37092	0.95722
1653.31711	0.93478
1651.2633	0.90032
1649.20949	0.87043
1647.15568	0.83739
1645.10187	0.82229
1643.04806	0.83972
1640.99425	0.87101
1638.94044	0.89971
1636.88663	0.9196
1634.83282	0.92996
1632.77901	0.9311
1630.7252	0.92948
1628.67139	0.93006
1626.61758	0.9358
1624.56377	0.9468
1622.50996	0.96041
1620.45614	0.97055
1618.40233	0.97697
1616.34852	0.98222
1614.29471	0.98544
1612.2409	0.98716
1610.18709	0.98857
1608.13328	0.98979
1606.07947	0.99062
1604.02566	0.99118
1601.97185	0.99175
1599.91804	0.99235
1597.86423	0.9926
1595.81042	0.99237
1593.75661	0.99213
1591.7028	0.9922
1589.64899	0.9924
1587.59518	0.99267
1585.54137	0.99288
1583.48756	0.99316
1581.43375	0.99357
1579.37994	0.99376
1577.32613	0.99356
1575.27232	0.99343
1573.21851	0.99383
1571.1647	0.99417
1569.11089	0.99415
1567.05708	0.99409
1565.00327	0.99419
1562.94946	0.99433
1560.89565	0.99446
1558.84184	0.99438
1556.78803	0.99404
1554.73422	0.99383
1552.68041	0.99384
1550.6266	0.99403
1548.57279	0.99424
1546.51898	0.99472
1544.46517	0.99532
1542.41136	0.99543
1540.35755	0.99482
1538.30374	0.99393
1536.24993	0.9936
1534.19612	0.99369
1532.14231	0.99349
1530.0885	0.99298
1528.03469	0.99279
1525.98088	0.99297
1523.92707	0.99298
1521.87326	0.99255
1519.81945	0.99238
1517.76564	0.99255
1515.71183	0.99248
1513.65802	0.99196
1511.60421	0.99138
1509.5504	0.99113
1507.49659	0.99108
1505.44278	0.99052
1503.38897	0.98974
1501.33516	0.9892
1499.28135	0.98878
1497.22754	0.98814
1495.17373	0.98688
1493.11992	0.98552
1491.06611	0.98413
1489.0123	0.98235
1486.95849	0.98029
1484.90468	0.97786
1482.85087	0.97393
1480.79706	0.96661
1478.74325	0.95139
1476.68944	0.91456
1474.63563	0.84425
1472.58182	0.7659
1470.52801	0.72973
1468.4742	0.72593
1466.42039	0.72464
1464.36658	0.71961
1462.31277	0.73201
1460.25896	0.77024
1458.20515	0.81918
1456.15134	0.85941
1454.09753	0.88266
1452.04372	0.89938
1449.98991	0.91314
1447.9361	0.92287
1445.88229	0.9285
1443.82848	0.93166
1441.77467	0.93473
1439.72086	0.93815
1437.66705	0.94154
1435.61324	0.94438
1433.55943	0.94595
1431.50562	0.94611
1429.45181	0.94415
1427.398	0.94007
1425.34419	0.93475
1423.29038	0.92909
1421.23657	0.92479
1419.18276	0.92467
1417.12895	0.93191
1415.07514	0.94323
1413.02133	0.95405
1410.96752	0.96239
1408.91371	0.96833
1406.8599	0.9728
1404.80609	0.97597
1402.75228	0.97758
1400.69847	0.97863
1398.64466	0.98024
1396.59085	0.98211
1394.53704	0.98338
