Numero de onda	policloruro_vinilo.dpt
2446.08779	0.96807
2444.03398	0.96794
2441.98017	0.96846
2439.92636	0.96915
2437.87255	0.96927
2435.81874	0.96895
2433.76493	0.96911
2431.71112	0.96996
2429.65731	0.97071
2427.6035	0.9708
2425.54969	0.97036
2423.49588	0.96981
2421.44207	0.96936
2419.38826	0.96918
2417.33445	0.96928
2415.28064	0.96904
2413.22683	0.96879
2411.17302	0.96896
2409.11921	0.96898
2407.0654	0.96915
2405.01159	0.96983
2402.95778	0.97002
2400.90397	0.96968
2398.85016	0.96976
2396.79635	0.97027
2394.74254	0.97058
2392.68873	0.97046
2390.63492	0.96989
2388.58111	0.96936
2386.5273	0.96949
2384.47349	0.96977
2382.41968	0.96965
2380.36587	0.96941
2378.31206	0.96904
2376.25825	0.96881
2374.20444	0.9692
2372.15063	0.96928
2370.09682	0.96828
2368.04301	0.96703
2365.9892	0.96651
2363.93539	0.9671
2361.88158	0.96771
2359.82777	0.96748
2357.77396	0.96748
2355.72015	0.96807
2353.66634	0.96864
2351.61253	0.96858
2349.55872	0.96804
2347.50491	0.96753
2345.4511	0.96724
2343.39729	0.9672
2341.34348	0.9675
2339.28967	0.96836
2337.23586	0.96915
2335.18205	0.96927
2333.12824	0.96933
2331.07443	0.96921
2329.02062	0.96853
2326.96681	0.96779
2324.913	0.96723
2322.85919	0.96701
2320.80538	0.96706
2318.75157	0.9674
2316.69776	0.96818
2314.64395	0.96866
2312.59014	0.96821
2310.53633	0.96782
2308.48252	0.96814
2306.42871	0.96863
2304.3749	0.96898
2302.32109	0.96882
2300.26728	0.9686
2298.21347	0.96887
2296.15966	0.96894
2294.10585	0.96873
2292.05204	0.96894
2289.99823	0.96915
2287.94442	0.9687
2285.89061	0.96796
2283.8368	0.96777
2281.78299	0.96877
2279.72918	0.9701
2277.67537	0.97017
2275.62156	0.96905
2273.56775	0.96779
2271.51394	0.96755
2269.46013	0.96839
2267.40632	0.96887
2265.35251	0.96869
2263.2987	0.96871
2261.24489	0.96899
2259.19108	0.96875
2257.13727	0.96804
2255.08346	0.96853
2253.02965	0.97001
2250.97584	0.9703
2248.92203	0.96945
2246.86822	0.96852
2244.81441	0.96803
2242.7606	0.96857
2240.70679	0.96906
2238.65298	0.96868
2236.59917	0.9685
2234.54536	0.9679
2232.49155	0.96635
2230.43774	0.96551
2228.38393	0.96689
2226.33012	0.96959
2224.27631	0.97072
2222.2225	0.96978
2220.16869	0.96839
2218.11488	0.9679
2216.06107	0.96851
2214.00726	0.96968
2211.95344	0.97075
2209.89963	0.97048
2207.84582	0.96919
2205.79201	0.96824
2203.7382	0.96784
2201.68439	0.96767
2199.63058	0.96769
2197.57677	0.96806
2195.52296	0.9686
2193.46915	0.96847
2191.41534	0.96766
2189.36153	0.9672
2187.30772	0.96755
2185.25391	0.96944
2183.2001	0.97271
2181.14629	0.97425
2179.09248	0.97244
2177.03867	0.96994
2174.98486	0.9691
2172.93105	0.96948
2170.87724	0.96982
2168.82343	0.96991
2166.76962	0.96935
2164.71581	0.96863
2162.662	0.9693
2160.60819	0.96979
2158.55438	0.96897
2156.50057	0.96967
2154.44676	0.97062
2152.39295	0.96918
2150.33914	0.96835
2148.28533	0.96919
2146.23152	0.96944
2144.17771	0.96946
2142.1239	0.97016
2140.07009	0.97055
2138.01628	0.97066
2135.96247	0.97253
2133.90866	0.97482
2131.85485	0.97422
2129.80104	0.97237
2127.74723	0.97184
2125.69342	0.97166
2123.63961	0.97112
2121.5858	0.97025
2119.53199	0.96862
2117.47818	0.9677
2115.42437	0.96864
2113.37056	0.96977
2111.31675	0.96972
2109.26294	0.96937
2107.20913	0.96933
2105.15532	0.96898
2103.10151	0.96866
2101.0477	0.96947
2098.99389	0.97028
2096.94008	0.96977
2094.88627	0.96962
2092.83246	0.97049
2090.77865	0.97087
2088.72484	0.97058
2086.67103	0.9708
2084.61722	0.97146
2082.56341	0.97147
2080.5096	0.97042
2078.45579	0.9687
2076.40198	0.9679
2074.34817	0.96831
2072.29436	0.96825
2070.24055	0.96833
2068.18674	0.96981
2066.13293	0.97085
2064.07912	0.96972
2062.02531	0.96798
2059.9715	0.96773
2057.91769	0.968
2055.86388	0.96748
2053.81007	0.96656
2051.75626	0.96571
2049.70245	0.96594
2047.64864	0.9678
2045.59483	0.96994
2043.54102	0.9707
2041.48721	0.9702
2039.4334	0.96954
2037.37959	0.96868
2035.32578	0.96722
2033.27197	0.96591
2031.21816	0.9665
2029.16435	0.96905
2027.11054	0.97095
2025.05673	0.97147
2023.00292	0.97169
2020.94911	0.97167
2018.8953	0.97212
2016.84149	0.97227
2014.78768	0.97115
2012.73387	0.96983
2010.68006	0.96858
2008.62625	0.96831
2006.57244	0.96954
2004.51863	0.97076
2002.46482	0.97084
2000.41101	0.97028
1998.3572	0.97008
1996.30339	0.96941
1994.24958	0.96748
1992.19577	0.96635
1990.14196	0.96707
1988.08815	0.96764
1986.03434	0.96791
1983.98053	0.96875
1981.92672	0.96894
1979.87291	0.9685
1977.8191	0.96968
1975.76529	0.9717
1973.71148	0.97229
1971.65767	0.97198
1969.60386	0.97051
1967.55005	0.9688
1965.49624	0.96904
1963.44243	0.96982
1961.38862	0.97033
1959.33481	0.97157
1957.281	0.97237
1955.22719	0.97195
1953.17338	0.97073
1951.11957	0.96936
1949.06576	0.96918
1947.01195	0.97001
1944.95814	0.97092
1942.90433	0.97098
1940.85052	0.96931
1938.79671	0.96833
1936.7429	0.96927
1934.68909	0.96953
1932.63528	0.96928
1930.58147	0.97018
1928.52766	0.97091
1926.47385	0.97109
1924.42004	0.97102
1922.36623	0.97028
1920.31242	0.96968
1918.25861	0.97006
1916.20479	0.97091
1914.15098	0.971
1912.09717	0.97078
1910.04336	0.97087
1907.98955	0.97033
1905.93574	0.96963
1903.88193	0.96977
1901.82812	0.96973
1899.77431	0.9696
1897.7205	0.97012
1895.66669	0.97056
1893.61288	0.97078
1891.55907	0.97102
1889.50526	0.97089
1887.45145	0.97058
1885.39764	0.97106
1883.34383	0.97153
1881.29002	0.97045
1879.23621	0.96888
1877.1824	0.96828
1875.12859	0.96827
1873.07478	0.96846
1871.02097	0.9693
1868.96716	0.97036
1866.91335	0.97044
1864.85954	0.96939
1862.80573	0.96812
1860.75192	0.96809
1858.69811	0.96942
1856.6443	0.97058
1854.59049	0.97066
1852.53668	0.96997
1850.48287	0.96946
1848.42906	0.96948
1846.37525	0.96959
1844.32144	0.96964
1842.26763	0.96964
1840.21382	0.96965
1838.16001	0.96962
1836.1062	0.96922
1834.05239	0.96881
1831.99858	0.96876
1829.94477	0.96883
1827.89096	0.96919
1825.83715	0.96965
1823.78334	0.96958
1821.72953	0.96937
1819.67572	0.96939
1817.62191	0.96917
1815.5681	0.96867
1813.51429	0.96852
1811.46048	0.96894
1809.40667	0.96941
1807.35286	0.96944
1805.29905	0.96916
1803.24524	0.96881
1801.19143	0.96849
1799.13762	0.96844
1797.08381	0.96864
1795.03	0.96882
1792.97619	0.96878
1790.92238	0.96864
1788.86857	0.96849
1786.81476	0.96837
1784.76095	0.96847
1782.70714	0.96851
1780.65333	0.96833
1778.59952	0.9685
1776.54571	0.96901
1774.4919	0.96937
1772.43809	0.9694
1770.38428	0.96917
1768.33047	0.96902
1766.27666	0.96877
1764.22285	0.96846
1762.16904	0.96835
1760.11523	0.96835
1758.06142	0.96826
1756.00761	0.96791
1753.9538	0.96761
1751.89999	0.96766
1749.84618	0.96765
1747.79237	0.9672
1745.73856	0.96642
1743.68475	0.96551
1741.63094	0.96482
1739.57713	0.96475
1737.52332	0.96516
1735.46951	0.96578
1733.4157	0.96616
1731.36189	0.96614
1729.30808	0.96619
1727.25427	0.96624
1725.20046	0.96634
1723.14665	0.96669
1721.09284	0.96711
1719.03903	0.96761
1716.98522	0.96796
1714.93141	0.96754
1712.8776	0.9672
1710.82379	0.96716
1708.76998	0.96693
1706.71617	0.96679
1704.66236	0.96709
1702.60855	0.96765
1700.55474	0.96823
1698.50093	0.96843
1696.44712	0.96802
1694.39331	0.96747
1692.3395	0.96736
1690.28569	0.9677
1688.23188	0.96815
1686.17807	0.96843
1684.12426	0.96861
1682.07045	0.96835
1680.01664	0.96783
1677.96283	0.9676
1675.90902	0.96752
1673.85521	0.96729
1671.8014	0.96738
1669.74759	0.96787
1667.69378	0.96808
1665.63997	0.96787
1663.58616	0.96763
1661.53235	0.96753
1659.47854	0.96748
1657.42473	0.96741
1655.37092	0.96737
1653.31711	0.96769
1651.2633	0.96803
1649.20949	0.96807
1647.15568	0.96825
1645.10187	0.96826
1643.04806	0.96791
1640.99425	0.96779
1638.94044	0.96797
1636.88663	0.96806
1634.83282	0.96777
1632.77901	0.96747
1630.7252	0.96741
1628.67139	0.96745
1626.61758	0.96761
1624.56377	0.96792
1622.50996	0.96802
1620.45614	0.96775
1618.40233	0.96744
1616.34852	0.96702
1614.29471	0.96688
1612.2409	0.96724
1610.18709	0.9677
1608.13328	0.96802
1606.07947	0.96793
1604.02566	0.96752
1601.97185	0.96724
1599.91804	0.96735
1597.86423	0.96771
1595.81042	0.96783
1593.75661	0.96782
1591.7028	0.96791
1589.64899	0.96793
1587.59518	0.968
1585.54137	0.96818
1583.48756	0.96831
1581.43375	0.96834
1579.37994	0.96835
1577.32613	0.96836
1575.27232	0.96805
1573.21851	0.96765
1571.1647	0.9675
1569.11089	0.96751
1567.05708	0.96759
1565.00327	0.96764
1562.94946	0.96775
1560.89565	0.96833
1558.84184	0.96891
1556.78803	0.96836
1554.73422	0.96788
1552.68041	0.96785
1550.6266	0.96817
1548.57279	0.96843
1546.51898	0.96843
1544.46517	0.96833
1542.41136	0.96821
1540.35755	0.96843
1538.30374	0.96861
1536.24993	0.96845
1534.19612	0.96846
1532.14231	0.96856
1530.0885	0.96847
1528.03469	0.9684
1525.98088	0.96843
1523.92707	0.96861
1521.87326	0.9689
1519.81945	0.96906
1517.76564	0.96894
1515.71183	0.96847
1513.65802	0.96807
1511.60421	0.96816
1509.5504	0.96844
1507.49659	0.96845
1505.44278	0.96845
1503.38897	0.96861
1501.33516	0.96867
1499.28135	0.96865
1497.22754	0.96869
1495.17373	0.96849
1493.11992	0.96814
1491.06611	0.96795
1489.0123	0.96786
1486.95849	0.96775
1484.90468	0.96762
1482.85087	0.9676
1480.79706	0.96777
1478.74325	0.96818
1476.68944	0.96863
1474.63563	0.96869
1472.58182	0.96814
1470.52801	0.96753
1468.4742	0.96726
1466.42039	0.96723
1464.36658	0.9672
1462.31277	0.96708
1460.25896	0.96713
1458.20515	0.9673
1456.15134	0.96683
1454.09753	0.96577
1452.04372	0.96456
1449.98991	0.96314
1447.9361	0.96145
1445.88229	0.95875
1443.82848	0.95426
1441.77467	0.9475
1439.72086	0.93916
1437.66705	0.92936
1435.61324	0.91978
1433.55943	0.91516
1431.50562	0.91358
1429.45181	0.90984
1427.398	0.90331
1425.34419	0.90048
1423.29038	0.90525
1421.23657	0.91365
1419.18276	0.92226
1417.12895	0.92946
1415.07514	0.9347
1413.02133	0.93975
1410.96752	0.94492
1408.91371	0.94967
1406.8599	0.95371
1404.80609	0.95672
1402.75228	0.95839
1400.69847	0.95936
1398.64466	0.96019
1396.59085	0.96081
1394.53704	0.96034
