Numero de onda	policloruro_vinilo.dpt
1392.48323	0.95874
1390.42942	0.95748
1388.37561	0.95677
1386.3218	0.95589
1384.26799	0.95499
1382.21418	0.95432
1380.16037	0.95362
1378.10656	0.95312
1376.05275	0.95312
1373.99894	0.95313
1371.94513	0.95284
1369.89132	0.95258
1367.83751	0.95224
1365.7837	0.95157
1363.72989	0.95061
1361.67608	0.94929
1359.62227	0.94797
1357.56846	0.94692
1355.51465	0.94585
1353.46084	0.94497
1351.40703	0.94473
1349.35322	0.94499
1347.29941	0.94534
1345.2456	0.94479
1343.19179	0.94248
1341.13798	0.93823
1339.08417	0.93223
1337.03036	0.92606
1334.97655	0.92148
1332.92274	0.91879
1330.86893	0.91741
1328.81512	0.91673
1326.7613	0.91686
1324.70749	0.91786
1322.65368	0.91956
1320.59987	0.92171
1318.54606	0.92413
1316.49225	0.92674
1314.43844	0.9292
1312.38463	0.93127
1310.33082	0.93281
1308.27701	0.93392
1306.2232	0.93501
1304.16939	0.93616
1302.11558	0.93731
1300.06177	0.93858
1298.00796	0.94011
1295.95415	0.94193
1293.90034	0.94368
1291.84653	0.94486
1289.79272	0.94551
1287.73891	0.94577
1285.6851	0.94566
1283.63129	0.94511
1281.57748	0.94392
1279.52367	0.94222
1277.46986	0.94021
1275.41605	0.93763
1273.36224	0.93426
1271.30843	0.93019
1269.25462	0.92559
1267.20081	0.92039
1265.147	0.91441
1263.09319	0.90788
1261.03938	0.90098
1258.98557	0.89376
1256.93176	0.88689
1254.87795	0.88162
1252.82414	0.87908
1250.77033	0.8788
1248.71652	0.87922
1246.66271	0.87924
1244.6089	0.8788
1242.55509	0.87858
1240.50128	0.8793
1238.44747	0.88114
1236.39366	0.88371
1234.33985	0.88639
1232.28604	0.8891
1230.23223	0.89253
1228.17842	0.89747
1226.12461	0.90423
1224.0708	0.91183
1222.01699	0.91848
1219.96318	0.92309
1217.90937	0.92588
1215.85556	0.92753
1213.80175	0.92819
1211.74794	0.92804
1209.69413	0.92771
1207.64032	0.92747
1205.58651	0.92713
1203.5327	0.92653
1201.47889	0.92598
1199.42508	0.92585
1197.37127	0.92596
1195.31746	0.92641
1193.26365	0.92768
1191.20984	0.92963
1189.15603	0.9315
1187.10222	0.93318
1185.04841	0.93521
1182.9946	0.93756
1180.94079	0.93955
1178.88698	0.94095
1176.83317	0.94211
1174.77936	0.94318
1172.72555	0.94411
1170.67174	0.94455
1168.61793	0.94462
1166.56412	0.9451
1164.51031	0.94659
1162.4565	0.94875
1160.40269	0.95069
1158.34888	0.9521
1156.29507	0.9531
1154.24126	0.95368
1152.18745	0.95399
1150.13364	0.9545
1148.07983	0.95496
1146.02602	0.95491
1143.97221	0.95493
1141.9184	0.95516
1139.86459	0.95515
1137.81078	0.95494
1135.75697	0.9545
1133.70316	0.95361
1131.64935	0.95258
1129.59554	0.95147
1127.54173	0.94981
1125.48792	0.94787
1123.43411	0.94636
1121.3803	0.94505
1119.32649	0.9435
1117.27268	0.94221
1115.21887	0.94134
1113.16506	0.93994
1111.11125	0.93766
1109.05744	0.93529
1107.00363	0.933
1104.94982	0.93029
1102.89601	0.92756
1100.8422	0.92567
1098.78839	0.92489
1096.73458	0.92462
1094.68077	0.92395
1092.62696	0.92325
1090.57315	0.92333
1088.51934	0.92388
1086.46553	0.9245
1084.41172	0.92537
1082.35791	0.92652
1080.3041	0.92779
1078.25029	0.92909
1076.19648	0.93016
1074.14267	0.93083
1072.08886	0.93119
1070.03505	0.93153
1067.98124	0.93189
1065.92743	0.93219
1063.87362	0.93263
1061.81981	0.93328
1059.766	0.93404
1057.71219	0.93467
1055.65838	0.93492
1053.60457	0.93527
1051.55076	0.93587
1049.49695	0.93581
1047.44314	0.93552
1045.38933	0.93611
1043.33552	0.93672
1041.28171	0.93663
1039.2279	0.93663
1037.17409	0.93703
1035.12028	0.93752
1033.06647	0.93775
1031.01265	0.93739
1028.95884	0.93681
1026.90503	0.93652
1024.85122	0.93674
1022.79741	0.9371
1020.7436	0.93708
1018.68979	0.93693
1016.63598	0.93688
1014.58217	0.93687
1012.52836	0.93687
1010.47455	0.93686
1008.42074	0.93664
1006.36693	0.93622
1004.31312	0.93587
1002.25931	0.9356
1000.2055	0.93502
998.15169	0.93386
996.09788	0.93261
994.04407	0.93169
991.99026	0.93094
989.93645	0.92983
987.88264	0.92828
985.82883	0.92664
983.77502	0.92453
981.72121	0.92173
979.6674	0.91879
977.61359	0.91571
975.55978	0.91204
973.50597	0.90787
971.45216	0.90408
969.39835	0.90093
967.34454	0.89801
965.29073	0.89554
963.23692	0.89393
961.18311	0.8931
959.1293	0.89267
957.07549	0.89249
955.02168	0.89299
952.96787	0.89468
950.91406	0.89741
948.86025	0.90059
946.80644	0.90366
944.75263	0.90613
942.69882	0.90777
940.64501	0.90895
938.5912	0.91007
936.53739	0.91114
934.48358	0.91217
932.42977	0.91307
930.37596	0.9138
928.32215	0.91446
926.26834	0.91511
924.21453	0.9157
922.16072	0.91603
920.10691	0.91666
918.0531	0.9184
915.99929	0.92049
913.94548	0.92148
911.89167	0.92183
909.83786	0.92297
907.78405	0.92482
905.73024	0.92658
903.67643	0.92785
901.62262	0.92845
899.56881	0.92887
897.515	0.92962
895.46119	0.93017
893.40738	0.93033
891.35357	0.93049
889.29976	0.93081
887.24595	0.93108
885.19214	0.93098
883.13833	0.93075
881.08452	0.93079
879.03071	0.93112
876.9769	0.9314
874.92309	0.93137
872.86928	0.93158
870.81547	0.93219
868.76166	0.93263
866.70785	0.93263
864.65404	0.93222
862.60023	0.93195
860.54642	0.93202
858.49261	0.93232
856.4388	0.93268
854.38499	0.9324
852.33118	0.932
850.27737	0.9321
848.22356	0.93198
846.16975	0.93139
844.11594	0.93109
842.06213	0.93117
840.00832	0.9311
837.95451	0.93068
835.9007	0.92984
833.84689	0.92931
831.79308	0.92973
829.73927	0.93087
827.68546	0.93303
825.63165	0.93643
823.57784	0.93978
821.52403	0.94213
819.47022	0.94354
817.41641	0.94458
815.3626	0.94619
813.30879	0.94812
811.25498	0.94952
809.20117	0.94999
807.14736	0.94997
805.09355	0.95027
803.03974	0.95051
800.98593	0.95034
798.93212	0.95064
796.87831	0.95128
794.8245	0.95151
792.77069	0.9516
790.71688	0.95157
788.66307	0.95167
786.60926	0.95239
784.55545	0.95292
782.50164	0.95245
780.44783	0.95175
778.39402	0.95151
776.34021	0.95112
774.2864	0.95065
772.23259	0.95076
770.17878	0.95088
768.12497	0.95066
766.07116	0.95052
764.01735	0.9503
761.96354	0.94956
759.90973	0.94882
757.85592	0.94926
755.80211	0.94994
753.7483	0.94931
751.69449	0.94832
749.64068	0.94825
747.58687	0.94918
745.53306	0.95003
743.47925	0.94989
741.42544	0.94955
739.37163	0.94927
737.31781	0.94883
735.264	0.94867
733.21019	0.94802
731.15638	0.94647
729.10257	0.9452
727.04876	0.94457
724.99495	0.94335
722.94114	0.94088
720.88733	0.93861
718.83352	0.93739
716.77971	0.93565
714.7259	0.93295
712.67209	0.93015
710.61828	0.92725
708.56447	0.92372
706.51066	0.91899
704.45685	0.91344
702.40304	0.90847
700.34923	0.90476
698.29542	0.90177
696.24161	0.899
694.1878	0.8964
692.13399	0.89483
690.08018	0.89445
688.02637	0.8937
685.97256	0.89289
683.91875	0.89273
681.86494	0.89268
679.81113	0.89285
677.75732	0.89368
675.70351	0.89563
673.6497	0.89811
671.59589	0.90008
669.54208	0.90289
667.48827	0.90753
665.43446	0.9097
663.38065	0.90983
661.32684	0.90956
659.27303	0.90835
657.21922	0.90559
655.16541	0.90085
653.1116	0.89415
651.05779	0.88747
649.00398	0.88219
646.95017	0.87727
644.89636	0.8714
642.84255	0.86432
640.78874	0.85659
638.73493	0.8494
636.68112	0.84445
634.62731	0.84238
632.5735	0.84164
630.51969	0.84102
628.46588	0.841
626.41207	0.84146
624.35826	0.84021
622.30445	0.83617
620.25064	0.83107
618.19683	0.8257
616.14302	0.8203
614.08921	0.81565
612.0354	0.81169
609.98159	0.80859
607.92778	0.80688
605.87397	0.80642
603.82016	0.80864
601.76635	0.81617
599.71254	0.82833
597.65873	0.84135
595.60492	0.85325
593.55111	0.86344
591.4973	0.87095
589.44349	0.87675
587.38968	0.88211
585.33587	0.88627
583.28206	0.88904
581.22825	0.8913
579.17444	0.89386
577.12063	0.89626
575.06682	0.89769
573.01301	0.89918
570.9592	0.90013
568.90539	0.9002
566.85158	0.90169
564.79777	0.90358
562.74396	0.90426
560.69015	0.90595
558.63634	0.90919
556.58253	0.91139
554.52872	0.91128
552.47491	0.91008
550.4211	0.90913
548.36729	0.90913
546.31348	0.91028
544.25967	0.911
542.20586	0.91042
540.15205	0.91031
538.09824	0.91089
536.04443	0.91152
533.99062	0.91297
531.93681	0.91456
529.883	0.915
527.82919	0.91528
525.77538	0.91627
523.72157	0.91703
521.66776	0.9168
519.61395	0.91623
517.56014	0.91643
515.50633	0.91619
513.45252	0.91532
511.39871	0.91623
509.3449	0.91845
507.29109	0.91909
505.23728	0.91736
503.18347	0.91537
501.12966	0.91442
499.07585	0.91379
497.02204	0.91354
494.96823	0.914
492.91442	0.91481
490.86061	0.91466
488.8068	0.91189
486.75299	0.90879
484.69918	0.90965
482.64537	0.91255
480.59156	0.91368
478.53775	0.91427
476.48394	0.91491
474.43013	0.91614
472.37632	0.91954
470.32251	0.92141
468.2687	0.91858
466.21489	0.91612
464.16108	0.91854
462.10727	0.92286
460.05346	0.92503
457.99965	0.92382
455.94584	0.92159
453.89203	0.92138
451.83822	0.92133
449.78441	0.91949
447.7306	0.91633
445.67679	0.91556
443.62298	0.91655
441.56916	0.91313
439.51535	0.91109
437.46154	0.91376
435.40773	0.91347
433.35392	0.9088
431.30011	0.90403
429.2463	0.90116
427.19249	0.89876
425.13868	0.89853
423.08487	0.90322
421.03106	0.9069
418.97725	0.90797
416.92344	0.91027
414.86963	0.9087
412.81582	0.90301
410.76201	0.9002
408.7082	0.90164
406.65439	0.90353
404.60058	0.90414
402.54677	0.90241
400.49296	0.90118
398.43915	0.90233
KMeans Clustering	8.0
Spectral Clustering	3.0
Agglomerative Clustering	0.0
