Numero de onda	poliettilrn_succinato.dpt
1386.3218	0.5565
1384.26799	0.53094
1382.21418	0.52122
1380.16037	0.52617
1378.10656	0.54515
1376.05275	0.57624
1373.99894	0.6172
1371.94513	0.65968
1369.89132	0.69712
1367.83751	0.72922
1365.7837	0.75377
1363.72989	0.77337
1361.67608	0.79184
1359.62227	0.80572
1357.56846	0.81172
1355.51465	0.80859
1353.46084	0.79136
1351.40703	0.75234
1349.35322	0.69477
1347.29941	0.64517
1345.2456	0.63066
1343.19179	0.65248
1341.13798	0.69905
1339.08417	0.75621
1337.03036	0.80291
1334.97655	0.83124
1332.92274	0.84719
1330.86893	0.85546
1328.81512	0.85828
1326.7613	0.85687
1324.70749	0.85268
1322.65368	0.84763
1320.59987	0.8431
1318.54606	0.83995
1316.49225	0.83912
1314.43844	0.84109
1312.38463	0.84552
1310.33082	0.85165
1308.27701	0.85852
1306.2232	0.86465
1304.16939	0.86853
1302.11558	0.86982
1300.06177	0.86878
1298.00796	0.86579
1295.95415	0.86174
1293.90034	0.8571
1291.84653	0.85132
1289.79272	0.8439
1287.73891	0.8348
1285.6851	0.82424
1283.63129	0.81269
1281.57748	0.80007
1279.52367	0.78658
1277.46986	0.77382
1275.41605	0.76446
1273.36224	0.75987
1271.30843	0.75808
1269.25462	0.75535
1267.20081	0.74825
1265.147	0.73273
1263.09319	0.70599
1261.03938	0.67493
1258.98557	0.65721
1256.93176	0.66288
1254.87795	0.68251
1252.82414	0.70127
1250.77033	0.71318
1248.71652	0.71964
1246.66271	0.72306
1244.6089	0.72448
1242.55509	0.72358
1240.50128	0.71883
1238.44747	0.70835
1236.39366	0.69086
1234.33985	0.66632
1232.28604	0.63753
1230.23223	0.60925
1228.17842	0.58395
1226.12461	0.56088
1224.0708	0.53883
1222.01699	0.51757
1219.96318	0.49702
1217.90937	0.47634
1215.85556	0.45519
1213.80175	0.43518
1211.74794	0.41974
1209.69413	0.41305
1207.64032	0.41837
1205.58651	0.43631
1203.5327	0.46411
1201.47889	0.49727
1199.42508	0.53172
1197.37127	0.56399
1195.31746	0.59099
1193.26365	0.61001
1191.20984	0.6175
1189.15603	0.60895
1187.10222	0.58391
1185.04841	0.54973
1182.9946	0.516
1180.94079	0.48741
1178.88698	0.46402
1176.83317	0.4448
1174.77936	0.42878
1172.72555	0.41499
1170.67174	0.40247
1168.61793	0.38969
1166.56412	0.37486
1164.51031	0.35744
1162.4565	0.33883
1160.40269	0.32111
1158.34888	0.30558
1156.29507	0.29229
1154.24126	0.28048
1152.18745	0.27001
1150.13364	0.26162
1148.07983	0.2562
1146.02602	0.25486
1143.97221	0.25868
1141.9184	0.26813
1139.86459	0.28276
1137.81078	0.30109
1135.75697	0.3214
1133.70316	0.3427
1131.64935	0.36435
1129.59554	0.38585
1127.54173	0.40706
1125.48792	0.42764
1123.43411	0.44698
1121.3803	0.4652
1119.32649	0.48441
1117.27268	0.50714
1115.21887	0.53321
1113.16506	0.56012
1111.11125	0.58551
1109.05744	0.60853
1107.00363	0.6293
1104.94982	0.64805
1102.89601	0.66482
1100.8422	0.67914
1098.78839	0.69028
1096.73458	0.69795
1094.68077	0.70244
1092.62696	0.70421
1090.57315	0.70311
1088.51934	0.69781
1086.46553	0.68577
1084.41172	0.66489
1082.35791	0.63779
1080.3041	0.61453
1078.25029	0.60522
1076.19648	0.60996
1074.14267	0.62196
1072.08886	0.63539
1070.03505	0.64708
1067.98124	0.6568
1065.92743	0.66548
1063.87362	0.67227
1061.81981	0.67533
1059.766	0.67331
1057.71219	0.66538
1055.65838	0.6525
1053.60457	0.63637
1051.55076	0.61517
1049.49695	0.58575
1047.44314	0.55334
1045.38933	0.53215
1043.33552	0.53057
1041.28171	0.54286
1039.2279	0.55784
1037.17409	0.56734
1035.12028	0.56841
1033.06647	0.5666
1031.01265	0.57262
1028.95884	0.5907
1026.90503	0.61535
1024.85122	0.64008
1022.79741	0.66224
1020.7436	0.68181
1018.68979	0.6999
1016.63598	0.71698
1014.58217	0.73296
1012.52836	0.74783
1010.47455	0.76098
1008.42074	0.77168
1006.36693	0.77902
1004.31312	0.78165
1002.25931	0.77782
1000.2055	0.765
998.15169	0.74204
996.09788	0.71367
994.04407	0.69227
991.99026	0.68802
989.93645	0.69754
987.88264	0.71073
985.82883	0.72228
983.77502	0.72932
981.72121	0.72298
979.6674	0.68908
977.61359	0.62823
975.55978	0.57333
973.50597	0.55857
971.45216	0.57882
969.39835	0.6075
967.34454	0.6315
965.29073	0.65345
963.23692	0.67792
961.18311	0.70382
959.1293	0.7274
957.07549	0.7471
955.02168	0.76344
952.96787	0.77728
950.91406	0.78918
948.86025	0.79951
946.80644	0.80849
944.75263	0.81669
942.69882	0.82446
940.64501	0.83108
938.5912	0.83524
936.53739	0.83587
934.48358	0.83081
932.42977	0.81467
930.37596	0.77989
928.32215	0.72693
926.26834	0.66966
924.21453	0.62421
922.16072	0.60673
920.10691	0.62603
918.0531	0.66688
915.99929	0.70641
913.94548	0.73584
911.89167	0.75579
909.83786	0.76966
907.78405	0.78187
905.73024	0.79436
903.67643	0.80561
901.62262	0.81407
899.56881	0.81987
897.515	0.82368
895.46119	0.82542
893.40738	0.82409
891.35357	0.81913
889.29976	0.81018
887.24595	0.79361
885.19214	0.76436
883.13833	0.72558
881.08452	0.69206
879.03071	0.67437
876.9769	0.6654
874.92309	0.65403
872.86928	0.64017
870.81547	0.63098
868.76166	0.63231
866.70785	0.64516
864.65404	0.66572
862.60023	0.68714
860.54642	0.70417
858.49261	0.71681
856.4388	0.72838
854.38499	0.74113
852.33118	0.75338
850.27737	0.75939
848.22356	0.75444
846.16975	0.73854
844.11594	0.71484
842.06213	0.6925
840.00832	0.68557
837.95451	0.69917
835.9007	0.72457
833.84689	0.75046
831.79308	0.77179
829.73927	0.78872
827.68546	0.80223
825.63165	0.81234
823.57784	0.81988
821.52403	0.82678
819.47022	0.83392
817.41641	0.84113
815.3626	0.8479
813.30879	0.85313
811.25498	0.85633
809.20117	0.85758
807.14736	0.85652
805.09355	0.85479
803.03974	0.85532
800.98593	0.85893
798.93212	0.86509
796.87831	0.87215
794.8245	0.87854
792.77069	0.88482
790.71688	0.89181
788.66307	0.89914
786.60926	0.90564
784.55545	0.90961
782.50164	0.91079
780.44783	0.91146
778.39402	0.91312
776.34021	0.91559
774.2864	0.91844
772.23259	0.92063
770.17878	0.92139
768.12497	0.92131
766.07116	0.92136
764.01735	0.92244
761.96354	0.92496
759.90973	0.92746
757.85592	0.92816
755.80211	0.92695
753.7483	0.92529
751.69449	0.92557
749.64068	0.92795
747.58687	0.93021
745.53306	0.9308
743.47925	0.92947
741.42544	0.92733
739.37163	0.92642
737.31781	0.92756
735.264	0.92969
733.21019	0.93108
731.15638	0.93033
729.10257	0.92836
727.04876	0.92744
724.99495	0.928
722.94114	0.92936
720.88733	0.93056
718.83352	0.9301
716.77971	0.92827
714.7259	0.92704
712.67209	0.92677
710.61828	0.92658
708.56447	0.92611
706.51066	0.92427
704.45685	0.91973
702.40304	0.91403
700.34923	0.90933
698.29542	0.90624
696.24161	0.90567
694.1878	0.90692
692.13399	0.90791
690.08018	0.90903
688.02637	0.91108
685.97256	0.91273
683.91875	0.91256
681.86494	0.91056
679.81113	0.90805
677.75732	0.90616
675.70351	0.9052
673.6497	0.90571
671.59589	0.90732
669.54208	0.90905
667.48827	0.90937
665.43446	0.90819
663.38065	0.90758
661.32684	0.90741
659.27303	0.90706
657.21922	0.90653
655.16541	0.90609
653.1116	0.90636
651.05779	0.90675
649.00398	0.90586
646.95017	0.90339
644.89636	0.90114
642.84255	0.90103
640.78874	0.90228
638.73493	0.90412
636.68112	0.90675
634.62731	0.90894
632.5735	0.90986
630.51969	0.91005
628.46588	0.90954
626.41207	0.90885
624.35826	0.90916
622.30445	0.90999
620.25064	0.90934
618.19683	0.90678
616.14302	0.9049
614.08921	0.90528
612.0354	0.906
609.98159	0.90576
607.92778	0.90464
605.87397	0.90178
603.82016	0.8978
601.76635	0.89482
599.71254	0.89369
597.65873	0.89395
595.60492	0.89267
593.55111	0.88627
591.4973	0.87656
589.44349	0.86974
587.38968	0.86704
585.33587	0.8647
583.28206	0.86012
581.22825	0.85123
579.17444	0.83725
577.12063	0.82139
575.06682	0.80744
573.01301	0.79693
570.9592	0.78828
568.90539	0.77846
566.85158	0.76694
564.79777	0.75729
562.74396	0.75301
560.69015	0.75264
558.63634	0.75236
556.58253	0.75074
554.52872	0.75166
552.47491	0.75963
550.4211	0.77288
548.36729	0.78933
546.31348	0.80793
544.25967	0.82326
542.20586	0.83144
540.15205	0.83274
538.09824	0.82903
536.04443	0.82539
533.99062	0.82395
531.93681	0.82069
529.883	0.8127
527.82919	0.80088
525.77538	0.78796
523.72157	0.77863
521.66776	0.77612
519.61395	0.7804
517.56014	0.78925
515.50633	0.79648
513.45252	0.79826
511.39871	0.79895
509.3449	0.80443
507.29109	0.81567
505.23728	0.82667
503.18347	0.82933
501.12966	0.8239
499.07585	0.81947
497.02204	0.82025
494.96823	0.8223
492.91442	0.82146
490.86061	0.81742
488.8068	0.81086
486.75299	0.80011
484.69918	0.78035
482.64537	0.74956
480.59156	0.71105
478.53775	0.66864
476.48394	0.63237
474.43013	0.61785
472.37632	0.63476
470.32251	0.67356
468.2687	0.71308
466.21489	0.74496
464.16108	0.77116
462.10727	0.79487
460.05346	0.81279
457.99965	0.82144
455.94584	0.82594
453.89203	0.83221
451.83822	0.84054
449.78441	0.84797
447.7306	0.8504
445.67679	0.85043
443.62298	0.85292
441.56916	0.8549
439.51535	0.85646
437.46154	0.86197
435.40773	0.86911
433.35392	0.87429
431.30011	0.87502
429.2463	0.86765
427.19249	0.8568
425.13868	0.85247
423.08487	0.85798
421.03106	0.86519
418.97725	0.86621
416.92344	0.86218
414.86963	0.85354
412.81582	0.84104
410.76201	0.83617
408.7082	0.84615
406.65439	0.85693
404.60058	0.85245
402.54677	0.83607
400.49296	0.81954
398.43915	0.81463
KMeans Clustering	10.0
Spectral Clustering	11.0
Agglomerative Clustering	9.0
