Numero de onda	polipropileno.dpt
3583.89857	0.99784
3581.84476	0.99744
3579.79095	0.99744
3577.73714	0.99773
3575.68333	0.99736
3573.62952	0.99653
3571.57571	0.99629
3569.5219	0.99693
3567.46809	0.99782
3565.41428	0.99823
3563.36047	0.99837
3561.30666	0.99825
3559.25285	0.99788
3557.19904	0.99772
3555.14523	0.99778
3553.09142	0.99767
3551.03761	0.99723
3548.9838	0.99711
3546.92999	0.99766
3544.87618	0.99804
3542.82237	0.99792
3540.76856	0.99747
3538.71475	0.99716
3536.66094	0.99761
3534.60713	0.99814
3532.55332	0.99786
3530.49951	0.99726
3528.4457	0.99714
3526.39189	0.99728
3524.33808	0.99726
3522.28427	0.99714
3520.23046	0.99742
3518.17665	0.99785
3516.12284	0.99788
3514.06903	0.99781
3512.01522	0.99761
3509.96141	0.99735
3507.9076	0.99731
3505.85379	0.99702
3503.79998	0.99661
3501.74617	0.99654
3499.69236	0.99677
3497.63855	0.99703
3495.58474	0.99691
3493.53093	0.99652
3491.47712	0.99636
3489.42331	0.99653
3487.3695	0.99687
3485.31569	0.99712
3483.26188	0.99718
3481.20807	0.99725
3479.15426	0.99746
3477.10045	0.99748
3475.04664	0.99699
3472.99283	0.99641
3470.93902	0.99662
3468.88521	0.99746
3466.8314	0.99794
3464.77759	0.99765
3462.72378	0.99695
3460.66997	0.99628
3458.61616	0.99623
3456.56235	0.99703
3454.50854	0.99766
3452.45473	0.99748
3450.40092	0.99724
3448.34711	0.99747
3446.2933	0.99759
3444.23949	0.99707
3442.18568	0.99634
3440.13187	0.99601
3438.07806	0.99602
3436.02425	0.99573
3433.97044	0.99532
3431.91663	0.9954
3429.86282	0.99545
3427.80901	0.99534
3425.7552	0.99559
3423.70139	0.99568
3421.64758	0.99571
3419.59377	0.99635
3417.53996	0.99645
3415.48615	0.99573
3413.43234	0.99578
3411.37853	0.99655
3409.32472	0.99663
3407.27091	0.99631
3405.2171	0.9965
3403.16329	0.99696
3401.10948	0.99701
3399.05567	0.99662
3397.00186	0.99627
3394.94805	0.996
3392.89424	0.99589
3390.84042	0.99607
3388.78661	0.99612
3386.7328	0.99613
3384.67899	0.9963
3382.62518	0.99609
3380.57137	0.99549
3378.51756	0.99512
3376.46375	0.99518
3374.40994	0.9955
3372.35613	0.99584
3370.30232	0.99597
3368.24851	0.99591
3366.1947	0.99592
3364.14089	0.99631
3362.08708	0.99682
3360.03327	0.9969
3357.97946	0.9966
3355.92565	0.99634
3353.87184	0.99627
3351.81803	0.99621
3349.76422	0.99614
3347.71041	0.99616
3345.6566	0.99602
3343.60279	0.99552
3341.54898	0.99526
3339.49517	0.99551
3337.44136	0.99575
3335.38755	0.99582
3333.33374	0.99596
3331.27993	0.99612
3329.22612	0.99615
3327.17231	0.99611
3325.1185	0.99611
3323.06469	0.99626
3321.01088	0.99618
3318.95707	0.99554
3316.90326	0.99524
3314.84945	0.99564
3312.79564	0.99596
3310.74183	0.99588
3308.68802	0.99566
3306.63421	0.99551
3304.5804	0.99519
3302.52659	0.99458
3300.47278	0.99443
3298.41897	0.99482
3296.36516	0.9949
3294.31135	0.99468
3292.25754	0.99482
3290.20373	0.99532
3288.14992	0.99553
3286.09611	0.99535
3284.0423	0.99536
3281.98849	0.99561
3279.93468	0.99556
3277.88087	0.99504
3275.82706	0.99451
3273.77325	0.99443
3271.71944	0.99484
3269.66563	0.99542
3267.61182	0.99572
3265.55801	0.9954
3263.5042	0.99483
3261.45039	0.99463
3259.39658	0.99487
3257.34277	0.99509
3255.28896	0.99506
3253.23515	0.99496
3251.18134	0.99487
3249.12753	0.99481
3247.07372	0.99495
3245.01991	0.9952
3242.9661	0.99505
3240.91229	0.99477
3238.85848	0.99501
3236.80467	0.99554
3234.75086	0.99593
3232.69705	0.99629
3230.64324	0.99659
3228.58943	0.99624
3226.53562	0.9955
3224.48181	0.99521
3222.428	0.99527
3220.37419	0.99528
3218.32038	0.99523
3216.26657	0.99525
3214.21276	0.99562
3212.15895	0.996
3210.10514	0.99582
3208.05133	0.99528
3205.99752	0.99501
3203.94371	0.99512
3201.8899	0.99522
3199.83609	0.99514
3197.78228	0.99517
3195.72847	0.99546
3193.67466	0.99592
3191.62085	0.99618
3189.56704	0.99615
3187.51323	0.99619
3185.45942	0.99632
3183.40561	0.9964
3181.3518	0.99647
3179.29799	0.99631
3177.24418	0.9958
3175.19037	0.99537
3173.13656	0.9954
3171.08275	0.99582
3169.02894	0.99609
3166.97513	0.99602
3164.92132	0.99606
3162.86751	0.9961
3160.8137	0.99602
3158.75989	0.99615
3156.70608	0.99646
3154.65227	0.99681
3152.59846	0.99679
3150.54465	0.99644
3148.49084	0.99643
3146.43703	0.99651
3144.38322	0.99632
3142.32941	0.99601
3140.2756	0.99557
3138.22179	0.99542
3136.16798	0.99578
3134.11417	0.9962
3132.06036	0.99653
3130.00655	0.99675
3127.95274	0.99642
3125.89893	0.9958
3123.84512	0.99585
3121.79131	0.99636
3119.7375	0.99624
3117.68369	0.99572
3115.62988	0.99579
3113.57607	0.99637
3111.52226	0.99666
3109.46845	0.99646
3107.41464	0.99639
3105.36083	0.99691
3103.30702	0.99731
3101.25321	0.99732
3099.1994	0.99734
3097.14559	0.99723
3095.09177	0.99701
3093.03796	0.99688
3090.98415	0.99656
3088.93034	0.99593
3086.87653	0.99552
3084.82272	0.99562
3082.76891	0.9957
3080.7151	0.99563
3078.66129	0.99591
3076.60748	0.9965
3074.55367	0.99694
3072.49986	0.99714
3070.44605	0.99703
3068.39224	0.99677
3066.33843	0.99657
3064.28462	0.99631
3062.23081	0.99632
3060.177	0.99684
3058.12319	0.99733
3056.06938	0.99728
3054.01557	0.99682
3051.96176	0.9964
3049.90795	0.99634
3047.85414	0.99649
3045.80033	0.9966
3043.74652	0.99657
3041.69271	0.99628
3039.6389	0.99584
3037.58509	0.99573
3035.53128	0.99616
3033.47747	0.99667
3031.42366	0.99675
3029.36985	0.99639
3027.31604	0.99587
3025.26223	0.99541
3023.20842	0.9951
3021.15461	0.99493
3019.1008	0.99474
3017.04699	0.99446
3014.99318	0.99424
3012.93937	0.99394
3010.88556	0.99362
3008.83175	0.9937
3006.77794	0.99364
3004.72413	0.99298
3002.67032	0.99215
3000.61651	0.99139
2998.5627	0.99054
2996.50889	0.98965
2994.45508	0.98879
2992.40127	0.98763
2990.34746	0.98616
2988.29365	0.98441
2986.23984	0.98207
2984.18603	0.97905
2982.13222	0.97555
2980.07841	0.97162
2978.0246	0.96662
2975.97079	0.9595
2973.91698	0.94986
2971.86317	0.93781
2969.80936	0.92284
2967.75555	0.90416
2965.70174	0.8827
2963.64793	0.86112
2961.59412	0.84224
2959.54031	0.82786
2957.4865	0.81754
2955.43269	0.80858
2953.37888	0.79893
2951.32507	0.79016
2949.27126	0.78686
2947.21745	0.79404
2945.16364	0.8126
2943.10983	0.83634
2941.05602	0.8565
2939.00221	0.86774
2936.9484	0.86946
2934.89459	0.86381
2932.84078	0.85227
2930.78697	0.83584
2928.73316	0.81729
2926.67935	0.8
2924.62554	0.78515
2922.57173	0.77169
2920.51792	0.75903
2918.46411	0.74933
2916.4103	0.74637
2914.35649	0.75172
2912.30268	0.76293
2910.24887	0.77601
2908.19506	0.78845
2906.14125	0.80024
2904.08744	0.8125
2902.03363	0.82562
2899.97982	0.83929
2897.92601	0.85277
2895.8722	0.86453
2893.81839	0.87343
2891.76458	0.87972
2889.71077	0.88372
2887.65696	0.8851
2885.60315	0.88379
2883.54934	0.8803
2881.49553	0.87477
2879.44172	0.86776
2877.38791	0.86174
2875.3341	0.85911
2873.28029	0.85878
2871.22648	0.85765
2869.17267	0.85513
2867.11886	0.85477
2865.06505	0.86187
2863.01124	0.87811
2860.95743	0.89869
2858.90362	0.91709
2856.84981	0.92993
2854.796	0.93693
2852.74219	0.93898
2850.68838	0.93715
2848.63457	0.93168
2846.58076	0.92218
2844.52695	0.90902
2842.47314	0.89326
2840.41933	0.87712
2838.36552	0.86535
2836.31171	0.8642
2834.2579	0.87696
2832.20409	0.8991
2830.15028	0.9215
2828.09647	0.9387
2826.04266	0.95043
2823.98885	0.9581
2821.93504	0.96321
2819.88123	0.96707
2817.82742	0.97028
2815.77361	0.97283
2813.7198	0.97472
2811.66599	0.97618
2809.61218	0.97722
2807.55837	0.97815
2805.50456	0.97945
2803.45075	0.98082
2801.39693	0.98213
2799.34312	0.98331
2797.28931	0.98398
2795.2355	0.98454
2793.18169	0.98526
2791.12788	0.98594
2789.07407	0.98686
2787.02026	0.98777
2784.96645	0.98831
2782.91264	0.98891
2780.85883	0.98986
2778.80502	0.99066
2776.75121	0.99081
2774.6974	0.99065
2772.64359	0.99074
2770.58978	0.99096
2768.53597	0.99114
2766.48216	0.99137
2764.42835	0.99147
2762.37454	0.99157
2760.32073	0.99198
2758.26692	0.99236
2756.21311	0.99252
2754.1593	0.99267
2752.10549	0.9927
2750.05168	0.99254
2747.99787	0.99243
2745.94406	0.99242
2743.89025	0.99242
2741.83644	0.99228
2739.78263	0.99184
2737.72882	0.99122
2735.67501	0.9907
2733.6212	0.99042
2731.56739	0.99027
2729.51358	0.98983
2727.45977	0.98903
2725.40596	0.98818
2723.35215	0.98771
2721.29834	0.98796
2719.24453	0.98859
2717.19072	0.98929
2715.13691	0.99019
2713.0831	0.99123
2711.02929	0.99198
2708.97548	0.99229
2706.92167	0.99245
2704.86786	0.99278
2702.81405	0.99329
2700.76024	0.99364
2698.70643	0.9936
2696.65262	0.99332
2694.59881	0.99295
2692.545	0.9926
2690.49119	0.99259
2688.43738	0.99274
2686.38357	0.99266
2684.32976	0.99267
2682.27595	0.99282
2680.22214	0.99298
2678.16833	0.99331
2676.11452	0.99351
2674.06071	0.99341
2672.0069	0.99335
2669.95309	0.99336
2667.89928	0.99334
2665.84547	0.99338
2663.79166	0.99342
2661.73785	0.9934
2659.68404	0.99334
2657.63023	0.99321
2655.57642	0.99325
2653.52261	0.99347
2651.4688	0.99359
2649.41499	0.99376
2647.36118	0.99415
2645.30737	0.99444
2643.25356	0.99436
2641.19975	0.99398
2639.14594	0.99373
2637.09213	0.99418
2635.03832	0.99466
2632.98451	0.99449
2630.9307	0.99436
2628.87689	0.99438
2626.82308	0.99413
2624.76927	0.99396
2622.71546	0.994
2620.66165	0.99414
2618.60784	0.9943
2616.55403	0.99443
2614.50022	0.99449
2612.44641	0.99447
2610.3926	0.99468
2608.33879	0.99506
2606.28498	0.99505
2604.23117	0.99474
2602.17736	0.99479
2600.12355	0.99525
2598.06974	0.9956
2596.01593	0.99569
2593.96212	0.99557
2591.90831	0.99538
2589.8545	0.99509
2587.80069	0.99472
2585.74688	0.99461
2583.69307	0.99469
2581.63926	0.99466
2579.58545	0.99484
2577.53164	0.99531
2575.47783	0.99574
2573.42402	0.99589
2571.37021	0.99561
2569.3164	0.99509
2567.26259	0.99502
2565.20878	0.99565
2563.15497	0.99621
2561.10116	0.99603
2559.04735	0.9952
2556.99354	0.99487
2554.93973	0.99554
2552.88592	0.99616
2550.83211	0.99649
2548.7783	0.99706
2546.72449	0.99768
2544.67068	0.99762
2542.61687	0.9972
2540.56306	0.99713
2538.50925	0.99722
2536.45544	0.99694
2534.40163	0.99672
2532.34782	0.99741
2530.29401	0.99794
2528.2402	0.99751
2526.18639	0.99703
2524.13258	0.99713
2522.07877	0.99751
2520.02496	0.99748
2517.97115	0.99752
2515.91734	0.99819
2513.86353	0.99848
2511.80972	0.99806
2509.75591	0.99778
2507.7021	0.99804
2505.64828	0.99833
2503.59447	0.99805
2501.54066	0.99753
2499.48685	0.99729
2497.43304	0.99768
2495.37923	0.99829
2493.32542	0.99796
2491.27161	0.99749
2489.2178	0.99811
2487.16399	0.99855
2485.11018	0.99807
2483.05637	0.99778
2481.00256	0.99789
2478.94875	0.99759
2476.89494	0.99727
2474.84113	0.99756
2472.78732	0.99791
2470.73351	0.99811
2468.6797	0.99808
2466.62589	0.99772
2464.57208	0.99766
2462.51827	0.99806
2460.46446	0.99801
2458.41065	0.99716
2456.35684	0.99653
2454.30303	0.99692
2452.24922	0.9976
2450.19541	0.99764
2448.1416	0.99751
2446.08779	0.9976
2444.03398	0.99797
2441.98017	0.99849
2439.92636	0.99858
2437.87255	0.99839
2435.81874	0.99809
2433.76493	0.99754
2431.71112	0.99732
2429.65731	0.99753
2427.6035	0.99728
2425.54969	0.99667
2423.49588	0.99652
2421.44207	0.99677
2419.38826	0.99684
2417.33445	0.99651
2415.28064	0.9961
2413.22683	0.99578
2411.17302	0.99611
2409.11921	0.99733
2407.0654	0.99823
2405.01159	0.99808
2402.95778	0.99757
2400.90397	0.99739
2398.85016	0.99775
2396.79635	0.99832
2394.74254	0.99847
2392.68873	0.99852
2390.63492	0.99875
2388.58111	0.9985
2386.5273	0.99823
2384.47349	0.99864
2382.41968	0.99883
2380.36587	0.99845
2378.31206	0.9982
2376.25825	0.99848
2374.20444	0.99922
2372.15063	0.99991
2370.09682	1.00037
2368.04301	1.00009
2365.9892	0.99919
2363.93539	0.99907
2361.88158	0.9994
2359.82777	0.99869
2357.77396	0.99703
2355.72015	0.99658
2353.66634	0.99751
2351.61253	0.99795
2349.55872	0.99779
2347.50491	0.99785
2345.4511	0.99856
2343.39729	0.99928
2341.34348	0.99901
2339.28967	0.99805
2337.23586	0.99747
2335.18205	0.99739
2333.12824	0.99723
2331.07443	0.99754
2329.02062	0.9989
2326.96681	0.99942
2324.913	0.99808
2322.85919	0.99679
2320.80538	0.99675
2318.75157	0.99737
2316.69776	0.99802
2314.64395	0.99801
2312.59014	0.99728
2310.53633	0.99716
2308.48252	0.99803
2306.42871	0.99836
2304.3749	0.99761
2302.32109	0.99713
2300.26728	0.99756
2298.21347	0.99792
2296.15966	0.99763
2294.10585	0.99707
2292.05204	0.99674
2289.99823	0.99695
2287.94442	0.99743
2285.89061	0.99748
2283.8368	0.99703
2281.78299	0.99719
2279.72918	0.99864
2277.67537	0.99962
2275.62156	0.99881
2273.56775	0.99767
2271.51394	0.99734
2269.46013	0.99732
2267.40632	0.99701
2265.35251	0.99685
2263.2987	0.99779
2261.24489	0.99979
2259.19108	1.00106
2257.13727	1.00007
2255.08346	0.99825
2253.02965	0.99838
2250.97584	1.00011
2248.92203	1.00085
2246.86822	1.00037
2244.81441	0.99964
2242.7606	0.99927
2240.70679	0.99944
2238.65298	0.99942
2236.59917	0.99924
2234.54536	0.99929
2232.49155	0.99914
2230.43774	0.99861
2228.38393	0.99821
2226.33012	0.99879
2224.27631	1.00004
2222.2225	1.00024
2220.16869	0.99966
2218.11488	0.99961
2216.06107	0.99926
2214.00726	0.99763
2211.95344	0.99698
2209.89963	0.99915
2207.84582	1.00152
2205.79201	1.0016
2203.7382	0.9995
2201.68439	0.9977
2199.63058	0.9985
2197.57677	0.99973
2195.52296	0.99897
2193.46915	0.99804
2191.41534	0.99903
2189.36153	1.00126
2187.30772	1.00163
2185.25391	0.99924
2183.2001	0.99812
2181.14629	0.99898
2179.09248	0.99896
2177.03867	0.9987
2174.98486	0.99859
2172.93105	0.99867
2170.87724	1.00019
2168.82343	1.00129
2166.76962	1.00033
2164.71581	0.99885
2162.662	0.99851
2160.60819	0.99976
2158.55438	1.00215
2156.50057	1.00297
2154.44676	1.00011
2152.39295	0.99838
2150.33914	1.00014
2148.28533	1.00173
2146.23152	1.00221
2144.17771	1.00192
2142.1239	1.00106
2140.07009	1.00081
2138.01628	1.00086
2135.96247	1.00155
2133.90866	1.00284
2131.85485	1.00269
2129.80104	1.00184
2127.74723	1.00149
2125.69342	1.00174
2123.63961	1.00226
2121.5858	1.00196
2119.53199	1.0012
2117.47818	1.00076
2115.42437	1.00085
2113.37056	1.00065
2111.31675	0.9996
2109.26294	0.99889
2107.20913	0.99862
2105.15532	0.99876
2103.10151	0.9997
2101.0477	1.00033
2098.99389	0.99981
2096.94008	0.99924
2094.88627	0.99911
2092.83246	0.99834
2090.77865	0.99779
2088.72484	0.99822
2086.67103	0.99818
2084.61722	0.99772
2082.56341	0.99744
2080.5096	0.99725
2078.45579	0.99736
2076.40198	0.99802
2074.34817	0.99932
2072.29436	1.00036
2070.24055	1.00085
2068.18674	1.00158
2066.13293	1.00204
2064.07912	1.00143
2062.02531	1.00019
2059.9715	0.99925
2057.91769	0.99883
2055.86388	0.99911
2053.81007	1.0
2051.75626	1.00017
2049.70245	0.99925
2047.64864	0.99824
2045.59483	0.99871
2043.54102	1.00082
2041.48721	1.00222
2039.4334	1.00198
2037.37959	1.00157
2035.32578	1.00166
2033.27197	1.00133
2031.21816	1.00125
2029.16435	1.00241
2027.11054	1.00275
2025.05673	1.00185
2023.00292	1.00112
2020.94911	1.00076
2018.8953	1.00043
2016.84149	0.99902
2014.78768	0.99791
2012.73387	0.99848
2010.68006	0.9993
2008.62625	0.99996
2006.57244	1.00041
2004.51863	0.99982
2002.46482	0.99778
2000.41101	0.99685
1998.3572	0.99957
1996.30339	1.00288
1994.24958	1.00224
1992.19577	0.9999
1990.14196	0.99978
1988.08815	1.0003
1986.03434	1.00116
1983.98053	1.00338
1981.92672	1.00504
1979.87291	1.00416
1977.8191	1.00178
1975.76529	1.00076
1973.71148	1.00122
1971.65767	1.00108
1969.60386	0.99984
1967.55005	0.99944
1965.49624	1.00015
1963.44243	1.00127
1961.38862	1.00275
1959.33481	1.00336
1957.281	1.00232
1955.22719	1.00155
1953.17338	1.00287
1951.11957	1.00424
1949.06576	1.00353
1947.01195	1.00235
1944.95814	1.00226
1942.90433	1.0019
1940.85052	1.001
1938.79671	1.00085
1936.7429	1.00069
1934.68909	1.00025
1932.63528	1.00035
1930.58147	1.0009
1928.52766	1.00123
1926.47385	1.0008
1924.42004	1.00043
1922.36623	1.00063
1920.31242	1.00082
1918.25861	1.00134
1916.20479	1.00213
1914.15098	1.00247
1912.09717	1.002
1910.04336	1.00084
1907.98955	1.0002
1905.93574	1.00027
1903.88193	1.00026
1901.82812	1.00009
1899.77431	0.99978
1897.7205	0.99971
1895.66669	1.00003
1893.61288	1.00037
1891.55907	1.00052
1889.50526	1.00008
1887.45145	0.99927
1885.39764	0.99912
1883.34383	0.99912
1881.29002	0.99857
1879.23621	0.99854
1877.1824	0.99904
1875.12859	0.99901
1873.07478	0.99896
1871.02097	0.99946
1868.96716	0.99972
1866.91335	0.99928
1864.85954	0.99909
1862.80573	0.99908
1860.75192	0.99883
1858.69811	0.99919
1856.6443	0.99972
1854.59049	0.99961
1852.53668	0.9997
1850.48287	0.9997
1848.42906	0.99887
1846.37525	0.99823
1844.32144	0.99875
1842.26763	0.99974
1840.21382	1.00015
1838.16001	0.99978
1836.1062	0.9993
1834.05239	0.99927
1831.99858	0.99915
1829.94477	0.99893
1827.89096	0.99917
1825.83715	0.99931
1823.78334	0.99895
1821.72953	0.99903
1819.67572	0.99963
1817.62191	0.99983
1815.5681	0.99948
1813.51429	0.999
1811.46048	0.99868
1809.40667	0.99867
1807.35286	0.99883
1805.29905	0.9988
1803.24524	0.99854
1801.19143	0.99812
1799.13762	0.99757
1797.08381	0.99736
1795.03	0.99766
1792.97619	0.99787
1790.92238	0.99755
1788.86857	0.99703
1786.81476	0.9965
1784.76095	0.99599
1782.70714	0.99563
1780.65333	0.99538
1778.59952	0.99524
1776.54571	0.99516
1774.4919	0.99519
1772.43809	0.99536
1770.38428	0.99511
1768.33047	0.99442
1766.27666	0.99375
1764.22285	0.99338
1762.16904	0.99309
1760.11523	0.99258
1758.06142	0.99211
1756.00761	0.99134
1753.9538	0.99015
1751.89999	0.9886
1749.84618	0.9865
1747.79237	0.98407
1745.73856	0.98072
1743.68475	0.9755
1741.63094	0.96852
1739.57713	0.95981
1737.52332	0.95117
1735.46951	0.94319
1733.4157	0.93498
1731.36189	0.93119
1729.30808	0.93179
1727.25427	0.9337
1725.20046	0.93658
1723.14665	0.94154
1721.09284	0.94801
1719.03903	0.9564
1716.98522	0.96633
1714.93141	0.97253
1712.8776	0.97486
1710.82379	0.97697
1708.76998	0.98005
1706.71617	0.98335
1704.66236	0.9859
1702.60855	0.98762
1700.55474	0.98905
1698.50093	0.98991
1696.44712	0.99053
1694.39331	0.99101
1692.3395	0.99106
1690.28569	0.99137
1688.23188	0.99213
1686.17807	0.99301
1684.12426	0.99364
1682.07045	0.99334
1680.01664	0.99303
1677.96283	0.99315
1675.90902	0.99359
1673.85521	0.99432
1671.8014	0.99488
1669.74759	0.99522
1667.69378	0.9954
1665.63997	0.99552
1663.58616	0.99585
1661.53235	0.99611
1659.47854	0.99593
1657.42473	0.99574
1655.37092	0.99588
1653.31711	0.99588
1651.2633	0.99518
1649.20949	0.9949
1647.15568	0.99504
1645.10187	0.99493
1643.04806	0.99467
1640.99425	0.99458
1638.94044	0.99467
1636.88663	0.99498
1634.83282	0.99554
1632.77901	0.99586
1630.7252	0.99592
1628.67139	0.99593
1626.61758	0.99598
1624.56377	0.99614
1622.50996	0.99641
1620.45614	0.99654
1618.40233	0.99654
1616.34852	0.99652
1614.29471	0.99648
1612.2409	0.99638
1610.18709	0.99628
1608.13328	0.99644
1606.07947	0.99668
1604.02566	0.99689
1601.97185	0.99715
1599.91804	0.99728
1597.86423	0.99725
1595.81042	0.99718
1593.75661	0.99708
1591.7028	0.99695
1589.64899	0.99675
1587.59518	0.99663
1585.54137	0.99687
1583.48756	0.9973
1581.43375	0.9975
1579.37994	0.99763
1577.32613	0.99794
1575.27232	0.99812
1573.21851	0.99809
1571.1647	0.99809
1569.11089	0.99761
1567.05708	0.99708
1565.00327	0.9973
1562.94946	0.99763
1560.89565	0.99755
1558.84184	0.99725
1556.78803	0.99724
1554.73422	0.99717
1552.68041	0.99681
1550.6266	0.99665
1548.57279	0.99699
1546.51898	0.99744
1544.46517	0.9978
1542.41136	0.99768
1540.35755	0.99692
1538.30374	0.99677
1536.24993	0.99707
1534.19612	0.99718
1532.14231	0.99705
1530.0885	0.99689
1528.03469	0.9969
1525.98088	0.99682
1523.92707	0.99669
1521.87326	0.99682
1519.81945	0.99672
1517.76564	0.99624
1515.71183	0.99589
1513.65802	0.99566
1511.60421	0.99523
1509.5504	0.99462
1507.49659	0.994
1505.44278	0.99363
1503.38897	0.99344
1501.33516	0.99314
1499.28135	0.99278
1497.22754	0.99228
1495.17373	0.99128
1493.11992	0.98995
1491.06611	0.98843
1489.0123	0.98657
1486.95849	0.98409
1484.90468	0.98091
1482.85087	0.9774
1480.79706	0.97407
1478.74325	0.97067
1476.68944	0.96615
1474.63563	0.95916
1472.58182	0.94678
1470.52801	0.92969
1468.4742	0.91171
1466.42039	0.89096
1464.36658	0.8681
1462.31277	0.85157
1460.25896	0.84284
1458.20515	0.8379
1456.15134	0.83561
1454.09753	0.8365
1452.04372	0.84113
1449.98991	0.85187
1447.9361	0.87085
1445.88229	0.8933
1443.82848	0.91157
1441.77467	0.92392
1439.72086	0.93047
1437.66705	0.93359
1435.61324	0.93828
1433.55943	0.94699
1431.50562	0.95719
1429.45181	0.96536
1427.398	0.96909
1425.34419	0.96983
1423.29038	0.96954
1421.23657	0.96968
1419.18276	0.97167
1417.12895	0.97507
1415.07514	0.97779
1413.02133	0.97933
1410.96752	0.9798
1408.91371	0.9796
1406.8599	0.97917
1404.80609	0.97837
1402.75228	0.97707
1400.69847	0.97537
1398.64466	0.97297
1396.59085	0.96955
1394.53704	0.96575
1392.48323	0.96318
