Numero de onda	Muestra 282
3996.7144	0.98842
3994.66059	0.98841
3992.60678	0.98841
3990.55297	0.98831
3988.49916	0.9882
3986.44535	0.98808
3984.39154	0.9879
3982.33773	0.98796
3980.28391	0.98829
3978.2301	0.98843
3976.17629	0.98841
3974.12248	0.98844
3972.06867	0.98853
3970.01486	0.98866
3967.96105	0.98856
3965.90724	0.9883
3963.85343	0.98818
3961.79962	0.98833
3959.74581	0.98866
3957.692	0.98875
3955.63819	0.98842
3953.58438	0.98806
3951.53057	0.98797
3949.47676	0.98813
3947.42295	0.98834
3945.36914	0.98854
3943.31533	0.98864
3941.26152	0.98849
3939.20771	0.98834
3937.1539	0.98822
3935.10009	0.98791
3933.04628	0.98765
3930.99247	0.98773
3928.93866	0.98803
3926.88485	0.98823
3924.83104	0.98806
3922.77723	0.98765
3920.72342	0.98748
3918.66961	0.98773
3916.6158	0.98798
3914.56199	0.98779
3912.50818	0.98733
3910.45437	0.98695
3908.40056	0.98677
3906.34675	0.98687
3904.29294	0.98721
3902.23913	0.98757
3900.18532	0.98746
3898.13151	0.98703
3896.0777	0.98696
3894.02389	0.98733
3891.97008	0.98772
3889.91627	0.98785
3887.86246	0.988
3885.80865	0.98795
3883.75484	0.98752
3881.70103	0.98733
3879.64722	0.98746
3877.59341	0.98744
3875.5396	0.98711
3873.48579	0.98688
3871.43198	0.98716
3869.37817	0.98766
3867.32436	0.98801
3865.27055	0.98816
3863.21674	0.98806
3861.16293	0.9878
3859.10912	0.98753
3857.05531	0.98737
3855.0015	0.98738
3852.94769	0.98745
3850.89388	0.98753
3848.84007	0.98769
3846.78626	0.98782
3844.73245	0.98772
3842.67864	0.98736
3840.62483	0.98713
3838.57102	0.98714
3836.51721	0.98698
3834.4634	0.98665
3832.40959	0.9866
3830.35578	0.98685
3828.30197	0.98731
3826.24816	0.98781
3824.19435	0.98794
3822.14054	0.98758
3820.08673	0.98698
3818.03292	0.9867
3815.97911	0.98669
3813.9253	0.98665
3811.87149	0.98672
3809.81768	0.98689
3807.76387	0.98711
3805.71006	0.98736
3803.65625	0.98741
3801.60244	0.98709
3799.54863	0.98664
3797.49482	0.98645
3795.44101	0.98628
3793.3872	0.9863
3791.33339	0.98669
3789.27958	0.98695
3787.22577	0.98687
3785.17196	0.98664
3783.11815	0.98646
3781.06434	0.98643
3779.01053	0.98618
3776.95672	0.98563
3774.90291	0.98554
3772.8491	0.9858
3770.79529	0.98548
3768.74148	0.98481
3766.68767	0.9851
3764.63386	0.98587
3762.58005	0.98593
3760.52624	0.98543
3758.47243	0.985
3756.41862	0.98503
3754.36481	0.98541
3752.311	0.98586
3750.25719	0.98603
3748.20338	0.98614
