Numero de onda	Muestra 322
3996.7144	0.9699
3994.66059	0.96982
3992.60678	0.96998
3990.55297	0.97015
3988.49916	0.97008
3986.44535	0.96997
3984.39154	0.96989
3982.33773	0.96966
3980.28391	0.96957
3978.2301	0.96978
3976.17629	0.96999
3974.12248	0.97006
3972.06867	0.97015
3970.01486	0.97041
3967.96105	0.97057
3965.90724	0.97045
3963.85343	0.97035
3961.79962	0.97047
3959.74581	0.97058
3957.692	0.97057
3955.63819	0.97053
3953.58438	0.97059
3951.53057	0.97066
3949.47676	0.97064
3947.42295	0.97044
3945.36914	0.97021
3943.31533	0.9701
3941.26152	0.9701
3939.20771	0.9702
3937.1539	0.97024
3935.10009	0.97024
3933.04628	0.97049
3930.99247	0.97072
3928.93866	0.97046
3926.88485	0.97022
3924.83104	0.97035
3922.77723	0.97027
3920.72342	0.96989
3918.66961	0.96982
3916.6158	0.97008
3914.56199	0.97012
3912.50818	0.9702
3910.45437	0.9705
3908.40056	0.97055
3906.34675	0.97035
3904.29294	0.97011
3902.23913	0.96993
3900.18532	0.96993
3898.13151	0.96988
3896.0777	0.96974
3894.02389	0.96959
3891.97008	0.96952
3889.91627	0.9695
3887.86246	0.96942
3885.80865	0.9694
3883.75484	0.96964
3881.70103	0.97012
3879.64722	0.97064
3877.59341	0.97086
3875.5396	0.97072
3873.48579	0.97054
3871.43198	0.97064
3869.37817	0.97067
3867.32436	0.97045
3865.27055	0.97031
3863.21674	0.97021
3861.16293	0.9702
3859.10912	0.97038
3857.05531	0.97056
3855.0015	0.97066
3852.94769	0.97057
3850.89388	0.97041
3848.84007	0.97029
3846.78626	0.97016
3844.73245	0.97006
3842.67864	0.96997
3840.62483	0.96993
3838.57102	0.96992
3836.51721	0.9697
3834.4634	0.96963
3832.40959	0.97013
3830.35578	0.97088
3828.30197	0.97131
3826.24816	0.97131
3824.19435	0.97124
3822.14054	0.97129
3820.08673	0.97138
3818.03292	0.97133
3815.97911	0.97107
3813.9253	0.97107
3811.87149	0.97141
3809.81768	0.97165
3807.76387	0.97151
3805.71006	0.97106
3803.65625	0.97071
3801.60244	0.97092
3799.54863	0.97126
3797.49482	0.97109
3795.44101	0.97073
3793.3872	0.97056
3791.33339	0.97055
3789.27958	0.97084
3787.22577	0.97141
3785.17196	0.97178
3783.11815	0.97172
3781.06434	0.97132
3779.01053	0.97086
3776.95672	0.97082
3774.90291	0.97094
3772.8491	0.97092
3770.79529	0.97094
3768.74148	0.97092
3766.68767	0.97075
3764.63386	0.97079
3762.58005	0.97108
3760.52624	0.97115
3758.47243	0.97105
3756.41862	0.97113
3754.36481	0.97146
3752.311	0.9718
3750.25719	0.97157
3748.20338	0.97139
3746.14957	0.97168
3744.09576	0.97161
3742.04195	0.97134
3739.98814	0.97143
3737.93433	0.97165
3735.88052	0.97186
3733.82671	0.97205
3731.7729	0.972
3729.71909	0.97188
3727.66528	0.97183
3725.61147	0.97167
3723.55766	0.97164
3721.50385	0.9717
3719.45004	0.9715
3717.39623	0.97118
3715.34242	0.97048
3713.28861	0.96927
