Numero de onda	polivil_alcohol.dpt
2762.37454	0.93171
2760.32073	0.93188
2758.26692	0.93201
2756.21311	0.93232
2754.1593	0.93289
2752.10549	0.93339
2750.05168	0.93351
2747.99787	0.93337
2745.94406	0.93322
2743.89025	0.93323
2741.83644	0.93363
2739.78263	0.93412
2737.72882	0.93442
2735.67501	0.93478
2733.6212	0.93505
2731.56739	0.93499
2729.51358	0.93503
2727.45977	0.93538
2725.40596	0.93586
2723.35215	0.93629
2721.29834	0.93642
2719.24453	0.93629
2717.19072	0.93629
2715.13691	0.93646
2713.0831	0.93651
2711.02929	0.93652
2708.97548	0.93667
2706.92167	0.93683
2704.86786	0.9369
2702.81405	0.93711
2700.76024	0.93753
2698.70643	0.93778
2696.65262	0.93769
2694.59881	0.93758
2692.545	0.93768
2690.49119	0.938
2688.43738	0.93824
2686.38357	0.93818
2684.32976	0.93802
2682.27595	0.93816
2680.22214	0.93837
2678.16833	0.93832
2676.11452	0.93842
2674.06071	0.93866
2672.0069	0.93872
2669.95309	0.93889
2667.89928	0.93926
2665.84547	0.93942
2663.79166	0.93931
2661.73785	0.93921
2659.68404	0.93921
2657.63023	0.93925
2655.57642	0.93943
2653.52261	0.93969
2651.4688	0.93996
2649.41499	0.94034
2647.36118	0.9406
2645.30737	0.94065
2643.25356	0.94097
2641.19975	0.94141
2639.14594	0.94152
2637.09213	0.94163
2635.03832	0.94158
2632.98451	0.94141
2630.9307	0.94188
2628.87689	0.9427
2626.82308	0.94316
2624.76927	0.94338
2622.71546	0.94373
2620.66165	0.94415
2618.60784	0.94443
2616.55403	0.94459
2614.50022	0.94453
2612.44641	0.94419
2610.3926	0.9442
2608.33879	0.94485
2606.28498	0.94558
2604.23117	0.94595
2602.17736	0.94601
2600.12355	0.9463
2598.06974	0.94681
2596.01593	0.94689
2593.96212	0.94656
2591.90831	0.94656
2589.8545	0.94723
2587.80069	0.94786
2585.74688	0.94813
2583.69307	0.94853
2581.63926	0.94875
2579.58545	0.94826
2577.53164	0.94788
2575.47783	0.9484
2573.42402	0.94873
2571.37021	0.94808
2569.3164	0.9476
2567.26259	0.94782
2565.20878	0.94815
2563.15497	0.9488
2561.10116	0.94992
2559.04735	0.95079
2556.99354	0.95097
2554.93973	0.95058
2552.88592	0.9498
2550.83211	0.94924
2548.7783	0.94959
2546.72449	0.95035
2544.67068	0.95052
2542.61687	0.95019
2540.56306	0.95024
2538.50925	0.95065
2536.45544	0.95072
2534.40163	0.95052
2532.34782	0.95041
2530.29401	0.95064
2528.2402	0.95099
2526.18639	0.95102
2524.13258	0.95082
2522.07877	0.95065
2520.02496	0.95063
2517.97115	0.95064
2515.91734	0.95074
2513.86353	0.95136
2511.80972	0.95213
2509.75591	0.95239
2507.7021	0.95227
2505.64828	0.95233
2503.59447	0.95291
2501.54066	0.95326
2499.48685	0.95288
2497.43304	0.9526
2495.37923	0.95305
2493.32542	0.95403
2491.27161	0.95468
2489.2178	0.95447
2487.16399	0.95386
2485.11018	0.95341
2483.05637	0.95324
2481.00256	0.95315
2478.94875	0.95318
2476.89494	0.95356
2474.84113	0.95409
2472.78732	0.95435
2470.73351	0.95463
2468.6797	0.95512
2466.62589	0.95536
2464.57208	0.95534
2462.51827	0.95504
2460.46446	0.95434
2458.41065	0.95394
2456.35684	0.95421
2454.30303	0.95471
2452.24922	0.95512
2450.19541	0.95539
2448.1416	0.95541
2446.08779	0.95558
2444.03398	0.95577
2441.98017	0.95547
2439.92636	0.95517
2437.87255	0.95509
2435.81874	0.95525
2433.76493	0.95559
2431.71112	0.9559
2429.65731	0.95637
2427.6035	0.95702
2425.54969	0.9574
2423.49588	0.95699
2421.44207	0.95631
2419.38826	0.95625
2417.33445	0.95635
2415.28064	0.95614
2413.22683	0.95616
2411.17302	0.95669
2409.11921	0.95697
2407.0654	0.95682
2405.01159	0.95675
2402.95778	0.95686
2400.90397	0.95686
2398.85016	0.95647
2396.79635	0.95606
2394.74254	0.95615
2392.68873	0.95654
2390.63492	0.95701
2388.58111	0.95776
2386.5273	0.95831
2384.47349	0.9581
2382.41968	0.95762
2380.36587	0.95774
2378.31206	0.95822
2376.25825	0.95788
2374.20444	0.95689
2372.15063	0.95606
2370.09682	0.95576
2368.04301	0.95593
2365.9892	0.95596
2363.93539	0.95636
2361.88158	0.95751
2359.82777	0.95883
2357.77396	0.95904
2355.72015	0.95772
2353.66634	0.95652
2351.61253	0.95623
2349.55872	0.9565
2347.50491	0.95683
2345.4511	0.95697
2343.39729	0.9571
2341.34348	0.95711
2339.28967	0.95694
2337.23586	0.95727
2335.18205	0.95816
2333.12824	0.95876
2331.07443	0.95859
2329.02062	0.95804
2326.96681	0.9576
2324.913	0.95711
2322.85919	0.95669
2320.80538	0.95709
2318.75157	0.95797
2316.69776	0.95845
2314.64395	0.95843
2312.59014	0.95828
2310.53633	0.95802
2308.48252	0.95791
2306.42871	0.95851
2304.3749	0.95933
2302.32109	0.95949
2300.26728	0.95913
2298.21347	0.95867
2296.15966	0.95828
2294.10585	0.9583
2292.05204	0.95862
2289.99823	0.95867
2287.94442	0.95876
2285.89061	0.95924
2283.8368	0.95946
2281.78299	0.95952
2279.72918	0.96014
2277.67537	0.96063
2275.62156	0.9604
2273.56775	0.96005
2271.51394	0.95995
2269.46013	0.96018
2267.40632	0.96051
2265.35251	0.96048
2263.2987	0.96011
2261.24489	0.96025
2259.19108	0.96102
2257.13727	0.96086
2255.08346	0.96017
2253.02965	0.96098
2250.97584	0.96276
2248.92203	0.96378
2246.86822	0.96352
2244.81441	0.96264
2242.7606	0.96251
2240.70679	0.96327
2238.65298	0.9637
2236.59917	0.96286
2234.54536	0.96136
2232.49155	0.96093
2230.43774	0.96152
2228.38393	0.96164
2226.33012	0.96164
2224.27631	0.96173
2222.2225	0.96124
2220.16869	0.96196
2218.11488	0.96408
2216.06107	0.96394
2214.00726	0.9623
2211.95344	0.96239
2209.89963	0.96249
2207.84582	0.96117
2205.79201	0.96113
2203.7382	0.96343
2201.68439	0.96482
2199.63058	0.9641
2197.57677	0.96297
2195.52296	0.96202
2193.46915	0.96174
2191.41534	0.96268
2189.36153	0.96429
2187.30772	0.96427
2185.25391	0.96282
2183.2001	0.9631
2181.14629	0.9643
2179.09248	0.96473
2177.03867	0.9656
2174.98486	0.9661
2172.93105	0.96505
2170.87724	0.96422
2168.82343	0.96498
2166.76962	0.96684
2164.71581	0.96756
2162.662	0.96486
2160.60819	0.96081
2158.55438	0.96092
2156.50057	0.96405
2154.44676	0.96586
2152.39295	0.96623
2150.33914	0.96487
2148.28533	0.96378
2146.23152	0.96534
2144.17771	0.96853
2142.1239	0.97071
2140.07009	0.96977
2138.01628	0.96768
2135.96247	0.96784
2133.90866	0.96882
2131.85485	0.96792
2129.80104	0.96577
2127.74723	0.96415
2125.69342	0.96411
2123.63961	0.96486
2121.5858	0.96566
2119.53199	0.96659
2117.47818	0.96682
2115.42437	0.96588
2113.37056	0.96509
2111.31675	0.96487
2109.26294	0.96406
2107.20913	0.96292
2105.15532	0.96231
2103.10151	0.96292
2101.0477	0.96455
2098.99389	0.96639
2096.94008	0.96764
2094.88627	0.96688
2092.83246	0.96514
2090.77865	0.96452
2088.72484	0.96498
2086.67103	0.96581
2084.61722	0.96607
2082.56341	0.96562
2080.5096	0.96538
2078.45579	0.96503
2076.40198	0.96449
2074.34817	0.96429
2072.29436	0.96374
2070.24055	0.96264
2068.18674	0.96246
2066.13293	0.96399
2064.07912	0.96559
2062.02531	0.9668
2059.9715	0.96803
2057.91769	0.9682
2055.86388	0.9667
2053.81007	0.96392
2051.75626	0.96187
2049.70245	0.96147
2047.64864	0.96135
2045.59483	0.9609
2043.54102	0.96067
2041.48721	0.96187
2039.4334	0.9645
2037.37959	0.96588
2035.32578	0.9658
2033.27197	0.96726
2031.21816	0.96994
2029.16435	0.97006
2027.11054	0.96728
2025.05673	0.96565
2023.00292	0.96634
2020.94911	0.96636
2018.8953	0.96538
2016.84149	0.96583
2014.78768	0.96725
2012.73387	0.96826
2010.68006	0.96872
2008.62625	0.9685
2006.57244	0.96902
2004.51863	0.97051
2002.46482	0.97029
2000.41101	0.9675
1998.3572	0.96404
1996.30339	0.9625
1994.24958	0.96408
1992.19577	0.96683
1990.14196	0.96769
1988.08815	0.9671
1986.03434	0.96756
1983.98053	0.96813
1981.92672	0.96695
1979.87291	0.9653
1977.8191	0.96505
1975.76529	0.96586
1973.71148	0.96571
1971.65767	0.96535
1969.60386	0.96579
1967.55005	0.96606
1965.49624	0.96687
1963.44243	0.96835
1961.38862	0.96956
1959.33481	0.96957
1957.281	0.96711
1955.22719	0.96485
1953.17338	0.96555
1951.11957	0.96669
1949.06576	0.9668
1947.01195	0.96725
1944.95814	0.96811
1942.90433	0.96838
1940.85052	0.96761
1938.79671	0.96591
1936.7429	0.96419
1934.68909	0.96409
1932.63528	0.96564
1930.58147	0.96682
1928.52766	0.96634
1926.47385	0.96556
1924.42004	0.96638
1922.36623	0.96792
1920.31242	0.968
1918.25861	0.96693
1916.20479	0.96602
1914.15098	0.96502
1912.09717	0.96409
1910.04336	0.9644
1907.98955	0.9655
1905.93574	0.96627
1903.88193	0.96696
1901.82812	0.96744
1899.77431	0.96713
1897.7205	0.96698
1895.66669	0.96713
1893.61288	0.9664
1891.55907	0.96584
1889.50526	0.96663
1887.45145	0.9671
1885.39764	0.96608
1883.34383	0.96493
1881.29002	0.96499
1879.23621	0.96581
1877.1824	0.96651
1875.12859	0.96677
1873.07478	0.9664
1871.02097	0.96549
1868.96716	0.96476
1866.91335	0.96481
1864.85954	0.96541
1862.80573	0.96592
1860.75192	0.96584
1858.69811	0.96581
1856.6443	0.96647
1854.59049	0.96776
1852.53668	0.96894
1850.48287	0.96875
1848.42906	0.96774
1846.37525	0.96704
1844.32144	0.96679
1842.26763	0.96691
1840.21382	0.96689
1838.16001	0.96674
1836.1062	0.96694
1834.05239	0.96742
1831.99858	0.9677
1829.94477	0.96768
1827.89096	0.9677
1825.83715	0.96756
1823.78334	0.96693
1821.72953	0.96637
1819.67572	0.96628
1817.62191	0.96672
1815.5681	0.96756
1813.51429	0.96801
1811.46048	0.96774
1809.40667	0.96707
1807.35286	0.96648
1805.29905	0.96623
1803.24524	0.96633
1801.19143	0.96653
1799.13762	0.96647
1797.08381	0.96638
1795.03	0.96682
1792.97619	0.96754
1790.92238	0.96777
1788.86857	0.96768
1786.81476	0.96761
1784.76095	0.96756
1782.70714	0.96757
1780.65333	0.96741
1778.59952	0.96693
1776.54571	0.96636
1774.4919	0.96603
1772.43809	0.96617
1770.38428	0.96635
1768.33047	0.96615
1766.27666	0.96585
1764.22285	0.9657
1762.16904	0.9655
1760.11523	0.96517
1758.06142	0.96495
1756.00761	0.9644
1753.9538	0.96354
1751.89999	0.96278
1749.84618	0.9613
1747.79237	0.9591
1745.73856	0.95759
1743.68475	0.95684
1741.63094	0.95621
1739.57713	0.95521
1737.52332	0.95381
1735.46951	0.95247
1733.4157	0.95173
1731.36189	0.95223
1729.30808	0.95383
1727.25427	0.95568
1725.20046	0.95724
1723.14665	0.95827
1721.09284	0.95863
1719.03903	0.95864
1716.98522	0.95827
1714.93141	0.9575
1712.8776	0.95686
1710.82379	0.957
1708.76998	0.95771
1706.71617	0.95816
1704.66236	0.95833
1702.60855	0.95893
1700.55474	0.96016
1698.50093	0.96094
1696.44712	0.96055
1694.39331	0.95997
1692.3395	0.95991
1690.28569	0.96025
1688.23188	0.96062
1686.17807	0.96087
1684.12426	0.96105
1682.07045	0.96062
1680.01664	0.96001
1677.96283	0.95973
1675.90902	0.95937
1673.85521	0.95864
1671.8014	0.95801
1669.74759	0.95748
1667.69378	0.9573
1665.63997	0.95764
1663.58616	0.95789
1661.53235	0.95781
1659.47854	0.95771
1657.42473	0.95778
1655.37092	0.95814
1653.31711	0.9585
1651.2633	0.95795
1649.20949	0.95717
1647.15568	0.95705
1645.10187	0.95793
1643.04806	0.95876
1640.99425	0.9589
1638.94044	0.95875
1636.88663	0.95914
1634.83282	0.9601
1632.77901	0.96077
1630.7252	0.96119
1628.67139	0.96124
1626.61758	0.96082
1624.56377	0.96074
1622.50996	0.96132
1620.45614	0.9618
1618.40233	0.96205
1616.34852	0.96231
1614.29471	0.96253
1612.2409	0.96261
1610.18709	0.96259
1608.13328	0.96253
1606.07947	0.96232
1604.02566	0.96205
1601.97185	0.96173
1599.91804	0.96129
1597.86423	0.9609
1595.81042	0.96069
1593.75661	0.96059
1591.7028	0.9603
1589.64899	0.95961
1587.59518	0.95872
1585.54137	0.95793
1583.48756	0.9573
1581.43375	0.95658
1579.37994	0.95554
1577.32613	0.9545
1575.27232	0.95411
1573.21851	0.95406
1571.1647	0.95368
1569.11089	0.95306
1567.05708	0.95282
1565.00327	0.95309
1562.94946	0.9536
1560.89565	0.95433
1558.84184	0.95511
1556.78803	0.95515
1554.73422	0.95531
1552.68041	0.95616
1550.6266	0.95728
1548.57279	0.95801
1546.51898	0.95831
1544.46517	0.95852
1542.41136	0.95881
1540.35755	0.9592
1538.30374	0.95951
1536.24993	0.95967
1534.19612	0.95962
1532.14231	0.95951
1530.0885	0.95969
1528.03469	0.96004
1525.98088	0.96018
1523.92707	0.96014
1521.87326	0.96024
1519.81945	0.96038
1517.76564	0.96011
1515.71183	0.95949
1513.65802	0.95887
1511.60421	0.9584
1509.5504	0.95803
1507.49659	0.95732
1505.44278	0.95582
1503.38897	0.95447
1501.33516	0.95329
1499.28135	0.95192
1497.22754	0.95003
1495.17373	0.94765
1493.11992	0.94536
1491.06611	0.94271
1489.0123	0.93935
1486.95849	0.93588
1484.90468	0.93274
1482.85087	0.92978
1480.79706	0.92627
1478.74325	0.92193
1476.68944	0.91682
1474.63563	0.91124
1472.58182	0.90563
1470.52801	0.90077
1468.4742	0.89674
1466.42039	0.89242
1464.36658	0.88736
1462.31277	0.88279
1460.25896	0.87955
1458.20515	0.87638
1456.15134	0.87173
1454.09753	0.86761
1452.04372	0.86455
1449.98991	0.86192
1447.9361	0.85997
1445.88229	0.85845
1443.82848	0.85698
1441.77467	0.85569
1439.72086	0.85482
1437.66705	0.85409
1435.61324	0.85313
1433.55943	0.85237
1431.50562	0.85176
1429.45181	0.85096
1427.398	0.85008
1425.34419	0.84929
1423.29038	0.84866
1421.23657	0.84832
1419.18276	0.84798
1417.12895	0.84769
1415.07514	0.84825
1413.02133	0.84961
1410.96752	0.85123
1408.91371	0.85305
1406.8599	0.85558
1404.80609	0.85901
1402.75228	0.86302
1400.69847	0.86774
1398.64466	0.87329
1396.59085	0.87862
