Numero de onda	Muestra 1
3996.7144	0.98793
3994.66059	0.98741
3992.60678	0.9868
3990.55297	0.98663
3988.49916	0.98695
3986.44535	0.98746
3984.39154	0.98783
3982.33773	0.98774
3980.28391	0.98735
3978.2301	0.98701
3976.17629	0.98699
3974.12248	0.98716
3972.06867	0.98723
3970.01486	0.98733
3967.96105	0.9875
3965.90724	0.98739
3963.85343	0.98694
3961.79962	0.98674
3959.74581	0.98701
3957.692	0.98714
3955.63819	0.98688
3953.58438	0.98669
3951.53057	0.98673
3949.47676	0.98666
3947.42295	0.98663
3945.36914	0.98692
3943.31533	0.9872
3941.26152	0.9872
3939.20771	0.98707
3937.1539	0.98683
3935.10009	0.98657
3933.04628	0.98664
3930.99247	0.98698
3928.93866	0.98709
3926.88485	0.98686
3924.83104	0.98683
3922.77723	0.98705
3920.72342	0.98692
3918.66961	0.98662
3916.6158	0.98662
3914.56199	0.98667
3912.50818	0.98661
3910.45437	0.98659
3908.40056	0.98658
3906.34675	0.98654
3904.29294	0.98671
3902.23913	0.98695
3900.18532	0.98683
3898.13151	0.9867
3896.0777	0.98673
3894.02389	0.98659
3891.97008	0.98628
3889.91627	0.98622
3887.86246	0.98647
3885.80865	0.98645
3883.75484	0.98626
3881.70103	0.98657
3879.64722	0.98669
3877.59341	0.9862
3875.5396	0.9861
3873.48579	0.98669
3871.43198	0.98717
3869.37817	0.98707
3867.32436	0.98695
3865.27055	0.98706
3863.21674	0.98714
3861.16293	0.98699
3859.10912	0.98661
3857.05531	0.9863
3855.0015	0.98646
3852.94769	0.98694
3850.89388	0.98692
3848.84007	0.98669
3846.78626	0.98656
3844.73245	0.98648
3842.67864	0.98645
3840.62483	0.98661
3838.57102	0.98681
3836.51721	0.98671
3834.4634	0.98647
3832.40959	0.98637
3830.35578	0.98654
3828.30197	0.98697
3826.24816	0.98728
3824.19435	0.98713
3822.14054	0.98674
3820.08673	0.98654
3818.03292	0.9867
3815.97911	0.98684
3813.9253	0.98665
3811.87149	0.98637
3809.81768	0.98622
3807.76387	0.98619
3805.71006	0.9863
3803.65625	0.98656
3801.60244	0.98665
3799.54863	0.98627
3797.49482	0.98609
3795.44101	0.98644
3793.3872	0.98673
3791.33339	0.9866
3789.27958	0.98634
3787.22577	0.98614
3785.17196	0.98606
3783.11815	0.98615
3781.06434	0.98638
3779.01053	0.98641
3776.95672	0.98614
3774.90291	0.98604
3772.8491	0.98619
3770.79529	0.98645
3768.74148	0.98637
3766.68767	0.98583
3764.63386	0.98544
3762.58005	0.98538
3760.52624	0.98538
3758.47243	0.98553
3756.41862	0.98586
3754.36481	0.98601
3752.311	0.98599
3750.25719	0.98579
3748.20338	0.98535
3746.14957	0.98505
3744.09576	0.9849
3742.04195	0.98492
3739.98814	0.98515
3737.93433	0.98539
3735.88052	0.98552
3733.82671	0.9857
3731.7729	0.98606
3729.71909	0.9863
3727.66528	0.98629
3725.61147	0.98605
3723.55766	0.98554
3721.50385	0.98489
3719.45004	0.98468
3717.39623	0.98493
3715.34242	0.9848
3713.28861	0.98423
3711.2348	0.9839
3709.18099	0.98386
3707.12718	0.98372
3705.07337	0.98358
3703.01956	0.98359
3700.96575	0.98358
3698.91194	0.98326
3696.85813	0.98298
3694.80432	0.98298
3692.75051	0.98263
3690.6967	0.98183
3688.64289	0.98161
3686.58907	0.98206
3684.53526	0.98201
3682.48145	0.98124
3680.42764	0.98035
3678.37383	0.97993
3676.32002	0.98002
3674.26621	0.98016
3672.2124	0.97987
3670.15859	0.9792
3668.10478	0.97838
3666.05097	0.97751
3663.99716	0.97666
3661.94335	0.97599
3659.88954	0.97537
3657.83573	0.97466
3655.78192	0.97404
3653.72811	0.97372
3651.6743	0.97327
3649.62049	0.97178
3647.56668	0.96982
3645.51287	0.9689
3643.45906	0.96853
3641.40525	0.96813
3639.35144	0.96752
3637.29763	0.96665
3635.24382	0.96559
3633.19001	0.9644
3631.1362	0.96342
3629.08239	0.96254
3627.02858	0.9616
3624.97477	0.96093
3622.92096	0.96037
3620.86715	0.95964
3618.81334	0.9584
3616.75953	0.95714
3614.70572	0.9563
