Numero de onda	teraftalato_de_polietileno.dpt
1392.48323	0.93958
1390.42942	0.93895
1388.37561	0.93895
1386.3218	0.93957
1384.26799	0.94103
1382.21418	0.94357
1380.16037	0.94663
1378.10656	0.94913
1376.05275	0.95082
1373.99894	0.9523
1371.94513	0.95375
1369.89132	0.9554
1367.83751	0.95792
1365.7837	0.9611
1363.72989	0.96447
1361.67608	0.96786
1359.62227	0.97031
1357.56846	0.97103
1355.51465	0.97023
1353.46084	0.96852
1351.40703	0.96632
1349.35322	0.96378
1347.29941	0.96038
1345.2456	0.95559
1343.19179	0.9505
1341.13798	0.94707
1339.08417	0.94697
1337.03036	0.95036
1334.97655	0.955
1332.92274	0.95839
1330.86893	0.9592
1328.81512	0.95761
1326.7613	0.95468
1324.70749	0.95127
1322.65368	0.94824
1320.59987	0.94662
1318.54606	0.94647
1316.49225	0.9469
1314.43844	0.9469
1312.38463	0.94576
1310.33082	0.94312
1308.27701	0.93909
1306.2232	0.9343
1304.16939	0.92942
1302.11558	0.92424
1300.06177	0.91813
1298.00796	0.91068
1295.95415	0.90164
1293.90034	0.89132
1291.84653	0.88054
1289.79272	0.86963
1287.73891	0.85826
1285.6851	0.84661
1283.63129	0.83545
1281.57748	0.82478
1279.52367	0.81416
1277.46986	0.80395
1275.41605	0.79454
1273.36224	0.78544
1271.30843	0.77613
1269.25462	0.76708
1267.20081	0.75938
1265.147	0.75359
1263.09319	0.74962
1261.03938	0.74708
1258.98557	0.74541
1256.93176	0.74389
1254.87795	0.74195
1252.82414	0.73958
1250.77033	0.73689
1248.71652	0.7337
1246.66271	0.73019
1244.6089	0.727
1242.55509	0.72474
1240.50128	0.72441
1238.44747	0.72676
1236.39366	0.73161
1234.33985	0.73892
1232.28604	0.74881
1230.23223	0.76064
1228.17842	0.77339
1226.12461	0.78641
1224.0708	0.79921
1222.01699	0.81132
1219.96318	0.82248
1217.90937	0.83249
1215.85556	0.84123
1213.80175	0.84869
1211.74794	0.85465
1209.69413	0.85883
1207.64032	0.86247
1205.58651	0.86756
1203.5327	0.87469
1201.47889	0.88317
1199.42508	0.89205
1197.37127	0.90053
1195.31746	0.90818
1193.26365	0.91489
1191.20984	0.92038
1189.15603	0.92448
1187.10222	0.92758
1185.04841	0.92956
1182.9946	0.92962
1180.94079	0.9279
1178.88698	0.92553
1176.83317	0.92348
1174.77936	0.9224
1172.72555	0.92293
1170.67174	0.92598
1168.61793	0.93131
1166.56412	0.93669
1164.51031	0.94028
1162.4565	0.94221
1160.40269	0.94299
1158.34888	0.94268
1156.29507	0.94143
1154.24126	0.93918
1152.18745	0.93608
1150.13364	0.93245
1148.07983	0.92806
1146.02602	0.92292
1143.97221	0.91722
1141.9184	0.91073
1139.86459	0.90338
1137.81078	0.89507
1135.75697	0.88506
1133.70316	0.873
1131.64935	0.85958
1129.59554	0.84568
1127.54173	0.83178
1125.48792	0.81823
1123.43411	0.80581
1121.3803	0.79513
1119.32649	0.78658
1117.27268	0.78144
1115.21887	0.78044
1113.16506	0.78198
1111.11125	0.78292
1109.05744	0.78
1107.00363	0.77191
1104.94982	0.76044
1102.89601	0.74874
1100.8422	0.73956
1098.78839	0.73391
1096.73458	0.73129
1094.68077	0.73091
1092.62696	0.7322
1090.57315	0.73462
1088.51934	0.73764
1086.46553	0.74104
1084.41172	0.7455
1082.35791	0.75219
1080.3041	0.76151
1078.25029	0.77312
1076.19648	0.78594
1074.14267	0.79845
1072.08886	0.80975
1070.03505	0.81964
1067.98124	0.82827
1065.92743	0.83633
1063.87362	0.84401
1061.81981	0.85047
1059.766	0.85555
1057.71219	0.85966
1055.65838	0.86274
1053.60457	0.86448
1051.55076	0.86476
1049.49695	0.86409
1047.44314	0.86317
1045.38933	0.86239
1043.33552	0.86189
1041.28171	0.86183
1039.2279	0.86264
1037.17409	0.86392
1035.12028	0.86448
1033.06647	0.86418
1031.01265	0.86334
1028.95884	0.86185
1026.90503	0.85869
1024.85122	0.85076
1022.79741	0.83467
1020.7436	0.81125
1018.68979	0.78776
1016.63598	0.77569
1014.58217	0.78195
1012.52836	0.80172
1010.47455	0.82421
1008.42074	0.84267
1006.36693	0.85577
1004.31312	0.8646
1002.25931	0.87101
1000.2055	0.8759
998.15169	0.87884
996.09788	0.87982
994.04407	0.87992
991.99026	0.88002
989.93645	0.8799
987.88264	0.87979
985.82883	0.8802
983.77502	0.88077
981.72121	0.88126
979.6674	0.88171
977.61359	0.88166
975.55978	0.88079
973.50597	0.8794
971.45216	0.87806
969.39835	0.87711
967.34454	0.87645
965.29073	0.87613
963.23692	0.87621
961.18311	0.87656
959.1293	0.87716
957.07549	0.87776
955.02168	0.87819
952.96787	0.87895
950.91406	0.87985
948.86025	0.8801
946.80644	0.87921
944.75263	0.87668
942.69882	0.8731
940.64501	0.86965
938.5912	0.86697
936.53739	0.86567
934.48358	0.86608
932.42977	0.86807
930.37596	0.87164
928.32215	0.87628
926.26834	0.88082
924.21453	0.88416
922.16072	0.88547
920.10691	0.88496
918.0531	0.88421
915.99929	0.88525
913.94548	0.88872
911.89167	0.89304
909.83786	0.89666
907.78405	0.89912
905.73024	0.90018
903.67643	0.90034
901.62262	0.90076
899.56881	0.90152
897.515	0.90214
895.46119	0.90295
893.40738	0.90383
891.35357	0.90399
889.29976	0.90312
887.24595	0.90127
885.19214	0.8978
883.13833	0.89169
881.08452	0.88283
879.03071	0.87142
876.9769	0.85751
874.92309	0.84229
872.86928	0.83157
870.81547	0.83357
868.76166	0.84726
866.70785	0.86281
864.65404	0.87388
862.60023	0.88027
860.54642	0.88392
858.49261	0.88657
856.4388	0.8884
854.38499	0.88925
852.33118	0.88972
850.27737	0.88993
848.22356	0.89016
846.16975	0.89083
844.11594	0.89166
842.06213	0.89264
840.00832	0.894
837.95451	0.8963
835.9007	0.89973
833.84689	0.90289
831.79308	0.90513
829.73927	0.90721
827.68546	0.90918
825.63165	0.91059
823.57784	0.9113
821.52403	0.91155
819.47022	0.9117
817.41641	0.91154
815.3626	0.91104
813.30879	0.91086
811.25498	0.91131
809.20117	0.91252
807.14736	0.9146
805.09355	0.91665
803.03974	0.91781
800.98593	0.91773
798.93212	0.91491
796.87831	0.90919
794.8245	0.90473
792.77069	0.9052
790.71688	0.90942
788.66307	0.91488
786.60926	0.92043
784.55545	0.92529
782.50164	0.92922
780.44783	0.93232
778.39402	0.9349
776.34021	0.9375
774.2864	0.93982
772.23259	0.94109
770.17878	0.94178
768.12497	0.94294
766.07116	0.94433
764.01735	0.94533
761.96354	0.94572
759.90973	0.94583
757.85592	0.94592
755.80211	0.94504
753.7483	0.94298
751.69449	0.94118
749.64068	0.94077
747.58687	0.94113
745.53306	0.94045
743.47925	0.93577
741.42544	0.92442
739.37163	0.90578
737.31781	0.88064
735.264	0.85165
733.21019	0.82199
731.15638	0.79282
729.10257	0.76374
727.04876	0.73573
724.99495	0.71472
722.94114	0.7077
720.88733	0.71511
718.83352	0.73135
716.77971	0.75093
714.7259	0.77126
712.67209	0.79009
710.61828	0.80455
708.56447	0.81402
706.51066	0.82069
704.45685	0.82723
702.40304	0.83513
700.34923	0.84434
698.29542	0.8537
696.24161	0.86149
694.1878	0.86703
692.13399	0.87158
690.08018	0.87598
688.02637	0.87914
685.97256	0.88133
683.91875	0.88387
681.86494	0.88607
679.81113	0.88736
677.75732	0.88892
675.70351	0.89149
673.6497	0.8941
671.59589	0.89617
669.54208	0.89867
667.48827	0.90094
665.43446	0.90206
663.38065	0.90356
661.32684	0.90481
659.27303	0.90496
657.21922	0.90525
655.16541	0.90706
653.1116	0.90946
651.05779	0.91047
649.00398	0.91013
646.95017	0.91008
644.89636	0.91107
642.84255	0.91258
640.78874	0.91353
638.73493	0.91392
636.68112	0.91374
634.62731	0.91155
632.5735	0.90896
630.51969	0.90949
628.46588	0.91231
626.41207	0.91487
624.35826	0.91659
622.30445	0.9173
620.25064	0.91773
618.19683	0.91819
616.14302	0.91876
614.08921	0.92032
612.0354	0.9221
609.98159	0.92308
607.92778	0.92374
605.87397	0.92412
603.82016	0.92326
601.76635	0.92244
599.71254	0.92299
597.65873	0.92385
595.60492	0.92478
593.55111	0.92536
591.4973	0.92547
589.44349	0.92658
587.38968	0.92716
585.33587	0.92525
583.28206	0.92332
581.22825	0.92361
579.17444	0.92464
577.12063	0.92486
575.06682	0.92454
573.01301	0.92421
570.9592	0.92393
568.90539	0.92351
566.85158	0.92328
564.79777	0.92454
562.74396	0.92616
560.69015	0.92533
558.63634	0.92264
556.58253	0.9207
554.52872	0.91984
552.47491	0.91885
550.4211	0.91774
548.36729	0.91713
546.31348	0.9174
544.25967	0.91791
542.20586	0.91673
540.15205	0.91451
538.09824	0.9132
536.04443	0.91219
533.99062	0.91091
531.93681	0.90938
529.883	0.90671
527.82919	0.90375
525.77538	0.90244
523.72157	0.90305
521.66776	0.90349
519.61395	0.90177
517.56014	0.90024
515.50633	0.90017
513.45252	0.89843
511.39871	0.89465
509.3449	0.89064
507.29109	0.88681
505.23728	0.8813
503.18347	0.87384
501.12966	0.86849
499.07585	0.86696
497.02204	0.8677
494.96823	0.87022
492.91442	0.87285
490.86061	0.87384
488.8068	0.87439
486.75299	0.87669
484.69918	0.87966
482.64537	0.88149
480.59156	0.88316
478.53775	0.88466
476.48394	0.88431
474.43013	0.88168
472.37632	0.87882
470.32251	0.87749
468.2687	0.87698
466.21489	0.87668
464.16108	0.87623
462.10727	0.87548
460.05346	0.87468
457.99965	0.87416
455.94584	0.87345
453.89203	0.87297
451.83822	0.87459
449.78441	0.87728
447.7306	0.87658
445.67679	0.87105
443.62298	0.86652
441.56916	0.86715
439.51535	0.86797
437.46154	0.86532
435.40773	0.86172
433.35392	0.86113
431.30011	0.86547
429.2463	0.8687
427.19249	0.86673
425.13868	0.86591
423.08487	0.86678
421.03106	0.8652
418.97725	0.86231
416.92344	0.86087
414.86963	0.86216
412.81582	0.86449
410.76201	0.8651
408.7082	0.86366
406.65439	0.86303
404.60058	0.86509
402.54677	0.86877
400.49296	0.87094
398.43915	0.86798
KMeans Clustering	2.0
Spectral Clustering	11.0
Agglomerative Clustering	4.0
