Numero de onda	teraftalato_de_polietileno.dpt
3222.428	0.99447
3220.37419	0.99409
3218.32038	0.99396
3216.26657	0.99426
3214.21276	0.99461
3212.15895	0.99459
3210.10514	0.99459
3208.05133	0.99454
3205.99752	0.99415
3203.94371	0.99378
3201.8899	0.99372
3199.83609	0.99404
3197.78228	0.99457
3195.72847	0.99497
3193.67466	0.99508
3191.62085	0.99487
3189.56704	0.99467
3187.51323	0.99455
3185.45942	0.9945
3183.40561	0.99452
3181.3518	0.99434
3179.29799	0.99411
3177.24418	0.99415
3175.19037	0.99443
3173.13656	0.99453
3171.08275	0.99454
3169.02894	0.99453
3166.97513	0.99416
3164.92132	0.99366
3162.86751	0.99375
3160.8137	0.99435
3158.75989	0.9947
3156.70608	0.9947
3154.65227	0.99471
3152.59846	0.99485
3150.54465	0.99488
3148.49084	0.99436
3146.43703	0.99367
3144.38322	0.99381
3142.32941	0.99453
3140.2756	0.99494
3138.22179	0.99484
3136.16798	0.99446
3134.11417	0.99425
3132.06036	0.9941
3130.00655	0.99381
3127.95274	0.99366
3125.89893	0.99386
3123.84512	0.99429
3121.79131	0.99426
3119.7375	0.99369
3117.68369	0.99333
3115.62988	0.99334
3113.57607	0.9934
3111.52226	0.9934
3109.46845	0.99315
3107.41464	0.99273
3105.36083	0.99245
3103.30702	0.9922
3101.25321	0.99198
3099.1994	0.99208
3097.14559	0.99238
3095.09177	0.9926
3093.03796	0.9927
3090.98415	0.99274
3088.93034	0.99258
3086.87653	0.99211
3084.82272	0.99169
3082.76891	0.99145
3080.7151	0.99095
3078.66129	0.99045
3076.60748	0.99057
3074.55367	0.99096
3072.49986	0.99117
3070.44605	0.99144
3068.39224	0.9917
3066.33843	0.99166
3064.28462	0.99139
3062.23081	0.99118
3060.177	0.99122
3058.12319	0.99126
3056.06938	0.99096
3054.01557	0.99066
3051.96176	0.99066
3049.90795	0.99092
3047.85414	0.99134
3045.80033	0.9918
3043.74652	0.99239
3041.69271	0.993
3039.6389	0.99333
3037.58509	0.99343
3035.53128	0.99374
3033.47747	0.99425
3031.42366	0.99441
3029.36985	0.99394
3027.31604	0.99315
3025.26223	0.99274
3023.20842	0.99266
3021.15461	0.99223
3019.1008	0.99159
3017.04699	0.99126
3014.99318	0.99102
3012.93937	0.99049
3010.88556	0.98974
3008.83175	0.98909
3006.77794	0.98879
3004.72413	0.98859
3002.67032	0.98803
3000.61651	0.98708
2998.5627	0.98595
2996.50889	0.98485
2994.45508	0.98393
2992.40127	0.9832
2990.34746	0.98241
2988.29365	0.98133
2986.23984	0.97994
2984.18603	0.97837
2982.13222	0.97685
2980.07841	0.97545
2978.0246	0.97381
2975.97079	0.97193
2973.91698	0.96998
2971.86317	0.96771
2969.80936	0.96522
2967.75555	0.96301
2965.70174	0.9612
2963.64793	0.96011
2961.59412	0.96023
2959.54031	0.96104
2957.4865	0.96175
2955.43269	0.9623
2953.37888	0.96336
2951.32507	0.96549
2949.27126	0.96785
2947.21745	0.96955
2945.16364	0.97098
2943.10983	0.97212
2941.05602	0.97256
2939.00221	0.97281
2936.9484	0.97348
2934.89459	0.97404
2932.84078	0.97378
2930.78697	0.97317
2928.73316	0.9728
2926.67935	0.97244
2924.62554	0.97212
2922.57173	0.97191
2920.51792	0.97148
2918.46411	0.97105
2916.4103	0.97116
2914.35649	0.97207
2912.30268	0.97377
2910.24887	0.97558
2908.19506	0.97658
2906.14125	0.9767
2904.08744	0.97643
2902.03363	0.97623
2899.97982	0.97629
2897.92601	0.97671
2895.8722	0.9775
2893.81839	0.97849
2891.76458	0.97949
2889.71077	0.98028
2887.65696	0.98091
2885.60315	0.98157
2883.54934	0.98201
2881.49553	0.98215
2879.44172	0.98255
2877.38791	0.98296
2875.3341	0.98274
2873.28029	0.98238
2871.22648	0.98268
2869.17267	0.98331
2867.11886	0.98367
2865.06505	0.98378
2863.01124	0.98383
2860.95743	0.98387
2858.90362	0.98384
2856.84981	0.98347
2854.796	0.98265
2852.74219	0.98198
2850.68838	0.98225
2848.63457	0.98371
2846.58076	0.98567
2844.52695	0.98708
2842.47314	0.988
2840.41933	0.98918
2838.36552	0.9905
2836.31171	0.99134
2834.2579	0.99164
2832.20409	0.99172
2830.15028	0.99163
2828.09647	0.99154
2826.04266	0.99166
2823.98885	0.99161
2821.93504	0.99148
2819.88123	0.9917
2817.82742	0.99209
2815.77361	0.99239
2813.7198	0.99271
2811.66599	0.99302
2809.61218	0.99307
2807.55837	0.99294
2805.50456	0.99298
2803.45075	0.99297
2801.39693	0.99275
2799.34312	0.9925
2797.28931	0.9924
2795.2355	0.99279
2793.18169	0.99353
2791.12788	0.99388
2789.07407	0.99368
2787.02026	0.99342
2784.96645	0.99348
2782.91264	0.99357
2780.85883	0.99337
2778.80502	0.99311
2776.75121	0.99321
2774.6974	0.99364
2772.64359	0.99391
2770.58978	0.99389
2768.53597	0.99376
2766.48216	0.99379
2764.42835	0.99393
2762.37454	0.99384
2760.32073	0.99368
2758.26692	0.99385
2756.21311	0.99398
2754.1593	0.99373
2752.10549	0.99355
2750.05168	0.99369
2747.99787	0.9939
2745.94406	0.99396
2743.89025	0.99392
2741.83644	0.99398
2739.78263	0.99418
2737.72882	0.99445
2735.67501	0.99457
2733.6212	0.99442
2731.56739	0.99411
2729.51358	0.99404
2727.45977	0.99435
2725.40596	0.99473
2723.35215	0.9948
2721.29834	0.99465
2719.24453	0.99467
2717.19072	0.99479
2715.13691	0.99486
2713.0831	0.99491
2711.02929	0.99483
2708.97548	0.99467
2706.92167	0.99446
2704.86786	0.99424
2702.81405	0.99425
2700.76024	0.99434
2698.70643	0.99442
2696.65262	0.99446
2694.59881	0.99439
2692.545	0.99442
2690.49119	0.99444
2688.43738	0.9944
2686.38357	0.99465
2684.32976	0.99517
2682.27595	0.99557
2680.22214	0.99567
2678.16833	0.99532
2676.11452	0.99474
2674.06071	0.99452
2672.0069	0.99462
2669.95309	0.99464
2667.89928	0.99471
2665.84547	0.99481
2663.79166	0.99471
2661.73785	0.99465
2659.68404	0.99471
2657.63023	0.99449
2655.57642	0.99408
2653.52261	0.9939
2651.4688	0.99391
2649.41499	0.99405
2647.36118	0.99405
2645.30737	0.99383
2643.25356	0.99396
2641.19975	0.9942
2639.14594	0.99419
2637.09213	0.99424
2635.03832	0.99439
2632.98451	0.99432
2630.9307	0.99405
2628.87689	0.99391
2626.82308	0.99406
2624.76927	0.99459
2622.71546	0.99505
2620.66165	0.99506
2618.60784	0.99494
2616.55403	0.99452
2614.50022	0.99401
2612.44641	0.99393
2610.3926	0.99402
2608.33879	0.99431
2606.28498	0.99477
2604.23117	0.99467
2602.17736	0.99407
2600.12355	0.9941
2598.06974	0.99466
2596.01593	0.99483
2593.96212	0.99484
2591.90831	0.99501
2589.8545	0.99493
2587.80069	0.99448
2585.74688	0.99431
2583.69307	0.99474
2581.63926	0.99515
2579.58545	0.99517
2577.53164	0.99495
2575.47783	0.99465
2573.42402	0.99419
2571.37021	0.99381
2569.3164	0.99419
2567.26259	0.99523
2565.20878	0.99597
2563.15497	0.99582
2561.10116	0.9951
2559.04735	0.99488
2556.99354	0.99528
2554.93973	0.99521
2552.88592	0.99466
2550.83211	0.99432
2548.7783	0.99468
2546.72449	0.99548
2544.67068	0.99605
2542.61687	0.99634
2540.56306	0.9962
2538.50925	0.99563
2536.45544	0.99552
2534.40163	0.99592
2532.34782	0.99595
2530.29401	0.996
2528.2402	0.99632
2526.18639	0.99623
2524.13258	0.99609
2522.07877	0.99634
2520.02496	0.99643
2517.97115	0.99636
2515.91734	0.99657
2513.86353	0.99663
2511.80972	0.99616
2509.75591	0.99526
2507.7021	0.99465
2505.64828	0.99509
2503.59447	0.99609
2501.54066	0.99648
2499.48685	0.99608
2497.43304	0.99585
2495.37923	0.996
2493.32542	0.99592
2491.27161	0.99596
2489.2178	0.9964
2487.16399	0.99644
2485.11018	0.99566
2483.05637	0.9949
2481.00256	0.99518
2478.94875	0.99613
2476.89494	0.99678
2474.84113	0.99683
2472.78732	0.99674
2470.73351	0.99706
2468.6797	0.99739
2466.62589	0.99715
2464.57208	0.99662
2462.51827	0.99619
2460.46446	0.99595
2458.41065	0.99606
2456.35684	0.99616
2454.30303	0.99619
2452.24922	0.99654
2450.19541	0.99648
2448.1416	0.99596
2446.08779	0.99559
2444.03398	0.99531
2441.98017	0.99553
2439.92636	0.99595
2437.87255	0.99577
2435.81874	0.99552
2433.76493	0.99565
2431.71112	0.99561
2429.65731	0.9955
2427.6035	0.99577
2425.54969	0.99575
2423.49588	0.99526
2421.44207	0.99504
2419.38826	0.99501
2417.33445	0.99487
2415.28064	0.99462
2413.22683	0.99447
2411.17302	0.99489
2409.11921	0.99564
2407.0654	0.99584
2405.01159	0.99558
2402.95778	0.99522
2400.90397	0.99472
2398.85016	0.99442
2396.79635	0.99438
2394.74254	0.99443
2392.68873	0.99459
2390.63492	0.99471
2388.58111	0.99482
2386.5273	0.99513
2384.47349	0.99528
2382.41968	0.99492
2380.36587	0.99458
2378.31206	0.9948
2376.25825	0.99533
2374.20444	0.9957
2372.15063	0.99584
2370.09682	0.99614
2368.04301	0.99659
2365.9892	0.9962
2363.93539	0.99517
2361.88158	0.99517
2359.82777	0.99621
2357.77396	0.99631
2355.72015	0.99542
2353.66634	0.99481
2351.61253	0.99465
2349.55872	0.99506
2347.50491	0.99565
2345.4511	0.99593
2343.39729	0.9959
2341.34348	0.99561
2339.28967	0.99569
2337.23586	0.99612
2335.18205	0.99588
2333.12824	0.99564
2331.07443	0.99631
2329.02062	0.99631
2326.96681	0.99487
2324.913	0.99354
2322.85919	0.99318
2320.80538	0.9935
2318.75157	0.99423
2316.69776	0.99503
2314.64395	0.99554
2312.59014	0.99549
2310.53633	0.99491
2308.48252	0.99453
2306.42871	0.99477
2304.3749	0.99518
2302.32109	0.99521
2300.26728	0.99513
2298.21347	0.9952
2296.15966	0.99513
2294.10585	0.99464
2292.05204	0.99369
2289.99823	0.99289
2287.94442	0.99268
2285.89061	0.99333
2283.8368	0.99446
2281.78299	0.99458
2279.72918	0.99367
2277.67537	0.99309
2275.62156	0.99317
2273.56775	0.99355
2271.51394	0.99375
2269.46013	0.99391
2267.40632	0.99505
2265.35251	0.99683
2263.2987	0.99741
2261.24489	0.99631
2259.19108	0.99554
2257.13727	0.99619
2255.08346	0.99648
2253.02965	0.99604
2250.97584	0.99635
2248.92203	0.99604
2246.86822	0.9943
2244.81441	0.99358
2242.7606	0.9948
2240.70679	0.99627
2238.65298	0.99685
2236.59917	0.99686
2234.54536	0.99657
2232.49155	0.99589
2230.43774	0.99526
2228.38393	0.99497
2226.33012	0.99507
2224.27631	0.99569
2222.2225	0.99576
2220.16869	0.99479
2218.11488	0.99433
2216.06107	0.99505
2214.00726	0.99584
2211.95344	0.99554
2209.89963	0.99473
2207.84582	0.99561
2205.79201	0.99839
2203.7382	0.99976
2201.68439	0.99829
2199.63058	0.99626
2197.57677	0.99545
2195.52296	0.99499
2193.46915	0.99428
2191.41534	0.99505
2189.36153	0.99797
2187.30772	1.00057
2185.25391	1.00004
2183.2001	0.9984
2181.14629	0.99867
2179.09248	0.99882
2177.03867	0.99754
2174.98486	0.99658
2172.93105	0.99674
2170.87724	0.99787
2168.82343	0.99837
2166.76962	0.99745
2164.71581	0.99692
2162.662	0.99724
2160.60819	0.9982
2158.55438	1.00065
2156.50057	1.00318
2154.44676	1.00394
2152.39295	1.00357
2150.33914	1.0027
2148.28533	1.00203
2146.23152	1.00139
2144.17771	1.00075
2142.1239	1.00116
2140.07009	1.00181
2138.01628	1.00181
2135.96247	1.0013
2133.90866	1.00039
2131.85485	0.99942
2129.80104	0.99817
2127.74723	0.99723
2125.69342	0.99701
2123.63961	0.99661
2121.5858	0.99647
2119.53199	0.9966
2117.47818	0.99595
2115.42437	0.99537
2113.37056	0.99551
2111.31675	0.9953
2109.26294	0.99459
2107.20913	0.99445
2105.15532	0.99444
2103.10151	0.99415
2101.0477	0.99399
2098.99389	0.99394
2096.94008	0.99521
2094.88627	0.99749
2092.83246	0.99833
2090.77865	0.99747
2088.72484	0.99617
2086.67103	0.99568
2084.61722	0.9955
2082.56341	0.99448
2080.5096	0.99388
2078.45579	0.99417
2076.40198	0.99429
2074.34817	0.99407
2072.29436	0.99399
2070.24055	0.99411
2068.18674	0.9944
2066.13293	0.99524
2064.07912	0.99608
2062.02531	0.99598
2059.9715	0.99553
2057.91769	0.99497
2055.86388	0.99413
2053.81007	0.99391
2051.75626	0.99367
2049.70245	0.99326
2047.64864	0.99449
2045.59483	0.99606
2043.54102	0.99566
2041.48721	0.99409
2039.4334	0.99273
2037.37959	0.99306
2035.32578	0.99568
2033.27197	0.99817
2031.21816	0.99976
2029.16435	1.00082
2027.11054	1.00174
2025.05673	1.00252
2023.00292	0.99977
2020.94911	0.99533
2018.8953	0.99503
2016.84149	0.99856
2014.78768	1.00225
2012.73387	1.00277
2010.68006	0.99994
2008.62625	0.99788
2006.57244	0.99853
2004.51863	1.00005
2002.46482	0.99986
2000.41101	0.99671
1998.3572	0.99415
1996.30339	0.99521
1994.24958	0.99688
1992.19577	0.99641
1990.14196	0.99438
1988.08815	0.99221
1986.03434	0.99098
1983.98053	0.9915
1981.92672	0.99353
1979.87291	0.99559
1977.8191	0.99739
1975.76529	0.99903
1973.71148	0.99952
1971.65767	0.99896
1969.60386	0.99687
1967.55005	0.99387
1965.49624	0.99284
1963.44243	0.9922
1961.38862	0.9908
1959.33481	0.99221
1957.281	0.99455
1955.22719	0.99464
1953.17338	0.99428
1951.11957	0.99413
1949.06576	0.99348
1947.01195	0.99258
1944.95814	0.99247
1942.90433	0.99358
1940.85052	0.9948
1938.79671	0.99528
1936.7429	0.99497
1934.68909	0.99441
1932.63528	0.99463
1930.58147	0.9957
1928.52766	0.99644
1926.47385	0.99642
1924.42004	0.99664
1922.36623	0.99693
1920.31242	0.99628
1918.25861	0.99637
1916.20479	0.99767
1914.15098	0.99737
1912.09717	0.99584
1910.04336	0.99502
1907.98955	0.9948
1905.93574	0.99511
1903.88193	0.99599
1901.82812	0.99657
1899.77431	0.99653
1897.7205	0.99638
1895.66669	0.99657
1893.61288	0.99666
1891.55907	0.99643
1889.50526	0.99641
1887.45145	0.99634
1885.39764	0.99631
1883.34383	0.99683
1881.29002	0.99751
1879.23621	0.99749
1877.1824	0.99713
1875.12859	0.99728
1873.07478	0.99767
1871.02097	0.99759
1868.96716	0.99686
1866.91335	0.99611
1864.85954	0.99567
1862.80573	0.99555
1860.75192	0.99607
1858.69811	0.99686
1856.6443	0.99699
1854.59049	0.99659
1852.53668	0.99643
1850.48287	0.99655
1848.42906	0.99647
1846.37525	0.99599
1844.32144	0.9954
1842.26763	0.99513
1840.21382	0.99515
1838.16001	0.99495
1836.1062	0.99433
1834.05239	0.9938
1831.99858	0.99375
1829.94477	0.99395
1827.89096	0.9938
1825.83715	0.9932
1823.78334	0.99262
1821.72953	0.99254
1819.67572	0.99267
1817.62191	0.99263
1815.5681	0.99268
1813.51429	0.99288
1811.46048	0.99279
1809.40667	0.99265
1807.35286	0.99271
1805.29905	0.99256
1803.24524	0.99226
1801.19143	0.99224
1799.13762	0.99222
1797.08381	0.99182
1795.03	0.99138
1792.97619	0.99133
1790.92238	0.99152
1788.86857	0.99156
1786.81476	0.99154
1784.76095	0.9913
1782.70714	0.99107
1780.65333	0.99108
1778.59952	0.99096
1776.54571	0.99058
1774.4919	0.99052
1772.43809	0.99067
1770.38428	0.99031
1768.33047	0.98965
1766.27666	0.98895
1764.22285	0.98812
1762.16904	0.98713
1760.11523	0.98638
1758.06142	0.98564
1756.00761	0.98444
1753.9538	0.98263
1751.89999	0.97984
1749.84618	0.97574
1747.79237	0.97059
1745.73856	0.96405
1743.68475	0.95559
1741.63094	0.94475
1739.57713	0.93106
1737.52332	0.91776
1735.46951	0.90364
1733.4157	0.88311
1731.36189	0.86374
1729.30808	0.84803
1727.25427	0.83282
1725.20046	0.81826
1723.14665	0.80397
1721.09284	0.79157
1719.03903	0.77912
1716.98522	0.76299
1714.93141	0.7493
1712.8776	0.74137
1710.82379	0.73723
1708.76998	0.73677
1706.71617	0.74186
1704.66236	0.75384
1702.60855	0.76969
1700.55474	0.79137
1698.50093	0.81523
1696.44712	0.83581
1694.39331	0.8551
1692.3395	0.86934
1690.28569	0.88094
1688.23188	0.8911
1686.17807	0.89914
1684.12426	0.90627
1682.07045	0.91166
1680.01664	0.91567
1677.96283	0.91934
1675.90902	0.92309
1673.85521	0.92729
1671.8014	0.93173
1669.74759	0.93724
1667.69378	0.94315
1665.63997	0.94791
1663.58616	0.95236
1661.53235	0.95629
1659.47854	0.95912
1657.42473	0.96143
1655.37092	0.96374
1653.31711	0.96645
1651.2633	0.9685
1649.20949	0.96949
1647.15568	0.97065
1645.10187	0.97182
1643.04806	0.97245
1640.99425	0.97285
1638.94044	0.97323
1636.88663	0.97387
1634.83282	0.97465
1632.77901	0.97528
1630.7252	0.97602
1628.67139	0.97682
1626.61758	0.97737
1624.56377	0.97787
1622.50996	0.9781
1620.45614	0.97778
1618.40233	0.97701
1616.34852	0.9756
1614.29471	0.97464
1612.2409	0.97509
1610.18709	0.97648
1608.13328	0.97784
1606.07947	0.97892
1604.02566	0.98002
1601.97185	0.98112
1599.91804	0.98192
1597.86423	0.98249
1595.81042	0.98293
1593.75661	0.983
1591.7028	0.98262
1589.64899	0.98193
1587.59518	0.98083
1585.54137	0.97875
1583.48756	0.97503
1581.43375	0.9704
1579.37994	0.9673
1577.32613	0.96739
1575.27232	0.97035
1573.21851	0.97363
1571.1647	0.97665
1569.11089	0.97951
1567.05708	0.98091
1565.00327	0.98139
1562.94946	0.98209
1560.89565	0.98317
1558.84184	0.98405
1556.78803	0.98394
1554.73422	0.98395
1552.68041	0.9842
1550.6266	0.98441
1548.57279	0.98458
1546.51898	0.98476
1544.46517	0.98521
1542.41136	0.98606
1540.35755	0.9864
1538.30374	0.9852
1536.24993	0.98439
1534.19612	0.98444
1532.14231	0.98414
1530.0885	0.98353
1528.03469	0.98321
1525.98088	0.98304
1523.92707	0.98317
1521.87326	0.98383
1519.81945	0.98416
1517.76564	0.98363
1515.71183	0.98256
1513.65802	0.98097
1511.60421	0.9784
1509.5504	0.97415
1507.49659	0.96533
1505.44278	0.95571
1503.38897	0.95654
1501.33516	0.96365
1499.28135	0.97184
1497.22754	0.97806
1495.17373	0.98154
1493.11992	0.98306
1491.06611	0.98351
1489.0123	0.9826
1486.95849	0.98062
1484.90468	0.97827
1482.85087	0.97532
1480.79706	0.97177
1478.74325	0.96814
1476.68944	0.96453
1474.63563	0.96077
1472.58182	0.95696
1470.52801	0.95455
1468.4742	0.95407
1466.42039	0.95407
1464.36658	0.95262
1462.31277	0.94941
1460.25896	0.94622
1458.20515	0.94398
1456.15134	0.94275
1454.09753	0.94231
1452.04372	0.94293
1449.98991	0.94517
1447.9361	0.94892
1445.88229	0.95278
1443.82848	0.95597
1441.77467	0.95884
1439.72086	0.96128
1437.66705	0.96385
1435.61324	0.96689
1433.55943	0.96933
1431.50562	0.97136
1429.45181	0.97347
1427.398	0.97525
1425.34419	0.97597
1423.29038	0.97511
1421.23657	0.97245
1419.18276	0.96619
1417.12895	0.95401
1415.07514	0.93723
1413.02133	0.91708
1410.96752	0.89804
1408.91371	0.88854
1406.8599	0.89298
1404.80609	0.90766
1402.75228	0.92303
1400.69847	0.93321
1398.64466	0.9385
1396.59085	0.94029
1394.53704	0.94033
