Numero de onda	hidroxietil_teraftalato.dpt
3485.31569	0.88425
3483.26188	0.88157
3481.20807	0.8781
3479.15426	0.87432
3477.10045	0.87072
3475.04664	0.86739
3472.99283	0.86399
3470.93902	0.86032
3468.88521	0.85667
3466.8314	0.85308
3464.77759	0.84908
3462.72378	0.84467
3460.66997	0.84028
3458.61616	0.83544
3456.56235	0.82979
3454.50854	0.82384
3452.45473	0.8181
3450.40092	0.81276
3448.34711	0.80758
3446.2933	0.80256
3444.23949	0.79873
3442.18568	0.79687
3440.13187	0.7965
3438.07806	0.79699
3436.02425	0.79815
3433.97044	0.7999
3431.91663	0.80204
3429.86282	0.80433
3427.80901	0.80678
3425.7552	0.8091
3423.70139	0.81081
3421.64758	0.81154
3419.59377	0.81135
3417.53996	0.81143
3415.48615	0.81242
3413.43234	0.81387
3411.37853	0.81574
3409.32472	0.81778
3407.27091	0.81936
3405.2171	0.82065
3403.16329	0.82178
3401.10948	0.82232
3399.05567	0.82259
3397.00186	0.82314
3394.94805	0.82375
3392.89424	0.82397
3390.84042	0.8236
3388.78661	0.82297
3386.7328	0.8226
3384.67899	0.82241
3382.62518	0.82195
3380.57137	0.82079
3378.51756	0.81935
3376.46375	0.81827
3374.40994	0.81711
3372.35613	0.81566
3370.30232	0.81424
3368.24851	0.81279
3366.1947	0.81135
3364.14089	0.8101
3362.08708	0.8087
3360.03327	0.80667
3357.97946	0.80415
3355.92565	0.80137
3353.87184	0.79844
3351.81803	0.7958
3349.76422	0.79376
3347.71041	0.79156
3345.6566	0.78867
3343.60279	0.78554
3341.54898	0.78247
3339.49517	0.77959
3337.44136	0.77678
3335.38755	0.77356
3333.33374	0.76997
3331.27993	0.7665
3329.22612	0.7635
3327.17231	0.76088
3325.1185	0.75825
3323.06469	0.75561
3321.01088	0.75288
3318.95707	0.75012
3316.90326	0.74786
3314.84945	0.74603
3312.79564	0.74394
3310.74183	0.74139
3308.68802	0.73891
3306.63421	0.73666
3304.5804	0.73437
3302.52659	0.73189
3300.47278	0.72964
3298.41897	0.72775
3296.36516	0.7261
3294.31135	0.72494
3292.25754	0.72407
3290.20373	0.72309
3288.14992	0.72199
3286.09611	0.72154
3284.0423	0.72223
3281.98849	0.72316
3279.93468	0.72383
3277.88087	0.7245
3275.82706	0.72532
3273.77325	0.72632
3271.71944	0.72726
3269.66563	0.72819
3267.61182	0.7295
3265.55801	0.73084
3263.5042	0.73169
3261.45039	0.73242
3259.39658	0.73348
3257.34277	0.73492
3255.28896	0.73633
3253.23515	0.73722
3251.18134	0.73782
3249.12753	0.73858
3247.07372	0.73955
3245.01991	0.74081
3242.9661	0.74195
3240.91229	0.7428
3238.85848	0.74384
3236.80467	0.74515
3234.75086	0.74665
3232.69705	0.74872
3230.64324	0.75117
3228.58943	0.75344
3226.53562	0.7557
3224.48181	0.75824
3222.428	0.76084
3220.37419	0.76359
3218.32038	0.76682
3216.26657	0.77051
3214.21276	0.7743
3212.15895	0.77796
3210.10514	0.78162
3208.05133	0.78558
3205.99752	0.78978
3203.94371	0.79395
3201.8899	0.79781
3199.83609	0.80117
3197.78228	0.80476
3195.72847	0.80914
3193.67466	0.81346
3191.62085	0.81716
3189.56704	0.82057
3187.51323	0.82402
3185.45942	0.82754
3183.40561	0.83089
3181.3518	0.83429
3179.29799	0.83772
3177.24418	0.84058
3175.19037	0.8433
3173.13656	0.8464
3171.08275	0.84944
3169.02894	0.8519
3166.97513	0.85417
3164.92132	0.85681
3162.86751	0.85945
3160.8137	0.86182
3158.75989	0.86435
3156.70608	0.86674
3154.65227	0.86866
3152.59846	0.87057
3150.54465	0.87262
3148.49084	0.87462
3146.43703	0.87632
3144.38322	0.87791
3142.32941	0.87963
3140.2756	0.88102
3138.22179	0.88191
3136.16798	0.88264
3134.11417	0.88322
3132.06036	0.88371
3130.00655	0.88437
3127.95274	0.88547
3125.89893	0.88709
3123.84512	0.88885
3121.79131	0.89073
3119.7375	0.89263
3117.68369	0.89431
3115.62988	0.89584
3113.57607	0.89702
3111.52226	0.89731
3109.46845	0.89638
3107.41464	0.89517
3105.36083	0.89526
3103.30702	0.89726
3101.25321	0.90045
3099.1994	0.90375
3097.14559	0.90644
3095.09177	0.90828
3093.03796	0.90963
3090.98415	0.91066
3088.93034	0.91147
3086.87653	0.91258
3084.82272	0.9138
3082.76891	0.91433
3080.7151	0.91421
3078.66129	0.91424
3076.60748	0.91459
3074.55367	0.91487
3072.49986	0.91504
3070.44605	0.91513
3068.39224	0.91475
3066.33843	0.91352
3064.28462	0.91117
3062.23081	0.90739
3060.177	0.90372
3058.12319	0.90342
3056.06938	0.90715
3054.01557	0.91248
3051.96176	0.91716
3049.90795	0.92027
3047.85414	0.92189
3045.80033	0.92263
3043.74652	0.92321
3041.69271	0.92398
3039.6389	0.92486
3037.58509	0.92589
3035.53128	0.92721
3033.47747	0.92845
3031.42366	0.92911
3029.36985	0.92926
3027.31604	0.92934
3025.26223	0.92958
3023.20842	0.93005
3021.15461	0.93053
3019.1008	0.93035
3017.04699	0.92957
3014.99318	0.92904
3012.93937	0.92909
3010.88556	0.92937
3008.83175	0.9295
3006.77794	0.92909
3004.72413	0.92809
3002.67032	0.92661
3000.61651	0.92458
2998.5627	0.92204
2996.50889	0.91868
2994.45508	0.91449
2992.40127	0.90999
2990.34746	0.90482
2988.29365	0.89832
2986.23984	0.89158
2984.18603	0.88678
2982.13222	0.88489
2980.07841	0.88519
2978.0246	0.88642
2975.97079	0.8869
2973.91698	0.88415
2971.86317	0.87631
2969.80936	0.86367
2967.75555	0.84805
2965.70174	0.83253
2963.64793	0.82123
2961.59412	0.81609
2959.54031	0.81538
2957.4865	0.8169
2955.43269	0.81917
2953.37888	0.82144
2951.32507	0.82395
2949.27126	0.82639
2947.21745	0.82818
2945.16364	0.83005
2943.10983	0.8328
2941.05602	0.83614
2939.00221	0.83955
2936.9484	0.84255
2934.89459	0.8446
2932.84078	0.84575
2930.78697	0.8472
2928.73316	0.84922
2926.67935	0.8497
2924.62554	0.84767
2922.57173	0.84587
2920.51792	0.84744
2918.46411	0.85264
2916.4103	0.85968
2914.35649	0.8667
2912.30268	0.87234
2910.24887	0.87631
2908.19506	0.87934
2906.14125	0.88172
2904.08744	0.88296
2902.03363	0.88268
2899.97982	0.88074
2897.92601	0.8773
2895.8722	0.87355
2893.81839	0.87075
2891.76458	0.86854
2889.71077	0.86564
2887.65696	0.86142
2885.60315	0.85601
2883.54934	0.8496
2881.49553	0.84308
2879.44172	0.83869
2877.38791	0.83777
2875.3341	0.83933
2873.28029	0.84206
2871.22648	0.84573
2869.17267	0.85081
2867.11886	0.85732
2865.06505	0.86449
2863.01124	0.87131
2860.95743	0.87698
2858.90362	0.88134
2856.84981	0.88467
2854.796	0.88734
2852.74219	0.88936
2850.68838	0.89105
2848.63457	0.89307
2846.58076	0.89508
2844.52695	0.89691
2842.47314	0.89885
2840.41933	0.90085
2838.36552	0.90294
2836.31171	0.90506
2834.2579	0.90714
2832.20409	0.90944
2830.15028	0.91169
2828.09647	0.91344
2826.04266	0.91516
2823.98885	0.91732
2821.93504	0.9196
2819.88123	0.92152
2817.82742	0.92294
2815.77361	0.92435
2813.7198	0.92612
2811.66599	0.92783
2809.61218	0.92905
2807.55837	0.92989
2805.50456	0.93092
2803.45075	0.93244
2801.39693	0.93393
2799.34312	0.93511
2797.28931	0.93613
2795.2355	0.9369
2793.18169	0.9375
2791.12788	0.93816
2789.07407	0.93892
2787.02026	0.93968
2784.96645	0.9404
2782.91264	0.94105
2780.85883	0.94157
2778.80502	0.94201
2776.75121	0.94228
2774.6974	0.94248
2772.64359	0.943
2770.58978	0.94376
2768.53597	0.94433
2766.48216	0.94468
2764.42835	0.94511
2762.37454	0.94548
2760.32073	0.94586
2758.26692	0.94646
2756.21311	0.94694
2754.1593	0.947
2752.10549	0.94683
2750.05168	0.94684
2747.99787	0.94683
2745.94406	0.94643
2743.89025	0.94569
2741.83644	0.94489
2739.78263	0.94455
2737.72882	0.94485
2735.67501	0.94507
2733.6212	0.94496
2731.56739	0.94537
2729.51358	0.9464
2727.45977	0.94709
2725.40596	0.94723
2723.35215	0.94717
2721.29834	0.94702
2719.24453	0.94709
2717.19072	0.94757
2715.13691	0.94813
2713.0831	0.94847
2711.02929	0.94883
2708.97548	0.94946
2706.92167	0.95005
2704.86786	0.95032
2702.81405	0.95057
2700.76024	0.95115
2698.70643	0.95184
2696.65262	0.95224
2694.59881	0.95247
2692.545	0.95289
2690.49119	0.95337
2688.43738	0.95366
2686.38357	0.95373
2684.32976	0.95362
2682.27595	0.95353
2680.22214	0.95348
2678.16833	0.95347
2676.11452	0.95368
2674.06071	0.95388
2672.0069	0.95375
2669.95309	0.95369
2667.89928	0.95412
2665.84547	0.95475
2663.79166	0.95499
2661.73785	0.95489
2659.68404	0.95471
2657.63023	0.95463
2655.57642	0.95475
2653.52261	0.95495
2651.4688	0.95506
2649.41499	0.95511
2647.36118	0.95521
2645.30737	0.9551
2643.25356	0.95475
2641.19975	0.95487
2639.14594	0.95544
2637.09213	0.95582
2635.03832	0.95599
2632.98451	0.95607
2630.9307	0.9559
2628.87689	0.95571
2626.82308	0.95602
2624.76927	0.95654
2622.71546	0.95684
2620.66165	0.95741
2618.60784	0.95817
2616.55403	0.95869
2614.50022	0.95938
2612.44641	0.95989
2610.3926	0.95987
2608.33879	0.95987
2606.28498	0.96019
2604.23117	0.96054
2602.17736	0.96086
2600.12355	0.96125
2598.06974	0.96133
2596.01593	0.96154
2593.96212	0.96231
2591.90831	0.9629
2589.8545	0.96304
2587.80069	0.9629
2585.74688	0.96237
2583.69307	0.96196
2581.63926	0.96227
2579.58545	0.96271
2577.53164	0.96269
2575.47783	0.96245
2573.42402	0.9622
2571.37021	0.96215
2569.3164	0.96253
2567.26259	0.96321
2565.20878	0.96343
2563.15497	0.96317
2561.10116	0.96312
2559.04735	0.96294
2556.99354	0.96233
2554.93973	0.962
2552.88592	0.96173
2550.83211	0.96105
2548.7783	0.9605
2546.72449	0.96043
2544.67068	0.96019
2542.61687	0.95984
2540.56306	0.96043
2538.50925	0.96135
2536.45544	0.96139
2534.40163	0.96098
2532.34782	0.96093
2530.29401	0.96144
2528.2402	0.96212
2526.18639	0.96262
2524.13258	0.96301
2522.07877	0.96329
2520.02496	0.96352
2517.97115	0.96391
2515.91734	0.96405
2513.86353	0.96397
2511.80972	0.96464
2509.75591	0.9658
2507.7021	0.96644
2505.64828	0.9664
2503.59447	0.96584
2501.54066	0.96502
2499.48685	0.96439
2497.43304	0.96411
2495.37923	0.96413
2493.32542	0.96439
2491.27161	0.96467
2489.2178	0.96488
2487.16399	0.96513
2485.11018	0.96547
2483.05637	0.96587
2481.00256	0.9661
2478.94875	0.96621
2476.89494	0.96669
2474.84113	0.96719
2472.78732	0.96732
2470.73351	0.96757
2468.6797	0.96789
2466.62589	0.96812
2464.57208	0.96856
2462.51827	0.96905
2460.46446	0.96919
2458.41065	0.96913
2456.35684	0.96912
2454.30303	0.96915
2452.24922	0.96956
2450.19541	0.97021
2448.1416	0.97058
2446.08779	0.97094
2444.03398	0.97102
2441.98017	0.9705
2439.92636	0.97028
2437.87255	0.97039
2435.81874	0.97038
2433.76493	0.97055
2431.71112	0.97073
2429.65731	0.97093
2427.6035	0.97145
2425.54969	0.97173
2423.49588	0.97131
2421.44207	0.97071
2419.38826	0.97049
2417.33445	0.97041
2415.28064	0.97002
2413.22683	0.96948
2411.17302	0.96934
2409.11921	0.96938
2407.0654	0.96921
2405.01159	0.96897
2402.95778	0.9687
2400.90397	0.96838
2398.85016	0.96799
2396.79635	0.9678
2394.74254	0.96806
2392.68873	0.96792
2390.63492	0.96703
2388.58111	0.96649
2386.5273	0.96668
2384.47349	0.96716
2382.41968	0.96782
2380.36587	0.96838
2378.31206	0.96867
2376.25825	0.96917
2374.20444	0.97022
2372.15063	0.9714
2370.09682	0.97231
2368.04301	0.97297
2365.9892	0.97389
2363.93539	0.97553
2361.88158	0.97605
2359.82777	0.97391
2357.77396	0.97145
2355.72015	0.97041
2353.66634	0.97094
2351.61253	0.97249
2349.55872	0.97343
2347.50491	0.9733
2345.4511	0.97291
2343.39729	0.9734
2341.34348	0.97429
2339.28967	0.97425
2337.23586	0.9737
2335.18205	0.97415
2333.12824	0.97542
2331.07443	0.97532
2329.02062	0.97366
2326.96681	0.97192
2324.913	0.9707
2322.85919	0.97071
2320.80538	0.9717
2318.75157	0.9729
2316.69776	0.97413
2314.64395	0.97418
2312.59014	0.97271
2310.53633	0.97164
2308.48252	0.97164
2306.42871	0.97197
2304.3749	0.97246
2302.32109	0.9729
2300.26728	0.97268
2298.21347	0.97194
2296.15966	0.97131
2294.10585	0.97124
2292.05204	0.97194
2289.99823	0.97268
2287.94442	0.97252
2285.89061	0.97157
2283.8368	0.97068
2281.78299	0.9707
2279.72918	0.97167
2277.67537	0.97306
2275.62156	0.97397
2273.56775	0.97426
2271.51394	0.9753
2269.46013	0.97746
2267.40632	0.97892
2265.35251	0.97912
2263.2987	0.97902
2261.24489	0.97864
2259.19108	0.97791
2257.13727	0.97782
2255.08346	0.97877
2253.02965	0.97965
2250.97584	0.97964
2248.92203	0.97879
2246.86822	0.97784
2244.81441	0.9781
2242.7606	0.97941
2240.70679	0.98009
2238.65298	0.97988
2236.59917	0.97996
2234.54536	0.98027
2232.49155	0.98008
2230.43774	0.97954
2228.38393	0.97942
2226.33012	0.98009
2224.27631	0.981
2222.2225	0.98137
2220.16869	0.98164
2218.11488	0.98261
2216.06107	0.98352
2214.00726	0.98387
2211.95344	0.9836
2209.89963	0.98205
2207.84582	0.98017
2205.79201	0.97944
2203.7382	0.98022
2201.68439	0.98248
2199.63058	0.98382
2197.57677	0.98274
2195.52296	0.9815
2193.46915	0.98215
2191.41534	0.98323
2189.36153	0.98359
2187.30772	0.98502
2185.25391	0.98627
2183.2001	0.98619
2181.14629	0.98563
2179.09248	0.98301
2177.03867	0.97963
2174.98486	0.97937
2172.93105	0.98072
2170.87724	0.97961
2168.82343	0.9776
2166.76962	0.97746
2164.71581	0.97758
2162.662	0.97646
2160.60819	0.97761
2158.55438	0.98337
2156.50057	0.98559
2154.44676	0.98112
2152.39295	0.97768
2150.33914	0.97785
2148.28533	0.97937
2146.23152	0.98031
2144.17771	0.97894
2142.1239	0.97701
2140.07009	0.97718
2138.01628	0.97786
2135.96247	0.97798
2133.90866	0.97913
2131.85485	0.98092
2129.80104	0.98112
2127.74723	0.9796
2125.69342	0.97828
2123.63961	0.9774
2121.5858	0.97678
2119.53199	0.9768
2117.47818	0.97648
2115.42437	0.97505
2113.37056	0.97347
2111.31675	0.97265
2109.26294	0.97299
2107.20913	0.97469
2105.15532	0.97685
2103.10151	0.9787
2101.0477	0.97989
2098.99389	0.97994
2096.94008	0.97927
2094.88627	0.97905
2092.83246	0.9794
2090.77865	0.97903
2088.72484	0.97858
2086.67103	0.97984
2084.61722	0.98157
2082.56341	0.98177
2080.5096	0.9814
2078.45579	0.9817
2076.40198	0.98216
2074.34817	0.98291
2072.29436	0.98453
2070.24055	0.98543
2068.18674	0.98466
2066.13293	0.98428
2064.07912	0.98534
2062.02531	0.98616
2059.9715	0.98531
2057.91769	0.98311
2055.86388	0.98192
2053.81007	0.98192
2051.75626	0.9807
2049.70245	0.98002
2047.64864	0.98148
2045.59483	0.98292
2043.54102	0.98437
2041.48721	0.98537
2039.4334	0.98478
2037.37959	0.98398
2035.32578	0.98385
2033.27197	0.98512
2031.21816	0.98737
2029.16435	0.98794
2027.11054	0.98634
2025.05673	0.9842
2023.00292	0.98214
2020.94911	0.98045
2018.8953	0.97991
2016.84149	0.98171
2014.78768	0.98567
2012.73387	0.98741
2010.68006	0.98538
2008.62625	0.983
2006.57244	0.98278
2004.51863	0.98395
2002.46482	0.98326
2000.41101	0.98073
1998.3572	0.97961
1996.30339	0.98005
1994.24958	0.98064
1992.19577	0.98122
1990.14196	0.98028
1988.08815	0.9781
1986.03434	0.97684
1983.98053	0.97683
1981.92672	0.97663
1979.87291	0.975
1977.8191	0.97379
1975.76529	0.97466
1973.71148	0.97596
1971.65767	0.97708
1969.60386	0.97768
1967.55005	0.97621
1965.49624	0.97398
1963.44243	0.9741
1961.38862	0.97613
1959.33481	0.97624
1957.281	0.97225
1955.22719	0.96579
1953.17338	0.96031
1951.11957	0.95793
1949.06576	0.95975
1947.01195	0.96535
1944.95814	0.97093
1942.90433	0.97361
1940.85052	0.97483
1938.79671	0.97688
1936.7429	0.97916
1934.68909	0.98036
1932.63528	0.98117
1930.58147	0.98158
1928.52766	0.98084
1926.47385	0.98083
1924.42004	0.98265
1922.36623	0.98423
1920.31242	0.98418
1918.25861	0.98357
1916.20479	0.98307
1914.15098	0.98291
1912.09717	0.98317
1910.04336	0.98259
1907.98955	0.98132
1905.93574	0.98067
1903.88193	0.9803
1901.82812	0.97935
1899.77431	0.97852
1897.7205	0.97849
1895.66669	0.97867
1893.61288	0.97857
1891.55907	0.97846
1889.50526	0.9787
1887.45145	0.97886
1885.39764	0.97916
1883.34383	0.98057
1881.29002	0.98241
1879.23621	0.98262
1877.1824	0.98176
1875.12859	0.98173
1873.07478	0.98251
1871.02097	0.98312
1868.96716	0.9833
1866.91335	0.98308
1864.85954	0.98243
1862.80573	0.98193
1860.75192	0.98178
1858.69811	0.98172
1856.6443	0.9818
1854.59049	0.98253
1852.53668	0.98306
1850.48287	0.98279
1848.42906	0.98196
1846.37525	0.98025
1844.32144	0.97838
1842.26763	0.97821
1840.21382	0.97891
1838.16001	0.97846
1836.1062	0.97712
1834.05239	0.97602
1831.99858	0.97533
1829.94477	0.97412
1827.89096	0.97222
1825.83715	0.97041
1823.78334	0.96932
1821.72953	0.96879
1819.67572	0.96927
1817.62191	0.97108
1815.5681	0.97269
1813.51429	0.97309
1811.46048	0.97266
1809.40667	0.97228
1807.35286	0.97189
1805.29905	0.97143
1803.24524	0.97116
1801.19143	0.97123
1799.13762	0.97113
1797.08381	0.97098
1795.03	0.97098
1792.97619	0.97135
1790.92238	0.97166
1788.86857	0.97121
1786.81476	0.97119
1784.76095	0.9714
1782.70714	0.97112
1780.65333	0.97026
1778.59952	0.96911
1776.54571	0.96781
1774.4919	0.96711
1772.43809	0.96717
1770.38428	0.96704
1768.33047	0.96618
1766.27666	0.96497
1764.22285	0.96412
1762.16904	0.96332
1760.11523	0.96267
1758.06142	0.96176
1756.00761	0.96054
1753.9538	0.95887
1751.89999	0.95632
1749.84618	0.952
1747.79237	0.94699
1745.73856	0.94173
1743.68475	0.93555
1741.63094	0.92896
1739.57713	0.92168
1737.52332	0.91425
1735.46951	0.90158
1733.4157	0.87242
1731.36189	0.82643
1729.30808	0.76298
1727.25427	0.68155
1725.20046	0.58881
1723.14665	0.48406
1721.09284	0.38429
1719.03903	0.30818
1716.98522	0.2621
1714.93141	0.23355
1712.8776	0.20596
1710.82379	0.18958
1708.76998	0.19801
1706.71617	0.23454
1704.66236	0.28826
1702.60855	0.34009
1700.55474	0.40209
1698.50093	0.46748
1696.44712	0.5147
1694.39331	0.54657
1692.3395	0.55631
1690.28569	0.55444
1688.23188	0.55659
1686.17807	0.57483
1684.12426	0.62017
1682.07045	0.66824
1680.01664	0.69328
1677.96283	0.7032
1675.90902	0.70269
1673.85521	0.70051
1671.8014	0.70759
1669.74759	0.7323
1667.69378	0.76754
1665.63997	0.79473
1663.58616	0.81655
1661.53235	0.83575
1659.47854	0.84928
1657.42473	0.85763
1655.37092	0.86362
1653.31711	0.87275
1651.2633	0.88363
1649.20949	0.89015
1647.15568	0.89717
1645.10187	0.90475
1643.04806	0.90971
1640.99425	0.91336
1638.94044	0.91666
1636.88663	0.9205
1634.83282	0.92431
1632.77901	0.92644
1630.7252	0.92781
1628.67139	0.92895
1626.61758	0.92925
1624.56377	0.92942
1622.50996	0.93011
1620.45614	0.93044
1618.40233	0.93038
1616.34852	0.93099
1614.29471	0.93229
1612.2409	0.93369
1610.18709	0.93555
1608.13328	0.93772
1606.07947	0.94026
1604.02566	0.94299
1601.97185	0.9454
1599.91804	0.94715
1597.86423	0.9485
1595.81042	0.94982
1593.75661	0.95103
1591.7028	0.95208
1589.64899	0.95308
1587.59518	0.95384
1585.54137	0.95384
1583.48756	0.95319
1581.43375	0.95235
1579.37994	0.95182
1577.32613	0.95189
1575.27232	0.95258
1573.21851	0.95329
1571.1647	0.9543
1569.11089	0.95567
1567.05708	0.95608
1565.00327	0.9558
1562.94946	0.95565
1560.89565	0.95564
1558.84184	0.95576
1556.78803	0.95553
1554.73422	0.95493
1552.68041	0.95463
1550.6266	0.95461
1548.57279	0.95434
1546.51898	0.95372
1544.46517	0.95324
1542.41136	0.95315
1540.35755	0.95271
1538.30374	0.95097
1536.24993	0.94848
1534.19612	0.94453
1532.14231	0.93875
1530.0885	0.93346
1528.03469	0.92949
1525.98088	0.92674
1523.92707	0.92475
1521.87326	0.92236
1519.81945	0.9194
1517.76564	0.91548
1515.71183	0.9098
1513.65802	0.9031
1511.60421	0.89459
1509.5504	0.88165
1507.49659	0.8527
1505.44278	0.80874
1503.38897	0.79119
1501.33516	0.80237
1499.28135	0.82961
1497.22754	0.8546
1495.17373	0.86609
1493.11992	0.86905
1491.06611	0.8693
1489.0123	0.86917
1486.95849	0.8704
1484.90468	0.87329
1482.85087	0.87774
1480.79706	0.88366
1478.74325	0.88998
1476.68944	0.89593
1474.63563	0.90096
1472.58182	0.90455
1470.52801	0.90632
1468.4742	0.90563
1466.42039	0.899
1464.36658	0.87916
1462.31277	0.85005
1460.25896	0.8252
1458.20515	0.81074
1456.15134	0.80907
1454.09753	0.8149
1452.04372	0.82327
1449.98991	0.83023
1447.9361	0.83212
1445.88229	0.83424
1443.82848	0.84261
1441.77467	0.85442
1439.72086	0.86436
1437.66705	0.87162
1435.61324	0.87693
1433.55943	0.88023
1431.50562	0.88254
1429.45181	0.88419
1427.398	0.88459
1425.34419	0.88306
1423.29038	0.87887
1421.23657	0.87069
1419.18276	0.85257
1417.12895	0.82042
1415.07514	0.7769
1413.02133	0.71957
1410.96752	0.65398
1408.91371	0.59887
1406.8599	0.58029
1404.80609	0.61794
1402.75228	0.68618
1400.69847	0.74188
1398.64466	0.77672
1396.59085	0.79116
1394.53704	0.78911
1392.48323	0.7823
1390.42942	0.78059
