Numero de onda	pet.dpt
3134.11417	0.97343
3132.06036	0.97329
3130.00655	0.97294
3127.95274	0.97281
3125.89893	0.97301
3123.84512	0.9732
3121.79131	0.97322
3119.7375	0.97305
3117.68369	0.97274
3115.62988	0.9725
3113.57607	0.97245
3111.52226	0.97235
3109.46845	0.972
3107.41464	0.97169
3105.36083	0.97162
3103.30702	0.97163
3101.25321	0.97164
3099.1994	0.97184
3097.14559	0.97197
3095.09177	0.97182
3093.03796	0.97169
3090.98415	0.9717
3088.93034	0.97181
3086.87653	0.97181
3084.82272	0.97154
3082.76891	0.9712
3080.7151	0.97106
3078.66129	0.97111
3076.60748	0.9712
3074.55367	0.97126
3072.49986	0.97129
3070.44605	0.9712
3068.39224	0.97103
3066.33843	0.97095
3064.28462	0.97102
3062.23081	0.97121
3060.177	0.97123
3058.12319	0.97083
3056.06938	0.97034
3054.01557	0.97027
3051.96176	0.97051
3049.90795	0.97084
3047.85414	0.97143
3045.80033	0.97209
3043.74652	0.97242
3041.69271	0.97255
3039.6389	0.97264
3037.58509	0.97267
3035.53128	0.97265
3033.47747	0.97263
3031.42366	0.97266
3029.36985	0.9726
3027.31604	0.97232
3025.26223	0.97196
3023.20842	0.97173
3021.15461	0.97149
3019.1008	0.97114
3017.04699	0.97077
3014.99318	0.97045
3012.93937	0.97034
3010.88556	0.97026
3008.83175	0.96978
3006.77794	0.96912
3004.72413	0.96872
3002.67032	0.96848
3000.61651	0.96816
2998.5627	0.96787
2996.50889	0.96756
2994.45508	0.96709
2992.40127	0.9666
2990.34746	0.96612
2988.29365	0.96543
2986.23984	0.96466
2984.18603	0.96398
2982.13222	0.96325
2980.07841	0.96235
2978.0246	0.96128
2975.97079	0.9601
2973.91698	0.95899
2971.86317	0.95826
2969.80936	0.95788
2967.75555	0.95761
2965.70174	0.95726
2963.64793	0.95694
2961.59412	0.95681
2959.54031	0.95679
2957.4865	0.9572
2955.43269	0.95815
2953.37888	0.95918
2951.32507	0.96015
2949.27126	0.96118
2947.21745	0.96223
2945.16364	0.96338
2943.10983	0.96455
2941.05602	0.96562
2939.00221	0.96665
2936.9484	0.96752
2934.89459	0.96796
2932.84078	0.96805
2930.78697	0.96817
2928.73316	0.96851
2926.67935	0.96877
2924.62554	0.96871
2922.57173	0.96857
2920.51792	0.96856
2918.46411	0.96856
2916.4103	0.96844
2914.35649	0.96804
2912.30268	0.96723
2910.24887	0.96634
2908.19506	0.96596
2906.14125	0.96619
2904.08744	0.96647
2902.03363	0.96674
2899.97982	0.96724
2897.92601	0.96761
2895.8722	0.96771
2893.81839	0.96776
2891.76458	0.96786
2889.71077	0.96801
2887.65696	0.96805
2885.60315	0.96784
2883.54934	0.96764
2881.49553	0.96779
2879.44172	0.96816
2877.38791	0.96851
2875.3341	0.96869
2873.28029	0.96872
2871.22648	0.96883
2869.17267	0.96916
2867.11886	0.96943
2865.06505	0.96956
2863.01124	0.96963
2860.95743	0.96964
2858.90362	0.96974
2856.84981	0.96995
2854.796	0.9701
2852.74219	0.97021
2850.68838	0.97049
2848.63457	0.97089
2846.58076	0.97124
2844.52695	0.97163
2842.47314	0.97184
2840.41933	0.97179
2838.36552	0.9718
2836.31171	0.97192
2834.2579	0.97205
2832.20409	0.97213
2830.15028	0.97214
2828.09647	0.97212
2826.04266	0.97225
2823.98885	0.97257
2821.93504	0.97284
2819.88123	0.97282
2817.82742	0.9727
2815.77361	0.97265
2813.7198	0.97262
2811.66599	0.97253
2809.61218	0.97252
2807.55837	0.97261
2805.50456	0.97261
2803.45075	0.97253
2801.39693	0.97252
2799.34312	0.97252
2797.28931	0.97241
2795.2355	0.97222
2793.18169	0.97225
2791.12788	0.97264
2789.07407	0.97307
2787.02026	0.97332
2784.96645	0.97338
2782.91264	0.97322
2780.85883	0.97299
2778.80502	0.97288
2776.75121	0.97278
2774.6974	0.9727
2772.64359	0.97278
2770.58978	0.97293
2768.53597	0.97296
2766.48216	0.97292
2764.42835	0.97301
2762.37454	0.97322
2760.32073	0.9734
2758.26692	0.97341
2756.21311	0.97339
2754.1593	0.97337
2752.10549	0.97317
2750.05168	0.97297
2747.99787	0.973
2745.94406	0.97301
2743.89025	0.9729
2741.83644	0.97285
2739.78263	0.97288
2737.72882	0.97301
2735.67501	0.97329
2733.6212	0.97373
2731.56739	0.97402
2729.51358	0.97391
2727.45977	0.97352
2725.40596	0.97333
2723.35215	0.97346
2721.29834	0.97357
2719.24453	0.97348
2717.19072	0.97349
2715.13691	0.97372
2713.0831	0.97384
2711.02929	0.97376
2708.97548	0.97379
2706.92167	0.97393
2704.86786	0.97399
2702.81405	0.9739
2700.76024	0.97373
2698.70643	0.97364
2696.65262	0.97359
2694.59881	0.97349
2692.545	0.97344
2690.49119	0.97343
2688.43738	0.97348
2686.38357	0.97364
2684.32976	0.97391
2682.27595	0.97414
2680.22214	0.97424
2678.16833	0.97427
2676.11452	0.9742
2674.06071	0.97409
2672.0069	0.97397
2669.95309	0.97395
2667.89928	0.97411
2665.84547	0.97419
2663.79166	0.97403
2661.73785	0.97377
2659.68404	0.97367
2657.63023	0.97377
2655.57642	0.97379
2653.52261	0.97346
2651.4688	0.97314
2649.41499	0.97323
2647.36118	0.97357
2645.30737	0.97371
2643.25356	0.97359
2641.19975	0.97343
2639.14594	0.97322
2637.09213	0.97296
2635.03832	0.97289
2632.98451	0.97296
2630.9307	0.97288
2628.87689	0.97276
2626.82308	0.97293
2624.76927	0.97333
2622.71546	0.97367
2620.66165	0.97378
2618.60784	0.97372
2616.55403	0.97367
2614.50022	0.97356
2612.44641	0.97336
2610.3926	0.9734
2608.33879	0.97385
2606.28498	0.97438
2604.23117	0.97443
2602.17736	0.97414
2600.12355	0.97408
2598.06974	0.97412
2596.01593	0.97419
2593.96212	0.97437
2591.90831	0.97446
2589.8545	0.97437
2587.80069	0.9742
2585.74688	0.97409
2583.69307	0.97413
2581.63926	0.97436
2579.58545	0.9744
2577.53164	0.97404
2575.47783	0.97379
2573.42402	0.9737
2571.37021	0.97379
2569.3164	0.97415
2567.26259	0.9744
2565.20878	0.97431
2563.15497	0.97427
2561.10116	0.97442
2559.04735	0.97451
2556.99354	0.97457
2554.93973	0.97476
2552.88592	0.97488
2550.83211	0.97495
2548.7783	0.97519
2546.72449	0.97522
2544.67068	0.97504
2542.61687	0.97515
2540.56306	0.97547
2538.50925	0.97552
2536.45544	0.97522
2534.40163	0.97511
2532.34782	0.9752
2530.29401	0.97501
2528.2402	0.97474
2526.18639	0.97469
2524.13258	0.97492
2522.07877	0.97547
2520.02496	0.97576
2517.97115	0.97524
2515.91734	0.97483
2513.86353	0.97507
2511.80972	0.97522
2509.75591	0.97517
2507.7021	0.97504
2505.64828	0.97489
2503.59447	0.97506
2501.54066	0.97545
2499.48685	0.97574
2497.43304	0.97588
2495.37923	0.97588
2493.32542	0.97603
2491.27161	0.97653
2489.2178	0.97692
2487.16399	0.977
2485.11018	0.97695
2483.05637	0.9768
2481.00256	0.97672
2478.94875	0.97673
2476.89494	0.97681
2474.84113	0.9769
2472.78732	0.97684
2470.73351	0.97656
2468.6797	0.97615
2466.62589	0.97621
2464.57208	0.97655
2462.51827	0.97649
2460.46446	0.97629
2458.41065	0.97639
2456.35684	0.97654
2454.30303	0.97645
2452.24922	0.9762
2450.19541	0.97605
2448.1416	0.97621
2446.08779	0.97656
2444.03398	0.97682
2441.98017	0.97666
2439.92636	0.97629
2437.87255	0.97612
2435.81874	0.97614
2433.76493	0.97621
2431.71112	0.97606
2429.65731	0.9758
2427.6035	0.97584
2425.54969	0.97607
2423.49588	0.97603
2421.44207	0.97567
2419.38826	0.97536
2417.33445	0.97513
2415.28064	0.97503
2413.22683	0.97528
2411.17302	0.97549
2409.11921	0.9755
2407.0654	0.97551
2405.01159	0.97551
2402.95778	0.97552
2400.90397	0.9754
2398.85016	0.97512
2396.79635	0.97486
2394.74254	0.97463
2392.68873	0.97436
2390.63492	0.97438
2388.58111	0.97462
2386.5273	0.97465
2384.47349	0.97439
2382.41968	0.97417
2380.36587	0.9742
2378.31206	0.97441
2376.25825	0.97473
2374.20444	0.97486
2372.15063	0.97439
2370.09682	0.97416
2368.04301	0.97579
2365.9892	0.9778
2363.93539	0.97821
2361.88158	0.97853
2359.82777	0.97745
2357.77396	0.97457
2355.72015	0.97372
2353.66634	0.97502
2351.61253	0.97611
2349.55872	0.97596
2347.50491	0.97489
2345.4511	0.9739
2343.39729	0.97426
2341.34348	0.97515
2339.28967	0.97569
2337.23586	0.97619
2335.18205	0.97633
2333.12824	0.97653
2331.07443	0.97635
2329.02062	0.97466
2326.96681	0.97316
2324.913	0.97333
2322.85919	0.97389
2320.80538	0.97393
2318.75157	0.97411
2316.69776	0.97415
2314.64395	0.97355
2312.59014	0.97322
2310.53633	0.97365
2308.48252	0.97408
2306.42871	0.97435
2304.3749	0.97463
2302.32109	0.97439
2300.26728	0.97364
2298.21347	0.97332
2296.15966	0.97363
2294.10585	0.97387
2292.05204	0.97376
2289.99823	0.97355
2287.94442	0.9735
2285.89061	0.97358
2283.8368	0.97352
2281.78299	0.9737
2279.72918	0.97413
2277.67537	0.97418
2275.62156	0.9742
2273.56775	0.97478
2271.51394	0.97565
2269.46013	0.97639
2267.40632	0.97659
2265.35251	0.97647
2263.2987	0.97696
2261.24489	0.97775
2259.19108	0.97778
2257.13727	0.97732
2255.08346	0.9769
2253.02965	0.97629
2250.97584	0.97573
2248.92203	0.97612
2246.86822	0.97672
2244.81441	0.9766
2242.7606	0.97698
2240.70679	0.97804
2238.65298	0.97814
2236.59917	0.97698
2234.54536	0.97588
2232.49155	0.97624
2230.43774	0.97746
2228.38393	0.97749
2226.33012	0.9763
2224.27631	0.97605
2222.2225	0.97746
2220.16869	0.97875
2218.11488	0.97917
2216.06107	0.97912
2214.00726	0.97873
2211.95344	0.97877
2209.89963	0.97922
2207.84582	0.9791
2205.79201	0.97873
2203.7382	0.9785
2201.68439	0.97831
2199.63058	0.9783
2197.57677	0.9781
2195.52296	0.97803
2193.46915	0.97851
2191.41534	0.97872
2189.36153	0.97843
2187.30772	0.97836
2185.25391	0.97923
2183.2001	0.98075
2181.14629	0.98157
2179.09248	0.98149
2177.03867	0.98125
2174.98486	0.98132
2172.93105	0.98163
2170.87724	0.98136
2168.82343	0.97995
2166.76962	0.97849
2164.71581	0.97744
2162.662	0.97677
2160.60819	0.97915
2158.55438	0.98359
2156.50057	0.98459
2154.44676	0.98342
2152.39295	0.98357
2150.33914	0.98421
2148.28533	0.98374
2146.23152	0.98263
2144.17771	0.98199
2142.1239	0.98161
2140.07009	0.98074
2138.01628	0.98003
2135.96247	0.98046
2133.90866	0.98069
2131.85485	0.97946
2129.80104	0.97812
2127.74723	0.97752
2125.69342	0.97753
2123.63961	0.9778
2121.5858	0.97762
2119.53199	0.97693
2117.47818	0.97606
2115.42437	0.97529
2113.37056	0.97507
2111.31675	0.97549
2109.26294	0.97612
2107.20913	0.97634
2105.15532	0.97584
2103.10151	0.97477
2101.0477	0.97404
2098.99389	0.97446
2096.94008	0.97588
2094.88627	0.97723
2092.83246	0.97723
2090.77865	0.97623
2088.72484	0.97553
2086.67103	0.97539
2084.61722	0.97564
2082.56341	0.97588
2080.5096	0.97537
2078.45579	0.97463
2076.40198	0.97491
2074.34817	0.9756
2072.29436	0.97571
2070.24055	0.97548
2068.18674	0.97563
2066.13293	0.97666
2064.07912	0.97759
2062.02531	0.97778
2059.9715	0.97812
2057.91769	0.97818
2055.86388	0.97742
2053.81007	0.97702
2051.75626	0.97749
2049.70245	0.97847
2047.64864	0.97915
2045.59483	0.97905
2043.54102	0.97941
2041.48721	0.98033
2039.4334	0.98028
2037.37959	0.97915
2035.32578	0.97886
2033.27197	0.97968
2031.21816	0.97993
2029.16435	0.98019
2027.11054	0.98124
2025.05673	0.98183
2023.00292	0.98122
2020.94911	0.98046
2018.8953	0.98055
2016.84149	0.9804
2014.78768	0.97913
2012.73387	0.9781
2010.68006	0.97876
2008.62625	0.98016
2006.57244	0.98084
2004.51863	0.98114
2002.46482	0.9813
2000.41101	0.98118
1998.3572	0.98029
1996.30339	0.97838
1994.24958	0.97679
1992.19577	0.97605
1990.14196	0.97624
1988.08815	0.97737
1986.03434	0.97787
1983.98053	0.97739
1981.92672	0.97721
1979.87291	0.97807
1977.8191	0.97927
1975.76529	0.97974
1973.71148	0.97954
1971.65767	0.97836
1969.60386	0.97681
1967.55005	0.97648
1965.49624	0.97665
1963.44243	0.97632
1961.38862	0.97675
1959.33481	0.97777
1957.281	0.978
1955.22719	0.97758
1953.17338	0.97698
1951.11957	0.97669
1949.06576	0.97644
1947.01195	0.97576
1944.95814	0.97516
1942.90433	0.97486
1940.85052	0.97481
1938.79671	0.975
1936.7429	0.97557
1934.68909	0.97671
1932.63528	0.97769
1930.58147	0.97792
1928.52766	0.97768
1926.47385	0.97744
1924.42004	0.97752
1922.36623	0.97725
1920.31242	0.97685
1918.25861	0.97767
1916.20479	0.97869
1914.15098	0.97875
1912.09717	0.97837
1910.04336	0.97779
1907.98955	0.97757
1905.93574	0.97797
1903.88193	0.97824
1901.82812	0.97811
1899.77431	0.97825
1897.7205	0.97871
1895.66669	0.9792
1893.61288	0.97973
1891.55907	0.97981
1889.50526	0.9793
1887.45145	0.97907
1885.39764	0.97945
1883.34383	0.97982
1881.29002	0.97994
1879.23621	0.98001
1877.1824	0.98024
1875.12859	0.98029
1873.07478	0.97984
1871.02097	0.9793
1868.96716	0.97935
1866.91335	0.97981
1864.85954	0.97999
1862.80573	0.98006
1860.75192	0.98027
1858.69811	0.98044
1856.6443	0.98014
1854.59049	0.97947
1852.53668	0.97892
1850.48287	0.97898
1848.42906	0.9792
1846.37525	0.97898
1844.32144	0.97873
1842.26763	0.97869
1840.21382	0.97855
1838.16001	0.97822
1836.1062	0.97795
1834.05239	0.9778
1831.99858	0.97767
1829.94477	0.97748
1827.89096	0.97734
1825.83715	0.9773
1823.78334	0.97733
1821.72953	0.97738
1819.67572	0.97762
1817.62191	0.97804
1815.5681	0.9782
1813.51429	0.97807
1811.46048	0.97795
1809.40667	0.9779
1807.35286	0.97794
1805.29905	0.9781
1803.24524	0.97814
1801.19143	0.97807
1799.13762	0.97812
1797.08381	0.97818
1795.03	0.97816
1792.97619	0.97806
1790.92238	0.97792
1788.86857	0.97787
1786.81476	0.97805
1784.76095	0.9783
1782.70714	0.97844
1780.65333	0.9785
1778.59952	0.97859
1776.54571	0.97861
1774.4919	0.97849
1772.43809	0.97822
1770.38428	0.97792
1768.33047	0.97762
1766.27666	0.97735
1764.22285	0.97705
1762.16904	0.97639
1760.11523	0.97569
1758.06142	0.97481
1756.00761	0.97309
1753.9538	0.97058
1751.89999	0.96696
1749.84618	0.96079
1747.79237	0.95192
1745.73856	0.94085
1743.68475	0.92698
1741.63094	0.9102
1739.57713	0.89052
1737.52332	0.8722
1735.46951	0.85411
1733.4157	0.83033
1731.36189	0.809
1729.30808	0.79154
1727.25427	0.77406
1725.20046	0.75699
1723.14665	0.74024
1721.09284	0.72552
1719.03903	0.71105
1716.98522	0.69438
1714.93141	0.68298
1712.8776	0.67985
1710.82379	0.68275
1708.76998	0.6909
1706.71617	0.70472
1704.66236	0.723
1702.60855	0.74122
1700.55474	0.76281
1698.50093	0.78546
1696.44712	0.80375
1694.39331	0.82029
1692.3395	0.83283
1690.28569	0.84314
1688.23188	0.85197
1686.17807	0.85904
1684.12426	0.86619
1682.07045	0.87296
1680.01664	0.8789
1677.96283	0.88482
1675.90902	0.89089
1673.85521	0.89684
1671.8014	0.90182
1669.74759	0.90671
1667.69378	0.91156
1665.63997	0.91567
1663.58616	0.91988
1661.53235	0.92405
1659.47854	0.92731
1657.42473	0.92979
1655.37092	0.93206
1653.31711	0.93459
1651.2633	0.93675
1649.20949	0.93818
1647.15568	0.93982
1645.10187	0.94144
1643.04806	0.94254
1640.99425	0.94355
1638.94044	0.94438
1636.88663	0.94503
1634.83282	0.94581
1632.77901	0.9468
1630.7252	0.94776
1628.67139	0.94862
1626.61758	0.94912
1624.56377	0.94935
1622.50996	0.94961
1620.45614	0.94965
1618.40233	0.94897
1616.34852	0.94742
1614.29471	0.94645
1612.2409	0.9467
1610.18709	0.94779
1608.13328	0.94937
1606.07947	0.95122
1604.02566	0.95329
1601.97185	0.95525
1599.91804	0.95665
1597.86423	0.95752
1595.81042	0.95813
1593.75661	0.95857
1591.7028	0.95872
1589.64899	0.95843
1587.59518	0.95755
1585.54137	0.9555
1583.48756	0.95178
1581.43375	0.94717
1579.37994	0.94369
1577.32613	0.94303
1575.27232	0.94584
1573.21851	0.94948
1571.1647	0.95262
1569.11089	0.95565
1567.05708	0.95779
1565.00327	0.95914
1562.94946	0.96014
1560.89565	0.9609
1558.84184	0.96177
1556.78803	0.96246
1554.73422	0.96278
1552.68041	0.96314
1550.6266	0.96351
1548.57279	0.96381
1546.51898	0.96413
1544.46517	0.96454
1542.41136	0.96493
1540.35755	0.9651
1538.30374	0.96509
1536.24993	0.965
1534.19612	0.96481
1532.14231	0.96456
1530.0885	0.9642
1528.03469	0.96371
1525.98088	0.96346
1523.92707	0.96358
1521.87326	0.96392
1519.81945	0.96426
1517.76564	0.96431
1515.71183	0.96402
1513.65802	0.96303
1511.60421	0.96048
1509.5504	0.95539
1507.49659	0.9454
1505.44278	0.93611
1503.38897	0.938
1501.33516	0.94593
1499.28135	0.95465
1497.22754	0.96093
1495.17373	0.96419
1493.11992	0.96554
1491.06611	0.96578
1489.0123	0.96513
1486.95849	0.96401
1484.90468	0.96267
1482.85087	0.96105
1480.79706	0.95909
1478.74325	0.95696
1476.68944	0.95477
1474.63563	0.95277
1472.58182	0.95134
1470.52801	0.95077
1468.4742	0.95069
1466.42039	0.9501
1464.36658	0.94808
1462.31277	0.9452
1460.25896	0.94241
1458.20515	0.93942
1456.15134	0.93627
1454.09753	0.93459
1452.04372	0.93432
1449.98991	0.93488
1447.9361	0.93577
1445.88229	0.93656
1443.82848	0.93712
1441.77467	0.93772
1439.72086	0.93886
1437.66705	0.94119
1435.61324	0.94501
1433.55943	0.94909
1431.50562	0.95302
1429.45181	0.95694
1427.398	0.95988
1425.34419	0.96124
1423.29038	0.96094
1421.23657	0.95877
1419.18276	0.95272
1417.12895	0.94089
1415.07514	0.924
1413.02133	0.90197
1410.96752	0.87952
1408.91371	0.86652
1406.8599	0.86809
1404.80609	0.88096
1402.75228	0.89655
1400.69847	0.90933
1398.64466	0.91934
1396.59085	0.92654
1394.53704	0.93186
1392.48323	0.93594
1390.42942	0.93866
