Numero de onda	pet.dpt
1388.37561	0.94046
1386.3218	0.94143
1384.26799	0.94154
1382.21418	0.941
1380.16037	0.93976
1378.10656	0.93774
1376.05275	0.935
1373.99894	0.93192
1371.94513	0.92979
1369.89132	0.92966
1367.83751	0.93215
1365.7837	0.93705
1363.72989	0.94322
1361.67608	0.94894
1359.62227	0.95263
1357.56846	0.95437
1355.51465	0.95464
1353.46084	0.95347
1351.40703	0.95051
1349.35322	0.94502
1347.29941	0.93618
1345.2456	0.92362
1343.19179	0.9089
1341.13798	0.89594
1339.08417	0.89025
1337.03036	0.89549
1334.97655	0.90893
1332.92274	0.9246
1330.86893	0.93749
1328.81512	0.94543
1326.7613	0.94891
1324.70749	0.94923
1322.65368	0.94748
1320.59987	0.94463
1318.54606	0.9413
1316.49225	0.93769
1314.43844	0.93376
1312.38463	0.92926
1310.33082	0.92408
1308.27701	0.91864
1306.2232	0.91318
1304.16939	0.90733
1302.11558	0.90044
1300.06177	0.89172
1298.00796	0.88096
1295.95415	0.86909
1293.90034	0.85725
1291.84653	0.846
1289.79272	0.83565
1287.73891	0.82631
1285.6851	0.81811
1283.63129	0.81115
1281.57748	0.80527
1279.52367	0.79989
1277.46986	0.79439
1275.41605	0.78813
1273.36224	0.78016
1271.30843	0.77
1269.25462	0.7582
1267.20081	0.7457
1265.147	0.73348
1263.09319	0.7225
1261.03938	0.71359
1258.98557	0.70714
1256.93176	0.70242
1254.87795	0.69796
1252.82414	0.69251
1250.77033	0.68557
1248.71652	0.67763
1246.66271	0.66955
1244.6089	0.6621
1242.55509	0.6561
1240.50128	0.65229
1238.44747	0.65127
1236.39366	0.65341
1234.33985	0.65858
1232.28604	0.66643
1230.23223	0.6764
1228.17842	0.68757
1226.12461	0.6992
1224.0708	0.71131
1222.01699	0.72411
1219.96318	0.73734
1217.90937	0.75088
1215.85556	0.76449
1213.80175	0.77766
1211.74794	0.79012
1209.69413	0.80165
1207.64032	0.81221
1205.58651	0.82222
1203.5327	0.83203
1201.47889	0.8415
1199.42508	0.85056
1197.37127	0.85933
1195.31746	0.8676
1193.26365	0.87509
1191.20984	0.88187
1189.15603	0.88785
1187.10222	0.89256
1185.04841	0.89549
1182.9946	0.89633
1180.94079	0.89523
1178.88698	0.8931
1176.83317	0.89128
1174.77936	0.89099
1172.72555	0.89319
1170.67174	0.8981
1168.61793	0.90466
1166.56412	0.91102
1164.51031	0.91583
1162.4565	0.91875
1160.40269	0.92006
1158.34888	0.92003
1156.29507	0.91861
1154.24126	0.91569
1152.18745	0.91129
1150.13364	0.90549
1148.07983	0.89849
1146.02602	0.89038
1143.97221	0.88125
1141.9184	0.87139
1139.86459	0.86114
1137.81078	0.85089
1135.75697	0.84057
1133.70316	0.82932
1131.64935	0.81656
1129.59554	0.80253
1127.54173	0.78767
1125.48792	0.77259
1123.43411	0.75871
1121.3803	0.74739
1119.32649	0.73945
1117.27268	0.73555
1115.21887	0.73555
1113.16506	0.73738
1111.11125	0.73755
1109.05744	0.73333
1107.00363	0.7245
1104.94982	0.71277
1102.89601	0.70033
1100.8422	0.6887
1098.78839	0.67857
1096.73458	0.67053
1094.68077	0.66511
1092.62696	0.66223
1090.57315	0.66126
1088.51934	0.66182
1086.46553	0.66419
1084.41172	0.6683
1082.35791	0.67394
1080.3041	0.68169
1078.25029	0.69196
1076.19648	0.70438
1074.14267	0.7182
1072.08886	0.73236
1070.03505	0.74576
1067.98124	0.75799
1065.92743	0.76926
1063.87362	0.77972
1061.81981	0.78905
1059.766	0.79687
1057.71219	0.80296
1055.65838	0.80705
1053.60457	0.809
1051.55076	0.80907
1049.49695	0.80769
1047.44314	0.8054
1045.38933	0.80315
1043.33552	0.8019
1041.28171	0.80222
1039.2279	0.8043
1037.17409	0.80778
1035.12028	0.81206
1033.06647	0.81696
1031.01265	0.82203
1028.95884	0.82537
1026.90503	0.82319
1024.85122	0.81187
1022.79741	0.79141
1020.7436	0.76509
1018.68979	0.73907
1016.63598	0.72323
1014.58217	0.72565
1012.52836	0.74366
1010.47455	0.76624
1008.42074	0.78553
1006.36693	0.80039
1004.31312	0.81163
1002.25931	0.82019
1000.2055	0.82717
998.15169	0.83305
996.09788	0.83789
994.04407	0.8419
991.99026	0.8451
989.93645	0.84748
987.88264	0.84938
985.82883	0.85086
983.77502	0.85156
981.72121	0.85119
979.6674	0.84979
977.61359	0.84771
975.55978	0.84513
973.50597	0.84243
971.45216	0.84064
969.39835	0.84064
967.34454	0.84269
965.29073	0.84632
963.23692	0.85062
961.18311	0.85505
959.1293	0.85934
957.07549	0.86325
955.02168	0.86679
952.96787	0.86991
950.91406	0.87243
948.86025	0.87454
946.80644	0.87657
944.75263	0.8787
942.69882	0.88061
940.64501	0.88207
938.5912	0.88333
936.53739	0.88462
934.48358	0.88596
932.42977	0.88733
930.37596	0.88875
928.32215	0.89006
926.26834	0.89118
924.21453	0.89248
922.16072	0.89414
920.10691	0.8957
918.0531	0.89666
915.99929	0.897
913.94548	0.89679
911.89167	0.89577
909.83786	0.89366
907.78405	0.89056
905.73024	0.88694
903.67643	0.88312
901.62262	0.87941
899.56881	0.87634
897.515	0.87454
895.46119	0.87411
893.40738	0.87431
891.35357	0.8743
889.29976	0.87351
887.24595	0.8713
885.19214	0.86729
883.13833	0.86132
881.08452	0.85289
879.03071	0.84127
876.9769	0.82627
874.92309	0.80934
872.86928	0.79619
870.81547	0.79467
868.76166	0.80511
866.70785	0.8201
864.65404	0.83341
862.60023	0.84296
860.54642	0.84923
858.49261	0.85284
856.4388	0.85399
854.38499	0.85309
852.33118	0.85089
850.27737	0.84859
848.22356	0.8472
846.16975	0.84705
844.11594	0.84815
842.06213	0.85028
840.00832	0.85324
837.95451	0.85669
835.9007	0.85992
833.84689	0.86291
831.79308	0.86617
829.73927	0.86968
827.68546	0.87259
825.63165	0.8746
823.57784	0.87627
821.52403	0.87788
819.47022	0.87943
817.41641	0.88068
815.3626	0.88128
813.30879	0.88167
811.25498	0.88278
809.20117	0.8841
807.14736	0.88501
805.09355	0.88639
803.03974	0.88834
800.98593	0.88943
798.93212	0.88834
796.87831	0.88333
794.8245	0.8752
792.77069	0.86994
790.71688	0.87146
788.66307	0.87728
786.60926	0.88401
784.55545	0.89054
782.50164	0.89641
780.44783	0.90121
778.39402	0.90467
776.34021	0.90709
774.2864	0.90962
772.23259	0.91267
770.17878	0.91586
768.12497	0.91922
766.07116	0.92269
764.01735	0.92573
761.96354	0.92848
759.90973	0.93152
757.85592	0.93437
755.80211	0.93675
753.7483	0.93918
751.69449	0.94163
749.64068	0.94348
747.58687	0.94399
745.53306	0.94205
743.47925	0.93529
741.42544	0.92055
739.37163	0.89559
737.31781	0.86174
735.264	0.82301
733.21019	0.78311
731.15638	0.74349
729.10257	0.70361
727.04876	0.66513
724.99495	0.63486
722.94114	0.62136
720.88733	0.62693
718.83352	0.64493
716.77971	0.66612
714.7259	0.6864
712.67209	0.70432
710.61828	0.71887
708.56447	0.73062
706.51066	0.74116
704.45685	0.75131
702.40304	0.76107
700.34923	0.77156
698.29542	0.78349
696.24161	0.795
694.1878	0.80456
692.13399	0.81305
690.08018	0.82087
688.02637	0.82674
685.97256	0.83025
683.91875	0.83209
681.86494	0.8328
679.81113	0.83387
677.75732	0.83778
675.70351	0.84372
673.6497	0.8482
671.59589	0.85087
669.54208	0.85331
667.48827	0.85662
665.43446	0.85963
663.38065	0.86182
661.32684	0.86336
659.27303	0.86428
657.21922	0.86514
655.16541	0.86653
653.1116	0.8686
651.05779	0.87087
649.00398	0.8733
646.95017	0.87595
644.89636	0.87775
642.84255	0.87856
640.78874	0.87944
638.73493	0.88023
636.68112	0.87985
634.62731	0.87695
632.5735	0.87284
630.51969	0.87248
628.46588	0.87679
626.41207	0.88126
624.35826	0.88322
622.30445	0.88385
620.25064	0.88511
618.19683	0.88698
616.14302	0.88803
614.08921	0.88891
612.0354	0.88999
609.98159	0.89027
607.92778	0.89059
605.87397	0.89116
603.82016	0.89133
601.76635	0.89179
599.71254	0.89207
597.65873	0.89208
595.60492	0.8933
593.55111	0.89463
591.4973	0.89446
589.44349	0.89387
587.38968	0.89371
585.33587	0.89411
583.28206	0.89456
581.22825	0.89443
579.17444	0.89476
577.12063	0.89613
575.06682	0.89747
573.01301	0.89739
570.9592	0.8966
568.90539	0.89718
566.85158	0.89873
564.79777	0.89993
562.74396	0.90018
560.69015	0.89898
558.63634	0.89694
556.58253	0.89521
554.52872	0.89454
552.47491	0.89469
550.4211	0.89477
548.36729	0.8943
546.31348	0.89388
544.25967	0.89352
542.20586	0.89248
540.15205	0.89046
538.09824	0.88764
536.04443	0.88566
533.99062	0.88438
531.93681	0.88206
529.883	0.87954
527.82919	0.8779
525.77538	0.8769
523.72157	0.87643
521.66776	0.87629
519.61395	0.87618
517.56014	0.87516
515.50633	0.87294
513.45252	0.87061
511.39871	0.86709
509.3449	0.86076
507.29109	0.85341
505.23728	0.84733
503.18347	0.84276
501.12966	0.84004
499.07585	0.84027
497.02204	0.8427
494.96823	0.8458
492.91442	0.85026
490.86061	0.85504
488.8068	0.85773
486.75299	0.85957
484.69918	0.86035
482.64537	0.85963
480.59156	0.86073
478.53775	0.86323
476.48394	0.86471
474.43013	0.86544
472.37632	0.86568
470.32251	0.86614
468.2687	0.86802
466.21489	0.87107
464.16108	0.87294
462.10727	0.87283
460.05346	0.87343
457.99965	0.87456
455.94584	0.87368
453.89203	0.873
451.83822	0.8738
449.78441	0.87405
447.7306	0.87339
445.67679	0.87217
443.62298	0.86934
441.56916	0.86375
439.51535	0.85643
437.46154	0.84892
435.40773	0.84322
433.35392	0.84106
431.30011	0.84144
429.2463	0.84358
427.19249	0.84668
425.13868	0.84921
423.08487	0.84956
421.03106	0.84756
418.97725	0.8461
416.92344	0.84789
414.86963	0.85205
412.81582	0.85653
410.76201	0.85832
408.7082	0.85868
406.65439	0.8601
404.60058	0.8593
402.54677	0.85659
400.49296	0.86002
398.43915	0.8679
KMeans Clustering	4.0
Spectral Clustering	2.0
Agglomerative Clustering	4.0
