Numero de onda	acido_polilactico.dpt
1862.80573	0.99409
1860.75192	0.99442
1858.69811	0.99435
1856.6443	0.99376
1854.59049	0.99325
1852.53668	0.9931
1850.48287	0.993
1848.42906	0.99292
1846.37525	0.99279
1844.32144	0.99256
1842.26763	0.99245
1840.21382	0.9924
1838.16001	0.99224
1836.1062	0.99195
1834.05239	0.9915
1831.99858	0.99103
1829.94477	0.99082
1827.89096	0.99058
1825.83715	0.99017
1823.78334	0.98976
1821.72953	0.98957
1819.67572	0.9892
1817.62191	0.98855
1815.5681	0.98802
1813.51429	0.98762
1811.46048	0.98717
1809.40667	0.98672
1807.35286	0.9863
1805.29905	0.98569
1803.24524	0.98482
1801.19143	0.98362
1799.13762	0.98211
1797.08381	0.98014
1795.03	0.97759
1792.97619	0.97437
1790.92238	0.97044
1788.86857	0.96574
1786.81476	0.95954
1784.76095	0.95145
1782.70714	0.94203
1780.65333	0.93161
1778.59952	0.92091
1776.54571	0.91139
1774.4919	0.90222
1772.43809	0.89164
1770.38428	0.88051
1768.33047	0.86907
1766.27666	0.85619
1764.22285	0.84261
1762.16904	0.82655
1760.11523	0.80936
1758.06142	0.7943
1756.00761	0.78084
1753.9538	0.77056
1751.89999	0.76258
1749.84618	0.75572
1747.79237	0.75186
1745.73856	0.75164
1743.68475	0.75482
1741.63094	0.76214
1739.57713	0.77511
1737.52332	0.79143
1735.46951	0.811
1733.4157	0.8374
1731.36189	0.86063
1729.30808	0.87828
1727.25427	0.89336
1725.20046	0.90515
1723.14665	0.91429
1721.09284	0.92117
1719.03903	0.92738
1716.98522	0.93458
1714.93141	0.9415
1712.8776	0.94702
1710.82379	0.95174
1708.76998	0.95572
1706.71617	0.95939
1704.66236	0.96293
1702.60855	0.9659
1700.55474	0.96862
1698.50093	0.97093
1696.44712	0.97275
1694.39331	0.97458
1692.3395	0.97576
1690.28569	0.97653
1688.23188	0.97732
1686.17807	0.97806
1684.12426	0.97891
1682.07045	0.97956
1680.01664	0.97991
1677.96283	0.98022
1675.90902	0.98071
1673.85521	0.98129
1671.8014	0.98182
1669.74759	0.98231
1667.69378	0.9827
1665.63997	0.98309
1663.58616	0.98352
1661.53235	0.984
1659.47854	0.98435
1657.42473	0.98457
1655.37092	0.98469
1653.31711	0.98474
1651.2633	0.98473
1649.20949	0.98484
1647.15568	0.98499
1645.10187	0.98513
1643.04806	0.98521
1640.99425	0.98528
1638.94044	0.98548
1636.88663	0.9856
1634.83282	0.98549
1632.77901	0.9855
1630.7252	0.98559
1628.67139	0.98555
1626.61758	0.98547
1624.56377	0.98549
1622.50996	0.98558
1620.45614	0.98576
1618.40233	0.98603
1616.34852	0.98627
1614.29471	0.9863
1612.2409	0.98633
1610.18709	0.98656
1608.13328	0.98689
1606.07947	0.98705
1604.02566	0.98722
1601.97185	0.98744
1599.91804	0.98757
1597.86423	0.9879
1595.81042	0.98834
1593.75661	0.98842
1591.7028	0.98827
1589.64899	0.9882
1587.59518	0.98829
1585.54137	0.98851
1583.48756	0.98866
1581.43375	0.98857
1579.37994	0.98845
1577.32613	0.98857
1575.27232	0.98893
1573.21851	0.98918
1571.1647	0.98916
1569.11089	0.98905
1567.05708	0.98905
1565.00327	0.98905
1562.94946	0.98912
1560.89565	0.98935
1558.84184	0.98945
1556.78803	0.9893
1554.73422	0.98935
1552.68041	0.98938
1550.6266	0.98921
1548.57279	0.98904
1546.51898	0.98898
1544.46517	0.98912
1542.41136	0.9894
1540.35755	0.98927
1538.30374	0.9888
1536.24993	0.98868
1534.19612	0.98877
1532.14231	0.98887
1530.0885	0.98887
1528.03469	0.98866
1525.98088	0.98844
1523.92707	0.98848
1521.87326	0.98862
1519.81945	0.98863
1517.76564	0.98866
1515.71183	0.98854
1513.65802	0.98829
1511.60421	0.98826
1509.5504	0.98831
1507.49659	0.98802
1505.44278	0.98759
1503.38897	0.98764
1501.33516	0.98789
1499.28135	0.98803
1497.22754	0.98794
1495.17373	0.98784
1493.11992	0.98784
1491.06611	0.98776
1489.0123	0.98754
1486.95849	0.98719
1484.90468	0.98684
1482.85087	0.98654
1480.79706	0.98604
1478.74325	0.98512
1476.68944	0.98383
1474.63563	0.9819
1472.58182	0.97855
1470.52801	0.97402
1468.4742	0.96876
1466.42039	0.96111
1464.36658	0.95014
1462.31277	0.93919
1460.25896	0.92998
1458.20515	0.92006
1456.15134	0.90989
1454.09753	0.90479
1452.04372	0.90357
1449.98991	0.9047
1447.9361	0.90889
1445.88229	0.91667
1443.82848	0.92726
1441.77467	0.93932
1439.72086	0.95054
1437.66705	0.96037
1435.61324	0.96853
1433.55943	0.9734
1431.50562	0.97623
1429.45181	0.97824
1427.398	0.97966
1425.34419	0.98068
1423.29038	0.98139
1421.23657	0.98191
1419.18276	0.98247
1417.12895	0.98293
1415.07514	0.98318
1413.02133	0.98323
1410.96752	0.98301
1408.91371	0.98267
1406.8599	0.98223
1404.80609	0.98137
1402.75228	0.9801
1400.69847	0.97835
1398.64466	0.97549
1396.59085	0.97074
1394.53704	0.96317
