Numero de onda	acido_polilactico.dpt
1392.48323	0.95382
1390.42942	0.94446
1388.37561	0.93449
1386.3218	0.9246
1384.26799	0.91772
1382.21418	0.91477
1380.16037	0.91587
1378.10656	0.92041
1376.05275	0.92573
1373.99894	0.92853
1371.94513	0.92724
1369.89132	0.92363
1367.83751	0.92012
1365.7837	0.91775
1363.72989	0.91608
1361.67608	0.91484
1359.62227	0.91433
1357.56846	0.91476
1355.51465	0.9163
1353.46084	0.91911
1351.40703	0.92297
1349.35322	0.92735
1347.29941	0.93171
1345.2456	0.93563
1343.19179	0.93904
1341.13798	0.94209
1339.08417	0.94484
1337.03036	0.94712
1334.97655	0.94898
1332.92274	0.95058
1330.86893	0.95192
1328.81512	0.9529
1326.7613	0.95361
1324.70749	0.95409
1322.65368	0.95432
1320.59987	0.95444
1318.54606	0.95453
1316.49225	0.95453
1314.43844	0.95446
1312.38463	0.95435
1310.33082	0.95418
1308.27701	0.95404
1306.2232	0.95398
1304.16939	0.95413
1302.11558	0.95465
1300.06177	0.95541
1298.00796	0.95638
1295.95415	0.95779
1293.90034	0.95946
1291.84653	0.96071
1289.79272	0.96085
1287.73891	0.95934
1285.6851	0.95608
1283.63129	0.95144
1281.57748	0.94579
1279.52367	0.9395
1277.46986	0.93338
1275.41605	0.92818
1273.36224	0.92411
1271.30843	0.92119
1269.25462	0.91932
1267.20081	0.9184
1265.147	0.91831
1263.09319	0.91901
1261.03938	0.92054
1258.98557	0.9226
1256.93176	0.92462
1254.87795	0.92634
1252.82414	0.92764
1250.77033	0.92844
1248.71652	0.92874
1246.66271	0.92868
1244.6089	0.92823
1242.55509	0.9273
1240.50128	0.92585
1238.44747	0.92385
1236.39366	0.92132
1234.33985	0.91836
1232.28604	0.91487
1230.23223	0.91052
1228.17842	0.90523
1226.12461	0.89909
1224.0708	0.89208
1222.01699	0.8845
1219.96318	0.87672
1217.90937	0.86906
1215.85556	0.86199
1213.80175	0.85587
1211.74794	0.85076
1209.69413	0.84679
1207.64032	0.844
1205.58651	0.84203
1203.5327	0.84022
1201.47889	0.83796
1199.42508	0.83469
1197.37127	0.83004
1195.31746	0.82378
1193.26365	0.8158
1191.20984	0.80619
1189.15603	0.79524
1187.10222	0.78348
1185.04841	0.77198
1182.9946	0.76264
1180.94079	0.75811
1178.88698	0.7612
1176.83317	0.77365
1174.77936	0.79494
1172.72555	0.82201
1170.67174	0.85027
1168.61793	0.87571
1166.56412	0.89621
1164.51031	0.91149
1162.4565	0.9223
1160.40269	0.92967
1158.34888	0.93448
1156.29507	0.93722
1154.24126	0.93798
1152.18745	0.9366
1150.13364	0.93289
1148.07983	0.92629
1146.02602	0.91616
1143.97221	0.90263
1141.9184	0.88674
1139.86459	0.86986
1137.81078	0.85369
1135.75697	0.83981
1133.70316	0.82884
1131.64935	0.82089
1129.59554	0.81613
1127.54173	0.81484
1125.48792	0.81687
1123.43411	0.82112
1121.3803	0.82601
1119.32649	0.83015
1117.27268	0.83279
1115.21887	0.83379
1113.16506	0.83299
1111.11125	0.82979
1109.05744	0.82405
1107.00363	0.81622
1104.94982	0.80695
1102.89601	0.79724
1100.8422	0.78777
1098.78839	0.77843
1096.73458	0.76921
1094.68077	0.76049
1092.62696	0.75214
1090.57315	0.74386
1088.51934	0.73618
1086.46553	0.72975
1084.41172	0.72477
1082.35791	0.72188
1080.3041	0.72134
1078.25029	0.72266
1076.19648	0.72574
1074.14267	0.73109
1072.08886	0.739
1070.03505	0.74944
1067.98124	0.76181
1065.92743	0.77477
1063.87362	0.78676
1061.81981	0.79611
1059.766	0.80154
1057.71219	0.80284
1055.65838	0.80136
1053.60457	0.79864
1051.55076	0.79507
1049.49695	0.79074
1047.44314	0.78634
1045.38933	0.7826
1043.33552	0.78021
1041.28171	0.77999
1039.2279	0.78239
1037.17409	0.78748
1035.12028	0.79494
1033.06647	0.80359
1031.01265	0.81194
1028.95884	0.81941
1026.90503	0.82625
1024.85122	0.83301
1022.79741	0.84053
1020.7436	0.84943
1018.68979	0.8594
1016.63598	0.8698
1014.58217	0.88025
1012.52836	0.89042
1010.47455	0.89978
1008.42074	0.90759
1006.36693	0.91402
1004.31312	0.91988
1002.25931	0.92519
1000.2055	0.92958
998.15169	0.93316
996.09788	0.93634
994.04407	0.93941
991.99026	0.94223
989.93645	0.94467
987.88264	0.94695
985.82883	0.949
983.77502	0.95064
981.72121	0.95231
979.6674	0.9541
977.61359	0.9555
975.55978	0.95674
973.50597	0.95815
971.45216	0.95943
969.39835	0.96027
967.34454	0.96033
965.29073	0.95925
963.23692	0.95673
961.18311	0.95305
959.1293	0.94934
957.07549	0.94689
955.02168	0.94651
952.96787	0.94793
950.91406	0.95001
948.86025	0.95194
946.80644	0.95375
944.75263	0.95539
942.69882	0.95655
940.64501	0.9573
938.5912	0.95777
936.53739	0.9582
934.48358	0.95888
932.42977	0.95944
930.37596	0.95941
928.32215	0.95898
926.26834	0.95862
924.21453	0.95831
922.16072	0.95785
920.10691	0.95751
918.0531	0.9575
915.99929	0.95771
913.94548	0.95805
911.89167	0.95837
909.83786	0.95861
907.78405	0.9587
905.73024	0.95842
903.67643	0.95793
901.62262	0.95746
899.56881	0.95689
897.515	0.95655
895.46119	0.95695
893.40738	0.9576
891.35357	0.95799
889.29976	0.95858
887.24595	0.95908
885.19214	0.95825
883.13833	0.95563
881.08452	0.9512
879.03071	0.94484
876.9769	0.93721
874.92309	0.92965
872.86928	0.92314
870.81547	0.91825
868.76166	0.91547
866.70785	0.91492
864.65404	0.91612
862.60023	0.91906
860.54642	0.92421
858.49261	0.93119
856.4388	0.93931
854.38499	0.94689
852.33118	0.95169
850.27737	0.9542
848.22356	0.95611
846.16975	0.95772
844.11594	0.95991
842.06213	0.96336
840.00832	0.96669
837.95451	0.96879
835.9007	0.97006
833.84689	0.97117
831.79308	0.97241
829.73927	0.97336
827.68546	0.97364
825.63165	0.97384
823.57784	0.97411
821.52403	0.97413
819.47022	0.97414
817.41641	0.97425
815.3626	0.9746
813.30879	0.97486
811.25498	0.97431
809.20117	0.97373
807.14736	0.97393
805.09355	0.97439
803.03974	0.97498
800.98593	0.97554
798.93212	0.97516
796.87831	0.97397
794.8245	0.97288
792.77069	0.97215
790.71688	0.97156
788.66307	0.97035
786.60926	0.96806
784.55545	0.96532
782.50164	0.96288
780.44783	0.96094
778.39402	0.95889
776.34021	0.95623
774.2864	0.95351
772.23259	0.95076
770.17878	0.94727
768.12497	0.94318
766.07116	0.93862
764.01735	0.93314
761.96354	0.92715
759.90973	0.92188
757.85592	0.91806
755.80211	0.91592
753.7483	0.9155
751.69449	0.91666
749.64068	0.91892
747.58687	0.92142
745.53306	0.92372
743.47925	0.92631
741.42544	0.93001
739.37163	0.93462
737.31781	0.93947
735.264	0.94499
733.21019	0.95094
731.15638	0.95557
729.10257	0.95788
727.04876	0.95841
724.99495	0.95731
722.94114	0.95467
720.88733	0.95148
718.83352	0.94841
716.77971	0.94568
714.7259	0.94345
712.67209	0.94122
710.61828	0.93907
708.56447	0.9381
706.51066	0.93811
704.45685	0.93795
702.40304	0.9376
700.34923	0.93713
698.29542	0.93655
696.24161	0.93658
694.1878	0.93734
692.13399	0.93816
690.08018	0.93844
688.02637	0.93844
685.97256	0.93868
683.91875	0.93905
681.86494	0.94005
679.81113	0.94121
677.75732	0.9415
675.70351	0.94164
673.6497	0.94207
671.59589	0.94249
669.54208	0.9428
667.48827	0.94302
665.43446	0.94321
663.38065	0.94353
661.32684	0.94386
659.27303	0.9443
657.21922	0.94502
655.16541	0.94581
653.1116	0.94702
651.05779	0.948
649.00398	0.94782
646.95017	0.94753
644.89636	0.94804
642.84255	0.949
640.78874	0.95025
638.73493	0.9516
636.68112	0.95224
634.62731	0.95231
632.5735	0.95248
630.51969	0.95289
628.46588	0.95411
626.41207	0.95548
624.35826	0.95617
622.30445	0.95672
620.25064	0.95723
618.19683	0.95816
616.14302	0.95972
614.08921	0.96102
612.0354	0.96247
609.98159	0.96388
607.92778	0.96393
605.87397	0.96353
603.82016	0.96378
601.76635	0.96404
599.71254	0.96411
597.65873	0.96436
595.60492	0.96537
593.55111	0.96646
591.4973	0.96581
589.44349	0.96439
587.38968	0.96473
585.33587	0.96591
583.28206	0.96591
581.22825	0.96566
579.17444	0.96596
577.12063	0.96584
575.06682	0.96543
573.01301	0.96576
570.9592	0.96696
568.90539	0.96788
566.85158	0.96807
564.79777	0.96861
562.74396	0.96967
560.69015	0.96983
558.63634	0.96846
556.58253	0.96751
554.52872	0.9679
552.47491	0.96802
550.4211	0.96817
548.36729	0.96918
546.31348	0.96996
544.25967	0.97047
542.20586	0.97106
540.15205	0.97044
538.09824	0.96829
536.04443	0.96679
533.99062	0.96769
531.93681	0.96954
529.883	0.96999
527.82919	0.96884
525.77538	0.96717
523.72157	0.96568
521.66776	0.96457
519.61395	0.96411
517.56014	0.96413
515.50633	0.9637
513.45252	0.96354
511.39871	0.96433
509.3449	0.96489
507.29109	0.96506
505.23728	0.96462
503.18347	0.96305
501.12966	0.96164
499.07585	0.96148
497.02204	0.96244
494.96823	0.96306
492.91442	0.96171
490.86061	0.95949
488.8068	0.95759
486.75299	0.95571
484.69918	0.95567
482.64537	0.95791
480.59156	0.95921
478.53775	0.95865
476.48394	0.95777
474.43013	0.95774
472.37632	0.95783
470.32251	0.95588
468.2687	0.95273
466.21489	0.95133
464.16108	0.95167
462.10727	0.95183
460.05346	0.95144
457.99965	0.95062
455.94584	0.94956
453.89203	0.9485
451.83822	0.94776
449.78441	0.948
447.7306	0.94818
445.67679	0.94779
443.62298	0.94731
441.56916	0.94554
439.51535	0.94358
437.46154	0.94255
435.40773	0.94159
433.35392	0.9422
431.30011	0.9445
429.2463	0.94665
427.19249	0.94672
425.13868	0.94265
423.08487	0.93668
421.03106	0.93289
418.97725	0.93121
416.92344	0.92864
414.86963	0.92429
412.81582	0.91897
410.76201	0.9144
408.7082	0.91183
406.65439	0.90722
404.60058	0.89933
402.54677	0.89366
400.49296	0.89026
398.43915	0.8855
KMeans Clustering	4.0
Spectral Clustering	0.0
Agglomerative Clustering	0.0
